"plb0037_h","year","e11103","n","percent","lower_confidence","upper_confidence","value"
"Limited","1999","Part Time","474","0.207354025184964","0.190043442462948","0.22466460790698","2"
"Permanent","1999","Part Time","1633","0.792645974815036","0.775335392093019","0.809956557537052","1"
"Permanent","1999","Full Time","4536","0.897029128572093","0.888698636380921","0.905359620763264","1"
"Permanent","1999","Not Working","71","0.553407488976283","0.466256700929014","0.640558277023552","1"
"Limited","2000","Not Working","119","0.5392159178088","0.472432092645187","0.605999742972412","2"
"Limited","2000","Full Time","907","0.103890268321905","0.0973703721848536","0.110410164458957","2"
"Limited","2000","Part Time","660","0.207169384275546","0.192907392288009","0.221431376263083","2"
"Permanent","2000","Part Time","2442","0.792830615724454","0.778568623736917","0.807092607711991","1"
"Permanent","2000","Full Time","7506","0.896109731678095","0.889589835541043","0.902629627815146","1"
"Permanent","2000","Not Working","95","0.4607840821912","0.394000257027588","0.527567907354813","1"
"Limited","2001","Not Working","102","0.580155365855385","0.509037504680445","0.651273227030326","2"
"Limited","2001","Full Time","806","0.101854296191827","0.0950525771673157","0.108656015216339","2"
"Limited","2001","Part Time","623","0.208172141345284","0.193390400160113","0.222953882530454","2"
"Permanent","2001","Part Time","2275","0.791827858654716","0.777046117469546","0.806609599839887","1"
"Permanent","2001","Full Time","6790","0.898145703808173","0.891343984783662","0.904947422832684","1"
"Permanent","2001","Not Working","83","0.419844634144615","0.348726772969674","0.490962495319555","1"
"Limited","2002","Not Working","96","0.607595777042894","0.531936478710191","0.683255075375597","2"
"Limited","2002","Part Time","630","0.200590450497471","0.186588620722308","0.214592280272634","2"
"Limited","2002","Full Time","806","0.107976689760664","0.101131742152873","0.114821637368455","2"
"Permanent","2002","Part Time","2512","0.799409549502529","0.785407719727366","0.813411379277692","1"
"Permanent","2002","Full Time","7091","0.892023310239336","0.885178362631545","0.898868257847127","1"
"Permanent","2002","Not Working","64","0.392404222957106","0.316744924624403","0.468063521289809","1"
"Limited","2003","Not Working","77","0.598027888328539","0.513745837414033","0.682309939243044","2"
"Limited","2003","Part Time","590","0.20081780302786","0.1865251622214","0.215110443834321","2"
"Limited","2003","Full Time","784","0.108079086547574","0.100976213254651","0.115181959840497","2"
"Permanent","2003","Full Time","6556","0.891920913452426","0.884818040159503","0.899023786745349","1"
"Permanent","2003","Part Time","2428","0.79918219697214","0.784889556165679","0.8134748377786","1"
"Permanent","2003","Not Working","53","0.401972111671461","0.317690060756956","0.486254162585967","1"
"Limited","2004","Not Working","82","0.610776573399258","0.528222907527528","0.693330239270988","2"
"Limited","2004","Part Time","606","0.210826658899964","0.196233004426926","0.225420313373003","2"
"Limited","2004","Full Time","760","0.116871261678931","0.109329610788253","0.124412912569608","2"
"Permanent","2004","Full Time","6211","0.883128738321069","0.875587087430392","0.890670389211747","1"
"Permanent","2004","Part Time","2395","0.789173341100036","0.774579686626997","0.803766995573075","1"
"Permanent","2004","Not Working","52","0.389223426600742","0.306669760729012","0.471777092472472","1"
"Limited","2005","Not Working","78","0.60919934168214","0.524003151478725","0.694395531885554","2"
"Limited","2005","Part Time","573","0.226642446295505","0.21133364914331","0.2419512434477","2"
"Limited","2005","Full Time","639","0.104295997656562","0.0970094309251996","0.111582564387925","2"
"Permanent","2005","Full Time","6120","0.895704002343438","0.888417435612075","0.9029905690748","1"
"Permanent","2005","Part Time","2300","0.773357553704494","0.7580487565523","0.788666350856689","1"
"Permanent","2005","Not Working","48","0.39080065831786","0.305604468114445","0.475996848521275","1"
"Limited","2006","Not Working","80","0.558180464173714","0.477070050055467","0.639290878291962","2"
"Limited","2006","Part Time","622","0.229995639998844","0.21502133424506","0.244969945752627","2"
"Limited","2006","Full Time","711","0.111108054145182","0.103765947029658","0.118450161260705","2"
"Permanent","2006","Part Time","2412","0.770004360001156","0.755030054247373","0.78497866575494","1"
"Permanent","2006","Full Time","6327","0.888891945854818","0.881549838739295","0.896234052970342","1"
"Permanent","2006","Not Working","64","0.441819535826286","0.360709121708038","0.522929949944533","1"
"Limited","2007","Not Working","89","0.628865541590455","0.553296693295142","0.704434389885768","2"
"Limited","2007","Part Time","606","0.234860095174638","0.21957583608514","0.250144354264136","2"
"Limited","2007","Full Time","709","0.110651163626273","0.103116042136505","0.118186285116042","2"
"Permanent","2007","Part Time","2349","0.765139904825362","0.749855645735864","0.78042416391486","1"
"Permanent","2007","Full Time","5949","0.889348836373727","0.881813714883958","0.896883957863495","1"
"Permanent","2007","Not Working","68","0.371134458409545","0.295565610114232","0.446703306704858","1"
"Limited","2008","Not Working","81","0.549442090816427","0.469552310160501","0.629331871472354","2"
"Limited","2008","Full Time","680","0.112287833336524","0.104578085605161","0.119997581067886","2"
"Limited","2008","Part Time","607","0.245465372397473","0.229536178756921","0.261394566038025","2"
"Permanent","2008","Part Time","2197","0.754534627602527","0.738605433961975","0.770463821243079","1"
"Permanent","2008","Full Time","5762","0.887712166663476","0.880002418932114","0.895421914394839","1"
"Permanent","2008","Not Working","68","0.450557909183573","0.370668128527646","0.530447689839499","1"
"Limited","2009","Not Working","49","0.482238835100834","0.383809098971337","0.580668571230331","2"
"Limited","2009","Full Time","624","0.104738835314425","0.0969470018838799","0.112530668744971","2"
"Limited","2009","Part Time","618","0.261696496448896","0.245156340003768","0.278236652894024","2"
"Permanent","2009","Part Time","2095","0.738303503551104","0.721763347105976","0.754843659996232","1"
"Permanent","2009","Full Time","5309","0.895261164685575","0.887469331255029","0.90305299811612","1"
"Permanent","2009","Not Working","50","0.517761164899166","0.419331428769669","0.616190901028663","1"
"Limited","2010","Not Working","131","0.536447676133565","0.479638917288143","0.593256434978987","2"
"Limited","2010","Full Time","852","0.117785872885576","0.110597469280363","0.124974276490788","2"
"Limited","2010","Part Time","872","0.237416685514905","0.224232203156282","0.250601167873528","2"
"Permanent","2010","Part Time","3129","0.762583314485095","0.749398832126472","0.775767796843718","1"
"Permanent","2010","Full Time","6873","0.882214127114424","0.875025723509212","0.889402530719637","1"
"Permanent","2010","Not Working","165","0.463552323866435","0.406743565021013","0.520361082711857","1"
"Limited","2011","Not Working","146","0.468553682746305","0.416349667049723","0.520757698442886","2"
"Limited","2011","Full Time","1001","0.121129950959435","0.114424762820659","0.12783513909821","2"
"Limited","2011","Part Time","1032","0.233542063826225","0.221993755878624","0.245090371773826","2"
"Permanent","2011","Part Time","4124","0.766457936173775","0.754909628226174","0.778006244121376","1"
"Permanent","2011","Full Time","8095","0.878870049040565","0.87216486090179","0.885575237179341","1"
"Permanent","2011","Not Working","205","0.531446317253695","0.479242301557114","0.583650332950277","1"
"Limited","2012","Not Working","140","0.364677234060517","0.316153554489228","0.413200913631806","2"
"Limited","2012","Full Time","1055","0.124043392424367","0.117218466117156","0.130868318731578","2"
"Limited","2012","Part Time","1068","0.230774095311096","0.219232229908031","0.24231596071416","2"
"Permanent","2012","Part Time","4051","0.769225904688904","0.757684039285839","0.780767770091969","1"
"Permanent","2012","Full Time","7906","0.875956607575633","0.869131681268422","0.882781533882844","1"
"Permanent","2012","Not Working","238","0.635322765939483","0.586799086368194","0.683846445510772","1"
"Limited","2013","Not Working","870","0.274924753615588","0.259479535828687","0.29036997140249","2"
"Limited","2013","Part Time","1022","0.221134171045651","0.209545968859437","0.232722373231865","2"
"Limited","2013","Full Time","1008","0.122408770364522","0.115324659474209","0.129492881254835","2"
"Permanent","2013","Full Time","7215","0.877591229635478","0.870507118745165","0.884675340525791","1"
"Permanent","2013","Not Working","2340","0.725075246384412","0.70963002859751","0.740520464171313","1"
"Permanent","2013","Part Time","3905","0.778865828954349","0.767277626768135","0.790454031140563","1"
"Limited","2014","Not Working","235","0.485187811637701","0.442598599464966","0.527777023810436","2"
"Limited","2014","Part Time","1175","0.251220455113529","0.239440089017617","0.263000821209441","2"
"Limited","2014","Full Time","1076","0.122073030994677","0.115203070907585","0.128942991081768","2"
"Permanent","2014","Full Time","7647","0.877926969005323","0.871057008918232","0.884796929092414","1"
"Permanent","2014","Not Working","294","0.514812188362299","0.472222976189564","0.557401400535035","1"
"Permanent","2014","Part Time","4032","0.748779544886471","0.736999178790559","0.760559910982383","1"
"Limited","2015","Not Working","491","0.403321380744589","0.377143289514954","0.429499471974224","2"
"Limited","2015","Part Time","1094","0.232998924579791","0.221225877744385","0.244771971415196","2"
"Limited","2015","Full Time","997","0.118864610001949","0.111837606207351","0.125891613796548","2"
"Permanent","2015","Full Time","7151","0.881135389998051","0.874108386203452","0.888162393792649","1"
"Permanent","2015","Not Working","858","0.596678619255411","0.570500528025776","0.622856710485046","1"
"Permanent","2015","Part Time","3859","0.767001075420209","0.755228028584804","0.778774122255615","1"
"Limited","2016","Not Working","481","0.529873167738389","0.494129372330807","0.565616963145971","2"
"Limited","2016","Part Time","1144","0.266869920949071","0.254502736230243","0.279237105667898","2"
"Limited","2016","Full Time","994","0.115667379002117","0.108603616648301","0.122731141355932","2"
"Permanent","2016","Full Time","6881","0.884332620997884","0.877268858644068","0.891396383351699","1"
"Permanent","2016","Not Working","268","0.470126832261611","0.434383036854029","0.505870627669193","1"
"Permanent","2016","Part Time","3770","0.733130079050929","0.720762894332102","0.745497263769757","1"
"Limited","2017","Not Working","631","0.528161518758822","0.496483795514409","0.559839242003235","2"
"Limited","2017","Part Time","1225","0.232386526901125","0.221290863918501","0.24348218988375","2"
"Limited","2017","Full Time","1125","0.12210329572943","0.115357127025964","0.128849464432896","2"
"Permanent","2017","Full Time","7923","0.87789670427057","0.871150535567104","0.884642872974036","1"
"Permanent","2017","Not Working","323","0.471838481241178","0.440160757996765","0.503516204485591","1"
"Permanent","2017","Part Time","4341","0.767613473098875","0.75651781011625","0.778709136081499","1"
"Limited","2018","Not Working","657","0.587200316994878","0.55590922994316","0.618491404046595","2"
"Limited","2018","Part Time","1302","0.241768006488619","0.230574132833508","0.252961880143731","2"
"Limited","2018","Full Time","1081","0.109075648786508","0.102533815504937","0.115617482068078","2"
"Permanent","2018","Full Time","7642","0.890924351213492","0.884382517931922","0.897466184495063","1"
"Permanent","2018","Not Working","294","0.412799683005123","0.381508595953405","0.44409077005684","1"
"Permanent","2018","Part Time","4318","0.758231993511381","0.747038119856269","0.769425867166492","1"
"Limited","2019","Not Working","580","0.463974104699981","0.432590561016426","0.495357648383536","2"
"Limited","2019","Part Time","1256","0.218888320528784","0.207894310360778","0.229882330696791","2"
"Limited","2019","Full Time","1078","0.111996663154057","0.105241383668371","0.118751942639743","2"
"Permanent","2019","Full Time","7294","0.888003336845943","0.881248057360257","0.894758616331629","1"
"Permanent","2019","Not Working","390","0.536025895300019","0.504642351616464","0.567409438983574","1"
"Permanent","2019","Part Time","4178","0.781111679471216","0.770117669303209","0.792105689639222","1"
