"plb0037_h","year","e11103","n","percent","lower_confidence","upper_confidence","value"
"Limited","1985","Full Time","375","0.0904765419546258","0.0819143755518329","0.0990387083574187","2"
"Limited","1985","Not Working","51","0.453893120968709","0.366263108716917","0.5415231332205","2"
"Limited","1985","Part Time","262","0.20138278565531","0.179805682630251","0.22295988868037","2"
"Permanent","1985","Part Time","1065","0.79861721434469","0.77704011131963","0.820194317369749","1"
"Permanent","1985","Full Time","3937","0.909523458045374","0.900961291642581","0.918085624448167","1"
"Permanent","1985","Not Working","73","0.546106879031291","0.4584768667795","0.633736891283083","1"
"Limited","1986","Full Time","68","0.122085051569208","0.0934748072876966","0.150695295850719","2"
"Limited","1986","Not Working","21","","","","2"
"Limited","1986","Part Time","129","0.455508364794281","0.398869615999594","0.512147113588967","2"
"Permanent","1986","Part Time","168","0.54449163520572","0.487852886411033","0.601130384000406","1"
"Permanent","1986","Full Time","435","0.877914948430793","0.849304704149282","0.906525192712303","1"
"Permanent","1986","Not Working","21","","","","1"
"Limited","1987","Full Time","99","0.143017985925304","0.115098282276284","0.170937689574324","2"
"Limited","1987","Not Working","28","","","","2"
"Limited","1987","Part Time","210","0.433494134720763","0.388548919029555","0.478439350411971","2"
"Permanent","1987","Part Time","257","0.566505865279237","0.521560649588029","0.611451080970445","1"
"Permanent","1987","Full Time","505","0.856982014074696","0.829062310425676","0.884901717723716","1"
"Permanent","1987","Not Working","41","0.595822652089899","0.480033456791573","0.711611847388225","1"
"Limited","1988","Full Time","364","0.0862846246409061","0.0776016336839436","0.0949676155978686","2"
"Limited","1988","Not Working","52","0.468402083968765","0.366436121831393","0.570368046106138","2"
"Limited","1988","Part Time","237","0.186049176918987","0.16410458123016","0.207993772607815","2"
"Permanent","1988","Part Time","971","0.813950823081013","0.792006227392185","0.83589541876984","1"
"Permanent","1988","Full Time","3653","0.913715375359094","0.905032384402132","0.922398366316056","1"
"Permanent","1988","Not Working","40","0.531597916031235","0.429631953893862","0.633563878168607","1"
"Limited","1989","Full Time","71","0.136758328582533","0.104762797846762","0.168753859318304","2"
"Limited","1989","Not Working","32","0.468213132498834","0.348731461127128","0.587694803870541","2"
"Limited","1989","Part Time","150","0.35609440319967","0.308386944563584","0.403801861835756","2"
"Permanent","1989","Part Time","237","0.64390559680033","0.596198138164244","0.691613055436416","1"
"Permanent","1989","Full Time","372","0.863241671417467","0.831246140681696","0.895237202153238","1"
"Permanent","1989","Not Working","35","0.531786867501166","0.412305196129459","0.651268538872872","1"
"Limited","1990","Full Time","67","0.121115440334105","0.0919888098913006","0.150242070776909","2"
"Limited","1990","Not Working","24","","","","2"
"Limited","1990","Part Time","137","0.331525979951535","0.285276419956701","0.377775539946369","2"
"Permanent","1990","Part Time","261","0.668474020048465","0.622224460053631","0.714723580043299","1"
"Permanent","1990","Full Time","415","0.878884559665895","0.849757929223091","0.908011190108699","1"
"Permanent","1990","Not Working","32","0.516865587970204","0.38598450715406","0.647746668786347","1"
"Limited","1991","Full Time","64","0.123814524664619","0.0939418937648671","0.153687155564371","2"
"Limited","1991","Not Working","23","","","","2"
"Limited","1991","Part Time","134","0.351519861499153","0.303951753014857","0.399087969983449","2"
"Permanent","1991","Part Time","253","0.648480138500847","0.600912030016551","0.696048246985143","1"
"Permanent","1991","Full Time","403","0.876185475335381","0.846312844435629","0.906058106235133","1"
"Permanent","1991","Not Working","56","0.675810101411704","0.572594196577255","0.779026006246153","1"
"Limited","1992","Not Working","37","0.524738792887068","0.406907317666729","0.642570268107408","2"
"Limited","1992","Part Time","188","0.34272311123455","0.30382791621349","0.38161830625561","2"
"Limited","1992","Full Time","170","0.163170895272699","0.139844409771299","0.186497380774098","2"
"Permanent","1992","Full Time","794","0.836829104727301","0.813502619225902","0.8601555902287","1"
"Permanent","1992","Part Time","384","0.65727688876545","0.61838169374439","0.69617208378651","1"
"Permanent","1992","Not Working","32","0.475261207112932","0.357429731892592","0.593092682333271","1"
"Limited","1993","Not Working","29","","","","2"
"Limited","1993","Part Time","187","0.359981724069189","0.318844625181534","0.401118822956844","2"
"Limited","1993","Full Time","103","0.14118558698179","0.116526411552545","0.165844762411035","2"
"Permanent","1993","Full Time","663","0.85881441301821","0.834155237588965","0.883473588447455","1"
"Permanent","1993","Part Time","336","0.640018275930811","0.598881177043156","0.681155374818466","1"
"Permanent","1993","Not Working","55","0.734840155565416","0.640443030881434","0.829237280249399","1"
"Limited","1994","Not Working","52","0.535942636730424","0.435658722518227","0.636226550942622","2"
"Limited","1994","Part Time","262","0.429305564048761","0.390025855988207","0.468585272109314","2"
"Limited","1994","Full Time","99","0.16054238434901","0.129664863948776","0.191419904749243","2"
"Permanent","1994","Full Time","444","0.83945761565099","0.808580095250757","0.870335136051224","1"
"Permanent","1994","Part Time","348","0.57069443595124","0.531414727890686","0.609974144011794","1"
"Permanent","1994","Not Working","43","0.464057363269576","0.363773449057378","0.564341277481773","1"
"Limited","1995","Not Working","73","0.429153407535747","0.353401747218522","0.504905067852973","2"
"Limited","1995","Part Time","389","0.207837367021205","0.189097770893547","0.226576963148863","2"
"Limited","1995","Full Time","470","0.082962508348295","0.0754957161396043","0.0904293005569857","2"
"Permanent","1995","Full Time","4772","0.917037491651705","0.909570699443014","0.924504283860396","1"
"Permanent","1995","Part Time","1412","0.792162632978795","0.773423036851137","0.810902229106453","1"
"Permanent","1995","Not Working","91","0.570846592464253","0.495094932147027","0.646598252781478","1"
"Limited","1996","Not Working","68","0.500010776662407","0.417481404941497","0.582540148383317","2"
"Limited","1996","Part Time","346","0.181599321311019","0.164036876090767","0.199161766531272","2"
"Limited","1996","Full Time","453","0.084581406269538","0.0768686358477445","0.0922941766913314","2"
"Permanent","1996","Full Time","4547","0.915418593730462","0.907705823308669","0.923131364152255","1"
"Permanent","1996","Part Time","1505","0.818400678688981","0.800838233468728","0.835963123909233","1"
"Permanent","1996","Not Working","73","0.499989223337593","0.417459851616683","0.582518595058503","1"
"Limited","1997","Not Working","75","0.462105802915913","0.373637577403541","0.550574028428285","2"
"Limited","1997","Part Time","377","0.216444614939972","0.19727009610015","0.235619133779794","2"
"Limited","1997","Full Time","511","0.0961376840154854","0.0878620115000106","0.10441335653096","2"
"Permanent","1997","Part Time","1395","0.783555385060028","0.764380866220206","0.80272990389985","1"
"Permanent","1997","Full Time","4363","0.903862315984514","0.89558664346904","0.912137988499989","1"
"Permanent","1997","Not Working","47","0.537894197084087","0.449425971571716","0.626362422596459","1"
"Limited","1998","Not Working","75","0.534166043033012","0.448416833606808","0.619915252459215","2"
"Limited","1998","Part Time","437","0.198601897891651","0.181424037552453","0.21577975823085","2"
"Limited","1998","Full Time","521","0.0938762289039885","0.0859635048213939","0.101788952986583","2"
"Permanent","1998","Part Time","1635","0.801398102108348","0.78422024176915","0.818575962447547","1"
"Permanent","1998","Full Time","4698","0.906123771096012","0.898211047013417","0.914036495178606","1"
"Permanent","1998","Not Working","55","0.465833956966988","0.380084747540785","0.551583166393192","1"
"Limited","1999","Not Working","54","0.446592511023717","0.359441722976448","0.533743299070986","2"
"Limited","1999","Full Time","577","0.102970871427907","0.0946403792367359","0.111301363619079","2"
