"plb0037_h","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Permanent","1985","Hesse","general elemantary","107","0.751257131577471","0.679133402928555","0.823380860226386","1"
"Permanent","1985","Hesse","middle vocational","276","0.935724117065865","0.907738491442497","0.963709742689234","1"
"Permanent","1985","Hesse","vocational + Abi","18","","","","1"
"Permanent","1985","Hesse","higher vocational","31","1","1","1","1"
"Permanent","1985","Hesse","higher education","41","0.772750158850909","0.660980852217312","0.884519465484507","1"
"Permanent","1985","Rhineland-Palatinate,Saarland","in school","","","","","1"
"Permanent","1985","Rhineland-Palatinate,Saarland","inadequately","33","0.932414908164746","0.849249231136268","1.01558058519322","1"
"Permanent","1985","Rhineland-Palatinate,Saarland","general elemantary","54","0.587400481101324","0.48335328697165","0.691447675230998","1"
"Permanent","1985","Rhineland-Palatinate,Saarland","middle vocational","183","0.949392409857109","0.918627085961344","0.980157733752875","1"
"Permanent","1985","Rhineland-Palatinate,Saarland","vocational + Abi","5","","","","1"
"Permanent","1985","Rhineland-Palatinate,Saarland","higher vocational","14","","","","1"
"Permanent","1985","Rhineland-Palatinate,Saarland","higher education","25","","","","1"
"Permanent","1985","Baden-Württemberg","in school","1","","","","1"
"Permanent","1985","Baden-Württemberg","inadequately","139","0.987632370793622","0.969518095721442","1.0057466458658","1"
"Permanent","1985","Baden-Württemberg","general elemantary","271","0.8353467573763","0.794391340236703","0.876302174515897","1"
"Permanent","1985","Baden-Württemberg","middle vocational","500","0.924753794377088","0.902607289143033","0.946900299611143","1"
"Permanent","1985","Baden-Württemberg","vocational + Abi","29","","","","1"
"Permanent","1985","Baden-Württemberg","higher vocational","56","0.964685387699532","0.917184233136277","1.01218654226279","1"
"Permanent","1985","Baden-Württemberg","higher education","69","0.973173317236141","0.936108211433598","1.01023842303868","1"
"Permanent","1985","Bavaria","in school","","","","","1"
"Permanent","1985","Bavaria","inadequately","47","0.824752165390373","0.721420249526386","0.92808408125436","1"
"Permanent","1985","Bavaria","general elemantary","193","0.743790908496018","0.689016729222428","0.798565087769608","1"
"Permanent","1985","Bavaria","middle vocational","480","0.895628630590195","0.869721108628831","0.921536152551559","1"
"Permanent","1985","Bavaria","vocational + Abi","21","","","","1"
"Permanent","1985","Bavaria","higher vocational","64","0.944151977787904","0.889573868435276","0.998730087140533","1"
"Permanent","1985","Bavaria","higher education","77","0.874575405603827","0.807262769394564","0.94188804181309","1"
"Permanent","1985","Berlin","in school","","","","","1"
"Permanent","1985","Berlin","inadequately","9","","","","1"
"Permanent","1985","Berlin","general elemantary","35","0.771445905817974","0.648761581301941","0.894130230334007","1"
"Permanent","1985","Berlin","middle vocational","90","0.865048405581982","0.799382394388594","0.930714416775371","1"
"Permanent","1985","Berlin","vocational + Abi","5","","","","1"
"Permanent","1985","Berlin","higher vocational","18","","","","1"
"Permanent","1985","Berlin","higher education","20","","","","1"
"Permanent","1985","Brandenburg","in school","","","","","1"
"Permanent","1985","Brandenburg","inadequately","","","","","1"
"Permanent","1985","Brandenburg","general elemantary","","","","","1"
"Permanent","1985","Brandenburg","middle vocational","","","","","1"
"Permanent","1985","Brandenburg","vocational + Abi","","","","","1"
"Permanent","1985","Brandenburg","higher vocational","","","","","1"
"Permanent","1985","Brandenburg","higher education","","","","","1"
"Permanent","1985","Mecklenburg-Western Pomerania","in school","","","","","1"
"Permanent","1985","Mecklenburg-Western Pomerania","inadequately","","","","","1"
"Permanent","1985","Mecklenburg-Western Pomerania","general elemantary","","","","","1"
"Permanent","1985","Mecklenburg-Western Pomerania","middle vocational","","","","","1"
"Permanent","1985","Mecklenburg-Western Pomerania","vocational + Abi","","","","","1"
"Permanent","1985","Mecklenburg-Western Pomerania","higher vocational","","","","","1"
"Permanent","1985","Mecklenburg-Western Pomerania","higher education","","","","","1"
"Permanent","1985","Saxony","in school","","","","","1"
"Permanent","1985","Saxony","inadequately","","","","","1"
"Permanent","1985","Saxony","general elemantary","","","","","1"
"Permanent","1985","Saxony","middle vocational","","","","","1"
"Permanent","1985","Saxony","vocational + Abi","","","","","1"
"Permanent","1985","Saxony","higher vocational","","","","","1"
"Permanent","1985","Saxony","higher education","","","","","1"
"Permanent","1985","Saxony-Anhalt","in school","","","","","1"
"Permanent","1985","Saxony-Anhalt","inadequately","","","","","1"
"Permanent","1985","Saxony-Anhalt","general elemantary","","","","","1"
"Permanent","1985","Saxony-Anhalt","middle vocational","","","","","1"
"Permanent","1985","Saxony-Anhalt","vocational + Abi","","","","","1"
"Permanent","1985","Saxony-Anhalt","higher vocational","","","","","1"
"Permanent","1985","Saxony-Anhalt","higher education","","","","","1"
"Permanent","1985","Thuringia","in school","","","","","1"
"Permanent","1985","Thuringia","inadequately","","","","","1"
"Permanent","1985","Thuringia","general elemantary","","","","","1"
"Permanent","1985","Thuringia","middle vocational","","","","","1"
"Permanent","1985","Thuringia","vocational + Abi","","","","","1"
"Permanent","1985","Thuringia","higher vocational","","","","","1"
"Permanent","1985","Thuringia","higher education","","","","","1"
"Limited","1986","Lower Saxony","vocational + Abi","","","","","2"
"Limited","1986","Lower Saxony","middle vocational","11","","","","2"
"Limited","1986","Lower Saxony","general elemantary","18","","","","2"
"Limited","1986","Bavaria","in school","","","","","2"
"Limited","1986","Baden-Württemberg","higher education","1","","","","2"
"Limited","1986","Baden-Württemberg","higher vocational","1","","","","2"
"Limited","1986","Mecklenburg-Western Pomerania","vocational + Abi","","","","","2"
"Limited","1986","North Rhine-Westphalia","inadequately","2","","","","2"
"Limited","1986","Hesse","vocational + Abi","","","","","2"
"Limited","1986","Hesse","higher vocational","","","","","2"
"Limited","1986","Schleswig-Holstein","inadequately","1","","","","2"
"Limited","1986","Mecklenburg-Western Pomerania","higher vocational","","","","","2"
"Limited","1986","Mecklenburg-Western Pomerania","higher education","","","","","2"
"Limited","1986","Saxony","in school","","","","","2"
"Limited","1986","Baden-Württemberg","middle vocational","12","","","","2"
"Limited","1986","Baden-Württemberg","vocational + Abi","","","","","2"
"Limited","1986","Schleswig-Holstein","in school","","","","","2"
"Limited","1986","Lower Saxony","in school","","","","","2"
"Limited","1986","Lower Saxony","inadequately","1","","","","2"
"Limited","1986","Hesse","middle vocational","7","","","","2"
"Limited","1986","Bremen","higher vocational","","","","","2"
"Limited","1986","North Rhine-Westphalia","in school","","","","","2"
"Limited","1986","North Rhine-Westphalia","general elemantary","16","","","","2"
"Limited","1986","North Rhine-Westphalia","middle vocational","19","","","","2"
"Limited","1986","Hesse","higher education","5","","","","2"
"Limited","1986","Rhineland-Palatinate,Saarland","in school","1","","","","2"
"Limited","1986","Rhineland-Palatinate,Saarland","inadequately","","","","","2"
"Limited","1986","Rhineland-Palatinate,Saarland","general elemantary","10","","","","2"
"Limited","1986","Rhineland-Palatinate,Saarland","middle vocational","6","","","","2"
"Limited","1986","Bremen","higher education","","","","","2"
"Limited","1986","Saxony","inadequately","","","","","2"
"Limited","1986","Saxony","general elemantary","","","","","2"
"Limited","1986","Saxony","middle vocational","","","","","2"
"Limited","1986","Schleswig-Holstein","general elemantary","2","","","","2"
"Limited","1986","Schleswig-Holstein","middle vocational","4","","","","2"
"Limited","1986","Schleswig-Holstein","vocational + Abi","","","","","2"
"Limited","1986","Schleswig-Holstein","higher vocational","","","","","2"
"Limited","1986","Schleswig-Holstein","higher education","","","","","2"
"Limited","1986","Hamburg","in school","","","","","2"
"Limited","1986","Hamburg","middle vocational","2","","","","2"
"Limited","1986","Hamburg","vocational + Abi","","","","","2"
"Limited","1986","Hamburg","higher vocational","","","","","2"
"Limited","1986","Hamburg","higher education","2","","","","2"
"Limited","1986","Lower Saxony","higher vocational","2","","","","2"
"Limited","1986","Lower Saxony","higher education","1","","","","2"
"Limited","1986","Bremen","in school","","","","","2"
"Limited","1986","Bremen","inadequately","","","","","2"
"Limited","1986","Bremen","general elemantary","2","","","","2"
"Limited","1986","Bremen","middle vocational","1","","","","2"
"Limited","1986","Bremen","vocational + Abi","","","","","2"
"Limited","1986","North Rhine-Westphalia","vocational + Abi","3","","","","2"
"Limited","1986","North Rhine-Westphalia","higher vocational","","","","","2"
"Limited","1986","North Rhine-Westphalia","higher education","8","","","","2"
"Limited","1986","Hesse","in school","1","","","","2"
"Limited","1986","Hesse","inadequately","","","","","2"
"Limited","1986","Hesse","general elemantary","9","","","","2"
"Limited","1986","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","2"
"Limited","1986","Rhineland-Palatinate,Saarland","higher vocational","","","","","2"
"Limited","1986","Rhineland-Palatinate,Saarland","higher education","","","","","2"
"Limited","1986","Baden-Württemberg","in school","","","","","2"
"Limited","1986","Baden-Württemberg","inadequately","3","","","","2"
"Limited","1986","Baden-Württemberg","general elemantary","25","","","","2"
"Limited","1986","Bavaria","inadequately","1","","","","2"
"Limited","1986","Bavaria","general elemantary","15","","","","2"
"Limited","1986","Bavaria","middle vocational","8","","","","2"
"Limited","1986","Bavaria","vocational + Abi","","","","","2"
"Limited","1986","Bavaria","higher vocational","","","","","2"
"Limited","1986","Saxony","vocational + Abi","","","","","2"
"Limited","1986","Saxony","higher vocational","","","","","2"
"Limited","1986","Saxony","higher education","","","","","2"
"Limited","1986","Saxony-Anhalt","in school","","","","","2"
"Limited","1986","Saxony-Anhalt","inadequately","","","","","2"
"Limited","1986","Saxony-Anhalt","general elemantary","","","","","2"
"Limited","1986","Saxony-Anhalt","middle vocational","","","","","2"
"Limited","1986","Saxony-Anhalt","vocational + Abi","","","","","2"
"Limited","1986","Saxony-Anhalt","higher vocational","","","","","2"
"Limited","1986","Saxony-Anhalt","higher education","","","","","2"
"Limited","1986","Thuringia","in school","","","","","2"
"Limited","1986","Thuringia","inadequately","","","","","2"
"Limited","1986","Hamburg","inadequately","","","","","2"
"Limited","1986","Hamburg","general elemantary","1","","","","2"
"Limited","1986","Bavaria","higher education","6","","","","2"
"Limited","1986","Berlin","in school","","","","","2"
"Limited","1986","Berlin","inadequately","1","","","","2"
"Limited","1986","Berlin","general elemantary","5","","","","2"
"Limited","1986","Berlin","middle vocational","","","","","2"
"Limited","1986","Berlin","vocational + Abi","","","","","2"
"Limited","1986","Berlin","higher vocational","","","","","2"
"Limited","1986","Berlin","higher education","2","","","","2"
"Limited","1986","Brandenburg","in school","","","","","2"
"Limited","1986","Brandenburg","inadequately","","","","","2"
"Limited","1986","Brandenburg","general elemantary","","","","","2"
"Limited","1986","Brandenburg","middle vocational","","","","","2"
"Limited","1986","Brandenburg","vocational + Abi","","","","","2"
"Limited","1986","Brandenburg","higher vocational","","","","","2"
"Limited","1986","Brandenburg","higher education","","","","","2"
"Limited","1986","Mecklenburg-Western Pomerania","in school","","","","","2"
"Limited","1986","Mecklenburg-Western Pomerania","inadequately","","","","","2"
"Limited","1986","Mecklenburg-Western Pomerania","general elemantary","","","","","2"
"Limited","1986","Mecklenburg-Western Pomerania","middle vocational","","","","","2"
"Limited","1986","Thuringia","general elemantary","","","","","2"
"Limited","1986","Thuringia","middle vocational","","","","","2"
"Limited","1986","Thuringia","vocational + Abi","","","","","2"
"Limited","1986","Thuringia","higher vocational","","","","","2"
"Limited","1986","Thuringia","higher education","","","","","2"
"Permanent","1986","Schleswig-Holstein","in school","","","","","1"
"Permanent","1986","Schleswig-Holstein","inadequately","","","","","1"
"Permanent","1986","Schleswig-Holstein","general elemantary","2","","","","1"
"Permanent","1986","Schleswig-Holstein","middle vocational","11","","","","1"
"Permanent","1986","Schleswig-Holstein","vocational + Abi","2","","","","1"
"Permanent","1986","Schleswig-Holstein","higher vocational","","","","","1"
"Permanent","1986","Schleswig-Holstein","higher education","","","","","1"
"Permanent","1986","Hamburg","in school","","","","","1"
"Permanent","1986","Hamburg","inadequately","","","","","1"
"Permanent","1986","Hamburg","general elemantary","","","","","1"
"Permanent","1986","Hamburg","middle vocational","8","","","","1"
"Permanent","1986","Hamburg","vocational + Abi","1","","","","1"
"Permanent","1986","Hamburg","higher vocational","1","","","","1"
"Permanent","1986","Hamburg","higher education","3","","","","1"
"Permanent","1986","Lower Saxony","in school","","","","","1"
"Permanent","1986","Lower Saxony","inadequately","1","","","","1"
"Permanent","1986","Lower Saxony","general elemantary","8","","","","1"
"Permanent","1986","Lower Saxony","middle vocational","34","0.689073405476428","0.553833918808033","0.824312892144824","1"
"Permanent","1986","Lower Saxony","vocational + Abi","2","","","","1"
"Permanent","1986","Lower Saxony","higher vocational","2","","","","1"
"Permanent","1986","Lower Saxony","higher education","9","","","","1"
"Permanent","1986","Bremen","in school","","","","","1"
"Permanent","1986","Bremen","inadequately","","","","","1"
"Permanent","1986","Bremen","general elemantary","3","","","","1"
"Permanent","1986","Bremen","middle vocational","2","","","","1"
"Permanent","1986","Bremen","vocational + Abi","1","","","","1"
"Permanent","1986","Bremen","higher vocational","","","","","1"
"Permanent","1986","Bremen","higher education","","","","","1"
"Permanent","1986","North Rhine-Westphalia","in school","","","","","1"
"Permanent","1986","North Rhine-Westphalia","inadequately","7","","","","1"
"Permanent","1986","North Rhine-Westphalia","general elemantary","20","","","","1"
"Permanent","1986","North Rhine-Westphalia","middle vocational","83","0.761781101473604","0.679110478860754","0.844451724086454","1"
"Permanent","1986","North Rhine-Westphalia","vocational + Abi","10","","","","1"
"Permanent","1986","North Rhine-Westphalia","higher vocational","13","","","","1"
"Permanent","1986","North Rhine-Westphalia","higher education","11","","","","1"
"Permanent","1986","Hesse","in school","","","","","1"
"Permanent","1986","Hesse","inadequately","3","","","","1"
"Permanent","1986","Hesse","general elemantary","8","","","","1"
"Permanent","1986","Hesse","middle vocational","31","0.857761205720251","0.746703544334188","0.968818867106313","1"
"Permanent","1986","Hesse","vocational + Abi","5","","","","1"
"Permanent","1986","Hesse","higher vocational","4","","","","1"
"Permanent","1986","Hesse","higher education","13","","","","1"
"Permanent","1986","Rhineland-Palatinate,Saarland","in school","","","","","1"
"Permanent","1986","Rhineland-Palatinate,Saarland","inadequately","1","","","","1"
"Permanent","1986","Rhineland-Palatinate,Saarland","general elemantary","11","","","","1"
"Permanent","1986","Rhineland-Palatinate,Saarland","middle vocational","31","0.879002543199332","0.773920038505373","0.984085047893291","1"
"Permanent","1986","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","1"
"Permanent","1986","Rhineland-Palatinate,Saarland","higher vocational","1","","","","1"
"Permanent","1986","Rhineland-Palatinate,Saarland","higher education","6","","","","1"
"Permanent","1986","Baden-Württemberg","in school","","","","","1"
"Permanent","1986","Baden-Württemberg","inadequately","4","","","","1"
"Permanent","1986","Baden-Württemberg","general elemantary","27","","","","1"
"Permanent","1986","Baden-Württemberg","middle vocational","84","0.873929143039121","0.807530693550752","0.94032759252749","1"
"Permanent","1986","Baden-Württemberg","vocational + Abi","5","","","","1"
"Permanent","1986","Baden-Württemberg","higher vocational","8","","","","1"
"Permanent","1986","Baden-Württemberg","higher education","9","","","","1"
"Permanent","1986","Bavaria","in school","","","","","1"
"Permanent","1986","Bavaria","inadequately","5","","","","1"
"Permanent","1986","Bavaria","general elemantary","21","","","","1"
"Permanent","1986","Bavaria","middle vocational","57","0.863654144724146","0.780231815079797","0.947076474368495","1"
"Permanent","1986","Bavaria","vocational + Abi","1","","","","1"
"Permanent","1986","Bavaria","higher vocational","7","","","","1"
"Permanent","1986","Bavaria","higher education","9","","","","1"
"Permanent","1986","Berlin","in school","","","","","1"
"Permanent","1986","Berlin","inadequately","","","","","1"
"Permanent","1986","Berlin","general elemantary","6","","","","1"
"Permanent","1986","Berlin","middle vocational","22","","","","1"
"Permanent","1986","Berlin","vocational + Abi","1","","","","1"
"Permanent","1986","Berlin","higher vocational","1","","","","1"
"Permanent","1986","Berlin","higher education","4","","","","1"
"Permanent","1986","Brandenburg","in school","","","","","1"
"Permanent","1986","Brandenburg","inadequately","","","","","1"
"Permanent","1986","Brandenburg","general elemantary","","","","","1"
"Permanent","1986","Brandenburg","middle vocational","","","","","1"
"Permanent","1986","Brandenburg","vocational + Abi","","","","","1"
"Permanent","1986","Brandenburg","higher vocational","","","","","1"
"Permanent","1986","Brandenburg","higher education","","","","","1"
"Permanent","1986","Mecklenburg-Western Pomerania","in school","","","","","1"
"Permanent","1986","Mecklenburg-Western Pomerania","inadequately","","","","","1"
"Permanent","1986","Mecklenburg-Western Pomerania","general elemantary","","","","","1"
"Permanent","1986","Mecklenburg-Western Pomerania","middle vocational","","","","","1"
"Permanent","1986","Mecklenburg-Western Pomerania","vocational + Abi","","","","","1"
"Permanent","1986","Mecklenburg-Western Pomerania","higher vocational","","","","","1"
"Permanent","1986","Mecklenburg-Western Pomerania","higher education","","","","","1"
"Permanent","1986","Saxony","in school","","","","","1"
"Permanent","1986","Saxony","inadequately","","","","","1"
"Permanent","1986","Saxony","general elemantary","","","","","1"
"Permanent","1986","Saxony","middle vocational","","","","","1"
"Permanent","1986","Saxony","vocational + Abi","","","","","1"
"Permanent","1986","Saxony","higher vocational","","","","","1"
"Permanent","1986","Saxony","higher education","","","","","1"
"Permanent","1986","Saxony-Anhalt","in school","","","","","1"
"Permanent","1986","Saxony-Anhalt","inadequately","","","","","1"
"Permanent","1986","Saxony-Anhalt","general elemantary","","","","","1"
"Permanent","1986","Saxony-Anhalt","middle vocational","","","","","1"
"Permanent","1986","Saxony-Anhalt","vocational + Abi","","","","","1"
"Permanent","1986","Saxony-Anhalt","higher vocational","","","","","1"
"Permanent","1986","Saxony-Anhalt","higher education","","","","","1"
"Permanent","1986","Thuringia","in school","","","","","1"
"Permanent","1986","Thuringia","inadequately","","","","","1"
"Permanent","1986","Thuringia","general elemantary","","","","","1"
"Permanent","1986","Thuringia","middle vocational","","","","","1"
"Permanent","1986","Thuringia","vocational + Abi","","","","","1"
"Permanent","1986","Thuringia","higher vocational","","","","","1"
"Permanent","1986","Thuringia","higher education","","","","","1"
"Limited","1987","Hesse","vocational + Abi","1","","","","2"
"Limited","1987","Hesse","higher education","4","","","","2"
"Limited","1987","Hesse","higher vocational","","","","","2"
"Limited","1987","Hesse","middle vocational","14","","","","2"
"Limited","1987","Schleswig-Holstein","in school","","","","","2"
"Limited","1987","Schleswig-Holstein","higher education","","","","","2"
"Limited","1987","Bavaria","in school","","","","","2"
"Limited","1987","Rhineland-Palatinate,Saarland","in school","","","","","2"
"Limited","1987","Rhineland-Palatinate,Saarland","general elemantary","5","","","","2"
"Limited","1987","Lower Saxony","middle vocational","21","","","","2"
"Limited","1987","Lower Saxony","vocational + Abi","","","","","2"
