"plb0037_h","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"Limited","1986","Hesse","Not Working","3","","","","2"
"Limited","1986","Rhineland-Palatinate,Saarland","Full Time","8","","","","2"
"Limited","1986","Lower Saxony","Not Working","3","","","","2"
"Limited","1986","Rhineland-Palatinate,Saarland","Not Working","2","","","","2"
"Limited","1986","Bremen","Not Working","","","","","2"
"Limited","1986","Bremen","Full Time","2","","","","2"
"Limited","1986","North Rhine-Westphalia","Part Time","33","0.577494756375242","0.454540853052844","0.70044865969764","2"
"Limited","1986","North Rhine-Westphalia","Not Working","6","","","","2"
"Limited","1986","Hesse","Full Time","8","","","","2"
"Limited","1986","Lower Saxony","Full Time","11","","","","2"
"Limited","1986","Rhineland-Palatinate,Saarland","Part Time","7","","","","2"
"Limited","1986","Baden-Württemberg","Full Time","12","","","","2"
"Limited","1986","Baden-Württemberg","Part Time","27","","","","2"
"Limited","1986","Baden-Württemberg","Not Working","3","","","","2"
"Limited","1986","Bavaria","Full Time","11","","","","2"
"Limited","1986","Bavaria","Part Time","16","","","","2"
"Limited","1986","Bavaria","Not Working","3","","","","2"
"Limited","1986","Berlin","Full Time","2","","","","2"
"Limited","1986","Berlin","Part Time","7","","","","2"
"Limited","1986","Berlin","Not Working","","","","","2"
"Limited","1986","Brandenburg","Full Time","","","","","2"
"Limited","1986","Brandenburg","Part Time","","","","","2"
"Limited","1986","Brandenburg","Not Working","","","","","2"
"Limited","1986","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"Limited","1986","Saxony","Full Time","","","","","2"
"Limited","1986","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"Limited","1986","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"Limited","1986","Saxony","Part Time","","","","","2"
"Limited","1986","Saxony","Not Working","","","","","2"
"Limited","1986","Saxony-Anhalt","Full Time","","","","","2"
"Limited","1986","Saxony-Anhalt","Part Time","","","","","2"
"Limited","1986","Saxony-Anhalt","Not Working","","","","","2"
"Limited","1986","Thuringia","Full Time","","","","","2"
"Limited","1986","Thuringia","Part Time","","","","","2"
"Limited","1986","Thuringia","Not Working","","","","","2"
"Permanent","1986","Schleswig-Holstein","Full Time","9","","","","1"
"Permanent","1986","Schleswig-Holstein","Part Time","6","","","","1"
"Permanent","1986","Schleswig-Holstein","Not Working","","","","","1"
"Permanent","1986","Hamburg","Full Time","13","","","","1"
"Permanent","1986","Hamburg","Part Time","1","","","","1"
"Permanent","1986","Hamburg","Not Working","","","","","1"
"Permanent","1986","Lower Saxony","Full Time","34","0.71732579238369","0.585759950463505","0.848891634303875","1"
"Permanent","1986","Lower Saxony","Part Time","19","","","","1"
"Permanent","1986","Lower Saxony","Not Working","4","","","","1"
"Permanent","1986","Bremen","Full Time","5","","","","1"
"Permanent","1986","Bremen","Part Time","1","","","","1"
"Permanent","1986","Bremen","Not Working","","","","","1"
"Permanent","1986","North Rhine-Westphalia","Full Time","110","0.921309754665661","0.873134862371251","0.969484646960071","1"
"Permanent","1986","North Rhine-Westphalia","Part Time","29","","","","1"
"Permanent","1986","North Rhine-Westphalia","Not Working","7","","","","1"
"Permanent","1986","Hesse","Full Time","49","0.912710244746692","0.839434749271273","0.985985740222112","1"
"Permanent","1986","Hesse","Part Time","14","","","","1"
"Permanent","1986","Hesse","Not Working","1","","","","1"
"Permanent","1986","Rhineland-Palatinate,Saarland","Full Time","32","0.835511110176129","0.720626330758042","0.950395889594215","1"
"Permanent","1986","Rhineland-Palatinate,Saarland","Part Time","17","","","","1"
"Permanent","1986","Rhineland-Palatinate,Saarland","Not Working","1","","","","1"
"Permanent","1986","Baden-Württemberg","Full Time","95","0.910288153568135","0.856141634121579","0.964434673014691","1"
"Permanent","1986","Baden-Württemberg","Part Time","38","0.610243407664285","0.491682996777104","0.728803818551467","1"
"Permanent","1986","Baden-Württemberg","Not Working","4","","","","1"
"Permanent","1986","Bavaria","Full Time","68","0.866334705813766","0.791295758817186","0.941373652810346","1"
"Permanent","1986","Bavaria","Part Time","28","","","","1"
"Permanent","1986","Bavaria","Not Working","4","","","","1"
"Permanent","1986","Berlin","Full Time","20","","","","1"
"Permanent","1986","Berlin","Part Time","15","","","","1"
"Permanent","1986","Berlin","Not Working","","","","","1"
"Permanent","1986","Brandenburg","Full Time","","","","","1"
"Permanent","1986","Brandenburg","Part Time","","","","","1"
"Permanent","1986","Brandenburg","Not Working","","","","","1"
"Permanent","1986","Mecklenburg-Western Pomerania","Full Time","","","","","1"
"Permanent","1986","Mecklenburg-Western Pomerania","Part Time","","","","","1"
"Permanent","1986","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Permanent","1986","Saxony","Full Time","","","","","1"
"Permanent","1986","Saxony","Part Time","","","","","1"
"Permanent","1986","Saxony","Not Working","","","","","1"
"Permanent","1986","Saxony-Anhalt","Full Time","","","","","1"
"Permanent","1986","Saxony-Anhalt","Part Time","","","","","1"
"Permanent","1986","Saxony-Anhalt","Not Working","","","","","1"
"Permanent","1986","Thuringia","Full Time","","","","","1"
"Permanent","1986","Thuringia","Part Time","","","","","1"
"Permanent","1986","Thuringia","Not Working","","","","","1"
"Limited","1987","Bremen","Part Time","1","","","","2"
"Limited","1987","North Rhine-Westphalia","Part Time","58","0.43364242922839","0.345703855982785","0.521581002473994","2"
"Limited","1987","Rhineland-Palatinate,Saarland","Full Time","5","","","","2"
"Limited","1987","Rhineland-Palatinate,Saarland","Part Time","15","","","","2"
"Limited","1987","Schleswig-Holstein","Full Time","2","","","","2"
"Limited","1987","North Rhine-Westphalia","Not Working","11","","","","2"
"Limited","1987","Hesse","Part Time","19","","","","2"
"Limited","1987","Hesse","Full Time","16","","","","2"
"Limited","1987","Schleswig-Holstein","Part Time","10","","","","2"
"Limited","1987","Schleswig-Holstein","Not Working","1","","","","2"
"Limited","1987","Hamburg","Full Time","2","","","","2"
"Limited","1987","Hamburg","Part Time","6","","","","2"
"Limited","1987","Hamburg","Not Working","1","","","","2"
"Limited","1987","Lower Saxony","Part Time","30","0.517983973618716","0.390483738467215","0.645484208770216","2"
"Limited","1987","Lower Saxony","Not Working","2","","","","2"
"Limited","1987","Bremen","Full Time","1","","","","2"
"Limited","1987","Bremen","Not Working","","","","","2"
"Limited","1987","North Rhine-Westphalia","Full Time","18","","","","2"
"Limited","1987","Hesse","Not Working","2","","","","2"
"Limited","1987","Rhineland-Palatinate,Saarland","Not Working","","","","","2"
"Limited","1987","Baden-Württemberg","Full Time","19","","","","2"
"Limited","1987","Baden-Württemberg","Part Time","28","","","","2"
"Limited","1987","Baden-Württemberg","Not Working","2","","","","2"
"Limited","1987","Bavaria","Full Time","25","","","","2"
"Limited","1987","Lower Saxony","Full Time","8","","","","2"
"Limited","1987","Bavaria","Part Time","36","0.34829170403352","0.246407551409804","0.450175856657235","2"
"Limited","1987","Bavaria","Not Working","9","","","","2"
"Limited","1987","Berlin","Full Time","3","","","","2"
"Limited","1987","Berlin","Part Time","7","","","","2"
"Limited","1987","Berlin","Not Working","","","","","2"
"Limited","1987","Brandenburg","Full Time","","","","","2"
"Limited","1987","Brandenburg","Part Time","","","","","2"
"Limited","1987","Brandenburg","Not Working","","","","","2"
"Limited","1987","Saxony","Full Time","","","","","2"
"Limited","1987","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"Limited","1987","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"Limited","1987","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"Limited","1987","Saxony","Part Time","","","","","2"
"Limited","1987","Saxony","Not Working","","","","","2"
"Limited","1987","Saxony-Anhalt","Full Time","","","","","2"
"Limited","1987","Saxony-Anhalt","Part Time","","","","","2"
"Limited","1987","Saxony-Anhalt","Not Working","","","","","2"
"Limited","1987","Thuringia","Full Time","","","","","2"
"Limited","1987","Thuringia","Part Time","","","","","2"
"Limited","1987","Thuringia","Not Working","","","","","2"
"Permanent","1987","Schleswig-Holstein","Full Time","17","","","","1"
"Permanent","1987","Schleswig-Holstein","Part Time","6","","","","1"
"Permanent","1987","Schleswig-Holstein","Not Working","3","","","","1"
"Permanent","1987","Hamburg","Full Time","11","","","","1"
"Permanent","1987","Hamburg","Part Time","","","","","1"
"Permanent","1987","Hamburg","Not Working","2","","","","1"
"Permanent","1987","Lower Saxony","Full Time","53","0.850833808541724","0.761433144729757","0.940234472353691","1"
"Permanent","1987","Lower Saxony","Part Time","29","","","","1"
"Permanent","1987","Lower Saxony","Not Working","4","","","","1"
"Permanent","1987","Bremen","Full Time","2","","","","1"
"Permanent","1987","Bremen","Part Time","8","","","","1"
"Permanent","1987","Bremen","Not Working","","","","","1"
"Permanent","1987","North Rhine-Westphalia","Full Time","133","0.911383404808574","0.866055284970139","0.95671152464701","1"
"Permanent","1987","North Rhine-Westphalia","Part Time","64","0.56635757077161","0.478418997526006","0.654296144017215","1"
"Permanent","1987","North Rhine-Westphalia","Not Working","7","","","","1"
"Permanent","1987","Hesse","Full Time","51","0.834585417689336","0.745617590925136","0.923553244453537","1"
"Permanent","1987","Hesse","Part Time","27","","","","1"
"Permanent","1987","Hesse","Not Working","6","","","","1"
"Permanent","1987","Rhineland-Palatinate,Saarland","Full Time","32","0.831062142535553","0.710328731815157","0.951795553255949","1"
"Permanent","1987","Rhineland-Palatinate,Saarland","Part Time","11","","","","1"
"Permanent","1987","Rhineland-Palatinate,Saarland","Not Working","4","","","","1"
"Permanent","1987","Baden-Württemberg","Full Time","82","0.828400312875921","0.75487010782272","0.901930517929121","1"
"Permanent","1987","Baden-Württemberg","Part Time","51","0.671917709010994","0.568383472894504","0.775451945127483","1"
"Permanent","1987","Baden-Württemberg","Not Working","11","","","","1"
"Permanent","1987","Bavaria","Full Time","92","0.797044652296709","0.724166603615905","0.869922700977514","1"
"Permanent","1987","Bavaria","Part Time","48","0.65170829596648","0.549824143342765","0.753592448590196","1"
"Permanent","1987","Bavaria","Not Working","3","","","","1"
"Permanent","1987","Berlin","Full Time","32","0.967317299231605","0.908411572949407","1.0262230255138","1"
"Permanent","1987","Berlin","Part Time","13","","","","1"
"Permanent","1987","Berlin","Not Working","1","","","","1"
"Permanent","1987","Brandenburg","Full Time","","","","","1"
"Permanent","1987","Brandenburg","Part Time","","","","","1"
"Permanent","1987","Brandenburg","Not Working","","","","","1"
"Permanent","1987","Mecklenburg-Western Pomerania","Full Time","","","","","1"
"Permanent","1987","Mecklenburg-Western Pomerania","Part Time","","","","","1"
"Permanent","1987","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Permanent","1987","Saxony","Full Time","","","","","1"
"Permanent","1987","Saxony","Part Time","","","","","1"
"Permanent","1987","Saxony","Not Working","","","","","1"
"Permanent","1987","Saxony-Anhalt","Full Time","","","","","1"
"Permanent","1987","Saxony-Anhalt","Part Time","","","","","1"
"Permanent","1987","Saxony-Anhalt","Not Working","","","","","1"
"Permanent","1987","Thuringia","Full Time","","","","","1"
"Permanent","1987","Thuringia","Part Time","","","","","1"
"Permanent","1987","Thuringia","Not Working","","","","","1"
"Limited","1988","North Rhine-Westphalia","Part Time","84","0.237324353946011","0.19019222955505","0.284456478336972","2"
"Limited","1988","Rhineland-Palatinate,Saarland","Full Time","35","0.110316476024847","0.0736868153823671","0.146946136667326","2"
"Limited","1988","North Rhine-Westphalia","Not Working","14","","","","2"
"Limited","1988","Hesse","Part Time","21","","","","2"
"Limited","1988","Schleswig-Holstein","Full Time","23","","","","2"
"Limited","1988","Schleswig-Holstein","Part Time","8","","","","2"
"Limited","1988","Schleswig-Holstein","Not Working","2","","","","2"
"Limited","1988","Hamburg","Full Time","6","","","","2"
"Limited","1988","Hamburg","Part Time","2","","","","2"
"Limited","1988","Lower Saxony","Part Time","28","","","","2"
"Limited","1988","Lower Saxony","Not Working","7","","","","2"
"Limited","1988","Bremen","Full Time","4","","","","2"
"Limited","1988","Bremen","Part Time","3","","","","2"
"Limited","1988","Bremen","Not Working","2","","","","2"
"Limited","1988","North Rhine-Westphalia","Full Time","78","0.07359998111896","0.0577530902952663","0.0894468719426537","2"
"Limited","1988","Hesse","Full Time","32","0.0713469001928949","0.0461533010136466","0.0965404993721432","2"
"Limited","1988","Hesse","Not Working","5","","","","2"
"Limited","1988","Rhineland-Palatinate,Saarland","Part Time","13","","","","2"
"Limited","1988","Rhineland-Palatinate,Saarland","Not Working","2","","","","2"
"Limited","1988","Baden-Württemberg","Full Time","60","0.0726064336380766","0.0550896689608013","0.090123198315352","2"
"Limited","1988","Baden-Württemberg","Part Time","28","","","","2"
"Limited","1988","Hamburg","Not Working","2","","","","2"
"Limited","1988","Lower Saxony","Full Time","45","0.123341598495468","0.0902362265270487","0.156446970463887","2"
"Limited","1988","Baden-Württemberg","Not Working","10","","","","2"
"Limited","1988","Bavaria","Full Time","71","0.084024114346751","0.0633242481783696","0.104723980515132","2"
"Limited","1988","Bavaria","Part Time","38","0.187336879883166","0.134689861496618","0.239983898269715","2"
"Limited","1988","Bavaria","Not Working","4","","","","2"
"Limited","1988","Berlin","Full Time","10","","","","2"
"Limited","1988","Berlin","Part Time","12","","","","2"
"Limited","1988","Berlin","Not Working","4","","","","2"
"Limited","1988","Brandenburg","Full Time","","","","","2"
"Limited","1988","Brandenburg","Part Time","","","","","2"
"Limited","1988","Brandenburg","Not Working","","","","","2"
"Limited","1988","Saxony","Full Time","","","","","2"
"Limited","1988","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"Limited","1988","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"Limited","1988","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"Limited","1988","Saxony","Part Time","","","","","2"
"Limited","1988","Saxony","Not Working","","","","","2"
"Limited","1988","Saxony-Anhalt","Full Time","","","","","2"
"Limited","1988","Saxony-Anhalt","Part Time","","","","","2"
"Limited","1988","Saxony-Anhalt","Not Working","","","","","2"
"Limited","1988","Thuringia","Full Time","","","","","2"
"Limited","1988","Thuringia","Part Time","","","","","2"
"Limited","1988","Thuringia","Not Working","","","","","2"
"Permanent","1988","Hesse","Not Working","2","","","","1"
"Permanent","1988","Rhineland-Palatinate,Saarland","Full Time","246","0.889683523975153","0.853053863332674","0.926313184617633","1"
"Permanent","1988","Rhineland-Palatinate,Saarland","Part Time","52","0.768684350784835","0.666173947975379","0.871194753594292","1"
"Permanent","1988","Rhineland-Palatinate,Saarland","Not Working","3","","","","1"
"Permanent","1988","Baden-Württemberg","Full Time","783","0.927393566361923","0.909876801684648","0.944910331039199","1"
"Permanent","1988","Baden-Württemberg","Part Time","213","0.888211198478275","0.84842826148013","0.92799413547642","1"
"Permanent","1988","Baden-Württemberg","Not Working","7","","","","1"
"Permanent","1988","Bavaria","Full Time","619","0.915975885653249","0.895276019484868","0.93667575182163","1"
"Permanent","1988","Bavaria","Part Time","173","0.812663120116834","0.760016101730285","0.865310138503382","1"
"Permanent","1988","Bavaria","Not Working","7","","","","1"
"Permanent","1988","Berlin","Full Time","139","0.967379808144292","0.938856708347661","0.995902907940923","1"
"Permanent","1988","Berlin","Part Time","31","0.745299261913063","0.615074278573003","0.875524245253123","1"
"Permanent","1988","Berlin","Not Working","1","","","","1"
"Permanent","1988","Schleswig-Holstein","Full Time","97","0.826580974828605","0.758840452534745","0.894321497122465","1"
"Permanent","1988","Schleswig-Holstein","Part Time","33","0.871743322865896","0.76939270482637","0.974093940905422","1"
"Permanent","1988","Schleswig-Holstein","Not Working","3","","","","1"
"Permanent","1988","Hamburg","Full Time","77","0.9317478437844","0.8774957590875","0.9859999284813","1"
"Permanent","1988","Hamburg","Part Time","21","","","","1"
"Permanent","1988","Hamburg","Not Working","","","","","1"
"Permanent","1988","Lower Saxony","Full Time","334","0.876658401504532","0.843553029536113","0.909763773472951","1"
"Permanent","1988","Lower Saxony","Part Time","108","0.809053963384561","0.74299637631473","0.875111550454392","1"
"Permanent","1988","Lower Saxony","Not Working","8","","","","1"
"Permanent","1988","Bremen","Full Time","24","","","","1"
"Permanent","1988","Bremen","Part Time","11","","","","1"
"Permanent","1988","Bremen","Not Working","","","","","1"
"Permanent","1988","North Rhine-Westphalia","Full Time","965","0.92640001888104","0.910553128057346","0.942246909704734","1"
"Permanent","1988","North Rhine-Westphalia","Part Time","229","0.762675646053989","0.715543521663028","0.80980777044495","1"
"Permanent","1988","North Rhine-Westphalia","Not Working","9","","","","1"
"Permanent","1988","Hesse","Full Time","369","0.928653099807105","0.903459500627857","0.953846698986353","1"
"Permanent","1988","Hesse","Part Time","100","0.837404483103938","0.771657272800688","0.903151693407189","1"
"Permanent","1988","Brandenburg","Full Time","","","","","1"
"Permanent","1988","Brandenburg","Part Time","","","","","1"
"Permanent","1988","Brandenburg","Not Working","","","","","1"
"Permanent","1988","Mecklenburg-Western Pomerania","Full Time","","","","","1"
"Permanent","1988","Mecklenburg-Western Pomerania","Part Time","","","","","1"
"Permanent","1988","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Permanent","1988","Saxony","Full Time","","","","","1"
"Permanent","1988","Saxony","Part Time","","","","","1"
"Permanent","1988","Saxony","Not Working","","","","","1"
"Permanent","1988","Saxony-Anhalt","Full Time","","","","","1"
"Permanent","1988","Saxony-Anhalt","Part Time","","","","","1"
"Permanent","1988","Saxony-Anhalt","Not Working","","","","","1"
"Permanent","1988","Thuringia","Full Time","","","","","1"
"Permanent","1988","Thuringia","Part Time","","","","","1"
"Permanent","1988","Thuringia","Not Working","","","","","1"
"Limited","1989","Schleswig-Holstein","Full Time","6","","","","2"
"Limited","1989","Schleswig-Holstein","Part Time","4","","","","2"
"Limited","1989","Schleswig-Holstein","Not Working","2","","","","2"
"Limited","1989","Hamburg","Full Time","1","","","","2"
"Limited","1989","Hamburg","Part Time","2","","","","2"
"Limited","1989","North Rhine-Westphalia","Part Time","48","0.471164429170404","0.376138585117651","0.566190273223157","2"
"Limited","1989","North Rhine-Westphalia","Not Working","10","","","","2"
"Limited","1989","Hesse","Part Time","14","","","","2"
"Limited","1989","Rhineland-Palatinate,Saarland","Full Time","6","","","","2"
"Limited","1989","Hamburg","Not Working","1","","","","2"
"Limited","1989","Lower Saxony","Full Time","8","","","","2"
"Limited","1989","Lower Saxony","Part Time","15","","","","2"
"Limited","1989","Lower Saxony","Not Working","4","","","","2"
"Limited","1989","Bremen","Full Time","","","","","2"
"Limited","1989","Bremen","Part Time","1","","","","2"
"Limited","1989","Bremen","Not Working","","","","","2"
"Limited","1989","North Rhine-Westphalia","Full Time","19","","","","2"
"Limited","1989","Hesse","Full Time","3","","","","2"
"Limited","1989","Hesse","Not Working","1","","","","2"
"Limited","1989","Rhineland-Palatinate,Saarland","Part Time","10","","","","2"
"Limited","1989","Rhineland-Palatinate,Saarland","Not Working","4","","","","2"
"Limited","1989","Baden-Württemberg","Full Time","12","","","","2"
"Limited","1989","Baden-Württemberg","Part Time","32","0.289305566097698","0.193471764334021","0.385139367861374","2"
"Limited","1989","Baden-Württemberg","Not Working","6","","","","2"
"Limited","1989","Bavaria","Full Time","13","","","","2"
"Limited","1989","Bavaria","Part Time","19","","","","2"
"Limited","1989","Bavaria","Not Working","2","","","","2"
"Limited","1989","Berlin","Full Time","3","","","","2"
"Limited","1989","Berlin","Part Time","5","","","","2"
"Limited","1989","Berlin","Not Working","2","","","","2"
"Limited","1989","Brandenburg","Full Time","","","","","2"
"Limited","1989","Brandenburg","Part Time","","","","","2"
"Limited","1989","Brandenburg","Not Working","","","","","2"
"Limited","1989","Saxony","Full Time","","","","","2"
"Limited","1989","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"Limited","1989","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"Limited","1989","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"Limited","1989","Saxony","Part Time","","","","","2"
"Limited","1989","Saxony","Not Working","","","","","2"
"Limited","1989","Saxony-Anhalt","Full Time","","","","","2"
"Limited","1989","Saxony-Anhalt","Part Time","","","","","2"
"Limited","1989","Saxony-Anhalt","Not Working","","","","","2"
"Limited","1989","Thuringia","Full Time","","","","","2"
"Limited","1989","Thuringia","Part Time","","","","","2"
"Limited","1989","Thuringia","Not Working","","","","","2"
"Permanent","1989","Schleswig-Holstein","Full Time","12","","","","1"
"Permanent","1989","Schleswig-Holstein","Part Time","14","","","","1"
"Permanent","1989","Schleswig-Holstein","Not Working","","","","","1"
"Permanent","1989","Hesse","Not Working","5","","","","1"
"Permanent","1989","Rhineland-Palatinate,Saarland","Full Time","32","0.901205514797385","0.806334277566719","0.996076752028052","1"
"Permanent","1989","Rhineland-Palatinate,Saarland","Part Time","11","","","","1"
"Permanent","1989","Rhineland-Palatinate,Saarland","Not Working","1","","","","1"
