"plb0037_h","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Limited","1994","Full Time","Urban Area","61","0.131301287716955","0.095919224802074","0.166683350631836","2"
"Limited","1994","Not Working","Rural Area","14","","","","2"
"Limited","1994","Not Working","Urban Area","38","0.491759768829212","0.3762834686691","0.607236068989324","2"
"Limited","1994","Part Time","Rural Area","115","0.508698588727397","0.443521021889302","0.573876155565492","2"
"Limited","1994","Part Time","Urban Area","147","0.388008131078152","0.339269231643309","0.436747030512996","2"
"Permanent","1994","Full Time","Rural Area","155","0.76930882603026","0.709874781738769","0.828742870321751","1"
"Permanent","1994","Full Time","Urban Area","289","0.868698712283045","0.833316649368164","0.904080775197926","1"
"Permanent","1994","Not Working","Rural Area","9","","","","1"
"Permanent","1994","Not Working","Urban Area","34","0.508240231170788","0.392763931010676","0.6237165313309","1"
"Permanent","1994","Part Time","Rural Area","111","0.491301411272603","0.426123844434508","0.556478978110698","1"
"Permanent","1994","Part Time","Urban Area","237","0.611991868921848","0.563252969487004","0.660730768356691","1"
"Limited","1995","Full Time","Rural Area","202","0.109010552268112","0.09464112147788","0.123379983058343","2"
"Limited","1995","Full Time","Urban Area","268","0.0716966946868972","0.0630693085545385","0.0803240808192558","2"
"Limited","1995","Not Working","Rural Area","38","0.599572413643349","0.477607457960765","0.721537369325933","2"
"Limited","1995","Not Working","Urban Area","35","0.337609506070483","0.245837043808656","0.42938196833231","2"
"Limited","1995","Part Time","Rural Area","163","0.276204265827327","0.239303809277323","0.31310472237733","2"
"Limited","1995","Part Time","Urban Area","226","0.179688899743669","0.158293856918845","0.201083942568493","2"
"Permanent","1995","Full Time","Rural Area","1605","0.890989447731888","0.876620016941656","0.90535887852212","1"
"Permanent","1995","Full Time","Urban Area","3167","0.928303305313103","0.919675919180744","0.936930691445461","1"
"Permanent","1995","Not Working","Rural Area","24","","","","1"
"Permanent","1995","Not Working","Urban Area","67","0.662390493929517","0.57061803166769","0.754162956191344","1"
"Permanent","1995","Part Time","Rural Area","401","0.723795734172673","0.686895277622669","0.760696190722676","1"
"Permanent","1995","Part Time","Urban Area","1011","0.820311100256331","0.798916057431507","0.841706143081155","1"
"Limited","1996","Full Time","Rural Area","184","0.104303387118012","0.0899623669277766","0.118644407308247","2"
"Limited","1996","Full Time","Urban Area","269","0.0765061558512213","0.0673747470205426","0.0856375646819","2"
"Limited","1996","Not Working","Rural Area","31","0.498177518674821","0.364819746886301","0.63153529046334","2"
"Limited","1996","Not Working","Urban Area","37","0.501119656039354","0.396054821682326","0.606184490396382","2"
"Limited","1996","Part Time","Rural Area","132","0.187224515722654","0.154944531327019","0.219504500118288","2"
"Limited","1996","Part Time","Urban Area","214","0.179347565463794","0.158412196954144","0.200282933973443","2"
"Permanent","1996","Full Time","Rural Area","1561","0.895696612881988","0.881355592691753","0.910037633072223","1"
"Permanent","1996","Full Time","Urban Area","2986","0.923493844148779","0.9143624353181","0.932625252979457","1"
"Permanent","1996","Not Working","Rural Area","23","","","","1"
"Permanent","1996","Not Working","Urban Area","50","0.498880343960646","0.393815509603618","0.603945178317674","1"
"Permanent","1996","Part Time","Rural Area","429","0.812775484277346","0.780495499881712","0.845055468672981","1"
"Permanent","1996","Part Time","Urban Area","1076","0.820652434536207","0.799717066026557","0.841587803045856","1"
"Limited","1997","Full Time","Rural Area","200","0.107503290700804","0.0927178764535728","0.122288704948035","2"
"Limited","1997","Full Time","Urban Area","311","0.0915965541382783","0.0815834694566465","0.10160963881991","2"
"Limited","1997","Not Working","Rural Area","38","0.7227944352857","0.598723098607885","0.846865771963514","2"
"Limited","1997","Not Working","Urban Area","37","0.347930057712198","0.237909229952879","0.457950885471517","2"
"Limited","1997","Part Time","Rural Area","126","0.210693269605778","0.176796451756967","0.244590087454589","2"
"Limited","1997","Part Time","Urban Area","251","0.218826395516278","0.195588064319511","0.242064726713044","2"
"Permanent","1997","Full Time","Rural Area","1486","0.892496709299196","0.877711295051965","0.907282123546427","1"
"Permanent","1997","Full Time","Urban Area","2877","0.908403445861722","0.89839036118009","0.918416530543354","1"
"Permanent","1997","Not Working","Rural Area","12","","","","1"
"Permanent","1997","Not Working","Urban Area","35","0.652069942287802","0.542049114528483","0.762090770047121","1"
"Permanent","1997","Part Time","Rural Area","430","0.789306730394222","0.755409912545411","0.823203548243033","1"
"Permanent","1997","Part Time","Urban Area","965","0.781173604483723","0.757935273286956","0.804411935680489","1"
"Limited","1998","Full Time","Rural Area","197","0.104592304192288","0.090517238009383","0.118667370375192","2"
"Limited","1998","Full Time","Urban Area","324","0.0894051672212339","0.0798186464597778","0.09899168798269","2"
"Limited","1998","Not Working","Rural Area","29","","","","2"
"Limited","1998","Not Working","Urban Area","46","0.524260254185956","0.416819949862609","0.631700558509304","2"
"Limited","1998","Part Time","Rural Area","161","0.207503661078433","0.176565988611451","0.238441333545416","2"
"Limited","1998","Part Time","Urban Area","276","0.195172881770728","0.174500439842178","0.215845323699277","2"
"Permanent","1998","Full Time","Rural Area","1619","0.895407695807712","0.881332629624808","0.909482761990617","1"
"Permanent","1998","Full Time","Urban Area","3079","0.910594832778766","0.90100831201731","0.920181353540222","1"
"Permanent","1998","Not Working","Rural Area","18","","","","1"
"Permanent","1998","Not Working","Urban Area","37","0.475739745814044","0.368299441490696","0.583180050137391","1"
"Permanent","1998","Part Time","Rural Area","499","0.792496338921567","0.761558666454584","0.823434011388549","1"
"Permanent","1998","Part Time","Urban Area","1136","0.804827118229272","0.784154676300723","0.825499560157822","1"
"Limited","1999","Full Time","Rural Area","225","0.112364181029577","0.0976556207273845","0.127072741331769","2"
"Limited","1999","Not Working","Rural Area","24","","","","2"
"Limited","1999","Full Time","Urban Area","352","0.0991268115137373","0.0889953460665888","0.109258276960886","2"
"Limited","1999","Not Working","Urban Area","30","0.368745203308568","0.263677045669831","0.473813360947305","2"
"Limited","1999","Part Time","Rural Area","193","0.247160527018699","0.215273709544185","0.279047344493213","2"
"Limited","1999","Part Time","Urban Area","281","0.190587089940947","0.170042553800326","0.211131626081568","2"
"Permanent","1999","Full Time","Rural Area","1546","0.887635818970423","0.872927258668231","0.902344379272615","1"
"Permanent","1999","Full Time","Urban Area","2990","0.900873188486263","0.890741723039114","0.911004653933411","1"
"Permanent","1999","Part Time","Rural Area","510","0.752839472981301","0.720952655506787","0.784726290455815","1"
"Permanent","1999","Not Working","Rural Area","20","","","","1"
"Permanent","1999","Not Working","Urban Area","51","0.631254796691432","0.526186639052695","0.736322954330169","1"
"Permanent","1999","Part Time","Urban Area","1123","0.809412910059053","0.788868373918432","0.829957446199674","1"
"Limited","2000","Full Time","Rural Area","374","0.122037664844202","0.110138664911136","0.133936664777269","2"
"Limited","2000","Not Working","Rural Area","48","0.623968814470151","0.513605278795024","0.734332350145277","2"
"Limited","2000","Full Time","Urban Area","533","0.0958893337392867","0.088112085980171","0.103666581498402","2"
"Limited","2000","Not Working","Urban Area","71","0.50410674566241","0.421285944376577","0.586927546948243","2"
"Limited","2000","Part Time","Rural Area","259","0.235082595201913","0.208667754047142","0.261497436356684","2"
"Limited","2000","Part Time","Urban Area","401","0.19572278493296","0.17880183618001","0.212643733685909","2"
"Permanent","2000","Full Time","Rural Area","2533","0.877962335155798","0.866063335222731","0.889861335088864","1"
"Permanent","2000","Full Time","Urban Area","4973","0.904110666260713","0.896333418501598","0.911887914019829","1"
"Permanent","2000","Part Time","Rural Area","731","0.764917404798087","0.738502563643316","0.791332245952858","1"
"Permanent","2000","Not Working","Rural Area","26","","","","1"
"Permanent","2000","Not Working","Urban Area","69","0.49589325433759","0.413072453051757","0.578714055623423","1"
"Permanent","2000","Part Time","Urban Area","1711","0.80427721506704","0.787356266314091","0.82119816381999","1"
"Limited","2001","Full Time","Rural Area","320","0.11426505593111","0.101965480025602","0.126564631836618","2"
"Limited","2001","Not Working","Rural Area","50","0.667366433742044","0.557773101435307","0.776959766048781","2"
"Limited","2001","Full Time","Urban Area","486","0.0965449090271458","0.0883799347202516","0.10470988333404","2"
"Limited","2001","Not Working","Urban Area","52","0.534618196104973","0.443054728230519","0.626181663979427","2"
"Limited","2001","Part Time","Rural Area","242","0.256680080373244","0.22845480769232","0.284905353054168","2"
"Limited","2001","Part Time","Urban Area","381","0.188212713581518","0.170986868059255","0.205438559103781","2"
"Permanent","2001","Full Time","Rural Area","2250","0.88573494406889","0.873435368163382","0.898034519974398","1"
"Permanent","2001","Full Time","Urban Area","4540","0.903455090972854","0.89529011666596","0.911620065279748","1"
"Permanent","2001","Part Time","Rural Area","678","0.743319919626756","0.715094646945832","0.77154519230768","1"
"Permanent","2001","Not Working","Rural Area","21","","","","1"
"Permanent","2001","Not Working","Urban Area","62","0.465381803895027","0.373818336020573","0.556945271769481","1"
"Permanent","2001","Part Time","Urban Area","1597","0.811787286418482","0.794561440896219","0.829013131940745","1"
"Limited","2002","Full Time","Rural Area","297","0.113172043632639","0.101018103180594","0.125325984084684","2"
"Limited","2002","Not Working","Rural Area","41","0.665924087891627","0.55298464702171","0.778863528761543","2"
"Limited","2002","Not Working","Urban Area","55","0.571876216104714","0.47131226879655","0.672440163412878","2"
"Limited","2002","Part Time","Rural Area","231","0.238106961284117","0.211192009629402","0.265021912938832","2"
"Limited","2002","Full Time","Urban Area","509","0.10567513248146","0.0973885112240063","0.113961753738913","2"
"Limited","2002","Part Time","Urban Area","399","0.184514719441931","0.168231382257334","0.200798056626528","2"
"Permanent","2002","Full Time","Rural Area","2313","0.886827956367361","0.874674015915316","0.898981896819406","1"
"Permanent","2002","Part Time","Rural Area","731","0.761893038715883","0.734978087061168","0.788807990370598","1"
"Permanent","2002","Full Time","Urban Area","4778","0.89432486751854","0.886038246261087","0.902611488775994","1"
"Permanent","2002","Not Working","Rural Area","26","","","","1"
"Permanent","2002","Not Working","Urban Area","38","0.428123783895286","0.327559836587122","0.52868773120345","1"
"Permanent","2002","Part Time","Urban Area","1781","0.815485280558069","0.799201943373472","0.831768617742666","1"
"Limited","2003","Full Time","Rural Area","302","0.116284147829228","0.103577668353228","0.128990627305228","2"
"Limited","2003","Not Working","Rural Area","41","0.746578966170824","0.635589620922372","0.857568311419276","2"
"Limited","2003","Not Working","Urban Area","36","0.48678412238693","0.370522290749149","0.603045954024711","2"
"Limited","2003","Full Time","Urban Area","482","0.104468969697642","0.0959004516036775","0.113037487791606","2"
"Limited","2003","Part Time","Rural Area","188","0.20929502847532","0.182583672820486","0.236006384130154","2"
"Limited","2003","Part Time","Urban Area","402","0.19738405068613","0.180468962452934","0.214299138919326","2"
"Permanent","2003","Full Time","Rural Area","2143","0.883715852170772","0.871009372694772","0.896422331646773","1"
"Permanent","2003","Full Time","Urban Area","4413","0.895531030302358","0.886962512208394","0.904099548396323","1"
"Permanent","2003","Not Working","Rural Area","18","","","","1"
"Permanent","2003","Part Time","Rural Area","703","0.79070497152468","0.763993615869846","0.817416327179514","1"
"Permanent","2003","Not Working","Urban Area","35","0.51321587761307","0.396954045975289","0.629477709250851","1"
"Permanent","2003","Part Time","Urban Area","1725","0.80261594931387","0.785700861080674","0.819531037547066","1"
"Limited","2004","Full Time","Rural Area","303","0.134647440108435","0.120675984487881","0.148618895728988","2"
"Limited","2004","Not Working","Rural Area","31","0.701471890332838","0.570645031588924","0.832298749076751","2"
"Limited","2004","Not Working","Urban Area","51","0.568505991548364","0.464431721722966","0.672580261373761","2"
"Limited","2004","Full Time","Urban Area","457","0.109139545790755","0.100204147953238","0.118074943628273","2"
"Limited","2004","Part Time","Rural Area","207","0.213486816897975","0.187151099641826","0.239822534154124","2"
"Limited","2004","Part Time","Urban Area","399","0.209810245051237","0.192273980669996","0.227346509432477","2"
"Permanent","2004","Full Time","Rural Area","1990","0.865352559891565","0.851381104271012","0.879324015512119","1"
"Permanent","2004","Full Time","Urban Area","4221","0.890860454209245","0.881925056371727","0.899795852046762","1"
"Permanent","2004","Not Working","Rural Area","16","","","","1"
"Permanent","2004","Part Time","Rural Area","723","0.786513183102025","0.760177465845876","0.812848900358174","1"
"Permanent","2004","Not Working","Urban Area","36","0.431494008451636","0.327419738626239","0.535568278277034","1"
"Permanent","2004","Part Time","Urban Area","1672","0.790189754948763","0.772653490567523","0.807726019330004","1"
"Limited","2005","Full Time","Rural Area","227","0.11668999014585","0.103280483147367","0.130099497144334","2"
"Limited","2005","Not Working","Rural Area","39","0.679690419404712","0.561627639635068","0.797753199174356","2"
"Limited","2005","Not Working","Urban Area","39","0.556704177587946","0.436854965651902","0.67655338952399","2"
"Limited","2005","Full Time","Urban Area","412","0.098859230037537","0.0901933333352459","0.107525126739828","2"
"Limited","2005","Part Time","Rural Area","193","0.266032805171843","0.23709936942129","0.294966240922397","2"
"Limited","2005","Part Time","Urban Area","380","0.210806399572565","0.192826865659281","0.228785933485849","2"
"Permanent","2005","Full Time","Rural Area","1975","0.88331000985415","0.869900502855666","0.896719516852633","1"
"Permanent","2005","Full Time","Urban Area","4145","0.901140769962463","0.892474873260172","0.909806666664754","1"
"Permanent","2005","Not Working","Rural Area","21","","","","1"
"Permanent","2005","Part Time","Rural Area","703","0.733967194828157","0.705033759077603","0.76290063057871","1"
"Permanent","2005","Not Working","Urban Area","27","","","","1"
"Permanent","2005","Part Time","Urban Area","1597","0.789193600427435","0.771214066514151","0.807173134340719","1"
"Limited","2006","Full Time","Rural Area","254","0.126464072802654","0.112854029269958","0.140074116335349","2"
"Limited","2006","Full Time","Urban Area","457","0.104406536963665","0.0957077683632095","0.11310530556412","2"
"Limited","2006","Not Working","Rural Area","33","0.560024107974001","0.43227675912428","0.687771456823722","2"
"Limited","2006","Not Working","Urban Area","47","0.557052505245903","0.452068519676087","0.662036490815718","2"
"Limited","2006","Part Time","Rural Area","220","0.231561386822802","0.205377255371096","0.257745518274509","2"
"Limited","2006","Part Time","Urban Area","402","0.22932062315827","0.211064397219741","0.247576849096799","2"
"Permanent","2006","Full Time","Rural Area","2037","0.873535927197346","0.859925883664651","0.887145970730042","1"
"Permanent","2006","Full Time","Urban Area","4290","0.895593463036335","0.88689469443588","0.904292231636791","1"
"Permanent","2006","Not Working","Rural Area","25","","","","1"
"Permanent","2006","Not Working","Urban Area","39","0.442947494754097","0.337963509184282","0.547931480323913","1"
"Permanent","2006","Part Time","Rural Area","777","0.768438613177198","0.742254481725492","0.794622744628904","1"
"Permanent","2006","Part Time","Urban Area","1635","0.77067937684173","0.752423150903201","0.788935602780259","1"
"Limited","2007","Full Time","Rural Area","277","0.125887988414667","0.112126142627292","0.139649834202043","2"
"Limited","2007","Full Time","Urban Area","432","0.103522508143292","0.0945476111245042","0.112497405162079","2"
"Limited","2007","Not Working","Rural Area","32","0.538798888185022","0.41160079425738","0.665996982112664","2"
"Limited","2007","Not Working","Urban Area","57","0.672649115344492","0.579744754401023","0.765553476287962","2"
"Limited","2007","Part Time","Rural Area","198","0.246835190996519","0.219474790396345","0.274195591596693","2"
"Limited","2007","Part Time","Urban Area","408","0.229876053086742","0.211440688681497","0.248311417491986","2"
"Permanent","2007","Full Time","Rural Area","1955","0.874112011585333","0.860350165797958","0.887873857372708","1"
"Permanent","2007","Full Time","Urban Area","3994","0.896477491856708","0.887502594837921","0.905452388875496","1"
"Permanent","2007","Not Working","Rural Area","27","","","","1"
"Permanent","2007","Not Working","Urban Area","41","0.327350884655508","0.234446523712038","0.420255245598977","1"
"Permanent","2007","Part Time","Rural Area","756","0.753164809003481","0.725804408403307","0.780525209603655","1"
"Permanent","2007","Part Time","Urban Area","1593","0.770123946913258","0.751688582508014","0.788559311318503","1"
"Limited","2008","Full Time","Rural Area","257","0.131045258588033","0.116843976644651","0.145246540531414","2"
"Limited","2008","Full Time","Urban Area","423","0.103725382079081","0.0945833084434701","0.112867455714692","2"
"Limited","2008","Not Working","Rural Area","34","0.638763115577162","0.519194223391565","0.75833200776276","2"
"Limited","2008","Not Working","Urban Area","47","0.518540819937014","0.413547981779987","0.623533658094041","2"
"Limited","2008","Part Time","Rural Area","196","0.250156254993832","0.221557231359475","0.278755278628188","2"
"Limited","2008","Part Time","Urban Area","411","0.243431254851507","0.224250273820844","0.26261223588217","2"
"Permanent","2008","Full Time","Rural Area","1912","0.868954741411967","0.854753459468586","0.883156023355349","1"
"Permanent","2008","Full Time","Urban Area","3850","0.896274617920919","0.887132544285309","0.90541669155653","1"
"Permanent","2008","Not Working","Rural Area","28","","","","1"
"Permanent","2008","Not Working","Urban Area","40","0.481459180062986","0.376466341905959","0.586452018220013","1"
"Permanent","2008","Part Time","Rural Area","685","0.749843745006168","0.721244721371812","0.778442768640525","1"
"Permanent","2008","Part Time","Urban Area","1512","0.756568745148493","0.73738776411783","0.775749726179156","1"
"Limited","2009","Full Time","Rural Area","207","0.0980298544506545","0.0851326530264913","0.110927055874818","2"
"Limited","2009","Full Time","Urban Area","417","0.107841793983988","0.0980956692619591","0.117587918706016","2"
"Limited","2009","Not Working","Rural Area","19","","","","2"
"Limited","2009","Not Working","Urban Area","30","0.470843590719162","0.348554288778836","0.593132892659488","2"
"Limited","2009","Part Time","Rural Area","203","0.266397484870624","0.237402837752104","0.295392131989145","2"
"Limited","2009","Part Time","Urban Area","415","0.259707953481842","0.239563450171134","0.279852456792549","2"
"Permanent","2009","Full Time","Rural Area","1835","0.901970145549346","0.889072944125182","0.914867346973509","1"
"Permanent","2009","Full Time","Urban Area","3474","0.892158206016012","0.882412081293984","0.901904330738041","1"
"Permanent","2009","Not Working","Rural Area","16","","","","1"
"Permanent","2009","Not Working","Urban Area","34","0.529156409280838","0.406867107340512","0.651445711221164","1"
"Permanent","2009","Part Time","Rural Area","690","0.733602515129376","0.704607868010855","0.762597162247896","1"
"Permanent","2009","Part Time","Urban Area","1405","0.740292046518158","0.720147543207451","0.760436549828866","1"
"Limited","2010","Full Time","Rural Area","291","0.125370564928183","0.112821943029023","0.137919186827342","2"
"Limited","2010","Full Time","Urban Area","561","0.114245886036208","0.105472256830968","0.123019515241449","2"
"Limited","2010","Not Working","Rural Area","58","0.561157993005048","0.475189407884793","0.647126578125303","2"
"Limited","2010","Not Working","Urban Area","73","0.518844748102795","0.443291215011569","0.594398281194021","2"
"Limited","2010","Part Time","Rural Area","300","0.265367911695206","0.24184135641228","0.288894466978131","2"
"Limited","2010","Part Time","Urban Area","572","0.225189627361097","0.209279963469031","0.241099291253163","2"
"Permanent","2010","Full Time","Rural Area","2384","0.874629435071817","0.862080813172658","0.887178056970977","1"
"Permanent","2010","Full Time","Urban Area","4489","0.885754113963792","0.876980484758551","0.894527743169032","1"
"Permanent","2010","Not Working","Rural Area","70","0.438842006994952","0.352873421874697","0.524810592115207","1"
"Permanent","2010","Not Working","Urban Area","95","0.481155251897205","0.405601718805979","0.556708784988431","1"
