"plb0037_h","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Limited","1999","inadequately","Male","15","","","","2"
"Limited","1999","general elemantary","Male","207","0.400599635126919","0.358920892685796","0.442278377568041","2"
"Limited","1999","in school","Male","2","","","","2"
"Limited","1999","higher vocational","Male","12","","","","2"
"Limited","1999","higher vocational","Female","21","","","","2"
"Limited","1999","higher education","Male","71","0.101320736711335","0.0791093075645396","0.123532165858131","2"
"Limited","1999","higher education","Female","85","0.152881661682117","0.123568777769232","0.182194545595001","2"
"Limited","1999","general elemantary","Female","146","0.251580678781224","0.212842811264286","0.290318546298163","2"
"Limited","1999","middle vocational","Male","234","0.111911564047232","0.0986073688345574","0.125215759259907","2"
"Limited","1999","middle vocational","Female","218","0.106221656917154","0.0916601836605833","0.120783130173725","2"
"Limited","1999","vocational + Abi","Male","18","","","","2"
"Limited","1999","vocational + Abi","Female","14","","","","2"
"Permanent","1999","general elemantary","Male","324","0.599400364873081","0.557721622431959","0.641079107314204","1"
"Permanent","1999","general elemantary","Female","336","0.748419321218776","0.709681453701837","0.787157188735714","1"
"Permanent","1999","middle vocational","Male","1923","0.888088435952768","0.874784240740093","0.901392631165443","1"
"Permanent","1999","middle vocational","Female","1502","0.893778343082846","0.879216869826275","0.908339816339417","1"
"Permanent","1999","vocational + Abi","Male","143","0.890227559902052","0.841940325804259","0.938514793999845","1"
"Permanent","1999","higher education","Female","494","0.847118338317883","0.817805454404999","0.876431222230768","1"
"Permanent","1999","in school","Male","13","","","","1"
"Permanent","1999","in school","Female","9","","","","1"
"Permanent","1999","inadequately","Male","74","0.686406825082276","0.59001788930084","0.782795760863713","1"
"Permanent","1999","inadequately","Female","82","0.910631309878514","0.850686380874769","0.970576238882259","1"
"Permanent","1999","vocational + Abi","Female","151","0.946954042931031","0.912756357357018","0.981151728505043","1"
"Permanent","1999","higher vocational","Male","283","0.962948017011138","0.941393205343906","0.984502828678371","1"
"Permanent","1999","higher vocational","Female","178","0.921138969148942","0.883692113588769","0.958585824709115","1"
"Permanent","1999","higher education","Male","638","0.898679263288665","0.876467834141869","0.920890692435461","1"
"Limited","2000","in school","Female","4","","","","2"
"Limited","2000","inadequately","Female","7","","","","2"
"Limited","2000","inadequately","Male","17","","","","2"
"Limited","2000","general elemantary","Male","310","0.442838470176306","0.404942820648367","0.480734119704245","2"
"Limited","2000","in school","Male","2","","","","2"
"Limited","2000","higher vocational","Male","29","","","","2"
"Limited","2000","higher vocational","Female","35","0.0648766821152002","0.0415145264996069","0.0882388377307935","2"
"Limited","2000","higher education","Male","128","0.109777395355356","0.0929322819571581","0.126622508753555","2"
"Limited","2000","higher education","Female","135","0.153731315332159","0.131453701958214","0.176008928706104","2"
"Limited","2000","general elemantary","Female","227","0.330699021368739","0.293666828372839","0.367731214364638","2"
"Limited","2000","middle vocational","Male","357","0.105091218536774","0.094915380052999","0.11526705702055","2"
"Limited","2000","middle vocational","Female","350","0.119288580944439","0.107257131345485","0.131320030543394","2"
"Limited","2000","vocational + Abi","Male","40","0.113783799814399","0.0796773878806588","0.147890211748139","2"
"Limited","2000","vocational + Abi","Female","44","0.138161436745791","0.100760662176569","0.175562211315012","2"
"Permanent","2000","general elemantary","Male","350","0.557161529823694","0.519265880295755","0.595057179351632","1"
"Permanent","2000","general elemantary","Female","393","0.669300978631261","0.632268785635362","0.706333171627161","1"
"Permanent","2000","middle vocational","Male","3132","0.894908781463225","0.88473294297945","0.905084619947001","1"
"Permanent","2000","middle vocational","Female","2438","0.880711419055561","0.868679969456606","0.892742868654515","1"
"Permanent","2000","vocational + Abi","Male","293","0.886216200185601","0.852109788251861","0.920322612119341","1"
"Permanent","2000","higher education","Female","872","0.846268684667841","0.823991071293896","0.868546298041786","1"
"Permanent","2000","in school","Male","9","","","","1"
"Permanent","2000","in school","Female","7","","","","1"
"Permanent","2000","inadequately","Male","54","0.754258432632649","0.654115958766673","0.854400906498625","1"
"Permanent","2000","inadequately","Female","44","0.837575609235717","0.73634761372544","0.938803604745994","1"
"Permanent","2000","vocational + Abi","Female","283","0.861838563254209","0.824437788684988","0.899239337823431","1"
"Permanent","2000","higher vocational","Male","573","0.955388934851449","0.938897393606062","0.971880476096836","1"
"Permanent","2000","higher vocational","Female","392","0.9351233178848","0.911761162269207","0.958485473500393","1"
"Permanent","2000","higher education","Male","1195","0.890222604644644","0.873377491246445","0.907067718042842","1"
"Limited","2001","inadequately","Female","4","","","","2"
"Limited","2001","general elemantary","Male","287","0.47860075298405","0.437946500237698","0.519255005730402","2"
"Limited","2001","in school","Female","5","","","","2"
"Limited","2001","inadequately","Male","9","","","","2"
"Limited","2001","in school","Male","6","","","","2"
"Limited","2001","general elemantary","Female","216","0.371392093382093","0.3317609790888","0.411023207675386","2"
"Limited","2001","higher vocational","Male","27","","","","2"
"Limited","2001","higher vocational","Female","33","0.0859796355529329","0.0574922655074764","0.114467005598389","2"
"Limited","2001","higher education","Male","100","0.0991934621078479","0.0824336256258332","0.115953298589863","2"
"Limited","2001","higher education","Female","116","0.145057144525941","0.12254471999478","0.167569569057103","2"
"Limited","2001","middle vocational","Male","293","0.0884002233695348","0.0783975353716171","0.0984029113674525","2"
"Limited","2001","middle vocational","Female","348","0.123356879449852","0.11064062701483","0.136073131884873","2"
"Limited","2001","vocational + Abi","Male","24","","","","2"
"Limited","2001","vocational + Abi","Female","33","0.117798202423535","0.082254893967313","0.153341510879757","2"
"Permanent","2001","general elemantary","Male","293","0.52139924701595","0.480744994269598","0.562053499762302","1"
"Permanent","2001","general elemantary","Female","355","0.628607906617907","0.588976792324614","0.6682390209112","1"
"Permanent","2001","middle vocational","Male","2801","0.911599776630465","0.901597088632548","0.921602464628383","1"
"Permanent","2001","middle vocational","Female","2221","0.876643120550148","0.863926868115127","0.88935937298517","1"
"Permanent","2001","vocational + Abi","Male","277","0.917986883641696","0.886989521403681","0.948984245879712","1"
"Permanent","2001","higher education","Female","824","0.854942855474059","0.832430430942897","0.87745528000522","1"
"Permanent","2001","in school","Male","13","","","","1"
"Permanent","2001","in school","Female","16","","","","1"
"Permanent","2001","higher vocational","Female","339","0.914020364447067","0.88553299440161","0.942507734492524","1"
"Permanent","2001","higher education","Male","1122","0.900806537892152","0.884046701410137","0.917566374374167","1"
"Permanent","2001","inadequately","Male","50","0.86197523526716","0.773961999629773","0.949988470904548","1"
"Permanent","2001","inadequately","Female","41","0.896936847677947","0.808103817204968","0.985769878150926","1"
"Permanent","2001","vocational + Abi","Female","283","0.882201797576465","0.846658489120243","0.917745106032687","1"
"Permanent","2001","higher vocational","Male","503","0.966511005551099","0.951194326513109","0.981827684589088","1"
"Limited","2002","inadequately","Female","4","","","","2"
"Limited","2002","general elemantary","Male","264","0.458827808784377","0.416203137662521","0.501452479906233","2"
"Limited","2002","higher vocational","Male","25","","","","2"
"Limited","2002","higher vocational","Female","26","","","","2"
"Limited","2002","in school","Female","8","","","","2"
"Limited","2002","inadequately","Male","10","","","","2"
"Limited","2002","higher education","Male","124","0.101735222600025","0.086753299217442","0.116717145982609","2"
"Limited","2002","higher education","Female","133","0.141222198947377","0.121343723301251","0.161100674593503","2"
"Limited","2002","in school","Male","2","","","","2"
"Limited","2002","general elemantary","Female","201","0.397539448030386","0.355190382533781","0.43988851352699","2"
"Limited","2002","middle vocational","Male","273","0.0859447801630365","0.0758202435030784","0.0960693168229945","2"
"Limited","2002","middle vocational","Female","320","0.114950981678985","0.102728223324434","0.127173740033536","2"
"Limited","2002","vocational + Abi","Male","37","0.114350348254822","0.0798579065808953","0.148842789928749","2"
"Limited","2002","vocational + Abi","Female","39","0.127635819555056","0.093817853171632","0.16145378593848","2"
"Permanent","2002","general elemantary","Male","261","0.541172191215623","0.498547520093767","0.583796862337479","1"
"Permanent","2002","general elemantary","Female","312","0.602460551969614","0.56011148647301","0.644809617466219","1"
"Permanent","2002","middle vocational","Male","2671","0.914055219836964","0.903930683177006","0.924179756496922","1"
"Permanent","2002","middle vocational","Female","2296","0.885049018321015","0.872826259966464","0.897271776675566","1"
"Permanent","2002","vocational + Abi","Male","290","0.885649651745178","0.85115721007125","0.920142093419105","1"
"Permanent","2002","higher education","Female","1046","0.858777801052623","0.838899325406496","0.878656276698749","1"
"Permanent","2002","in school","Male","12","","","","1"
"Permanent","2002","in school","Female","17","","","","1"
"Permanent","2002","higher vocational","Female","370","0.931308950415979","0.906397588995631","0.956220311836326","1"
"Permanent","2002","higher education","Male","1440","0.898264777399974","0.883282854017391","0.913246700782558","1"
"Permanent","2002","inadequately","Male","37","0.797544014949654","0.682664709235844","0.912423320663463","1"
"Permanent","2002","inadequately","Female","34","0.909287390422163","0.817972688175921","1.0006020926684","1"
"Permanent","2002","vocational + Abi","Female","335","0.872364180444944","0.838546214061519","0.906182146828368","1"
"Permanent","2002","higher vocational","Male","530","0.93476249136506","0.914217738482105","0.955307244248015","1"
"Limited","2003","inadequately","Female","5","","","","2"
"Limited","2003","general elemantary","Male","257","0.47713997639117","0.433271854543019","0.52100809823932","2"
"Limited","2003","higher vocational","Male","24","","","","2"
"Limited","2003","higher vocational","Female","20","","","","2"
"Limited","2003","in school","Female","1","","","","2"
"Limited","2003","inadequately","Male","7","","","","2"
"Limited","2003","higher education","Male","113","0.0959953510963148","0.0806841688648147","0.111306533327815","2"
"Limited","2003","higher education","Female","138","0.145339753893355","0.124735642109383","0.165943865677327","2"
"Limited","2003","in school","Male","4","","","","2"
"Limited","2003","general elemantary","Female","188","0.382053198472526","0.3387208736575","0.425385523287551","2"
"Limited","2003","middle vocational","Male","251","0.0833069813663935","0.072938885977706","0.0936750767550809","2"
"Limited","2003","middle vocational","Female","276","0.107168641466324","0.094945041802325","0.119392241130323","2"
"Limited","2003","vocational + Abi","Male","37","0.14971407772677","0.10986791109458","0.189560244358961","2"
"Limited","2003","vocational + Abi","Female","47","0.161139005576182","0.123626139378702","0.198651871773662","2"
"Permanent","2003","general elemantary","Male","241","0.52286002360883","0.47899190176068","0.566728145456981","1"
"Permanent","2003","general elemantary","Female","295","0.617946801527474","0.574614476712449","0.6612791263425","1"
"Permanent","2003","middle vocational","Male","2478","0.916693018633607","0.906324923244919","0.927061114022294","1"
"Permanent","2003","middle vocational","Female","2184","0.892831358533676","0.880607758869677","0.905054958197675","1"
"Permanent","2003","in school","Male","12","","","","1"
"Permanent","2003","in school","Female","10","","","","1"
"Permanent","2003","inadequately","Male","33","0.780772999640921","0.652561343742525","0.908984655539318","1"
"Permanent","2003","inadequately","Female","31","0.768042305202605","0.63016467702971","0.9059199333755","1"
"Permanent","2003","vocational + Abi","Male","271","0.85028592227323","0.810439755641039","0.89013208890542","1"
"Permanent","2003","higher education","Female","986","0.854660246106645","0.834056134322673","0.875264357890617","1"
"Permanent","2003","higher vocational","Female","343","0.94938665876054","0.926836539407032","0.971936778114047","1"
"Permanent","2003","higher education","Male","1309","0.904004648903685","0.888693466672185","0.919315831135185","1"
"Permanent","2003","vocational + Abi","Female","322","0.838860994423818","0.801348128226338","0.876373860621298","1"
"Permanent","2003","higher vocational","Male","491","0.926821156959737","0.904328787142059","0.949313526777415","1"
"Limited","2004","in school","Female","5","","","","2"
"Limited","2004","inadequately","Male","8","","","","2"
"Limited","2004","inadequately","Female","4","","","","2"
"Limited","2004","general elemantary","Male","228","0.447288611229786","0.40155207284508","0.493025149614492","2"
"Limited","2004","higher vocational","Male","23","","","","2"
"Limited","2004","higher vocational","Female","21","","","","2"
"Limited","2004","higher education","Male","131","0.130152194449604","0.112457447683146","0.147846941216062","2"
"Limited","2004","higher education","Female","131","0.164954368061009","0.143081408903956","0.186827327218062","2"
"Limited","2004","in school","Male","2","","","","2"
"Limited","2004","general elemantary","Female","174","0.373852020172904","0.329493367285482","0.418210673060326","2"
"Limited","2004","middle vocational","Male","268","0.0928648924567948","0.0816457717576866","0.104084013155903","2"
"Limited","2004","middle vocational","Female","283","0.119798100253303","0.106738424319447","0.13285777618716","2"
"Limited","2004","vocational + Abi","Male","25","","","","2"
"Limited","2004","vocational + Abi","Female","55","0.177668613185367","0.139338050103373","0.21599917626736","2"
"Permanent","2004","general elemantary","Male","226","0.552711388770214","0.506974850385508","0.59844792715492","1"
"Permanent","2004","general elemantary","Female","283","0.626147979827096","0.581789326939674","0.670506632714519","1"
"Permanent","2004","middle vocational","Male","2303","0.907135107543205","0.895915986844097","0.918354228242313","1"
"Permanent","2004","middle vocational","Female","2092","0.880201899746697","0.86714222381284","0.893261575680553","1"
"Permanent","2004","vocational + Abi","Male","274","0.897650653636873","0.863294169870817","0.932007137402929","1"
"Permanent","2004","in school","Male","8","","","","1"
"Permanent","2004","in school","Female","8","","","","1"
"Permanent","2004","inadequately","Male","33","0.73746007772487","0.60277387889726","0.872146276552481","1"
"Permanent","2004","inadequately","Female","25","","","","1"
"Permanent","2004","higher education","Female","975","0.835045631938991","0.813172672781938","0.856918591096044","1"
"Permanent","2004","vocational + Abi","Female","327","0.822331386814633","0.78400082373264","0.860661949896627","1"
"Permanent","2004","higher vocational","Female","350","0.943199635047621","0.919647053763016","0.966752216332226","1"
"Permanent","2004","higher vocational","Male","467","0.949934929180384","0.930625724021037","0.96924413433973","1"
"Permanent","2004","higher education","Male","1258","0.869847805550396","0.852153058783938","0.887542552316854","1"
"Limited","2005","in school","Female","6","","","","2"
"Limited","2005","inadequately","Male","12","","","","2"
"Limited","2005","inadequately","Female","3","","","","2"
"Limited","2005","general elemantary","Male","184","0.431320188683133","0.382040718857954","0.480599658508312","2"
"Limited","2005","higher vocational","Male","16","","","","2"
"Limited","2005","higher vocational","Female","21","","","","2"
"Limited","2005","higher education","Male","97","0.0973586459967978","0.0815393558316368","0.113177936161959","2"
"Limited","2005","higher education","Female","115","0.11889034967652","0.0995604980479793","0.138220201305061","2"
"Limited","2005","in school","Male","4","","","","2"
"Limited","2005","general elemantary","Female","158","0.370810876910822","0.325262484545542","0.416359269276102","2"
"Limited","2005","middle vocational","Male","243","0.110520738843275","0.0982791546530865","0.122762323033464","2"
"Limited","2005","middle vocational","Female","259","0.119885961841238","0.106443243650208","0.133328680032267","2"
"Limited","2005","vocational + Abi","Male","25","","","","2"
"Limited","2005","vocational + Abi","Female","41","0.119467623471928","0.0869853453234312","0.151949901620426","2"
"Permanent","2005","general elemantary","Male","204","0.568679811316867","0.519400341491688","0.617959281142046","1"
"Permanent","2005","general elemantary","Female","274","0.629189123089178","0.583640730723898","0.674737515454458","1"
"Permanent","2005","middle vocational","Male","2277","0.889479261156725","0.877237676966537","0.901720845346914","1"
"Permanent","2005","middle vocational","Female","1984","0.880114038158762","0.866671319967733","0.893556756349792","1"
"Permanent","2005","vocational + Abi","Male","282","0.906457875894252","0.873884983065954","0.939030768722549","1"
"Permanent","2005","in school","Male","6","","","","1"
"Permanent","2005","in school","Female","10","","","","1"
"Permanent","2005","inadequately","Male","26","","","","1"
"Permanent","2005","inadequately","Female","24","","","","1"
"Permanent","2005","higher education","Female","962","0.88110965032348","0.861779798694939","0.900439501952021","1"
"Permanent","2005","vocational + Abi","Female","342","0.880532376528072","0.848050098379574","0.913014654676569","1"
"Permanent","2005","higher vocational","Female","327","0.924753869903863","0.897038949713425","0.952468790094302","1"
"Permanent","2005","higher vocational","Male","466","0.957175584410786","0.939101092387286","0.975250076434286","1"
"Permanent","2005","higher education","Male","1252","0.902641354003202","0.886822063838041","0.918460644168363","1"
"Limited","2006","in school","Female","3","","","","2"
"Limited","2006","inadequately","Male","9","","","","2"
"Limited","2006","inadequately","Female","8","","","","2"
"Limited","2006","general elemantary","Male","166","0.385083420321991","0.335567295627785","0.434599545016197","2"
"Limited","2006","higher vocational","Male","18","","","","2"
"Limited","2006","higher vocational","Female","23","","","","2"
"Limited","2006","higher education","Male","125","0.129578460850937","0.112129206863325","0.147027714838548","2"
"Limited","2006","higher education","Female","130","0.121172242583354","0.102385139055559","0.139959346111149","2"
"Limited","2006","in school","Male","3","","","","2"
"Limited","2006","general elemantary","Female","150","0.369557265287775","0.323284692783379","0.415829837792171","2"
"Limited","2006","middle vocational","Male","289","0.1135109602402","0.10137366937619","0.12564825110421","2"
"Limited","2006","middle vocational","Female","295","0.1348832896227","0.121253603484123","0.148512975761277","2"
"Limited","2006","vocational + Abi","Male","30","0.0995413005713663","0.066789956368054","0.132292644774679","2"
"Limited","2006","vocational + Abi","Female","55","0.164273888897286","0.128539256401875","0.200008521392698","2"
"Permanent","2006","general elemantary","Male","205","0.614916579678009","0.565400454983803","0.664432704372215","1"
"Permanent","2006","general elemantary","Female","268","0.630442734712225","0.584170162207829","0.676715307216621","1"
"Permanent","2006","middle vocational","Male","2335","0.8864890397598","0.87435174889579","0.89862633062381","1"
"Permanent","2006","middle vocational","Female","2118","0.8651167103773","0.851487024238723","0.878746396515877","1"
"Permanent","2006","vocational + Abi","Male","291","0.900458699428634","0.867707355225321","0.933210043631946","1"
"Permanent","2006","in school","Male","10","","","","1"
"Permanent","2006","in school","Female","6","","","","1"
"Permanent","2006","inadequately","Male","23","","","","1"
"Permanent","2006","inadequately","Female","20","","","","1"
"Permanent","2006","higher education","Female","1029","0.878827757416646","0.860040653888852","0.897614860944441","1"
"Permanent","2006","vocational + Abi","Female","358","0.835726111102714","0.799991478607302","0.871460743598125","1"
"Permanent","2006","higher vocational","Female","352","0.94088876889511","0.917019638244187","0.964757899546033","1"
"Permanent","2006","higher vocational","Male","464","0.972247871761292","0.957583575727767","0.986912167794817","1"
"Permanent","2006","higher education","Male","1298","0.870421539149063","0.852972285161452","0.887870793136674","1"
"Limited","2007","in school","Male","","","","","2"
"Limited","2007","in school","Female","6","","","","2"
"Limited","2007","inadequately","Male","6","","","","2"
"Limited","2007","inadequately","Female","6","","","","2"
"Limited","2007","general elemantary","Male","161","0.380305446356965","0.32915314780082","0.43145774491311","2"
"Limited","2007","higher vocational","Male","21","","","","2"
"Limited","2007","higher vocational","Female","26","","","","2"
"Limited","2007","higher education","Male","117","0.118589126495441","0.101121585009542","0.13605666798134","2"
"Limited","2007","higher education","Female","141","0.139442596845803","0.119333928147616","0.159551265543989","2"
"Limited","2007","general elemantary","Female","118","0.360534062453351","0.310086483574896","0.410981641331806","2"
"Limited","2007","middle vocational","Male","296","0.116329780739131","0.10390986433723","0.128749697141032","2"
"Limited","2007","middle vocational","Female","302","0.139074225556668","0.124990942868776","0.153157508244561","2"
"Limited","2007","vocational + Abi","Male","35","0.11928231088393","0.0834892206048102","0.155075401163051","2"
"Limited","2007","vocational + Abi","Female","53","0.161572624693941","0.125989523554111","0.19715572583377","2"
"Permanent","2007","general elemantary","Male","185","0.619694553643035","0.56854225508689","0.67084685219918","1"
"Permanent","2007","general elemantary","Female","230","0.639465937546649","0.589018358668194","0.689913516425104","1"
"Permanent","2007","middle vocational","Male","2264","0.883670219260869","0.871250302858968","0.896090135662771","1"
"Permanent","2007","middle vocational","Female","2017","0.860925774443332","0.846842491755439","0.875009057131224","1"
"Permanent","2007","inadequately","Female","21","","","","1"
"Permanent","2007","vocational + Abi","Male","280","0.88071768911607","0.844924598836949","0.91651077939519","1"
"Permanent","2007","higher education","Female","999","0.860557403154197","0.840448734456011","0.880666071852384","1"
"Permanent","2007","vocational + Abi","Female","358","0.838427375306059","0.80284427416623","0.874010476445889","1"
"Permanent","2007","higher vocational","Male","436","0.952934935822724","0.9335184360015","0.972351435643948","1"
"Permanent","2007","in school","Male","5","","","","1"
"Permanent","2007","in school","Female","5","","","","1"
"Permanent","2007","inadequately","Male","20","","","","1"
"Permanent","2007","higher vocational","Female","315","0.899374267759829","0.867444507536467","0.931304027983191","1"
"Permanent","2007","higher education","Male","1199","0.881410873504559","0.86394333201866","0.898878414990458","1"
"Limited","2008","in school","Male","5","","","","2"
"Limited","2008","in school","Female","3","","","","2"
"Limited","2008","inadequately","Male","6","","","","2"
"Limited","2008","inadequately","Female","10","","","","2"
"Limited","2008","general elemantary","Male","153","0.383074344881079","0.331324840932942","0.434823848829215","2"
"Limited","2008","higher vocational","Male","20","","","","2"
"Limited","2008","higher vocational","Female","25","","","","2"
"Limited","2008","higher education","Male","96","0.0903356620988397","0.0744695863518929","0.106201737845787","2"
"Limited","2008","higher education","Female","158","0.177022401660862","0.154628791430938","0.199416011890787","2"
"Limited","2008","general elemantary","Female","113","0.362924298860126","0.310240553069101","0.41560804465115","2"
"Limited","2008","middle vocational","Male","269","0.123265819988375","0.110240559723453","0.136291080253297","2"
"Limited","2008","middle vocational","Female","307","0.144426008138258","0.129917381363858","0.158934634912657","2"
"Limited","2008","vocational + Abi","Male","32","0.0904204106041783","0.0579684414664214","0.122872379741935","2"
"Limited","2008","vocational + Abi","Female","57","0.141115102128524","0.106826109322409","0.175404094934638","2"
"Permanent","2008","general elemantary","Male","186","0.616925655118921","0.565176151170785","0.668675159067058","1"
"Permanent","2008","general elemantary","Female","207","0.637075701139874","0.58439195534885","0.689759446930899","1"
"Permanent","2008","middle vocational","Male","2178","0.876734180011625","0.863708919746703","0.889759440276547","1"
"Permanent","2008","middle vocational","Female","1948","0.855573991861742","0.841065365087343","0.870082618636142","1"
"Permanent","2008","inadequately","Female","16","","","","1"
"Permanent","2008","vocational + Abi","Male","268","0.909579589395822","0.877127620258065","0.942031558533579","1"
"Permanent","2008","higher education","Female","958","0.822977598339138","0.800583988109213","0.845371208569062","1"
"Permanent","2008","vocational + Abi","Female","339","0.858884897871476","0.824595905065362","0.893173890677591","1"
"Permanent","2008","higher vocational","Male","412","0.940825056473801","0.918575078710408","0.963075034237194","1"
"Permanent","2008","inadequately","Male","25","","","","1"
"Permanent","2008","in school","Male","4","","","","1"
"Permanent","2008","in school","Female","7","","","","1"
"Permanent","2008","higher vocational","Female","286","0.886686913793252","0.851458500717352","0.921915326869152","1"
"Permanent","2008","higher education","Male","1158","0.90966433790116","0.893798262154213","0.925530413648107","1"
"Limited","2009","in school","Male","7","","","","2"
"Limited","2009","in school","Female","3","","","","2"
"Limited","2009","inadequately","Male","5","","","","2"
"Limited","2009","inadequately","Female","8","","","","2"
"Limited","2009","general elemantary","Male","138","0.424098756988997","0.3672191483182","0.480978365659793","2"
"Limited","2009","higher vocational","Male","28","","","","2"
"Limited","2009","higher vocational","Female","25","","","","2"
"Limited","2009","higher education","Male","96","0.0933449255066638","0.0765965465811795","0.110093304432148","2"
"Limited","2009","higher education","Female","151","0.159956210460048","0.138094319224864","0.181818101695233","2"
"Limited","2009","general elemantary","Female","111","0.345471233576269","0.292365300068018","0.398577167084519","2"
"Limited","2009","middle vocational","Male","251","0.122544844535783","0.108950154345655","0.136139534725911","2"
"Limited","2009","middle vocational","Female","283","0.151612095825984","0.136388450742244","0.166835740909724","2"
"Limited","2009","vocational + Abi","Male","32","0.0982390941731999","0.0622676318609784","0.134210556485421","2"
"Limited","2009","vocational + Abi","Female","40","0.0897491068632841","0.060664931083651","0.118833282642917","2"
"Permanent","2009","general elemantary","Male","152","0.575901243011004","0.519021634340207","0.6327808516818","1"
"Permanent","2009","general elemantary","Female","197","0.654528766423731","0.601422832915481","0.707634699931981","1"
"Permanent","2009","middle vocational","Male","1984","0.877455155464217","0.863860465274089","0.891049845654345","1"
"Permanent","2009","middle vocational","Female","1849","0.848387904174016","0.833164259090276","0.863611549257756","1"
"Permanent","2009","inadequately","Female","8","","","","1"
"Permanent","2009","vocational + Abi","Male","231","0.9017609058268","0.865789443514579","0.937732368139022","1"
"Permanent","2009","higher education","Female","929","0.840043789539952","0.818181898304767","0.861905680775136","1"
"Permanent","2009","in school","Male","4","","","","1"
"Permanent","2009","vocational + Abi","Female","331","0.910250893136716","0.881166717357083","0.939335068916349","1"
"Permanent","2009","higher vocational","Male","378","0.941228971734003","0.918351166300709","0.964106777167297","1"
"Permanent","2009","in school","Female","6","","","","1"
"Permanent","2009","inadequately","Male","24","","","","1"
"Permanent","2009","higher vocational","Female","269","0.922640061981968","0.892101496232134","0.953178627731802","1"
"Permanent","2009","higher education","Male","1063","0.906655074493336","0.889906695567852","0.923403453418821","1"
"Limited","2010","in school","Male","9","","","","2"
"Limited","2010","in school","Female","3","","","","2"
"Limited","2010","inadequately","Male","14","","","","2"
"Limited","2010","inadequately","Female","13","","","","2"
"Limited","2010","general elemantary","Male","178","0.409584710458666","0.363583792645047","0.455585628272285","2"
"Limited","2010","higher vocational","Male","34","0.0453881762262376","0.0279603756153592","0.0628159768371161","2"
"Limited","2010","higher vocational","Female","35","0.105102515338497","0.0725991569434218","0.137605873733572","2"
"Limited","2010","higher education","Male","160","0.0979591396761946","0.0835150591506323","0.112403220201757","2"
"Limited","2010","higher education","Female","243","0.169887505211643","0.150416822869309","0.189358187553978","2"
"Limited","2010","general elemantary","Female","166","0.394568573637956","0.348264421902388","0.440872725373523","2"
"Limited","2010","middle vocational","Male","363","0.127948330198074","0.116140106289869","0.139756554106279","2"
"Limited","2010","middle vocational","Female","412","0.144665879746395","0.131682896654217","0.157648862838573","2"
"Limited","2010","vocational + Abi","Male","45","0.0992705569453044","0.0707744641640624","0.127766649726546","2"
"Limited","2010","vocational + Abi","Female","73","0.112240727460961","0.087231790898365","0.137249664023558","2"
"Permanent","2010","general elemantary","Male","261","0.590415289541334","0.544414371727715","0.636416207354953","1"
"Permanent","2010","general elemantary","Female","262","0.605431426362045","0.559127274626477","0.651735578097612","1"
"Permanent","2010","middle vocational","Male","2711","0.872051669801926","0.860243445893721","0.883859893710131","1"
"Permanent","2010","middle vocational","Female","2408","0.855334120253605","0.842351137161427","0.868317103345783","1"
"Permanent","2010","inadequately","Female","20","","","","1"
"Permanent","2010","in school","Male","13","","","","1"
"Permanent","2010","vocational + Abi","Male","378","0.900729443054696","0.872233350273454","0.929225535835938","1"
"Permanent","2010","higher education","Female","1186","0.830112494788357","0.810641812446022","0.849583177130691","1"
"Permanent","2010","in school","Female","7","","","","1"
"Permanent","2010","inadequately","Male","49","0.863026340821458","0.778126207773273","0.947926473869644","1"
"Permanent","2010","higher vocational","Male","514","0.954611823773762","0.937184023162884","0.972039624384641","1"
"Permanent","2010","higher education","Male","1467","0.902040860323805","0.887596779798243","0.916484940849368","1"
"Permanent","2010","vocational + Abi","Female","539","0.887759272539039","0.862750335976442","0.912768209101635","1"
"Permanent","2010","higher vocational","Female","307","0.894897484661503","0.862394126266428","0.927400843056578","1"
"Limited","2011","in school","Male","9","","","","2"
"Limited","2011","in school","Female","4","","","","2"
"Limited","2011","inadequately","Male","20","","","","2"
"Limited","2011","inadequately","Female","15","","","","2"
"Limited","2011","general elemantary","Male","189","0.391144944071168","0.3481110709169","0.434178817225436","2"
"Limited","2011","general elemantary","Female","194","0.331164429463747","0.292288980643696","0.370039878283797","2"
"Limited","2011","middle vocational","Male","386","0.126529345228481","0.115490368758068","0.137568321698894","2"
"Limited","2011","middle vocational","Female","524","0.155448363316274","0.143623906468352","0.167272820164197","2"
"Limited","2011","vocational + Abi","Male","51","0.0939349538977024","0.0673613230815555","0.120508584713849","2"
"Limited","2011","vocational + Abi","Female","101","0.13171992167451","0.108516145802336","0.154923697546683","2"
"Limited","2011","higher vocational","Male","38","0.0640076723651344","0.0451328013000308","0.0828825434302381","2"
"Limited","2011","higher vocational","Female","35","0.113025724387424","0.081880103036083","0.144171345738765","2"
"Limited","2011","higher education","Male","187","0.109126834829512","0.0951546499324698","0.123099019726553","2"
"Limited","2011","higher education","Female","268","0.163769682077826","0.146534395145491","0.181004969010161","2"
"Permanent","2011","general elemantary","Male","305","0.608855055928832","0.565821182774564","0.6518889290831","1"
"Permanent","2011","general elemantary","Female","369","0.668835570536253","0.629960121716203","0.707711019356304","1"
"Permanent","2011","middle vocational","Male","3098","0.873470654771519","0.862431678301106","0.884509631241932","1"
"Permanent","2011","middle vocational","Female","3083","0.844551636683726","0.832727179835803","0.856376093531648","1"
