"plb0037_h","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence","value"
"Limited","1986","66 and older","Baden-Württemberg","","","","","2"
"Limited","1986","66 and older","Bavaria","","","","","2"
"Limited","1986","66 and older","Berlin","","","","","2"
"Limited","1986","66 and older","Brandenburg","","","","","2"
"Limited","1986","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"Limited","1986","66 and older","Saxony","","","","","2"
"Limited","1986","66 and older","Saxony-Anhalt","","","","","2"
"Limited","1986","66 and older","Thuringia","","","","","2"
"Permanent","1986","16-34 y.","Schleswig-Holstein","8","","","","1"
"Permanent","1986","16-34 y.","Hamburg","8","","","","1"
"Permanent","1986","16-34 y.","Lower Saxony","35","0.417062921576587","0.297194981157777","0.536930861995398","1"
"Permanent","1986","16-34 y.","Bremen","4","","","","1"
"Permanent","1986","16-34 y.","North Rhine-Westphalia","105","0.666847092207183","0.591165564213944","0.742528620200422","1"
"Permanent","1986","16-34 y.","Hesse","48","0.724974990237994","0.619616108503753","0.830333871972235","1"
"Permanent","1986","16-34 y.","Rhineland-Palatinate,Saarland","42","0.769227604499429","0.660796606806056","0.877658602192802","1"
"Permanent","1986","16-34 y.","Baden-Württemberg","103","0.755572044636969","0.684888666584128","0.82625542268981","1"
"Permanent","1986","16-34 y.","Bavaria","65","0.689286590147641","0.596225914425392","0.782347265869891","1"
"Permanent","1986","16-34 y.","Berlin","19","","","","1"
"Permanent","1986","16-34 y.","Brandenburg","","","","","1"
"Permanent","1986","16-34 y.","Mecklenburg-Western Pomerania","","","","","1"
"Permanent","1986","16-34 y.","Saxony","","","","","1"
"Permanent","1986","16-34 y.","Saxony-Anhalt","","","","","1"
"Permanent","1986","16-34 y.","Thuringia","","","","","1"
"Permanent","1986","35-65 y.","Schleswig-Holstein","7","","","","1"
"Permanent","1986","35-65 y.","Hamburg","6","","","","1"
"Permanent","1986","35-65 y.","Lower Saxony","22","","","","1"
"Permanent","1986","35-65 y.","Bremen","2","","","","1"
"Permanent","1986","35-65 y.","North Rhine-Westphalia","41","0.888994330893035","0.798214106814977","0.979774554971094","1"
"Permanent","1986","35-65 y.","Hesse","16","","","","1"
"Permanent","1986","35-65 y.","Rhineland-Palatinate,Saarland","8","","","","1"
"Permanent","1986","35-65 y.","Baden-Württemberg","34","0.940166449653991","0.863743817746252","1.01658908156173","1"
"Permanent","1986","35-65 y.","Bavaria","35","1","1","1","1"
"Permanent","1986","35-65 y.","Berlin","16","","","","1"
"Permanent","1986","35-65 y.","Brandenburg","","","","","1"
"Permanent","1986","35-65 y.","Mecklenburg-Western Pomerania","","","","","1"
"Permanent","1986","35-65 y.","Saxony","","","","","1"
"Permanent","1986","35-65 y.","Saxony-Anhalt","","","","","1"
"Permanent","1986","35-65 y.","Thuringia","","","","","1"
"Permanent","1986","66 and older","Schleswig-Holstein","","","","","1"
"Permanent","1986","66 and older","Hamburg","","","","","1"
"Permanent","1986","66 and older","Lower Saxony","","","","","1"
"Permanent","1986","66 and older","Bremen","","","","","1"
"Permanent","1986","66 and older","North Rhine-Westphalia","","","","","1"
"Permanent","1986","66 and older","Hesse","","","","","1"
"Permanent","1986","66 and older","Rhineland-Palatinate,Saarland","","","","","1"
"Permanent","1986","66 and older","Baden-Württemberg","","","","","1"
"Permanent","1986","66 and older","Bavaria","","","","","1"
"Permanent","1986","66 and older","Berlin","","","","","1"
"Permanent","1986","66 and older","Brandenburg","","","","","1"
"Permanent","1986","66 and older","Mecklenburg-Western Pomerania","","","","","1"
"Permanent","1986","66 and older","Saxony","","","","","1"
"Permanent","1986","66 and older","Saxony-Anhalt","","","","","1"
"Permanent","1986","66 and older","Thuringia","","","","","1"
"Limited","1987","16-34 y.","Brandenburg","","","","","2"
"Limited","1987","16-34 y.","Saxony-Anhalt","","","","","2"
"Limited","1987","35-65 y.","Bremen","","","","","2"
"Limited","1987","35-65 y.","North Rhine-Westphalia","9","","","","2"
"Limited","1987","16-34 y.","Schleswig-Holstein","12","","","","2"
"Limited","1987","16-34 y.","Thuringia","","","","","2"
"Limited","1987","35-65 y.","Hamburg","1","","","","2"
"Limited","1987","35-65 y.","Schleswig-Holstein","1","","","","2"
"Limited","1987","16-34 y.","Hamburg","8","","","","2"
"Limited","1987","16-34 y.","Lower Saxony","35","0.411909554641042","0.312413202370256","0.511405906911828","2"
"Limited","1987","16-34 y.","Bremen","2","","","","2"
"Limited","1987","16-34 y.","North Rhine-Westphalia","78","0.340590182316248","0.276646060054096","0.4045343045784","2"
"Limited","1987","16-34 y.","Hesse","32","0.273727914036547","0.182119236218879","0.365336591854215","2"
"Limited","1987","16-34 y.","Baden-Württemberg","45","0.279696259618234","0.20880561999234","0.350586899244129","2"
"Limited","1987","16-34 y.","Bavaria","65","0.326928278541843","0.25661992111689","0.397236635966795","2"
"Limited","1987","16-34 y.","Berlin","8","","","","2"
"Limited","1987","16-34 y.","Mecklenburg-Western Pomerania","","","","","2"
"Limited","1987","16-34 y.","Saxony","","","","","2"
"Limited","1987","35-65 y.","Lower Saxony","5","","","","2"
"Limited","1987","35-65 y.","Hesse","5","","","","2"
"Limited","1987","35-65 y.","Rhineland-Palatinate,Saarland","3","","","","2"
"Limited","1987","35-65 y.","Baden-Württemberg","4","","","","2"
"Limited","1987","35-65 y.","Bavaria","5","","","","2"
"Limited","1987","35-65 y.","Berlin","2","","","","2"
"Limited","1987","16-34 y.","Rhineland-Palatinate,Saarland","17","","","","2"
"Limited","1987","35-65 y.","Brandenburg","","","","","2"
"Limited","1987","35-65 y.","Mecklenburg-Western Pomerania","","","","","2"
"Limited","1987","35-65 y.","Saxony","","","","","2"
"Limited","1987","35-65 y.","Saxony-Anhalt","","","","","2"
"Limited","1987","35-65 y.","Thuringia","","","","","2"
"Limited","1987","66 and older","Schleswig-Holstein","","","","","2"
"Limited","1987","66 and older","Hamburg","","","","","2"
"Limited","1987","66 and older","Lower Saxony","","","","","2"
"Limited","1987","66 and older","Rhineland-Palatinate,Saarland","","","","","2"
"Limited","1987","66 and older","Bremen","","","","","2"
"Limited","1987","66 and older","North Rhine-Westphalia","","","","","2"
"Limited","1987","66 and older","Hesse","","","","","2"
"Limited","1987","66 and older","Baden-Württemberg","","","","","2"
"Limited","1987","66 and older","Bavaria","","","","","2"
"Limited","1987","66 and older","Berlin","","","","","2"
"Limited","1987","66 and older","Brandenburg","","","","","2"
"Limited","1987","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"Limited","1987","66 and older","Saxony","","","","","2"
"Limited","1987","66 and older","Saxony-Anhalt","","","","","2"
"Limited","1987","66 and older","Thuringia","","","","","2"
"Permanent","1987","16-34 y.","Schleswig-Holstein","15","","","","1"
"Permanent","1987","16-34 y.","Hamburg","5","","","","1"
"Permanent","1987","16-34 y.","Lower Saxony","59","0.588090445358958","0.488594093088172","0.687586797629744","1"
"Permanent","1987","16-34 y.","Bremen","7","","","","1"
"Permanent","1987","16-34 y.","North Rhine-Westphalia","133","0.659409817683752","0.5954656954216","0.723353939945904","1"
"Permanent","1987","16-34 y.","Hesse","59","0.726272085963453","0.634663408145785","0.817880763781121","1"
"Permanent","1987","16-34 y.","Rhineland-Palatinate,Saarland","35","0.663618933706416","0.535202213172192","0.792035654240641","1"
"Permanent","1987","16-34 y.","Baden-Württemberg","109","0.720303740381766","0.649413100755871","0.79119438000766","1"
"Permanent","1987","16-34 y.","Bavaria","106","0.673071721458158","0.602763364033205","0.74338007888311","1"
"Permanent","1987","16-34 y.","Berlin","27","","","","1"
"Permanent","1987","16-34 y.","Brandenburg","","","","","1"
"Permanent","1987","16-34 y.","Mecklenburg-Western Pomerania","","","","","1"
"Permanent","1987","16-34 y.","Saxony","","","","","1"
"Permanent","1987","16-34 y.","Saxony-Anhalt","","","","","1"
"Permanent","1987","16-34 y.","Thuringia","","","","","1"
"Permanent","1987","35-65 y.","Schleswig-Holstein","11","","","","1"
"Permanent","1987","35-65 y.","Hamburg","8","","","","1"
"Permanent","1987","35-65 y.","Lower Saxony","27","","","","1"
"Permanent","1987","35-65 y.","Bremen","3","","","","1"
"Permanent","1987","35-65 y.","North Rhine-Westphalia","71","0.899909980768985","0.834144497148342","0.965675464389628","1"
"Permanent","1987","35-65 y.","Hesse","25","","","","1"
"Permanent","1987","35-65 y.","Rhineland-Palatinate,Saarland","12","","","","1"
"Permanent","1987","35-65 y.","Baden-Württemberg","35","0.885471989862787","0.785527453206693","0.98541652651888","1"
"Permanent","1987","35-65 y.","Bavaria","37","0.854711892489612","0.748138607491849","0.961285177487374","1"
"Permanent","1987","35-65 y.","Berlin","19","","","","1"
"Permanent","1987","35-65 y.","Brandenburg","","","","","1"
"Permanent","1987","35-65 y.","Mecklenburg-Western Pomerania","","","","","1"
"Permanent","1987","35-65 y.","Saxony","","","","","1"
"Permanent","1987","35-65 y.","Saxony-Anhalt","","","","","1"
"Permanent","1987","35-65 y.","Thuringia","","","","","1"
"Permanent","1987","66 and older","Schleswig-Holstein","","","","","1"
"Permanent","1987","66 and older","Hamburg","","","","","1"
"Permanent","1987","66 and older","Lower Saxony","","","","","1"
"Permanent","1987","66 and older","Bremen","","","","","1"
"Permanent","1987","66 and older","North Rhine-Westphalia","","","","","1"
"Permanent","1987","66 and older","Hesse","","","","","1"
"Permanent","1987","66 and older","Rhineland-Palatinate,Saarland","","","","","1"
"Permanent","1987","66 and older","Baden-Württemberg","","","","","1"
"Permanent","1987","66 and older","Bavaria","","","","","1"
"Permanent","1987","66 and older","Berlin","","","","","1"
"Permanent","1987","66 and older","Brandenburg","","","","","1"
"Permanent","1987","66 and older","Mecklenburg-Western Pomerania","","","","","1"
"Permanent","1987","66 and older","Saxony","","","","","1"
"Permanent","1987","66 and older","Saxony-Anhalt","","","","","1"
"Permanent","1987","66 and older","Thuringia","","","","","1"
"Limited","1988","16-34 y.","Saxony-Anhalt","","","","","2"
"Limited","1988","35-65 y.","Bremen","1","","","","2"
"Limited","1988","16-34 y.","Thuringia","","","","","2"
"Limited","1988","35-65 y.","Hamburg","2","","","","2"
"Limited","1988","16-34 y.","Schleswig-Holstein","24","","","","2"
"Limited","1988","16-34 y.","Hamburg","8","","","","2"
"Limited","1988","16-34 y.","Lower Saxony","66","0.271542215223442","0.214557151922886","0.328527278523998","2"
"Limited","1988","16-34 y.","Bremen","8","","","","2"
"Limited","1988","16-34 y.","North Rhine-Westphalia","143","0.225028664463286","0.191642033557976","0.258415295368595","2"
"Limited","1988","16-34 y.","Baden-Württemberg","84","0.1648718056495","0.132411993470297","0.197331617828704","2"
"Limited","1988","16-34 y.","Bavaria","95","0.190298258263621","0.152712698469341","0.227883818057901","2"
"Limited","1988","16-34 y.","Berlin","23","","","","2"
"Limited","1988","16-34 y.","Brandenburg","","","","","2"
"Limited","1988","16-34 y.","Mecklenburg-Western Pomerania","","","","","2"
"Limited","1988","16-34 y.","Saxony","","","","","2"
"Limited","1988","35-65 y.","Schleswig-Holstein","9","","","","2"
"Limited","1988","35-65 y.","Lower Saxony","13","","","","2"
"Limited","1988","35-65 y.","North Rhine-Westphalia","33","0.0381405635734936","0.0246382651600296","0.0516428619869576","2"
"Limited","1988","35-65 y.","Hesse","8","","","","2"
"Limited","1988","35-65 y.","Rhineland-Palatinate,Saarland","10","","","","2"
"Limited","1988","35-65 y.","Baden-Württemberg","13","","","","2"
"Limited","1988","16-34 y.","Hesse","50","0.187669737709148","0.137642836535547","0.237696638882749","2"
"Limited","1988","16-34 y.","Rhineland-Palatinate,Saarland","40","0.227730420111519","0.165239052796967","0.290221787426072","2"
"Limited","1988","35-65 y.","Bavaria","17","","","","2"
"Limited","1988","35-65 y.","Berlin","3","","","","2"
"Limited","1988","35-65 y.","Brandenburg","","","","","2"
"Limited","1988","35-65 y.","Mecklenburg-Western Pomerania","","","","","2"
"Limited","1988","35-65 y.","Saxony","","","","","2"
"Limited","1988","35-65 y.","Saxony-Anhalt","","","","","2"
"Limited","1988","35-65 y.","Thuringia","","","","","2"
"Limited","1988","66 and older","Schleswig-Holstein","","","","","2"
"Limited","1988","66 and older","Hamburg","","","","","2"
"Limited","1988","66 and older","Lower Saxony","1","","","","2"
"Limited","1988","66 and older","Rhineland-Palatinate,Saarland","","","","","2"
"Limited","1988","66 and older","Bremen","","","","","2"
"Limited","1988","66 and older","North Rhine-Westphalia","","","","","2"
"Limited","1988","66 and older","Hesse","","","","","2"
"Limited","1988","66 and older","Baden-Württemberg","1","","","","2"
"Limited","1988","66 and older","Bavaria","1","","","","2"
"Limited","1988","66 and older","Berlin","","","","","2"
"Limited","1988","66 and older","Brandenburg","","","","","2"
"Limited","1988","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"Limited","1988","66 and older","Saxony","","","","","2"
"Limited","1988","66 and older","Saxony-Anhalt","","","","","2"
"Limited","1988","66 and older","Thuringia","","","","","2"
"Permanent","1988","35-65 y.","Lower Saxony","282","0.948225022044815","0.922940616350513","0.973509427739116","1"
"Permanent","1988","35-65 y.","Bremen","21","","","","1"
"Permanent","1988","35-65 y.","North Rhine-Westphalia","740","0.961859436426506","0.948357138013042","0.97536173483997","1"
"Permanent","1988","35-65 y.","Hesse","287","0.970654971873396","0.951395836325067","0.989914107421725","1"
"Permanent","1988","35-65 y.","Rhineland-Palatinate,Saarland","168","0.947265613937019","0.914431830959582","0.980099396914456","1"
"Permanent","1988","35-65 y.","Baden-Württemberg","584","0.978703135506929","0.967122183839926","0.990284087173931","1"
"Permanent","1988","35-65 y.","Bavaria","472","0.956382116867716","0.938279486778028","0.974484746957404","1"
"Permanent","1988","35-65 y.","Berlin","111","0.970986418019997","0.940175622077666","1.00179721396233","1"
"Permanent","1988","35-65 y.","Brandenburg","","","","","1"
"Permanent","1988","35-65 y.","Mecklenburg-Western Pomerania","","","","","1"
"Permanent","1988","35-65 y.","Saxony","","","","","1"
"Permanent","1988","35-65 y.","Saxony-Anhalt","","","","","1"
"Permanent","1988","35-65 y.","Thuringia","","","","","1"
"Permanent","1988","16-34 y.","Schleswig-Holstein","44","0.697866733853509","0.588727938508048","0.807005529198969","1"
"Permanent","1988","16-34 y.","Hamburg","25","","","","1"
"Permanent","1988","16-34 y.","Lower Saxony","168","0.728457784776558","0.671472721476002","0.785442848077114","1"
"Permanent","1988","16-34 y.","Bremen","14","","","","1"
"Permanent","1988","16-34 y.","North Rhine-Westphalia","458","0.774971335536714","0.741584704631405","0.808357966442024","1"
"Permanent","1988","16-34 y.","Hesse","184","0.812330262290852","0.762303361117251","0.862357163464453","1"
"Permanent","1988","16-34 y.","Rhineland-Palatinate,Saarland","133","0.772269579888481","0.709778212573928","0.834760947203033","1"
"Permanent","1988","16-34 y.","Baden-Württemberg","418","0.8351281943505","0.802668382171296","0.867588006529703","1"
"Permanent","1988","16-34 y.","Bavaria","324","0.809701741736379","0.772116181942099","0.847287301530659","1"
"Permanent","1988","16-34 y.","Berlin","60","0.808643530154269","0.724016484826607","0.893270575481932","1"
"Permanent","1988","16-34 y.","Brandenburg","","","","","1"
"Permanent","1988","16-34 y.","Mecklenburg-Western Pomerania","","","","","1"
"Permanent","1988","16-34 y.","Saxony","","","","","1"
"Permanent","1988","16-34 y.","Saxony-Anhalt","","","","","1"
"Permanent","1988","16-34 y.","Thuringia","","","","","1"
"Permanent","1988","35-65 y.","Schleswig-Holstein","89","0.90854755521877","0.851477729648688","0.965617380788852","1"
"Permanent","1988","35-65 y.","Hamburg","72","0.960777961741491","0.916548787925754","1.00500713555723","1"
"Permanent","1988","66 and older","Schleswig-Holstein","","","","","1"
"Permanent","1988","66 and older","Hamburg","1","","","","1"
"Permanent","1988","66 and older","Lower Saxony","","","","","1"
"Permanent","1988","66 and older","Bremen","","","","","1"
"Permanent","1988","66 and older","North Rhine-Westphalia","5","","","","1"
"Permanent","1988","66 and older","Hesse","","","","","1"
"Permanent","1988","66 and older","Rhineland-Palatinate,Saarland","","","","","1"
"Permanent","1988","66 and older","Baden-Württemberg","1","","","","1"
"Permanent","1988","66 and older","Bavaria","3","","","","1"
"Permanent","1988","66 and older","Berlin","","","","","1"
"Permanent","1988","66 and older","Brandenburg","","","","","1"
"Permanent","1988","66 and older","Mecklenburg-Western Pomerania","","","","","1"
"Permanent","1988","66 and older","Saxony","","","","","1"
"Permanent","1988","66 and older","Saxony-Anhalt","","","","","1"
"Permanent","1988","66 and older","Thuringia","","","","","1"
"Limited","1989","16-34 y.","Schleswig-Holstein","7","","","","2"
"Limited","1989","16-34 y.","Hamburg","3","","","","2"
"Limited","1989","16-34 y.","Lower Saxony","24","","","","2"
"Limited","1989","16-34 y.","Bremen","1","","","","2"
"Limited","1989","16-34 y.","North Rhine-Westphalia","67","0.337763314711628","0.268088741925624","0.407437887497631","2"
"Limited","1989","16-34 y.","Saxony-Anhalt","","","","","2"
"Limited","1989","16-34 y.","Thuringia","","","","","2"
"Limited","1989","35-65 y.","Hamburg","1","","","","2"
"Limited","1989","35-65 y.","Bremen","","","","","2"
"Limited","1989","16-34 y.","Hesse","13","","","","2"
"Limited","1989","16-34 y.","Rhineland-Palatinate,Saarland","18","","","","2"
"Limited","1989","16-34 y.","Baden-Württemberg","39","0.242604243656162","0.169199677941741","0.316008809370582","2"
"Limited","1989","16-34 y.","Bavaria","30","0.231475053964635","0.154388212316722","0.308561895612548","2"
"Limited","1989","16-34 y.","Berlin","6","","","","2"
"Limited","1989","16-34 y.","Brandenburg","","","","","2"
"Limited","1989","16-34 y.","Mecklenburg-Western Pomerania","","","","","2"
"Limited","1989","16-34 y.","Saxony","","","","","2"
"Limited","1989","35-65 y.","Schleswig-Holstein","5","","","","2"
"Limited","1989","35-65 y.","Lower Saxony","3","","","","2"
"Limited","1989","35-65 y.","North Rhine-Westphalia","10","","","","2"
"Limited","1989","35-65 y.","Hesse","5","","","","2"
"Limited","1989","35-65 y.","Rhineland-Palatinate,Saarland","2","","","","2"
"Limited","1989","35-65 y.","Baden-Württemberg","11","","","","2"
"Limited","1989","35-65 y.","Bavaria","4","","","","2"
"Limited","1989","35-65 y.","Berlin","4","","","","2"
"Limited","1989","35-65 y.","Brandenburg","","","","","2"
"Limited","1989","35-65 y.","Mecklenburg-Western Pomerania","","","","","2"
"Limited","1989","35-65 y.","Saxony","","","","","2"
"Limited","1989","35-65 y.","Saxony-Anhalt","","","","","2"
"Limited","1989","35-65 y.","Thuringia","","","","","2"
"Limited","1989","66 and older","Schleswig-Holstein","","","","","2"
"Limited","1989","66 and older","Hamburg","","","","","2"
"Limited","1989","66 and older","Lower Saxony","","","","","2"
"Limited","1989","66 and older","Rhineland-Palatinate,Saarland","","","","","2"
"Limited","1989","66 and older","Bremen","","","","","2"
"Limited","1989","66 and older","North Rhine-Westphalia","","","","","2"
