"plb0037_h","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Permanent","1985","16-34 y.","no migration background","1336","0.761654585863856","0.741652198741425","0.781656972986288"
"Permanent","1985","16-34 y.","direct migration background","538","0.795862345072891","0.765319072248385","0.826405617897397"
"Permanent","1985","16-34 y.","indirect migration background","34","0.7292416754871","0.609612583786129","0.848870767188071"
"Permanent","1985","35-65 y.","no migration background","2051","0.963814718304586","0.95588942362366","0.971740012985511"
"Permanent","1985","35-65 y.","direct migration background","1094","0.946543818590937","0.93350331678199","0.959584320399885"
"Permanent","1985","35-65 y.","indirect migration background","8","","",""
"Permanent","1985","66 and older","no migration background","13","","",""
"Permanent","1985","66 and older","direct migration background","1","","",""
"Permanent","1985","66 and older","indirect migration background","","","",""
"Limited","1985","16-34 y.","no migration background","407","0.238345414136144","0.218343027013712","0.258347801258575"
"Limited","1985","16-34 y.","direct migration background","131","0.204137654927109","0.173594382102603","0.234680927751615"
"Limited","1985","16-34 y.","indirect migration background","19","","",""
"Limited","1985","35-65 y.","no migration background","82","0.0361852816954142","0.0282599870144888","0.0441105763763397"
"Limited","1985","35-65 y.","direct migration background","49","0.0534561814090626","0.0404156796001153","0.0664966832180099"
"Limited","1985","35-65 y.","indirect migration background","","","",""
"Limited","1985","66 and older","no migration background","","","",""
"Limited","1985","66 and older","direct migration background","","","",""
"Limited","1985","66 and older","indirect migration background","","","",""
"Permanent","1986","16-34 y.","no migration background","328","0.662095836201231","0.619956992895376","0.704234679507085"
"Permanent","1986","16-34 y.","direct migration background","98","0.783022471272117","0.714251835411174","0.851793107133061"
"Permanent","1986","16-34 y.","indirect migration background","11","","",""
"Permanent","1986","35-65 y.","no migration background","149","0.932121238795974","0.89314577826986","0.971096699322089"
"Permanent","1986","35-65 y.","direct migration background","37","0.898868475803744","0.806579991419734","0.991156960187753"
"Permanent","1986","35-65 y.","indirect migration background","1","","",""
"Permanent","1986","66 and older","no migration background","","","",""
"Permanent","1986","66 and older","direct migration background","","","",""
"Permanent","1986","66 and older","indirect migration background","","","",""
"Limited","1986","16-34 y.","no migration background","156","0.337904163798769","0.295765320492915","0.380043007104624"
"Limited","1986","16-34 y.","direct migration background","40","0.216977528727883","0.148206892866939","0.285748164588826"
"Limited","1986","16-34 y.","indirect migration background","7","","",""
"Limited","1986","35-65 y.","no migration background","11","","",""
"Limited","1986","35-65 y.","direct migration background","4","","",""
"Limited","1986","35-65 y.","indirect migration background","","","",""
"Limited","1986","66 and older","no migration background","","","",""
"Limited","1986","66 and older","direct migration background","","","",""
"Limited","1986","66 and older","indirect migration background","","","",""
"Permanent","1987","16-34 y.","no migration background","404","0.669070790328258","0.632032082035079","0.706109498621437"
"Permanent","1987","16-34 y.","direct migration background","134","0.650285768028259","0.585787623419744","0.714783912636775"
"Permanent","1987","16-34 y.","indirect migration background","17","","",""
"Permanent","1987","35-65 y.","no migration background","195","0.879955656734843","0.837008146252421","0.922903167217266"
"Permanent","1987","35-65 y.","direct migration background","53","0.767783044447803","0.663516726227478","0.872049362668128"
"Permanent","1987","35-65 y.","indirect migration background","","","",""
"Permanent","1987","66 and older","no migration background","","","",""
"Permanent","1987","66 and older","direct migration background","","","",""
"Permanent","1987","66 and older","indirect migration background","","","",""
"Limited","1987","16-34 y.","no migration background","216","0.330929209671742","0.293890501378563","0.367967917964921"
"Limited","1987","16-34 y.","direct migration background","76","0.349714231971741","0.285216087363225","0.414212376580256"
"Limited","1987","16-34 y.","indirect migration background","10","","",""
"Limited","1987","35-65 y.","no migration background","25","","",""
"Limited","1987","35-65 y.","direct migration background","10","","",""
"Limited","1987","35-65 y.","indirect migration background","","","",""
"Limited","1987","66 and older","no migration background","","","",""
"Limited","1987","66 and older","direct migration background","","","",""
"Limited","1987","66 and older","indirect migration background","","","",""
"Permanent","1988","16-34 y.","no migration background","1260","0.785071508948154","0.765172779167138","0.80497023872917"
"Permanent","1988","16-34 y.","direct migration background","513","0.835908091847468","0.807124672797781","0.864691510897155"
"Permanent","1988","16-34 y.","indirect migration background","55","0.63042695080123","0.53387078616352","0.726983115438941"
"Permanent","1988","35-65 y.","no migration background","1877","0.961690808008082","0.953169399214951","0.970212216801214"
"Permanent","1988","35-65 y.","direct migration background","935","0.943342454094873","0.928808675894993","0.957876232294754"
"Permanent","1988","35-65 y.","indirect migration background","14","","",""
"Permanent","1988","66 and older","no migration background","9","","",""
"Permanent","1988","66 and older","direct migration background","1","","",""
"Permanent","1988","66 and older","indirect migration background","","","",""
"Limited","1988","16-34 y.","no migration background","377","0.214928491051846","0.19502976127083","0.234827220832861"
"Limited","1988","16-34 y.","direct migration background","123","0.164091908152532","0.135308489102845","0.192875327202219"
"Limited","1988","16-34 y.","indirect migration background","41","0.36957304919877","0.273016884561059","0.46612921383648"
"Limited","1988","35-65 y.","no migration background","72","0.0383091919919177","0.0297877831987861","0.0468306007850493"
"Limited","1988","35-65 y.","direct migration background","37","0.0566575459051266","0.0421237677052462","0.0711913241050069"
"Limited","1988","35-65 y.","indirect migration background","","","",""
"Limited","1988","66 and older","no migration background","3","","",""
