"plb0037_h","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Limited","1990","vocational + Abi","East Germany","","","",""
"Limited","1990","higher vocational","West Germany","5","","",""
"Limited","1990","higher vocational","East Germany","","","",""
"Limited","1990","higher education","West Germany","21","","",""
"Limited","1990","higher education","East Germany","","","",""
"Permanent","1991","in school","West Germany","1","","",""
"Permanent","1991","in school","East Germany","","","",""
"Permanent","1991","inadequately","West Germany","40","0.773830326097645","0.659014154524732","0.888646497670558"
"Permanent","1991","inadequately","East Germany","","","",""
"Permanent","1991","general elemantary","West Germany","153","0.661588710961399","0.59989934088999","0.723278081032808"
"Permanent","1991","general elemantary","East Germany","15","","",""
"Permanent","1991","middle vocational","West Germany","371","0.822765954599765","0.787755179753441","0.857776729446089"
"Permanent","1991","middle vocational","East Germany","297","0.78406374360564","0.742362331658016","0.825765155553263"
"Permanent","1991","vocational + Abi","West Germany","43","0.768035380801656","0.65846021136278","0.877610550240531"
"Permanent","1991","vocational + Abi","East Germany","12","","",""
"Permanent","1991","higher vocational","West Germany","40","0.933441551379607","0.859792541491248","1.00709056126797"
"Permanent","1991","higher vocational","East Germany","39","0.86405397680155","0.766070498437172","0.962037455165928"
"Permanent","1991","higher education","West Germany","65","0.701086984477506","0.6065100568775","0.795663912077512"
"Permanent","1991","higher education","East Germany","184","0.746718311802044","0.691583050457138","0.80185357314695"
"Limited","1991","in school","West Germany","","","",""
"Limited","1991","in school","East Germany","2","","",""
"Limited","1991","inadequately","West Germany","11","","",""
"Limited","1991","inadequately","East Germany","","","",""
"Limited","1991","general elemantary","West Germany","73","0.338411289038601","0.276721918967192","0.40010065911001"
"Limited","1991","general elemantary","East Germany","17","","",""
"Limited","1991","middle vocational","West Germany","86","0.177234045400235","0.142223270553911","0.212244820246559"
"Limited","1991","middle vocational","East Germany","77","0.21593625639436","0.174234844446737","0.257637668341984"
"Limited","1991","vocational + Abi","West Germany","14","","",""
"Limited","1991","vocational + Abi","East Germany","3","","",""
"Limited","1991","higher vocational","West Germany","4","","",""
"Limited","1991","higher vocational","East Germany","8","","",""
"Limited","1991","higher education","West Germany","25","","",""
"Limited","1991","higher education","East Germany","55","0.253281688197956","0.19814642685305","0.308416949542862"
"Permanent","1992","in school","West Germany","4","","",""
"Permanent","1992","in school","East Germany","","","",""
"Permanent","1992","inadequately","West Germany","28","","",""
"Permanent","1992","inadequately","East Germany","","","",""
"Permanent","1992","general elemantary","West Germany","148","0.731167119551675","0.671487000644591","0.79084723845876"
"Permanent","1992","general elemantary","East Germany","15","","",""
"Permanent","1992","middle vocational","West Germany","346","0.797684641287592","0.759356133874495","0.836013148700689"
"Permanent","1992","middle vocational","East Germany","299","0.6991634835882","0.655302527917462","0.743024439258938"
"Permanent","1992","vocational + Abi","West Germany","31","0.814427162081457","0.695429208716753","0.93342511544616"
"Permanent","1992","vocational + Abi","East Germany","6","","",""
"Permanent","1992","higher vocational","West Germany","48","0.905048853035143","0.826127181485072","0.983970524585214"
"Permanent","1992","higher vocational","East Germany","27","","",""
"Permanent","1992","higher education","West Germany","71","0.725992253424401","0.633330502658112","0.818654004190689"
"Permanent","1992","higher education","East Germany","172","0.754944224519511","0.699113846006234","0.810774603032787"
"Limited","1992","in school","West Germany","","","",""
"Limited","1992","in school","East Germany","","","",""
"Limited","1992","inadequately","West Germany","3","","",""
"Limited","1992","inadequately","East Germany","1","","",""
"Limited","1992","general elemantary","West Germany","64","0.268832880448325","0.20915276154124","0.328512999355409"
"Limited","1992","general elemantary","East Germany","17","","",""
"Limited","1992","middle vocational","West Germany","76","0.202315358712408","0.163986851299311","0.240643866125505"
"Limited","1992","middle vocational","East Germany","121","0.3008365164118","0.256975560741062","0.344697472082537"
"Limited","1992","vocational + Abi","West Germany","10","","",""
"Limited","1992","vocational + Abi","East Germany","3","","",""
"Limited","1992","higher vocational","West Germany","5","","",""
"Limited","1992","higher vocational","East Germany","11","","",""
"Limited","1992","higher education","West Germany","18","","",""
"Limited","1992","higher education","East Germany","56","0.245055775480489","0.189225396967212","0.300886153993766"
"Permanent","1993","in school","West Germany","","","",""
"Permanent","1993","in school","East Germany","1","","",""
"Permanent","1993","inadequately","West Germany","16","","",""
"Permanent","1993","inadequately","East Germany","","","",""
"Permanent","1993","general elemantary","West Germany","124","0.69168225471371","0.623262479299537","0.760102030127882"
"Permanent","1993","general elemantary","East Germany","19","","",""
"Permanent","1993","middle vocational","West Germany","322","0.790975617938333","0.751128389672812","0.830822846203854"
"Permanent","1993","middle vocational","East Germany","235","0.77115769651345","0.724469440620967","0.817845952405932"
"Permanent","1993","vocational + Abi","West Germany","36","0.85102749383434","0.744603703942141","0.95745128372654"
"Permanent","1993","vocational + Abi","East Germany","11","","",""
"Permanent","1993","higher vocational","West Germany","45","0.937327160852446","0.869463804268197","1.00519051743669"
"Permanent","1993","higher vocational","East Germany","23","","",""
"Permanent","1993","higher education","West Germany","73","0.696253013590437","0.607007264736983","0.785498762443891"
"Permanent","1993","higher education","East Germany","131","0.824162958664656","0.765542081403078","0.882783835926234"
"Limited","1993","in school","West Germany","","","",""
"Limited","1993","in school","East Germany","","","",""
"Limited","1993","inadequately","West Germany","7","","",""
"Limited","1993","inadequately","East Germany","1","","",""
"Limited","1993","general elemantary","West Germany","51","0.30831774528629","0.239897969872117","0.376737520700463"
"Limited","1993","general elemantary","East Germany","17","","",""
"Limited","1993","middle vocational","West Germany","78","0.209024382061667","0.169177153796146","0.248871610327188"
"Limited","1993","middle vocational","East Germany","76","0.22884230348655","0.182154047594068","0.275530559379033"
"Limited","1993","vocational + Abi","West Germany","7","","",""
"Limited","1993","vocational + Abi","East Germany","1","","",""
"Limited","1993","higher vocational","West Germany","4","","",""
"Limited","1993","higher vocational","East Germany","6","","",""
"Limited","1993","higher education","West Germany","29","","",""
"Limited","1993","higher education","East Germany","31","0.175837041335344","0.117216164073766","0.234457918596921"
"Permanent","1994","in school","West Germany","2","","",""
"Permanent","1994","in school","East Germany","1","","",""
"Permanent","1994","inadequately","West Germany","16","","",""
"Permanent","1994","inadequately","East Germany","1","","",""
"Permanent","1994","general elemantary","West Germany","74","0.457629313761482","0.37389881866718","0.541359808855783"
"Permanent","1994","general elemantary","East Germany","21","","",""
"Permanent","1994","middle vocational","West Germany","293","0.751060716806486","0.708365008656315","0.793756424956658"
"Permanent","1994","middle vocational","East Germany","172","0.704095245640987","0.647739331594418","0.760451159687555"
"Permanent","1994","vocational + Abi","West Germany","37","0.621722449179495","0.488625971642301","0.754818926716688"
"Permanent","1994","vocational + Abi","East Germany","5","","",""
"Permanent","1994","higher vocational","West Germany","37","0.876159220986981","0.779917099044152","0.97240134292981"
"Permanent","1994","higher vocational","East Germany","26","","",""
"Permanent","1994","higher education","West Germany","66","0.682943927643935","0.59307903904384","0.77280881624403"
"Permanent","1994","higher education","East Germany","60","0.756171960221005","0.666458240641078","0.845885679800931"
"Limited","1994","in school","West Germany","","","",""
"Limited","1994","in school","East Germany","3","","",""
"Limited","1994","inadequately","West Germany","9","","",""
"Limited","1994","inadequately","East Germany","1","","",""
"Limited","1994","general elemantary","West Germany","62","0.542370686238518","0.458640191144217","0.62610118133282"
"Limited","1994","general elemantary","East Germany","41","0.658162002014487","0.540094923489346","0.776229080539628"
"Limited","1994","middle vocational","West Germany","101","0.248939283193513","0.206243575043342","0.291634991343685"
"Limited","1994","middle vocational","East Germany","80","0.295904754359013","0.239548840312445","0.352260668405582"
"Limited","1994","vocational + Abi","West Germany","14","","",""
"Limited","1994","vocational + Abi","East Germany","4","","",""
"Limited","1994","higher vocational","West Germany","8","","",""
"Limited","1994","higher vocational","East Germany","6","","",""
"Limited","1994","higher education","West Germany","37","0.317056072356065","0.22719118375597","0.40692096095616"
"Limited","1994","higher education","East Germany","28","","",""
"Permanent","1995","in school","West Germany","3","","",""
"Permanent","1995","in school","East Germany","2","","",""
"Permanent","1995","inadequately","West Germany","204","0.887782885676007","0.846448925714827","0.929116845637186"
"Permanent","1995","inadequately","East Germany","1","","",""
"Permanent","1995","general elemantary","West Germany","755","0.780134340990719","0.753756666763","0.806512015218437"
"Permanent","1995","general elemantary","East Germany","49","0.344152236156979","0.266284617876267","0.42201985443769"
"Permanent","1995","middle vocational","West Germany","2455","0.918276442208536","0.907901082588472","0.9286518018286"
"Permanent","1995","middle vocational","East Germany","972","0.838324456177001","0.816972224538347","0.859676687815654"
"Permanent","1995","vocational + Abi","West Germany","215","0.865190924176398","0.821802372275398","0.908579476077397"
"Permanent","1995","vocational + Abi","East Germany","35","0.736456305939159","0.603219794492657","0.869692817385661"
"Permanent","1995","higher vocational","West Germany","313","0.978562331021777","0.962742451110092","0.994382210933461"
"Permanent","1995","higher vocational","East Germany","119","0.953197190321944","0.91646273793302","0.989931642710869"
"Permanent","1995","higher education","West Germany","554","0.872300169297434","0.846381869205503","0.898218469389364"
"Permanent","1995","higher education","East Germany","499","0.88364246420464","0.85698945545297","0.910295472956309"
"Limited","1995","in school","West Germany","","","",""
"Limited","1995","in school","East Germany","5","","",""
"Limited","1995","inadequately","West Germany","20","","",""
"Limited","1995","inadequately","East Germany","3","","",""
"Limited","1995","general elemantary","West Germany","192","0.219865659009281","0.193487984781563","0.246243333237"
"Limited","1995","general elemantary","East Germany","94","0.655847763843021","0.57798014556231","0.733715382123733"
"Limited","1995","middle vocational","West Germany","223","0.0817235577914636","0.0713481981713996","0.0920989174115277"
"Limited","1995","middle vocational","East Germany","170","0.161675543823","0.140323312184346","0.183027775461653"
"Limited","1995","vocational + Abi","West Germany","23","","",""
"Limited","1995","vocational + Abi","East Germany","7","","",""
"Limited","1995","higher vocational","West Germany","9","","",""
"Limited","1995","higher vocational","East Germany","8","","",""
"Limited","1995","higher education","West Germany","83","0.127699830702566","0.101781530610636","0.153618130794497"
"Limited","1995","higher education","East Germany","57","0.11635753579536","0.0897045270436908","0.14301054454703"
"Permanent","1996","in school","West Germany","6","","",""
"Permanent","1996","in school","East Germany","","","",""
"Permanent","1996","inadequately","West Germany","185","0.828081752259195","0.775920542224594","0.880242962293797"
"Permanent","1996","inadequately","East Germany","1","","",""
"Permanent","1996","general elemantary","West Germany","677","0.76745674054851","0.739368985245553","0.795544495851468"
"Permanent","1996","general elemantary","East Germany","50","0.368003270413033","0.289235219425669","0.446771321400397"
"Permanent","1996","middle vocational","West Germany","2438","0.922971557745413","0.912810124476343","0.933132991014483"
"Permanent","1996","middle vocational","East Germany","936","0.860307030318732","0.839641371505551","0.880972689131913"
"Permanent","1996","vocational + Abi","West Germany","214","0.883439142263751","0.84267068301875","0.924207601508753"
"Permanent","1996","vocational + Abi","East Germany","41","0.86138942822335","0.76464009130691","0.958138765139791"
"Permanent","1996","higher vocational","West Germany","314","0.954871560194549","0.932406436817936","0.977336683571161"
"Permanent","1996","higher vocational","East Germany","119","0.955780583376574","0.919884387643444","0.991676779109705"
"Permanent","1996","higher education","West Germany","554","0.885460032383843","0.860392288104886","0.910527776662799"
"Permanent","1996","higher education","East Germany","490","0.894279047232293","0.868393013685141","0.920165080779445"
"Limited","1996","in school","West Germany","","","",""
"Limited","1996","in school","East Germany","5","","",""
"Limited","1996","inadequately","West Germany","16","","",""
"Limited","1996","inadequately","East Germany","4","","",""
"Limited","1996","general elemantary","West Germany","192","0.23254325945149","0.204455504148532","0.260631014754447"
"Limited","1996","general elemantary","East Germany","94","0.631996729586967","0.553228678599603","0.710764780574332"
"Limited","1996","middle vocational","West Germany","207","0.0770284422545875","0.0668670089855175","0.0871898755236574"
"Limited","1996","middle vocational","East Germany","145","0.139692969681268","0.119027310868087","0.160358628494449"
"Limited","1996","vocational + Abi","West Germany","24","","",""
"Limited","1996","vocational + Abi","East Germany","8","","",""
"Limited","1996","higher vocational","West Germany","14","","",""
"Limited","1996","higher vocational","East Germany","7","","",""
"Limited","1996","higher education","West Germany","66","0.114539967616157","0.089472223337201","0.139607711895114"
"Limited","1996","higher education","East Germany","52","0.105720952767707","0.0798349192205545","0.131606986314859"
"Permanent","1997","in school","West Germany","5","","",""
"Permanent","1997","in school","East Germany","","","",""
"Permanent","1997","inadequately","West Germany","165","0.902004291087492","0.858450154692811","0.945558427482174"
"Permanent","1997","inadequately","East Germany","1","","",""
"Permanent","1997","general elemantary","West Germany","610","0.717555063804351","0.687019962403396","0.748090165205306"
"Permanent","1997","general elemantary","East Germany","35","0.329047787542958","0.249492147514207","0.40860342757171"
"Permanent","1997","middle vocational","West Germany","2302","0.912677792865018","0.901670853755905","0.923684731974132"
"Permanent","1997","middle vocational","East Germany","885","0.859940255528826","0.838673507828755","0.881207003228896"
"Permanent","1997","vocational + Abi","West Germany","207","0.861372544130808","0.817378482702435","0.90536660555918"
"Permanent","1997","vocational + Abi","East Germany","43","0.937699258848188","0.867852289293318","1.00754622840306"
"Permanent","1997","higher vocational","West Germany","311","0.959487572768743","0.938019681105623","0.980955464431864"
"Permanent","1997","higher vocational","East Germany","113","0.936467790364146","0.893185366071226","0.979750214657067"
"Permanent","1997","higher education","West Germany","558","0.85919683188646","0.832312753600584","0.886080910172336"
"Permanent","1997","higher education","East Germany","476","0.882006224503238","0.854644539656795","0.909367909349681"
"Limited","1997","in school","West Germany","3","","",""
"Limited","1997","in school","East Germany","4","","",""
"Limited","1997","inadequately","West Germany","14","","",""
"Limited","1997","inadequately","East Germany","4","","",""
"Limited","1997","general elemantary","West Germany","225","0.282444936195649","0.251909834794694","0.312980037596604"
"Limited","1997","general elemantary","East Germany","99","0.670952212457042","0.591396572428291","0.750507852485793"
"Limited","1997","middle vocational","West Germany","225","0.0873222071349815","0.0763152680258682","0.0983291462440948"
"Limited","1997","middle vocational","East Germany","138","0.140059744471174","0.118792996771104","0.161326492171245"
"Limited","1997","vocational + Abi","West Germany","30","0.138627455869192","0.0946333944408195","0.182621517297565"
"Limited","1997","vocational + Abi","East Germany","3","","",""
"Limited","1997","higher vocational","West Germany","13","","",""
"Limited","1997","higher vocational","East Germany","9","","",""
"Limited","1997","higher education","West Germany","85","0.14080316811354","0.113919089827664","0.167687246399416"
"Limited","1997","higher education","East Germany","58","0.117993775496762","0.0906320906503192","0.145355460343205"
"Permanent","1998","in school","West Germany","9","","",""
"Permanent","1998","in school","East Germany","3","","",""
"Permanent","1998","inadequately","West Germany","156","0.892153381635724","0.846064465414217","0.938242297857231"
"Permanent","1998","inadequately","East Germany","1","","",""
"Permanent","1998","general elemantary","West Germany","633","0.728804372349034","0.699177427865386","0.758431316832682"
"Permanent","1998","general elemantary","East Germany","40","0.323491433302225","0.24912202273813","0.39786084386632"
"Permanent","1998","middle vocational","West Germany","2499","0.906757802372885","0.895898097469093","0.917617507276677"
"Permanent","1998","middle vocational","East Germany","936","0.872031726803398","0.852025248225701","0.892038205381094"
"Permanent","1998","vocational + Abi","West Germany","251","0.883702891608315","0.846153174309431","0.9212526089072"
"Permanent","1998","vocational + Abi","East Germany","41","0.897961287596849","0.808521029321367","0.98740154587233"
"Permanent","1998","higher vocational","West Germany","351","0.945279351541452","0.922105248573051","0.968453454509852"
"Permanent","1998","higher vocational","East Germany","113","0.849529423956939","0.787591290892383","0.911467557021495"
"Permanent","1998","higher education","West Germany","655","0.877349162770503","0.853777885594465","0.900920439946541"
"Permanent","1998","higher education","East Germany","480","0.887863325864073","0.860898221019818","0.914828430708329"
"Limited","1998","in school","West Germany","1","","",""
"Limited","1998","in school","East Germany","1","","",""
"Limited","1998","inadequately","West Germany","18","","",""
"Limited","1998","inadequately","East Germany","5","","",""
"Limited","1998","general elemantary","West Germany","232","0.271195627650966","0.241568683167318","0.300822572134614"
"Limited","1998","general elemantary","East Germany","112","0.676508566697775","0.60213915613368","0.75087797726187"
"Limited","1998","middle vocational","West Germany","255","0.0932421976271152","0.0823824927233231","0.104101902530907"
"Limited","1998","middle vocational","East Germany","135","0.127968273196602","0.107961794618906","0.147974751774299"
"Limited","1998","vocational + Abi","West Germany","29","","",""
"Limited","1998","vocational + Abi","East Germany","3","","",""
"Limited","1998","higher vocational","West Germany","19","","",""
"Limited","1998","higher vocational","East Germany","15","","",""
"Limited","1998","higher education","West Germany","89","0.122650837229497","0.0990795600534587","0.146222114405535"
"Limited","1998","higher education","East Germany","46","0.112136674135927","0.0851715692916711","0.139101778980182"
"Permanent","1999","in school","West Germany","21","","",""
"Permanent","1999","in school","East Germany","1","","",""
"Permanent","1999","inadequately","West Germany","154","0.813776376040348","0.755257826054903","0.872294926025794"
"Permanent","1999","inadequately","East Germany","2","","",""
"Permanent","1999","general elemantary","West Germany","617","0.713050182673021","0.682676928975016","0.743423436371026"
"Permanent","1999","general elemantary","East Germany","43","0.309645648735148","0.238228307660516","0.381062989809781"
"Permanent","1999","middle vocational","West Germany","2517","0.900610010312974","0.889520325188081","0.911699695437868"
"Permanent","1999","middle vocational","East Germany","908","0.846064898049649","0.824551653478854","0.867578142620444"
"Permanent","1999","vocational + Abi","West Germany","248","0.929910409165074","0.899626350110126","0.960194468220022"
"Permanent","1999","vocational + Abi","East Germany","46","0.819185033643785","0.715571055498248","0.922799011789322"
"Permanent","1999","higher vocational","West Germany","344","0.955670829375984","0.934409235976334","0.976932422775634"
"Permanent","1999","higher vocational","East Germany","117","0.89695513931371","0.84548039223944","0.94842988638798"
"Permanent","1999","higher education","West Germany","667","0.879592204096379","0.856485468524692","0.902698939668067"
"Permanent","1999","higher education","East Germany","465","0.874118499028486","0.845770570382082","0.90246642767489"
"Limited","1999","in school","West Germany","3","","",""
"Limited","1999","in school","East Germany","1","","",""
"Limited","1999","inadequately","West Germany","16","","",""
"Limited","1999","inadequately","East Germany","4","","",""
"Limited","1999","general elemantary","West Germany","235","0.286949817326979","0.256576563628974","0.317323071024984"
