"plb0037_h","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Permanent","1985","in school","West Germany","4","","",""
"Permanent","1985","in school","East Germany","","","",""
"Permanent","1985","inadequately","West Germany","420","0.915062304832326","0.88915968722716","0.940964922437492"
"Permanent","1985","inadequately","East Germany","","","",""
"Permanent","1985","general elemantary","West Germany","1051","0.73751409021331","0.714017629352745","0.761010551073874"
"Permanent","1985","general elemantary","East Germany","","","",""
"Permanent","1985","middle vocational","West Germany","2659","0.915655136474477","0.905561499205414","0.925748773743541"
"Permanent","1985","middle vocational","East Germany","","","",""
"Permanent","1985","vocational + Abi","West Germany","145","0.918278321845497","0.87556381942728","0.960992824263713"
"Permanent","1985","vocational + Abi","East Germany","","","",""
"Permanent","1985","higher vocational","West Germany","327","0.952250541286747","0.929684214575169","0.974816867998324"
"Permanent","1985","higher vocational","East Germany","","","",""
"Permanent","1985","higher education","West Germany","428","0.874503096446781","0.845436445242277","0.903569747651286"
"Permanent","1985","higher education","East Germany","","","",""
"Limited","1985","in school","West Germany","1","","",""
"Limited","1985","in school","East Germany","","","",""
"Limited","1985","inadequately","West Germany","25","","",""
"Limited","1985","inadequately","East Germany","","","",""
"Limited","1985","general elemantary","West Germany","296","0.262485909786691","0.238989448926126","0.285982370647255"
"Limited","1985","general elemantary","East Germany","","","",""
"Limited","1985","middle vocational","West Germany","253","0.0843448635255227","0.0742512262564589","0.0944385007945865"
"Limited","1985","middle vocational","East Germany","","","",""
"Limited","1985","vocational + Abi","West Germany","13","","",""
"Limited","1985","vocational + Abi","East Germany","","","",""
"Limited","1985","higher vocational","West Germany","16","","",""
"Limited","1985","higher vocational","East Germany","","","",""
"Limited","1985","higher education","West Germany","71","0.125496903553219","0.0964302523487144","0.154563554757723"
"Limited","1985","higher education","East Germany","","","",""
"Permanent","1986","in school","West Germany","","","",""
"Permanent","1986","in school","East Germany","","","",""
"Permanent","1986","inadequately","West Germany","21","","",""
"Permanent","1986","inadequately","East Germany","","","",""
"Permanent","1986","general elemantary","West Germany","106","0.458075784393074","0.390527722324328","0.525623846461819"
"Permanent","1986","general elemantary","East Germany","","","",""
"Permanent","1986","middle vocational","West Germany","363","0.821798879361099","0.78575411998867","0.857843638733527"
"Permanent","1986","middle vocational","East Germany","","","",""
"Permanent","1986","vocational + Abi","West Germany","28","","",""
"Permanent","1986","vocational + Abi","East Germany","","","",""
"Permanent","1986","higher vocational","West Germany","37","0.951660564085252","0.885192975824822","1.01812815234568"
"Permanent","1986","higher vocational","East Germany","","","",""
"Permanent","1986","higher education","West Germany","64","0.723777318787635","0.630883837117377","0.816670800457892"
"Permanent","1986","higher education","East Germany","","","",""
"Limited","1986","in school","West Germany","2","","",""
"Limited","1986","in school","East Germany","","","",""
"Limited","1986","inadequately","West Germany","9","","",""
"Limited","1986","inadequately","East Germany","","","",""
"Limited","1986","general elemantary","West Germany","103","0.541924215606926","0.474376153538181","0.609472277675672"
"Limited","1986","general elemantary","East Germany","","","",""
"Limited","1986","middle vocational","West Germany","70","0.178201120638901","0.142156361266473","0.21424588001133"
"Limited","1986","middle vocational","East Germany","","","",""
"Limited","1986","vocational + Abi","West Germany","3","","",""
"Limited","1986","vocational + Abi","East Germany","","","",""
"Limited","1986","higher vocational","West Germany","3","","",""
"Limited","1986","higher vocational","East Germany","","","",""
"Limited","1986","higher education","West Germany","25","","",""
"Limited","1986","higher education","East Germany","","","",""
"Permanent","1987","in school","West Germany","1","","",""
"Permanent","1987","in school","East Germany","","","",""
"Permanent","1987","inadequately","West Germany","34","0.773225704726826","0.652216270698611","0.89423513875504"
"Permanent","1987","inadequately","East Germany","","","",""
"Permanent","1987","general elemantary","West Germany","155","0.551989263540358","0.494254793025009","0.609723734055707"
"Permanent","1987","general elemantary","East Germany","","","",""
"Permanent","1987","middle vocational","West Germany","452","0.792223401692479","0.759061737431041","0.825385065953916"
"Permanent","1987","middle vocational","East Germany","","","",""
"Permanent","1987","vocational + Abi","West Germany","29","","",""
"Permanent","1987","vocational + Abi","East Germany","","","",""
"Permanent","1987","higher vocational","West Germany","53","0.807460218911538","0.712334724353104","0.902585713469973"
"Permanent","1987","higher vocational","East Germany","","","",""
"Permanent","1987","higher education","West Germany","73","0.728153617621083","0.64305417291374","0.813253062328426"
"Permanent","1987","higher education","East Germany","","","",""
"Limited","1987","in school","West Germany","2","","",""
"Limited","1987","in school","East Germany","","","",""
"Limited","1987","inadequately","West Germany","12","","",""
"Limited","1987","inadequately","East Germany","","","",""
"Limited","1987","general elemantary","West Germany","130","0.448010736459642","0.390276265944293","0.505745206974991"
"Limited","1987","general elemantary","East Germany","","","",""
"Limited","1987","middle vocational","West Germany","123","0.207776598307521","0.174614934046084","0.240938262568959"
"Limited","1987","middle vocational","East Germany","","","",""
"Limited","1987","vocational + Abi","West Germany","13","","",""
"Limited","1987","vocational + Abi","East Germany","","","",""
"Limited","1987","higher vocational","West Germany","13","","",""
"Limited","1987","higher vocational","East Germany","","","",""
"Limited","1987","higher education","West Germany","32","0.271846382378917","0.186746937671574","0.35694582708626"
"Limited","1987","higher education","East Germany","","","",""
"Permanent","1988","in school","West Germany","5","","",""
"Permanent","1988","in school","East Germany","","","",""
"Permanent","1988","inadequately","West Germany","315","0.834810024275803","0.795624630457229","0.873995418094377"
"Permanent","1988","inadequately","East Germany","","","",""
"Permanent","1988","general elemantary","West Germany","956","0.754399835962822","0.730518648527106","0.778281023398537"
"Permanent","1988","general elemantary","East Germany","","","",""
"Permanent","1988","middle vocational","West Germany","2490","0.927843610297997","0.918087421252661","0.937599799343333"
"Permanent","1988","middle vocational","East Germany","","","",""
"Permanent","1988","vocational + Abi","West Germany","139","0.860231262177995","0.806835939407743","0.913626584948246"
"Permanent","1988","vocational + Abi","East Germany","","","",""
"Permanent","1988","higher vocational","West Germany","286","0.950347548110141","0.925848105800205","0.974846990420078"
"Permanent","1988","higher vocational","East Germany","","","",""
"Permanent","1988","higher education","West Germany","424","0.895805060192806","0.868272437047149","0.923337683338463"
"Permanent","1988","higher education","East Germany","","","",""
"Limited","1988","in school","West Germany","1","","",""
"Limited","1988","in school","East Germany","","","",""
"Limited","1988","inadequately","West Germany","30","0.165189975724197","0.126004581905623","0.204375369542771"
"Limited","1988","inadequately","East Germany","","","",""
"Limited","1988","general elemantary","West Germany","292","0.245600164037178","0.221718976601463","0.269481351472894"
"Limited","1988","general elemantary","East Germany","","","",""
"Limited","1988","middle vocational","West Germany","212","0.0721563897020029","0.0624002006566666","0.0819125787473392"
"Limited","1988","middle vocational","East Germany","","","",""
"Limited","1988","vocational + Abi","West Germany","23","","",""
"Limited","1988","vocational + Abi","East Germany","","","",""
"Limited","1988","higher vocational","West Germany","16","","",""
"Limited","1988","higher vocational","East Germany","","","",""
"Limited","1988","higher education","West Germany","49","0.104194939807194","0.0766623166615369","0.131727562952851"
"Limited","1988","higher education","East Germany","","","",""
"Permanent","1989","in school","West Germany","6","","",""
"Permanent","1989","in school","East Germany","","","",""
"Permanent","1989","inadequately","West Germany","32","0.842519986489455","0.728200934258119","0.956839038720791"
"Permanent","1989","inadequately","East Germany","","","",""
"Permanent","1989","general elemantary","West Germany","134","0.56743924140192","0.50382514352777","0.631053339276071"
"Permanent","1989","general elemantary","East Germany","","","",""
"Permanent","1989","middle vocational","West Germany","312","0.7743940294131","0.734082492382032","0.814705566444169"
"Permanent","1989","middle vocational","East Germany","","","",""
"Permanent","1989","vocational + Abi","West Germany","37","0.865817751188633","0.76731917539331","0.964316326983955"
"Permanent","1989","vocational + Abi","East Germany","","","",""
"Permanent","1989","higher vocational","West Germany","48","0.877501614312806","0.790854143374183","0.964149085251429"
"Permanent","1989","higher vocational","East Germany","","","",""
"Permanent","1989","higher education","West Germany","66","0.809945963760187","0.727972492466535","0.891919435053838"
"Permanent","1989","higher education","East Germany","","","",""
"Limited","1989","in school","West Germany","","","",""
"Limited","1989","in school","East Germany","","","",""
"Limited","1989","inadequately","West Germany","7","","",""
"Limited","1989","inadequately","East Germany","","","",""
"Limited","1989","general elemantary","West Germany","99","0.43256075859808","0.368946660723929","0.49617485647223"
"Limited","1989","general elemantary","East Germany","","","",""
"Limited","1989","middle vocational","West Germany","101","0.2256059705869","0.185294433555831","0.265917507617968"
"Limited","1989","middle vocational","East Germany","","","",""
"Limited","1989","vocational + Abi","West Germany","9","","",""
"Limited","1989","vocational + Abi","East Germany","","","",""
"Limited","1989","higher vocational","West Germany","7","","",""
"Limited","1989","higher vocational","East Germany","","","",""
"Limited","1989","higher education","West Germany","22","","",""
"Limited","1989","higher education","East Germany","","","",""
"Permanent","1990","in school","West Germany","1","","",""
"Permanent","1990","in school","East Germany","","","",""
"Permanent","1990","inadequately","West Germany","31","0.909333859822474","0.8192182486297","0.999449471015247"
"Permanent","1990","inadequately","East Germany","","","",""
"Permanent","1990","general elemantary","West Germany","147","0.603056812134355","0.54102814760383","0.665085476664879"
"Permanent","1990","general elemantary","East Germany","","","",""
"Permanent","1990","middle vocational","West Germany","377","0.829158727514159","0.794801914973345","0.863515540054972"
"Permanent","1990","middle vocational","East Germany","","","",""
"Permanent","1990","vocational + Abi","West Germany","38","0.866501745573758","0.768215739015711","0.964787752131805"
"Permanent","1990","vocational + Abi","East Germany","","","",""
"Permanent","1990","higher vocational","West Germany","35","0.874357638361685","0.771643389380067","0.977071887343303"
"Permanent","1990","higher vocational","East Germany","","","",""
"Permanent","1990","higher education","West Germany","62","0.74670169280992","0.653139852302659","0.84026353331718"
"Permanent","1990","higher education","East Germany","","","",""
"Limited","1990","in school","West Germany","","","",""
"Limited","1990","in school","East Germany","","","",""
"Limited","1990","inadequately","West Germany","8","","",""
"Limited","1990","inadequately","East Germany","","","",""
"Limited","1990","general elemantary","West Germany","92","0.396943187865645","0.334914523335121","0.45897185239617"
"Limited","1990","general elemantary","East Germany","","","",""
"Limited","1990","middle vocational","West Germany","84","0.170841272485841","0.136484459945028","0.205198085026655"
"Limited","1990","middle vocational","East Germany","","","",""
"Limited","1990","vocational + Abi","West Germany","8","","",""
