"plb0037_h","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Limited","1985","Employed","(2b) intermediate general qualification","113","0.554421510886058","0.485365148597612","0.623477873174504"
"Limited","1985","Employed","(2a) intermediate vocational","59","0.0758209260914606","0.0573852908044866","0.0942565613784346"
"Limited","1985","Employed","(2c_gen) general maturity certificate","63","0.612420312079272","0.527687517895221","0.697153106263324"
"Limited","1985","Employed","(2c_voc) vocational maturity certificate","17","","",""
"Limited","1985","Employed","(3a) lower tertiary education","10","","",""
"Limited","1985","Employed","(3b) higher tertiary education","53","0.141890281088406","0.104635597816152","0.17914496436066"
"Permanent","1986","Not Employed","(0) in school","","","",""
"Permanent","1986","Not Employed","(1a) inadequately completed","1","","",""
"Permanent","1986","Not Employed","(1b) general elementary school","9","","",""
"Permanent","1986","Not Employed","(1c) basic vocational qualification","2","","",""
"Permanent","1986","Not Employed","(2b) intermediate general qualification","1","","",""
"Permanent","1986","Not Employed","(2a) intermediate vocational","3","","",""
"Permanent","1986","Not Employed","(2c_gen) general maturity certificate","3","","",""
"Permanent","1986","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Permanent","1986","Not Employed","(3a) lower tertiary education","","","",""
"Permanent","1986","Not Employed","(3b) higher tertiary education","1","","",""
"Permanent","1986","Employed","(0) in school","","","",""
"Permanent","1986","Employed","(1a) inadequately completed","26","","",""
"Permanent","1986","Employed","(1b) general elementary school","80","0.582565784986862","0.499070452100573","0.666061117873151"
"Permanent","1986","Employed","(1c) basic vocational qualification","245","0.892602792728251","0.856141352336255","0.929064233120247"
"Permanent","1986","Employed","(2b) intermediate general qualification","17","","",""
"Permanent","1986","Employed","(2a) intermediate vocational","112","0.866443530587001","0.807741133952243","0.925145927221758"
"Permanent","1986","Employed","(2c_gen) general maturity certificate","16","","",""
"Permanent","1986","Employed","(2c_voc) vocational maturity certificate","39","0.88135616859213","0.784703873984962","0.978008463199297"
"Permanent","1986","Employed","(3a) lower tertiary education","21","","",""
"Permanent","1986","Employed","(3b) higher tertiary education","42","0.72761837061663","0.614022428000757","0.841214313232502"
"Limited","1986","Not Employed","(0) in school","2","","",""
"Limited","1986","Not Employed","(1a) inadequately completed","2","","",""
"Limited","1986","Not Employed","(1b) general elementary school","2","","",""
"Limited","1986","Not Employed","(1c) basic vocational qualification","3","","",""
"Limited","1986","Not Employed","(2b) intermediate general qualification","1","","",""
"Limited","1986","Not Employed","(2a) intermediate vocational","3","","",""
"Limited","1986","Not Employed","(2c_gen) general maturity certificate","2","","",""
"Limited","1986","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Limited","1986","Not Employed","(3a) lower tertiary education","1","","",""
"Limited","1986","Not Employed","(3b) higher tertiary education","4","","",""
"Limited","1986","Employed","(0) in school","","","",""
"Limited","1986","Employed","(1a) inadequately completed","4","","",""
"Limited","1986","Employed","(1b) general elementary school","54","0.417434215013138","0.333938882126849","0.500929547899427"
"Limited","1986","Employed","(1c) basic vocational qualification","32","0.107397207271749","0.0709357668797527","0.143858647663745"
"Limited","1986","Employed","(2b) intermediate general qualification","49","0.749147544779484","0.644562645731762","0.853732443827207"
"Limited","1986","Employed","(2a) intermediate vocational","17","","",""
"Limited","1986","Employed","(2c_gen) general maturity certificate","13","","",""
"Limited","1986","Employed","(2c_voc) vocational maturity certificate","4","","",""
"Limited","1986","Employed","(3a) lower tertiary education","3","","",""
"Limited","1986","Employed","(3b) higher tertiary education","17","","",""
"Permanent","1987","Not Employed","(0) in school","1","","",""
"Permanent","1987","Not Employed","(1a) inadequately completed","","","",""
"Permanent","1987","Not Employed","(1b) general elementary school","10","","",""
"Permanent","1987","Not Employed","(1c) basic vocational qualification","13","","",""
"Permanent","1987","Not Employed","(2b) intermediate general qualification","3","","",""
"Permanent","1987","Not Employed","(2a) intermediate vocational","6","","",""
"Permanent","1987","Not Employed","(2c_gen) general maturity certificate","2","","",""
"Permanent","1987","Not Employed","(2c_voc) vocational maturity certificate","2","","",""
"Permanent","1987","Not Employed","(3a) lower tertiary education","2","","",""
"Permanent","1987","Not Employed","(3b) higher tertiary education","1","","",""
"Permanent","1987","Employed","(0) in school","","","",""
"Permanent","1987","Employed","(1a) inadequately completed","37","0.856867642781675","0.756746696535639","0.95698858902771"
"Permanent","1987","Employed","(1b) general elementary school","120","0.659114821674226","0.592413901659685","0.725815741688768"
"Permanent","1987","Employed","(1c) basic vocational qualification","296","0.836225814513732","0.7979446292524","0.874506999775064"
"Permanent","1987","Employed","(2b) intermediate general qualification","24","","",""
"Permanent","1987","Employed","(2a) intermediate vocational","140","0.827470426820338","0.770838928708943","0.884101924931733"
"Permanent","1987","Employed","(2c_gen) general maturity certificate","24","","",""
"Permanent","1987","Employed","(2c_voc) vocational maturity certificate","42","0.767790527891581","0.6561998060597","0.879381249723462"
"Permanent","1987","Employed","(3a) lower tertiary education","24","","",""
"Permanent","1987","Employed","(3b) higher tertiary education","46","0.731131797035287","0.626517484895978","0.835746109174597"
"Limited","1987","Not Employed","(0) in school","1","","",""
"Limited","1987","Not Employed","(1a) inadequately completed","","","",""
"Limited","1987","Not Employed","(1b) general elementary school","5","","",""
"Limited","1987","Not Employed","(1c) basic vocational qualification","7","","",""
"Limited","1987","Not Employed","(2b) intermediate general qualification","2","","",""
"Limited","1987","Not Employed","(2a) intermediate vocational","1","","",""
"Limited","1987","Not Employed","(2c_gen) general maturity certificate","4","","",""
"Limited","1987","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Limited","1987","Not Employed","(3a) lower tertiary education","2","","",""
"Limited","1987","Not Employed","(3b) higher tertiary education","3","","",""
"Limited","1987","Employed","(0) in school","1","","",""
"Limited","1987","Employed","(1a) inadequately completed","10","","",""
"Limited","1987","Employed","(1b) general elementary school","74","0.340885178325774","0.274184258311233","0.407586098340315"
"Limited","1987","Employed","(1c) basic vocational qualification","63","0.163774185486268","0.125493000224936","0.2020553707476"
"Limited","1987","Employed","(2b) intermediate general qualification","51","0.691421861017758","0.586884486029737","0.795959236005779"
"Limited","1987","Employed","(2a) intermediate vocational","31","0.172529573179662","0.115898075068267","0.229161071291057"
"Limited","1987","Employed","(2c_gen) general maturity certificate","26","","",""
"Limited","1987","Employed","(2c_voc) vocational maturity certificate","13","","",""
"Limited","1987","Employed","(3a) lower tertiary education","4","","",""
"Limited","1987","Employed","(3b) higher tertiary education","23","","",""
"Permanent","1988","Not Employed","(0) in school","2","","",""
"Permanent","1988","Not Employed","(1a) inadequately completed","1","","",""
"Permanent","1988","Not Employed","(1b) general elementary school","5","","",""
"Permanent","1988","Not Employed","(1c) basic vocational qualification","12","","",""
"Permanent","1988","Not Employed","(2b) intermediate general qualification","2","","",""
"Permanent","1988","Not Employed","(2a) intermediate vocational","7","","",""
"Permanent","1988","Not Employed","(2c_gen) general maturity certificate","1","","",""
"Permanent","1988","Not Employed","(2c_voc) vocational maturity certificate","2","","",""
"Permanent","1988","Not Employed","(3a) lower tertiary education","2","","",""
"Permanent","1988","Not Employed","(3b) higher tertiary education","4","","",""
"Permanent","1988","Employed","(0) in school","3","","",""
"Permanent","1988","Employed","(1a) inadequately completed","354","0.915071223871362","0.8868932961633","0.943249151579424"
"Permanent","1988","Employed","(1b) general elementary school","849","0.828497607828569","0.805319287665685","0.851675927991453"
"Permanent","1988","Employed","(1c) basic vocational qualification","1832","0.951243337592954","0.94164032875931","0.960846346426597"
"Permanent","1988","Employed","(2b) intermediate general qualification","108","0.534224108079081","0.46815837201435","0.600289844143811"
"Permanent","1988","Employed","(2a) intermediate vocational","714","0.950654172208894","0.935265814918133","0.966042529499655"
"Permanent","1988","Employed","(2c_gen) general maturity certificate","75","0.497725103049876","0.409721033082394","0.585729173017359"
"Permanent","1988","Employed","(2c_voc) vocational maturity certificate","207","0.90368186153529","0.865553688505892","0.941810034564688"
"Permanent","1988","Employed","(3a) lower tertiary education","132","0.935218318897269","0.894299480130665","0.976137157663874"
"Permanent","1988","Employed","(3b) higher tertiary education","286","0.879056760727675","0.843716197060465","0.914397324394886"
"Limited","1988","Not Employed","(0) in school","","","",""
"Limited","1988","Not Employed","(1a) inadequately completed","7","","",""
"Limited","1988","Not Employed","(1b) general elementary school","13","","",""
"Limited","1988","Not Employed","(1c) basic vocational qualification","13","","",""
"Limited","1988","Not Employed","(2b) intermediate general qualification","6","","",""
"Limited","1988","Not Employed","(2a) intermediate vocational","2","","",""
"Limited","1988","Not Employed","(2c_gen) general maturity certificate","4","","",""
"Limited","1988","Not Employed","(2c_voc) vocational maturity certificate","4","","",""
"Limited","1988","Not Employed","(3a) lower tertiary education","","","",""
"Limited","1988","Not Employed","(3b) higher tertiary education","1","","",""
"Limited","1988","Employed","(0) in school","1","","",""
"Limited","1988","Employed","(1a) inadequately completed","22","","",""
"Limited","1988","Employed","(1b) general elementary school","167","0.171502392171431","0.148324072008547","0.194680712334315"
"Limited","1988","Employed","(1c) basic vocational qualification","100","0.048756662407046","0.0391536535734024","0.0583596712406895"
"Limited","1988","Employed","(2b) intermediate general qualification","111","0.465775891920919","0.399710155856189","0.53184162798565"
"Limited","1988","Employed","(2a) intermediate vocational","47","0.0493458277911063","0.0339574705003455","0.0647341850818672"
"Limited","1988","Employed","(2c_gen) general maturity certificate","49","0.502274896950124","0.414270826982641","0.590278966917606"
"Limited","1988","Employed","(2c_voc) vocational maturity certificate","23","","",""
"Limited","1988","Employed","(3a) lower tertiary education","7","","",""
"Limited","1988","Employed","(3b) higher tertiary education","41","0.120943239272325","0.0856026756051139","0.156283802939535"
"Permanent","1989","Not Employed","(0) in school","1","","",""
"Permanent","1989","Not Employed","(1a) inadequately completed","2","","",""
"Permanent","1989","Not Employed","(1b) general elementary school","11","","",""
"Permanent","1989","Not Employed","(1c) basic vocational qualification","6","","",""
"Permanent","1989","Not Employed","(2b) intermediate general qualification","1","","",""
"Permanent","1989","Not Employed","(2a) intermediate vocational","4","","",""
"Permanent","1989","Not Employed","(2c_gen) general maturity certificate","1","","",""
"Permanent","1989","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Permanent","1989","Not Employed","(3a) lower tertiary education","2","","",""
"Permanent","1989","Not Employed","(3b) higher tertiary education","4","","",""
"Permanent","1989","Employed","(0) in school","5","","",""
"Permanent","1989","Employed","(1a) inadequately completed","28","","",""
"Permanent","1989","Employed","(1b) general elementary school","96","0.579397822296959","0.502423879053492","0.656371765540427"
"Permanent","1989","Employed","(1c) basic vocational qualification","206","0.849730482257507","0.805257290826071","0.894203673688944"
"Permanent","1989","Employed","(2b) intermediate general qualification","30","0.60042479975819","0.474369047615355","0.726480551901024"
"Permanent","1989","Employed","(2a) intermediate vocational","108","0.831114317957782","0.767680260687239","0.894548375228324"
"Permanent","1989","Employed","(2c_gen) general maturity certificate","17","","",""
"Permanent","1989","Employed","(2c_voc) vocational maturity certificate","50","0.865098351431531","0.779369985795038","0.950826717068024"
"Permanent","1989","Employed","(3a) lower tertiary education","22","","",""
"Permanent","1989","Employed","(3b) higher tertiary education","38","0.769555153213866","0.658261570805288","0.880848735622444"
"Limited","1989","Not Employed","(0) in school","","","",""
"Limited","1989","Not Employed","(1a) inadequately completed","3","","",""
"Limited","1989","Not Employed","(1b) general elementary school","4","","",""
"Limited","1989","Not Employed","(1c) basic vocational qualification","5","","",""
"Limited","1989","Not Employed","(2b) intermediate general qualification","5","","",""
"Limited","1989","Not Employed","(2a) intermediate vocational","6","","",""
"Limited","1989","Not Employed","(2c_gen) general maturity certificate","5","","",""
"Limited","1989","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Limited","1989","Not Employed","(3a) lower tertiary education","","","",""
"Limited","1989","Not Employed","(3b) higher tertiary education","1","","",""
"Limited","1989","Employed","(0) in school","","","",""
"Limited","1989","Employed","(1a) inadequately completed","6","","",""
"Limited","1989","Employed","(1b) general elementary school","62","0.420602177703041","0.343628234459573","0.497576120946508"
"Limited","1989","Employed","(1c) basic vocational qualification","42","0.150269517742493","0.105796326311056","0.194742709173929"
"Limited","1989","Employed","(2b) intermediate general qualification","28","","",""
"Limited","1989","Employed","(2a) intermediate vocational","26","","",""
"Limited","1989","Employed","(2c_gen) general maturity certificate","16","","",""
"Limited","1989","Employed","(2c_voc) vocational maturity certificate","11","","",""
"Limited","1989","Employed","(3a) lower tertiary education","4","","",""
"Limited","1989","Employed","(3b) higher tertiary education","17","","",""
"Permanent","1990","Not Employed","(0) in school","1","","",""
"Permanent","1990","Not Employed","(1a) inadequately completed","4","","",""
"Permanent","1990","Not Employed","(1b) general elementary school","10","","",""
"Permanent","1990","Not Employed","(1c) basic vocational qualification","7","","",""
"Permanent","1990","Not Employed","(2b) intermediate general qualification","","","",""
"Permanent","1990","Not Employed","(2a) intermediate vocational","5","","",""
"Permanent","1990","Not Employed","(2c_gen) general maturity certificate","","","",""
"Permanent","1990","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Permanent","1990","Not Employed","(3a) lower tertiary education","3","","",""
"Permanent","1990","Not Employed","(3b) higher tertiary education","2","","",""
"Permanent","1990","Employed","(0) in school","","","",""
"Permanent","1990","Employed","(1a) inadequately completed","28","","",""
"Permanent","1990","Employed","(1b) general elementary school","115","0.712337710044461","0.642845084008846","0.781830336080076"
"Permanent","1990","Employed","(1c) basic vocational qualification","231","0.880714472975969","0.841981271535601","0.919447674416338"
"Permanent","1990","Employed","(2b) intermediate general qualification","25","","",""
"Permanent","1990","Employed","(2a) intermediate vocational","126","0.876425270526578","0.822673951649871","0.930176589403285"
"Permanent","1990","Employed","(2c_gen) general maturity certificate","19","","",""
"Permanent","1990","Employed","(2c_voc) vocational maturity certificate","51","0.894676792728874","0.817004238004089","0.972349347453659"
"Permanent","1990","Employed","(3a) lower tertiary education","18","","",""
"Permanent","1990","Employed","(3b) higher tertiary education","39","0.757577090653288","0.641098350349728","0.874055830956849"
"Limited","1990","Not Employed","(0) in school","","","",""
"Limited","1990","Not Employed","(1a) inadequately completed","","","",""
"Limited","1990","Not Employed","(1b) general elementary school","6","","",""
"Limited","1990","Not Employed","(1c) basic vocational qualification","5","","",""
"Limited","1990","Not Employed","(2b) intermediate general qualification","3","","",""
"Limited","1990","Not Employed","(2a) intermediate vocational","4","","",""
"Limited","1990","Not Employed","(2c_gen) general maturity certificate","1","","",""
"Limited","1990","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Limited","1990","Not Employed","(3a) lower tertiary education","","","",""
"Limited","1990","Not Employed","(3b) higher tertiary education","3","","",""
"Limited","1990","Employed","(0) in school","","","",""
"Limited","1990","Employed","(1a) inadequately completed","8","","",""
"Limited","1990","Employed","(1b) general elementary school","48","0.287662289955539","0.218169663919924","0.357154915991154"
"Limited","1990","Employed","(1c) basic vocational qualification","38","0.11928552702403","0.0805523255836622","0.158018728464399"
"Limited","1990","Employed","(2b) intermediate general qualification","35","0.521184729667312","0.394783207641639","0.647586251692986"
"Limited","1990","Employed","(2a) intermediate vocational","18","","",""
"Limited","1990","Employed","(2c_gen) general maturity certificate","22","","",""
"Limited","1990","Employed","(2c_voc) vocational maturity certificate","9","","",""
"Limited","1990","Employed","(3a) lower tertiary education","5","","",""
"Limited","1990","Employed","(3b) higher tertiary education","13","","",""
"Permanent","1991","Not Employed","(0) in school","","","",""
"Permanent","1991","Not Employed","(1a) inadequately completed","9","","",""
"Permanent","1991","Not Employed","(1b) general elementary school","11","","",""
"Permanent","1991","Not Employed","(1c) basic vocational qualification","20","","",""
"Permanent","1991","Not Employed","(2b) intermediate general qualification","4","","",""
"Permanent","1991","Not Employed","(2a) intermediate vocational","2","","",""
"Permanent","1991","Not Employed","(2c_gen) general maturity certificate","1","","",""
"Permanent","1991","Not Employed","(2c_voc) vocational maturity certificate","5","","",""
"Permanent","1991","Not Employed","(3a) lower tertiary education","1","","",""
"Permanent","1991","Not Employed","(3b) higher tertiary education","2","","",""
"Permanent","1991","Employed","(0) in school","1","","",""
"Permanent","1991","Employed","(1a) inadequately completed","37","0.820010666532943","0.70899038857052","0.931030944495366"
"Permanent","1991","Employed","(1b) general elementary school","118","0.713380789136369","0.643315736498687","0.783445841774051"
"Permanent","1991","Employed","(1c) basic vocational qualification","206","0.841354510913574","0.795699976814852","0.887009045012296"
"Permanent","1991","Employed","(2b) intermediate general qualification","22","","",""
"Permanent","1991","Employed","(2a) intermediate vocational","133","0.875904764361996","0.824168890368893","0.927640638355099"
"Permanent","1991","Employed","(2c_gen) general maturity certificate","18","","",""
"Permanent","1991","Employed","(2c_voc) vocational maturity certificate","49","0.811332167526365","0.713150263261373","0.909514071791357"
"Permanent","1991","Employed","(3a) lower tertiary education","20","","",""
"Permanent","1991","Employed","(3b) higher tertiary education","37","0.664822677065944","0.540067960851304","0.789577393280583"
"Limited","1991","Not Employed","(0) in school","","","",""
"Limited","1991","Not Employed","(1a) inadequately completed","1","","",""
"Limited","1991","Not Employed","(1b) general elementary school","7","","",""
"Limited","1991","Not Employed","(1c) basic vocational qualification","2","","",""
"Limited","1991","Not Employed","(2b) intermediate general qualification","2","","",""
"Limited","1991","Not Employed","(2a) intermediate vocational","3","","",""
"Limited","1991","Not Employed","(2c_gen) general maturity certificate","2","","",""
"Limited","1991","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Limited","1991","Not Employed","(3a) lower tertiary education","2","","",""
"Limited","1991","Not Employed","(3b) higher tertiary education","2","","",""
"Limited","1991","Employed","(0) in school","","","",""
"Limited","1991","Employed","(1a) inadequately completed","9","","",""
"Limited","1991","Employed","(1b) general elementary school","42","0.286619210863631","0.21655415822595","0.356684263501313"
"Limited","1991","Employed","(1c) basic vocational qualification","40","0.158645489086426","0.112990954987704","0.204300023185148"
"Limited","1991","Employed","(2b) intermediate general qualification","22","","",""
"Limited","1991","Employed","(2a) intermediate vocational","23","","",""
"Limited","1991","Employed","(2c_gen) general maturity certificate","15","","",""
"Limited","1991","Employed","(2c_voc) vocational maturity certificate","12","","",""
"Limited","1991","Employed","(3a) lower tertiary education","3","","",""
"Limited","1991","Employed","(3b) higher tertiary education","18","","",""
"Permanent","1992","Not Employed","(0) in school","","","",""
"Permanent","1992","Not Employed","(1a) inadequately completed","3","","",""
"Permanent","1992","Not Employed","(1b) general elementary school","6","","",""
"Permanent","1992","Not Employed","(1c) basic vocational qualification","7","","",""
"Permanent","1992","Not Employed","(2b) intermediate general qualification","2","","",""
"Permanent","1992","Not Employed","(2a) intermediate vocational","6","","",""
"Permanent","1992","Not Employed","(2c_gen) general maturity certificate","1","","",""
"Permanent","1992","Not Employed","(2c_voc) vocational maturity certificate","2","","",""
"Permanent","1992","Not Employed","(3a) lower tertiary education","4","","",""
"Permanent","1992","Not Employed","(3b) higher tertiary education","","","",""
"Permanent","1992","Employed","(0) in school","5","","",""
"Permanent","1992","Employed","(1a) inadequately completed","29","","",""
"Permanent","1992","Employed","(1b) general elementary school","117","0.788638715084638","0.725178535655902","0.852098894513373"
"Permanent","1992","Employed","(1c) basic vocational qualification","303","0.77004338329256","0.728439643854553","0.811647122730568"
"Permanent","1992","Employed","(2b) intermediate general qualification","39","0.568320120463326","0.453911364806829","0.682728876119823"
"Permanent","1992","Employed","(2a) intermediate vocational","357","0.843577681670313","0.809283428022263","0.877871935318362"
"Permanent","1992","Employed","(2c_gen) general maturity certificate","17","","",""
"Permanent","1992","Employed","(2c_voc) vocational maturity certificate","48","0.790768476566544","0.690326315327417","0.891210637805672"
"Permanent","1992","Employed","(3a) lower tertiary education","135","0.748539762283187","0.683512999493695","0.813566525072678"
"Permanent","1992","Employed","(3b) higher tertiary education","104","0.763308867314784","0.691872430432144","0.834745304197425"
"Limited","1992","Not Employed","(0) in school","","","",""
"Limited","1992","Not Employed","(1a) inadequately completed","1","","",""
"Limited","1992","Not Employed","(1b) general elementary school","5","","",""
"Limited","1992","Not Employed","(1c) basic vocational qualification","6","","",""
"Limited","1992","Not Employed","(2b) intermediate general qualification","1","","",""
"Limited","1992","Not Employed","(2a) intermediate vocational","8","","",""
"Limited","1992","Not Employed","(2c_gen) general maturity certificate","7","","",""
"Limited","1992","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Limited","1992","Not Employed","(3a) lower tertiary education","1","","",""
"Limited","1992","Not Employed","(3b) higher tertiary education","5","","",""
"Limited","1992","Employed","(0) in school","","","",""
"Limited","1992","Employed","(1a) inadequately completed","5","","",""
"Limited","1992","Employed","(1b) general elementary school","42","0.211361284915362","0.147901105486627","0.274821464344098"
"Limited","1992","Employed","(1c) basic vocational qualification","90","0.22995661670744","0.188352877269432","0.271560356145447"
"Limited","1992","Employed","(2b) intermediate general qualification","33","0.431679879536674","0.317271123880177","0.54608863519317"
"Limited","1992","Employed","(2a) intermediate vocational","74","0.156422318329687","0.122128064681638","0.190716571977737"
"Limited","1992","Employed","(2c_gen) general maturity certificate","22","","",""
"Limited","1992","Employed","(2c_voc) vocational maturity certificate","15","","",""
"Limited","1992","Employed","(3a) lower tertiary education","36","0.251460237716813","0.186433474927322","0.316487000506305"
"Limited","1992","Employed","(3b) higher tertiary education","32","0.236691132685216","0.165254695802575","0.308127569567856"
"Permanent","1993","Not Employed","(0) in school","","","",""
"Permanent","1993","Not Employed","(1a) inadequately completed","1","","",""
"Permanent","1993","Not Employed","(1b) general elementary school","7","","",""
"Permanent","1993","Not Employed","(1c) basic vocational qualification","11","","",""
"Permanent","1993","Not Employed","(2b) intermediate general qualification","6","","",""
"Permanent","1993","Not Employed","(2a) intermediate vocational","14","","",""
"Permanent","1993","Not Employed","(2c_gen) general maturity certificate","1","","",""
"Permanent","1993","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Permanent","1993","Not Employed","(3a) lower tertiary education","7","","",""
"Permanent","1993","Not Employed","(3b) higher tertiary education","4","","",""
"Permanent","1993","Employed","(0) in school","","","",""
"Permanent","1993","Employed","(1a) inadequately completed","17","","",""
"Permanent","1993","Employed","(1b) general elementary school","104","0.697133831334856","0.622853662008004","0.771414000661707"
"Permanent","1993","Employed","(1c) basic vocational qualification","227","0.828612507032877","0.784550909808058","0.872674104257696"
"Permanent","1993","Employed","(2b) intermediate general qualification","27","","",""
"Permanent","1993","Employed","(2a) intermediate vocational","324","0.822688166910931","0.7847339727003","0.860642361121562"
"Permanent","1993","Employed","(2c_gen) general maturity certificate","26","","",""
"Permanent","1993","Employed","(2c_voc) vocational maturity certificate","59","0.891238253680641","0.816688590564843","0.96578791679644"
"Permanent","1993","Employed","(3a) lower tertiary education","104","0.769939146137114","0.697028210666812","0.842850081607416"
"Permanent","1993","Employed","(3b) higher tertiary education","89","0.751653944701318","0.673698816353715","0.829609073048922"
"Limited","1993","Not Employed","(0) in school","","","",""
"Limited","1993","Not Employed","(1a) inadequately completed","1","","",""
"Limited","1993","Not Employed","(1b) general elementary school","3","","",""
"Limited","1993","Not Employed","(1c) basic vocational qualification","7","","",""
"Limited","1993","Not Employed","(2b) intermediate general qualification","3","","",""
"Limited","1993","Not Employed","(2a) intermediate vocational","6","","",""
"Limited","1993","Not Employed","(2c_gen) general maturity certificate","1","","",""
"Limited","1993","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Limited","1993","Not Employed","(3a) lower tertiary education","1","","",""
"Limited","1993","Not Employed","(3b) higher tertiary education","6","","",""
"Limited","1993","Employed","(0) in school","","","",""
"Limited","1993","Employed","(1a) inadequately completed","8","","",""
"Limited","1993","Employed","(1b) general elementary school","43","0.302866168665144","0.228585999338293","0.377146337991995"
"Limited","1993","Employed","(1c) basic vocational qualification","54","0.171387492967123","0.127325895742304","0.215449090191942"
"Limited","1993","Employed","(2b) intermediate general qualification","21","","",""
"Limited","1993","Employed","(2a) intermediate vocational","65","0.177311833089069","0.139357638878438","0.2152660272997"
"Limited","1993","Employed","(2c_gen) general maturity certificate","27","","",""
"Limited","1993","Employed","(2c_voc) vocational maturity certificate","8","","",""
"Limited","1993","Employed","(3a) lower tertiary education","24","","",""
"Limited","1993","Employed","(3b) higher tertiary education","29","","",""
"Permanent","1994","Not Employed","(0) in school","1","","",""
"Permanent","1994","Not Employed","(1a) inadequately completed","3","","",""
"Permanent","1994","Not Employed","(1b) general elementary school","6","","",""
"Permanent","1994","Not Employed","(1c) basic vocational qualification","14","","",""
"Permanent","1994","Not Employed","(2b) intermediate general qualification","3","","",""
"Permanent","1994","Not Employed","(2a) intermediate vocational","5","","",""
"Permanent","1994","Not Employed","(2c_gen) general maturity certificate","3","","",""
"Permanent","1994","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Permanent","1994","Not Employed","(3a) lower tertiary education","5","","",""
"Permanent","1994","Not Employed","(3b) higher tertiary education","1","","",""
"Permanent","1994","Employed","(0) in school","1","","",""
"Permanent","1994","Employed","(1a) inadequately completed","15","","",""
"Permanent","1994","Employed","(1b) general elementary school","63","0.613160982345693","0.522558730223566","0.70376323446782"
"Permanent","1994","Employed","(1c) basic vocational qualification","214","0.816474457092148","0.770471770127781","0.862477144056514"
"Permanent","1994","Employed","(2b) intermediate general qualification","25","","",""
"Permanent","1994","Employed","(2a) intermediate vocational","256","0.805379382351215","0.762270152629628","0.848488612072801"
