"plb0037_h","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Permanent","1991","middle vocational","668","0.811001973346262","0.784383253255051","0.837620693437474","1"
"Permanent","1991","vocational + Abi","55","0.777534378645075","0.681467629084666","0.873601128205484","1"
"Permanent","1991","higher vocational","79","0.908810444176955","0.849662916017897","0.967957972336013","1"
"Permanent","1991","higher education","249","0.725801948920192","0.677597026431321","0.774006871409063","1"
"Limited","1992","general elemantary","81","0.293101762000671","0.23598799019089","0.350215533810452","2"
"Limited","1992","inadequately","4","","","","2"
"Limited","1992","higher vocational","16","","","","2"
"Limited","1992","higher education","74","0.257837308858211","0.209682362998725","0.305992254717697","2"
"Limited","1992","in school","","","","","2"
"Limited","1992","middle vocational","197","0.237957520728396","0.209194708001701","0.266720333455092","2"
"Limited","1992","vocational + Abi","13","","","","2"
"Permanent","1992","in school","4","","","","1"
"Permanent","1992","inadequately","28","","","","1"
"Permanent","1992","general elemantary","163","0.706898237999329","0.649784466189548","0.76401200980911","1"
"Permanent","1992","middle vocational","645","0.762042479271604","0.733279666544908","0.790805291998299","1"
"Permanent","1992","vocational + Abi","37","0.789804614892631","0.676868066447608","0.902741163337655","1"
"Permanent","1992","higher vocational","75","0.859239922500335","0.787786280927821","0.930693564072849","1"
"Permanent","1992","higher education","243","0.742162691141789","0.694007745282303","0.790317637001275","1"
"Limited","1993","inadequately","8","","","","2"
"Limited","1993","general elemantary","68","0.334205709728764","0.27055784634897","0.397853573108557","2"
"Limited","1993","higher vocational","10","","","","2"
"Limited","1993","higher education","60","0.248201827322309","0.196094446037749","0.300309208606869","2"
"Limited","1993","in school","","","","","2"
"Limited","1993","middle vocational","154","0.215105393329706","0.184902773722234","0.245308012937177","2"
"Limited","1993","vocational + Abi","8","","","","2"
"Permanent","1993","in school","1","","","","1"
"Permanent","1993","inadequately","16","","","","1"
"Permanent","1993","general elemantary","143","0.665794290271237","0.602146426891443","0.72944215365103","1"
"Permanent","1993","middle vocational","557","0.784894606670294","0.754691987062823","0.815097226277766","1"
"Permanent","1993","vocational + Abi","47","0.859134834539723","0.76719595317842","0.951073715901027","1"
"Permanent","1993","higher vocational","68","0.905738371521896","0.840894394625467","0.970582348418324","1"
"Permanent","1993","higher education","204","0.751798172677691","0.699690791393131","0.803905553962251","1"
"Limited","1994","in school","3","","","","2"
"Limited","1994","general elemantary","103","0.569219125390671","0.500245437967506","0.638192812813837","2"
"Limited","1994","inadequately","10","","","","2"
"Limited","1994","higher vocational","14","","","","2"
"Limited","1994","higher education","65","0.292513740254205","0.2279983174507","0.357029163057711","2"
"Limited","1994","middle vocational","181","0.261787064132607","0.227887294345228","0.295686833919986","2"
"Limited","1994","vocational + Abi","18","","","","2"
"Permanent","1994","general elemantary","95","0.430780874609329","0.361807187186163","0.499754562032494","1"
"Permanent","1994","middle vocational","465","0.738212935867393","0.704313166080014","0.772112705654772","1"
"Permanent","1994","vocational + Abi","42","0.597496658439686","0.473410039477544","0.721583277401828","1"
"Permanent","1994","higher vocational","63","0.860463909166425","0.783069010851902","0.937858807480949","1"
"Permanent","1994","higher education","126","0.707486259745795","0.64297083694229","0.7720016825493","1"
"Permanent","1994","in school","3","","","","1"
"Permanent","1994","inadequately","17","","","","1"
"Limited","1995","inadequately","23","","","","2"
"Limited","1995","general elemantary","286","0.257775444893594","0.231808355464913","0.283742534322274","2"
"Limited","1995","in school","5","","","","2"
"Limited","1995","higher vocational","17","","","","2"
"Limited","1995","higher education","140","0.124414246212145","0.105685346294871","0.143143146129419","2"
"Limited","1995","middle vocational","393","0.0975659469713772","0.0881563011028199","0.106975592839934","2"
"Limited","1995","vocational + Abi","30","0.149465048549738","0.107702693468559","0.191227403630917","2"
"Permanent","1995","general elemantary","804","0.742224555106407","0.716257465677726","0.768191644535087","1"
"Permanent","1995","middle vocational","3427","0.902434053028623","0.893024407160065","0.91184369889718","1"
"Permanent","1995","vocational + Abi","250","0.850534951450262","0.808772596369083","0.892297306531441","1"
"Permanent","1995","higher vocational","432","0.974041181445817","0.959333099484433","0.988749263407201","1"
"Permanent","1995","higher education","1053","0.875585753787855","0.856856853870581","0.894314653705129","1"
"Permanent","1995","in school","5","","","","1"
"Permanent","1995","inadequately","205","0.877222838183472","0.834624326358177","0.919821350008767","1"
"Limited","1996","in school","5","","","","2"
"Limited","1996","inadequately","20","","","","2"
"Limited","1996","general elemantary","286","0.270088265090744","0.242746194582776","0.297430335598712","2"
"Limited","1996","higher vocational","21","","","","2"
"Limited","1996","higher education","118","0.112020990759419","0.0938868876173052","0.130155093901534","2"
"Limited","1996","middle vocational","352","0.0887811049303382","0.0796484237462777","0.0979137861143988","2"
"Limited","1996","vocational + Abi","32","0.118708857744221","0.081288459232333","0.15612925625611","2"
"Permanent","1996","general elemantary","727","0.729911734909256","0.702569664401288","0.757253805417224","1"
"Permanent","1996","middle vocational","3374","0.911218895069662","0.902086213885601","0.920351576253722","1"
"Permanent","1996","vocational + Abi","255","0.881291142255779","0.84387074374389","0.918711540767667","1"
"Permanent","1996","higher vocational","433","0.955036254616769","0.935974567629221","0.974097941604317","1"
"Permanent","1996","higher education","1044","0.887979009240581","0.869844906098466","0.906113112382695","1"
"Permanent","1996","in school","6","","","","1"
"Permanent","1996","inadequately","186","0.816513111259358","0.763656589527567","0.86936963299115","1"
"Limited","1997","in school","7","","","","2"
"Limited","1997","inadequately","18","","","","2"
"Limited","1997","general elemantary","324","0.318401049019118","0.289069303789796","0.34773279424844","2"
"Limited","1997","higher vocational","22","","","","2"
"Limited","1997","higher education","143","0.134365338657064","0.114881666912044","0.153849010402084","2"
"Limited","1997","middle vocational","363","0.0968809032258562","0.0871506192127894","0.106611187238923","2"
"Limited","1997","vocational + Abi","33","0.131453791145432","0.0920862857567234","0.170821296534141","2"
"Permanent","1997","general elemantary","645","0.681598950980882","0.65226720575156","0.710930696210203","1"
"Permanent","1997","middle vocational","3187","0.903119096774144","0.893388812761077","0.912849380787211","1"
"Permanent","1997","vocational + Abi","250","0.868546208854568","0.829178703465859","0.907913714243277","1"
"Permanent","1997","higher vocational","424","0.955630106335409","0.936519706778392","0.974740505892427","1"
"Permanent","1997","higher education","1034","0.865634661342936","0.846150989597916","0.885118333087956","1"
"Permanent","1997","inadequately","166","0.888932529893265","0.843531362606184","0.934333697180347","1"
"Permanent","1997","in school","5","","","","1"
"Limited","1998","in school","2","","","","2"
"Limited","1998","inadequately","23","","","","2"
"Limited","1998","general elemantary","344","0.310551121049198","0.282112718323825","0.338989523774571","2"
"Limited","1998","higher vocational","34","0.0718507220806325","0.0491699463782544","0.0945314977830106","2"
"Limited","1998","higher education","135","0.11989247443138","0.102027184872079","0.137757763990682","2"
"Limited","1998","middle vocational","390","0.0999479853807922","0.0904429618193644","0.10945300894222","2"
"Limited","1998","vocational + Abi","32","0.115160494684879","0.0804021089175658","0.149918880452192","2"
"Permanent","1998","general elemantary","673","0.689448878950802","0.661010476225428","0.717887281676175","1"
"Permanent","1998","middle vocational","3435","0.900052014619208","0.89054699105778","0.909557038180636","1"
"Permanent","1998","vocational + Abi","292","0.884839505315121","0.850081119547808","0.919597891082434","1"
"Permanent","1998","higher vocational","464","0.928149277919368","0.905468502216989","0.950830053621746","1"
"Permanent","1998","higher education","1135","0.880107525568619","0.862242236009318","0.897972815127921","1"
"Permanent","1998","inadequately","157","0.864245785233694","0.814206956608251","0.914284613859137","1"
"Permanent","1998","in school","12","","","","1"
"Limited","1999","in school","4","","","","2"
"Limited","1999","inadequately","20","","","","2"
"Limited","1999","general elemantary","353","0.327024985498744","0.298135932467025","0.355914038530463","2"
"Limited","1999","higher vocational","33","0.0546433778507919","0.0346009088332492","0.0746858468683345","2"
"Limited","1999","higher education","156","0.1217533443598","0.103895095876141","0.139611592843459","2"
"Limited","1999","middle vocational","452","0.109465744565932","0.0996377564400218","0.119293732691842","2"
"Limited","1999","vocational + Abi","32","0.081454181717631","0.0517617069733298","0.111146656461932","2"
"Permanent","1999","general elemantary","660","0.672975014501256","0.644085961469537","0.701864067532975","1"
"Permanent","1999","middle vocational","3425","0.890534255434068","0.880706267308158","0.900362243559978","1"
"Permanent","1999","vocational + Abi","294","0.918545818282369","0.888853343538068","0.94823829302667","1"
"Permanent","1999","higher vocational","461","0.945356622149208","0.925314153131666","0.965399091166751","1"
"Permanent","1999","higher education","1132","0.8782466556402","0.860388407156541","0.896104904123859","1"
"Permanent","1999","inadequately","156","0.795265675245951","0.735652369376591","0.854878981115312","1"
"Permanent","1999","in school","22","","","","1"
"Limited","2000","in school","6","","","","2"
"Limited","2000","inadequately","24","","","","2"
"Limited","2000","general elemantary","537","0.38939296605955","0.362680249331246","0.416105682787854","2"
"Limited","2000","higher vocational","64","0.052990229209608","0.0393030002367479","0.0666774581824682","2"
"Limited","2000","higher education","263","0.127628150931825","0.114079558127449","0.1411767437362","2"
"Limited","2000","middle vocational","707","0.111270802731735","0.103491380182727","0.119050225280742","2"
"Limited","2000","vocational + Abi","84","0.125602549331319","0.100319480222685","0.150885618439952","2"
"Permanent","2000","general elemantary","743","0.61060703394045","0.583894317212145","0.637319750668754","1"
"Permanent","2000","middle vocational","5570","0.888729197268265","0.880949774719258","0.896508619817273","1"
"Permanent","2000","vocational + Abi","576","0.874397450668681","0.849114381560048","0.899680519777315","1"
"Permanent","2000","higher vocational","965","0.947009770790392","0.933322541817532","0.960696999763252","1"
"Permanent","2000","higher education","2067","0.872371849068175","0.8588232562638","0.885920441872551","1"
"Permanent","2000","in school","16","","","","1"
"Permanent","2000","inadequately","98","0.786770946674913","0.714090845670478","0.859451047679349","1"
"Limited","2001","in school","11","","","","2"
"Limited","2001","inadequately","13","","","","2"
"Limited","2001","general elemantary","503","0.425465991033052","0.396903194546456","0.454028787519648","2"
"Limited","2001","higher vocational","60","0.0548755716057609","0.0400135172621931","0.0697376259493287","2"
"Limited","2001","higher education","216","0.118000268729009","0.104401613259539","0.131598924198478","2"
"Limited","2001","middle vocational","641","0.103783342011955","0.0958401485178409","0.111726535506068","2"
"Limited","2001","vocational + Abi","57","0.0995739065935093","0.0759472473314851","0.123200565855534","2"
"Permanent","2001","general elemantary","648","0.574534008966948","0.545971212480352","0.603096805453544","1"
"Permanent","2001","middle vocational","5022","0.896216657988045","0.888273464493932","0.904159851482159","1"
"Permanent","2001","vocational + Abi","560","0.900426093406491","0.876799434144466","0.924052752668515","1"
"Permanent","2001","higher vocational","842","0.945124428394239","0.930262374050671","0.959986482737807","1"
"Permanent","2001","higher education","1946","0.881999731270991","0.868401075801521","0.895598386740461","1"
"Permanent","2001","in school","29","","","","1"
"Permanent","2001","inadequately","91","0.874907526785726","0.81132641946107","0.938488634110382","1"
"Limited","2002","higher education","257","0.118208136872294","0.106126051034895","0.130290222709693","2"
"Limited","2002","higher vocational","51","0.0666221291891565","0.050773349195691","0.082470909182622","2"
"Limited","2002","in school","10","","","","2"
"Limited","2002","inadequately","14","","","","2"
"Limited","2002","general elemantary","465","0.429083363555916","0.398973651542596","0.459193075569236","2"
"Limited","2002","middle vocational","593","0.0988779751569069","0.0910319033276543","0.10672404698616","2"
"Limited","2002","vocational + Abi","76","0.120969285839378","0.096829763880535","0.145108807798221","2"
"Permanent","2002","general elemantary","573","0.570916636444084","0.540806924430765","0.601026348457404","1"
"Permanent","2002","middle vocational","4967","0.901122024843093","0.893275953013841","0.908968096672346","1"
"Permanent","2002","vocational + Abi","625","0.879030714160622","0.854891192201779","0.903170236119465","1"
"Permanent","2002","higher vocational","900","0.933377870810844","0.917529090817378","0.949226650804309","1"
"Permanent","2002","higher education","2486","0.881791863127706","0.869709777290307","0.893873948965105","1"
"Permanent","2002","inadequately","71","0.843249593032609","0.765959997101093","0.920539188964126","1"
"Permanent","2002","in school","29","","","","1"
"Limited","2003","higher vocational","44","0.0645436926560732","0.0482904697668081","0.0807969155453383","2"
"Limited","2003","higher education","251","0.116939747294616","0.104457432370195","0.129422062219038","2"
"Limited","2003","in school","5","","","","2"
"Limited","2003","inadequately","12","","","","2"
"Limited","2003","general elemantary","445","0.432485404138751","0.401483538287264","0.463487269990237","2"
"Limited","2003","middle vocational","527","0.0940517133551719","0.0861095042807747","0.101993922429569","2"
"Limited","2003","vocational + Abi","84","0.155573213397088","0.128270728942796","0.18287569785138","2"
"Permanent","2003","general elemantary","536","0.567514595861249","0.536512730009763","0.598516461712736","1"
"Permanent","2003","middle vocational","4662","0.905948286644828","0.898006077570431","0.913890495719225","1"
"Permanent","2003","in school","22","","","","1"
"Permanent","2003","inadequately","64","0.775249676353578","0.681404435215667","0.869094917491488","1"
"Permanent","2003","vocational + Abi","593","0.844426786602912","0.81712430214862","0.871729271057204","1"
"Permanent","2003","higher vocational","834","0.935456307343927","0.919203084454662","0.951709530233192","1"
"Permanent","2003","higher education","2295","0.883060252705384","0.870577937780962","0.895542567629805","1"
"Limited","2004","higher vocational","44","0.0526347092833174","0.0377190874400684","0.0675503311265664","2"
"Limited","2004","higher education","262","0.144804540766234","0.130996355687712","0.158612725844755","2"
"Limited","2004","in school","7","","","","2"
"Limited","2004","inadequately","12","","","","2"
"Limited","2004","general elemantary","402","0.410998884611556","0.379049147962","0.442948621261111","2"
"Limited","2004","middle vocational","551","0.105364127666628","0.0968077375573978","0.113920517775859","2"
"Limited","2004","vocational + Abi","80","0.142737464384026","0.116465022133366","0.169009906634686","2"
"Permanent","2004","general elemantary","509","0.589001115388444","0.557051378738889","0.620950852038","1"
"Permanent","2004","middle vocational","4395","0.894635872333372","0.886079482224141","0.903192262442602","1"
"Permanent","2004","in school","16","","","","1"
"Permanent","2004","inadequately","58","0.813961981155872","0.72280247073835","0.905121491573393","1"
"Permanent","2004","vocational + Abi","601","0.857262535615974","0.830990093365314","0.883534977866634","1"
"Permanent","2004","higher vocational","817","0.947365290716683","0.932449668873434","0.962280912559932","1"
"Permanent","2004","higher education","2233","0.855195459233766","0.841387274155245","0.869003644312288","1"
"Limited","2005","higher education","212","0.106329515846818","0.0940630820803802","0.118595949613256","2"
"Limited","2005","higher vocational","37","0.0552074012253006","0.0396700873876174","0.0707447150629839","2"
"Limited","2005","in school","10","","","","2"
"Limited","2005","inadequately","15","","","","2"
"Limited","2005","general elemantary","342","0.400751034217185","0.367209560734378","0.434292507699991","2"
"Limited","2005","middle vocational","502","0.114728650079027","0.105677954726244","0.123779345431811","2"
"Limited","2005","vocational + Abi","66","0.107582816431827","0.0844632884831695","0.130702344380484","2"
"Permanent","2005","general elemantary","478","0.599248965782815","0.565707492300009","0.632790439265622","1"
"Permanent","2005","middle vocational","4261","0.885271349920973","0.87622065456819","0.894322045273756","1"
"Permanent","2005","in school","16","","","","1"
"Permanent","2005","inadequately","50","0.737513853728977","0.630551808769093","0.844475898688862","1"
"Permanent","2005","vocational + Abi","624","0.892417183568173","0.869297655619516","0.91553671151683","1"
"Permanent","2005","higher vocational","793","0.944792598774699","0.929255284937016","0.960329912612383","1"
"Permanent","2005","higher education","2214","0.893670484153182","0.881404050386745","0.90593691791962","1"
"Limited","2006","higher education","255","0.126036352170217","0.113234742859672","0.138837961480763","2"
"Limited","2006","higher vocational","41","0.0399471518256925","0.0268357791967959","0.0530585244545891","2"
"Limited","2006","in school","6","","","","2"
"Limited","2006","inadequately","17","","","","2"
"Limited","2006","general elemantary","316","0.377527678084351","0.343702194777245","0.411353161391456","2"
"Limited","2006","middle vocational","584","0.123206779845958","0.11413007923987","0.132283480452046","2"
"Limited","2006","vocational + Abi","85","0.1341168346693","0.109463744929504","0.158769924409097","2"
"Permanent","2006","general elemantary","473","0.62247232191565","0.588646838608544","0.656297805222755","1"
"Permanent","2006","middle vocational","4453","0.876793220154042","0.867716519547954","0.88586992076013","1"
"Permanent","2006","in school","16","","","","1"
"Permanent","2006","inadequately","43","0.66733972867679","0.548120467871622","0.786558989481958","1"
"Permanent","2006","vocational + Abi","649","0.8658831653307","0.841230075590903","0.890536255070496","1"
"Permanent","2006","higher vocational","816","0.960052848174307","0.946941475545411","0.973164220803204","1"
"Permanent","2006","higher education","2327","0.873963647829783","0.861162038519237","0.886765257140328","1"
"Limited","2007","higher education","258","0.127489040158236","0.114298706514722","0.14067937380175","2"
"Limited","2007","higher vocational","47","0.0685235926881292","0.0509947744575553","0.0860524109187032","2"
"Limited","2007","in school","6","","","","2"
"Limited","2007","inadequately","12","","","","2"
"Limited","2007","general elemantary","279","0.37046946864251","0.334539820364751","0.406399116920268","2"
"Limited","2007","middle vocational","598","0.126537583844315","0.117209024856037","0.135866142832594","2"
"Limited","2007","vocational + Abi","88","0.142334486661237","0.11691926954664","0.167749703775833","2"
"Permanent","2007","general elemantary","415","0.62953053135749","0.593600883079732","0.665460179635249","1"
"Permanent","2007","middle vocational","4281","0.873462416155685","0.864133857167406","0.882790975143963","1"
"Permanent","2007","in school","10","","","","1"
"Permanent","2007","inadequately","41","0.708410219659761","0.586050432049721","0.830770007269801","1"
"Permanent","2007","vocational + Abi","638","0.857665513338763","0.832250296224167","0.88308073045336","1"
"Permanent","2007","higher vocational","751","0.931476407311871","0.913947589081297","0.949005225542445","1"
"Permanent","2007","higher education","2198","0.872510959841764","0.85932062619825","0.885701293485278","1"
"Limited","2008","higher vocational","45","0.080745516834888","0.0611556821180868","0.100335351551689","2"
"Limited","2008","higher education","254","0.127221607901984","0.113806123739612","0.140637092064356","2"
"Limited","2008","in school","8","","","","2"
"Limited","2008","inadequately","16","","","","2"
"Limited","2008","general elemantary","266","0.373370651406356","0.336440521256272","0.41030078155644","2"
"Limited","2008","middle vocational","576","0.132875251624142","0.123173065107191","0.142577438141093","2"
"Limited","2008","vocational + Abi","89","0.117344882526564","0.0934353508114881","0.141254414241641","2"
"Permanent","2008","general elemantary","393","0.626629348593644","0.58969921844356","0.663559478743728","1"
"Permanent","2008","middle vocational","4126","0.867124748375858","0.857422561858907","0.876826934892809","1"
"Permanent","2008","in school","11","","","","1"
"Permanent","2008","inadequately","41","0.667171446881154","0.544839559173373","0.789503334588935","1"
"Permanent","2008","vocational + Abi","607","0.882655117473436","0.858745585758359","0.906564649188512","1"
"Permanent","2008","higher vocational","698","0.919254483165112","0.899664648448311","0.938844317881913","1"
"Permanent","2008","higher education","2116","0.872778392098016","0.859362907935644","0.886193876260388","1"
"Limited","2009","higher vocational","53","0.0661637183813893","0.0477498771239336","0.084577559638845","2"
"Limited","2009","higher education","247","0.122878650449736","0.10928021006274","0.136477090836732","2"
"Limited","2009","in school","10","","","","2"
"Limited","2009","inadequately","13","","","","2"
"Limited","2009","general elemantary","249","0.385341333136779","0.346334804554897","0.42434786171866","2"
"Limited","2009","middle vocational","534","0.136077672668412","0.125908461152614","0.14624688418421","2"
"Limited","2009","vocational + Abi","72","0.0936240163768872","0.0709488077891551","0.116299224964619","2"
"Permanent","2009","general elemantary","349","0.614658666863221","0.57565213828134","0.653665195445103","1"
"Permanent","2009","middle vocational","3833","0.863922327331588","0.85375311581579","0.874091538847386","1"
"Permanent","2009","in school","10","","","","1"
"Permanent","2009","inadequately","32","0.686026523119391","0.550426810650732","0.82162623558805","1"
"Permanent","2009","higher education","1992","0.877121349550264","0.863522909163268","0.89071978993726","1"
"Permanent","2009","vocational + Abi","562","0.906375983623113","0.88370077503538","0.929051192210845","1"
"Permanent","2009","higher vocational","647","0.933836281618611","0.915422440361155","0.952250122876066","1"
"Limited","2010","higher vocational","69","0.0702977148462971","0.0535021102928828","0.0870933193997114","2"
"Limited","2010","higher education","403","0.131221834185779","0.119250875916311","0.143192792455247","2"
"Limited","2010","in school","12","","","","2"
"Limited","2010","inadequately","27","","","","2"
"Limited","2010","general elemantary","344","0.401758660680404","0.369125482209394","0.434391839151414","2"
"Limited","2010","middle vocational","775","0.135668725465692","0.126926479696217","0.144410971235167","2"
"Limited","2010","vocational + Abi","118","0.106267255858816","0.0874921893581559","0.125042322359477","2"
"Permanent","2010","general elemantary","523","0.598241339319596","0.565608160848586","0.630874517790606","1"
"Permanent","2010","middle vocational","5119","0.864331274534308","0.855589028764832","0.873073520303783","1"
"Permanent","2010","in school","20","","","","1"
"Permanent","2010","inadequately","69","0.757317085811509","0.671559814725276","0.843074356897742","1"
"Permanent","2010","higher vocational","821","0.929702285153703","0.912906680600289","0.946497889707117","1"
"Permanent","2010","vocational + Abi","917","0.893732744141184","0.874957677640523","0.912507810641844","1"
"Permanent","2010","higher education","2653","0.868778165814221","0.856807207544753","0.880749124083689","1"
"Limited","2011","in school","13","","","","2"
"Limited","2011","inadequately","35","0.282015191979676","0.201838287369606","0.362192096589745","2"
"Limited","2011","general elemantary","383","0.361540389158029","0.33257657699119","0.390504201324868","2"
"Limited","2011","middle vocational","910","0.140171163614572","0.132090822581356","0.148251504647787","2"
"Limited","2011","vocational + Abi","152","0.1149775779197","0.0974953598400461","0.132459795999354","2"
"Limited","2011","higher vocational","73","0.082212568422461","0.0655421654550659","0.0988829713898561","2"
"Limited","2011","higher education","455","0.133363006031742","0.122384971813306","0.144341040250177","2"
"Permanent","2011","general elemantary","674","0.638459610841971","0.609495798675132","0.66742342300881","1"
"Permanent","2011","middle vocational","6181","0.859828836385428","0.851748495352213","0.867909177418644","1"
"Permanent","2011","higher education","3229","0.866636993968259","0.855658959749823","0.877615028186694","1"
"Permanent","2011","in school","15","","","","1"
"Permanent","2011","inadequately","86","0.717984808020324","0.637807903410255","0.798161712630394","1"
