"plb0037_h","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Limited","1985","Full Time","West Germany","375","0.0904765419546258","0.0819143755518329","0.0990387083574187","2"
"Limited","1985","Full Time","East Germany","","","","","2"
"Limited","1985","Part Time","West Germany","262","0.20138278565531","0.179805682630251","0.22295988868037","2"
"Limited","1985","Part Time","East Germany","","","","","2"
"Limited","1985","Not Working","West Germany","51","0.453893120968709","0.366263108716917","0.5415231332205","2"
"Limited","1985","Not Working","East Germany","","","","","2"
"Permanent","1985","Full Time","West Germany","3937","0.909523458045374","0.900961291642581","0.918085624448167","1"
"Permanent","1985","Full Time","East Germany","","","","","1"
"Permanent","1985","Part Time","West Germany","1065","0.79861721434469","0.77704011131963","0.820194317369749","1"
"Permanent","1985","Part Time","East Germany","","","","","1"
"Permanent","1985","Not Working","West Germany","73","0.546106879031291","0.4584768667795","0.633736891283083","1"
"Permanent","1985","Not Working","East Germany","","","","","1"
"Limited","1986","Full Time","East Germany","","","","","2"
"Limited","1986","Full Time","West Germany","68","0.122085051569208","0.0934748072876966","0.150695295850719","2"
"Limited","1986","Part Time","East Germany","","","","","2"
"Limited","1986","Part Time","West Germany","129","0.455508364794281","0.398869615999594","0.512147113588967","2"
"Limited","1986","Not Working","West Germany","21","","","","2"
"Limited","1986","Not Working","East Germany","","","","","2"
"Permanent","1986","Full Time","West Germany","435","0.877914948430793","0.849304704149282","0.906525192712303","1"
"Permanent","1986","Full Time","East Germany","","","","","1"
"Permanent","1986","Part Time","West Germany","168","0.54449163520572","0.487852886411033","0.601130384000406","1"
"Permanent","1986","Part Time","East Germany","","","","","1"
"Permanent","1986","Not Working","West Germany","21","","","","1"
"Permanent","1986","Not Working","East Germany","","","","","1"
"Limited","1987","Full Time","West Germany","99","0.143017985925304","0.115098282276284","0.170937689574324","2"
"Limited","1987","Full Time","East Germany","","","","","2"
"Limited","1987","Part Time","East Germany","","","","","2"
"Limited","1987","Part Time","West Germany","210","0.433494134720763","0.388548919029555","0.478439350411971","2"
"Limited","1987","Not Working","West Germany","28","","","","2"
"Limited","1987","Not Working","East Germany","","","","","2"
"Permanent","1987","Full Time","West Germany","505","0.856982014074696","0.829062310425676","0.884901717723716","1"
"Permanent","1987","Full Time","East Germany","","","","","1"
"Permanent","1987","Part Time","West Germany","257","0.566505865279237","0.521560649588029","0.611451080970445","1"
"Permanent","1987","Part Time","East Germany","","","","","1"
"Permanent","1987","Not Working","West Germany","41","0.595822652089899","0.480033456791573","0.711611847388225","1"
"Permanent","1987","Not Working","East Germany","","","","","1"
"Limited","1988","Full Time","West Germany","364","0.0862846246409061","0.0776016336839436","0.0949676155978686","2"
"Limited","1988","Full Time","East Germany","","","","","2"
"Limited","1988","Part Time","West Germany","237","0.186049176918987","0.16410458123016","0.207993772607815","2"
"Limited","1988","Part Time","East Germany","","","","","2"
"Limited","1988","Not Working","West Germany","52","0.468402083968765","0.366436121831393","0.570368046106138","2"
"Limited","1988","Not Working","East Germany","","","","","2"
"Permanent","1988","Full Time","West Germany","3653","0.913715375359094","0.905032384402132","0.922398366316056","1"
"Permanent","1988","Full Time","East Germany","","","","","1"
"Permanent","1988","Part Time","West Germany","971","0.813950823081013","0.792006227392185","0.83589541876984","1"
"Permanent","1988","Part Time","East Germany","","","","","1"
"Permanent","1988","Not Working","West Germany","40","0.531597916031235","0.429631953893862","0.633563878168607","1"
"Permanent","1988","Not Working","East Germany","","","","","1"
"Limited","1989","Full Time","West Germany","71","0.136758328582533","0.104762797846762","0.168753859318304","2"
"Limited","1989","Full Time","East Germany","","","","","2"
"Limited","1989","Part Time","West Germany","150","0.35609440319967","0.308386944563584","0.403801861835756","2"
"Limited","1989","Part Time","East Germany","","","","","2"
"Limited","1989","Not Working","West Germany","32","0.468213132498834","0.348731461127128","0.587694803870541","2"
"Limited","1989","Not Working","East Germany","","","","","2"
"Permanent","1989","Full Time","West Germany","372","0.863241671417467","0.831246140681696","0.895237202153238","1"
"Permanent","1989","Full Time","East Germany","","","","","1"
"Permanent","1989","Part Time","West Germany","237","0.64390559680033","0.596198138164244","0.691613055436416","1"
"Permanent","1989","Part Time","East Germany","","","","","1"
"Permanent","1989","Not Working","West Germany","35","0.531786867501166","0.412305196129459","0.651268538872872","1"
"Permanent","1989","Not Working","East Germany","","","","","1"
"Limited","1990","Full Time","West Germany","67","0.121115440334105","0.0919888098913006","0.150242070776909","2"
"Limited","1990","Full Time","East Germany","","","","","2"
"Limited","1990","Part Time","West Germany","137","0.331525979951535","0.285276419956701","0.377775539946369","2"
"Limited","1990","Part Time","East Germany","","","","","2"
"Limited","1990","Not Working","West Germany","24","","","","2"
"Limited","1990","Not Working","East Germany","","","","","2"
"Permanent","1990","Full Time","West Germany","415","0.878884559665895","0.849757929223091","0.908011190108699","1"
"Permanent","1990","Full Time","East Germany","","","","","1"
"Permanent","1990","Part Time","West Germany","261","0.668474020048465","0.622224460053631","0.714723580043299","1"
"Permanent","1990","Part Time","East Germany","","","","","1"
"Permanent","1990","Not Working","West Germany","32","0.516865587970204","0.38598450715406","0.647746668786347","1"
"Permanent","1990","Not Working","East Germany","","","","","1"
"Limited","1991","Full Time","West Germany","64","0.123814524664619","0.0939418937648671","0.153687155564371","2"
"Limited","1991","Full Time","East Germany","","","","","2"
"Limited","1991","Part Time","West Germany","134","0.351519861499153","0.303951753014857","0.399087969983449","2"
"Limited","1991","Part Time","East Germany","","","","","2"
"Limited","1991","Not Working","West Germany","23","","","","2"
"Limited","1991","Not Working","East Germany","","","","","2"
"Permanent","1991","Full Time","West Germany","403","0.876185475335381","0.846312844435629","0.906058106235133","1"
"Permanent","1991","Full Time","East Germany","","","","","1"
"Permanent","1991","Part Time","West Germany","253","0.648480138500847","0.600912030016551","0.696048246985143","1"
"Permanent","1991","Part Time","East Germany","","","","","1"
"Permanent","1991","Not Working","West Germany","56","0.675810101411704","0.572594196577255","0.779026006246153","1"
"Permanent","1991","Not Working","East Germany","","","","","1"
"Limited","1992","Full Time","West Germany","56","0.117612217201735","0.0881730759726785","0.147051358430791","2"
"Limited","1992","Full Time","East Germany","114","0.232297608289544","0.195429433414324","0.269165783164764","2"
"Limited","1992","Part Time","West Germany","106","0.327082235730673","0.278686848901801","0.375477622559545","2"
"Limited","1992","Part Time","East Germany","82","0.385204137837717","0.319541578977179","0.450866696698255","2"
"Limited","1992","Not Working","West Germany","22","","","","2"
"Limited","1992","Not Working","East Germany","15","","","","2"
"Permanent","1992","Full Time","West Germany","404","0.882387782798265","0.852948641569209","0.911826924027321","1"
"Permanent","1992","Part Time","West Germany","255","0.672917764269327","0.624522377440455","0.721313151098199","1"
"Permanent","1992","Part Time","East Germany","129","0.614795862162283","0.549133303301745","0.680458421022821","1"
"Permanent","1992","Not Working","West Germany","30","0.567646222789396","0.432996667276129","0.702295778302663","1"
"Permanent","1992","Full Time","East Germany","390","0.767702391710456","0.730834216835236","0.804570566585676","1"
"Permanent","1992","Not Working","East Germany","2","","","","1"
"Limited","1993","Full Time","West Germany","51","0.138974539931582","0.105693287443964","0.172255792419199","2"
"Limited","1993","Full Time","East Germany","52","0.145920499787176","0.108988584050615","0.182852415523736","2"
"Limited","1993","Part Time","West Germany","121","0.360110320690234","0.31003415413134","0.410186487249129","2"
"Limited","1993","Part Time","East Germany","66","0.359556800849225","0.287421525601252","0.431692076097197","2"
"Limited","1993","Not Working","West Germany","15","","","","2"
"Limited","1993","Not Working","East Germany","14","","","","2"
"Permanent","1993","Full Time","West Germany","364","0.861025460068418","0.827744207580801","0.894306712556036","1"
"Permanent","1993","Full Time","East Germany","299","0.854079500212824","0.817147584476264","0.891011415949384","1"
"Permanent","1993","Part Time","West Germany","232","0.639889679309766","0.589813512750871","0.68996584586866","1"
"Permanent","1993","Part Time","East Germany","104","0.640443199150775","0.568307923902803","0.712578474398748","1"
"Permanent","1993","Not Working","West Germany","36","0.773431589944034","0.658543863618793","0.888319316269274","1"
"Permanent","1993","Not Working","East Germany","19","","","","1"
"Limited","1994","Full Time","West Germany","59","0.159907385806866","0.120242243737047","0.199572527876684","2"
"Limited","1994","Full Time","East Germany","40","0.162220526527025","0.112943258504958","0.211497794549091","2"
"Limited","1994","Part Time","West Germany","150","0.408626113093896","0.359963078514183","0.457289147673608","2"
"Limited","1994","Part Time","East Germany","112","0.487571671425435","0.421219423322555","0.553923919528316","2"
"Limited","1994","Not Working","West Germany","39","0.506575126385762","0.394905470348305","0.618244782423218","2"
"Limited","1994","Not Working","East Germany","13","","","","2"
"Permanent","1994","Full Time","West Germany","269","0.840092614193134","0.800427472123316","0.879757756262953","1"
"Permanent","1994","Full Time","East Germany","175","0.837779473472975","0.788502205450909","0.887056741495042","1"
"Permanent","1994","Part Time","West Germany","242","0.591373886906104","0.542710852326392","0.640036921485817","1"
"Permanent","1994","Part Time","East Germany","106","0.512428328574565","0.446076080471684","0.578780576677445","1"
"Permanent","1994","Not Working","West Germany","38","0.493424873614238","0.381755217576782","0.605094529651695","1"
"Permanent","1994","Not Working","East Germany","5","","","","1"
"Limited","1995","Full Time","West Germany","308","0.078122440043921","0.0694471328695536","0.0867977472182883","2"
"Limited","1995","Full Time","East Germany","162","0.101891647457189","0.0869090927550006","0.116874202159378","2"
"Limited","1995","Part Time","West Germany","240","0.179075477165656","0.158919198032925","0.199231756298387","2"
"Limited","1995","Part Time","East Germany","149","0.371672569439259","0.324952826445789","0.418392312432729","2"
"Limited","1995","Not Working","West Germany","37","0.321768561333297","0.233253542700311","0.410283579966284","2"
"Limited","1995","Not Working","East Germany","36","0.730245230931948","0.615024773892768","0.845465687971128","2"
"Permanent","1995","Full Time","West Germany","3368","0.921877559956079","0.913202252781712","0.930552867130446","1"
"Permanent","1995","Full Time","East Germany","1404","0.898108352542811","0.883125797840622","0.913090907244999","1"
"Permanent","1995","Part Time","West Germany","1150","0.820924522834344","0.800768243701613","0.841080801967075","1"
"Permanent","1995","Part Time","East Germany","262","0.628327430560741","0.581607687567271","0.675047173554211","1"
"Permanent","1995","Not Working","West Germany","70","0.678231438666703","0.589716420033716","0.766746457299689","1"
"Permanent","1995","Not Working","East Germany","21","","","","1"
"Limited","1996","Full Time","West Germany","280","0.0790844443466637","0.0700792315103457","0.0880896571829816","2"
"Limited","1996","Full Time","East Germany","173","0.105995692755637","0.090670845436822","0.121320540074452","2"
"Limited","1996","Part Time","West Germany","223","0.161434785161969","0.142645351105762","0.180224219218176","2"
"Limited","1996","Part Time","East Germany","123","0.317285532771208","0.270366734596696","0.364204330945721","2"
"Limited","1996","Not Working","West Germany","39","0.437213625675506","0.337986341345995","0.536440910005017","2"
"Limited","1996","Not Working","East Germany","29","","","","2"
"Permanent","1996","Full Time","West Germany","3170","0.920915555653336","0.911910342817018","0.929920768489654","1"
"Permanent","1996","Full Time","East Germany","1377","0.894004307244363","0.878679459925548","0.909329154563178","1"
"Permanent","1996","Part Time","West Germany","1250","0.838565214838031","0.819775780781824","0.857354648894238","1"
"Permanent","1996","Part Time","East Germany","255","0.682714467228792","0.635795669054279","0.729633265403304","1"
"Permanent","1996","Not Working","West Germany","57","0.562786374324494","0.463559089994983","0.662013658654005","1"
"Permanent","1996","Not Working","East Germany","16","","","","1"
"Limited","1997","Full Time","West Germany","344","0.0944784046454726","0.0846540232383036","0.104302786052642","2"
"Limited","1997","Full Time","East Germany","167","0.102983325230788","0.0874408241372626","0.118525826324314","2"
"Limited","1997","Part Time","West Germany","246","0.194875297879796","0.174036947804042","0.215713647955551","2"
"Limited","1997","Part Time","East Germany","131","0.350162861728719","0.30245172276997","0.397874000687469","2"
"Limited","1997","Not Working","West Germany","38","0.366088919233456","0.259860184441653","0.472317654025258","2"
"Limited","1997","Not Working","East Germany","37","0.854870227516096","0.749591114687216","0.960149340344976","2"
"Permanent","1997","Full Time","West Germany","3061","0.905521595354527","0.895697213947358","0.915345976761696","1"
"Permanent","1997","Full Time","East Germany","1302","0.897016674769212","0.881474173675686","0.912559175862737","1"
"Permanent","1997","Part Time","West Germany","1142","0.805124702120204","0.784286352044449","0.825963052195958","1"
"Permanent","1997","Part Time","East Germany","253","0.649837138271281","0.602125999312531","0.69754827723003","1"
"Permanent","1997","Not Working","West Germany","41","0.633911080766544","0.527682345974742","0.740139815558347","1"
"Permanent","1997","Not Working","East Germany","6","","","","1"
"Limited","1998","Full Time","West Germany","345","0.088256373247019","0.0791210901896666","0.0973916563043714","2"
"Limited","1998","Full Time","East Germany","176","0.117104584820991","0.100913223863025","0.133295945778957","2"
"Limited","1998","Part Time","West Germany","282","0.172673108571951","0.154330038094912","0.191016179048989","2"
"Limited","1998","Part Time","East Germany","155","0.345879447554681","0.301485877459904","0.390273017649457","2"
"Limited","1998","Not Working","West Germany","53","0.508304145356117","0.410319462743609","0.606288827968625","2"
"Limited","1998","Not Working","East Germany","22","","","","2"
"Permanent","1998","Full Time","West Germany","3359","0.911743626752981","0.902608343695629","0.920878909810333","1"
"Permanent","1998","Full Time","East Germany","1339","0.882895415179009","0.866704054221043","0.899086776136975","1"
"Permanent","1998","Part Time","West Germany","1349","0.827326891428049","0.808983820951011","0.845669961905088","1"
"Permanent","1998","Part Time","East Germany","286","0.654120552445319","0.609726982350543","0.698514122540096","1"
"Permanent","1998","Not Working","West Germany","47","0.491695854643883","0.393711172031375","0.589680537256391","1"
"Permanent","1998","Not Working","East Germany","8","","","","1"
"Limited","1999","Full Time","West Germany","368","0.096958773128646","0.0873328558957824","0.10658469036151","2"
"Limited","1999","Full Time","East Germany","209","0.128937405713982","0.111880837259815","0.14599397416815","2"
"Limited","1999","Not Working","West Germany","38","0.43650028990904","0.336770384966793","0.536230194851287","2"
"Limited","1999","Part Time","West Germany","300","0.182196736523795","0.163446117614321","0.200947355433268","2"
"Limited","1999","Part Time","East Germany","174","0.352030861525803","0.309260013179997","0.394801709871609","2"
"Limited","1999","Not Working","East Germany","16","","","","2"
"Permanent","1999","Full Time","West Germany","3262","0.903041226871354","0.89341530963849","0.912667144104218","1"
"Permanent","1999","Part Time","West Germany","1328","0.817803263476205","0.799052644566732","0.836553882385679","1"
"Permanent","1999","Full Time","East Germany","1274","0.871062594286018","0.85400602583185","0.888119162740185","1"
"Permanent","1999","Part Time","East Germany","305","0.647969138474197","0.605198290128391","0.690739986820003","1"
"Permanent","1999","Not Working","West Germany","57","0.56349971009096","0.463769805148713","0.663229615033207","1"
"Permanent","1999","Not Working","East Germany","14","","","","1"
"Limited","2000","Full Time","West Germany","636","0.099995545811013","0.0925569623935506","0.107434129228475","2"
"Limited","2000","Full Time","East Germany","271","0.120546620949934","0.106831391669426","0.134261850230443","2"
"Limited","2000","Not Working","West Germany","70","0.469425409538045","0.389292395619732","0.549558423456358","2"
"Limited","2000","Part Time","West Germany","448","0.186881205230277","0.171594577588818","0.202167832871737","2"
"Limited","2000","Part Time","East Germany","212","0.324789560638647","0.287443033172509","0.362136088104785","2"
"Limited","2000","Not Working","East Germany","49","0.754950796826581","0.650387953583514","0.859513640069648","2"
"Permanent","2000","Full Time","West Germany","5612","0.900004454188987","0.892565870771524","0.907443037606449","1"
"Permanent","2000","Part Time","West Germany","2050","0.813118794769722","0.797832167128263","0.828405422411182","1"
"Permanent","2000","Full Time","East Germany","1894","0.879453379050065","0.865738149769557","0.893168608330574","1"
"Permanent","2000","Part Time","East Germany","392","0.675210439361353","0.637863911895215","0.712556966827491","1"
"Permanent","2000","Not Working","West Germany","79","0.530574590461955","0.450441576543642","0.610707604380268","1"
"Permanent","2000","Not Working","East Germany","16","","","","1"
"Limited","2001","Full Time","West Germany","540","0.0957388239888314","0.0880428392558884","0.103434808721774","2"
"Limited","2001","Full Time","East Germany","266","0.128269164928128","0.11354406702267","0.142994262833586","2"
"Limited","2001","Not Working","West Germany","49","0.504248695274224","0.412868202568582","0.595629187979865","2"
"Limited","2001","Part Time","West Germany","431","0.186186455430198","0.170329891159282","0.202043019701114","2"
"Limited","2001","Part Time","East Germany","192","0.331163493352458","0.292960708189545","0.369366278515371","2"
"Limited","2001","Not Working","East Germany","53","0.746055682059043","0.644090020310712","0.848021343807375","2"
"Permanent","2001","Full Time","West Germany","5075","0.904261176011169","0.896565191278226","0.911957160744112","1"
"Permanent","2001","Part Time","West Germany","1884","0.813813544569802","0.797956980298886","0.829670108840718","1"
"Permanent","2001","Full Time","East Germany","1715","0.871730835071872","0.857005737166414","0.88645593297733","1"
"Permanent","2001","Part Time","East Germany","391","0.668836506647542","0.630633721484629","0.707039291810455","1"
"Permanent","2001","Not Working","West Germany","66","0.495751304725776","0.404370812020135","0.587131797431418","1"
"Permanent","2001","Not Working","East Germany","17","","","","1"
"Limited","2002","Full Time","West Germany","582","0.104206888311608","0.0964462802775755","0.11196749634564","2"
"Limited","2002","Not Working","West Germany","53","0.564881016859249","0.46672485711298","0.663037176605517","2"
"Limited","2002","Full Time","East Germany","224","0.124832836113093","0.110136075617767","0.139529596608419","2"
"Limited","2002","Part Time","West Germany","442","0.178981717179047","0.164091547705324","0.193871886652771","2"
"Limited","2002","Part Time","East Germany","188","0.324980553138734","0.287378479958836","0.362582626318633","2"
"Limited","2002","Not Working","East Germany","43","0.702794411607275","0.589033023764681","0.816555799449869","2"
"Permanent","2002","Full Time","West Germany","5372","0.895793111688392","0.88803250365436","0.903553719722424","1"
"Permanent","2002","Part Time","West Germany","2104","0.821018282820953","0.806128113347229","0.835908452294676","1"
"Permanent","2002","Part Time","East Germany","408","0.675019446861266","0.637417373681367","0.712621520041164","1"
"Permanent","2002","Not Working","West Germany","45","0.435118983140751","0.336962823394483","0.53327514288702","1"
"Permanent","2002","Full Time","East Germany","1719","0.875167163886907","0.860470403391581","0.889863924382233","1"
"Permanent","2002","Not Working","East Germany","19","","","","1"
"Limited","2003","Full Time","West Germany","559","0.105699021645257","0.0975662373172706","0.113831805973244","2"
"Limited","2003","Full Time","East Germany","225","0.118906466893671","0.10415701196337","0.133655921823972","2"
"Limited","2003","Part Time","West Germany","433","0.185578270617947","0.170193622946882","0.200962918289013","2"
"Limited","2003","Not Working","West Germany","44","0.519619730361823","0.414635549957621","0.624603910766024","2"
"Limited","2003","Part Time","East Germany","157","0.286633897531484","0.249348062301192","0.323919732761776","2"
"Limited","2003","Not Working","East Germany","33","0.788083251191498","0.665936321953676","0.91023018042932","2"
"Permanent","2003","Full Time","West Germany","4931","0.894300978354743","0.886168194026756","0.902433762682729","1"
"Permanent","2003","Part Time","West Germany","2020","0.814421729382053","0.799037081710987","0.829806377053119","1"
"Permanent","2003","Part Time","East Germany","408","0.713366102468516","0.676080267238224","0.750651937698808","1"
"Permanent","2003","Full Time","East Germany","1625","0.881093533106329","0.866344078176028","0.89584298803663","1"
"Permanent","2003","Not Working","West Germany","43","0.480380269638177","0.375396089233976","0.585364450042379","1"
"Permanent","2003","Not Working","East Germany","10","","","","1"
"Limited","2004","Full Time","West Germany","536","0.112074896318168","0.103523783391845","0.120626009244491","2"
"Limited","2004","Full Time","East Germany","224","0.139238461159014","0.122985951547075","0.155490970770953","2"
"Limited","2004","Part Time","West Germany","424","0.192917480156542","0.177107857560777","0.208727102752308","2"
"Limited","2004","Not Working","West Germany","46","0.560318367121205","0.45602058914179","0.66461614510062","2"
"Limited","2004","Part Time","East Germany","182","0.308851641099046","0.272127055946716","0.345576226251377","2"
"Limited","2004","Not Working","East Germany","36","0.713607252377221","0.584363428847427","0.842851075907014","2"
