"plb0037_h","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Permanent","2004","Full Time","West Germany","4692","0.887925103681832","0.879373990755509","0.896476216608155","1"
"Permanent","2004","Part Time","West Germany","1969","0.807082519843458","0.791272897247692","0.822892142439223","1"
"Permanent","2004","Part Time","East Germany","426","0.691148358900954","0.654423773748623","0.727872944053285","1"
"Permanent","2004","Full Time","East Germany","1519","0.860761538840986","0.844509029229047","0.877014048452925","1"
"Permanent","2004","Not Working","West Germany","41","0.439681632878795","0.33538385489938","0.54397941085821","1"
"Permanent","2004","Not Working","East Germany","11","","","","1"
"Limited","2005","Full Time","West Germany","463","0.0982008750295929","0.09003523092526","0.106366519133926","2"
"Limited","2005","Full Time","East Germany","176","0.133515493017411","0.117138541264095","0.149892444770728","2"
"Limited","2005","Part Time","West Germany","407","0.211548537241722","0.19479939633469","0.228297678148754","2"
"Limited","2005","Not Working","West Germany","42","0.517559124915436","0.410058477925317","0.625059771905555","2"
"Limited","2005","Part Time","East Germany","166","0.309566694772854","0.272230639987415","0.346902749558293","2"
"Limited","2005","Not Working","East Germany","36","0.880932868338417","0.78413156246265","0.977734174214185","2"
"Permanent","2005","Full Time","West Germany","4639","0.901799124970407","0.893633480866074","0.90996476907474","1"
"Permanent","2005","Part Time","West Germany","1877","0.788451462758278","0.771702321851246","0.80520060366531","1"
"Permanent","2005","Part Time","East Germany","423","0.690433305227146","0.653097250441707","0.727769360012585","1"
"Permanent","2005","Full Time","East Germany","1481","0.866484506982589","0.850107555229272","0.882861458735905","1"
"Permanent","2005","Not Working","West Germany","41","0.482440875084564","0.374940228094445","0.589941522074683","1"
"Permanent","2005","Not Working","East Germany","7","","","","1"
"Limited","2006","Full Time","West Germany","500","0.103854643398419","0.0956576676460085","0.112051619150829","2"
"Limited","2006","Full Time","East Germany","211","0.14530092435461","0.12863214686938","0.16196970183984","2"
"Limited","2006","Part Time","West Germany","441","0.214636739033764","0.198272068577004","0.231001409490524","2"
"Limited","2006","Part Time","East Germany","181","0.31193603816911","0.275350881698634","0.348521194639585","2"
"Limited","2006","Not Working","West Germany","55","0.538740655566652","0.437967089277506","0.639514221855798","2"
"Limited","2006","Not Working","East Germany","25","","","","2"
"Permanent","2006","Full Time","West Germany","4821","0.896145356601581","0.887948380849171","0.904342332353991","1"
"Permanent","2006","Full Time","East Germany","1506","0.85469907564539","0.83803029816016","0.87136785313062","1"
"Permanent","2006","Part Time","West Germany","1977","0.785363260966236","0.768998590509476","0.801727931422996","1"
"Permanent","2006","Part Time","East Germany","435","0.68806396183089","0.651478805360415","0.724649118301366","1"
"Permanent","2006","Not Working","West Germany","39","0.461259344433348","0.360485778144202","0.562032910722494","1"
"Permanent","2006","Not Working","East Germany","25","","","","1"
"Limited","2007","Full Time","West Germany","486","0.102088604273694","0.0936931876870432","0.110484020860345","2"
"Limited","2007","Full Time","East Germany","223","0.148895219877331","0.131780709706417","0.166009730048246","2"
"Limited","2007","Part Time","West Germany","452","0.220544562357094","0.203799126420033","0.237289998294155","2"
"Limited","2007","Part Time","East Germany","154","0.316933606062096","0.279704031670047","0.354163180454145","2"
"Limited","2007","Not Working","West Germany","55","0.606804725555761","0.51381739499543","0.699792056116092","2"
"Limited","2007","Not Working","East Germany","34","0.697201321779384","0.571100158951716","0.823302484607052","2"
"Permanent","2007","Full Time","West Germany","4510","0.897911395726306","0.889515979139655","0.906306812312957","1"
"Permanent","2007","Full Time","East Germany","1439","0.851104780122669","0.833990269951755","0.868219290293583","1"
"Permanent","2007","Part Time","West Germany","1903","0.779455437642906","0.762710001705845","0.796200873579966","1"
"Permanent","2007","Part Time","East Germany","446","0.683066393937903","0.645836819545854","0.720295968329952","1"
"Permanent","2007","Not Working","West Germany","51","0.393195274444239","0.300207943883908","0.48618260500457","1"
"Permanent","2007","Not Working","East Germany","17","","","","1"
"Limited","2008","Full Time","West Germany","471","0.104351257887308","0.0957152555244895","0.112987260250126","2"
"Limited","2008","Full Time","East Germany","209","0.14807057720423","0.130817876664387","0.165323277744073","2"
"Limited","2008","Part Time","West Germany","464","0.243539213487624","0.225696700596089","0.261381726379159","2"
"Limited","2008","Part Time","East Germany","143","0.25638558685008","0.220881305391494","0.291889868308667","2"
"Limited","2008","Not Working","West Germany","46","0.505720813069788","0.40723536405723","0.604206262082346","2"
"Limited","2008","Not Working","East Germany","35","0.738737364284387","0.616965550866728","0.860509177702045","2"
"Permanent","2008","Full Time","West Germany","4343","0.895648742112692","0.887012739749874","0.904284744475511","1"
"Permanent","2008","Full Time","East Germany","1419","0.85192942279577","0.834676722255927","0.869182123335613","1"
"Permanent","2008","Part Time","West Germany","1759","0.756460786512376","0.738618273620841","0.774303299403911","1"
"Permanent","2008","Part Time","East Germany","438","0.74361441314992","0.708110131691333","0.779118694608506","1"
"Permanent","2008","Not Working","West Germany","53","0.494279186930212","0.395793737917654","0.59276463594277","1"
"Permanent","2008","Not Working","East Germany","15","","","","1"
"Limited","2009","Full Time","West Germany","429","0.0994080198819423","0.090559071241268","0.108256968522617","2"
"Limited","2009","Full Time","East Germany","195","0.128766607005837","0.112043550615736","0.145489663395938","2"
"Limited","2009","Part Time","West Germany","456","0.244058649033635","0.225868782584164","0.262248515483105","2"
"Limited","2009","Part Time","East Germany","162","0.354730801888129","0.315488908413511","0.393972695362748","2"
"Limited","2009","Not Working","West Germany","28","","","","2"
"Limited","2009","Not Working","East Germany","21","","","","2"
"Permanent","2009","Full Time","West Germany","3963","0.900591980118058","0.891743031477383","0.909440928758732","1"
"Permanent","2009","Full Time","East Germany","1346","0.871233392994163","0.854510336604062","0.887956449384264","1"
"Permanent","2009","Part Time","West Germany","1686","0.755941350966365","0.737751484516895","0.774131217415836","1"
"Permanent","2009","Part Time","East Germany","409","0.64526919811187","0.606027304637252","0.684511091586489","1"
"Permanent","2009","Not Working","West Germany","39","0.537389950919472","0.41800131465934","0.656778587179604","1"
"Permanent","2009","Not Working","East Germany","11","","","","1"
"Limited","2010","Full Time","West Germany","628","0.111164635699698","0.103146583044276","0.119182688355121","2"
"Limited","2010","Full Time","East Germany","224","0.146745247881781","0.130492960278319","0.162997535485243","2"
"Limited","2010","Part Time","West Germany","662","0.22149827549766","0.207184302195801","0.235812248799519","2"
"Limited","2010","Part Time","East Germany","210","0.329379050977006","0.296139585911926","0.362618516042086","2"
"Limited","2010","Not Working","West Germany","84","0.544887547699594","0.477695223438274","0.612079871960914","2"
"Limited","2010","Not Working","East Germany","47","0.512439600747716","0.406178531358942","0.61870067013649","2"
"Permanent","2010","Full Time","West Germany","5276","0.888835364300302","0.880817311644879","0.896853416955724","1"
"Permanent","2010","Full Time","East Germany","1597","0.853254752118219","0.837002464514757","0.869507039721681","1"
"Permanent","2010","Part Time","West Germany","2571","0.77850172450234","0.764187751200481","0.792815697804199","1"
"Permanent","2010","Part Time","East Germany","558","0.670620949022994","0.637381483957914","0.703860414088074","1"
"Permanent","2010","Not Working","West Germany","127","0.455112452300406","0.387920128039086","0.522304776561726","1"
"Permanent","2010","Not Working","East Germany","38","0.487560399252284","0.38129932986351","0.593821468641058","1"
"Limited","2011","Full Time","West Germany","724","0.116911019237536","0.109371499443675","0.124450539031398","2"
"Limited","2011","Full Time","East Germany","277","0.139512347298402","0.124759995615436","0.154264698981369","2"
"Limited","2011","Part Time","West Germany","804","0.223352348832357","0.210778837426155","0.235925860238559","2"
"Limited","2011","Part Time","East Germany","228","0.289403341241851","0.260428795874039","0.318377886609664","2"
"Limited","2011","Not Working","West Germany","106","0.47577927262407","0.41642889420561","0.53512965104253","2"
"Limited","2011","Not Working","East Germany","40","0.437695102023667","0.328297872927504","0.54709233111983","2"
"Permanent","2011","Full Time","West Germany","6253","0.883088980762464","0.875549460968602","0.890628500556325","1"
"Permanent","2011","Full Time","East Germany","1842","0.860487652701598","0.845735301018631","0.875240004384564","1"
"Permanent","2011","Part Time","West Germany","3411","0.776647651167643","0.764074139761441","0.789221162573845","1"
"Permanent","2011","Part Time","East Germany","713","0.710596658758148","0.681622113390336","0.739571204125961","1"
"Permanent","2011","Not Working","West Germany","166","0.52422072737593","0.46487034895747","0.58357110579439","1"
"Permanent","2011","Not Working","East Germany","39","0.562304897976333","0.45290766888017","0.671702127072496","1"
"Limited","2012","Full Time","West Germany","810","0.124764160642449","0.116967663063027","0.132560658221871","2"
