"plb0037_h","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Permanent","1995","1-pers.-HH","no migration background","424","0.862859577690529","0.832307805031687","0.893411350349371"
"Permanent","1995","1-pers.-HH","direct migration background","82","0.833963452152324","0.757509005104986","0.910417899199662"
"Permanent","1995","1-pers.-HH","indirect migration background","18","","",""
"Permanent","1995","(Married) couple without C. ","no migration background","1231","0.915299786612239","0.900485453701564","0.930114119522914"
"Permanent","1995","(Married) couple without C. ","direct migration background","242","0.915226007568926","0.881303050422616","0.949148964715237"
"Permanent","1995","(Married) couple without C. ","indirect migration background","41","0.855764402509499","0.757394240081788","0.954134564937209"
"Permanent","1995","Single parent ","no migration background","209","0.836817730263779","0.791900461732514","0.881734998795043"
"Permanent","1995","Single parent ","direct migration background","46","0.822933851797565","0.722051086058358","0.923816617536771"
"Permanent","1995","Single parent ","indirect migration background","8","","",""
"Permanent","1995","Couple + C. LE 16 ","no migration background","1458","0.931413905029877","0.918903699098726","0.943924110961029"
"Permanent","1995","Couple + C. LE 16 ","direct migration background","393","0.911616700303003","0.884725050405002","0.938508350201005"
"Permanent","1995","Couple + C. LE 16 ","indirect migration background","25","","",""
"Permanent","1995","Couple + C. GT 16 ","no migration background","817","0.814569907114908","0.79056568456587","0.838574129663946"
"Permanent","1995","Couple + C. GT 16 ","direct migration background","276","0.900081777953164","0.866202965649235","0.933960590257094"
"Permanent","1995","Couple + C. GT 16 ","indirect migration background","62","0.579934740036338","0.4831969778483","0.676672502224375"
"Permanent","1995","Couple + C. LE and GT 16","no migration background","386","0.810327406959867","0.775472613697355","0.845182200222378"
"Permanent","1995","Couple + C. LE and GT 16","direct migration background","175","0.818838810579122","0.766870493329746","0.870807127828499"
"Permanent","1995","Couple + C. LE and GT 16","indirect migration background","27","","",""
"Limited","1995","1-pers.-HH","no migration background","63","0.137140422309471","0.106588649650629","0.167692194968313"
"Limited","1995","1-pers.-HH","direct migration background","9","","",""
"Limited","1995","1-pers.-HH","indirect migration background","6","","",""
"Limited","1995","(Married) couple without C. ","no migration background","126","0.0847002133877611","0.0698858804770859","0.0995145462984363"
"Limited","1995","(Married) couple without C. ","direct migration background","17","","",""
"Limited","1995","(Married) couple without C. ","indirect migration background","8","","",""
"Limited","1995","Single parent ","no migration background","51","0.163182269736221","0.118265001204957","0.208099538267486"
"Limited","1995","Single parent ","direct migration background","9","","",""
"Limited","1995","Single parent ","indirect migration background","7","","",""
"Limited","1995","Couple + C. LE 16 ","no migration background","110","0.0685860949701226","0.056075889038971","0.0810963009012742"
"Limited","1995","Couple + C. LE 16 ","direct migration background","35","0.0883832996969966","0.0614916497989952","0.115274949594998"
"Limited","1995","Couple + C. LE 16 ","indirect migration background","1","","",""
"Limited","1995","Couple + C. GT 16 ","no migration background","190","0.185430092885092","0.161425870336054","0.20943431543413"
"Limited","1995","Couple + C. GT 16 ","direct migration background","25","","",""
"Limited","1995","Couple + C. GT 16 ","indirect migration background","38","0.420065259963662","0.323327497775625","0.5168030221517"
"Limited","1995","Couple + C. LE and GT 16","no migration background","100","0.189672593040133","0.154817799777622","0.224527386302645"
"Limited","1995","Couple + C. LE and GT 16","direct migration background","36","0.181161189420878","0.129192872171501","0.233129506670254"
"Limited","1995","Couple + C. LE and GT 16","indirect migration background","38","0.604303224547045","0.485425598403026","0.723180850691064"
"Permanent","1996","1-pers.-HH","no migration background","444","0.874847707146","0.846016789416562","0.903678624875437"
"Permanent","1996","1-pers.-HH","direct migration background","75","0.847389874955379","0.768588026131699","0.926191723779058"
"Permanent","1996","1-pers.-HH","indirect migration background","23","","",""
"Permanent","1996","(Married) couple without C. ","no migration background","1228","0.929334330855949","0.915623554041779","0.943045107670118"
"Permanent","1996","(Married) couple without C. ","direct migration background","224","0.91417051218176","0.878805693611206","0.949535330752314"
"Permanent","1996","(Married) couple without C. ","indirect migration background","41","0.85554016369159","0.757106463361109","0.95397386402207"
"Permanent","1996","Single parent ","no migration background","215","0.777490986026651","0.728331964495281","0.826650007558021"
"Permanent","1996","Single parent ","direct migration background","61","0.851180505179575","0.766587513988719","0.935773496370432"
"Permanent","1996","Single parent ","indirect migration background","10","","",""
"Permanent","1996","Couple + C. LE 16 ","no migration background","1395","0.93317118928529","0.920478456592437","0.945863921978143"
"Permanent","1996","Couple + C. LE 16 ","direct migration background","358","0.888670642141797","0.857691044943539","0.919650239340054"
"Permanent","1996","Couple + C. LE 16 ","indirect migration background","28","","",""
"Permanent","1996","Couple + C. GT 16 ","no migration background","777","0.843530632405208","0.820330645889973","0.866730618920442"
"Permanent","1996","Couple + C. GT 16 ","direct migration background","243","0.900793339978064","0.865069762131552","0.936516917824577"
"Permanent","1996","Couple + C. GT 16 ","indirect migration background","67","0.62876449174985","0.534071715507502","0.723457267992199"
"Permanent","1996","Couple + C. LE and GT 16","no migration background","407","0.797224636870744","0.762666973581716","0.831782300159772"
"Permanent","1996","Couple + C. LE and GT 16","direct migration background","167","0.809997362415528","0.755075953146965","0.864918771684091"
"Permanent","1996","Couple + C. LE and GT 16","indirect migration background","23","","",""
"Limited","1996","1-pers.-HH","no migration background","62","0.125152292854","0.0963213751245627","0.153983210583438"
"Limited","1996","1-pers.-HH","direct migration background","5","","",""
"Limited","1996","1-pers.-HH","indirect migration background","6","","",""
"Limited","1996","(Married) couple without C. ","no migration background","114","0.0706656691440515","0.0569548923298823","0.0843764459582206"
"Limited","1996","(Married) couple without C. ","direct migration background","17","","",""
"Limited","1996","(Married) couple without C. ","indirect migration background","8","","",""
"Limited","1996","Single parent ","no migration background","60","0.222509013973349","0.17334999244198","0.271668035504719"
"Limited","1996","Single parent ","direct migration background","7","","",""
"Limited","1996","Single parent ","indirect migration background","7","","",""
"Limited","1996","Couple + C. LE 16 ","no migration background","92","0.0668288107147097","0.0541360780218568","0.0795215434075627"
"Limited","1996","Couple + C. LE 16 ","direct migration background","38","0.111329357858203","0.0803497606599458","0.142308955056461"
"Limited","1996","Couple + C. LE 16 ","indirect migration background","3","","",""
"Limited","1996","Couple + C. GT 16 ","no migration background","165","0.156469367594792","0.133269381079558","0.179669354110027"
"Limited","1996","Couple + C. GT 16 ","direct migration background","26","","",""
"Limited","1996","Couple + C. GT 16 ","indirect migration background","33","0.37123550825015","0.276542732007801","0.465928284492498"
"Limited","1996","Couple + C. LE and GT 16","no migration background","113","0.202775363129256","0.168217699840228","0.237333026418284"
"Limited","1996","Couple + C. LE and GT 16","direct migration background","29","","",""
"Limited","1996","Couple + C. LE and GT 16","indirect migration background","38","0.655886283832848","0.536666469874125","0.77510609779157"
"Permanent","1997","1-pers.-HH","no migration background","415","0.876081016289322","0.84675734935047","0.905404683228173"
"Permanent","1997","1-pers.-HH","direct migration background","59","0.8628556481048","0.779228083578929","0.94648321263067"
"Permanent","1997","1-pers.-HH","indirect migration background","32","0.789731514258298","0.658428693220989","0.921034335295607"
"Permanent","1997","(Married) couple without C. ","no migration background","1177","0.909275608178025","0.893775472612948","0.924775743743102"
"Permanent","1997","(Married) couple without C. ","direct migration background","238","0.928877096173243","0.897452811785929","0.960301380560557"
"Permanent","1997","(Married) couple without C. ","indirect migration background","41","0.734855895751966","0.613711010838127","0.856000780665804"
"Permanent","1997","Single parent ","no migration background","206","0.789286213844407","0.74009247157032","0.838479956118494"
"Permanent","1997","Single parent ","direct migration background","55","0.85046306604178","0.762402843004889","0.938523289078671"
"Permanent","1997","Single parent ","indirect migration background","6","","",""
"Permanent","1997","Couple + C. LE 16 ","no migration background","1284","0.938645406806351","0.925956358673984","0.951334454938719"
"Permanent","1997","Couple + C. LE 16 ","direct migration background","326","0.85953561548075","0.823986392911577","0.895084838049923"
"Permanent","1997","Couple + C. LE 16 ","indirect migration background","40","0.85580738034484","0.753170991393467","0.958443769296213"
"Permanent","1997","Couple + C. GT 16 ","no migration background","782","0.798441579357882","0.77333800092284","0.823545157792924"
"Permanent","1997","Couple + C. GT 16 ","direct migration background","215","0.84655241978815","0.801236384736006","0.891868454840294"
"Permanent","1997","Couple + C. GT 16 ","indirect migration background","54","0.422553120606437","0.328517621403915","0.516588619808958"
"Permanent","1997","Couple + C. LE and GT 16","no migration background","386","0.75801353580679","0.720360160420648","0.795666911192931"
"Permanent","1997","Couple + C. LE and GT 16","direct migration background","158","0.84631190918325","0.792878313418466","0.899745504948033"
"Permanent","1997","Couple + C. LE and GT 16","indirect migration background","30","0.387531918620711","0.269995732946634","0.505068104294789"
"Limited","1997","1-pers.-HH","no migration background","70","0.123918983710679","0.0945953167718274","0.15324265064953"
"Limited","1997","1-pers.-HH","direct migration background","6","","",""
"Limited","1997","1-pers.-HH","indirect migration background","5","","",""
"Limited","1997","(Married) couple without C. ","no migration background","142","0.0907243918219749","0.0752242562568979","0.106224527387052"
"Limited","1997","(Married) couple without C. ","direct migration background","19","","",""
"Limited","1997","(Married) couple without C. ","indirect migration background","10","","",""
"Limited","1997","Single parent ","no migration background","58","0.210713786155593","0.161520043881506","0.25990752842968"
"Limited","1997","Single parent ","direct migration background","8","","",""
"Limited","1997","Single parent ","indirect migration background","15","","",""
"Limited","1997","Couple + C. LE 16 ","no migration background","90","0.0613545931936488","0.0486655450612813","0.0740436413260163"
"Limited","1997","Couple + C. LE 16 ","direct migration background","41","0.14046438451925","0.104915161950077","0.176013607088423"
"Limited","1997","Couple + C. LE 16 ","indirect migration background","5","","",""
"Limited","1997","Couple + C. GT 16 ","no migration background","199","0.201558420642118","0.176454842207076","0.22666199907716"
"Limited","1997","Couple + C. GT 16 ","direct migration background","28","","",""
"Limited","1997","Couple + C. GT 16 ","indirect migration background","52","0.577446879393563","0.483411380191042","0.671482378596085"
"Limited","1997","Couple + C. LE and GT 16","no migration background","111","0.24198646419321","0.204333088807069","0.279639839579352"
"Limited","1997","Couple + C. LE and GT 16","direct migration background","17","","",""
"Limited","1997","Couple + C. LE and GT 16","indirect migration background","36","0.612468081379289","0.494931895705211","0.730004267053366"
"Permanent","1998","1-pers.-HH","no migration background","505","0.87094949378438","0.843688833760286","0.898210153808475"
"Permanent","1998","1-pers.-HH","direct migration background","70","0.822749468798554","0.741566261278448","0.903932676318661"
"Permanent","1998","1-pers.-HH","indirect migration background","26","","",""
"Permanent","1998","(Married) couple without C. ","no migration background","1401","0.92154710525382","0.908117879130102","0.934976331377539"
"Permanent","1998","(Married) couple without C. ","direct migration background","223","0.912079497086552","0.876253037022439","0.947905957150665"
"Permanent","1998","(Married) couple without C. ","indirect migration background","51","0.834491522900298","0.740455651846695","0.928527393953901"
"Permanent","1998","Single parent ","no migration background","229","0.746762204700319","0.69787820578785","0.795646203612788"
"Permanent","1998","Single parent ","direct migration background","46","0.852867411562507","0.756586184403567","0.949148638721447"
"Permanent","1998","Single parent ","indirect migration background","9","","",""
"Permanent","1998","Couple + C. LE 16 ","no migration background","1426","0.930011419522477","0.917265049718122","0.942757789326832"
"Permanent","1998","Couple + C. LE 16 ","direct migration background","322","0.859992600437141","0.824394689620932","0.895590511253351"
"Permanent","1998","Couple + C. LE 16 ","indirect migration background","43","0.919496988421233","0.840873846599233","0.998120130243233"
"Permanent","1998","Couple + C. GT 16 ","no migration background","905","0.811526958249465","0.788643178558045","0.834410737940885"
"Permanent","1998","Couple + C. GT 16 ","direct migration background","214","0.869625749382291","0.827114714488711","0.912136784275871"
"Permanent","1998","Couple + C. GT 16 ","indirect migration background","60","0.414263789074585","0.319591921450233","0.508935656698936"
"Permanent","1998","Couple + C. LE and GT 16","no migration background","416","0.79061329198621","0.756104157043804","0.825122426928617"
"Permanent","1998","Couple + C. LE and GT 16","direct migration background","137","0.843426307339056","0.786941390013066","0.899911224665047"
"Permanent","1998","Couple + C. LE and GT 16","indirect migration background","17","","",""
"Limited","1998","1-pers.-HH","no migration background","76","0.129050506215619","0.101789846191525","0.156311166239714"
"Limited","1998","1-pers.-HH","direct migration background","15","","",""
"Limited","1998","1-pers.-HH","indirect migration background","8","","",""
"Limited","1998","(Married) couple without C. ","no migration background","139","0.0784528947461796","0.0650236686224614","0.0918821208698979"
"Limited","1998","(Married) couple without C. ","direct migration background","17","","",""
"Limited","1998","(Married) couple without C. ","indirect migration background","9","","",""
"Limited","1998","Single parent ","no migration background","75","0.253237795299681","0.204353796387212","0.302121794212151"
"Limited","1998","Single parent ","direct migration background","6","","",""
"Limited","1998","Single parent ","indirect migration background","14","","",""
"Limited","1998","Couple + C. LE 16 ","no migration background","113","0.0699885804775227","0.0572422106731678","0.0827349502818776"
"Limited","1998","Couple + C. LE 16 ","direct migration background","43","0.140007399562859","0.104409488746649","0.175605310379068"
"Limited","1998","Couple + C. LE 16 ","indirect migration background","3","","",""
"Limited","1998","Couple + C. GT 16 ","no migration background","217","0.188473041750535","0.165589262059115","0.211356821441955"
"Limited","1998","Couple + C. GT 16 ","direct migration background","27","","",""
"Limited","1998","Couple + C. GT 16 ","indirect migration background","44","0.585736210925416","0.491064343301064","0.680408078549767"
"Limited","1998","Couple + C. LE and GT 16","no migration background","118","0.20938670801379","0.174877573071383","0.243895842956196"
"Limited","1998","Couple + C. LE and GT 16","direct migration background","22","","",""
"Limited","1998","Couple + C. LE and GT 16","indirect migration background","39","0.678770315611467","0.556471195175948","0.801069436046986"
"Permanent","1999","1-pers.-HH","no migration background","494","0.837299646616773","0.807815772556087","0.866783520677459"
"Permanent","1999","1-pers.-HH","direct migration background","65","0.942895892078593","0.888145265567556","0.997646518589631"
"Permanent","1999","1-pers.-HH","indirect migration background","37","0.813843059696431","0.700119149855067","0.927566969537796"
"Permanent","1999","(Married) couple without C. ","no migration background","1440","0.92251983078888","0.909403426844969","0.93563623473279"
"Permanent","1999","(Married) couple without C. ","direct migration background","210","0.890332868094452","0.850800128096059","0.929865608092845"
"Permanent","1999","(Married) couple without C. ","indirect migration background","54","0.790219773034647","0.689680894165102","0.890758651904191"
"Permanent","1999","Single parent ","no migration background","232","0.761589541437393","0.714231794360285","0.8089472885145"
"Permanent","1999","Single parent ","direct migration background","48","0.785227360195706","0.67766971959951","0.892785000791902"
"Permanent","1999","Single parent ","indirect migration background","12","","",""
"Permanent","1999","Couple + C. LE 16 ","no migration background","1446","0.927183578563879","0.914339015019313","0.940028142108444"
"Permanent","1999","Couple + C. LE 16 ","direct migration background","318","0.89624052846963","0.864201109314189","0.928279947625071"
"Permanent","1999","Couple + C. LE 16 ","indirect migration background","51","0.897939293806391","0.820030430663951","0.975848156948831"
"Permanent","1999","Couple + C. GT 16 ","no migration background","889","0.796198764216042","0.772512028323442","0.819885500108643"
"Permanent","1999","Couple + C. GT 16 ","direct migration background","194","0.792863947658299","0.740376248849997","0.845351646466601"
"Permanent","1999","Couple + C. GT 16 ","indirect migration background","57","0.485966607730847","0.39036783391621","0.581565381545485"
"Permanent","1999","Couple + C. LE and GT 16","no migration background","407","0.774525835748883","0.739505462114255","0.809546209383511"
"Permanent","1999","Couple + C. LE and GT 16","direct migration background","104","0.778671012858366","0.704701704477035","0.852640321239697"
"Permanent","1999","Couple + C. LE and GT 16","indirect migration background","20","","",""
"Limited","1999","1-pers.-HH","no migration background","108","0.162700353383227","0.133216479322541","0.192184227443913"
"Limited","1999","1-pers.-HH","direct migration background","4","","",""
"Limited","1999","1-pers.-HH","indirect migration background","8","","",""
"Limited","1999","(Married) couple without C. ","no migration background","156","0.0774801692111205","0.0643637652672095","0.0905965731550314"
"Limited","1999","(Married) couple without C. ","direct migration background","30","0.109667131905548","0.0701343919071545","0.149199871903941"
"Limited","1999","(Married) couple without C. ","indirect migration background","9","","",""
"Limited","1999","Single parent ","no migration background","79","0.238410458562607","0.191052711485499","0.285768205639715"
"Limited","1999","Single parent ","direct migration background","8","","",""
"Limited","1999","Single parent ","indirect migration background","19","","",""
"Limited","1999","Couple + C. LE 16 ","no migration background","126","0.0728164214361212","0.0599718578915558","0.0856609849806866"
"Limited","1999","Couple + C. LE 16 ","direct migration background","30","0.10375947153037","0.0717200523749292","0.135798890685811"
"Limited","1999","Couple + C. LE 16 ","indirect migration background","7","","",""
"Limited","1999","Couple + C. GT 16 ","no migration background","222","0.203801235783958","0.180114499891357","0.227487971676558"
"Limited","1999","Couple + C. GT 16 ","direct migration background","35","0.207136052341701","0.154648353533399","0.259623751150003"
"Limited","1999","Couple + C. GT 16 ","indirect migration background","48","0.514033392269153","0.418434618454515","0.60963216608379"
"Limited","1999","Couple + C. LE and GT 16","no migration background","140","0.225474164251117","0.190453790616489","0.260494537885745"
"Limited","1999","Couple + C. LE and GT 16","direct migration background","17","","",""
"Limited","1999","Couple + C. LE and GT 16","indirect migration background","27","","",""
"Permanent","2000","1-pers.-HH","no migration background","1003","0.853222556989696","0.833073731336967","0.873371382642425"
"Permanent","2000","1-pers.-HH","direct migration background","95","0.840265565754895","0.772416068056875","0.908115063452916"
"Permanent","2000","1-pers.-HH","indirect migration background","41","0.838645739162901","0.738662797396502","0.9386286809293"
"Permanent","2000","(Married) couple without C. ","no migration background","2288","0.920868926789707","0.910335688649486","0.931402164929928"
"Permanent","2000","(Married) couple without C. ","direct migration background","284","0.878249354346089","0.842365647040889","0.914133061651288"
"Permanent","2000","(Married) couple without C. ","indirect migration background","70","0.919834056607063","0.859571092922796","0.98009702029133"
"Permanent","2000","Single parent ","no migration background","420","0.793065785019435","0.758511501804375","0.827620068234496"
"Permanent","2000","Single parent ","direct migration background","61","0.702763231754764","0.602611404220212","0.802915059289317"
"Permanent","2000","Single parent ","indirect migration background","18","","",""
"Permanent","2000","Couple + C. LE 16 ","no migration background","2370","0.926365933135686","0.916256663920836","0.936475202350537"
"Permanent","2000","Couple + C. LE 16 ","direct migration background","461","0.867767372001806","0.838624296259198","0.896910447744413"
"Permanent","2000","Couple + C. LE 16 ","indirect migration background","66","0.918391162766864","0.854258168918281","0.982524156615448"
"Permanent","2000","Couple + C. GT 16 ","no migration background","1413","0.788840710734819","0.769923195716297","0.80775822575334"
"Permanent","2000","Couple + C. GT 16 ","direct migration background","257","0.867152406465007","0.828088681388571","0.906216131541443"
"Permanent","2000","Couple + C. GT 16 ","indirect migration background","70","0.570187087848125","0.484088773514123","0.656285402182128"
"Permanent","2000","Couple + C. LE and GT 16","no migration background","652","0.747324142643302","0.718179714653802","0.776468570632802"
"Permanent","2000","Couple + C. LE and GT 16","direct migration background","153","0.778005460136159","0.718912770254182","0.837098150018137"
"Permanent","2000","Couple + C. LE and GT 16","indirect migration background","23","","",""
"Limited","2000","1-pers.-HH","no migration background","182","0.146777443010304","0.126628617357575","0.166926268663033"
"Limited","2000","1-pers.-HH","direct migration background","17","","",""
"Limited","2000","1-pers.-HH","indirect migration background","11","","",""
"Limited","2000","(Married) couple without C. ","no migration background","235","0.0791310732102929","0.0685978350700719","0.089664311350514"
"Limited","2000","(Married) couple without C. ","direct migration background","35","0.121750645653911","0.0858669383487116","0.157634352959111"
"Limited","2000","(Married) couple without C. ","indirect migration background","8","","",""
"Limited","2000","Single parent ","no migration background","108","0.206934214980565","0.172379931765504","0.241488498195625"
"Limited","2000","Single parent ","direct migration background","19","","",""
"Limited","2000","Single parent ","indirect migration background","17","","",""
"Limited","2000","Couple + C. LE 16 ","no migration background","194","0.0736340668643135","0.0635247976494628","0.0837433360791643"
"Limited","2000","Couple + C. LE 16 ","direct migration background","58","0.132232627998194","0.103089552255587","0.161375703740802"
"Limited","2000","Couple + C. LE 16 ","indirect migration background","4","","",""
"Limited","2000","Couple + C. GT 16 ","no migration background","375","0.211159289265182","0.19224177424666","0.230076804283703"
"Limited","2000","Couple + C. GT 16 ","direct migration background","33","0.132847593534993","0.0937838684585566","0.171911318611429"
"Limited","2000","Couple + C. GT 16 ","indirect migration background","57","0.429812912151875","0.343714597817872","0.515911226485877"
"Limited","2000","Couple + C. LE and GT 16","no migration background","202","0.252675857356698","0.223531429367198","0.281820285346198"
"Limited","2000","Couple + C. LE and GT 16","direct migration background","37","0.221994539863841","0.162901849981863","0.281087229745818"
"Limited","2000","Couple + C. LE and GT 16","indirect migration background","33","0.635751223344582","0.509714608339104","0.761787838350061"
"Permanent","2001","1-pers.-HH","no migration background","923","0.885525210567839","0.86639443095432","0.904655990181358"
"Permanent","2001","1-pers.-HH","direct migration background","78","0.872038267813311","0.804865365150133","0.939211170476489"
"Permanent","2001","1-pers.-HH","indirect migration background","43","0.661113189656938","0.54423242067451","0.777993958639366"
"Permanent","2001","(Married) couple without C. ","no migration background","2068","0.924497577954771","0.913621916963","0.935373238946542"
"Permanent","2001","(Married) couple without C. ","direct migration background","249","0.844453954478299","0.802078691621837","0.88682921733476"
"Permanent","2001","(Married) couple without C. ","indirect migration background","65","0.954203748272216","0.905579327300545","1.00282816924389"
"Permanent","2001","Single parent ","no migration background","372","0.768358534546815","0.730458925822473","0.806258143271157"
"Permanent","2001","Single parent ","direct migration background","55","0.685943902848813","0.581594682248897","0.790293123448728"
"Permanent","2001","Single parent ","indirect migration background","14","","",""
"Permanent","2001","Couple + C. LE 16 ","no migration background","2172","0.926250299796314","0.915687629042897","0.936812970549731"
"Permanent","2001","Couple + C. LE 16 ","direct migration background","434","0.905395863824725","0.879020902224986","0.931770825424463"
"Permanent","2001","Couple + C. LE 16 ","indirect migration background","85","0.902031298246838","0.840953710723664","0.963108885770013"
"Permanent","2001","Couple + C. GT 16 ","no migration background","1273","0.7877679145837","0.767881350985737","0.807654478181664"
"Permanent","2001","Couple + C. GT 16 ","direct migration background","241","0.840195900101765","0.795995076142972","0.884396724060557"
"Permanent","2001","Couple + C. GT 16 ","indirect migration background","52","0.511213413799063","0.413726086486146","0.60870074111198"
"Permanent","2001","Couple + C. LE and GT 16","no migration background","610","0.748794881228225","0.718703486256888","0.778886276199563"
"Permanent","2001","Couple + C. LE and GT 16","direct migration background","126","0.709041126880899","0.640153476558831","0.777928777202968"
"Permanent","2001","Couple + C. LE and GT 16","indirect migration background","21","","",""
"Limited","2001","1-pers.-HH","no migration background","141","0.114474789432161","0.0953440098186419","0.13360556904568"
"Limited","2001","1-pers.-HH","direct migration background","17","","",""
"Limited","2001","1-pers.-HH","indirect migration background","20","","",""
"Limited","2001","(Married) couple without C. ","no migration background","199","0.0755024220452291","0.064626761053458","0.0863780830370002"
"Limited","2001","(Married) couple without C. ","direct migration background","32","0.155546045521701","0.113170782665239","0.197921308378163"
"Limited","2001","(Married) couple without C. ","indirect migration background","6","","",""
"Limited","2001","Single parent ","no migration background","104","0.231641465453185","0.193741856728843","0.269541074177527"
"Limited","2001","Single parent ","direct migration background","21","","",""
"Limited","2001","Single parent ","indirect migration background","17","","",""
"Limited","2001","Couple + C. LE 16 ","no migration background","180","0.0737497002036859","0.0631870294502687","0.084312370957103"
"Limited","2001","Couple + C. LE 16 ","direct migration background","39","0.0946041361752755","0.0682291745755373","0.120979097775014"
"Limited","2001","Couple + C. LE 16 ","indirect migration background","6","","",""
"Limited","2001","Couple + C. GT 16 ","no migration background","351","0.2122320854163","0.192345521818336","0.232118649014263"
"Limited","2001","Couple + C. GT 16 ","direct migration background","23","","",""
"Limited","2001","Couple + C. GT 16 ","indirect migration background","49","0.488786586200937","0.39129925888802","0.586273913513854"
"Limited","2001","Couple + C. LE and GT 16","no migration background","188","0.251205118771775","0.221113723800437","0.281296513743112"
"Limited","2001","Couple + C. LE and GT 16","direct migration background","41","0.290958873119101","0.222071222797032","0.359846523441169"
"Limited","2001","Couple + C. LE and GT 16","indirect migration background","33","0.528915405617253","0.395779937234994","0.662050873999512"
"Permanent","2002","1-pers.-HH","no migration background","892","0.869485191830265","0.849031334553034","0.889939049107496"
"Permanent","2002","1-pers.-HH","direct migration background","78","0.80680780600741","0.727832319941105","0.885783292073715"
"Permanent","2002","1-pers.-HH","indirect migration background","37","0.666493957495996","0.538350516770725","0.794637398221267"
"Permanent","2002","(Married) couple without C. ","no migration background","2359","0.923952369703104","0.913666038675685","0.934238700730523"
"Permanent","2002","(Married) couple without C. ","direct migration background","243","0.88675209744861","0.848952915165753","0.924551279731466"
"Permanent","2002","(Married) couple without C. ","indirect migration background","54","0.929173988817319","0.864797381232407","0.993550596402231"
"Permanent","2002","Single parent ","no migration background","377","0.758696608190694","0.721117263366075","0.796275953015313"
"Permanent","2002","Single parent ","direct migration background","62","0.762532035452475","0.667485937862857","0.857578133042093"
"Permanent","2002","Single parent ","indirect migration background","15","","",""
"Permanent","2002","Couple + C. LE 16 ","no migration background","2273","0.941702514835994","0.93238465637893","0.951020373293059"
"Permanent","2002","Couple + C. LE 16 ","direct migration background","387","0.887857430030049","0.857998357485035","0.917716502575063"
"Permanent","2002","Couple + C. LE 16 ","indirect migration background","89","0.917150104525025","0.862008592979048","0.972291616071003"
"Permanent","2002","Couple + C. GT 16 ","no migration background","1453","0.783240665624524","0.764413900793353","0.802067430455695"
"Permanent","2002","Couple + C. GT 16 ","direct migration background","199","0.775930492234197","0.721688210269053","0.83017277419934"
"Permanent","2002","Couple + C. GT 16 ","indirect migration background","54","0.453361123235765","0.35675149728752","0.54997074918401"
"Permanent","2002","Couple + C. LE and GT 16","no migration background","687","0.756697239996816","0.728201915546873","0.78519256444676"
"Permanent","2002","Couple + C. LE and GT 16","direct migration background","127","0.692073741134932","0.621421536929859","0.762725945340004"
"Permanent","2002","Couple + C. LE and GT 16","indirect migration background","22","","",""
"Limited","2002","1-pers.-HH","no migration background","150","0.130514808169735","0.110060950892504","0.150968665446966"
"Limited","2002","1-pers.-HH","direct migration background","18","","",""
"Limited","2002","1-pers.-HH","indirect migration background","15","","",""
"Limited","2002","(Married) couple without C. ","no migration background","192","0.0760476302968957","0.0657612992694768","0.0863339613243146"
"Limited","2002","(Married) couple without C. ","direct migration background","27","","",""
"Limited","2002","(Married) couple without C. ","indirect migration background","7","","",""
"Limited","2002","Single parent ","no migration background","121","0.241303391809306","0.203724046984687","0.278882736633925"
"Limited","2002","Single parent ","direct migration background","15","","",""
"Limited","2002","Single parent ","indirect migration background","16","","",""
"Limited","2002","Couple + C. LE 16 ","no migration background","156","0.0582974851640057","0.0489796267069411","0.0676153436210704"
"Limited","2002","Couple + C. LE 16 ","direct migration background","42","0.112142569969951","0.082283497424937","0.142001642514965"
"Limited","2002","Couple + C. LE 16 ","indirect migration background","7","","",""
"Limited","2002","Couple + C. GT 16 ","no migration background","387","0.216759334375476","0.197932569544305","0.235586099206647"
"Limited","2002","Couple + C. GT 16 ","direct migration background","28","","",""
"Limited","2002","Couple + C. GT 16 ","indirect migration background","48","0.546638876764235","0.450029250815989","0.64324850271248"
"Limited","2002","Couple + C. LE and GT 16","no migration background","184","0.243302760003184","0.21480743555324","0.271798084453127"
"Limited","2002","Couple + C. LE and GT 16","direct migration background","37","0.307926258865068","0.237274054659996","0.378578463070141"
"Limited","2002","Couple + C. LE and GT 16","indirect migration background","32","0.552726688121649","0.420111605218636","0.685341771024662"
"Permanent","2003","1-pers.-HH","no migration background","861","0.874253676575203","0.853641622151178","0.894865730999228"
"Permanent","2003","1-pers.-HH","direct migration background","73","0.826471264044794","0.747347609971102","0.905594918118485"
"Permanent","2003","1-pers.-HH","indirect migration background","35","0.651192719275914","0.513466472027401","0.788918966524428"
"Permanent","2003","(Married) couple without C. ","no migration background","2198","0.905406818165587","0.893768609729673","0.917045026601501"
"Permanent","2003","(Married) couple without C. ","direct migration background","220","0.913809918636493","0.878668310793239","0.948951526479748"
"Permanent","2003","(Married) couple without C. ","indirect migration background","71","0.923269468683784","0.864576931303009","0.981962006064558"
"Permanent","2003","Single parent ","no migration background","345","0.778726830455939","0.740416423300959","0.817037237610919"
"Permanent","2003","Single parent ","direct migration background","60","0.774101691100958","0.681299915096083","0.866903467105833"
"Permanent","2003","Single parent ","indirect migration background","16","","",""
"Permanent","2003","Couple + C. LE 16 ","no migration background","2074","0.932557293517248","0.922127419360908","0.942987167673589"
