"plb0037_h","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Limited","1985","Not Employed","East Germany","","","","","2"
"Limited","1985","Employed","East Germany","","","","","2"
"Limited","1985","Not Employed","West Germany","51","0.453893120968709","0.366263108716917","0.5415231332205","2"
"Limited","1985","Employed","West Germany","637","0.118260854623505","0.109832600702059","0.126689108544951","2"
"Permanent","1985","Not Employed","West Germany","73","0.546106879031291","0.4584768667795","0.633736891283083","1"
"Permanent","1985","Not Employed","East Germany","","","","","1"
"Permanent","1985","Employed","West Germany","5002","0.881739145376495","0.873310891455049","0.890167399297941","1"
"Permanent","1985","Employed","East Germany","","","","","1"
"Limited","1986","Not Employed","East Germany","","","","","2"
"Limited","1986","Employed","East Germany","","","","","2"
"Limited","1986","Not Employed","West Germany","21","","","","2"
"Limited","1986","Employed","West Germany","197","0.24640241263543","0.216542032982286","0.276262792288574","2"
"Permanent","1986","Not Employed","West Germany","21","","","","1"
"Permanent","1986","Not Employed","East Germany","","","","","1"
"Permanent","1986","Employed","West Germany","603","0.75359758736457","0.723737207711426","0.783457967017714","1"
"Permanent","1986","Employed","East Germany","","","","","1"
"Limited","1987","Not Employed","East Germany","","","","","2"
"Limited","1987","Employed","East Germany","","","","","2"
"Limited","1987","Not Employed","West Germany","28","","","","2"
"Limited","1987","Employed","West Germany","309","0.269264790299157","0.242698974537611","0.295830606060703","2"
"Permanent","1987","Not Employed","East Germany","","","","","1"
"Permanent","1987","Employed","West Germany","762","0.730735209700843","0.704169393939297","0.757301025462388","1"
"Permanent","1987","Employed","East Germany","","","","","1"
"Permanent","1987","Not Employed","West Germany","41","0.595822652089899","0.480033456791573","0.711611847388225","1"
"Limited","1988","Not Employed","East Germany","","","","","2"
"Limited","1988","Employed","East Germany","","","","","2"
"Limited","1988","Not Employed","West Germany","52","0.468402083968765","0.366436121831393","0.570368046106138","2"
"Limited","1988","Employed","West Germany","601","0.109690139722441","0.10121670808252","0.118163571362362","2"
"Permanent","1988","Not Employed","East Germany","","","","","1"
"Permanent","1988","Employed","West Germany","4624","0.890309860277559","0.881836428637638","0.89878329191748","1"
"Permanent","1988","Employed","East Germany","","","","","1"
"Permanent","1988","Not Employed","West Germany","40","0.531597916031235","0.429631953893862","0.633563878168607","1"
"Limited","1989","Not Employed","West Germany","32","0.468213132498834","0.348731461127128","0.587694803870541","2"
"Limited","1989","Not Employed","East Germany","","","","","2"
"Limited","1989","Employed","East Germany","","","","","2"
"Limited","1989","Employed","West Germany","221","0.231346708162204","0.202658332926962","0.260035083397446","2"
"Permanent","1989","Not Employed","East Germany","","","","","1"
"Permanent","1989","Not Employed","West Germany","35","0.531786867501166","0.412305196129459","0.651268538872872","1"
"Permanent","1989","Employed","West Germany","609","0.768653291837796","0.739964916602554","0.797341667073038","1"
"Permanent","1989","Employed","East Germany","","","","","1"
"Limited","1990","Employed","East Germany","","","","","2"
"Limited","1990","Not Employed","West Germany","24","","","","2"
"Limited","1990","Not Employed","East Germany","","","","","2"
