"plb0037_h","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Limited","1986","Part Time","no degree/no degree yet","4","","",""
"Limited","1986","Not Working","lower secondary degree","5","","",""
"Limited","1986","Not Working","secondary school degree","4","","",""
"Limited","1986","Not Working","college entrance qualification","8","","",""
"Limited","1986","Not Working","Other degree","","","",""
"Limited","1986","Not Working","no degree/no degree yet","4","","",""
"Permanent","1987","Full Time","lower secondary degree","243","0.843086531691718","0.801439843867404","0.884733219516031"
"Permanent","1987","Full Time","secondary school degree","121","0.86406064755691","0.807289354681136","0.920831940432684"
"Permanent","1987","Full Time","college entrance qualification","74","0.927872235830545","0.872549484188382","0.983194987472709"
"Permanent","1987","Full Time","Other degree","49","0.775056680645331","0.671123186516264","0.878990174774399"
"Permanent","1987","Full Time","no degree/no degree yet","12","","",""
"Permanent","1987","Part Time","lower secondary degree","127","0.713881251919054","0.650770824090377","0.77699167974773"
"Permanent","1987","Part Time","secondary school degree","47","0.440572163193238","0.347796875104253","0.533347451282223"
"Permanent","1987","Part Time","college entrance qualification","37","0.42478084291579","0.319696561202861","0.529865124628718"
"Permanent","1987","Part Time","Other degree","18","","",""
"Permanent","1987","Part Time","no degree/no degree yet","23","","",""
"Permanent","1987","Not Working","lower secondary degree","20","","",""
"Permanent","1987","Not Working","secondary school degree","10","","",""
"Permanent","1987","Not Working","college entrance qualification","6","","",""
"Permanent","1987","Not Working","Other degree","3","","",""
"Permanent","1987","Not Working","no degree/no degree yet","1","","",""
"Limited","1987","Full Time","lower secondary degree","50","0.156913468308282","0.115266780483969","0.198560156132596"
"Limited","1987","Full Time","secondary school degree","19","","",""
"Limited","1987","Full Time","college entrance qualification","10","","",""
"Limited","1987","Full Time","Other degree","13","","",""
"Limited","1987","Full Time","no degree/no degree yet","4","","",""
"Limited","1987","Part Time","lower secondary degree","70","0.286118748080946","0.223008320252269","0.349229175909623"
"Limited","1987","Part Time","secondary school degree","63","0.559427836806762","0.466652548717777","0.652203124895747"
"Limited","1987","Part Time","college entrance qualification","48","0.57521915708421","0.470134875371282","0.680303438797139"
"Limited","1987","Part Time","Other degree","11","","",""
"Limited","1987","Part Time","no degree/no degree yet","7","","",""
"Limited","1987","Not Working","lower secondary degree","10","","",""
"Limited","1987","Not Working","secondary school degree","3","","",""
"Limited","1987","Not Working","college entrance qualification","8","","",""
"Limited","1987","Not Working","Other degree","4","","",""
"Limited","1987","Not Working","no degree/no degree yet","1","","",""
"Permanent","1988","Full Time","lower secondary degree","1637","0.931913834508061","0.920251206974528","0.943576462041594"
"Permanent","1988","Full Time","secondary school degree","662","0.896396062024021","0.8747014648877","0.918090659160342"
"Permanent","1988","Full Time","college entrance qualification","439","0.898266347778971","0.871581820462728","0.924950875095213"
"Permanent","1988","Full Time","Other degree","568","0.929797100276443","0.909181608254005","0.950412592298881"
"Permanent","1988","Full Time","no degree/no degree yet","291","0.927555209887451","0.898463340092009","0.956647079682893"
"Permanent","1988","Part Time","lower secondary degree","492","0.884912918940392","0.858828706775861","0.910997131104922"
"Permanent","1988","Part Time","secondary school degree","195","0.803851551748863","0.755398782493539","0.852304321004186"
"Permanent","1988","Part Time","college entrance qualification","114","0.652204743751317","0.580185716045644","0.72422377145699"
"Permanent","1988","Part Time","Other degree","95","0.761837432780548","0.682595600854895","0.8410792647062"
"Permanent","1988","Part Time","no degree/no degree yet","61","0.806416042703221","0.713189880343291","0.899642205063151"
"Permanent","1988","Not Working","lower secondary degree","15","","",""
"Permanent","1988","Not Working","secondary school degree","9","","",""
"Permanent","1988","Not Working","college entrance qualification","9","","",""
"Permanent","1988","Not Working","Other degree","2","","",""
"Permanent","1988","Not Working","no degree/no degree yet","3","","",""
"Limited","1988","Full Time","lower secondary degree","155","0.0680861654919391","0.0564235379584062","0.079748793025472"
"Limited","1988","Full Time","secondary school degree","96","0.103603937975979","0.0819093408396579","0.1252985351123"
"Limited","1988","Full Time","college entrance qualification","54","0.101733652221029","0.0750491249047865","0.128418179537272"
"Limited","1988","Full Time","Other degree","22","","",""
"Limited","1988","Full Time","no degree/no degree yet","14","","",""
"Limited","1988","Part Time","lower secondary degree","83","0.115087081059608","0.0890028688950777","0.141171293224139"
"Limited","1988","Part Time","secondary school degree","63","0.196148448251137","0.147695678995814","0.244601217506461"
"Limited","1988","Part Time","college entrance qualification","54","0.347795256248683","0.27577622854301","0.419814283954356"
"Limited","1988","Part Time","Other degree","16","","",""
"Limited","1988","Part Time","no degree/no degree yet","8","","",""
"Limited","1988","Not Working","lower secondary degree","23","","",""
"Limited","1988","Not Working","secondary school degree","8","","",""
"Limited","1988","Not Working","college entrance qualification","8","","",""
"Limited","1988","Not Working","Other degree","4","","",""
"Limited","1988","Not Working","no degree/no degree yet","7","","",""
"Permanent","1989","Full Time","lower secondary degree","162","0.834875302486009","0.783288527617132","0.886462077354886"
"Permanent","1989","Full Time","secondary school degree","91","0.872624676298017","0.809157152622591","0.936092199973444"
"Permanent","1989","Full Time","college entrance qualification","83","0.902621689908514","0.84300466660091","0.962238713216118"
"Permanent","1989","Full Time","Other degree","23","","",""
"Permanent","1989","Full Time","no degree/no degree yet","10","","",""
"Permanent","1989","Part Time","lower secondary degree","102","0.679341970906773","0.606795747037978","0.751888194775568"
"Permanent","1989","Part Time","secondary school degree","52","0.638637739974768","0.541002791076465","0.73627268887307"
"Permanent","1989","Part Time","college entrance qualification","30","0.577782542687171","0.448421240570947","0.707143844803396"
"Permanent","1989","Part Time","Other degree","24","","",""
"Permanent","1989","Part Time","no degree/no degree yet","22","","",""
"Permanent","1989","Not Working","lower secondary degree","11","","",""
"Permanent","1989","Not Working","secondary school degree","5","","",""
"Permanent","1989","Not Working","college entrance qualification","7","","",""
"Permanent","1989","Not Working","Other degree","7","","",""
"Permanent","1989","Not Working","no degree/no degree yet","3","","",""
"Limited","1989","Full Time","lower secondary degree","37","0.165124697513991","0.113537922645114","0.216711472382868"
"Limited","1989","Full Time","secondary school degree","15","","",""
"Limited","1989","Full Time","college entrance qualification","12","","",""
"Limited","1989","Full Time","Other degree","4","","",""
"Limited","1989","Full Time","no degree/no degree yet","","","",""
"Limited","1989","Part Time","lower secondary degree","57","0.320658029093227","0.248111805224432","0.393204252962022"
"Limited","1989","Part Time","secondary school degree","41","0.361362260025232","0.26372731112693","0.458997208923535"
"Limited","1989","Part Time","college entrance qualification","26","","",""
"Limited","1989","Part Time","Other degree","11","","",""
"Limited","1989","Part Time","no degree/no degree yet","6","","",""
"Limited","1989","Not Working","lower secondary degree","8","","",""
"Limited","1989","Not Working","secondary school degree","11","","",""
"Limited","1989","Not Working","college entrance qualification","6","","",""
"Limited","1989","Not Working","Other degree","2","","",""
"Limited","1989","Not Working","no degree/no degree yet","3","","",""
"Permanent","1990","Full Time","lower secondary degree","190","0.906172125803423","0.867375896992758","0.944968354614087"
"Permanent","1990","Full Time","secondary school degree","96","0.860409888372484","0.796511648841355","0.924308127903613"
"Permanent","1990","Full Time","college entrance qualification","76","0.851486534873421","0.778423248510655","0.924549821236187"
"Permanent","1990","Full Time","Other degree","29","","",""
"Permanent","1990","Full Time","no degree/no degree yet","13","","",""
"Permanent","1990","Part Time","lower secondary degree","109","0.72370602668494","0.654634039045684","0.792778014324196"
"Permanent","1990","Part Time","secondary school degree","56","0.622629427569176","0.523579761849782","0.72167909328857"
"Permanent","1990","Part Time","college entrance qualification","42","0.592524843633714","0.477417529410001","0.707632157857427"
"Permanent","1990","Part Time","Other degree","26","","",""
"Permanent","1990","Part Time","no degree/no degree yet","15","","",""
"Permanent","1990","Not Working","lower secondary degree","14","","",""
"Permanent","1990","Not Working","secondary school degree","6","","",""
"Permanent","1990","Not Working","college entrance qualification","3","","",""
"Permanent","1990","Not Working","Other degree","4","","",""
"Permanent","1990","Not Working","no degree/no degree yet","4","","",""
"Limited","1990","Full Time","lower secondary degree","27","","",""
"Limited","1990","Full Time","secondary school degree","17","","",""
"Limited","1990","Full Time","college entrance qualification","15","","",""
"Limited","1990","Full Time","Other degree","3","","",""
"Limited","1990","Full Time","no degree/no degree yet","2","","",""
"Limited","1990","Part Time","lower secondary degree","52","0.27629397331506","0.207221985675804","0.345365960954316"
"Limited","1990","Part Time","secondary school degree","36","0.377370572430824","0.27832090671143","0.476420238150218"
"Limited","1990","Part Time","college entrance qualification","28","","",""
"Limited","1990","Part Time","Other degree","8","","",""
"Limited","1990","Part Time","no degree/no degree yet","6","","",""
"Limited","1990","Not Working","lower secondary degree","10","","",""
"Limited","1990","Not Working","secondary school degree","7","","",""
"Limited","1990","Not Working","college entrance qualification","4","","",""
"Limited","1990","Not Working","Other degree","1","","",""
"Limited","1990","Not Working","no degree/no degree yet","","","",""
"Permanent","1991","Full Time","lower secondary degree","167","0.850524534772157","0.800607539506598","0.900441530037717"
"Permanent","1991","Full Time","secondary school degree","110","0.917336415995815","0.869254224804649","0.965418607186981"
"Permanent","1991","Full Time","college entrance qualification","76","0.899746355032186","0.835898139793561","0.963594570270811"
"Permanent","1991","Full Time","Other degree","34","0.901554058569759","0.806832008843888","0.996276108295629"
"Permanent","1991","Full Time","no degree/no degree yet","12","","",""
"Permanent","1991","Part Time","lower secondary degree","106","0.735310675619481","0.664710446599353","0.805910904639609"
"Permanent","1991","Part Time","secondary school degree","50","0.679487161494831","0.576579457588024","0.782394865401637"
"Permanent","1991","Part Time","college entrance qualification","30","0.437662152424853","0.31705874844285","0.558265556406855"
"Permanent","1991","Part Time","Other degree","28","","",""
"Permanent","1991","Part Time","no degree/no degree yet","24","","",""
"Permanent","1991","Not Working","lower secondary degree","23","","",""
"Permanent","1991","Not Working","secondary school degree","6","","",""
"Permanent","1991","Not Working","college entrance qualification","7","","",""
"Permanent","1991","Not Working","Other degree","10","","",""
"Permanent","1991","Not Working","no degree/no degree yet","9","","",""
"Limited","1991","Full Time","lower secondary degree","29","","",""
"Limited","1991","Full Time","secondary school degree","16","","",""
"Limited","1991","Full Time","college entrance qualification","9","","",""
"Limited","1991","Full Time","Other degree","4","","",""
"Limited","1991","Full Time","no degree/no degree yet","2","","",""
"Limited","1991","Part Time","lower secondary degree","44","0.264689324380519","0.194089095360391","0.335289553400647"
"Limited","1991","Part Time","secondary school degree","29","","",""
"Limited","1991","Part Time","college entrance qualification","35","0.562337847575147","0.441734443593145","0.68294125155715"
"Limited","1991","Part Time","Other degree","8","","",""
"Limited","1991","Part Time","no degree/no degree yet","7","","",""
"Limited","1991","Not Working","lower secondary degree","6","","",""
"Limited","1991","Not Working","secondary school degree","5","","",""
"Limited","1991","Not Working","college entrance qualification","5","","",""
"Limited","1991","Not Working","Other degree","5","","",""
"Limited","1991","Not Working","no degree/no degree yet","1","","",""
"Permanent","1992","Full Time","lower secondary degree","249","0.826577969557147","0.784017604387196","0.869138334727099"
"Permanent","1992","Full Time","secondary school degree","341","0.841192058302749","0.805899497354385","0.876484619251113"
"Permanent","1992","Full Time","college entrance qualification","143","0.826425217903135","0.770785722242892","0.882064713563377"
"Permanent","1992","Full Time","Other degree","31","0.890674739104211","0.788741301768199","0.992608176440224"
"Permanent","1992","Full Time","no degree/no degree yet","12","","",""
"Permanent","1992","Part Time","lower secondary degree","134","0.694118349864558","0.630732320558437","0.757504379170679"
"Permanent","1992","Part Time","secondary school degree","146","0.71268255027104","0.651625484776988","0.773739615765092"
"Permanent","1992","Part Time","college entrance qualification","49","0.491094736633968","0.385437322757047","0.596752150510888"
"Permanent","1992","Part Time","Other degree","26","","",""
"Permanent","1992","Part Time","no degree/no degree yet","22","","",""
"Permanent","1992","Not Working","lower secondary degree","8","","",""
"Permanent","1992","Not Working","secondary school degree","12","","",""
"Permanent","1992","Not Working","college entrance qualification","3","","",""
"Permanent","1992","Not Working","Other degree","5","","",""
"Permanent","1992","Not Working","no degree/no degree yet","3","","",""
"Limited","1992","Full Time","lower secondary degree","55","0.173422030442853","0.130861665272901","0.215982395612804"
"Limited","1992","Full Time","secondary school degree","71","0.158807941697251","0.123515380748887","0.194100502645615"
"Limited","1992","Full Time","college entrance qualification","35","0.173574782096865","0.117935286436623","0.229214277757108"
"Limited","1992","Full Time","Other degree","5","","",""
"Limited","1992","Full Time","no degree/no degree yet","1","","",""
"Limited","1992","Part Time","lower secondary degree","69","0.305881650135442","0.242495620829321","0.369267679441563"
"Limited","1992","Part Time","secondary school degree","65","0.28731744972896","0.226260384234908","0.348374515223012"
"Limited","1992","Part Time","college entrance qualification","37","0.508905263366032","0.403247849489112","0.614562677242952"
"Limited","1992","Part Time","Other degree","7","","",""
"Limited","1992","Part Time","no degree/no degree yet","3","","",""
"Limited","1992","Not Working","lower secondary degree","12","","",""
"Limited","1992","Not Working","secondary school degree","10","","",""
"Limited","1992","Not Working","college entrance qualification","12","","",""
"Limited","1992","Not Working","Other degree","","","",""
"Limited","1992","Not Working","no degree/no degree yet","1","","",""
"Permanent","1993","Full Time","lower secondary degree","198","0.875781418475109","0.833062377350168","0.918500459600051"
"Permanent","1993","Full Time","secondary school degree","291","0.867983174745145","0.831625485783606","0.904340863706684"
"Permanent","1993","Full Time","college entrance qualification","139","0.838568228721924","0.781911135189299","0.89522532225455"
"Permanent","1993","Full Time","Other degree","16","","",""
"Permanent","1993","Full Time","no degree/no degree yet","6","","",""
"Permanent","1993","Part Time","lower secondary degree","105","0.670337127811257","0.598825658204265","0.74184859741825"
"Permanent","1993","Part Time","secondary school degree","125","0.674849893411957","0.606795222349153","0.742904564474762"
"Permanent","1993","Part Time","college entrance qualification","58","0.584613806851886","0.489446004364336","0.679781609339437"
"Permanent","1993","Part Time","Other degree","27","","",""
"Permanent","1993","Part Time","no degree/no degree yet","9","","",""
"Permanent","1993","Not Working","lower secondary degree","17","","",""
"Permanent","1993","Not Working","secondary school degree","24","","",""
"Permanent","1993","Not Working","college entrance qualification","9","","",""
"Permanent","1993","Not Working","Other degree","1","","",""
"Permanent","1993","Not Working","no degree/no degree yet","1","","",""
"Limited","1993","Full Time","lower secondary degree","31","0.124218581524891","0.0814995403999491","0.166937622649832"
"Limited","1993","Full Time","secondary school degree","42","0.132016825254855","0.095659136293316","0.168374514216394"
"Limited","1993","Full Time","college entrance qualification","23","","",""
"Limited","1993","Full Time","Other degree","3","","",""
"Limited","1993","Full Time","no degree/no degree yet","4","","",""
"Limited","1993","Part Time","lower secondary degree","61","0.329662872188743","0.25815140258175","0.401174341795735"
"Limited","1993","Part Time","secondary school degree","57","0.325150106588043","0.257095435525238","0.393204777650847"
"Limited","1993","Part Time","college entrance qualification","45","0.415386193148114","0.320218390660563","0.510553995635664"
"Limited","1993","Part Time","Other degree","8","","",""
"Limited","1993","Part Time","no degree/no degree yet","4","","",""
"Limited","1993","Not Working","lower secondary degree","8","","",""
"Limited","1993","Not Working","secondary school degree","10","","",""
"Limited","1993","Not Working","college entrance qualification","7","","",""
"Limited","1993","Not Working","Other degree","2","","",""
"Limited","1993","Not Working","no degree/no degree yet","1","","",""
"Permanent","1994","Full Time","lower secondary degree","148","0.897925298306827","0.852681086057656","0.943169510555997"
"Permanent","1994","Full Time","secondary school degree","180","0.817398518511313","0.766805201536716","0.867991835485909"
"Permanent","1994","Full Time","college entrance qualification","82","0.791491709477918","0.713788619336425","0.869194799619412"
"Permanent","1994","Full Time","Other degree","13","","",""
"Permanent","1994","Full Time","no degree/no degree yet","2","","",""
"Permanent","1994","Part Time","lower secondary degree","116","0.625744974063791","0.556934619413614","0.694555328713969"
"Permanent","1994","Part Time","secondary school degree","134","0.604927722438774","0.53927566947697","0.670579775400578"
"Permanent","1994","Part Time","college entrance qualification","53","0.446238802467826","0.359094698090288","0.533382906845363"
"Permanent","1994","Part Time","Other degree","16","","",""
"Permanent","1994","Part Time","no degree/no degree yet","11","","",""
"Permanent","1994","Not Working","lower secondary degree","19","","",""
"Permanent","1994","Not Working","secondary school degree","8","","",""
"Permanent","1994","Not Working","college entrance qualification","9","","",""
"Permanent","1994","Not Working","Other degree","1","","",""
"Permanent","1994","Not Working","no degree/no degree yet","4","","",""
"Limited","1994","Full Time","lower secondary degree","24","","",""
"Limited","1994","Full Time","secondary school degree","44","0.182601481488687","0.132008164514091","0.233194798463284"
"Limited","1994","Full Time","college entrance qualification","23","","",""
"Limited","1994","Full Time","Other degree","2","","",""
"Limited","1994","Full Time","no degree/no degree yet","1","","",""
"Limited","1994","Part Time","lower secondary degree","74","0.374255025936208","0.305444671286031","0.443065380586386"
"Limited","1994","Part Time","secondary school degree","79","0.395072277561226","0.329420224599422","0.46072433052303"
"Limited","1994","Part Time","college entrance qualification","72","0.553761197532174","0.466617093154637","0.640905301909712"
"Limited","1994","Part Time","Other degree","10","","",""
"Limited","1994","Part Time","no degree/no degree yet","8","","",""
"Limited","1994","Not Working","lower secondary degree","14","","",""
"Limited","1994","Not Working","secondary school degree","10","","",""
"Limited","1994","Not Working","college entrance qualification","14","","",""
"Limited","1994","Not Working","Other degree","6","","",""
"Limited","1994","Not Working","no degree/no degree yet","3","","",""
"Permanent","1995","Full Time","lower secondary degree","1604","0.930997493468528","0.919105434209216","0.94288955272784"
"Permanent","1995","Full Time","secondary school degree","1647","0.924270103506602","0.912031017153836","0.936509189859367"
"Permanent","1995","Full Time","college entrance qualification","770","0.900937698722619","0.881040555261111","0.920834842184126"
"Permanent","1995","Full Time","Other degree","469","0.894479280753409","0.867657547639429","0.921301013867388"
"Permanent","1995","Full Time","no degree/no degree yet","168","0.944652782337064","0.911155808324313","0.978149756349814"
"Permanent","1995","Part Time","lower secondary degree","543","0.856392474667753","0.829328395566412","0.883456553769095"
"Permanent","1995","Part Time","secondary school degree","431","0.796842094927749","0.763277489253093","0.830406700602405"
"Permanent","1995","Part Time","college entrance qualification","188","0.664779127660424","0.611271375053154","0.718286880267695"
"Permanent","1995","Part Time","Other degree","137","0.804804532652361","0.745048079792732","0.86456098551199"
"Permanent","1995","Part Time","no degree/no degree yet","61","0.774758953857325","0.677590344662389","0.871927563052261"
"Permanent","1995","Not Working","lower secondary degree","31","0.514908616608136","0.386287891336504","0.643529341879769"
"Permanent","1995","Not Working","secondary school degree","28","","",""
"Permanent","1995","Not Working","college entrance qualification","18","","",""
"Permanent","1995","Not Working","Other degree","9","","",""
"Permanent","1995","Not Working","no degree/no degree yet","5","","",""
"Limited","1995","Full Time","lower secondary degree","141","0.0690025065314716","0.0571104472721595","0.0808945657907837"
"Limited","1995","Full Time","secondary school degree","148","0.0757298964933983","0.0634908101406325","0.0879689828461641"
"Limited","1995","Full Time","college entrance qualification","96","0.0990623012773812","0.0791651578158738","0.118959444738889"
"Limited","1995","Full Time","Other degree","35","0.105520719246591","0.0786989861326122","0.132342452360571"
"Limited","1995","Full Time","no degree/no degree yet","11","","",""
"Limited","1995","Part Time","lower secondary degree","102","0.143607525332247","0.116543446230905","0.170671604433588"
"Limited","1995","Part Time","secondary school degree","121","0.203157905072251","0.169593299397595","0.236722510746907"
"Limited","1995","Part Time","college entrance qualification","111","0.335220872339576","0.281713119732305","0.388728624946847"
"Limited","1995","Part Time","Other degree","32","0.195195467347638","0.135439014488009","0.254951920207268"
"Limited","1995","Part Time","no degree/no degree yet","10","","",""
"Limited","1995","Not Working","lower secondary degree","27","","",""
"Limited","1995","Not Working","secondary school degree","29","","",""
"Limited","1995","Not Working","college entrance qualification","10","","",""
"Limited","1995","Not Working","Other degree","3","","",""
"Limited","1995","Not Working","no degree/no degree yet","","","",""
"Permanent","1996","Full Time","lower secondary degree","1511","0.92190498007827","0.908981702419369","0.934828257737171"
"Permanent","1996","Full Time","secondary school degree","1609","0.923710944742078","0.911316008359231","0.936105881124926"
"Permanent","1996","Full Time","college entrance qualification","788","0.906702945078085","0.887519163554281","0.925886726601888"
"Permanent","1996","Full Time","Other degree","388","0.923202205215444","0.897553189014722","0.948851221416166"
"Permanent","1996","Full Time","no degree/no degree yet","129","0.824057154895566","0.760062587239836","0.888051722551296"
"Permanent","1996","Part Time","lower secondary degree","554","0.854937033701464","0.828150939411916","0.881723127991011"
"Permanent","1996","Part Time","secondary school degree","449","0.82713660773659","0.795649458283169","0.858623757190011"
"Permanent","1996","Part Time","college entrance qualification","214","0.75890014120305","0.709583900403514","0.808216382002586"
"Permanent","1996","Part Time","Other degree","160","0.848921493360942","0.796892250815515","0.900950735906369"
"Permanent","1996","Part Time","no degree/no degree yet","83","0.850346999709012","0.777845427792201","0.922848571625823"
"Permanent","1996","Not Working","lower secondary degree","26","","",""
"Permanent","1996","Not Working","secondary school degree","18","","",""
"Permanent","1996","Not Working","college entrance qualification","11","","",""
"Permanent","1996","Not Working","Other degree","10","","",""
"Permanent","1996","Not Working","no degree/no degree yet","5","","",""
"Limited","1996","Full Time","lower secondary degree","145","0.0780950199217299","0.0651717422628287","0.091018297580631"
"Limited","1996","Full Time","secondary school degree","153","0.0762890552579217","0.0638941188750743","0.088683991640769"
"Limited","1996","Full Time","college entrance qualification","95","0.0932970549219152","0.0741132733981119","0.112480836445718"
"Limited","1996","Full Time","Other degree","26","","",""
"Limited","1996","Full Time","no degree/no degree yet","7","","",""
"Limited","1996","Part Time","lower secondary degree","110","0.145062966298536","0.118276872008989","0.171849060588084"
"Limited","1996","Part Time","secondary school degree","105","0.17286339226341","0.141376242809989","0.204350541716831"
"Limited","1996","Part Time","college entrance qualification","75","0.24109985879695","0.191783617997414","0.290416099596486"
"Limited","1996","Part Time","Other degree","22","","",""
"Limited","1996","Part Time","no degree/no degree yet","10","","",""
"Limited","1996","Not Working","lower secondary degree","21","","",""
"Limited","1996","Not Working","secondary school degree","25","","",""
"Limited","1996","Not Working","college entrance qualification","12","","",""
"Limited","1996","Not Working","Other degree","4","","",""
"Limited","1996","Not Working","no degree/no degree yet","1","","",""
"Permanent","1997","Full Time","lower secondary degree","1417","0.919332695563925","0.905879332816796","0.932786058311054"
"Permanent","1997","Full Time","secondary school degree","1538","0.907640798991904","0.893945862211546","0.921335735772263"
"Permanent","1997","Full Time","college entrance qualification","816","0.889743943012615","0.869537913213855","0.909949972811375"
"Permanent","1997","Full Time","Other degree","357","0.92376477452952","0.897118030721645","0.950411518337395"
"Permanent","1997","Full Time","no degree/no degree yet","120","0.935826720661711","0.892866359706232","0.97878708161719"
"Permanent","1997","Part Time","lower secondary degree","525","0.839071859135321","0.810490899710767","0.867652818559876"
"Permanent","1997","Part Time","secondary school degree","418","0.792546669934764","0.758283338976685","0.826810000892843"
"Permanent","1997","Part Time","college entrance qualification","194","0.688448981268084","0.634868376488593","0.742029586047574"
"Permanent","1997","Part Time","Other degree","139","0.801885055796577","0.739538431637914","0.864231679955241"
"Permanent","1997","Part Time","no degree/no degree yet","75","0.831683346159472","0.750702238684547","0.912664453634397"
"Permanent","1997","Not Working","lower secondary degree","14","","",""
"Permanent","1997","Not Working","secondary school degree","20","","",""
"Permanent","1997","Not Working","college entrance qualification","7","","",""
"Permanent","1997","Not Working","Other degree","3","","",""
"Permanent","1997","Not Working","no degree/no degree yet","1","","",""
"Limited","1997","Full Time","lower secondary degree","157","0.080667304436075","0.0672139416889459","0.0941206671832042"
"Limited","1997","Full Time","secondary school degree","179","0.0923592010080956","0.078664264227737","0.106054137788454"
"Limited","1997","Full Time","college entrance qualification","107","0.110256056987385","0.0900500271886253","0.130462086786145"
"Limited","1997","Full Time","Other degree","24","","",""
"Limited","1997","Full Time","no degree/no degree yet","5","","",""
"Limited","1997","Part Time","lower secondary degree","110","0.160928140864679","0.132347181440124","0.189509100289233"
"Limited","1997","Part Time","secondary school degree","120","0.207453330065236","0.173189999107157","0.241716661023315"
"Limited","1997","Part Time","college entrance qualification","93","0.311551018731916","0.257970413952426","0.365131623511407"
"Limited","1997","Part Time","Other degree","18","","",""
"Limited","1997","Part Time","no degree/no degree yet","7","","",""
