"plb0037_h","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"Limited","1988","Rural Area","Male","81","0.144741115492938","0.116541560568278","0.172940670417598","2"
"Limited","1988","Urban Area","Female","212","0.113184002994449","0.098002687538555","0.128365318450343","2"
"Limited","1988","Urban Area","Male","288","0.0975756152285208","0.0862369031594872","0.108914327297554","2"
"Limited","1988","Rural Area","Female","72","0.182650653945335","0.145476720407813","0.219824587482856","2"
"Permanent","1988","Rural Area","Male","517","0.855258884507062","0.827059329582402","0.883458439431722","1"
"Permanent","1988","Urban Area","Male","2343","0.902424384771479","0.891085672702446","0.913763096840513","1"
"Permanent","1988","Rural Area","Female","343","0.817349346054665","0.780175412517144","0.854523279592187","1"
"Permanent","1988","Urban Area","Female","1461","0.886815997005551","0.871634681549657","0.901997312461445","1"
"Limited","1989","Rural Area","Male","18","","","","2"
"Limited","1989","Rural Area","Female","20","","","","2"
"Limited","1989","Urban Area","Female","110","0.276197097330162","0.228741153339102","0.323653041321222","2"
"Limited","1989","Urban Area","Male","105","0.240262251155648","0.197248916819401","0.283275585491895","2"
"Permanent","1989","Rural Area","Female","57","0.760486309929015","0.665159820524725","0.855812799333305","1"
"Permanent","1989","Rural Area","Male","82","0.802743405698181","0.724751015593413","0.880735795802949","1"
"Permanent","1989","Urban Area","Male","274","0.759737748844352","0.716724414508105","0.802751083180599","1"
"Permanent","1989","Urban Area","Female","231","0.723802902669838","0.676346958678778","0.771258846660898","1"
"Limited","1990","Rural Area","Male","15","","","","2"
"Limited","1990","Urban Area","Male","83","0.215992226379663","0.174617461611389","0.257366991147937","2"
"Limited","1990","Rural Area","Female","24","","","","2"
"Limited","1990","Urban Area","Female","106","0.265659647519317","0.219778466878343","0.311540828160292","2"
"Permanent","1990","Urban Area","Male","297","0.784007773620337","0.742633008852063","0.825382538388611","1"
"Permanent","1990","Rural Area","Female","72","0.780096246265396","0.697244266591183","0.862948225939608","1"
"Permanent","1990","Rural Area","Male","89","0.861459810154577","0.795064589110508","0.927855031198646","1"
"Permanent","1990","Urban Area","Female","250","0.734340352480683","0.688459171839709","0.780221533121657","1"
"Limited","1991","Rural Area","Male","74","0.243028295957827","0.196891514669565","0.289165077246089","2"
"Limited","1991","Urban Area","Male","112","0.185612968939845","0.152606119683386","0.218619818196304","2"
"Limited","1991","Rural Area","Female","65","0.241536543863569","0.190764397692331","0.292308690034806","2"
"Limited","1991","Urban Area","Female","129","0.263613593081052","0.225224344229728","0.302002841932376","2"
"Permanent","1991","Urban Area","Male","421","0.814387031060155","0.781380181803696","0.847393880316614","1"
"Permanent","1991","Rural Area","Female","208","0.758463456136432","0.707691309965194","0.809235602307669","1"
"Permanent","1991","Rural Area","Male","258","0.756971704042173","0.710834922753911","0.803108485330435","1"
"Permanent","1991","Urban Area","Female","377","0.736386406918948","0.697997158067624","0.774775655770272","1"
"Limited","1992","Rural Area","Male","103","0.310038815724541","0.261020836644969","0.359056794804113","2"
"Limited","1992","Urban Area","Male","106","0.197145584840597","0.162412388568361","0.231878781112833","2"
"Limited","1992","Rural Area","Female","67","0.238650104353748","0.188270505550668","0.289029703156828","2"
"Limited","1992","Urban Area","Female","114","0.258685590308671","0.218623916721705","0.298747263895637","2"
"Permanent","1992","Rural Area","Female","208","0.761349895646252","0.710970296843172","0.811729494449332","1"
"Permanent","1992","Rural Area","Male","239","0.689961184275459","0.640943205195887","0.738979163355031","1"
"Permanent","1992","Urban Area","Female","345","0.741314409691329","0.701252736104363","0.781376083278295","1"
"Permanent","1992","Urban Area","Male","398","0.802854415159403","0.768121218887167","0.837587611431639","1"
"Limited","1993","Rural Area","Male","62","0.273834434112159","0.219209621091411","0.328459247132908","2"
"Limited","1993","Urban Area","Male","94","0.196081700168262","0.158856943985554","0.23330645635097","2"
"Limited","1993","Rural Area","Female","64","0.323264754725314","0.261599499937382","0.384930009513247","2"
"Limited","1993","Urban Area","Female","99","0.21650014935887","0.178821935448609","0.254178363269131","2"
"Permanent","1993","Rural Area","Female","157","0.676735245274686","0.615069990486753","0.738400500062618","1"
"Permanent","1993","Rural Area","Male","194","0.726165565887841","0.671540752867092","0.780790378908589","1"
"Permanent","1993","Urban Area","Female","360","0.78349985064113","0.745821636730869","0.821178064551391","1"
"Permanent","1993","Urban Area","Male","343","0.803918299831738","0.766693543649031","0.841143056014446","1"
"Limited","1994","Rural Area","Female","86","0.406763142582142","0.340324109483375","0.47320217568091","2"
"Limited","1994","Rural Area","Male","81","0.392166044508577","0.329341178472259","0.454990910544894","2"
"Limited","1994","Urban Area","Male","117","0.276680687789089","0.23228198911381","0.321079386464368","2"
"Limited","1994","Urban Area","Female","129","0.27432380542698","0.231448758112934","0.317198852741025","2"
"Permanent","1994","Rural Area","Female","124","0.593236857417858","0.52679782431909","0.659675890516625","1"
"Permanent","1994","Rural Area","Male","151","0.607833955491423","0.545009089455106","0.670658821527741","1"
"Permanent","1994","Urban Area","Female","287","0.72567619457302","0.682801147258975","0.768551241887066","1"
"Permanent","1994","Urban Area","Male","273","0.723319312210911","0.678920613535632","0.76771801088619","1"
"Limited","1995","Urban Area","Male","279","0.0982682431427792","0.0870566058554606","0.109479880430098","2"
"Limited","1995","Rural Area","Female","205","0.173447773151056","0.150907822323492","0.195987723978621","2"
"Limited","1995","Rural Area","Male","198","0.157092472072816","0.137674236321559","0.176510707824072","2"
"Limited","1995","Urban Area","Female","250","0.115296841787487","0.101525050672862","0.129068632902112","2"
"Permanent","1995","Rural Area","Male","1151","0.842907527927184","0.823489292175928","0.862325763678441","1"
"Permanent","1995","Urban Area","Female","1816","0.884703158212513","0.870931367097888","0.898474949327138","1"
"Permanent","1995","Urban Area","Male","2429","0.901731756857221","0.890520119569902","0.912943394144539","1"
"Permanent","1995","Rural Area","Female","879","0.826552226848943","0.804012276021379","0.849092177676508","1"
"Limited","1996","Urban Area","Male","259","0.103289547457778","0.0915507319947209","0.115028362920836","2"
"Limited","1996","Rural Area","Female","177","0.144505304923558","0.123328976357057","0.16568163349006","2"
"Limited","1996","Rural Area","Male","170","0.129221545090247","0.110993892395902","0.147449197784593","2"
"Limited","1996","Urban Area","Female","261","0.121645745023071","0.107495808991454","0.135795681054688","2"
"Permanent","1996","Rural Area","Male","1131","0.870778454909753","0.852550802215407","0.889006107604098","1"
"Permanent","1996","Urban Area","Female","1789","0.878354254976929","0.864204318945312","0.892504191008546","1"
"Permanent","1996","Urban Area","Male","2323","0.896710452542222","0.884971637079164","0.908449268005279","1"
"Permanent","1996","Rural Area","Female","882","0.855494695076442","0.83431836650994","0.876671023642943","1"
"Limited","1997","Rural Area","Female","160","0.142284808309786","0.120718855891874","0.163850760727698","2"
"Limited","1997","Rural Area","Male","204","0.149855081366468","0.130332025468498","0.169378137264438","2"
"Limited","1997","Urban Area","Female","287","0.137661164085965","0.122515630009239","0.152806698162691","2"
"Limited","1997","Urban Area","Male","312","0.123844795090587","0.110901277891993","0.136788312289181","2"
"Permanent","1997","Rural Area","Male","1080","0.850144918633532","0.830621862735562","0.869667974531502","1"
"Permanent","1997","Rural Area","Female","848","0.857715191690214","0.836149239272302","0.879281144108126","1"
"Permanent","1997","Urban Area","Female","1701","0.862338835914035","0.847193301837309","0.87748436999076","1"
"Permanent","1997","Urban Area","Male","2176","0.876155204909413","0.863211687710819","0.889098722108007","1"
"Limited","1998","Rural Area","Female","183","0.154758377496532","0.133548457717803","0.17596829727526","2"
"Limited","1998","Rural Area","Male","204","0.13384160922546","0.116044491880593","0.151638726570328","2"
"Limited","1998","Urban Area","Female","292","0.12076681843062","0.107050287111622","0.134483349749618","2"
"Limited","1998","Urban Area","Male","354","0.132949425037737","0.1202134495501","0.145685400525375","2"
"Permanent","1998","Rural Area","Male","1202","0.86615839077454","0.848361273429672","0.883955508119407","1"
"Permanent","1998","Urban Area","Male","2376","0.867050574962263","0.854314599474625","0.8797865504499","1"
"Permanent","1998","Rural Area","Female","934","0.845241622503468","0.82403170272474","0.866451542282197","1"
"Permanent","1998","Urban Area","Female","1876","0.87923318156938","0.865516650250382","0.892949712888378","1"
"Limited","1999","Rural Area","Female","215","0.164770279160908","0.143282686803389","0.186257871518427","2"
"Limited","1999","Rural Area","Male","227","0.159553910455821","0.140184273575669","0.178923547335974","2"
"Limited","1999","Urban Area","Female","296","0.119535210294806","0.105838118219264","0.133232302370348","2"
"Limited","1999","Urban Area","Male","367","0.138346345459425","0.125255126796182","0.151437564122668","2"
"Permanent","1999","Rural Area","Male","1146","0.840446089544179","0.821076452664026","0.859815726424331","1"
"Permanent","1999","Urban Area","Male","2305","0.861653654540575","0.848562435877332","0.874744873203818","1"
"Permanent","1999","Rural Area","Female","930","0.835229720839092","0.813742128481573","0.856717313196611","1"
"Permanent","1999","Urban Area","Female","1859","0.880464789705194","0.866767697629652","0.894161881780736","1"
"Limited","2000","Rural Area","Male","343","0.150023817919852","0.135033759374054","0.165013876465651","2"
"Limited","2000","Urban Area","Female","464","0.134531168617868","0.123130169079563","0.145932168156173","2"
"Limited","2000","Urban Area","Male","541","0.127936999231799","0.11797310572417","0.137900892739429","2"
"Limited","2000","Rural Area","Female","339","0.174199616224593","0.156643878527297","0.19175535392189","2"
"Permanent","2000","Rural Area","Male","1837","0.849976182080148","0.83498612353435","0.864966240625946","1"
"Permanent","2000","Urban Area","Male","3776","0.872063000768201","0.862099107260571","0.88202689427583","1"
"Permanent","2000","Rural Area","Female","1454","0.825800383775407","0.80824464607811","0.843356121472703","1"
"Permanent","2000","Urban Area","Female","2977","0.865468831382132","0.854067831843827","0.876869830920437","1"
"Limited","2001","Rural Area","Male","297","0.141718087850461","0.126077285448438","0.157358890252484","2"
"Limited","2001","Urban Area","Female","450","0.140304667863665","0.128269578612222","0.152339757115108","2"
"Limited","2001","Urban Area","Male","469","0.11874036786208","0.108612650035818","0.128868085688342","2"
"Limited","2001","Rural Area","Female","315","0.187171721060704","0.168357160745085","0.205986281376324","2"
"Permanent","2001","Rural Area","Male","1613","0.858281912149539","0.842641109747516","0.873922714551562","1"
"Permanent","2001","Urban Area","Male","3450","0.88125963213792","0.871131914311658","0.891387349964182","1"
"Permanent","2001","Rural Area","Female","1336","0.812828278939296","0.794013718623676","0.831642839254915","1"
"Permanent","2001","Urban Area","Female","2749","0.859695332136335","0.847660242884892","0.871730421387778","1"
"Limited","2002","Rural Area","Male","293","0.145899557639467","0.130154711714543","0.161644403564391","2"
"Limited","2002","Rural Area","Female","276","0.171112532750337","0.15325206394154","0.188973001559134","2"
"Limited","2002","Urban Area","Female","481","0.145932816329212","0.134177915459647","0.157687717198777","2"
"Limited","2002","Urban Area","Male","482","0.124429197005527","0.114319737832279","0.134538656178775","2"
"Permanent","2002","Rural Area","Female","1432","0.828887467249663","0.811026998440866","0.84674793605846","1"
"Permanent","2002","Rural Area","Male","1638","0.854100442360533","0.838355596435609","0.869845288285457","1"
"Permanent","2002","Urban Area","Male","3613","0.875570802994473","0.865461343821225","0.885680262167721","1"
"Permanent","2002","Urban Area","Female","2984","0.854067183670788","0.842312282801223","0.865822084540353","1"
"Limited","2003","Rural Area","Male","286","0.15643824006475","0.139665631928081","0.173210848201419","2"
"Limited","2003","Urban Area","Male","454","0.124108918913817","0.113610779478774","0.134607058348859","2"
"Limited","2003","Rural Area","Female","245","0.148826927643838","0.131349001524068","0.166304853763608","2"
"Limited","2003","Urban Area","Female","466","0.14962256499608","0.137459795302896","0.161785334689264","2"
"Permanent","2003","Urban Area","Male","3335","0.875891081086183","0.86539294165114","0.886389220521226","1"
"Permanent","2003","Rural Area","Female","1348","0.851173072356162","0.833695146236392","0.868650998475932","1"
"Permanent","2003","Rural Area","Male","1516","0.84356175993525","0.826789151798581","0.860334368071919","1"
"Permanent","2003","Urban Area","Female","2838","0.85037743500392","0.838214665310736","0.862540204697104","1"
"Limited","2004","Rural Area","Male","286","0.15499787301897","0.13787980633807","0.17211593969987","2"
"Limited","2004","Urban Area","Male","450","0.133187449410487","0.122092886262175","0.144282012558798","2"
"Limited","2004","Rural Area","Female","255","0.175881431718768","0.156946348901441","0.194816514536095","2"
"Limited","2004","Urban Area","Female","457","0.160119393074171","0.147478551656276","0.172760234492066","2"
"Permanent","2004","Urban Area","Male","3153","0.866812550589513","0.855717987441202","0.877907113737825","1"
"Permanent","2004","Rural Area","Female","1298","0.824118568281232","0.805183485463905","0.843053651098559","1"
"Permanent","2004","Rural Area","Male","1431","0.84500212698103","0.82788406030013","0.86212019366193","1"
"Permanent","2004","Urban Area","Female","2776","0.839880606925829","0.827239765507934","0.852521448343724","1"
"Limited","2005","Rural Area","Male","225","0.15514646830601","0.137714416989894","0.172578519622126","2"
"Limited","2005","Urban Area","Male","417","0.135350527165842","0.124042842885419","0.146658211446265","2"
"Limited","2005","Rural Area","Female","234","0.181971331453665","0.162452963839397","0.201489699067932","2"
"Limited","2005","Urban Area","Female","414","0.137302238463029","0.125155517616065","0.149448959309992","2"
"Permanent","2005","Rural Area","Female","1267","0.818028668546335","0.798510300932068","0.837547036160603","1"
"Permanent","2005","Rural Area","Male","1432","0.84485353169399","0.827421480377874","0.862285583010106","1"
"Permanent","2005","Urban Area","Female","2670","0.862697761536972","0.850551040690008","0.874844482383935","1"
"Permanent","2005","Urban Area","Male","3099","0.864649472834158","0.853341788553735","0.875957157114581","1"
"Limited","2006","Rural Area","Male","263","0.155740695139885","0.138638931314115","0.172842458965654","2"
"Limited","2006","Urban Area","Male","441","0.13879373219018","0.127525069006504","0.150062395373856","2"
"Limited","2006","Rural Area","Female","244","0.176874429018122","0.158288244735818","0.195460613300427","2"
"Limited","2006","Urban Area","Female","465","0.157441681269152","0.1449275945114","0.169955768026904","2"
"Permanent","2006","Rural Area","Female","1375","0.823125570981877","0.804539386699573","0.841711755264182","1"
"Permanent","2006","Rural Area","Male","1464","0.844259304860115","0.827157541034346","0.861361068685885","1"
"Permanent","2006","Urban Area","Female","2789","0.842558318730848","0.830044231973096","0.8550724054886","1"
"Permanent","2006","Urban Area","Male","3175","0.86120626780982","0.849937604626144","0.872474930993496","1"
"Limited","2007","Rural Area","Female","237","0.178021961725987","0.158879300677774","0.1971646227742","2"
"Limited","2007","Rural Area","Male","270","0.157427957912226","0.140170868889495","0.174685046934957","2"
"Limited","2007","Urban Area","Male","430","0.135400746946373","0.123883035339086","0.14691845855366","2"
"Limited","2007","Urban Area","Female","467","0.169546290870664","0.156411257525478","0.182681324215851","2"
"Permanent","2007","Rural Area","Female","1297","0.821978038274013","0.8028353772258","0.841120699322226","1"
"Permanent","2007","Rural Area","Male","1441","0.842572042087774","0.825314953065043","0.859829131110505","1"
"Permanent","2007","Urban Area","Female","2668","0.830453709129336","0.817318675784149","0.843588742474523","1"
"Permanent","2007","Urban Area","Male","2960","0.864599253053627","0.85308154144634","0.876116964660914","1"
"Limited","2008","Urban Area","Male","415","0.141880920044979","0.1299068473642","0.153854992725758","2"
"Limited","2008","Rural Area","Female","260","0.219158758449925","0.198111674760959","0.24020584213889","2"
"Limited","2008","Rural Area","Male","227","0.133677216659911","0.117146584732794","0.150207848587028","2"
"Limited","2008","Urban Area","Female","466","0.16567339695457","0.152415728236018","0.178931065673122","2"
"Permanent","2008","Rural Area","Male","1401","0.866322783340089","0.849792151412972","0.882853415267206","1"
"Permanent","2008","Urban Area","Female","2555","0.83432660304543","0.821068934326879","0.847584271763982","1"
"Permanent","2008","Urban Area","Male","2847","0.858119079955021","0.846145007274242","0.8700931526358","1"
"Permanent","2008","Rural Area","Female","1224","0.780841241550076","0.75979415786111","0.801888325239041","1"
"Limited","2009","Urban Area","Male","419","0.153143768737874","0.140163701631842","0.166123835843907","2"
"Limited","2009","Rural Area","Female","224","0.185774282121095","0.165776561920626","0.205772002321564","2"
"Limited","2009","Rural Area","Male","205","0.124580259025882","0.107961902066015","0.141198615985748","2"
"Limited","2009","Urban Area","Female","443","0.164321855265967","0.150640006561759","0.178003703970175","2"
"Permanent","2009","Rural Area","Male","1312","0.875419740974118","0.858801384014252","0.892038097933984","1"
"Permanent","2009","Urban Area","Female","2375","0.835678144734033","0.821996296029825","0.849359993438241","1"
"Permanent","2009","Urban Area","Male","2538","0.846856231262126","0.833876164156093","0.859836298368158","1"
"Permanent","2009","Rural Area","Female","1229","0.814225717878905","0.794227997678436","0.834223438079374","1"
"Limited","2010","Rural Area","Female","354","0.212726946425032","0.194764749205311","0.230689143644753","2"
"Limited","2010","Rural Area","Male","295","0.141256697314007","0.126575669830598","0.155937724797416","2"
"Limited","2010","Urban Area","Female","639","0.162841797013574","0.151024472307559","0.174659121719589","2"
"Limited","2010","Urban Area","Male","567","0.145086610952255","0.134327283244497","0.155845938660014","2"
"Permanent","2010","Rural Area","Male","1867","0.858743302685993","0.844062275202584","0.873424330169402","1"
"Permanent","2010","Rural Area","Female","1640","0.787273053574968","0.769310856355247","0.805235250794689","1"
"Permanent","2010","Urban Area","Female","3111","0.837158202986426","0.825340878280411","0.848975527692441","1"
"Permanent","2010","Urban Area","Male","3549","0.854913389047744","0.844154061339986","0.865672716755503","1"
"Limited","2011","Rural Area","Female","446","0.184556324900778","0.169592885711461","0.199519764090095","2"
"Limited","2011","Rural Area","Male","352","0.153070494009769","0.139193250651362","0.166947737368175","2"
"Limited","2011","Urban Area","Female","765","0.170047654506705","0.159346124697869","0.180749184315542","2"
"Limited","2011","Urban Area","Male","616","0.146888579785005","0.136769294048523","0.157007865521486","2"
"Permanent","2011","Rural Area","Male","2234","0.846929505990231","0.833052262631825","0.860806749348638","1"
"Permanent","2011","Urban Area","Male","4085","0.853111420214995","0.842992134478514","0.863230705951477","1"
"Permanent","2011","Rural Area","Female","2136","0.815443675099222","0.800480235909906","0.830407114288539","1"
"Permanent","2011","Urban Area","Female","3969","0.829952345493295","0.819250815684458","0.840653875302131","1"
"Limited","2012","Rural Area","Female","444","0.163378387859111","0.149280841636095","0.177475934082127","2"
"Limited","2012","Rural Area","Male","365","0.139321345091638","0.125923063207262","0.152719626976014","2"
"Limited","2012","Urban Area","Female","802","0.176071488174018","0.16522737553428","0.186915600813756","2"
"Limited","2012","Urban Area","Male","652","0.156729808936106","0.146120896768127","0.167338721104084","2"
"Permanent","2012","Rural Area","Male","2201","0.860678654908362","0.847280373023986","0.874076936792738","1"
"Permanent","2012","Urban Area","Male","3859","0.843270191063894","0.832661278895916","0.853879103231873","1"
"Permanent","2012","Rural Area","Female","2198","0.836621612140889","0.822524065917873","0.850719158363905","1"
"Permanent","2012","Urban Area","Female","3937","0.823928511825982","0.813084399186244","0.83477262446572","1"
"Limited","2013","Rural Area","Male","378","0.134871990065515","0.121895861646742","0.147848118484288","2"
"Limited","2013","Urban Area","Female","1049","0.182979758253581","0.172802864308493","0.193156652198669","2"
"Limited","2013","Urban Area","Male","959","0.172426661300785","0.162293998609641","0.182559323991929","2"
"Limited","2013","Rural Area","Female","514","0.154502253181985","0.141148305192441","0.16785620117153","2"
"Permanent","2013","Rural Area","Male","2284","0.865128009934485","0.852151881515712","0.878104138353258","1"
"Permanent","2013","Urban Area","Male","4380","0.827573338699215","0.817440676008071","0.837706001390359","1"
"Permanent","2013","Rural Area","Female","2300","0.845497746818015","0.83214379882847","0.858851694807559","1"
"Permanent","2013","Urban Area","Female","4496","0.817020241746419","0.806843347801331","0.827197135691507","1"
"Limited","2014","Rural Area","Male","363","0.162696067235278","0.147987842742397","0.17740429172816","2"
"Limited","2014","Urban Area","Female","950","0.191186281681003","0.180185990207817","0.202186573154189","2"
"Limited","2014","Urban Area","Male","755","0.17229664923626","0.161424910823075","0.183168387649444","2"
"Limited","2014","Rural Area","Female","418","0.149329816183224","0.135347482208659","0.163312150157789","2"
"Permanent","2014","Rural Area","Male","2056","0.837303932764722","0.82259570827184","0.852012157257603","1"
"Permanent","2014","Urban Area","Male","3880","0.82770335076374","0.816831612350556","0.838575089176925","1"
"Permanent","2014","Rural Area","Female","2078","0.850670183816776","0.836687849842211","0.864652517791341","1"
"Permanent","2014","Urban Area","Female","3959","0.808813718318997","0.797813426845811","0.819814009792183","1"
"Limited","2015","Rural Area","Male","364","0.145548738664765","0.131469231912443","0.159628245417087","2"
"Limited","2015","Rural Area","Female","448","0.148278392711907","0.134406061940424","0.162150723483389","2"
"Limited","2015","Urban Area","Female","969","0.187856501456165","0.176898706030801","0.198814296881528","2"
"Limited","2015","Urban Area","Male","801","0.169932117104246","0.159123322650479","0.180740911558013","2"
"Permanent","2015","Rural Area","Female","2073","0.851721607288093","0.83784927651661","0.865593938059576","1"
"Permanent","2015","Rural Area","Male","2046","0.854451261335235","0.840371754582913","0.868530768087557","1"
"Permanent","2015","Urban Area","Male","3837","0.830067882895754","0.819259088441987","0.840876677349521","1"
"Permanent","2015","Urban Area","Female","3912","0.812143498543835","0.801185703118472","0.823101293969199","1"
"Limited","2016","Rural Area","Male","443","0.154244452078121","0.139409239308622","0.16907966484762","2"
"Limited","2016","Urban Area","Male","878","0.189607223606427","0.177918113818513","0.201296333394341","2"
"Limited","2016","Rural Area","Female","403","0.145519941794075","0.131226459119063","0.159813424469088","2"
"Limited","2016","Urban Area","Female","897","0.186657535106563","0.1754039017748","0.197911168438326","2"
"Permanent","2016","Urban Area","Male","3442","0.810392776393573","0.798703666605659","0.822081886181487","1"
"Permanent","2016","Rural Area","Female","1935","0.854480058205925","0.840186575530912","0.868773540880937","1"
"Permanent","2016","Rural Area","Male","1834","0.845755547921879","0.83092033515238","0.860590760691378","1"
"Permanent","2016","Urban Area","Female","3708","0.813342464893437","0.802088831561674","0.8245960982252","1"
"Limited","2017","Rural Area","Male","539","0.151823450810172","0.138337666836426","0.165309234783918","2"
"Limited","2017","Urban Area","Male","1044","0.173651046341465","0.163146983309157","0.184155109373772","2"
"Limited","2017","Rural Area","Female","445","0.154259110606808","0.140754446011675","0.167763775201941","2"
"Limited","2017","Urban Area","Female","953","0.18215935464825","0.171570405982152","0.192748303314347","2"
"Permanent","2017","Urban Area","Male","3952","0.826348953658535","0.815844890626228","0.836853016690843","1"
"Permanent","2017","Rural Area","Female","2303","0.845740889393192","0.832236224798059","0.859245553988325","1"
"Permanent","2017","Rural Area","Male","2181","0.848176549189828","0.834690765216082","0.861662333163574","1"
"Permanent","2017","Urban Area","Female","4151","0.81784064535175","0.807251696685653","0.828429594017848","1"
"Limited","2018","Rural Area","Male","538","0.148194330884734","0.134623428718437","0.161765233051031","2"
"Limited","2018","Urban Area","Male","1184","0.183576157323875","0.172872158935785","0.194280155711966","2"
"Limited","2018","Rural Area","Female","411","0.131463369687332","0.118605295838988","0.144321443535676","2"
"Limited","2018","Urban Area","Female","907","0.169575156284459","0.159155967017824","0.179994345551094","2"
"Permanent","2018","Rural Area","Female","2242","0.868536630312667","0.855678556464324","0.881394704161011","1"
"Permanent","2018","Rural Area","Male","2095","0.851805669115266","0.838234766948969","0.865376571281564","1"
"Permanent","2018","Urban Area","Female","4076","0.830424843715541","0.820005654448906","0.840844032982176","1"
"Permanent","2018","Urban Area","Male","3841","0.816423842676125","0.805719844288034","0.827127841064216","1"
"Limited","2019","Rural Area","Male","506","0.134612758652848","0.121236347743554","0.147989169562142","2"
"Limited","2019","Urban Area","Male","1031","0.166602270380524","0.155662873262587","0.177541667498461","2"
"Limited","2019","Rural Area","Female","365","0.135871541194944","0.122431759180142","0.149311323209746","2"
"Limited","2019","Urban Area","Female","801","0.158899013396091","0.148190252658598","0.169607774133584","2"
"Permanent","2019","Rural Area","Female","2132","0.864128458805056","0.850688676790254","0.877568240819858","1"
"Permanent","2019","Rural Area","Male","1995","0.865387241347152","0.852010830437858","0.878763652256446","1"
"Permanent","2019","Urban Area","Female","3676","0.841100986603909","0.830392225866416","0.851809747341402","1"
"Permanent","2019","Urban Area","Male","3426","0.833397729619476","0.822458332501539","0.844337126737413","1"
