"plb0037_h","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Limited","1995","Not Working","middle vocational","40","0.40753799303871","0.305451709963263","0.509624276114157","2"
"Limited","1995","Not Working","vocational + Abi","1","","","","2"
"Limited","1995","Part Time","in school","","","","","2"
"Limited","1995","Part Time","inadequately","12","","","","2"
"Limited","1995","Part Time","general elemantary","114","0.279512237628654","0.23372455902385","0.325299916233458","2"
"Limited","1995","Part Time","middle vocational","172","0.172106531089113","0.147754614676348","0.196458447501878","2"
"Limited","1995","Part Time","vocational + Abi","18","","","","2"
"Limited","1995","Part Time","higher vocational","4","","","","2"
"Limited","1995","Part Time","higher education","60","0.265911405745298","0.210246288366984","0.321576523123611","2"
"Permanent","1995","Part Time","in school","1","","","","1"
"Permanent","1995","Part Time","inadequately","55","0.747868026324992","0.643891061827331","0.851844990822653","1"
"Permanent","1995","Part Time","general elemantary","255","0.720487762371346","0.674700083766542","0.76627544097615","1"
"Permanent","1995","Part Time","middle vocational","751","0.827893468910887","0.803541552498122","0.852245385323652","1"
"Permanent","1995","Part Time","vocational + Abi","52","0.707818660185092","0.601285131327774","0.814352189042409","1"
"Permanent","1995","Part Time","higher vocational","81","0.95724729639571","0.914240955376169","1.00025363741525","1"
"Permanent","1995","Part Time","higher education","182","0.734088594254702","0.678423476876389","0.789753711633016","1"
"Permanent","1995","Not Working","in school","2","","","","1"
"Permanent","1995","Not Working","inadequately","1","","","","1"
"Permanent","1995","Not Working","general elemantary","20","","","","1"
"Permanent","1995","Not Working","middle vocational","49","0.59246200696129","0.490375723885843","0.694548290036737","1"
"Permanent","1995","Not Working","vocational + Abi","3","","","","1"
"Permanent","1995","Not Working","higher vocational","6","","","","1"
"Permanent","1995","Not Working","higher education","10","","","","1"
"Permanent","1995","Full Time","in school","2","","","","1"
"Permanent","1995","Full Time","inadequately","149","0.941289917174449","0.904864364529915","0.977715469818983","1"
"Permanent","1995","Full Time","general elemantary","529","0.768327622595452","0.736686776345876","0.799968468845028","1"
"Permanent","1995","Full Time","middle vocational","2627","0.938638551896383","0.9297619542834","0.947515149509365","1"
"Permanent","1995","Full Time","vocational + Abi","195","0.921326329959596","0.88456121509143","0.958091444827761","1"
"Permanent","1995","Full Time","higher vocational","345","0.980367096056856","0.965935294494183","0.994798897619529","1"
"Permanent","1995","Full Time","higher education","861","0.922183022906876","0.905003132372816","0.939362913440936","1"
"Limited","1996","Full Time","in school","5","","","","2"
"Limited","1996","Full Time","inadequately","8","","","","2"
"Limited","1996","Full Time","general elemantary","155","0.259725214213671","0.224928622391964","0.294521806035377","2"
"Limited","1996","Full Time","middle vocational","180","0.0581914209378382","0.0493561795389847","0.0670266623366917","2"
"Limited","1996","Full Time","vocational + Abi","18","","","","2"
"Limited","1996","Full Time","higher vocational","11","","","","2"
"Limited","1996","Full Time","higher education","63","0.0708965128548348","0.0542669043102983","0.0875261213993712","2"
"Limited","1996","Not Working","higher vocational","2","","","","2"
"Limited","1996","Not Working","higher education","7","","","","2"
"Limited","1996","Not Working","in school","","","","","2"
"Limited","1996","Not Working","inadequately","1","","","","2"
"Limited","1996","Not Working","general elemantary","20","","","","2"
"Limited","1996","Not Working","middle vocational","32","0.405831832540069","0.29394989568297","0.517713769397168","2"
"Limited","1996","Not Working","vocational + Abi","3","","","","2"
"Limited","1996","Part Time","in school","","","","","2"
"Limited","1996","Part Time","inadequately","11","","","","2"
"Limited","1996","Part Time","general elemantary","111","0.252420601199119","0.208395197117693","0.296446005280546","2"
"Limited","1996","Part Time","middle vocational","140","0.153528651207646","0.130664912203528","0.176392390211763","2"
"Limited","1996","Part Time","vocational + Abi","11","","","","2"
"Limited","1996","Part Time","higher vocational","8","","","","2"
"Limited","1996","Part Time","higher education","48","0.234294615159801","0.179909239242212","0.288679991077389","2"
"Permanent","1996","Part Time","in school","3","","","","1"
"Permanent","1996","Part Time","inadequately","69","0.798952956385407","0.711129091115493","0.886776821655321","1"
"Permanent","1996","Part Time","general elemantary","263","0.747579398800881","0.703553994719454","0.791604802882307","1"
"Permanent","1996","Part Time","middle vocational","815","0.846471348792354","0.823607609788237","0.869335087796472","1"
"Permanent","1996","Part Time","vocational + Abi","51","0.849613048007215","0.760638065427669","0.938588030586761","1"
"Permanent","1996","Part Time","higher vocational","87","0.931691714840727","0.880962388341809","0.982421041339644","1"
"Permanent","1996","Part Time","higher education","185","0.765705384840199","0.711320008922611","0.820090760757788","1"
"Permanent","1996","Not Working","in school","3","","","","1"
"Permanent","1996","Not Working","inadequately","2","","","","1"
"Permanent","1996","Not Working","general elemantary","9","","","","1"
"Permanent","1996","Not Working","middle vocational","42","0.594168167459931","0.482286230602832","0.70605010431703","1"
"Permanent","1996","Not Working","vocational + Abi","3","","","","1"
"Permanent","1996","Not Working","higher vocational","4","","","","1"
"Permanent","1996","Not Working","higher education","7","","","","1"
"Permanent","1996","Full Time","in school","","","","","1"
"Permanent","1996","Full Time","inadequately","115","0.824747759363724","0.757560349790497","0.891935168936951","1"
"Permanent","1996","Full Time","general elemantary","455","0.740274785786329","0.705478193964623","0.775071377608036","1"
"Permanent","1996","Full Time","middle vocational","2517","0.941808579062162","0.932973337663308","0.950643820461015","1"
"Permanent","1996","Full Time","vocational + Abi","201","0.906020589281193","0.867373977376676","0.94466720118571","1"
"Permanent","1996","Full Time","higher vocational","342","0.966021841062612","0.947122174905762","0.984921507219462","1"
"Permanent","1996","Full Time","higher education","852","0.929103487145165","0.912473878600629","0.945733095689702","1"
"Limited","1997","Full Time","in school","3","","","","2"
"Limited","1997","Full Time","vocational + Abi","17","","","","2"
"Limited","1997","Full Time","inadequately","8","","","","2"
"Limited","1997","Full Time","general elemantary","209","0.326842553495497","0.290068990824332","0.363616116166663","2"
"Limited","1997","Full Time","middle vocational","158","0.0576324504762353","0.0485676041747923","0.0666972967776784","2"
"Limited","1997","Full Time","higher vocational","13","","","","2"
"Limited","1997","Full Time","higher education","77","0.0826508725332472","0.065085670824824","0.10021607424167","2"
"Limited","1997","Not Working","higher vocational","2","","","","2"
"Limited","1997","Not Working","higher education","8","","","","2"
"Limited","1997","Not Working","in school","2","","","","2"
"Limited","1997","Not Working","inadequately","4","","","","2"
"Limited","1997","Not Working","general elemantary","17","","","","2"
"Limited","1997","Not Working","middle vocational","37","0.399458819631527","0.281295270447872","0.517622368815182","2"
"Limited","1997","Not Working","vocational + Abi","2","","","","2"
"Limited","1997","Part Time","in school","2","","","","2"
"Limited","1997","Part Time","inadequately","6","","","","2"
"Limited","1997","Part Time","general elemantary","98","0.283235533420832","0.233791390674645","0.332679676167019","2"
"Limited","1997","Part Time","middle vocational","168","0.178763006916507","0.154334030826446","0.203191983006567","2"
"Limited","1997","Part Time","vocational + Abi","14","","","","2"
"Limited","1997","Part Time","higher vocational","7","","","","2"
"Limited","1997","Part Time","higher education","58","0.313730896934273","0.252555355314242","0.374906438554304","2"
"Permanent","1997","Part Time","in school","5","","","","1"
"Permanent","1997","Part Time","inadequately","63","0.804434044394611","0.710847072832921","0.898021015956301","1"
"Permanent","1997","Part Time","general elemantary","221","0.716764466579168","0.667320323832981","0.766208609325355","1"
"Permanent","1997","Part Time","middle vocational","777","0.821236993083493","0.796808016993433","0.845665969173554","1"
"Permanent","1997","Part Time","vocational + Abi","54","0.827656604788348","0.737889741607645","0.917423467969051","1"
"Permanent","1997","Part Time","higher vocational","81","0.89978813059695","0.837049293171265","0.962526968022635","1"
"Permanent","1997","Part Time","higher education","163","0.686269103065727","0.625093561445696","0.747444644685758","1"
"Permanent","1997","Not Working","in school","","","","","1"
"Permanent","1997","Not Working","inadequately","1","","","","1"
"Permanent","1997","Not Working","general elemantary","8","","","","1"
"Permanent","1997","Not Working","middle vocational","29","","","","1"
"Permanent","1997","Not Working","vocational + Abi","3","","","","1"
"Permanent","1997","Not Working","higher vocational","1","","","","1"
"Permanent","1997","Not Working","higher education","4","","","","1"
"Permanent","1997","Full Time","general elemantary","416","0.673157446504503","0.636383883833337","0.709931009175668","1"
"Permanent","1997","Full Time","middle vocational","2381","0.942367549523765","0.933302703222322","0.951432395825208","1"
"Permanent","1997","Full Time","vocational + Abi","193","0.8890302588278","0.846548841139245","0.931511676516355","1"
"Permanent","1997","Full Time","higher vocational","342","0.97512290137101","0.958921094290247","0.991324708451773","1"
"Permanent","1997","Full Time","higher education","867","0.917349127466753","0.89978392575833","0.934914329175176","1"
"Permanent","1997","Full Time","in school","","","","","1"
"Permanent","1997","Full Time","inadequately","102","0.946125172522283","0.903934252733605","0.988316092310961","1"
"Limited","1998","Full Time","in school","","","","","2"
"Limited","1998","Full Time","inadequately","11","","","","2"
"Limited","1998","Full Time","general elemantary","201","0.285000958190709","0.249779340289348","0.320222576092071","2"
"Limited","1998","Full Time","middle vocational","179","0.0665768295796156","0.0571563547261998","0.0759973044330314","2"
"Limited","1998","Full Time","vocational + Abi","18","","","","2"
"Limited","1998","Full Time","higher vocational","19","","","","2"
"Limited","1998","Full Time","higher education","54","0.0625249060244591","0.047281128717973","0.0777686833309452","2"
"Limited","1998","Not Working","higher vocational","3","","","","2"
"Limited","1998","Not Working","higher education","14","","","","2"
"Limited","1998","Not Working","in school","","","","","2"
"Limited","1998","Not Working","inadequately","1","","","","2"
"Limited","1998","Not Working","general elemantary","21","","","","2"
"Limited","1998","Not Working","middle vocational","30","0.550185013667229","0.413653048409785","0.686716978924673","2"
"Limited","1998","Not Working","vocational + Abi","2","","","","2"
"Limited","1998","Part Time","in school","2","","","","2"
"Limited","1998","Part Time","inadequately","11","","","","2"
"Limited","1998","Part Time","general elemantary","122","0.326383141845363","0.277744177838434","0.375022105852292","2"
"Limited","1998","Part Time","middle vocational","181","0.158083245446739","0.13636568956104","0.179800801332439","2"
"Limited","1998","Part Time","vocational + Abi","12","","","","2"
"Limited","1998","Part Time","higher vocational","12","","","","2"
"Limited","1998","Part Time","higher education","67","0.269161357652522","0.216930721831498","0.321391993473547","2"
"Permanent","1998","Part Time","in school","8","","","","1"
"Permanent","1998","Part Time","inadequately","56","0.756680698445703","0.653936975542381","0.859424421349025","1"
"Permanent","1998","Part Time","general elemantary","235","0.673616858154637","0.624977894147708","0.722255822161566","1"
"Permanent","1998","Part Time","middle vocational","903","0.841916754553261","0.820199198667561","0.863634310438961","1"
"Permanent","1998","Part Time","vocational + Abi","75","0.912115979360771","0.852622625074122","0.971609333647419","1"
"Permanent","1998","Part Time","higher vocational","88","0.882697023070648","0.819629113114744","0.945764933026552","1"
"Permanent","1998","Part Time","higher education","210","0.730838642347478","0.678608006526454","0.783069278168502","1"
"Permanent","1998","Not Working","in school","1","","","","1"
"Permanent","1998","Not Working","inadequately","2","","","","1"
"Permanent","1998","Not Working","general elemantary","8","","","","1"
"Permanent","1998","Not Working","middle vocational","21","","","","1"
"Permanent","1998","Not Working","vocational + Abi","6","","","","1"
"Permanent","1998","Not Working","higher vocational","4","","","","1"
"Permanent","1998","Not Working","higher education","10","","","","1"
"Permanent","1998","Full Time","general elemantary","430","0.714999041809291","0.679777423907929","0.750220659710652","1"
"Permanent","1998","Full Time","middle vocational","2511","0.933423170420384","0.924002695566969","0.9428436452738","1"
"Permanent","1998","Full Time","vocational + Abi","211","0.89169660545614","0.85144715631153","0.931946054600751","1"
"Permanent","1998","Full Time","higher vocational","372","0.942880612946586","0.919877858967354","0.965883366925818","1"
"Permanent","1998","Full Time","higher education","915","0.937475093975541","0.922231316669055","0.952718871282027","1"
"Permanent","1998","Full Time","in school","3","","","","1"
"Permanent","1998","Full Time","inadequately","99","0.913915879783422","0.861499577194611","0.966332182372232","1"
"Limited","1999","Full Time","in school","1","","","","2"
"Limited","1999","Full Time","inadequately","15","","","","2"
"Limited","1999","Full Time","general elemantary","208","0.315645572138262","0.278972617565541","0.352318526710984","2"
"Limited","1999","Full Time","middle vocational","205","0.0718163131037832","0.0620195254032943","0.0816131008042721","2"
"Limited","1999","Full Time","vocational + Abi","18","","","","2"
"Limited","1999","Full Time","higher vocational","22","","","","2"
"Limited","1999","Full Time","higher education","78","0.0778683990807342","0.0612600996292148","0.0944766985322537","2"
"Limited","1999","Not Working","in school","1","","","","2"
"Limited","1999","Not Working","inadequately","","","","","2"
"Limited","1999","Not Working","general elemantary","8","","","","2"
"Limited","1999","Not Working","middle vocational","26","","","","2"
"Limited","1999","Not Working","vocational + Abi","4","","","","2"
"Limited","1999","Not Working","higher vocational","","","","","2"
"Limited","1999","Not Working","higher education","15","","","","2"
"Limited","1999","Part Time","in school","2","","","","2"
"Limited","1999","Part Time","inadequately","5","","","","2"
"Limited","1999","Part Time","general elemantary","137","0.335427303586778","0.28757721537704","0.383277391796517","2"
"Limited","1999","Part Time","middle vocational","221","0.173494473789088","0.151599028567672","0.195389919010503","2"
"Limited","1999","Part Time","vocational + Abi","10","","","","2"
"Limited","1999","Part Time","higher vocational","11","","","","2"
"Limited","1999","Part Time","higher education","63","0.258161511960666","0.205767564196581","0.31055545972475","2"
"Permanent","1999","Part Time","in school","18","","","","1"
"Permanent","1999","Part Time","inadequately","59","0.85654583294244","0.770666237205046","0.942425428679835","1"
"Permanent","1999","Part Time","general elemantary","237","0.664572696413222","0.616722608203483","0.71242278462296","1"
"Permanent","1999","Part Time","middle vocational","928","0.826505526210912","0.804610080989497","0.848400971432328","1"
"Permanent","1999","Part Time","vocational + Abi","66","0.897409777964205","0.829193239455561","0.965626316472849","1"
"Permanent","1999","Part Time","higher vocational","91","0.892071591253014","0.831855058312281","0.952288124193746","1"
"Permanent","1999","Part Time","higher education","205","0.741838488039335","0.68944454027525","0.794232435803419","1"
"Permanent","1999","Not Working","in school","3","","","","1"
"Permanent","1999","Not Working","inadequately","5","","","","1"
"Permanent","1999","Not Working","general elemantary","14","","","","1"
"Permanent","1999","Not Working","middle vocational","34","0.559009890652099","0.433378942813596","0.684640838490602","1"
"Permanent","1999","Not Working","vocational + Abi","2","","","","1"
"Permanent","1999","Not Working","higher vocational","3","","","","1"
"Permanent","1999","Not Working","higher education","5","","","","1"
"Permanent","1999","Full Time","general elemantary","409","0.684354427861738","0.647681473289016","0.721027382434459","1"
"Permanent","1999","Full Time","middle vocational","2463","0.928183686896217","0.918386899195728","0.937980474596706","1"
"Permanent","1999","Full Time","vocational + Abi","226","0.931921470784547","0.900317043918321","0.963525897650773","1"
"Permanent","1999","Full Time","higher vocational","367","0.959848235500314","0.940339600041997","0.979356870958631","1"
"Permanent","1999","Full Time","higher education","922","0.922131600919266","0.905523301467746","0.938739900370785","1"
"Permanent","1999","Full Time","in school","1","","","","1"
"Permanent","1999","Full Time","inadequately","92","0.759235027740307","0.678224591246053","0.840245464234562","1"
"Limited","2000","Full Time","in school","","","","","2"
"Limited","2000","Full Time","inadequately","9","","","","2"
"Limited","2000","Full Time","general elemantary","318","0.373958844627452","0.339604319313608","0.408313369941295","2"
"Limited","2000","Full Time","middle vocational","367","0.0807687145567247","0.0727710471620894","0.08876638195136","2"
"Limited","2000","Full Time","vocational + Abi","53","0.100456966113857","0.0740551123658208","0.126858819861893","2"
"Limited","2000","Full Time","higher vocational","33","0.039040337272884","0.0255932479462256","0.0524874265995423","2"
"Limited","2000","Full Time","higher education","126","0.0802041541578672","0.0677017555149947","0.0927065528007397","2"
"Limited","2000","Not Working","in school","2","","","","2"
"Limited","2000","Not Working","inadequately","3","","","","2"
"Limited","2000","Not Working","general elemantary","30","0.539343723554654","0.402544285327393","0.676143161781914","2"
"Limited","2000","Not Working","middle vocational","52","0.498697092654683","0.401664745913531","0.595729439395834","2"
"Limited","2000","Not Working","vocational + Abi","2","","","","2"
"Limited","2000","Not Working","higher vocational","5","","","","2"
"Limited","2000","Not Working","higher education","24","","","","2"
"Limited","2000","Part Time","in school","4","","","","2"
"Limited","2000","Part Time","inadequately","12","","","","2"
"Limited","2000","Part Time","general elemantary","189","0.397790142261462","0.353399585801663","0.442180698721261","2"
"Limited","2000","Part Time","middle vocational","288","0.166055543383728","0.148448570255609","0.183662516511847","2"
"Limited","2000","Part Time","vocational + Abi","29","","","","2"
"Limited","2000","Part Time","higher vocational","26","","","","2"
"Limited","2000","Part Time","higher education","112","0.245175277174589","0.206770436523904","0.283580117825273","2"
"Permanent","2000","Part Time","in school","13","","","","1"
"Permanent","2000","Part Time","inadequately","28","","","","1"
"Permanent","2000","Part Time","general elemantary","278","0.602209857738538","0.557819301278739","0.646600414198337","1"
"Permanent","2000","Part Time","middle vocational","1428","0.833944456616272","0.816337483488153","0.851551429744391","1"
"Permanent","2000","Part Time","vocational + Abi","125","0.794362206992599","0.730528732411996","0.858195681573202","1"
"Permanent","2000","Part Time","higher vocational","198","0.917790906750867","0.881819627237922","0.953762186263812","1"
"Permanent","2000","Part Time","higher education","370","0.754824722825411","0.716419882174727","0.793229563476096","1"
"Permanent","2000","Not Working","in school","2","","","","1"
"Permanent","2000","Not Working","inadequately","4","","","","1"
"Permanent","2000","Not Working","general elemantary","21","","","","1"
"Permanent","2000","Not Working","middle vocational","50","0.501302907345317","0.404270560604166","0.598335254086468","1"
"Permanent","2000","Not Working","vocational + Abi","6","","","","1"
"Permanent","2000","Not Working","higher vocational","3","","","","1"
"Permanent","2000","Not Working","higher education","9","","","","1"
"Permanent","2000","Full Time","general elemantary","444","0.626041155372548","0.591686630058705","0.660395680686392","1"
"Permanent","2000","Full Time","middle vocational","4092","0.919231285443275","0.91123361804864","0.927228952837911","1"
"Permanent","2000","Full Time","in school","1","","","","1"
"Permanent","2000","Full Time","inadequately","66","0.840782156368624","0.757977440495666","0.923586872241583","1"
"Permanent","2000","Full Time","vocational + Abi","445","0.899543033886143","0.873141180138107","0.925944887634179","1"
"Permanent","2000","Full Time","higher vocational","764","0.960959662727116","0.947512573400458","0.974406752053774","1"
"Permanent","2000","Full Time","higher education","1687","0.919795845842133","0.90729344719926","0.932298244485005","1"
"Limited","2001","Full Time","in school","5","","","","2"
"Limited","2001","Full Time","inadequately","6","","","","2"
"Limited","2001","Full Time","general elemantary","309","0.414877860214843","0.378788849663101","0.450966870766585","2"
"Limited","2001","Full Time","middle vocational","317","0.0723925348443079","0.0643629549297545","0.0804221147588613","2"
"Limited","2001","Full Time","vocational + Abi","31","0.0743827258218506","0.0499760644190672","0.0987893872246341","2"
"Limited","2001","Full Time","higher vocational","28","","","","2"
"Limited","2001","Full Time","higher education","107","0.0758397329462331","0.0631802638176179","0.0884992020748482","2"
"Limited","2001","Not Working","in school","1","","","","2"
"Limited","2001","Not Working","inadequately","","","","","2"
"Limited","2001","Not Working","general elemantary","23","","","","2"
"Limited","2001","Not Working","middle vocational","54","0.529083899096177","0.430758767534806","0.627409030657549","2"
"Limited","2001","Not Working","vocational + Abi","4","","","","2"
"Limited","2001","Not Working","higher vocational","2","","","","2"
"Limited","2001","Not Working","higher education","14","","","","2"
"Limited","2001","Part Time","in school","5","","","","2"
"Limited","2001","Part Time","inadequately","7","","","","2"
"Limited","2001","Part Time","general elemantary","171","0.420210628868086","0.372019820723085","0.468401437013087","2"
"Limited","2001","Part Time","middle vocational","270","0.162907750774159","0.144600373302886","0.181215128245432","2"
"Limited","2001","Part Time","vocational + Abi","22","","","","2"
"Limited","2001","Part Time","higher vocational","30","0.106120332948704","0.065422097323287","0.146818568574121","2"
"Limited","2001","Part Time","higher education","95","0.232929648383715","0.194090260500289","0.27176903626714","2"
"Permanent","2001","Part Time","in school","26","","","","1"
"Permanent","2001","Part Time","inadequately","29","","","","1"
"Permanent","2001","Part Time","general elemantary","232","0.579789371131914","0.531598562986913","0.627980179276915","1"
"Permanent","2001","Part Time","middle vocational","1293","0.837092249225841","0.818784871754568","0.855399626697114","1"
"Permanent","2001","Part Time","vocational + Abi","143","0.853211844847875","0.799213547874362","0.907210141821388","1"
"Permanent","2001","Part Time","higher vocational","190","0.893879667051296","0.853181431425879","0.934577902676713","1"
"Permanent","2001","Part Time","higher education","360","0.767070351616285","0.72823096373286","0.805909739499711","1"
"Permanent","2001","Not Working","in school","3","","","","1"
"Permanent","2001","Not Working","inadequately","3","","","","1"
"Permanent","2001","Not Working","general elemantary","9","","","","1"
"Permanent","2001","Not Working","middle vocational","45","0.470916100903823","0.372590969342451","0.569241232465194","1"
"Permanent","2001","Not Working","vocational + Abi","4","","","","1"
"Permanent","2001","Not Working","higher vocational","6","","","","1"
"Permanent","2001","Not Working","higher education","13","","","","1"
"Permanent","2001","Full Time","general elemantary","407","0.585122139785157","0.549033129233415","0.621211150336899","1"
"Permanent","2001","Full Time","middle vocational","3684","0.927607465155692","0.919577885241139","0.935637045070246","1"
"Permanent","2001","Full Time","higher education","1573","0.924160267053767","0.911500797925152","0.936819736182382","1"
"Permanent","2001","Full Time","in school","","","","","1"
"Permanent","2001","Full Time","inadequately","59","0.895940524326651","0.821711830304817","0.970169218348485","1"
"Permanent","2001","Full Time","vocational + Abi","413","0.925617274178149","0.901210612775366","0.950023935580933","1"
"Permanent","2001","Full Time","higher vocational","646","0.96416422117224","0.950131171185415","0.978197271159066","1"
"Limited","2002","Not Working","inadequately","2","","","","2"
"Limited","2002","Not Working","higher vocational","2","","","","2"
"Limited","2002","Not Working","higher education","20","","","","2"
"Limited","2002","Not Working","in school","","","","","2"
"Limited","2002","Not Working","general elemantary","26","","","","2"
"Limited","2002","Not Working","middle vocational","37","0.465479654382362","0.352591094914821","0.578368213849903","2"
"Limited","2002","Not Working","vocational + Abi","5","","","","2"
"Limited","2002","Full Time","in school","2","","","","2"
"Limited","2002","Full Time","inadequately","7","","","","2"
"Limited","2002","Full Time","general elemantary","277","0.434235168385943","0.395314119239307","0.473156217532578","2"
"Limited","2002","Full Time","middle vocational","285","0.0688863130811083","0.0608936575242508","0.0768789686379659","2"
"Limited","2002","Full Time","vocational + Abi","33","0.0726863501553344","0.0498843377891867","0.0954883625214821","2"
"Limited","2002","Full Time","higher vocational","28","","","","2"
"Limited","2002","Full Time","higher education","145","0.0850193913944896","0.0731774936369603","0.0968612891520189","2"
"Limited","2002","Part Time","in school","8","","","","2"
"Limited","2002","Part Time","inadequately","5","","","","2"
"Limited","2002","Part Time","general elemantary","162","0.393287917251469","0.344366917007182","0.442208917495756","2"
"Limited","2002","Part Time","middle vocational","271","0.156964868346517","0.139294526252361","0.174635210440674","2"
"Limited","2002","Part Time","vocational + Abi","38","0.207969811004954","0.150859011187074","0.265080610822834","2"
"Limited","2002","Part Time","higher vocational","21","","","","2"
"Limited","2002","Part Time","higher education","92","0.199539142608644","0.16709786761031","0.231980417606979","2"
"Permanent","2002","Part Time","in school","25","","","","1"
"Permanent","2002","Part Time","inadequately","26","","","","1"
"Permanent","2002","Part Time","general elemantary","221","0.606712082748531","0.557791082504244","0.655633082992818","1"
"Permanent","2002","Part Time","middle vocational","1357","0.843035131653483","0.825364789559326","0.86070547374764","1"
"Permanent","2002","Part Time","vocational + Abi","156","0.792030188995046","0.734919389177166","0.849140988812926","1"
"Permanent","2002","Part Time","higher vocational","231","0.925680844148265","0.893296967021421","0.958064721275109","1"
"Permanent","2002","Part Time","higher education","491","0.800460857391356","0.768019582393021","0.83290213238969","1"
"Permanent","2002","Not Working","in school","3","","","","1"
"Permanent","2002","Not Working","inadequately","1","","","","1"
"Permanent","2002","Not Working","general elemantary","6","","","","1"
"Permanent","2002","Not Working","middle vocational","38","0.534520345617638","0.421631786150097","0.647408905085179","1"
"Permanent","2002","Not Working","vocational + Abi","4","","","","1"
"Permanent","2002","Not Working","higher vocational","3","","","","1"
"Permanent","2002","Not Working","higher education","9","","","","1"
"Permanent","2002","Full Time","general elemantary","346","0.565764831614057","0.526843782467422","0.604685880760693","1"
"Permanent","2002","Full Time","middle vocational","3572","0.931113686918892","0.923121031362034","0.939106342475749","1"
"Permanent","2002","Full Time","vocational + Abi","465","0.927313649844666","0.904511637478518","0.950115662210813","1"
"Permanent","2002","Full Time","higher education","1986","0.914980608605511","0.903138710847981","0.92682250636304","1"
"Permanent","2002","Full Time","in school","1","","","","1"
"Permanent","2002","Full Time","inadequately","44","0.848328730954865","0.749883031006352","0.946774430903379","1"
"Permanent","2002","Full Time","higher vocational","666","0.940862506681845","0.923313081626406","0.958411931737284","1"
"Limited","2003","Not Working","inadequately","","","","","2"
"Limited","2003","Not Working","general elemantary","22","","","","2"
"Limited","2003","Not Working","higher vocational","4","","","","2"
"Limited","2003","Not Working","higher education","13","","","","2"
"Limited","2003","Not Working","in school","","","","","2"
"Limited","2003","Not Working","middle vocational","26","","","","2"
"Limited","2003","Not Working","vocational + Abi","3","","","","2"
"Limited","2003","Full Time","in school","1","","","","2"
"Limited","2003","Full Time","inadequately","5","","","","2"
"Limited","2003","Full Time","general elemantary","267","0.420463910563794","0.380428316877027","0.460499504250562","2"
"Limited","2003","Full Time","middle vocational","256","0.0683459086903866","0.0600568216351319","0.0766349957456413","2"
"Limited","2003","Full Time","vocational + Abi","44","0.117488938440247","0.0884703629453311","0.146507513935163","2"
"Limited","2003","Full Time","higher vocational","24","","","","2"
"Limited","2003","Full Time","higher education","145","0.0829962972038294","0.0708539782369799","0.0951386161706788","2"
"Limited","2003","Part Time","in school","4","","","","2"
"Limited","2003","Part Time","inadequately","7","","","","2"
"Limited","2003","Part Time","general elemantary","156","0.425139429188138","0.374902443328589","0.475376415047687","2"
"Limited","2003","Part Time","middle vocational","245","0.145078042222122","0.127679622405924","0.162476462038319","2"
"Limited","2003","Part Time","vocational + Abi","37","0.232700041394417","0.173543759063762","0.291856323725071","2"
"Limited","2003","Part Time","higher vocational","16","","","","2"
"Limited","2003","Part Time","higher education","93","0.215577606266236","0.180989642878773","0.250165569653698","2"
"Permanent","2003","Part Time","in school","20","","","","1"
"Permanent","2003","Part Time","inadequately","17","","","","1"
"Permanent","2003","Part Time","general elemantary","216","0.574860570811862","0.524623584952313","0.625097556671411","1"
"Permanent","2003","Part Time","middle vocational","1329","0.854921957777878","0.837523537961681","0.872320377594076","1"
"Permanent","2003","Part Time","vocational + Abi","159","0.767299958605583","0.708143676274929","0.826456240936238","1"
"Permanent","2003","Part Time","higher vocational","225","0.941204147545208","0.911504258177448","0.970904036912969","1"
"Permanent","2003","Part Time","higher education","450","0.784422393733764","0.749834430346302","0.819010357121227","1"
"Permanent","2003","Full Time","in school","","","","","1"
"Permanent","2003","Full Time","inadequately","47","0.869157931688462","0.777500123355975","0.960815740020949","1"
"Permanent","2003","Full Time","general elemantary","317","0.579536089436206","0.539500495749438","0.619571683122973","1"
"Permanent","2003","Full Time","middle vocational","3304","0.931654091309613","0.923365004254359","0.939943178364868","1"
"Permanent","2003","Full Time","vocational + Abi","429","0.882511061559753","0.853492486064837","0.911529637054669","1"
"Permanent","2003","Full Time","higher vocational","603","0.950307440209483","0.933297919755149","0.967316960663817","1"
"Permanent","2003","Full Time","higher education","1838","0.917003702796171","0.904861383829321","0.92914602176302","1"
"Permanent","2003","Not Working","in school","2","","","","1"
"Permanent","2003","Not Working","inadequately","","","","","1"
"Permanent","2003","Not Working","general elemantary","3","","","","1"
"Permanent","2003","Not Working","middle vocational","29","","","","1"
"Permanent","2003","Not Working","vocational + Abi","5","","","","1"
"Permanent","2003","Not Working","higher vocational","6","","","","1"
"Permanent","2003","Not Working","higher education","7","","","","1"
"Limited","2004","Not Working","in school","1","","","","2"
"Limited","2004","Not Working","inadequately","2","","","","2"
"Limited","2004","Not Working","general elemantary","23","","","","2"
"Limited","2004","Not Working","higher vocational","2","","","","2"
"Limited","2004","Not Working","higher education","12","","","","2"
"Limited","2004","Not Working","middle vocational","30","0.570693243450623","0.438674243587991","0.702712243313254","2"
"Limited","2004","Not Working","vocational + Abi","2","","","","2"
"Limited","2004","Full Time","in school","1","","","","2"
"Limited","2004","Full Time","inadequately","7","","","","2"
"Limited","2004","Full Time","general elemantary","249","0.408247175724311","0.367355645425581","0.449138706023041","2"
