"plb0037_h","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Permanent","1998","Employed","Couple + C. LE 16 ","1767","0.927036764599588","0.915360950715549","0.938712578483627","1"
"Permanent","1998","Not Employed","Single parent ","2","","","","1"
"Permanent","1998","Employed","Couple + C. GT 16 ","1170","0.803420013000479","0.782936477523578","0.823903548477379","1"
"Permanent","1998","Employed","Couple + C. LE and GT 16","564","0.788376311031209","0.758786548901379","0.817966073161039","1"
"Permanent","1998","Not Employed","Couple + C. LE 16 ","24","","","","1"
"Limited","1999","Not Employed","1-pers.-HH","7","","","","2"
"Limited","1999","Not Employed","(Married) couple without C. ","14","","","","2"
"Limited","1999","Employed","Single parent ","102","0.254509268621356","0.211223392126619","0.297795145116094","2"
"Limited","1999","Not Employed","Couple + C. LE 16 ","14","","","","2"
"Limited","1999","Not Employed","Single parent ","4","","","","2"
"Limited","1999","Not Employed","Couple + C. GT 16 ","9","","","","2"
"Limited","1999","Not Employed","Couple + C. LE and GT 16","5","","","","2"
"Limited","1999","Employed","1-pers.-HH","113","0.143329382325169","0.117481778353703","0.169176986296635","2"
"Limited","1999","Employed","(Married) couple without C. ","181","0.0785470087872147","0.0663665200281075","0.0907274975463219","2"
"Limited","1999","Employed","Couple + C. LE 16 ","149","0.0746431339077745","0.0629240385424087","0.0863622292731403","2"
"Limited","1999","Employed","Couple + C. GT 16 ","296","0.215943026811163","0.194593929954977","0.237292123667349","2"
"Limited","1999","Employed","Couple + C. LE and GT 16","179","0.239827419054755","0.208264588358639","0.271390249750871","2"
"Permanent","1999","Not Employed","1-pers.-HH","3","","","","1"
"Permanent","1999","Not Employed","(Married) couple without C. ","11","","","","1"
"Permanent","1999","Not Employed","Couple + C. GT 16 ","9","","","","1"
"Permanent","1999","Not Employed","Couple + C. LE and GT 16","7","","","","1"
"Permanent","1999","Employed","1-pers.-HH","593","0.856670617674831","0.830823013703365","0.882518221646297","1"
"Permanent","1999","Employed","(Married) couple without C. ","1693","0.921452991212785","0.909272502453678","0.933633479971892","1"
"Permanent","1999","Employed","Single parent ","287","0.745490731378644","0.702204854883906","0.788776607873381","1"
"Permanent","1999","Employed","Couple + C. LE 16 ","1783","0.925356866092226","0.91363777072686","0.937075961457591","1"
"Permanent","1999","Not Employed","Single parent ","5","","","","1"
"Permanent","1999","Not Employed","Couple + C. LE 16 ","32","0.782194028366453","0.662915763027844","0.901472293705062","1"
"Permanent","1999","Employed","Couple + C. GT 16 ","1131","0.784056973188837","0.762707876332651","0.805406070045023","1"
"Permanent","1999","Employed","Couple + C. LE and GT 16","524","0.760172580945245","0.728609750249129","0.791735411641361","1"
"Limited","2000","Not Employed","1-pers.-HH","16","","","","2"
"Limited","2000","Employed","Single parent ","132","0.223240025520976","0.190514822476815","0.255965228565137","2"
"Limited","2000","Not Employed","(Married) couple without C. ","16","","","","2"
"Limited","2000","Not Employed","Single parent ","12","","","","2"
"Limited","2000","Not Employed","Couple + C. LE 16 ","26","","","","2"
"Limited","2000","Not Employed","Couple + C. GT 16 ","29","","","","2"
"Limited","2000","Not Employed","Couple + C. LE and GT 16","13","","","","2"
"Limited","2000","Employed","1-pers.-HH","194","0.141522192988996","0.122718725806102","0.160325660171891","2"
"Limited","2000","Employed","(Married) couple without C. ","262","0.0791168080749287","0.0692741823264669","0.0889594338233905","2"
"Limited","2000","Employed","Couple + C. LE 16 ","229","0.0749143873235078","0.0656323688022072","0.0841964058448084","2"
"Limited","2000","Employed","Couple + C. GT 16 ","436","0.202226835559891","0.185299876802919","0.219153794316862","2"
"Limited","2000","Employed","Couple + C. LE and GT 16","259","0.255051755595404","0.229079380296891","0.281024130893917","2"
"Permanent","2000","Not Employed","1-pers.-HH","13","","","","1"
"Permanent","2000","Not Employed","(Married) couple without C. ","15","","","","1"
"Permanent","2000","Not Employed","Couple + C. GT 16 ","13","","","","1"
"Permanent","2000","Not Employed","Couple + C. LE and GT 16","5","","","","1"
"Permanent","2000","Employed","1-pers.-HH","1126","0.858477807011003","0.839674339828109","0.877281274193897","1"
"Permanent","2000","Employed","(Married) couple without C. ","2627","0.920883191925071","0.911040566176609","0.930725817673533","1"
"Permanent","2000","Employed","Single parent ","490","0.776759974479024","0.744034771434863","0.809485177523185","1"
"Permanent","2000","Employed","Couple + C. LE 16 ","2861","0.925085612676492","0.915803594155192","0.934367631197793","1"
"Permanent","2000","Not Employed","Single parent ","9","","","","1"
"Permanent","2000","Not Employed","Couple + C. LE 16 ","35","0.554975538415617","0.430262449560364","0.679688627270871","1"
"Permanent","2000","Employed","Couple + C. GT 16 ","1727","0.797773164440109","0.780846205683138","0.814700123197081","1"
"Permanent","2000","Employed","Couple + C. LE and GT 16","823","0.744948244404596","0.718975869106083","0.770920619703109","1"
"Limited","2001","Employed","Single parent ","131","0.244377756657677","0.208944826279332","0.279810687036021","2"
"Limited","2001","Not Employed","1-pers.-HH","13","","","","2"
"Limited","2001","Not Employed","(Married) couple without C. ","13","","","","2"
"Limited","2001","Not Employed","Single parent ","11","","","","2"
"Limited","2001","Not Employed","Couple + C. LE 16 ","25","","","","2"
"Limited","2001","Not Employed","Couple + C. GT 16 ","24","","","","2"
"Limited","2001","Not Employed","Couple + C. LE and GT 16","10","","","","2"
"Limited","2001","Employed","1-pers.-HH","165","0.116568694982472","0.098427193994647","0.134710195970298","2"
"Limited","2001","Employed","Couple + C. LE 16 ","200","0.0710429533660892","0.0616130378293173","0.080472868902861","2"
"Limited","2001","Employed","(Married) couple without C. ","224","0.0787095492066657","0.0683567700779433","0.0890623283353881","2"
"Limited","2001","Employed","Couple + C. GT 16 ","399","0.208562900416938","0.190558013546004","0.226567787287873","2"
"Limited","2001","Employed","Couple + C. LE and GT 16","252","0.271560463543923","0.243966578816659","0.299154348271187","2"
"Permanent","2001","Not Employed","1-pers.-HH","7","","","","1"
"Permanent","2001","Not Employed","(Married) couple without C. ","7","","","","1"
"Permanent","2001","Not Employed","Single parent ","7","","","","1"
"Permanent","2001","Not Employed","Couple + C. GT 16 ","9","","","","1"
"Permanent","2001","Not Employed","Couple + C. LE and GT 16","11","","","","1"
"Permanent","2001","Employed","1-pers.-HH","1037","0.883431305017528","0.865289804029702","0.901572806005353","1"
"Permanent","2001","Employed","(Married) couple without C. ","2375","0.921290450793334","0.910937671664612","0.931643229922057","1"
"Permanent","2001","Employed","Single parent ","434","0.755622243342323","0.720189312963979","0.791055173720668","1"
"Permanent","2001","Employed","Couple + C. LE 16 ","2651","0.928957046633911","0.919527131097139","0.938386962170683","1"
"Permanent","2001","Employed","Couple + C. GT 16 ","1557","0.791437099583062","0.773432212712127","0.809441986453996","1"
"Permanent","2001","Not Employed","Couple + C. LE 16 ","40","0.613874956406813","0.495517572832077","0.732232339981549","1"
"Permanent","2001","Employed","Couple + C. LE and GT 16","746","0.728439536456077","0.700845651728813","0.756033421183341","1"
"Limited","2002","Employed","Single parent ","132","0.238169335769215","0.203562750677908","0.272775920860523","2"
"Limited","2002","Not Employed","1-pers.-HH","8","","","","2"
"Limited","2002","Not Employed","(Married) couple without C. ","11","","","","2"
"Limited","2002","Not Employed","Single parent ","20","","","","2"
"Limited","2002","Not Employed","Couple + C. LE 16 ","19","","","","2"
"Limited","2002","Not Employed","Couple + C. GT 16 ","25","","","","2"
"Limited","2002","Not Employed","Couple + C. LE and GT 16","10","","","","2"
"Limited","2002","Employed","1-pers.-HH","175","0.138123540270008","0.118412197063254","0.157834883476761","2"
"Limited","2002","Employed","(Married) couple without C. ","215","0.0757149023442034","0.0660230467414414","0.0854067579469655","2"
"Limited","2002","Employed","Couple + C. LE 16 ","186","0.059850906513867","0.0512338146970231","0.068467998330711","2"
"Limited","2002","Employed","Couple + C. GT 16 ","438","0.225210457682286","0.207483311949652","0.24293760341492","2"
"Limited","2002","Employed","Couple + C. LE and GT 16","243","0.268509416086001","0.241954781332801","0.295064050839201","2"
"Permanent","2002","Not Employed","1-pers.-HH","5","","","","1"
"Permanent","2002","Not Employed","(Married) couple without C. ","9","","","","1"
"Permanent","2002","Not Employed","Single parent ","4","","","","1"
"Permanent","2002","Not Employed","Couple + C. GT 16 ","11","","","","1"
"Permanent","2002","Not Employed","Couple + C. LE and GT 16","9","","","","1"
"Permanent","2002","Employed","1-pers.-HH","1002","0.861876459729992","0.842165116523239","0.881587802936746","1"
"Permanent","2002","Employed","(Married) couple without C. ","2647","0.924285097655797","0.914593242053035","0.933976953258559","1"
"Permanent","2002","Employed","Single parent ","450","0.761830664230785","0.727224079139477","0.796437249322092","1"
"Permanent","2002","Employed","Couple + C. LE 16 ","2725","0.940149093486133","0.931532001669289","0.948766185302977","1"
"Permanent","2002","Employed","Couple + C. GT 16 ","1695","0.774789542317714","0.75706239658508","0.792516688050348","1"
"Permanent","2002","Employed","Couple + C. LE and GT 16","827","0.731490583913999","0.704935949160799","0.758045218667199","1"
"Permanent","2002","Not Employed","Couple + C. LE 16 ","24","","","","1"
"Limited","2003","Not Employed","1-pers.-HH","8","","","","2"
"Limited","2003","Employed","Single parent ","122","0.217937858189966","0.183019974106341","0.252855742273592","2"
"Limited","2003","Not Employed","(Married) couple without C. ","11","","","","2"
"Limited","2003","Not Employed","Single parent ","15","","","","2"
"Limited","2003","Not Employed","Couple + C. LE 16 ","13","","","","2"
"Limited","2003","Not Employed","Couple + C. GT 16 ","20","","","","2"
"Limited","2003","Not Employed","Couple + C. LE and GT 16","8","","","","2"
"Limited","2003","Employed","1-pers.-HH","151","0.128919165210523","0.109275833029306","0.148562497391741","2"
"Limited","2003","Employed","(Married) couple without C. ","253","0.0897668650010208","0.0790462033287215","0.10048752667332","2"
"Limited","2003","Employed","Couple + C. LE 16 ","178","0.0718552310860229","0.0620394248188337","0.0816710373532121","2"
"Limited","2003","Employed","Couple + C. GT 16 ","414","0.210047356822948","0.192486852212628","0.227607861433268","2"
"Limited","2003","Employed","Couple + C. LE and GT 16","210","0.240039490307715","0.213407324907317","0.266671655708112","2"
"Permanent","2003","Not Employed","1-pers.-HH","2","","","","1"
"Permanent","2003","Not Employed","(Married) couple without C. ","11","","","","1"
"Permanent","2003","Not Employed","Couple + C. GT 16 ","7","","","","1"
"Permanent","2003","Not Employed","Single parent ","6","","","","1"
"Permanent","2003","Not Employed","Couple + C. LE and GT 16","3","","","","1"
"Permanent","2003","Employed","1-pers.-HH","967","0.871080834789477","0.851437502608259","0.890724166970694","1"
"Permanent","2003","Employed","(Married) couple without C. ","2478","0.910233134998979","0.89951247332668","0.920953796671279","1"
"Permanent","2003","Employed","Single parent ","415","0.782062141810034","0.747144257726408","0.816980025893659","1"
"Permanent","2003","Employed","Couple + C. LE 16 ","2481","0.928144768913977","0.918328962646788","0.937960575181166","1"
"Permanent","2003","Employed","Couple + C. GT 16 ","1653","0.789952643177052","0.772392138566732","0.807513147787372","1"
"Permanent","2003","Employed","Couple + C. LE and GT 16","778","0.759960509692285","0.733328344291887","0.786592675092683","1"
"Permanent","2003","Not Employed","Couple + C. LE 16 ","23","","","","1"
"Limited","2004","Not Employed","1-pers.-HH","10","","","","2"
"Limited","2004","Not Employed","(Married) couple without C. ","10","","","","2"
"Limited","2004","Employed","Single parent ","137","0.279992487077037","0.241694774723041","0.318290199431032","2"
"Limited","2004","Employed","Couple + C. LE 16 ","186","0.0747079187258371","0.0643287548089762","0.085087082642698","2"
"Limited","2004","Not Employed","Single parent ","14","","","","2"
"Limited","2004","Not Employed","Couple + C. LE 16 ","9","","","","2"
"Limited","2004","Not Employed","Couple + C. GT 16 ","25","","","","2"
"Limited","2004","Not Employed","Couple + C. LE and GT 16","10","","","","2"
"Limited","2004","Employed","1-pers.-HH","160","0.154362191938758","0.132844458306799","0.175879925570718","2"
"Limited","2004","Employed","(Married) couple without C. ","257","0.093201805460993","0.0823105441421446","0.104093066779841","2"
"Limited","2004","Employed","Couple + C. GT 16 ","411","0.215895785410045","0.197975515213517","0.233816055606573","2"
"Limited","2004","Employed","Couple + C. LE and GT 16","180","0.236431128394485","0.208748951694267","0.264113305094703","2"
"Permanent","2004","Not Employed","1-pers.-HH","6","","","","1"
"Permanent","2004","Not Employed","(Married) couple without C. ","5","","","","1"
"Permanent","2004","Not Employed","Single parent ","2","","","","1"
"Permanent","2004","Not Employed","Couple + C. GT 16 ","6","","","","1"
"Permanent","2004","Not Employed","Couple + C. LE and GT 16","1","","","","1"
"Permanent","2004","Employed","1-pers.-HH","923","0.845637808061241","0.824120074429281","0.867155541693201","1"
"Permanent","2004","Employed","(Married) couple without C. ","2480","0.906798194539007","0.895906933220159","0.917689455857855","1"
"Permanent","2004","Employed","Single parent ","391","0.720007512922963","0.681709800568968","0.758305225276959","1"
"Permanent","2004","Employed","Couple + C. LE 16 ","2279","0.925292081274163","0.914912917357302","0.935671245191024","1"
"Permanent","2004","Employed","Couple + C. GT 16 ","1614","0.784104214589955","0.766183944393427","0.802024484786483","1"
"Permanent","2004","Not Employed","Couple + C. LE 16 ","30","0.766893921011555","0.634197186751772","0.899590655271339","1"
"Permanent","2004","Employed","Couple + C. LE and GT 16","725","0.763568871605515","0.735886694905298","0.791251048305733","1"
"Limited","2005","Not Employed","1-pers.-HH","11","","","","2"
"Limited","2005","Not Employed","(Married) couple without C. ","4","","","","2"
"Limited","2005","Employed","Single parent ","108","0.207021924886704","0.171507740114162","0.242536109659246","2"
"Limited","2005","Employed","Couple + C. LE 16 ","156","0.0782932712679839","0.0673856831762665","0.0892008593597012","2"
"Limited","2005","Not Employed","Single parent ","11","","","","2"
"Limited","2005","Not Employed","Couple + C. LE 16 ","15","","","","2"
"Limited","2005","Not Employed","Couple + C. GT 16 ","22","","","","2"
"Limited","2005","Not Employed","Couple + C. LE and GT 16","10","","","","2"
"Limited","2005","Employed","1-pers.-HH","156","0.130771965882417","0.111174855120717","0.150369076644117","2"
"Limited","2005","Employed","(Married) couple without C. ","228","0.103564415576708","0.0919635611444476","0.115165270008968","2"
"Limited","2005","Employed","Couple + C. GT 16 ","355","0.212312228395501","0.194072367994628","0.230552088796373","2"
"Limited","2005","Employed","Couple + C. LE and GT 16","179","0.256011674984641","0.226894070744098","0.285129279225184","2"
"Permanent","2005","Not Employed","1-pers.-HH","3","","","","1"
"Permanent","2005","Not Employed","(Married) couple without C. ","12","","","","1"
"Permanent","2005","Not Employed","Single parent ","5","","","","1"
"Permanent","2005","Not Employed","Couple + C. GT 16 ","6","","","","1"
"Permanent","2005","Not Employed","Couple + C. LE and GT 16","6","","","","1"
"Permanent","2005","Employed","1-pers.-HH","981","0.869228034117583","0.849630923355883","0.888825144879282","1"
"Permanent","2005","Employed","(Married) couple without C. ","2422","0.896435584423292","0.884834729991032","0.908036438855552","1"
"Permanent","2005","Employed","Couple + C. LE 16 ","2174","0.921706728732016","0.910799140640299","0.932614316823734","1"
"Permanent","2005","Employed","Single parent ","392","0.792978075113296","0.757463890340754","0.828492259885838","1"
"Permanent","2005","Not Employed","Couple + C. LE 16 ","15","","","","1"
"Permanent","2005","Employed","Couple + C. GT 16 ","1576","0.787687771604499","0.769447911203627","0.805927632005372","1"
"Permanent","2005","Employed","Couple + C. LE and GT 16","684","0.743988325015359","0.714870720774816","0.773105929255902","1"
"Limited","2006","Employed","Single parent ","125","0.236909515978098","0.201407618687862","0.272411413268334","2"
"Limited","2006","Not Employed","1-pers.-HH","9","","","","2"
"Limited","2006","Not Employed","(Married) couple without C. ","12","","","","2"
"Limited","2006","Employed","Couple + C. LE 16 ","195","0.0750257225263031","0.0644687978115097","0.0855826472410964","2"
"Limited","2006","Not Employed","Single parent ","9","","","","2"
"Limited","2006","Not Employed","Couple + C. LE 16 ","19","","","","2"
"Limited","2006","Not Employed","Couple + C. GT 16 ","22","","","","2"
"Limited","2006","Not Employed","Couple + C. LE and GT 16","6","","","","2"
"Limited","2006","Employed","1-pers.-HH","178","0.1482220579366","0.128308242555431","0.168135873317768","2"
"Limited","2006","Employed","(Married) couple without C. ","253","0.115928975335429","0.104210426840528","0.12764752383033","2"
"Limited","2006","Employed","Couple + C. GT 16 ","395","0.222295289601986","0.204072889083149","0.240517690120823","2"
"Limited","2006","Employed","Couple + C. LE and GT 16","160","0.220749380507186","0.192567189585966","0.248931571428407","2"
"Permanent","2006","Not Employed","1-pers.-HH","7","","","","1"
"Permanent","2006","Not Employed","(Married) couple without C. ","8","","","","1"
"Permanent","2006","Not Employed","Single parent ","7","","","","1"
"Permanent","2006","Not Employed","Couple + C. GT 16 ","15","","","","1"
"Permanent","2006","Not Employed","Couple + C. LE and GT 16","4","","","","1"
"Permanent","2006","Not Employed","Couple + C. LE 16 ","22","","","","1"
"Permanent","2006","Employed","1-pers.-HH","1045","0.8517779420634","0.831864126682232","0.871691757444569","1"
"Permanent","2006","Employed","(Married) couple without C. ","2614","0.884071024664571","0.87235247616967","0.895789573159472","1"
"Permanent","2006","Employed","Couple + C. LE 16 ","2197","0.924974277473697","0.914417352758904","0.93553120218849","1"
"Permanent","2006","Employed","Couple + C. GT 16 ","1605","0.777704710398014","0.759482309879177","0.795927110916851","1"
"Permanent","2006","Employed","Single parent ","426","0.763090484021902","0.727588586731666","0.798592381312138","1"
"Permanent","2006","Employed","Couple + C. LE and GT 16","672","0.779250619492814","0.751068428571593","0.807432810414034","1"
"Limited","2007","Employed","Single parent ","122","0.245544015767146","0.208371144521004","0.282716887013289","2"
"Limited","2007","Employed","Couple + C. LE 16 ","196","0.0917771760205337","0.0799755416261675","0.1035788104149","2"
"Limited","2007","Not Employed","1-pers.-HH","10","","","","2"
"Limited","2007","Not Employed","(Married) couple without C. ","15","","","","2"
"Limited","2007","Not Employed","Single parent ","11","","","","2"
"Limited","2007","Not Employed","Couple + C. LE 16 ","23","","","","2"
"Limited","2007","Not Employed","Couple + C. GT 16 ","19","","","","2"
"Limited","2007","Not Employed","Couple + C. LE and GT 16","11","","","","2"
"Limited","2007","Employed","1-pers.-HH","178","0.153046953137129","0.132539380843081","0.173554525431177","2"
"Limited","2007","Employed","(Married) couple without C. ","265","0.0933714704363606","0.0824232134275208","0.104319727445201","2"
"Limited","2007","Employed","Couple + C. GT 16 ","369","0.226551420139999","0.208010090936342","0.245092749343657","2"
"Limited","2007","Employed","Couple + C. LE and GT 16","155","0.243393923292359","0.213083464747589","0.273704381837128","2"
"Permanent","2007","Not Employed","1-pers.-HH","8","","","","1"
"Permanent","2007","Not Employed","(Married) couple without C. ","8","","","","1"
"Permanent","2007","Not Employed","Single parent ","8","","","","1"
"Permanent","2007","Not Employed","Couple + C. GT 16 ","9","","","","1"
"Permanent","2007","Not Employed","Couple + C. LE and GT 16","2","","","","1"
"Permanent","2007","Employed","1-pers.-HH","1006","0.846953046862871","0.826445474568823","0.867460619156919","1"
"Permanent","2007","Employed","(Married) couple without C. ","2448","0.906628529563639","0.8956802725548","0.917576786572479","1"
"Permanent","2007","Employed","Couple + C. LE 16 ","2103","0.908222823979466","0.8964211895851","0.920024458373832","1"
"Permanent","2007","Not Employed","Couple + C. LE 16 ","31","0.482315020073573","0.349039806614568","0.615590233532578","1"
"Permanent","2007","Employed","Single parent ","393","0.754455984232854","0.717283112986711","0.791628855478996","1"
"Permanent","2007","Employed","Couple + C. GT 16 ","1589","0.773448579860001","0.754907250656343","0.791989909063658","1"
"Permanent","2007","Employed","Couple + C. LE and GT 16","615","0.756606076707642","0.726295618162872","0.786916535252411","1"
"Limited","2008","Not Employed","1-pers.-HH","19","","","","2"
"Limited","2008","Employed","Single parent ","132","0.26547825684772","0.227989478063335","0.302967035632105","2"
"Limited","2008","Employed","Couple + C. LE 16 ","169","0.0929466133828131","0.080615806417463","0.105277420348163","2"
"Limited","2008","Not Employed","(Married) couple without C. ","8","","","","2"
"Limited","2008","Not Employed","Single parent ","22","","","","2"
"Limited","2008","Not Employed","Couple + C. LE 16 ","10","","","","2"
"Limited","2008","Not Employed","Couple + C. GT 16 ","18","","","","2"
"Limited","2008","Not Employed","Couple + C. LE and GT 16","4","","","","2"
"Limited","2008","Employed","1-pers.-HH","159","0.131217044117267","0.111711359386805","0.150722728847728","2"
"Limited","2008","Employed","(Married) couple without C. ","271","0.115360712907713","0.103160924941982","0.127560500873444","2"
"Limited","2008","Employed","Couple + C. GT 16 ","367","0.228786598864698","0.210002646274057","0.24757055145534","2"
"Limited","2008","Employed","Couple + C. LE and GT 16","150","0.215014729042751","0.184816731167461","0.245212726918041","2"
"Permanent","2008","Not Employed","1-pers.-HH","7","","","","1"
"Permanent","2008","Not Employed","(Married) couple without C. ","17","","","","1"
"Permanent","2008","Not Employed","Single parent ","10","","","","1"
"Permanent","2008","Not Employed","Couple + C. GT 16 ","6","","","","1"
"Permanent","2008","Not Employed","Couple + C. LE and GT 16","7","","","","1"
"Permanent","2008","Employed","1-pers.-HH","992","0.868782955882733","0.849277271152272","0.888288640613195","1"
"Permanent","2008","Not Employed","Couple + C. LE 16 ","19","","","","1"
"Permanent","2008","Employed","(Married) couple without C. ","2363","0.884639287092287","0.872439499126556","0.896839075058018","1"
"Permanent","2008","Employed","Single parent ","401","0.73452174315228","0.697032964367895","0.772010521936665","1"
"Permanent","2008","Employed","Couple + C. LE 16 ","1961","0.907053386617187","0.894722579651837","0.919384193582537","1"
"Permanent","2008","Employed","Couple + C. GT 16 ","1554","0.771213401135302","0.75242944854466","0.789997353725943","1"
"Permanent","2008","Employed","Couple + C. LE and GT 16","561","0.784985270957249","0.754787273081959","0.815183268832539","1"
"Limited","2009","Not Employed","1-pers.-HH","9","","","","2"
"Limited","2009","Not Employed","(Married) couple without C. ","4","","","","2"
"Limited","2009","Employed","Single parent ","127","0.270572969885906","0.232091979476191","0.309053960295622","2"
"Limited","2009","Employed","Couple + C. LE 16 ","170","0.0858217413572506","0.0731636624494807","0.0984798202650205","2"
"Limited","2009","Not Employed","Single parent ","4","","","","2"
"Limited","2009","Not Employed","Couple + C. LE 16 ","9","","","","2"
"Limited","2009","Not Employed","Couple + C. GT 16 ","17","","","","2"
"Limited","2009","Not Employed","Couple + C. LE and GT 16","6","","","","2"
"Limited","2009","Employed","1-pers.-HH","166","0.156451257793876","0.134894654159722","0.178007861428031","2"
"Limited","2009","Employed","(Married) couple without C. ","260","0.103520687625134","0.0916005444889512","0.115440830761318","2"
"Limited","2009","Employed","Couple + C. GT 16 ","358","0.239185207550454","0.219640499897516","0.258729915203392","2"
"Limited","2009","Employed","Couple + C. LE and GT 16","134","0.225092335591607","0.193952637382155","0.25623203380106","2"
"Permanent","2009","Not Employed","1-pers.-HH","5","","","","1"
"Permanent","2009","Not Employed","(Married) couple without C. ","5","","","","1"
"Permanent","2009","Not Employed","Single parent ","4","","","","1"
"Permanent","2009","Not Employed","Couple + C. GT 16 ","5","","","","1"
"Permanent","2009","Not Employed","Couple + C. LE and GT 16","6","","","","1"
"Permanent","2009","Employed","1-pers.-HH","925","0.843548742206124","0.821992138571969","0.865105345840278","1"
"Permanent","2009","Employed","(Married) couple without C. ","2249","0.896479312374866","0.884559169238682","0.908399455511049","1"
"Permanent","2009","Employed","Couple + C. LE 16 ","1711","0.914178258642749","0.901520179734979","0.926836337550519","1"
"Permanent","2009","Not Employed","Couple + C. LE 16 ","22","","","","1"
"Permanent","2009","Employed","Single parent ","385","0.729427030114094","0.690946039704378","0.767908020523809","1"
"Permanent","2009","Employed","Couple + C. LE and GT 16","557","0.774907664408393","0.74376796619894","0.806047362617845","1"
"Permanent","2009","Employed","Couple + C. GT 16 ","1472","0.760814792449546","0.741270084796608","0.780359500102484","1"
"Limited","2010","Not Employed","1-pers.-HH","12","","","","2"
"Limited","2010","Not Employed","(Married) couple without C. ","7","","","","2"
"Limited","2010","Employed","Single parent ","259","0.262772430366574","0.237744176378985","0.287800684354162","2"
"Limited","2010","Employed","Couple + C. LE 16 ","497","0.107578584495688","0.0983993234182515","0.116757845573124","2"
"Limited","2010","Not Employed","Single parent ","31","0.743082271198106","0.626544502631088","0.859620039765123","2"
"Limited","2010","Not Employed","Couple + C. LE 16 ","52","0.369587413436945","0.295027365759101","0.444147461114789","2"
"Limited","2010","Not Employed","Couple + C. GT 16 ","15","","","","2"
"Limited","2010","Not Employed","Couple + C. LE and GT 16","13","","","","2"
"Limited","2010","Employed","1-pers.-HH","174","0.153221080550192","0.131050687492597","0.175391473607787","2"
"Limited","2010","Employed","(Married) couple without C. ","232","0.0872320371901217","0.0760404041199148","0.0984236702603286","2"
"Limited","2010","Employed","Couple + C. GT 16 ","331","0.238621503064772","0.218166235721488","0.259076770408055","2"
"Limited","2010","Employed","Couple + C. LE and GT 16","193","0.249586808830933","0.221154368808518","0.278019248853348","2"
"Permanent","2010","Not Employed","1-pers.-HH","2","","","","1"
"Permanent","2010","Not Employed","(Married) couple without C. ","10","","","","1"
"Permanent","2010","Not Employed","Single parent ","23","","","","1"
"Permanent","2010","Not Employed","Couple + C. GT 16 ","9","","","","1"
"Permanent","2010","Not Employed","Couple + C. LE and GT 16","11","","","","1"
"Permanent","2010","Employed","1-pers.-HH","840","0.846778919449808","0.824608526392213","0.868949312507403","1"
"Permanent","2010","Employed","(Married) couple without C. ","2210","0.912767962809878","0.901576329739671","0.923959595880085","1"
"Permanent","2010","Not Employed","Couple + C. LE 16 ","109","0.630412586563056","0.555852538885212","0.7049726342409","1"
"Permanent","2010","Employed","Single parent ","929","0.737227569633426","0.712199315645838","0.762255823621015","1"
"Permanent","2010","Employed","Couple + C. LE 16 ","3880","0.892421415504312","0.883242154426876","0.901600676581748","1"
"Permanent","2010","Employed","Couple + C. GT 16 ","1337","0.761378496935228","0.740923229591945","0.781833764278511","1"
"Permanent","2010","Employed","Couple + C. LE and GT 16","697","0.750413191169067","0.721980751146652","0.778845631191482","1"
"Limited","2011","Employed","Single parent ","333","0.235997877536713","0.215269423952904","0.256726331120523","2"
"Limited","2011","Not Employed","1-pers.-HH","13","","","","2"
"Limited","2011","Not Employed","(Married) couple without C. ","13","","","","2"
"Limited","2011","Employed","Couple + C. LE 16 ","531","0.10714616103183","0.0986298575044768","0.115662464559184","2"
"Limited","2011","Employed","Couple + C. GT 16 ","366","0.228823982168833","0.209784513911583","0.247863450426083","2"
"Limited","2011","Not Employed","Single parent ","29","","","","2"
"Limited","2011","Not Employed","Couple + C. LE 16 ","62","0.32814935002104","0.263398637570757","0.392900062471324","2"
"Limited","2011","Not Employed","Couple + C. GT 16 ","13","","","","2"
"Limited","2011","Not Employed","Couple + C. LE and GT 16","11","","","","2"
"Limited","2011","Employed","1-pers.-HH","209","0.156737550401316","0.136813357990132","0.1766617428125","2"
"Limited","2011","Employed","(Married) couple without C. ","324","0.114758737478665","0.103441626643693","0.126075848313637","2"
"Limited","2011","Employed","Couple + C. LE and GT 16","231","0.203726611377599","0.180706924501565","0.226746298253633","2"
"Permanent","2011","Not Employed","1-pers.-HH","13","","","","1"
"Permanent","2011","Not Employed","(Married) couple without C. ","9","","","","1"
"Permanent","2011","Not Employed","Single parent ","23","","","","1"
"Permanent","2011","Not Employed","Couple + C. LE 16 ","140","0.671850649978959","0.607099937528676","0.736601362429243","1"
"Permanent","2011","Not Employed","Couple + C. LE and GT 16","7","","","","1"
"Permanent","2011","Employed","1-pers.-HH","1070","0.843262449598684","0.8233382571875","0.863186642009869","1"
"Permanent","2011","Employed","(Married) couple without C. ","2723","0.885241262521335","0.873924151686363","0.896558373356307","1"
"Permanent","2011","Employed","Couple + C. LE 16 ","4536","0.89285383896817","0.884337535440816","0.901370142495523","1"
"Permanent","2011","Not Employed","Couple + C. GT 16 ","10","","","","1"
"Permanent","2011","Employed","Single parent ","1279","0.764002122463287","0.743273668879477","0.784730576047096","1"
"Permanent","2011","Employed","Couple + C. LE and GT 16","945","0.796273388622401","0.773253701746366","0.819293075498435","1"
"Permanent","2011","Employed","Couple + C. GT 16 ","1504","0.771176017831167","0.752136549573917","0.790215486088417","1"
