"plh0220","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","1-pers.-HH","West Germany","231","0.109601336926199","0.096588875406257","0.12261379844614","1"
"1 Strongly disagree","2005","1-pers.-HH","East Germany","66","0.113685992317354","0.0906275648330119","0.136744419801695","1"
"1 Strongly disagree","2005","(Married) couple without C. ","West Germany","521","0.116249787644722","0.107560529679671","0.124939045609774","1"
"1 Strongly disagree","2005","(Married) couple without C. ","East Germany","169","0.10820348721992","0.0936577896436169","0.122749184796223","1"
"1 Strongly disagree","2005","Single parent ","West Germany","80","0.107434217537182","0.0858268918150484","0.129041543259315","1"
"1 Strongly disagree","2005","Single parent ","East Germany","31","0.116045099824149","0.0800420114689634","0.152048188179334","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","West Germany","305","0.104347471828179","0.0934061296116468","0.115288814044711","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","East Germany","69","0.11279464648783","0.0892760170528493","0.13631327592281","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","West Germany","283","0.125092945350946","0.11235955065864","0.137826340043251","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","East Germany","102","0.0962362302581974","0.0783810510022857","0.114091409514109","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","West Germany","150","0.142031578941906","0.123235456691523","0.160827701192288","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","East Germany","31","0.110136618623901","0.0783663261956445","0.141906911052158","1"
"2 on scale 1-7 ","2005","(Married) couple without C. ","West Germany","551","0.1140860981722","0.10546755298606","0.12270464335834","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","West Germany","427","0.155137949916641","0.142180731382731","0.168095168450551","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","West Germany","177","0.145250207855049","0.12627799296447","0.164222422745628","2"
"2 on scale 1-7 ","2005","1-pers.-HH","East Germany","90","0.137692558668523","0.112662106018775","0.162723011318272","2"
"2 on scale 1-7 ","2005","Single parent ","East Germany","31","0.0993915421356191","0.0657594391385465","0.133023645132692","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","East Germany","50","0.193221641374034","0.153153547866471","0.233289734881598","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","East Germany","184","0.118323905529893","0.103199726105957","0.133448084953828","2"
"2 on scale 1-7 ","2005","1-pers.-HH","West Germany","251","0.113801075978185","0.100572957498249","0.127029194458122","2"
"2 on scale 1-7 ","2005","Single parent ","West Germany","105","0.13502639545079","0.111180131107561","0.158872659794019","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","East Germany","107","0.152471625654995","0.125746034057229","0.179197217252762","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","West Germany","318","0.126708544498904","0.113905024351685","0.139512064646123","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","East Germany","136","0.128438573025797","0.108182083385193","0.1486950626664","2"
"3 on scale 1-7 ","2005","1-pers.-HH","East Germany","101","0.140684332667311","0.115427340251724","0.165941325082899","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","West Germany","761","0.142268898138297","0.132798845259503","0.151738951017091","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","East Germany","250","0.14072736918668","0.124444317026815","0.157010421346544","3"
"3 on scale 1-7 ","2005","Single parent ","West Germany","97","0.116265880358292","0.0938994569015816","0.138632303815002","3"
"3 on scale 1-7 ","2005","Single parent ","East Germany","40","0.113485358736635","0.0778300523308331","0.149140665142437","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","West Germany","428","0.1363068315454","0.124026830274701","0.148586832816099","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","East Germany","109","0.155800940270783","0.128838254029881","0.182763626511685","3"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","West Germany","369","0.157034446075324","0.143030539321635","0.171038352829013","3"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","East Germany","175","0.174696519103843","0.15170771317895","0.197685325028735","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","West Germany","174","0.138468576540072","0.119871215301277","0.157065937778866","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","East Germany","46","0.0910191787226957","0.0618289504405671","0.120209407004824","3"
"3 on scale 1-7 ","2005","1-pers.-HH","West Germany","265","0.119025241527047","0.105536837968738","0.132513645085356","3"
"4 on scale 1-7","2005","Single parent ","East Germany","67","0.261288587506776","0.211902010738486","0.310675164275066","4"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","West Germany","255","0.187427949493602","0.166414939411082","0.208440959576122","4"
"4 on scale 1-7","2005","1-pers.-HH","East Germany","127","0.182130839759394","0.154094839033581","0.210166840485207","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","West Germany","624","0.21747563251174","0.202711290581613","0.232239974441868","4"
"4 on scale 1-7","2005","Single parent ","West Germany","145","0.170274245055007","0.144047079565173","0.196501410544841","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","East Germany","160","0.223752296848253","0.192768145609176","0.254736448087329","4"
"4 on scale 1-7","2005","Couple + C. GT 16 ","West Germany","545","0.20007608416166","0.184677926474667","0.215474241848652","4"
"4 on scale 1-7","2005","1-pers.-HH","West Germany","434","0.200493064318508","0.183815981812088","0.217170146824927","4"
"4 on scale 1-7","2005","(Married) couple without C. ","West Germany","1070","0.212963658382839","0.20186496167767","0.224062355088009","4"
"4 on scale 1-7","2005","(Married) couple without C. ","East Germany","361","0.19653993596607","0.177932411755473","0.215147460176667","4"
"4 on scale 1-7","2005","Couple + C. GT 16 ","East Germany","219","0.202888429106956","0.178540857813759","0.227236000400153","4"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","East Germany","66","0.162159345946985","0.124752991744642","0.199565700149327","4"
"5 on scale 1-7","2005","Couple + C. LE 16 ","West Germany","543","0.183018376617067","0.169179101227075","0.196857652007059","5"
"5 on scale 1-7","2005","(Married) couple without C. ","West Germany","851","0.150277168987551","0.140589774459491","0.159964563515611","5"
"5 on scale 1-7","2005","(Married) couple without C. ","East Germany","333","0.187989482951575","0.169694641761866","0.206284324141285","5"
"5 on scale 1-7","2005","Couple + C. LE 16 ","East Germany","118","0.165486193702662","0.137857946367128","0.193114441038196","5"
"5 on scale 1-7","2005","Single parent ","East Germany","58","0.188233333991657","0.144291804114813","0.232174863868501","5"
"5 on scale 1-7","2005","1-pers.-HH","East Germany","130","0.179705229707754","0.151815280026388","0.207595179389121","5"
"5 on scale 1-7","2005","1-pers.-HH","West Germany","360","0.146641732417001","0.131906609115654","0.161376855718347","5"
"5 on scale 1-7","2005","Single parent ","West Germany","155","0.201321858709805","0.173342293955948","0.229301423463661","5"
"5 on scale 1-7","2005","Couple + C. GT 16 ","West Germany","431","0.164352415472127","0.150088247007998","0.178616583936257","5"
"5 on scale 1-7","2005","Couple + C. GT 16 ","East Germany","198","0.189892734072622","0.166146601551707","0.213638866593537","5"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","West Germany","228","0.17538812109786","0.154911182263074","0.195865059932647","5"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","East Germany","66","0.141043753955766","0.105720872374111","0.176366635537421","5"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","West Germany","178","0.104434858043583","0.0879679718932523","0.120901744193914","6"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","East Germany","67","0.151629027952549","0.115231008676451","0.188027047228647","6"
"6 on scale 1-7","2005","Single parent ","East Germany","36","0.0990399138921774","0.0654608022802298","0.132619025504125","6"
"6 on scale 1-7","2005","1-pers.-HH","East Germany","112","0.127845650957028","0.103589490539602","0.152101811374454","6"
"6 on scale 1-7","2005","1-pers.-HH","West Germany","355","0.165936695413727","0.150440324302154","0.181433066525299","6"
"6 on scale 1-7","2005","Couple + C. LE 16 ","East Germany","73","0.115197490292189","0.0914618817699478","0.138933098814431","6"
"6 on scale 1-7","2005","Couple + C. GT 16 ","East Germany","138","0.13600911504921","0.115254913140195","0.156763316958226","6"
"6 on scale 1-7","2005","(Married) couple without C. ","West Germany","833","0.149242311404086","0.139582452886529","0.158902169921644","6"
