"plh0220","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","297","0.110398678229729","0.0990745076293839","0.121722848830074"
"1 Strongly disagree","2005","(Married) couple without C. ","690","0.114709664041851","0.107233232561634","0.122186095522068"
"1 Strongly disagree","2005","Single parent ","111","0.109237283199113","0.0907444066351617","0.127730159763064"
"1 Strongly disagree","2005","Couple + C. LE 16 ","374","0.105610878504963","0.0956998841859458","0.115521872823981"
"1 Strongly disagree","2005","Couple + C. GT 16 ","385","0.119071903620497","0.108551978931244","0.12959182830975"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","181","0.136872583970389","0.120524195947765","0.153220971993013"
"2 on scale 1-7 ","2005","1-pers.-HH","341","0.118464790325504","0.106787522705169","0.130142057945839"
"2 on scale 1-7 ","2005","(Married) couple without C. ","735","0.114897246997303","0.107415497742067","0.12237899625254"
"2 on scale 1-7 ","2005","Single parent ","136","0.127564676867343","0.10778724727198","0.147342106462706"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","534","0.154739159550588","0.14307656609301","0.166401753008167"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","454","0.127069520234423","0.116251487890368","0.137887552578479"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","227","0.153009564876766","0.135886646316116","0.170132483437415"
"3 on scale 1-7 ","2005","1-pers.-HH","366","0.123253183987126","0.111374647689736","0.135131720284517"
"3 on scale 1-7 ","2005","(Married) couple without C. ","1011","0.141973837676028","0.133785308176921","0.150162367175136"
"3 on scale 1-7 ","2005","Single parent ","137","0.11568365627356","0.0967219314791229","0.134645381067996"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","537","0.139222479453008","0.128058994641767","0.150385964264249"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","544","0.160719691551434","0.148790093433204","0.172649289669664"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","220","0.130793658549873","0.114756255826447","0.146831061273298"
"4 on scale 1-7","2005","1-pers.-HH","561","0.196908683590239","0.182539183606676","0.211278183573801"
"4 on scale 1-7","2005","(Married) couple without C. ","1431","0.209820031969997","0.200267071643969","0.219372992296024"
"4 on scale 1-7","2005","Single parent ","212","0.189332087230646","0.166106237433779","0.212557937027514"
"4 on scale 1-7","2005","Couple + C. LE 16 ","784","0.218414405527594","0.205090591628817","0.231738219426371"
"4 on scale 1-7","2005","Couple + C. GT 16 ","764","0.200662888523196","0.187654117490665","0.213671659555727"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","321","0.183340764642625","0.164936045007879","0.201745484277371"
"5 on scale 1-7","2005","1-pers.-HH","490","0.153095861224577","0.140084413849867","0.166107308599286"
"5 on scale 1-7","2005","(Married) couple without C. ","1184","0.157495595070159","0.148949419948436","0.166041770191882"
"5 on scale 1-7","2005","Single parent ","213","0.198581202328942","0.174930892183022","0.222231512474863"
"5 on scale 1-7","2005","Couple + C. LE 16 ","661","0.180396165304393","0.167996347982539","0.192795982626248"
"5 on scale 1-7","2005","Couple + C. GT 16 ","629","0.169681480946429","0.157489414056173","0.181873547836686"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","294","0.16983293571373","0.151973285199467","0.187692586227993"
"6 on scale 1-7","2005","1-pers.-HH","467","0.158501169002932","0.145304335115228","0.171698002890636"
"6 on scale 1-7","2005","(Married) couple without C. ","1136","0.150261383477107","0.141878028400539","0.158644738553674"
