"year","bula_h","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","Baden-Württemberg","(0) in school","1.7","2","75","1","1","2","3","3","1.52","1.88","1","4","1","2"
"2003","Baden-Württemberg","(1a) inadequately completed","1.39","1","49","1","1","2","2","2","1.2","1.58","1","4","1","2"
"2003","Baden-Württemberg","(1b) general elementary school","1.53","1","396","1","1","2","2","3","1.47","1.59","1","4","1","2"
"2003","Baden-Württemberg","(1c) basic vocational qualification","1.67","2","761","1","1","2","3","4","1.62","1.72","1","4","2","2"
"2003","Baden-Württemberg","(2a) intermediate vocational","1.75","2","515","1","1","2","3","4","1.69","1.81","1","4","2","2"
"2003","Baden-Württemberg","(2b) intermediate general qualification","1.5","1","62","1","1","2","2","3","1.34","1.66","1","3","1","2"
"2003","Baden-Württemberg","(2c_gen) general maturity certificate","1.71","2","113","1","1","2","3","3","1.57","1.85","1","4","2","2"
"2003","Baden-Württemberg","(2c_voc) vocational maturity certificate","1.66","2","202","1","1","2","3","3","1.56","1.76","1","4","2","2"
"2003","Baden-Württemberg","(3a) lower tertiary education","1.86","2","171","1","1","2","3","4","1.74","1.98","1","4","2","2"
"2003","Baden-Württemberg","(3b) higher tertiary education","2.02","2","301","1","2","2","3","4","1.93","2.11","1","4","2","2"
"2003","Bavaria","(0) in school","1.8","2","66","1","1","2","2","3","1.65","1.95","1","3","2","2"
"2003","Bavaria","(1a) inadequately completed","1.46","1","30","1","1","2","2","2","1.27","1.65","1","2","1","2"
"2003","Bavaria","(1b) general elementary school","1.61","2","326","1","1","2","2","4","1.54","1.68","1","4","1","2"
"2003","Bavaria","(1c) basic vocational qualification","1.67","2","1093","1","1","2","2","3","1.63","1.71","1","4","2","2"
"2003","Bavaria","(2a) intermediate vocational","1.73","2","628","1","1","2","2","4","1.68","1.78","1","4","2","2"
"2003","Bavaria","(2b) intermediate general qualification","1.58","1","71","1","1","2","2","4","1.42","1.74","1","4","1","2"
"2003","Bavaria","(2c_gen) general maturity certificate","1.83","2","104","1","1","2","3","4","1.69","1.97","1","4","2","2"
"2003","Bavaria","(2c_voc) vocational maturity certificate","1.81","2","198","1","1","2","3","4","1.71","1.91","1","4","2","2"
"2003","Bavaria","(3a) lower tertiary education","1.8","2","210","1","1","2","3","4","1.71","1.89","1","4","2","2"
"2003","Bavaria","(3b) higher tertiary education","1.97","2","376","1","1","2","3","4","1.9","2.04","1","4","2","2"
"2003","Berlin","(0) in school","2","2","32","1","1","3","3","3","1.74","2.26","1","3","2","2"
"2003","Berlin","(1a) inadequately completed","","","","","","","","","","","","","",""
"2003","Berlin","(1b) general elementary school","1.72","2","36","1","1","2","3","3","1.49","1.95","1","3","1","2"
"2003","Berlin","(1c) basic vocational qualification","1.58","1","124","1","1","2","2","4","1.44","1.72","1","4","1","2"
"2003","Berlin","(2a) intermediate vocational","1.65","2","205","1","1","2","2","4","1.55","1.75","1","4","1","2"
"2003","Berlin","(2b) intermediate general qualification","1.98","2","39","1","1","3","3","3","1.75","2.21","1","3","1","2"
"2003","Berlin","(2c_gen) general maturity certificate","1.91","2","61","1","1","2","3","4","1.71","2.11","1","4","2","2"
"2003","Berlin","(2c_voc) vocational maturity certificate","1.79","2","57","1","1","2","3","3","1.61","1.97","1","3","1","2"
"2003","Berlin","(3a) lower tertiary education","1.84","2","89","1","1","2","3","4","1.67","2.01","1","4","2","2"
"2003","Berlin","(3b) higher tertiary education","2.02","2","160","1","1","3","3","4","1.89","2.15","1","4","2","2"
"2003","Brandenburg","(0) in school","","","","","","","","","","","","","",""
"2003","Brandenburg","(1a) inadequately completed","","","","","","","","","","","","","",""
"2003","Brandenburg","(1b) general elementary school","1.49","1","52","1","1","2","2","3","1.33","1.65","1","3","1","2"
"2003","Brandenburg","(1c) basic vocational qualification","1.58","1","196","1","1","2","3","4","1.48","1.68","1","4","1","2"
"2003","Brandenburg","(2a) intermediate vocational","1.63","2","302","1","1","2","2","4","1.55","1.71","1","4","1","2"
"2003","Brandenburg","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2003","Brandenburg","(2c_gen) general maturity certificate","1.65","2","35","1","1","2","3","3","1.4","1.9","1","3","1","2"
