"year","education","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","college entrance qualification","(Married) couple without C.","1.83","2","1710","1","1","2","3","4","1.8","1.86","1","4","2","2"
"2003","college entrance qualification","1-pers.-HH","1.92","2","767","1","1","2","3","4","1.86","1.98","1","4","2","2"
"2003","college entrance qualification","Couple + C. GT 16 ","1.85","2","979","1","1","2","3","4","1.8","1.9","1","4","2","2"
"2003","college entrance qualification","Couple + C. LE 16","1.91","2","1309","1","1","2","3","4","1.87","1.95","1","4","2","2"
"2003","college entrance qualification","Couple + C. LE and GT 16","1.93","2","363","1","1","2","3","4","1.85","2.01","1","4","2","2"
"2003","college entrance qualification","Single parent","1.88","2","181","1","1","2","3","4","1.77","1.99","1","4","2","2"
"2003","lower secondary degree","(Married) couple without C.","1.58","1","3281","1","1","2","2","4","1.56","1.6","1","4","1","1"
"2003","lower secondary degree","1-pers.-HH","1.62","1","1286","1","1","2","3","4","1.58","1.66","1","4","1","2"
"2003","lower secondary degree","Couple + C. GT 16 ","1.73","2","1114","1","1","2","3","4","1.69","1.77","1","4","2","2"
"2003","lower secondary degree","Couple + C. LE 16","1.57","1","1138","1","1","2","2","3","1.53","1.61","1","4","1","2"
"2003","lower secondary degree","Couple + C. LE and GT 16","1.62","2","444","1","1","2","2","4","1.56","1.68","1","4","1","2"
"2003","lower secondary degree","Single parent","1.53","1","371","1","1","2","2","3","1.47","1.59","1","4","1","2"
"2003","no degree/no degree yet","(Married) couple without C.","1.71","2","89","1","1","2","2","4","1.58","1.84","1","4","1","2"
"2003","no degree/no degree yet","1-pers.-HH","1.47","1","35","1","1","2","2","3","1.26","1.68","1","3","1","2"
"2003","no degree/no degree yet","Couple + C. GT 16 ","1.76","2","340","1","1","2","3","3","1.68","1.84","1","4","2","2"
"2003","no degree/no degree yet","Couple + C. LE 16","1.33","1","47","1","1","2","2","3","1.17","1.49","1","3","1","2"
"2003","no degree/no degree yet","Couple + C. LE and GT 16","1.67","2","259","1","1","2","3","3","1.58","1.76","1","4","1","2"
"2003","no degree/no degree yet","Single parent","1.91","2","87","1","1","2","3","4","1.74","2.08","1","4","2","2"
"2003","Other degree","(Married) couple without C.","1.62","1","363","1","1","2","3","4","1.54","1.7","1","4","1","2"
"2003","Other degree","1-pers.-HH","1.46","1","100","1","1","2","2","4","1.33","1.59","1","4","1","2"
"2003","Other degree","Couple + C. GT 16 ","1.55","1","226","1","1","2","2","4","1.45","1.65","1","4","1","2"
"2003","Other degree","Couple + C. LE 16","1.59","1","286","1","1","2","2","4","1.51","1.67","1","4","1","2"
"2003","Other degree","Couple + C. LE and GT 16","1.74","2","133","1","1","2","3","3","1.62","1.86","1","4","1","2"
"2003","Other degree","Single parent","1.51","1","67","1","1","2","2","3","1.36","1.66","1","3","1","2"
"2003","secondary school degree","(Married) couple without C.","1.66","2","1820","1","1","2","3","4","1.63","1.69","1","4","2","2"
"2003","secondary school degree","1-pers.-HH","1.67","2","769","1","1","2","3","4","1.62","1.72","1","4","2","2"
"2003","secondary school degree","Couple + C. GT 16 ","1.65","2","1205","1","1","2","3","4","1.61","1.69","1","4","2","2"
"2003","secondary school degree","Couple + C. LE 16","1.67","2","1577","1","1","2","2","4","1.64","1.7","1","4","2","2"
"2003","secondary school degree","Couple + C. LE and GT 16","1.67","2","565","1","1","2","3","4","1.61","1.73","1","4","2","2"
"2003","secondary school degree","Single parent","1.7","2","373","1","1","2","3","4","1.63","1.77","1","4","1","2"
"2004","college entrance qualification","(Married) couple without C.","","","","","","","","","","","","","",""
"2004","college entrance qualification","1-pers.-HH","","","","","","","","","","","","","",""
"2004","college entrance qualification","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2004","college entrance qualification","Couple + C. LE 16","","","","","","","","","","","","","",""
"2004","college entrance qualification","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2004","college entrance qualification","Single parent","","","","","","","","","","","","","",""
"2004","lower secondary degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2004","lower secondary degree","1-pers.-HH","","","","","","","","","","","","","",""
"2004","lower secondary degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2004","lower secondary degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2004","lower secondary degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2004","lower secondary degree","Single parent","","","","","","","","","","","","","",""
