"plh0195","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"People are fair","2007","Couple + C. LE and GT 16","East Germany","","","",""
"People exploit","2008","1-pers.-HH","West Germany","952","0.442249995609208","0.421696430454811","0.462803560763605"
"People exploit","2008","1-pers.-HH","East Germany","375","0.525083284986898","0.489392015530786","0.56077455444301"
"People exploit","2008","(Married) couple without C. ","West Germany","2203","0.460058913585435","0.446429623945743","0.473688203225128"
"People exploit","2008","(Married) couple without C. ","East Germany","952","0.5427663539901","0.519973137987582","0.565559569992619"
"People exploit","2008","Single parent ","West Germany","392","0.509471707746917","0.474677771467738","0.544265644026095"
"People exploit","2008","Single parent ","East Germany","148","0.560504710504872","0.502161215866511","0.618848205143234"
"People exploit","2008","Couple + C. LE 16 ","West Germany","1188","0.472199350498183","0.45282283617747","0.491575864818896"
"People exploit","2008","Couple + C. LE 16 ","East Germany","309","0.52192866608864","0.482288533321964","0.561568798855315"
"People exploit","2008","Couple + C. GT 16 ","West Germany","1089","0.477774250738611","0.457786060329404","0.497762441147818"
"People exploit","2008","Couple + C. GT 16 ","East Germany","478","0.570807480258203","0.538806650802058","0.602808309714348"
"People exploit","2008","Couple + C. LE and GT 16","West Germany","439","0.466955163263653","0.435461075346883","0.498449251180424"
"People exploit","2008","Couple + C. LE and GT 16","East Germany","111","0.419812986417116","0.357243718038027","0.482382254796206"
"People are fair","2008","1-pers.-HH","West Germany","1291","0.557750004390792","0.537196439236395","0.578303569545189"
"People are fair","2008","1-pers.-HH","East Germany","377","0.474916715013102","0.43922544555699","0.510607984469214"
"People are fair","2008","(Married) couple without C. ","West Germany","2934","0.539941086414565","0.526311796774872","0.553570376054257"
"People are fair","2008","(Married) couple without C. ","East Germany","883","0.4572336460099","0.434440430007381","0.480026862012418"
"People are fair","2008","Single parent ","West Germany","401","0.490528292253083","0.455734355973905","0.525322228532262"
"People are fair","2008","Single parent ","East Germany","130","0.439495289495128","0.381151794856766","0.497838784133489"
"People are fair","2008","Couple + C. LE 16 ","West Germany","1362","0.527800649501817","0.508424135181104","0.54717716382253"
"People are fair","2008","Couple + C. LE 16 ","East Germany","301","0.47807133391136","0.438431201144685","0.517711466678036"
"People are fair","2008","Couple + C. GT 16 ","West Germany","1310","0.522225749261389","0.502237558852182","0.542213939670596"
"People are fair","2008","Couple + C. GT 16 ","East Germany","441","0.429192519741797","0.397191690285652","0.461193349197942"
"People are fair","2008","Couple + C. LE and GT 16","West Germany","525","0.533044836736347","0.501550748819576","0.564538924653117"
"People are fair","2008","Couple + C. LE and GT 16","East Germany","128","0.580187013582884","0.517617745203794","0.642756281961973"
"People exploit","2009","1-pers.-HH","West Germany","","","",""
"People exploit","2009","1-pers.-HH","East Germany","","","",""
"People exploit","2009","(Married) couple without C. ","West Germany","","","",""
"People exploit","2009","(Married) couple without C. ","East Germany","","","",""
"People exploit","2009","Single parent ","West Germany","","","",""
"People exploit","2009","Single parent ","East Germany","","","",""
"People exploit","2009","Couple + C. LE 16 ","West Germany","","","",""
"People exploit","2009","Couple + C. LE 16 ","East Germany","","","",""
"People exploit","2009","Couple + C. GT 16 ","West Germany","","","",""
"People exploit","2009","Couple + C. GT 16 ","East Germany","","","",""
"People exploit","2009","Couple + C. LE and GT 16","West Germany","","","",""
"People exploit","2009","Couple + C. LE and GT 16","East Germany","","","",""
"People are fair","2009","1-pers.-HH","West Germany","","","",""
"People are fair","2009","1-pers.-HH","East Germany","","","",""
"People are fair","2009","(Married) couple without C. ","West Germany","","","",""
"People are fair","2009","(Married) couple without C. ","East Germany","","","",""
"People are fair","2009","Single parent ","West Germany","","","",""
"People are fair","2009","Single parent ","East Germany","","","",""
"People are fair","2009","Couple + C. LE 16 ","West Germany","","","",""
"People are fair","2009","Couple + C. LE 16 ","East Germany","","","",""
"People are fair","2009","Couple + C. GT 16 ","West Germany","","","",""
"People are fair","2009","Couple + C. GT 16 ","East Germany","","","",""
"People are fair","2009","Couple + C. LE and GT 16","West Germany","","","",""
"People are fair","2009","Couple + C. LE and GT 16","East Germany","","","",""
"People exploit","2010","1-pers.-HH","West Germany","","","",""
"People exploit","2010","1-pers.-HH","East Germany","","","",""
"People exploit","2010","(Married) couple without C. ","West Germany","","","",""
"People exploit","2010","(Married) couple without C. ","East Germany","","","",""
"People exploit","2010","Single parent ","West Germany","","","",""
"People exploit","2010","Single parent ","East Germany","","","",""
"People exploit","2010","Couple + C. LE 16 ","West Germany","","","",""
"People exploit","2010","Couple + C. LE 16 ","East Germany","","","",""
"People exploit","2010","Couple + C. GT 16 ","West Germany","","","",""
"People exploit","2010","Couple + C. GT 16 ","East Germany","","","",""
"People exploit","2010","Couple + C. LE and GT 16","West Germany","","","",""
"People exploit","2010","Couple + C. LE and GT 16","East Germany","","","",""
"People are fair","2010","1-pers.-HH","West Germany","","","",""
"People are fair","2010","1-pers.-HH","East Germany","","","",""
"People are fair","2010","(Married) couple without C. ","West Germany","","","",""
"People are fair","2010","(Married) couple without C. ","East Germany","","","",""
"People are fair","2010","Single parent ","West Germany","","","",""
"People are fair","2010","Single parent ","East Germany","","","",""
"People are fair","2010","Couple + C. LE 16 ","West Germany","","","",""
"People are fair","2010","Couple + C. LE 16 ","East Germany","","","",""
"People are fair","2010","Couple + C. GT 16 ","West Germany","","","",""
"People are fair","2010","Couple + C. GT 16 ","East Germany","","","",""
"People are fair","2010","Couple + C. LE and GT 16","West Germany","","","",""
"People are fair","2010","Couple + C. LE and GT 16","East Germany","","","",""
"People exploit","2011","1-pers.-HH","West Germany","","","",""
"People exploit","2011","1-pers.-HH","East Germany","","","",""
"People exploit","2011","(Married) couple without C. ","West Germany","","","",""
"People exploit","2011","(Married) couple without C. ","East Germany","","","",""
"People exploit","2011","Single parent ","West Germany","","","",""
"People exploit","2011","Single parent ","East Germany","","","",""
"People exploit","2011","Couple + C. LE 16 ","West Germany","","","",""
"People exploit","2011","Couple + C. LE 16 ","East Germany","","","",""
"People exploit","2011","Couple + C. GT 16 ","West Germany","","","",""
"People exploit","2011","Couple + C. GT 16 ","East Germany","","","",""
"People exploit","2011","Couple + C. LE and GT 16","West Germany","","","",""
"People exploit","2011","Couple + C. LE and GT 16","East Germany","","","",""
"People are fair","2011","1-pers.-HH","West Germany","","","",""
"People are fair","2011","1-pers.-HH","East Germany","","","",""
"People are fair","2011","(Married) couple without C. ","West Germany","","","",""
"People are fair","2011","(Married) couple without C. ","East Germany","","","",""
"People are fair","2011","Single parent ","West Germany","","","",""
"People are fair","2011","Single parent ","East Germany","","","",""
"People are fair","2011","Couple + C. LE 16 ","West Germany","","","",""
"People are fair","2011","Couple + C. LE 16 ","East Germany","","","",""
"People are fair","2011","Couple + C. GT 16 ","West Germany","","","",""
"People are fair","2011","Couple + C. GT 16 ","East Germany","","","",""
"People are fair","2011","Couple + C. LE and GT 16","West Germany","","","",""
"People are fair","2011","Couple + C. LE and GT 16","East Germany","","","",""
"People exploit","2012","1-pers.-HH","West Germany","","","",""
"People exploit","2012","1-pers.-HH","East Germany","","","",""
"People exploit","2012","(Married) couple without C. ","West Germany","","","",""
"People exploit","2012","(Married) couple without C. ","East Germany","","","",""
"People exploit","2012","Single parent ","West Germany","","","",""
"People exploit","2012","Single parent ","East Germany","","","",""
"People exploit","2012","Couple + C. LE 16 ","West Germany","","","",""
"People exploit","2012","Couple + C. LE 16 ","East Germany","","","",""
"People exploit","2012","Couple + C. GT 16 ","West Germany","","","",""
"People exploit","2012","Couple + C. GT 16 ","East Germany","","","",""
"People exploit","2012","Couple + C. LE and GT 16","West Germany","","","",""
"People exploit","2012","Couple + C. LE and GT 16","East Germany","","","",""
"People are fair","2012","1-pers.-HH","West Germany","","","",""
"People are fair","2012","1-pers.-HH","East Germany","","","",""
"People are fair","2012","(Married) couple without C. ","West Germany","","","",""
"People are fair","2012","(Married) couple without C. ","East Germany","","","",""
"People are fair","2012","Single parent ","West Germany","","","",""
"People are fair","2012","Single parent ","East Germany","","","",""
"People are fair","2012","Couple + C. LE 16 ","West Germany","","","",""
"People are fair","2012","Couple + C. LE 16 ","East Germany","","","",""
"People are fair","2012","Couple + C. GT 16 ","West Germany","","","",""
"People are fair","2012","Couple + C. GT 16 ","East Germany","","","",""
"People are fair","2012","Couple + C. LE and GT 16","West Germany","","","",""
"People are fair","2012","Couple + C. LE and GT 16","East Germany","","","",""
"People exploit","2013","1-pers.-HH","West Germany","1005","0.397344369714726","0.378599543826213","0.416089195603239"
"People exploit","2013","1-pers.-HH","East Germany","387","0.452134385961594","0.419306831561348","0.48496194036184"
"People exploit","2013","(Married) couple without C. ","West Germany","2043","0.384644851494323","0.371827976175437","0.397461726813209"
"People exploit","2013","(Married) couple without C. ","East Germany","927","0.489149897788273","0.46703649038881","0.511263305187737"
"People exploit","2013","Single parent ","West Germany","867","0.456989369346119","0.435097244600405","0.478881494091833"
"People exploit","2013","Single parent ","East Germany","284","0.520531257256836","0.479154387309043","0.56190812720463"
"People exploit","2013","Couple + C. LE 16 ","West Germany","1926","0.379374605023009","0.36597973075119","0.392769479294828"
"People exploit","2013","Couple + C. LE 16 ","East Germany","603","0.466239311048931","0.438995497696029","0.493483124401834"
"People exploit","2013","Couple + C. GT 16 ","West Germany","903","0.43829490590023","0.417437719908213","0.459152091892247"
"People exploit","2013","Couple + C. GT 16 ","East Germany","282","0.524989148010089","0.483405734441787","0.566572561578391"
"People exploit","2013","Couple + C. LE and GT 16","West Germany","642","0.419384112174324","0.395864685444927","0.442903538903722"
"People exploit","2013","Couple + C. LE and GT 16","East Germany","124","0.375213990435779","0.318703549423036","0.431724431448522"
"People are fair","2013","1-pers.-HH","West Germany","1613","0.602655630285274","0.583910804396761","0.621400456173787"
"People are fair","2013","1-pers.-HH","East Germany","496","0.547865614038406","0.51503805963816","0.580693168438652"
"People are fair","2013","(Married) couple without C. ","West Germany","3492","0.615355148505677","0.602538273186791","0.628172023824563"
"People are fair","2013","(Married) couple without C. ","East Germany","1036","0.510850102211727","0.488736694812263","0.53296350961119"
"People are fair","2013","Single parent ","West Germany","1122","0.543010630653881","0.521118505908167","0.564902755399595"
"People are fair","2013","Single parent ","East Germany","276","0.479468742743163","0.43809187279537","0.520845612690957"
"People are fair","2013","Couple + C. LE 16 ","West Germany","3115","0.620625394976991","0.607230520705172","0.63402026924881"
"People are fair","2013","Couple + C. LE 16 ","East Germany","685","0.533760688951069","0.506516875598166","0.561004502303971"
"People are fair","2013","Couple + C. GT 16 ","West Germany","1271","0.56170509409977","0.540847908107753","0.582562280091787"
"People are fair","2013","Couple + C. GT 16 ","East Germany","272","0.475010851989911","0.433427438421609","0.516594265558213"
"People are fair","2013","Couple + C. LE and GT 16","West Germany","1049","0.580615887825676","0.557096461096278","0.604135314555073"
"People are fair","2013","Couple + C. LE and GT 16","East Germany","158","0.624786009564221","0.568275568551478","0.681296450576964"
"People exploit","2014","1-pers.-HH","West Germany","","","",""
"People exploit","2014","1-pers.-HH","East Germany","","","",""
"People exploit","2014","(Married) couple without C. ","West Germany","","","",""
"People exploit","2014","(Married) couple without C. ","East Germany","","","",""
"People exploit","2014","Single parent ","West Germany","","","",""
"People exploit","2014","Single parent ","East Germany","","","",""
"People exploit","2014","Couple + C. LE 16 ","West Germany","","","",""
"People exploit","2014","Couple + C. LE 16 ","East Germany","","","",""
"People exploit","2014","Couple + C. GT 16 ","West Germany","","","",""
"People exploit","2014","Couple + C. GT 16 ","East Germany","","","",""
"People exploit","2014","Couple + C. LE and GT 16","West Germany","","","",""
"People exploit","2014","Couple + C. LE and GT 16","East Germany","","","",""
"People are fair","2014","1-pers.-HH","West Germany","","","",""
"People are fair","2014","1-pers.-HH","East Germany","","","",""
"People are fair","2014","(Married) couple without C. ","West Germany","","","",""
"People are fair","2014","(Married) couple without C. ","East Germany","","","",""
"People are fair","2014","Single parent ","West Germany","","","",""
"People are fair","2014","Single parent ","East Germany","","","",""
"People are fair","2014","Couple + C. LE 16 ","West Germany","","","",""
"People are fair","2014","Couple + C. LE 16 ","East Germany","","","",""
"People are fair","2014","Couple + C. GT 16 ","West Germany","","","",""
"People are fair","2014","Couple + C. GT 16 ","East Germany","","","",""
"People are fair","2014","Couple + C. LE and GT 16","West Germany","","","",""
"People are fair","2014","Couple + C. LE and GT 16","East Germany","","","",""
"People exploit","2015","1-pers.-HH","West Germany","","","",""
"People exploit","2015","1-pers.-HH","East Germany","","","",""
"People exploit","2015","(Married) couple without C. ","West Germany","","","",""
"People exploit","2015","(Married) couple without C. ","East Germany","","","",""
"People exploit","2015","Single parent ","West Germany","","","",""
"People exploit","2015","Single parent ","East Germany","","","",""
"People exploit","2015","Couple + C. LE 16 ","West Germany","","","",""
"People exploit","2015","Couple + C. LE 16 ","East Germany","","","",""
"People exploit","2015","Couple + C. GT 16 ","West Germany","","","",""
"People exploit","2015","Couple + C. GT 16 ","East Germany","","","",""
"People exploit","2015","Couple + C. LE and GT 16","West Germany","","","",""
"People exploit","2015","Couple + C. LE and GT 16","East Germany","","","",""
"People are fair","2015","1-pers.-HH","West Germany","","","",""
"People are fair","2015","1-pers.-HH","East Germany","","","",""
"People are fair","2015","(Married) couple without C. ","West Germany","","","",""
"People are fair","2015","(Married) couple without C. ","East Germany","","","",""
"People are fair","2015","Single parent ","West Germany","","","",""
"People are fair","2015","Single parent ","East Germany","","","",""
"People are fair","2015","Couple + C. LE 16 ","West Germany","","","",""
"People are fair","2015","Couple + C. LE 16 ","East Germany","","","",""
"People are fair","2015","Couple + C. GT 16 ","West Germany","","","",""
"People are fair","2015","Couple + C. GT 16 ","East Germany","","","",""
"People are fair","2015","Couple + C. LE and GT 16","West Germany","","","",""
"People are fair","2015","Couple + C. LE and GT 16","East Germany","","","",""
"People exploit","2016","1-pers.-HH","West Germany","","","",""
"People exploit","2016","1-pers.-HH","East Germany","","","",""
"People exploit","2016","(Married) couple without C. ","West Germany","","","",""
"People exploit","2016","(Married) couple without C. ","East Germany","","","",""
"People exploit","2016","Single parent ","West Germany","","","",""
"People exploit","2016","Single parent ","East Germany","","","",""
"People exploit","2016","Couple + C. LE 16 ","West Germany","","","",""
"People exploit","2016","Couple + C. LE 16 ","East Germany","","","",""
"People exploit","2016","Couple + C. GT 16 ","West Germany","","","",""
"People exploit","2016","Couple + C. GT 16 ","East Germany","","","",""
"People exploit","2016","Couple + C. LE and GT 16","West Germany","","","",""
"People exploit","2016","Couple + C. LE and GT 16","East Germany","","","",""
"People are fair","2016","1-pers.-HH","West Germany","","","",""
"People are fair","2016","1-pers.-HH","East Germany","","","",""
"People are fair","2016","(Married) couple without C. ","West Germany","","","",""
"People are fair","2016","(Married) couple without C. ","East Germany","","","",""
"People are fair","2016","Single parent ","West Germany","","","",""
"People are fair","2016","Single parent ","East Germany","","","",""
"People are fair","2016","Couple + C. LE 16 ","West Germany","","","",""
"People are fair","2016","Couple + C. LE 16 ","East Germany","","","",""
"People are fair","2016","Couple + C. GT 16 ","West Germany","","","",""
"People are fair","2016","Couple + C. GT 16 ","East Germany","","","",""
"People are fair","2016","Couple + C. LE and GT 16","West Germany","","","",""
"People are fair","2016","Couple + C. LE and GT 16","East Germany","","","",""
"People exploit","2017","1-pers.-HH","West Germany","","","",""
"People exploit","2017","1-pers.-HH","East Germany","","","",""
"People exploit","2017","(Married) couple without C. ","West Germany","","","",""
"People exploit","2017","(Married) couple without C. ","East Germany","","","",""
"People exploit","2017","Single parent ","West Germany","","","",""
"People exploit","2017","Single parent ","East Germany","","","",""
"People exploit","2017","Couple + C. LE 16 ","West Germany","","","",""
"People exploit","2017","Couple + C. LE 16 ","East Germany","","","",""
"People exploit","2017","Couple + C. GT 16 ","West Germany","","","",""
"People exploit","2017","Couple + C. GT 16 ","East Germany","","","",""
"People exploit","2017","Couple + C. LE and GT 16","West Germany","","","",""
"People exploit","2017","Couple + C. LE and GT 16","East Germany","","","",""
"People are fair","2017","1-pers.-HH","West Germany","","","",""
"People are fair","2017","1-pers.-HH","East Germany","","","",""
"People are fair","2017","(Married) couple without C. ","West Germany","","","",""
"People are fair","2017","(Married) couple without C. ","East Germany","","","",""
"People are fair","2017","Single parent ","West Germany","","","",""
"People are fair","2017","Single parent ","East Germany","","","",""
"People are fair","2017","Couple + C. LE 16 ","West Germany","","","",""
"People are fair","2017","Couple + C. LE 16 ","East Germany","","","",""
"People are fair","2017","Couple + C. GT 16 ","West Germany","","","",""
"People are fair","2017","Couple + C. GT 16 ","East Germany","","","",""
"People are fair","2017","Couple + C. LE and GT 16","West Germany","","","",""
"People are fair","2017","Couple + C. LE and GT 16","East Germany","","","",""
"People exploit","2018","1-pers.-HH","West Germany","1381","0.356724223561197","0.341125867721849","0.372322579400544"
"People exploit","2018","1-pers.-HH","East Germany","483","0.419639865377895","0.390916936711929","0.448362794043861"
"People exploit","2018","(Married) couple without C. ","West Germany","2096","0.36582063472902","0.35355526288508","0.378086006572961"
"People exploit","2018","(Married) couple without C. ","East Germany","815","0.419078084906644","0.397566555439395","0.440589614373893"
"People exploit","2018","Single parent ","West Germany","858","0.477357318175809","0.455334197921488","0.49938043843013"
"People exploit","2018","Single parent ","East Germany","240","0.456139593257477","0.411766672393254","0.500512514121701"
"People exploit","2018","Couple + C. LE 16 ","West Germany","2118","0.365725305052232","0.353062086842691","0.378388523261772"
"People exploit","2018","Couple + C. LE 16 ","East Germany","532","0.385192899805353","0.358396999248936","0.411988800361769"
"People exploit","2018","Couple + C. GT 16 ","West Germany","1022","0.420237323688489","0.401209450217416","0.439265197159563"
"People exploit","2018","Couple + C. GT 16 ","East Germany","209","0.450163490825733","0.403939226567396","0.49638775508407"
"People exploit","2018","Couple + C. LE and GT 16","West Germany","883","0.433503138602459","0.412738742290147","0.454267534914771"
"People exploit","2018","Couple + C. LE and GT 16","East Germany","181","0.483177072601686","0.434205715399027","0.532148429804346"
"People are fair","2018","1-pers.-HH","West Germany","2242","0.643275776438803","0.627677420599456","0.658874132278151"
"People are fair","2018","1-pers.-HH","East Germany","651","0.580360134622105","0.551637205956139","0.609083063288071"
"People are fair","2018","(Married) couple without C. ","West Germany","3828","0.63417936527098","0.621913993427039","0.64644473711492"
"People are fair","2018","(Married) couple without C. ","East Germany","1206","0.580921915093356","0.559410385626107","0.602433444560605"
"People are fair","2018","Single parent ","West Germany","1118","0.522642681824191","0.50061956156987","0.544665802078512"
"People are fair","2018","Single parent ","East Germany","244","0.543860406742523","0.499487485878299","0.588233327606746"
"People are fair","2018","Couple + C. LE 16 ","West Germany","3439","0.634274694947768","0.621611476738228","0.646937913157309"
"People are fair","2018","Couple + C. LE 16 ","East Germany","735","0.614807100194647","0.588011199638231","0.641603000751064"
"People are fair","2018","Couple + C. GT 16 ","West Germany","1563","0.57976267631151","0.560734802840437","0.598790549782584"
"People are fair","2018","Couple + C. GT 16 ","East Germany","236","0.549836509174267","0.50361224491593","0.596060773432604"
"People are fair","2018","Couple + C. LE and GT 16","West Germany","1305","0.566496861397541","0.545732465085229","0.587261257709853"
"People are fair","2018","Couple + C. LE and GT 16","East Germany","219","0.516822927398313","0.467851570195654","0.565794284600973"
