"plh0195","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"People are fair","2006","Couple + C. LE 16 ","","","",""
"People are fair","2006","Couple + C. GT 16 ","","","",""
"People are fair","2006","Couple + C. LE and GT 16","","","",""
"People exploit","2007","1-pers.-HH","","","",""
"People exploit","2007","(Married) couple without C. ","","","",""
"People exploit","2007","Single parent ","","","",""
"People exploit","2007","Couple + C. LE 16 ","","","",""
"People exploit","2007","Couple + C. GT 16 ","","","",""
"People exploit","2007","Couple + C. LE and GT 16","","","",""
"People are fair","2007","1-pers.-HH","","","",""
"People are fair","2007","(Married) couple without C. ","","","",""
"People are fair","2007","Single parent ","","","",""
"People are fair","2007","Couple + C. LE 16 ","","","",""
"People are fair","2007","Couple + C. GT 16 ","","","",""
"People are fair","2007","Couple + C. LE and GT 16","","","",""
"People exploit","2008","1-pers.-HH","1327","0.458458751158113","0.440613791016471","0.476303711299755"
"People exploit","2008","(Married) couple without C. ","3155","0.476653944026177","0.464930223013769","0.488377665038586"
"People exploit","2008","Single parent ","540","0.519457664748573","0.489535413705628","0.549379915791518"
"People exploit","2008","Couple + C. LE 16 ","1497","0.479148545754313","0.461730614287243","0.496566477221383"
"People exploit","2008","Couple + C. GT 16 ","1567","0.495301146838038","0.478288937196129","0.512313356479948"
"People exploit","2008","Couple + C. LE and GT 16","550","0.459478422409764","0.431317014983019","0.48763982983651"
"People are fair","2008","1-pers.-HH","1668","0.541541248841887","0.523696288700245","0.559386208983529"
"People are fair","2008","(Married) couple without C. ","3817","0.523346055973823","0.511622334961414","0.535069776986231"
"People are fair","2008","Single parent ","531","0.480542335251427","0.450620084208482","0.510464586294372"
"People are fair","2008","Couple + C. LE 16 ","1663","0.520851454245687","0.503433522778617","0.538269385712757"
"People are fair","2008","Couple + C. GT 16 ","1751","0.504698853161962","0.487686643520052","0.521711062803871"
"People are fair","2008","Couple + C. LE and GT 16","653","0.540521577590236","0.51236017016349","0.568682985016981"
"People exploit","2009","1-pers.-HH","","","",""
"People exploit","2009","(Married) couple without C. ","","","",""
"People exploit","2009","Single parent ","","","",""
"People exploit","2009","Couple + C. LE 16 ","","","",""
"People exploit","2009","Couple + C. GT 16 ","","","",""
"People exploit","2009","Couple + C. LE and GT 16","","","",""
"People are fair","2009","1-pers.-HH","","","",""
"People are fair","2009","(Married) couple without C. ","","","",""
"People are fair","2009","Single parent ","","","",""
"People are fair","2009","Couple + C. LE 16 ","","","",""
"People are fair","2009","Couple + C. GT 16 ","","","",""
"People are fair","2009","Couple + C. LE and GT 16","","","",""
"People exploit","2010","1-pers.-HH","","","",""
"People exploit","2010","(Married) couple without C. ","","","",""
"People exploit","2010","Single parent ","","","",""
"People exploit","2010","Couple + C. LE 16 ","","","",""
"People exploit","2010","Couple + C. GT 16 ","","","",""
"People exploit","2010","Couple + C. LE and GT 16","","","",""
"People are fair","2010","1-pers.-HH","","","",""
"People are fair","2010","(Married) couple without C. ","","","",""
"People are fair","2010","Single parent ","","","",""
"People are fair","2010","Couple + C. LE 16 ","","","",""
"People are fair","2010","Couple + C. GT 16 ","","","",""
"People are fair","2010","Couple + C. LE and GT 16","","","",""
"People exploit","2011","1-pers.-HH","","","",""
"People exploit","2011","(Married) couple without C. ","","","",""
"People exploit","2011","Single parent ","","","",""
"People exploit","2011","Couple + C. LE 16 ","","","",""
"People exploit","2011","Couple + C. GT 16 ","","","",""
"People exploit","2011","Couple + C. LE and GT 16","","","",""
"People are fair","2011","1-pers.-HH","","","",""
"People are fair","2011","(Married) couple without C. ","","","",""
"People are fair","2011","Single parent ","","","",""
"People are fair","2011","Couple + C. LE 16 ","","","",""
"People are fair","2011","Couple + C. GT 16 ","","","",""
"People are fair","2011","Couple + C. LE and GT 16","","","",""
"People exploit","2012","1-pers.-HH","","","",""
"People exploit","2012","(Married) couple without C. ","","","",""
"People exploit","2012","Single parent ","","","",""
"People exploit","2012","Couple + C. LE 16 ","","","",""
"People exploit","2012","Couple + C. GT 16 ","","","",""
"People exploit","2012","Couple + C. LE and GT 16","","","",""
"People are fair","2012","1-pers.-HH","","","",""
"People are fair","2012","(Married) couple without C. ","","","",""
"People are fair","2012","Single parent ","","","",""
"People are fair","2012","Couple + C. LE 16 ","","","",""
"People are fair","2012","Couple + C. GT 16 ","","","",""
"People are fair","2012","Couple + C. LE and GT 16","","","",""
"People exploit","2013","1-pers.-HH","1392","0.408489290892096","0.392206693698538","0.424771888085653"
"People exploit","2013","(Married) couple without C. ","2970","0.405976093396058","0.394860630204808","0.417091556587307"
"People exploit","2013","Single parent ","1151","0.469730918213258","0.450356177484557","0.489105658941959"
"People exploit","2013","Couple + C. LE 16 ","2529","0.395420173248834","0.383374341852744","0.407466004644924"
"People exploit","2013","Couple + C. GT 16 ","1185","0.452551257154001","0.433873207428633","0.471229306879368"
"People exploit","2013","Couple + C. LE and GT 16","766","0.414137623122514","0.392402870763063","0.435872375481966"
"People are fair","2013","1-pers.-HH","2109","0.591510709107904","0.575228111914347","0.607793306301462"
"People are fair","2013","(Married) couple without C. ","4528","0.594023906603942","0.582908443412693","0.605139369795192"
"People are fair","2013","Single parent ","1398","0.530269081786742","0.510894341058041","0.549643822515443"
"People are fair","2013","Couple + C. LE 16 ","3800","0.604579826751166","0.592533995355076","0.616625658147256"
"People are fair","2013","Couple + C. GT 16 ","1543","0.547448742845999","0.528770693120632","0.566126792571367"
"People are fair","2013","Couple + C. LE and GT 16","1207","0.585862376877486","0.564127624518034","0.607597129236937"
"People exploit","2014","1-pers.-HH","","","",""
"People exploit","2014","(Married) couple without C. ","","","",""
"People exploit","2014","Single parent ","","","",""
"People exploit","2014","Couple + C. LE 16 ","","","",""
"People exploit","2014","Couple + C. GT 16 ","","","",""
"People exploit","2014","Couple + C. LE and GT 16","","","",""
"People are fair","2014","1-pers.-HH","","","",""
"People are fair","2014","(Married) couple without C. ","","","",""
"People are fair","2014","Single parent ","","","",""
"People are fair","2014","Couple + C. LE 16 ","","","",""
"People are fair","2014","Couple + C. GT 16 ","","","",""
"People are fair","2014","Couple + C. LE and GT 16","","","",""
"People exploit","2015","1-pers.-HH","","","",""
"People exploit","2015","(Married) couple without C. ","","","",""
"People exploit","2015","Single parent ","","","",""
"People exploit","2015","Couple + C. LE 16 ","","","",""
"People exploit","2015","Couple + C. GT 16 ","","","",""
"People exploit","2015","Couple + C. LE and GT 16","","","",""
"People are fair","2015","1-pers.-HH","","","",""
"People are fair","2015","(Married) couple without C. ","","","",""
"People are fair","2015","Single parent ","","","",""
"People are fair","2015","Couple + C. LE 16 ","","","",""
"People are fair","2015","Couple + C. GT 16 ","","","",""
"People are fair","2015","Couple + C. LE and GT 16","","","",""
"People exploit","2016","1-pers.-HH","","","",""
"People exploit","2016","(Married) couple without C. ","","","",""
"People exploit","2016","Single parent ","","","",""
"People exploit","2016","Couple + C. LE 16 ","","","",""
"People exploit","2016","Couple + C. GT 16 ","","","",""
"People exploit","2016","Couple + C. LE and GT 16","","","",""
"People are fair","2016","1-pers.-HH","","","",""
"People are fair","2016","(Married) couple without C. ","","","",""
"People are fair","2016","Single parent ","","","",""
"People are fair","2016","Couple + C. LE 16 ","","","",""
"People are fair","2016","Couple + C. GT 16 ","","","",""
"People are fair","2016","Couple + C. LE and GT 16","","","",""
"People exploit","2017","1-pers.-HH","","","",""
"People exploit","2017","(Married) couple without C. ","","","",""
"People exploit","2017","Single parent ","","","",""
"People exploit","2017","Couple + C. LE 16 ","","","",""
"People exploit","2017","Couple + C. GT 16 ","","","",""
"People exploit","2017","Couple + C. LE and GT 16","","","",""
"People are fair","2017","1-pers.-HH","","","",""
"People are fair","2017","(Married) couple without C. ","","","",""
"People are fair","2017","Single parent ","","","",""
"People are fair","2017","Couple + C. LE 16 ","","","",""
"People are fair","2017","Couple + C. GT 16 ","","","",""
"People are fair","2017","Couple + C. LE and GT 16","","","",""
"People exploit","2018","1-pers.-HH","1864","0.369420266195016","0.355704758814077","0.383135773575956"
"People exploit","2018","(Married) couple without C. ","2911","0.37548800015705","0.364839962821131","0.38613603749297"
"People exploit","2018","Single parent ","1098","0.473778387847354","0.45404723318684","0.493509542507869"
"People exploit","2018","Couple + C. LE 16 ","2650","0.369005476672894","0.357556734297489","0.3804542190483"
"People exploit","2018","Couple + C. GT 16 ","1231","0.424123357534403","0.40652639926469","0.441720315804117"
"People exploit","2018","Couple + C. LE and GT 16","1064","0.438344577994008","0.419228061652321","0.457461094335695"
"People are fair","2018","1-pers.-HH","2893","0.630579733804984","0.616864226424044","0.644295241185923"
"People are fair","2018","(Married) couple without C. ","5034","0.62451199984295","0.61386396250703","0.635160037178869"
"People are fair","2018","Single parent ","1362","0.526221612152646","0.506490457492131","0.54595276681316"
"People are fair","2018","Couple + C. LE 16 ","4174","0.630994523327106","0.6195457809517","0.642443265702511"
"People are fair","2018","Couple + C. GT 16 ","1799","0.575876642465597","0.558279684195883","0.59347360073531"
"People are fair","2018","Couple + C. LE and GT 16","1524","0.561655422005992","0.542538905664305","0.580771938347679"
