"year","regtyp","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Rural Area","Female","7.55","8","1458","5","7","9","10","10","7.45","7.65","0","10","8","8"
"1990","Rural Area","Male","7.5","8","1343","5","6","9","10","10","7.4","7.6","0","10","8","8"
"1990","Urban Area","Female","7.1","8","808","4","5","9","10","10","6.95","7.25","0","10","8","8"
"1990","Urban Area","Male","7.4","8","711","5","6","9","10","10","7.26","7.54","0","10","8","8"
"1991","Rural Area","Female","7.1","7","2343","5","6","8","9","10","7.03","7.17","0","10","8","8"
"1991","Rural Area","Male","7.22","8","2227","5","6","8","9","10","7.14","7.3","0","10","8","8"
"1991","Urban Area","Female","7.13","8","4420","5","6","8","9","10","7.07","7.19","0","10","8","8"
"1991","Urban Area","Male","7.3","8","4268","5","6","8","9","10","7.25","7.35","0","10","8","8"
"1992","Rural Area","Female","6.8","7","2260","4","5","8","9","10","6.72","6.88","0","10","7","7"
"1992","Rural Area","Male","6.87","7","2107","4","6","8","9","10","6.79","6.95","0","10","7","8"
"1992","Urban Area","Female","6.95","7","4420","4","6","8","9","10","6.89","7.01","0","10","7","8"
"1992","Urban Area","Male","7.11","8","4211","5","6","8","9","10","7.05","7.17","0","10","8","8"
"1993","Rural Area","Female","6.64","7","2251","4","5","8","9","10","6.56","6.72","0","10","7","7"
"1993","Rural Area","Male","6.75","7","2102","4","5","8","9","10","6.66","6.84","0","10","7","7"
"1993","Urban Area","Female","6.81","7","4406","4","5","8","9","10","6.75","6.87","0","10","7","7"
"1993","Urban Area","Male","6.89","7","4206","4","6","8","9","10","6.83","6.95","0","10","7","7"
"1994","Rural Area","Female","6.56","7","2206","4","5","8","9","10","6.48","6.64","0","10","7","7"
"1994","Rural Area","Male","6.74","7","2054","4","5","8","9","10","6.66","6.82","0","10","7","7"
"1994","Urban Area","Female","6.86","7","4375","4","6","8","9","10","6.8","6.92","0","10","7","7"
"1994","Urban Area","Male","6.91","7","4101","4","6","8","9","10","6.85","6.97","0","10","7","8"
"1995","Rural Area","Female","6.7","7","2283","4","5","8","9","10","6.62","6.78","0","10","7","7"
"1995","Rural Area","Male","6.79","7","2148","4","5","8","9","10","6.71","6.87","0","10","7","7"
"1995","Urban Area","Female","6.87","7","4524","4","5","8","9","10","6.81","6.93","0","10","7","8"
"1995","Urban Area","Male","6.94","7","4204","4","6","8","9","10","6.88","7","0","10","7","8"
"1996","Rural Area","Female","6.53","7","2263","4","5","8","9","10","6.45","6.61","0","10","7","7"
"1996","Rural Area","Male","6.54","7","2141","4","5","8","9","10","6.45","6.63","0","10","7","7"
"1996","Urban Area","Female","6.81","7","4454","4","5","8","9","10","6.75","6.87","0","10","7","7"
"1996","Urban Area","Male","6.83","7","4123","4","6","8","9","10","6.77","6.89","0","10","7","7"
"1997","Rural Area","Female","6.38","7","2223","4","5","8","9","10","6.3","6.46","0","10","7","7"
"1997","Rural Area","Male","6.37","7","2108","3","5","8","9","10","6.28","6.46","0","10","7","7"
"1997","Urban Area","Female","6.63","7","4362","4","5","8","9","10","6.57","6.69","0","10","7","7"
"1997","Urban Area","Male","6.62","7","4075","4","5","8","9","10","6.56","6.68","0","10","7","7"
"1998","Rural Area","Female","6.57","7","2478","4","5","8","9","10","6.49","6.65","0","10","7","7"
"1998","Rural Area","Male","6.69","7","2361","4","5","8","9","10","6.61","6.77","0","10","7","7"
"1998","Urban Area","Female","6.94","7","4818","4","6","8","9","10","6.89","6.99","0","10","7","8"
"1998","Urban Area","Male","6.95","7","4489","4","6","8","9","10","6.89","7.01","0","10","7","8"
"1999","Rural Area","Female","6.81","7","2401","4","5","8","9","10","6.73","6.89","0","10","7","7"
"1999","Rural Area","Male","6.88","7","2271","4","6","8","9","10","6.8","6.96","0","10","7","7"
"1999","Urban Area","Female","7.03","8","4590","4","6","8","9","10","6.97","7.09","0","10","8","8"
