"year","e11103","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1991","Full Time","direct migration background","7.36","8","1299","5","6","9","9","10","7.26","7.46","0","10","8","8"
"1991","Full Time","indirect migration background","8","8","128","6","8","9","10","10","7.77","8.23","3","10","8","8"
"1991","Full Time","no migration background","7.41","8","2919","5","7","8","9","10","7.35","7.47","0","10","8","8"
"1991","Not Working","direct migration background","6.96","7","747","4","6","8","10","10","6.82","7.1","0","10","7","8"
"1991","Not Working","indirect migration background","7.86","8","126","5","7","9","10","10","7.58","8.14","2","10","8","9"
"1991","Not Working","no migration background","6.83","7","2269","4","5","8","9","10","6.75","6.91","0","10","7","8"
"1991","Part Time","direct migration background","7.27","8","409","4","6","9","9","10","7.09","7.45","0","10","8","8"
"1991","Part Time","indirect migration background","7.53","8","80","5","7","8","10","10","7.18","7.88","3","10","8","8"
"1991","Part Time","no migration background","7.39","8","1236","5","7","9","9","10","7.29","7.49","0","10","8","8"
"1992","Full Time","direct migration background","7.2","8","1315","5","6","8","9","10","7.1","7.3","0","10","8","8"
"1992","Full Time","indirect migration background","7.35","8","162","4","7","9","9","10","7.11","7.59","1","10","8","8"
"1992","Full Time","no migration background","7.18","8","5022","5","6","8","9","10","7.13","7.23","0","10","8","8"
"1992","Not Working","direct migration background","6.77","7","793","4","5","8","9","10","6.63","6.91","0","10","7","7"
"1992","Not Working","indirect migration background","7.6","8","155","5","7","9","10","10","7.31","7.89","0","10","8","9"
"1992","Not Working","no migration background","6.59","7","3195","4","5","8","9","10","6.52","6.66","0","10","7","7"
"1992","Part Time","direct migration background","7.2","8","410","5","6","8","9","10","7.01","7.39","0","10","7","8"
"1992","Part Time","indirect migration background","7.74","8","81","5","7","9","10","10","7.34","8.14","1","10","8","9"
"1992","Part Time","no migration background","7.17","8","1983","5","6","8","9","10","7.09","7.25","0","10","7","8"
