"plh0178","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","1-pers.-HH","9","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","38","0.0129123858880395","0.00864765469463092","0.017177117081448","0"
"0 Completely dissatisfied","1984","Single parent ","19","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","77","0.0201639273434345","0.0151901689241648","0.0251376857627042","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","32","0.0161608101785899","0.0106039614928942","0.0217176588642855","0"
"0 Completely dissatisfied","1984","Couple + C. LE and GT 16","48","0.0227715517213427","0.0156970065915848","0.0298460968511007","0"
"1 on Scale 1 to 10","1984","1-pers.-HH","14","","","","1"
"1 on Scale 1 to 10","1984","(Married) couple without C. ","17","","","","1"
"1 on Scale 1 to 10","1984","Single parent ","4","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. LE 16 ","37","0.00892945803160639","0.00560067685171767","0.0122582392114951","1"
"1 on Scale 1 to 10","1984","Couple + C. GT 16 ","21","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. LE and GT 16","21","","","","1"
"10 Completely satisfied","1984","(Married) couple without C. ","888","0.350192632153799","0.332172565993032","0.368212698314567","10"
"10 Completely satisfied","1984","1-pers.-HH","438","0.36018953583665","0.334360758713334","0.386018312959966","10"
"10 Completely satisfied","1984","Single parent ","116","0.209505539023289","0.17630024311417","0.242710834932409","10"
"10 Completely satisfied","1984","Couple + C. LE and GT 16","412","0.24270364759599","0.222371875073753","0.263035420118227","10"
"10 Completely satisfied","1984","Couple + C. LE 16 ","642","0.217308295651448","0.202714981501813","0.231901609801083","10"
"10 Completely satisfied","1984","Couple + C. GT 16 ","497","0.266490942093086","0.247006906509106","0.285974977677067","10"
"2 on Scale 1 to 10","1984","1-pers.-HH","34","0.0226834038487709","0.0146724472489326","0.0306943604486092","2"
"2 on Scale 1 to 10","1984","(Married) couple without C. ","36","0.0121783050561413","0.00803503474945818","0.0163215753628245","2"
"2 on Scale 1 to 10","1984","Single parent ","26","","","","2"
"2 on Scale 1 to 10","1984","Couple + C. LE 16 ","118","0.0341573465232602","0.0277302375050842","0.0405844555414361","2"
"2 on Scale 1 to 10","1984","Couple + C. GT 16 ","59","0.0277694253484151","0.0205283505934513","0.0350105001033789","2"
"2 on Scale 1 to 10","1984","Couple + C. LE and GT 16","53","0.0323549812200824","0.0239636132351445","0.0407463492050203","2"
"3 on Scale 1 to 10","1984","(Married) couple without C. ","78","0.0252163498103693","0.0192938399610056","0.031138859659733","3"
"3 on Scale 1 to 10","1984","Single parent ","27","","","","3"
"3 on Scale 1 to 10","1984","1-pers.-HH","42","0.0260501765501238","0.0174800693044342","0.0346202837958135","3"
"3 on Scale 1 to 10","1984","Couple + C. LE 16 ","184","0.0519280582156974","0.0440767486411008","0.0597793677902941","3"
"3 on Scale 1 to 10","1984","Couple + C. GT 16 ","69","0.0343645634099651","0.0263367557193255","0.0423923711006047","3"
"3 on Scale 1 to 10","1984","Couple + C. LE and GT 16","68","0.0376356843305678","0.0286101313064822","0.0466612373546534","3"
"4 on Scale 1 to 10","1984","(Married) couple without C. ","71","0.0250172690967224","0.0191175820471185","0.0309169561463263","4"
"4 on Scale 1 to 10","1984","Couple + C. LE 16 ","130","0.0400288976995858","0.0330924628950286","0.046965332504143","4"
"4 on Scale 1 to 10","1984","Single parent ","25","","","","4"
"4 on Scale 1 to 10","1984","1-pers.-HH","36","0.0259910160434692","0.0174303857905539","0.0345516462963845","4"
"4 on Scale 1 to 10","1984","Couple + C. GT 16 ","79","0.0363288056481837","0.028083154705253","0.0445744565911143","4"
"4 on Scale 1 to 10","1984","Couple + C. LE and GT 16","75","0.0436023081231959","0.033917786853471","0.0532868293929208","4"
"5 on Scale 1 to 10","1984","1-pers.-HH","127","0.0847735916290066","0.069786850944148","0.0997603323138651","5"
"5 on Scale 1 to 10","1984","(Married) couple without C. ","220","0.0770700458043283","0.0669952154371718","0.0871448761714848","5"
"5 on Scale 1 to 10","1984","Couple + C. LE and GT 16","175","0.10775138340496","0.0930466035581522","0.122456163251769","5"
"5 on Scale 1 to 10","1984","Single parent ","64","0.118109394663343","0.0917758231693117","0.144442966157374","5"
"5 on Scale 1 to 10","1984","Couple + C. LE 16 ","383","0.124404214006295","0.11272564071466","0.13608278729793","5"
"5 on Scale 1 to 10","1984","Couple + C. GT 16 ","191","0.0962219644822559","0.0832261666021122","0.109217762362399","5"
"6 on Scale 1 to 10","1984","Couple + C. LE 16 ","230","0.0683002883307548","0.0593740256620812","0.0772265509994284","6"
"6 on Scale 1 to 10","1984","(Married) couple without C. ","193","0.066949915882911","0.0575084797587554","0.0763913520070666","6"
"6 on Scale 1 to 10","1984","Single parent ","43","0.0631998439505619","0.0433461343756445","0.0830535535254793","6"
"6 on Scale 1 to 10","1984","1-pers.-HH","77","0.0561705767320186","0.0437822164505445","0.0685589370134927","6"
"6 on Scale 1 to 10","1984","Couple + C. GT 16 ","159","0.0715438983092626","0.0601858964625073","0.0829019001560178","6"
"6 on Scale 1 to 10","1984","Couple + C. LE and GT 16","127","0.0682837781109533","0.056321751684087","0.0802458045378196","6"
"7 on Scale 1 to 10","1984","1-pers.-HH","136","0.0922773878633834","0.0767056582937102","0.107849117433057","7"
"7 on Scale 1 to 10","1984","(Married) couple without C. ","307","0.111753552681204","0.0998518808264901","0.123655224535918","7"
"7 on Scale 1 to 10","1984","Single parent ","71","0.122078502995646","0.0953664281038757","0.148790577887417","7"
"7 on Scale 1 to 10","1984","Couple + C. LE 16 ","386","0.13274645495472","0.120740272989496","0.144752636919943","7"
"7 on Scale 1 to 10","1984","Couple + C. GT 16 ","259","0.130781682132393","0.115923254892248","0.145640109372538","7"
"7 on Scale 1 to 10","1984","Couple + C. LE and GT 16","230","0.140092068712047","0.123631800429747","0.156552336994347","7"
"8 on Scale 1 to 10","1984","1-pers.-HH","271","0.20836455294512","0.186512755556138","0.230216350334103","8"
"8 on Scale 1 to 10","1984","Single parent ","117","0.198847670315966","0.166280652780945","0.231414687850986","8"
"8 on Scale 1 to 10","1984","(Married) couple without C. ","536","0.195273872389215","0.180299222281255","0.210248522497175","8"
