"plh0178","year","age_gr","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","16-34 y.","93","0.0164277398467729","0.01274719094141","0.0201082887521358","0"
"0 Completely dissatisfied","1984","35-65 y.","147","0.0184412958465089","0.0151219472991431","0.0217606443938747","0"
"0 Completely dissatisfied","1984","66 and older","10","","","","0"
"1 on Scale 1 to 10","1984","35-65 y.","77","0.011183725891178","0.00858924748299719","0.0137782042993588","1"
"1 on Scale 1 to 10","1984","16-34 y.","41","0.00777646451035893","0.00523305431468835","0.0103198747060295","1"
"1 on Scale 1 to 10","1984","66 and older","9","","","","1"
"10 Completely satisfied","1984","16-34 y.","1026","0.2249260645028","0.212836462409292","0.237015666596309","10"
"10 Completely satisfied","1984","35-65 y.","1592","0.270738104907353","0.259775457297539","0.281700752517167","10"
"10 Completely satisfied","1984","66 and older","557","0.44244309545249","0.415073010936471","0.46981317996851","10"
"2 on Scale 1 to 10","1984","66 and older","17","","","","2"
"2 on Scale 1 to 10","1984","35-65 y.","201","0.0294924721460868","0.025318456774612","0.0336664875175615","2"
"2 on Scale 1 to 10","1984","16-34 y.","135","0.0283016311417416","0.0234999643559221","0.033103297927561","2"
"3 on Scale 1 to 10","1984","35-65 y.","295","0.0423646053689442","0.0373952428701354","0.0473339678677529","3"
"3 on Scale 1 to 10","1984","16-34 y.","189","0.0366734737507559","0.0312311630422695","0.0421157844592423","3"
"3 on Scale 1 to 10","1984","66 and older","23","","","","3"
"4 on Scale 1 to 10","1984","16-34 y.","192","0.040316221994943","0.0346208179488245","0.0460116260410615","4"
"4 on Scale 1 to 10","1984","66 and older","21","","","","4"
"4 on Scale 1 to 10","1984","35-65 y.","247","0.0370339236418019","0.0323747986849713","0.0416930485986324","4"
"5 on Scale 1 to 10","1984","16-34 y.","462","0.102215062102701","0.0934437582793843","0.110986365926017","5"
"5 on Scale 1 to 10","1984","35-65 y.","683","0.104518318644239","0.0969704634206056","0.112066173867872","5"
"5 on Scale 1 to 10","1984","66 and older","85","0.0651380320793734","0.0515394417259457","0.0787366224328011","5"
"6 on Scale 1 to 10","1984","16-34 y.","354","0.0723298920536912","0.0648296334399147","0.0798301506674677","6"
"6 on Scale 1 to 10","1984","35-65 y.","476","0.068314889865638","0.0620905791467481","0.0745392005845279","6"
"6 on Scale 1 to 10","1984","66 and older","60","0.048450357449597","0.036618115376099","0.060282599523095","6"
"7 on Scale 1 to 10","1984","66 and older","101","0.0774731224570516","0.0627409134262346","0.0922053314878686","7"
"7 on Scale 1 to 10","1984","16-34 y.","619","0.139856713271295","0.129814079866481","0.149899346676109","7"
"7 on Scale 1 to 10","1984","35-65 y.","762","0.119880727293822","0.11186681747326","0.127894637114384","7"
"8 on Scale 1 to 10","1984","66 and older","237","0.188640777739863","0.167081847568198","0.210199707911528","8"
"8 on Scale 1 to 10","1984","35-65 y.","1194","0.19372621693901","0.183975546703239","0.203476887174782","8"
"8 on Scale 1 to 10","1984","16-34 y.","922","0.204714016520283","0.193030972787183","0.216397060253382","8"
"9 on Scale 1 to 10","1984","66 and older","145","0.118184081603824","0.100394272502099","0.135973890705549","9"
"9 on Scale 1 to 10","1984","35-65 y.","637","0.104305719455418","0.0967646496151066","0.111846789295728","9"
"9 on Scale 1 to 10","1984","16-34 y.","549","0.126462720304658","0.116839010242067","0.13608643036725","9"
"0 Completely dissatisfied","1985","16-34 y.","43","0.00919953581238711","0.00629414355361924","0.012104928071155","0"
