"plh0178","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"4 on Scale 1 to 10","1985","Rural Area","Male","46","0.040999654044281","0.0293240948823651","0.0526752132061969","4"
"5 on Scale 1 to 10","1985","Urban Area","Male","475","0.107150698436199","0.0979101330504731","0.116391263821924","5"
"5 on Scale 1 to 10","1985","Urban Area","Female","498","0.10042318480232","0.091577378994773","0.109268990609866","5"
"5 on Scale 1 to 10","1985","Rural Area","Male","117","0.107119530292285","0.0889095614605192","0.125329499124051","5"
"5 on Scale 1 to 10","1985","Rural Area","Female","124","0.100196090843379","0.0828872294292535","0.117504952257504","5"
"6 on Scale 1 to 10","1985","Rural Area","Male","95","0.0767093917273513","0.0610392945661621","0.0923794888885405","6"
"6 on Scale 1 to 10","1985","Urban Area","Male","349","0.0757219912195118","0.0678184034111656","0.0836255790278579","6"
"6 on Scale 1 to 10","1985","Urban Area","Female","367","0.0763936106166867","0.0685760139229703","0.0842112073104031","6"
"6 on Scale 1 to 10","1985","Rural Area","Female","102","0.0833714976381334","0.0674356688845568","0.0993073263917101","6"
"7 on Scale 1 to 10","1985","Urban Area","Male","631","0.150192960631793","0.139519705006235","0.16086621625735","7"
"7 on Scale 1 to 10","1985","Urban Area","Female","562","0.125283580093363","0.115540820280147","0.135026339906579","7"
"7 on Scale 1 to 10","1985","Rural Area","Male","144","0.133357428231166","0.113340067017634","0.153374789444698","7"
"7 on Scale 1 to 10","1985","Rural Area","Female","158","0.131062461666481","0.111608743759346","0.150516179573616","7"
"8 on Scale 1 to 10","1985","Urban Area","Male","903","0.210999232223895","0.1988095857561","0.22318887869169","8"
"8 on Scale 1 to 10","1985","Urban Area","Female","876","0.204207113458391","0.192342960463237","0.216071266453544","8"
"8 on Scale 1 to 10","1985","Rural Area","Male","236","0.207952438612518","0.184055853131253","0.231849024093784","8"
"8 on Scale 1 to 10","1985","Rural Area","Female","237","0.216100651310623","0.192374496287485","0.23982680633376","8"
"9 on Scale 1 to 10","1985","Urban Area","Male","493","0.114991228337635","0.105460675271505","0.124521781403765","9"
"9 on Scale 1 to 10","1985","Urban Area","Female","485","0.115824660623676","0.106406393670489","0.125242927576862","9"
"9 on Scale 1 to 10","1985","Rural Area","Male","117","0.113139654842778","0.0944881767807144","0.131791132904841","9"
"9 on Scale 1 to 10","1985","Rural Area","Female","117","0.106143757579633","0.0883875488480713","0.123899966311195","9"
"0 Completely dissatisfied","1986","Urban Area","Male","55","0.0114368450421585","0.00821459315266652","0.0146590969316504","0"
"0 Completely dissatisfied","1986","Urban Area","Female","63","0.0109736590160696","0.00783751467717761","0.0141098033549617","0"
"0 Completely dissatisfied","1986","Rural Area","Male","15","","","","0"
"0 Completely dissatisfied","1986","Rural Area","Female","17","","","","0"
"1 on Scale 1 to 10","1986","Urban Area","Male","50","0.01184398872937","0.00856555876907297","0.0151224186896671","1"
"1 on Scale 1 to 10","1986","Urban Area","Female","61","0.0113244882220641","0.00813917192468829","0.01450980451944","1"
"1 on Scale 1 to 10","1986","Rural Area","Male","8","","","","1"
"1 on Scale 1 to 10","1986","Rural Area","Female","8","","","","1"
"10 Completely satisfied","1986","Urban Area","Female","754","0.213699177567056","0.201359262428335","0.226039092705777","10"
"10 Completely satisfied","1986","Urban Area","Male","760","0.198623599721354","0.186533278004566","0.210713921438142","10"
"10 Completely satisfied","1986","Rural Area","Male","219","0.218345373062264","0.19349886961519","0.243191876509337","10"
"10 Completely satisfied","1986","Rural Area","Female","222","0.229543406986798","0.204781464505979","0.254305349467616","10"
"2 on Scale 1 to 10","1986","Urban Area","Male","111","0.0219734211573926","0.0175309120451249","0.0264159302696603","2"
"2 on Scale 1 to 10","1986","Urban Area","Female","143","0.0269374959704177","0.0220637222387046","0.0318112697021309","2"
"2 on Scale 1 to 10","1986","Rural Area","Male","27","","","","2"
"2 on Scale 1 to 10","1986","Rural Area","Female","26","","","","2"
"3 on Scale 1 to 10","1986","Urban Area","Male","185","0.0380482323876404","0.0322506350352867","0.0438458297399942","3"
"3 on Scale 1 to 10","1986","Rural Area","Male","46","0.0450905364637181","0.0326106787886753","0.057570394138761","3"
"3 on Scale 1 to 10","1986","Urban Area","Female","212","0.0415028551479467","0.035498715540976","0.0475069947549173","3"
"3 on Scale 1 to 10","1986","Rural Area","Female","54","0.0431629769876677","0.0311968697171918","0.0551290842581436","3"
"4 on Scale 1 to 10","1986","Urban Area","Male","210","0.0465341855501392","0.0401509219300124","0.052917449170266","4"
"4 on Scale 1 to 10","1986","Rural Area","Female","65","0.051350871584937","0.0383550145079845","0.0643467286618894","4"
"4 on Scale 1 to 10","1986","Urban Area","Female","237","0.0474431548144215","0.0410436169339785","0.0538426926948644","4"
"4 on Scale 1 to 10","1986","Rural Area","Male","58","0.0531481011044472","0.039656274963145","0.0666399272457495","4"
"5 on Scale 1 to 10","1986","Urban Area","Male","463","0.0983123100761599","0.0892896170986916","0.107335003053628","5"
"5 on Scale 1 to 10","1986","Urban Area","Female","529","0.121341333950035","0.111511846701619","0.131170821198451","5"
"5 on Scale 1 to 10","1986","Rural Area","Male","99","0.0870561851452908","0.0701007994243231","0.104011570866259","5"
"5 on Scale 1 to 10","1986","Rural Area","Female","124","0.105398957474842","0.0873184311608961","0.123479483788788","5"
"6 on Scale 1 to 10","1986","Urban Area","Female","342","0.07464439329334","0.0667327024345377","0.0825560841521424","6"
"6 on Scale 1 to 10","1986","Urban Area","Male","346","0.0854418515335292","0.0769706474236966","0.0939130556433617","6"
"6 on Scale 1 to 10","1986","Rural Area","Male","101","0.096228802272609","0.0784923146098892","0.113965289935329","6"
"6 on Scale 1 to 10","1986","Rural Area","Female","100","0.0885415486686874","0.0718144659001418","0.105268631437233","6"
"7 on Scale 1 to 10","1986","Urban Area","Male","600","0.143632628946523","0.133004403225677","0.154260854667368","7"
"7 on Scale 1 to 10","1986","Urban Area","Female","560","0.122068316235701","0.112213507017029","0.131923125454373","7"
"7 on Scale 1 to 10","1986","Rural Area","Male","166","0.15119569611268","0.129650059361698","0.172741332863662","7"
"7 on Scale 1 to 10","1986","Rural Area","Female","164","0.144727580971423","0.124011571736082","0.165443590206765","7"
"8 on Scale 1 to 10","1986","Urban Area","Male","913","0.221158695328176","0.208581591210749","0.233735799445603","8"
"8 on Scale 1 to 10","1986","Urban Area","Female","884","0.21417790797258","0.201827939870879","0.226527876074281","8"
"8 on Scale 1 to 10","1986","Rural Area","Male","213","0.202329444364245","0.178167762721353","0.226491126007136","8"
"8 on Scale 1 to 10","1986","Rural Area","Female","226","0.20919153369486","0.185242614541654","0.233140452848066","8"
"9 on Scale 1 to 10","1986","Urban Area","Male","490","0.122994241527558","0.113041384383988","0.132947098671128","9"
"9 on Scale 1 to 10","1986","Urban Area","Female","454","0.115887217810368","0.106251413183676","0.12552302243706","9"
"9 on Scale 1 to 10","1986","Rural Area","Male","110","0.102529213777735","0.0842852245756677","0.120773202979802","9"
"9 on Scale 1 to 10","1986","Rural Area","Female","102","0.0911135040454071","0.0741691736631007","0.108057834427713","9"
"0 Completely dissatisfied","1987","Urban Area","Male","46","0.00907831210449355","0.00618706589497777","0.0119695583140093","0"
"0 Completely dissatisfied","1987","Urban Area","Female","58","0.0128207682749464","0.00940784206132204","0.0162336944885707","0"
"0 Completely dissatisfied","1987","Rural Area","Male","6","","","","0"
"0 Completely dissatisfied","1987","Rural Area","Female","16","","","","0"
"1 on Scale 1 to 10","1987","Rural Area","Male","9","","","","1"
"1 on Scale 1 to 10","1987","Rural Area","Female","15","","","","1"
"1 on Scale 1 to 10","1987","Urban Area","Male","38","0.0110428641077251","0.00785725522967289","0.0142284729857772","1"
"1 on Scale 1 to 10","1987","Urban Area","Female","44","0.00804513454247264","0.0053350397585392","0.0107552293264061","1"
"10 Completely satisfied","1987","Urban Area","Male","707","0.185379031327662","0.17353305251554","0.197225010139783","10"
"10 Completely satisfied","1987","Urban Area","Female","759","0.221916684065377","0.209310608752989","0.234522759377765","10"
"10 Completely satisfied","1987","Rural Area","Male","210","0.20894800907024","0.184274690313937","0.233621327826543","10"
"10 Completely satisfied","1987","Rural Area","Female","217","0.216796740268549","0.192500975776975","0.241092504760123","10"
"2 on Scale 1 to 10","1987","Urban Area","Male","96","0.0233385652997869","0.0187362968021718","0.027940833797402","2"
"2 on Scale 1 to 10","1987","Urban Area","Female","136","0.0262836579127395","0.0214304264859853","0.0311368893394938","2"
"2 on Scale 1 to 10","1987","Rural Area","Male","29","","","","2"
"2 on Scale 1 to 10","1987","Rural Area","Female","27","","","","2"
"3 on Scale 1 to 10","1987","Urban Area","Male","187","0.0438697848025376","0.037626629645703","0.0501129399593723","3"
"3 on Scale 1 to 10","1987","Urban Area","Female","193","0.0377261106541174","0.031945919026327","0.0435063022819078","3"
"3 on Scale 1 to 10","1987","Rural Area","Male","46","0.0391283816372896","0.0273608720045743","0.0508958912700048","3"
"3 on Scale 1 to 10","1987","Rural Area","Female","50","0.0377410862865678","0.0265048691952649","0.0489773033778708","3"
"4 on Scale 1 to 10","1987","Rural Area","Male","45","0.0439184232196809","0.0314825358120992","0.0563543106272626","4"
"4 on Scale 1 to 10","1987","Urban Area","Male","169","0.0395704441075898","0.0336277814827744","0.0455131067324052","4"
"4 on Scale 1 to 10","1987","Urban Area","Female","199","0.0409482107839785","0.0349363299476004","0.0469600916203566","4"
"4 on Scale 1 to 10","1987","Rural Area","Female","53","0.045479434948636","0.033194662202378","0.057764207694894","4"
"5 on Scale 1 to 10","1987","Urban Area","Male","462","0.10549447579683","0.0961303071296204","0.11485864446404","5"
"5 on Scale 1 to 10","1987","Urban Area","Female","495","0.108330244983322","0.0989016116006602","0.117758878365984","5"
"5 on Scale 1 to 10","1987","Rural Area","Male","97","0.0919656499945181","0.0744280605897582","0.109503239399278","5"
"5 on Scale 1 to 10","1987","Rural Area","Female","109","0.0911099526358636","0.0741429340201767","0.10807697125155","5"
"6 on Scale 1 to 10","1987","Urban Area","Male","383","0.0813530582833465","0.0730196221073404","0.0896864944593526","6"
"6 on Scale 1 to 10","1987","Rural Area","Female","104","0.0946586894889493","0.0773981897901881","0.111919189187711","6"
"6 on Scale 1 to 10","1987","Urban Area","Female","390","0.0827474447465105","0.0743896128928123","0.0911052766002087","6"
"6 on Scale 1 to 10","1987","Rural Area","Male","95","0.0895237949783199","0.0721973493979148","0.106850240558725","6"
"7 on Scale 1 to 10","1987","Urban Area","Male","614","0.139060422513507","0.128512887795016","0.149607957231998","7"
"7 on Scale 1 to 10","1987","Urban Area","Female","566","0.129256418113266","0.119078872251209","0.139433963975322","7"
"7 on Scale 1 to 10","1987","Rural Area","Male","168","0.168051294741091","0.145359170990196","0.190743418491986","7"
"7 on Scale 1 to 10","1987","Rural Area","Female","154","0.132824345744101","0.112813781579356","0.152834909908847","7"
"8 on Scale 1 to 10","1987","Urban Area","Male","965","0.242429776623279","0.22936604398301","0.255493509263549","8"
"8 on Scale 1 to 10","1987","Urban Area","Female","876","0.211380873175902","0.198994665270702","0.223767081081102","8"
"8 on Scale 1 to 10","1987","Rural Area","Male","226","0.221531067070438","0.196328551063735","0.246733583077142","8"
"8 on Scale 1 to 10","1987","Rural Area","Female","217","0.205199136594223","0.181387794108325","0.22901047908012","8"
"9 on Scale 1 to 10","1987","Urban Area","Male","467","0.119383265033242","0.10949937173707","0.129267158329414","9"
"9 on Scale 1 to 10","1987","Urban Area","Female","458","0.120544452747368","0.110666830124845","0.130422075369891","9"
"9 on Scale 1 to 10","1987","Rural Area","Male","112","0.102833001165927","0.0843994572761891","0.121266545055666","9"
"9 on Scale 1 to 10","1987","Rural Area","Female","143","0.130842776574477","0.110959360536205","0.15072619261275","9"
"0 Completely dissatisfied","1988","Urban Area","Female","52","0.010410051770574","0.00727134129074898","0.0135487622503991","0"
"0 Completely dissatisfied","1988","Rural Area","Male","12","","","","0"
"0 Completely dissatisfied","1988","Rural Area","Female","14","","","","0"
"0 Completely dissatisfied","1988","Urban Area","Male","40","0.00721172769313081","0.00457064085112697","0.00985281453513464","0"
"1 on Scale 1 to 10","1988","Urban Area","Female","64","0.0116876462501864","0.0083640533977027","0.0150112391026701","1"
"1 on Scale 1 to 10","1988","Rural Area","Female","11","","","","1"
"1 on Scale 1 to 10","1988","Urban Area","Male","36","0.00959492905639034","0.00655220888144552","0.0126376492313352","1"
"1 on Scale 1 to 10","1988","Rural Area","Male","11","","","","1"
"10 Completely satisfied","1988","Urban Area","Female","634","0.193066539252435","0.180860646678232","0.205272431826639","10"
"10 Completely satisfied","1988","Urban Area","Male","595","0.164830288903022","0.153249435072314","0.17641114273373","10"
"10 Completely satisfied","1988","Rural Area","Male","173","0.174565072836434","0.150883550750292","0.198246594922576","10"
"10 Completely satisfied","1988","Rural Area","Female","194","0.205691788095631","0.181018799306715","0.230364776884548","10"
"2 on Scale 1 to 10","1988","Urban Area","Male","116","0.028212116566749","0.0230439288778176","0.0333803042556804","2"
"2 on Scale 1 to 10","1988","Urban Area","Female","121","0.0267084388948411","0.0217225464440391","0.0316943313456431","2"
"2 on Scale 1 to 10","1988","Rural Area","Male","17","","","","2"
"2 on Scale 1 to 10","1988","Rural Area","Female","28","","","","2"
"3 on Scale 1 to 10","1988","Urban Area","Female","183","0.0376906693574883","0.0318012639784305","0.0435800747365461","3"
"3 on Scale 1 to 10","1988","Rural Area","Male","49","0.0505776005492292","0.036906661010158","0.0642485400883004","3"
"3 on Scale 1 to 10","1988","Rural Area","Female","46","0.0375608633217545","0.0259551141892339","0.049166612454275","3"
"3 on Scale 1 to 10","1988","Urban Area","Male","180","0.0418253154404439","0.0355768026779286","0.0480738282029592","3"
"4 on Scale 1 to 10","1988","Rural Area","Female","57","0.0521562651878789","0.0385843738866063","0.0657281564891516","4"
"4 on Scale 1 to 10","1988","Urban Area","Female","237","0.0504631419162143","0.0436938969249698","0.0572323869074588","4"
"4 on Scale 1 to 10","1988","Urban Area","Male","203","0.0458655824589804","0.0393360371468379","0.052395127771123","4"
"4 on Scale 1 to 10","1988","Rural Area","Male","39","0.0408675949114229","0.0285161337595153","0.0532190560633305","4"
"5 on Scale 1 to 10","1988","Urban Area","Male","502","0.131249960178988","0.120710176160539","0.141789744197436","5"
"5 on Scale 1 to 10","1988","Urban Area","Female","501","0.122433278087532","0.112296802307611","0.132569753867454","5"
"5 on Scale 1 to 10","1988","Rural Area","Male","119","0.119991670695898","0.099719117149845","0.14026422424195","5"
"5 on Scale 1 to 10","1988","Rural Area","Female","145","0.128068888313249","0.107671166463295","0.148466610163203","5"
"6 on Scale 1 to 10","1988","Rural Area","Male","87","0.0891424697552478","0.0713655270620851","0.10691941244841","6"
"6 on Scale 1 to 10","1988","Urban Area","Female","384","0.0856783138287296","0.0770230135213903","0.094333614136069","6"
"6 on Scale 1 to 10","1988","Urban Area","Male","370","0.0914083571329074","0.0824131322935063","0.100403581972309","6"
"6 on Scale 1 to 10","1988","Rural Area","Female","82","0.0745220115461615","0.0584916214875887","0.0905524016047343","6"
"7 on Scale 1 to 10","1988","Urban Area","Male","625","0.150987356305112","0.139811982161595","0.162162730448629","7"
"7 on Scale 1 to 10","1988","Rural Area","Male","133","0.136280558973706","0.114876663801432","0.157684454145981","7"
"7 on Scale 1 to 10","1988","Urban Area","Female","564","0.127517174551193","0.117202394796038","0.137831954306349","7"
"7 on Scale 1 to 10","1988","Rural Area","Female","140","0.13479315218742","0.11394763631783","0.155638668057011","7"
"8 on Scale 1 to 10","1988","Urban Area","Male","859","0.219599413779832","0.206678028260612","0.232520799299051","8"
"8 on Scale 1 to 10","1988","Urban Area","Female","873","0.218711203764987","0.20592803599189","0.231494371538084","8"
"8 on Scale 1 to 10","1988","Rural Area","Male","221","0.219784395428209","0.19395018111792","0.245618609738497","8"
"8 on Scale 1 to 10","1988","Rural Area","Female","212","0.217104479752446","0.191939009234439","0.242269950270452","8"
"9 on Scale 1 to 10","1988","Urban Area","Male","417","0.109214952484445","0.0994793639110008","0.118950541057889","9"
"9 on Scale 1 to 10","1988","Urban Area","Female","404","0.115633542325818","0.105744477557407","0.125522607094229","9"
"9 on Scale 1 to 10","1988","Rural Area","Female","102","0.103119834691155","0.0845564539515394","0.121683215430771","9"
"9 on Scale 1 to 10","1988","Rural Area","Male","126","0.133206408942342","0.112007675171421","0.154405142713262","9"
"0 Completely dissatisfied","1989","Urban Area","Female","45","0.00897603528190665","0.00602729739652877","0.0119247731672845","0"
"0 Completely dissatisfied","1989","Rural Area","Male","11","","","","0"
"0 Completely dissatisfied","1989","Rural Area","Female","12","","","","0"
"0 Completely dissatisfied","1989","Urban Area","Male","33","0.007519542020811","0.00477751730042708","0.0102615667411949","0"
"1 on Scale 1 to 10","1989","Urban Area","Female","45","0.00710508698056468","0.00447912666784306","0.0097310472932863","1"
"1 on Scale 1 to 10","1989","Urban Area","Male","51","0.0141507363317765","0.0104017879046508","0.0178996847589022","1"
"1 on Scale 1 to 10","1989","Rural Area","Female","16","","","","1"
"1 on Scale 1 to 10","1989","Rural Area","Male","11","","","","1"
"10 Completely satisfied","1989","Urban Area","Male","542","0.155516989712669","0.144014308938239","0.167019670487098","10"
"10 Completely satisfied","1989","Rural Area","Male","166","0.173903157367914","0.149737344871892","0.198068969863935","10"
"10 Completely satisfied","1989","Urban Area","Female","582","0.183519789530442","0.17141754012962","0.195622038931264","10"
"10 Completely satisfied","1989","Rural Area","Female","148","0.168883682296387","0.145208937598896","0.192558426993877","10"
"2 on Scale 1 to 10","1989","Urban Area","Male","118","0.0293882291560286","0.0240274961921816","0.0347489621198757","2"
"2 on Scale 1 to 10","1989","Urban Area","Female","123","0.0280005418674171","0.0228426997377756","0.0331583839970585","2"
"2 on Scale 1 to 10","1989","Rural Area","Male","40","0.0360359948953826","0.024152864743055","0.0479191250477103","2"
"2 on Scale 1 to 10","1989","Rural Area","Female","26","","","","2"
"3 on Scale 1 to 10","1989","Rural Area","Male","32","0.0361915054338175","0.0242837231432023","0.0480992877244328","3"
"3 on Scale 1 to 10","1989","Urban Area","Female","213","0.0464171711037933","0.0398395271531214","0.0529948150544651","3"
"3 on Scale 1 to 10","1989","Urban Area","Male","188","0.0470642375523067","0.0403423380523076","0.0537861370523058","3"
"3 on Scale 1 to 10","1989","Rural Area","Female","50","0.0499004122455517","0.0361410854200591","0.0636597390710442","3"
"4 on Scale 1 to 10","1989","Urban Area","Female","234","0.0514986509522143","0.0445887993803588","0.0584085025240698","4"
"4 on Scale 1 to 10","1989","Rural Area","Male","47","0.0487896791397205","0.0350544963104225","0.0625248619690186","4"
"4 on Scale 1 to 10","1989","Rural Area","Female","48","0.0393386236092553","0.0270541853934155","0.0516230618250951","4"
"4 on Scale 1 to 10","1989","Urban Area","Male","218","0.0481490024573431","0.0413539499025643","0.054944055012122","4"
"5 on Scale 1 to 10","1989","Urban Area","Male","438","0.110718992501793","0.10075931537769","0.120678669625895","5"
"5 on Scale 1 to 10","1989","Urban Area","Female","516","0.11913908527184","0.109010877160311","0.129267293383369","5"
"5 on Scale 1 to 10","1989","Rural Area","Male","99","0.104808649907452","0.0852792594430878","0.124338040371817","5"
"5 on Scale 1 to 10","1989","Rural Area","Female","138","0.135837512354402","0.114187002913292","0.157488021795513","5"
"6 on Scale 1 to 10","1989","Urban Area","Female","375","0.0863697316768983","0.0775872381043882","0.0951522252494083","6"
"6 on Scale 1 to 10","1989","Rural Area","Male","82","0.0858179558010587","0.0679597586622081","0.103676152939909","6"
"6 on Scale 1 to 10","1989","Rural Area","Female","90","0.0893750463065613","0.0713474232628467","0.107402669350276","6"
"6 on Scale 1 to 10","1989","Urban Area","Male","354","0.0933931316964641","0.0841571798468571","0.102629083546071","6"
"7 on Scale 1 to 10","1989","Rural Area","Female","138","0.143205147079901","0.121070209925437","0.165340084234364","7"
"7 on Scale 1 to 10","1989","Urban Area","Female","608","0.141130231784481","0.130245305273727","0.152015158295236","7"
"7 on Scale 1 to 10","1989","Urban Area","Male","619","0.155772458668793","0.144262075428159","0.167282841909426","7"
"7 on Scale 1 to 10","1989","Rural Area","Male","136","0.141549557596261","0.119324440421438","0.163774674771085","7"
"8 on Scale 1 to 10","1989","Urban Area","Male","878","0.238173444353416","0.224653048393119","0.251693840313714","8"
"8 on Scale 1 to 10","1989","Urban Area","Female","812","0.217933669204184","0.205026358162193","0.230840980246176","8"
"8 on Scale 1 to 10","1989","Rural Area","Male","221","0.243055239820034","0.215707793765895","0.270402685874173","8"
"8 on Scale 1 to 10","1989","Rural Area","Female","179","0.195635228191551","0.170567752264333","0.220702704118769","8"
"9 on Scale 1 to 10","1989","Rural Area","Male","100","0.110986475815923","0.09095922202682","0.131013729605025","9"
"9 on Scale 1 to 10","1989","Urban Area","Female","377","0.109910006346258","0.100131165189887","0.119688847502629","9"
"9 on Scale 1 to 10","1989","Urban Area","Male","374","0.1001532355486","0.0906245836803911","0.109681887416809","9"
"9 on Scale 1 to 10","1989","Rural Area","Female","117","0.132863256031791","0.111414268569901","0.154312243493681","9"
"0 Completely dissatisfied","1990","Urban Area","Female","","","","","0"
"0 Completely dissatisfied","1990","Rural Area","Male","","","","","0"
"0 Completely dissatisfied","1990","Rural Area","Female","","","","","0"
"0 Completely dissatisfied","1990","Urban Area","Male","","","","","0"
"1 on Scale 1 to 10","1990","Rural Area","Female","","","","","1"
"1 on Scale 1 to 10","1990","Rural Area","Male","","","","","1"
"1 on Scale 1 to 10","1990","Urban Area","Female","","","","","1"
"1 on Scale 1 to 10","1990","Urban Area","Male","","","","","1"
"10 Completely satisfied","1990","Urban Area","Male","","","","","10"
"10 Completely satisfied","1990","Rural Area","Male","","","","","10"
"10 Completely satisfied","1990","Urban Area","Female","","","","","10"
"10 Completely satisfied","1990","Rural Area","Female","","","","","10"
"2 on Scale 1 to 10","1990","Urban Area","Male","","","","","2"
"2 on Scale 1 to 10","1990","Urban Area","Female","","","","","2"
"2 on Scale 1 to 10","1990","Rural Area","Male","","","","","2"
"2 on Scale 1 to 10","1990","Rural Area","Female","","","","","2"
"3 on Scale 1 to 10","1990","Urban Area","Female","","","","","3"
"3 on Scale 1 to 10","1990","Rural Area","Male","","","","","3"
"3 on Scale 1 to 10","1990","Rural Area","Female","","","","","3"
"3 on Scale 1 to 10","1990","Urban Area","Male","","","","","3"
"4 on Scale 1 to 10","1990","Rural Area","Male","","","","","4"
"4 on Scale 1 to 10","1990","Urban Area","Female","","","","","4"
"4 on Scale 1 to 10","1990","Urban Area","Male","","","","","4"
"4 on Scale 1 to 10","1990","Rural Area","Female","","","","","4"
"5 on Scale 1 to 10","1990","Urban Area","Male","","","","","5"
"5 on Scale 1 to 10","1990","Rural Area","Male","","","","","5"
"5 on Scale 1 to 10","1990","Urban Area","Female","","","","","5"
"5 on Scale 1 to 10","1990","Rural Area","Female","","","","","5"
"6 on Scale 1 to 10","1990","Rural Area","Male","","","","","6"
"6 on Scale 1 to 10","1990","Urban Area","Female","","","","","6"
"6 on Scale 1 to 10","1990","Urban Area","Male","","","","","6"
"6 on Scale 1 to 10","1990","Rural Area","Female","","","","","6"
"7 on Scale 1 to 10","1990","Urban Area","Female","","","","","7"
"7 on Scale 1 to 10","1990","Rural Area","Male","","","","","7"
"7 on Scale 1 to 10","1990","Rural Area","Female","","","","","7"
"7 on Scale 1 to 10","1990","Urban Area","Male","","","","","7"
"8 on Scale 1 to 10","1990","Urban Area","Male","","","","","8"
"8 on Scale 1 to 10","1990","Urban Area","Female","","","","","8"
"8 on Scale 1 to 10","1990","Rural Area","Male","","","","","8"
"8 on Scale 1 to 10","1990","Rural Area","Female","","","","","8"
"9 on Scale 1 to 10","1990","Urban Area","Female","","","","","9"
"9 on Scale 1 to 10","1990","Rural Area","Male","","","","","9"
"9 on Scale 1 to 10","1990","Rural Area","Female","","","","","9"
"9 on Scale 1 to 10","1990","Urban Area","Male","","","","","9"
"0 Completely dissatisfied","1991","Rural Area","Male","60","0.0217011382479101","0.0156671965049531","0.0277350799908671","0"
"0 Completely dissatisfied","1991","Rural Area","Female","50","0.0162181506569858","0.0111477178305862","0.0212885834833855","0"
"0 Completely dissatisfied","1991","Urban Area","Female","72","0.0142279127903847","0.0107829937480503","0.0176728318327192","0"
"0 Completely dissatisfied","1991","Urban Area","Male","65","0.0134900875177111","0.010061923652882","0.0169182513825403","0"
"1 on Scale 1 to 10","1991","Rural Area","Female","43","0.0177065162561742","0.0124125379383289","0.0230004945740194","1"
"1 on Scale 1 to 10","1991","Rural Area","Male","27","","","","1"
"1 on Scale 1 to 10","1991","Urban Area","Female","69","0.0116892925530275","0.00856277386510259","0.0148158112409524","1"
"1 on Scale 1 to 10","1991","Urban Area","Male","52","0.010479266765722","0.00745318011456047","0.0135053534168836","1"
"10 Completely satisfied","1991","Urban Area","Male","574","0.149342486525841","0.138750619430827","0.159934353620855","10"
"10 Completely satisfied","1991","Urban Area","Female","629","0.166154473509447","0.155327203046992","0.176981743971901","10"
"10 Completely satisfied","1991","Rural Area","Male","285","0.140460138544857","0.126071038270428","0.154849238819285","10"
"10 Completely satisfied","1991","Rural Area","Female","299","0.151857639075534","0.137451497956145","0.166263780194922","10"
"2 on Scale 1 to 10","1991","Urban Area","Male","156","0.034889488858104","0.029436441256474","0.0403425364597341","2"
"2 on Scale 1 to 10","1991","Urban Area","Female","178","0.0303980447087335","0.0254041459850575","0.0353919434324094","2"
