"plh0178","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","Full Time","no migration background","76","0.0201193859181746","0.0155859937676668","0.0246527780686824","0"
"0 Completely dissatisfied","1984","Full Time","direct migration background","66","0.0291239390023272","0.0216004800394481","0.0366473979652062","0"
"0 Completely dissatisfied","1984","Full Time","indirect migration background","2","","","","0"
"0 Completely dissatisfied","1984","Part Time","no migration background","24","","","","0"
"0 Completely dissatisfied","1984","Part Time","direct migration background","24","","","","0"
"0 Completely dissatisfied","1984","Part Time","indirect migration background","","","","","0"
"0 Completely dissatisfied","1984","Not Working","no migration background","36","0.00982579889320113","0.00659201825970938","0.0130595795266929","0"
"0 Completely dissatisfied","1984","Not Working","direct migration background","22","","","","0"
"0 Completely dissatisfied","1984","Not Working","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1984","Not Working","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1984","Full Time","indirect migration background","1","","","","1"
"1 on Scale 1 to 10","1984","Full Time","direct migration background","33","0.01940879059347","0.0132363937761837","0.0255811874107562","1"
"1 on Scale 1 to 10","1984","Full Time","no migration background","39","0.0107540085482083","0.00742383640857964","0.014084180687837","1"
"1 on Scale 1 to 10","1984","Part Time","no migration background","8","","","","1"
"1 on Scale 1 to 10","1984","Not Working","no migration background","25","","","","1"
"1 on Scale 1 to 10","1984","Not Working","direct migration background","11","","","","1"
"1 on Scale 1 to 10","1984","Part Time","direct migration background","10","","","","1"
"1 on Scale 1 to 10","1984","Part Time","indirect migration background","","","","","1"
"10 Completely satisfied","1984","Full Time","no migration background","863","0.239315948141165","0.225540132531389","0.253091763750941","10"
"10 Completely satisfied","1984","Part Time","no migration background","346","0.260082627201506","0.236904082855133","0.28326117154788","10"
"10 Completely satisfied","1984","Part Time","direct migration background","104","0.194959977585819","0.159701894996862","0.230218060174775","10"
"10 Completely satisfied","1984","Full Time","direct migration background","426","0.253674088614032","0.234206466031727","0.273141711196337","10"
"10 Completely satisfied","1984","Full Time","indirect migration background","9","","","","10"
"10 Completely satisfied","1984","Part Time","indirect migration background","6","","","","10"
"10 Completely satisfied","1984","Not Working","no migration background","1171","0.34581388122216","0.330220414050464","0.361407348393856","10"
"10 Completely satisfied","1984","Not Working","direct migration background","235","0.252419482118959","0.22538720206023","0.279451762177688","10"
"10 Completely satisfied","1984","Not Working","indirect migration background","15","","","","10"
"2 on Scale 1 to 10","1984","Part Time","indirect migration background","1","","","","2"
"2 on Scale 1 to 10","1984","Full Time","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1984","Part Time","no migration background","35","0.024318960463173","0.0161800680038261","0.0324578529225199","2"
"2 on Scale 1 to 10","1984","Not Working","direct migration background","29","","","","2"
"2 on Scale 1 to 10","1984","Full Time","no migration background","108","0.0310783841460907","0.0254756130107664","0.036681155281415","2"
"2 on Scale 1 to 10","1984","Full Time","direct migration background","72","0.0323892957136538","0.0244686299367547","0.040309961490553","2"
"2 on Scale 1 to 10","1984","Part Time","direct migration background","21","","","","2"
"2 on Scale 1 to 10","1984","Not Working","indirect migration background","1","","","","2"
"2 on Scale 1 to 10","1984","Not Working","no migration background","86","0.0212186651468806","0.0164939820282608","0.0259433482655005","2"
"3 on Scale 1 to 10","1984","Part Time","direct migration background","23","","","","3"
"3 on Scale 1 to 10","1984","Full Time","no migration background","180","0.0479787147654224","0.0410782716642445","0.0548791578666003","3"
"3 on Scale 1 to 10","1984","Full Time","direct migration background","91","0.0369524962370969","0.0285122260504683","0.0453927664237254","3"
"3 on Scale 1 to 10","1984","Full Time","indirect migration background","3","","","","3"
"3 on Scale 1 to 10","1984","Part Time","no migration background","58","0.0406950408408519","0.0302553421766165","0.0511347395050872","3"
"3 on Scale 1 to 10","1984","Part Time","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1984","Not Working","no migration background","93","0.0232657555047779","0.0183235863699929","0.028207924639563","3"
"3 on Scale 1 to 10","1984","Not Working","direct migration background","58","0.0451987599794022","0.032271335712476","0.0581261842463283","3"
"3 on Scale 1 to 10","1984","Not Working","indirect migration background","1","","","","3"
"4 on Scale 1 to 10","1984","Part Time","no migration background","56","0.0409176631066832","0.0304506629272189","0.0513846632861475","4"
"4 on Scale 1 to 10","1984","Full Time","no migration background","150","0.0396456846254535","0.0333456483228059","0.0459457209281011","4"
"4 on Scale 1 to 10","1984","Full Time","direct migration background","79","0.0365886743909019","0.0281884707404242","0.0449888780413796","4"
"4 on Scale 1 to 10","1984","Not Working","direct migration background","43","0.0298437677590956","0.0192551341801227","0.0404324013380686","4"
"4 on Scale 1 to 10","1984","Full Time","indirect migration background","5","","","","4"
"4 on Scale 1 to 10","1984","Part Time","indirect migration background","1","","","","4"
