"plh0178","year","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","Male","110","0.0141934086452663","0.0111900955445597","0.0171967217459728","0"
"0 Completely dissatisfied","1984","Female","140","0.0173798197996122","0.0141266798499511","0.0206329597492733","0"
"1 on Scale 1 to 10","1984","Male","62","0.00943081257356387","0.00697679107767463","0.0118848340694531","1"
"1 on Scale 1 to 10","1984","Female","65","0.00901569433549332","0.00666270341860449","0.0113686852523821","1"
"10 Completely satisfied","1984","Male","1605","0.28927738622866","0.277764911027528","0.300789861429792","10"
"10 Completely satisfied","1984","Female","1570","0.282262047396764","0.271057444422512","0.293466650371017","10"
"2 on Scale 1 to 10","1984","Male","151","0.0252091508896218","0.0212290303142253","0.0291892714650183","2"
"2 on Scale 1 to 10","1984","Female","202","0.0268486346990132","0.0228248144299719","0.0308724549680545","2"
"3 on Scale 1 to 10","1984","Male","215","0.0323175877034422","0.0278275778896939","0.0368075975171905","3"
"3 on Scale 1 to 10","1984","Female","292","0.0392783759369733","0.0344426373323499","0.0441141145415968","3"
"4 on Scale 1 to 10","1984","Male","204","0.0316864286783613","0.0272390300851773","0.0361338272715453","4"
"4 on Scale 1 to 10","1984","Female","256","0.0371586083904365","0.0324499805152287","0.0418672362656442","4"
"5 on Scale 1 to 10","1984","Male","573","0.091407349476496","0.084090290322401","0.098724408630591","5"
"5 on Scale 1 to 10","1984","Female","657","0.101730555115748","0.0942053854945753","0.10925572473692","5"
"6 on Scale 1 to 10","1984","Male","452","0.0682646531957609","0.0618613269692595","0.0746679794222623","6"
"6 on Scale 1 to 10","1984","Female","438","0.0643276512408705","0.058220368621917","0.070434933859824","6"
"7 on Scale 1 to 10","1984","Female","733","0.114807584032431","0.106871771425912","0.122743396638949","7"
"7 on Scale 1 to 10","1984","Male","749","0.123919329049151","0.115553615799676","0.132285042298626","7"
"8 on Scale 1 to 10","1984","Female","1164","0.189364135707519","0.179610892704794","0.199117378710244","8"
"8 on Scale 1 to 10","1984","Male","1189","0.204504876793479","0.194264121383392","0.214745632203566","8"
"9 on Scale 1 to 10","1984","Male","649","0.109789016766198","0.101851451299179","0.117726582233217","9"
"9 on Scale 1 to 10","1984","Female","682","0.117826893345139","0.109801129190122","0.125852657500156","9"
"0 Completely dissatisfied","1985","Male","57","0.00792835436707187","0.00556552564023626","0.0102911830939075","0"
"0 Completely dissatisfied","1985","Female","84","0.0129465786509357","0.00998344540655387","0.0159097118953176","0"
"1 on Scale 1 to 10","1985","Male","45","0.00734856704618721","0.00507310857122653","0.00962402552114788","1"
"1 on Scale 1 to 10","1985","Female","70","0.0101789365501016","0.0075478635725474","0.0128100095276559","1"
"10 Completely satisfied","1985","Male","1111","0.221734770761315","0.210667261054253","0.232802280468377","10"
"10 Completely satisfied","1985","Female","1227","0.248507708922998","0.237180170536846","0.259835247309151","10"
"2 on Scale 1 to 10","1985","Male","160","0.02665001108186","0.0223590714146984","0.0309409507490216","2"
"2 on Scale 1 to 10","1985","Female","189","0.0265727456176408","0.0223570105469191","0.0307884806883625","2"
"3 on Scale 1 to 10","1985","Female","242","0.0365590174172751","0.0316396058219758","0.0414784290125744","3"
"3 on Scale 1 to 10","1985","Male","233","0.0404714704309685","0.0352213092691073","0.0457216315928297","3"
"4 on Scale 1 to 10","1985","Male","246","0.0417291590805473","0.0364015401898479","0.0470567779712467","4"
"4 on Scale 1 to 10","1985","Female","253","0.0396569587913241","0.0345415983010249","0.0447723192816233","4"
"5 on Scale 1 to 10","1985","Male","592","0.107143320381799","0.0989030279619957","0.115383612801602","5"
"5 on Scale 1 to 10","1985","Female","622","0.100370103289693","0.0924935272460182","0.108246679333368","5"
"6 on Scale 1 to 10","1985","Male","444","0.0759557264936299","0.0688974958138499","0.0830139571734099","6"
"6 on Scale 1 to 10","1985","Female","469","0.0780246394637848","0.0709942580420419","0.0850550208855277","6"
"7 on Scale 1 to 10","1985","Male","775","0.14620769047106","0.136794639186407","0.155620741755713","7"
"7 on Scale 1 to 10","1985","Female","720","0.126634350393992","0.117917147353549","0.135351553434436","7"
"8 on Scale 1 to 10","1985","Male","1139","0.210278001948761","0.1994211669942","0.221134836903322","8"
"8 on Scale 1 to 10","1985","Female","1113","0.206987138883197","0.196367368149693","0.2176069096167","8"
"9 on Scale 1 to 10","1985","Male","610","0.114552927936801","0.106067893735589","0.123037962138012","9"
"9 on Scale 1 to 10","1985","Female","602","0.113561822019057","0.105245261599165","0.12187838243895","9"
"0 Completely dissatisfied","1986","Male","70","0.011507601238902","0.00862121520860856","0.0143939872691955","0"
"0 Completely dissatisfied","1986","Female","80","0.0112967550609752","0.00846404036980931","0.0141294697521411","0"
"1 on Scale 1 to 10","1986","Male","58","0.010671565065449","0.00789082977297949","0.0134523003579185","1"
"1 on Scale 1 to 10","1986","Female","69","0.0100529539936674","0.00737904988530548","0.0127268581020294","1"
"10 Completely satisfied","1986","Male","979","0.203205814982563","0.192316100614714","0.214095529350411","10"
"10 Completely satisfied","1986","Female","976","0.217388505689869","0.206332852703175","0.228444158676562","10"
"2 on Scale 1 to 10","1986","Male","138","0.0228014798706062","0.0187617877950549","0.0268411719461575","2"
"2 on Scale 1 to 10","1986","Female","169","0.0250297910932897","0.0208426530008747","0.0292169291857046","2"
"3 on Scale 1 to 10","1986","Male","231","0.0396844621857256","0.0344013166779238","0.0449676076935274","3"
"3 on Scale 1 to 10","1986","Female","266","0.0418894144452355","0.0365196780916917","0.0472591507987792","3"
"4 on Scale 1 to 10","1986","Male","268","0.0480708822895968","0.0422816803759136","0.0538600842032801","4"
"4 on Scale 1 to 10","1986","Female","302","0.0483530664923908","0.0426033962694758","0.0541027367153057","4"
"5 on Scale 1 to 10","1986","Male","562","0.0956970286535044","0.0877357733656281","0.103658283941381","5"
"5 on Scale 1 to 10","1986","Female","653","0.117629152289682","0.108993879567079","0.126264425012285","5"
"6 on Scale 1 to 10","1986","Female","442","0.0778803453106389","0.0706974328659355","0.0850632577553423","6"
"6 on Scale 1 to 10","1986","Male","447","0.0879481236341212","0.0802833663918214","0.095612880876421","6"
"7 on Scale 1 to 10","1986","Male","766","0.145389854384178","0.13585033669422","0.154929372074135","7"
"7 on Scale 1 to 10","1986","Female","724","0.127344525031793","0.118409319499813","0.136279730563773","7"
"8 on Scale 1 to 10","1986","Female","1110","0.213016830941548","0.202042383047616","0.223991278835481","8"
"8 on Scale 1 to 10","1986","Male","1126","0.21678385136092","0.205632445428547","0.227935257293294","8"
"9 on Scale 1 to 10","1986","Male","600","0.118239336334434","0.109500940839674","0.126977731829194","9"
"9 on Scale 1 to 10","1986","Female","556","0.11011865965091","0.101728127470408","0.118509191831413","9"
"0 Completely dissatisfied","1987","Male","52","0.00774666849529616","0.00535842954451835","0.010134907446074","0"
"0 Completely dissatisfied","1987","Female","74","0.0128886278459086","0.00984593103321716","0.0159313246586","0"
