"plh0178","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","West Germany","Male","110","0.0141934086452663","0.0111900955445597","0.0171967217459728","0"
"0 Completely dissatisfied","1984","West Germany","Female","140","0.0173798197996122","0.0141266798499511","0.0206329597492733","0"
"0 Completely dissatisfied","1984","East Germany","Male","","","","","0"
"0 Completely dissatisfied","1984","East Germany","Female","","","","","0"
"1 on Scale 1 to 10","1984","West Germany","Male","62","0.00943081257356387","0.00697679107767463","0.0118848340694531","1"
"1 on Scale 1 to 10","1984","West Germany","Female","65","0.00901569433549332","0.00666270341860449","0.0113686852523821","1"
"1 on Scale 1 to 10","1984","East Germany","Male","","","","","1"
"1 on Scale 1 to 10","1984","East Germany","Female","","","","","1"
"10 Completely satisfied","1984","West Germany","Male","1605","0.28927738622866","0.277764911027528","0.300789861429792","10"
"10 Completely satisfied","1984","West Germany","Female","1570","0.282262047396764","0.271057444422512","0.293466650371017","10"
"10 Completely satisfied","1984","East Germany","Male","","","","","10"
"10 Completely satisfied","1984","East Germany","Female","","","","","10"
"2 on Scale 1 to 10","1984","West Germany","Male","151","0.0252091508896218","0.0212290303142253","0.0291892714650183","2"
"2 on Scale 1 to 10","1984","West Germany","Female","202","0.0268486346990132","0.0228248144299719","0.0308724549680545","2"
"2 on Scale 1 to 10","1984","East Germany","Male","","","","","2"
"2 on Scale 1 to 10","1984","East Germany","Female","","","","","2"
"3 on Scale 1 to 10","1984","West Germany","Male","215","0.0323175877034422","0.0278275778896939","0.0368075975171905","3"
"3 on Scale 1 to 10","1984","West Germany","Female","292","0.0392783759369733","0.0344426373323499","0.0441141145415968","3"
"3 on Scale 1 to 10","1984","East Germany","Male","","","","","3"
"3 on Scale 1 to 10","1984","East Germany","Female","","","","","3"
"4 on Scale 1 to 10","1984","West Germany","Male","204","0.0316864286783613","0.0272390300851773","0.0361338272715453","4"
"4 on Scale 1 to 10","1984","West Germany","Female","256","0.0371586083904365","0.0324499805152287","0.0418672362656442","4"
"4 on Scale 1 to 10","1984","East Germany","Female","","","","","4"
"4 on Scale 1 to 10","1984","East Germany","Male","","","","","4"
"5 on Scale 1 to 10","1984","West Germany","Male","573","0.091407349476496","0.084090290322401","0.098724408630591","5"
"5 on Scale 1 to 10","1984","West Germany","Female","657","0.101730555115748","0.0942053854945753","0.10925572473692","5"
"5 on Scale 1 to 10","1984","East Germany","Male","","","","","5"
"5 on Scale 1 to 10","1984","East Germany","Female","","","","","5"
"6 on Scale 1 to 10","1984","West Germany","Female","438","0.0643276512408705","0.058220368621917","0.070434933859824","6"
"6 on Scale 1 to 10","1984","East Germany","Male","","","","","6"
"6 on Scale 1 to 10","1984","East Germany","Female","","","","","6"
"6 on Scale 1 to 10","1984","West Germany","Male","452","0.0682646531957609","0.0618613269692595","0.0746679794222623","6"
"7 on Scale 1 to 10","1984","West Germany","Female","733","0.114807584032431","0.106871771425912","0.122743396638949","7"
"7 on Scale 1 to 10","1984","West Germany","Male","749","0.123919329049151","0.115553615799676","0.132285042298626","7"
"7 on Scale 1 to 10","1984","East Germany","Male","","","","","7"
"7 on Scale 1 to 10","1984","East Germany","Female","","","","","7"
"8 on Scale 1 to 10","1984","West Germany","Male","1189","0.204504876793479","0.194264121383392","0.214745632203566","8"
"8 on Scale 1 to 10","1984","West Germany","Female","1164","0.189364135707519","0.179610892704794","0.199117378710244","8"
"8 on Scale 1 to 10","1984","East Germany","Male","","","","","8"
"8 on Scale 1 to 10","1984","East Germany","Female","","","","","8"
"9 on Scale 1 to 10","1984","West Germany","Female","682","0.117826893345139","0.109801129190122","0.125852657500156","9"
"9 on Scale 1 to 10","1984","West Germany","Male","649","0.109789016766198","0.101851451299179","0.117726582233217","9"
"9 on Scale 1 to 10","1984","East Germany","Male","","","","","9"
"9 on Scale 1 to 10","1984","East Germany","Female","","","","","9"
"0 Completely dissatisfied","1985","West Germany","Male","57","0.00792835436707187","0.00556552564023626","0.0102911830939075","0"
"0 Completely dissatisfied","1985","West Germany","Female","84","0.0129465786509357","0.00998344540655387","0.0159097118953176","0"
"0 Completely dissatisfied","1985","East Germany","Male","","","","","0"
"0 Completely dissatisfied","1985","East Germany","Female","","","","","0"
"1 on Scale 1 to 10","1985","West Germany","Male","45","0.00734856704618721","0.00507310857122653","0.00962402552114788","1"
"1 on Scale 1 to 10","1985","West Germany","Female","70","0.0101789365501016","0.0075478635725474","0.0128100095276559","1"
"1 on Scale 1 to 10","1985","East Germany","Male","","","","","1"
"1 on Scale 1 to 10","1985","East Germany","Female","","","","","1"
