"plh0178","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","Full Time","1-pers.-HH","4","","","","0"
"0 Completely dissatisfied","1984","Full Time","(Married) couple without C. ","27","","","","0"
"0 Completely dissatisfied","1984","Full Time","Single parent ","9","","","","0"
"0 Completely dissatisfied","1984","Full Time","Couple + C. LE 16 ","42","0.0187744433970291","0.0122294226086421","0.025319464185416","0"
"0 Completely dissatisfied","1984","Full Time","Couple + C. GT 16 ","16","","","","0"
"0 Completely dissatisfied","1984","Full Time","Couple + C. LE and GT 16","34","0.0325941333004905","0.0202815614337276","0.0449067051672534","0"
"0 Completely dissatisfied","1984","Part Time","1-pers.-HH","1","","","","0"
"0 Completely dissatisfied","1984","Part Time","(Married) couple without C. ","2","","","","0"
"0 Completely dissatisfied","1984","Part Time","Single parent ","5","","","","0"
"0 Completely dissatisfied","1984","Part Time","Couple + C. LE 16 ","18","","","","0"
"0 Completely dissatisfied","1984","Part Time","Couple + C. GT 16 ","6","","","","0"
"0 Completely dissatisfied","1984","Part Time","Couple + C. LE and GT 16","9","","","","0"
"0 Completely dissatisfied","1984","Not Working","1-pers.-HH","4","","","","0"
"0 Completely dissatisfied","1984","Not Working","(Married) couple without C. ","9","","","","0"
"0 Completely dissatisfied","1984","Not Working","Single parent ","5","","","","0"
"0 Completely dissatisfied","1984","Not Working","Couple + C. LE 16 ","17","","","","0"
"0 Completely dissatisfied","1984","Not Working","Couple + C. GT 16 ","10","","","","0"
"0 Completely dissatisfied","1984","Not Working","Couple + C. LE and GT 16","5","","","","0"
"1 on Scale 1 to 10","1984","Full Time","1-pers.-HH","9","","","","1"
"1 on Scale 1 to 10","1984","Full Time","(Married) couple without C. ","8","","","","1"
"1 on Scale 1 to 10","1984","Full Time","Single parent ","2","","","","1"
"1 on Scale 1 to 10","1984","Full Time","Couple + C. LE 16 ","24","","","","1"
"1 on Scale 1 to 10","1984","Part Time","1-pers.-HH","2","","","","1"
"1 on Scale 1 to 10","1984","Part Time","(Married) couple without C. ","2","","","","1"
"1 on Scale 1 to 10","1984","Part Time","Couple + C. GT 16 ","1","","","","1"
"1 on Scale 1 to 10","1984","Part Time","Couple + C. LE and GT 16","6","","","","1"
"1 on Scale 1 to 10","1984","Not Working","1-pers.-HH","3","","","","1"
"1 on Scale 1 to 10","1984","Not Working","Single parent ","1","","","","1"
"1 on Scale 1 to 10","1984","Not Working","Couple + C. LE 16 ","8","","","","1"
"1 on Scale 1 to 10","1984","Not Working","(Married) couple without C. ","7","","","","1"
"1 on Scale 1 to 10","1984","Full Time","Couple + C. GT 16 ","15","","","","1"
"1 on Scale 1 to 10","1984","Full Time","Couple + C. LE and GT 16","8","","","","1"
"1 on Scale 1 to 10","1984","Part Time","Single parent ","1","","","","1"
"1 on Scale 1 to 10","1984","Part Time","Couple + C. LE 16 ","5","","","","1"
"1 on Scale 1 to 10","1984","Not Working","Couple + C. GT 16 ","5","","","","1"
"1 on Scale 1 to 10","1984","Not Working","Couple + C. LE and GT 16","7","","","","1"
"10 Completely satisfied","1984","Full Time","(Married) couple without C. ","308","0.274954076912268","0.249271131991495","0.300637021833041","10"
"10 Completely satisfied","1984","Part Time","Couple + C. LE 16 ","111","0.210290146338447","0.175563447948536","0.245016844728358","10"
"10 Completely satisfied","1984","Full Time","1-pers.-HH","135","0.248578038920756","0.212125772845597","0.285030304995915","10"
"10 Completely satisfied","1984","Full Time","Single parent ","41","0.187039374644094","0.138311012495286","0.235767736792903","10"
"10 Completely satisfied","1984","Full Time","Couple + C. LE 16 ","337","0.215954728095334","0.19611229164425","0.235797164546419","10"
"10 Completely satisfied","1984","Full Time","Couple + C. GT 16 ","223","0.243836703318589","0.216588916087894","0.271084490549283","10"
"10 Completely satisfied","1984","Full Time","Couple + C. LE and GT 16","186","0.248217713165788","0.218264933566607","0.278170492764969","10"
"10 Completely satisfied","1984","Part Time","1-pers.-HH","36","0.290041784320313","0.213209743243532","0.366873825397095","10"
"10 Completely satisfied","1984","Part Time","(Married) couple without C. ","98","0.304716363617732","0.25497942678732","0.354453300448145","10"
"10 Completely satisfied","1984","Part Time","Single parent ","23","","","","10"
"10 Completely satisfied","1984","Part Time","Couple + C. GT 16 ","93","0.293987022548781","0.245632029695319","0.342342015402242","10"
"10 Completely satisfied","1984","Part Time","Couple + C. LE and GT 16","75","0.253575323625406","0.204988420194373","0.302162227056439","10"
"10 Completely satisfied","1984","Not Working","1-pers.-HH","267","0.428601583190636","0.390644930832469","0.466558235548804","10"
"10 Completely satisfied","1984","Not Working","(Married) couple without C. ","482","0.413301734962293","0.385463809135397","0.441139660789189","10"
"10 Completely satisfied","1984","Not Working","Single parent ","52","0.228706004824484","0.174189321511337","0.283222688137632","10"
"10 Completely satisfied","1984","Not Working","Couple + C. LE 16 ","194","0.224434711193489","0.196978508275262","0.251890914111716","10"
"10 Completely satisfied","1984","Not Working","Couple + C. GT 16 ","181","0.281087939204566","0.247374991279766","0.314800887129366","10"
"10 Completely satisfied","1984","Not Working","Couple + C. LE and GT 16","151","0.22933301853442","0.195722321054759","0.262943716014082","10"
"2 on Scale 1 to 10","1984","Part Time","Couple + C. LE and GT 16","11","","","","2"
"2 on Scale 1 to 10","1984","Full Time","1-pers.-HH","22","","","","2"
"2 on Scale 1 to 10","1984","Full Time","(Married) couple without C. ","19","","","","2"
"2 on Scale 1 to 10","1984","Full Time","Single parent ","13","","","","2"
"2 on Scale 1 to 10","1984","Full Time","Couple + C. LE 16 ","56","0.0289457630820208","0.0208611858380834","0.0370303403259581","2"
"2 on Scale 1 to 10","1984","Full Time","Couple + C. GT 16 ","32","0.0299215789457938","0.0191104865424208","0.0407326713491669","2"
"2 on Scale 1 to 10","1984","Full Time","Couple + C. LE and GT 16","25","","","","2"
"2 on Scale 1 to 10","1984","Part Time","1-pers.-HH","2","","","","2"
"2 on Scale 1 to 10","1984","Part Time","(Married) couple without C. ","4","","","","2"
"2 on Scale 1 to 10","1984","Part Time","Single parent ","5","","","","2"
"2 on Scale 1 to 10","1984","Part Time","Couple + C. LE 16 ","21","","","","2"
"2 on Scale 1 to 10","1984","Part Time","Couple + C. GT 16 ","11","","","","2"
"2 on Scale 1 to 10","1984","Not Working","1-pers.-HH","10","","","","2"
"2 on Scale 1 to 10","1984","Not Working","(Married) couple without C. ","13","","","","2"
"2 on Scale 1 to 10","1984","Not Working","Single parent ","8","","","","2"
"2 on Scale 1 to 10","1984","Not Working","Couple + C. LE 16 ","41","0.0443194044103629","0.030775632761259","0.0578631760594669","2"
"2 on Scale 1 to 10","1984","Not Working","Couple + C. GT 16 ","16","","","","2"
"2 on Scale 1 to 10","1984","Not Working","Couple + C. LE and GT 16","17","","","","2"
"3 on Scale 1 to 10","1984","Part Time","Couple + C. LE and GT 16","15","","","","3"
