"plh0178","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","Not Employed","Male","15","","","","0"
"0 Completely dissatisfied","1984","Not Employed","Female","43","0.0110655625740169","0.00750505979138997","0.0146260653566438","0"
"0 Completely dissatisfied","1984","Employed","Male","95","0.0165571440153992","0.0128898798114546","0.0202244082193437","0"
"0 Completely dissatisfied","1984","Employed","Female","97","0.0263528190920928","0.020505724556763","0.0321999136274226","0"
"1 on Scale 1 to 10","1984","Not Employed","Male","9","","","","1"
"1 on Scale 1 to 10","1984","Not Employed","Female","27","","","","1"
"1 on Scale 1 to 10","1984","Employed","Male","53","0.0104746494509785","0.00754875852221627","0.0134005403797407","1"
"1 on Scale 1 to 10","1984","Employed","Female","38","0.011311225791322","0.00745102045068452","0.0151714311319594","1"
"10 Completely satisfied","1984","Not Employed","Male","458","0.376779441726048","0.35051859628215","0.403040287169945","10"
"10 Completely satisfied","1984","Not Employed","Female","963","0.322973063239104","0.307057318855688","0.33888880762252","10"
"10 Completely satisfied","1984","Employed","Male","1147","0.256965181725031","0.244407292596107","0.269523070853956","10"
"10 Completely satisfied","1984","Employed","Female","607","0.224408858447048","0.209180180999893","0.239637535894203","10"
"2 on Scale 1 to 10","1984","Not Employed","Male","24","","","","2"
"2 on Scale 1 to 10","1984","Not Employed","Female","92","0.0226165424622543","0.0175561240375336","0.0276769608869751","2"
"2 on Scale 1 to 10","1984","Employed","Male","127","0.0274664664544808","0.022769379399478","0.0321635535094836","2"
"2 on Scale 1 to 10","1984","Employed","Female","110","0.0328627325238874","0.0263551203166189","0.039370344731156","2"
"3 on Scale 1 to 10","1984","Not Employed","Male","30","0.0151451501501944","0.00852653506778078","0.021763765232608","3"
"3 on Scale 1 to 10","1984","Not Employed","Female","122","0.0287154025903911","0.0230311739867985","0.0343996311939837","3"
"3 on Scale 1 to 10","1984","Employed","Male","185","0.0386589166115718","0.033118549889366","0.0441992833337776","3"
"3 on Scale 1 to 10","1984","Employed","Female","170","0.0542890967516353","0.0460180347595531","0.0625601587437175","3"
"4 on Scale 1 to 10","1984","Not Employed","Male","39","0.0292329593244081","0.0201036458118433","0.0383622728369728","4"
"4 on Scale 1 to 10","1984","Not Employed","Female","112","0.0272145388676025","0.0216765783441723","0.0327524993910327","4"
"4 on Scale 1 to 10","1984","Employed","Female","144","0.0512898237661854","0.0432377424377662","0.0593419050946046","4"
"4 on Scale 1 to 10","1984","Employed","Male","165","0.0325924302923541","0.0274892838105925","0.0376955767741157","4"
"5 on Scale 1 to 10","1984","Not Employed","Male","101","0.0708030618419792","0.0569027634387141","0.0847033602452443","5"
"5 on Scale 1 to 10","1984","Not Employed","Female","312","0.0907116715571537","0.0809365262188776","0.10048681689543","5"
"5 on Scale 1 to 10","1984","Employed","Male","472","0.0990159702330447","0.0904320417338219","0.107599898732267","5"
"5 on Scale 1 to 10","1984","Employed","Female","345","0.117389156094879","0.1056395207158","0.129138791473957","5"
"6 on Scale 1 to 10","1984","Not Employed","Female","200","0.0551880716299451","0.0474160120077797","0.0629601312521104","6"
"6 on Scale 1 to 10","1984","Employed","Male","371","0.0737290637329728","0.0662186597297488","0.0812394677361967","6"
"6 on Scale 1 to 10","1984","Employed","Female","238","0.077315630420745","0.0675660482850531","0.0870652125564369","6"
"6 on Scale 1 to 10","1984","Not Employed","Male","81","0.0534669270290453","0.0412754948303474","0.0656583592277432","6"
"7 on Scale 1 to 10","1984","Not Employed","Female","376","0.10622467249499","0.0957372754252051","0.116712069564775","7"
"7 on Scale 1 to 10","1984","Not Employed","Male","139","0.10850660458993","0.0916515031386432","0.125361706041217","7"
"7 on Scale 1 to 10","1984","Employed","Male","610","0.129610842258224","0.11995806413024","0.139263620386207","7"
"7 on Scale 1 to 10","1984","Employed","Female","357","0.127004499109107","0.11484988079079","0.139159117427424","7"
"8 on Scale 1 to 10","1984","Not Employed","Male","256","0.197136951774574","0.17557694105164","0.218696962497508","8"
"8 on Scale 1 to 10","1984","Not Employed","Female","673","0.203664522046923","0.189957391356246","0.217371652737599","8"
"8 on Scale 1 to 10","1984","Employed","Male","933","0.207225657449716","0.195577117930591","0.21887419696884","8"
