"plh0178","year","migback","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","no migration background","136","0.0150377386812892","0.0124707852950768","0.0176046920675016","0"
"0 Completely dissatisfied","1984","direct migration background","112","0.0243560649405476","0.0191714860591358","0.0295406438219594","0"
"0 Completely dissatisfied","1984","indirect migration background","2","","","","0"
"1 on Scale 1 to 10","1984","direct migration background","54","0.0178406017096584","0.0133885521778639","0.0222926512414529","1"
"1 on Scale 1 to 10","1984","no migration background","72","0.008247560240826","0.00633998662476896","0.010155133856883","1"
"1 on Scale 1 to 10","1984","indirect migration background","1","","","","1"
"10 Completely satisfied","1984","no migration background","2380","0.290191733714136","0.280619132543309","0.299764334884962","10"
"10 Completely satisfied","1984","direct migration background","765","0.243577279039217","0.229140679144576","0.258013878933858","10"
"10 Completely satisfied","1984","indirect migration background","30","0.236060738885258","0.162204442306828","0.309917035463688","10"
"2 on Scale 1 to 10","1984","indirect migration background","2","","","","2"
"2 on Scale 1 to 10","1984","direct migration background","122","0.0311456529628245","0.0253032404680306","0.0369880654576183","2"
"2 on Scale 1 to 10","1984","no migration background","229","0.0256435268728871","0.022309533477369","0.0289775202684051","2"
"3 on Scale 1 to 10","1984","direct migration background","172","0.038300049048259","0.0318452353459546","0.0447548627505633","3"
"3 on Scale 1 to 10","1984","no migration background","331","0.0358036368145865","0.0318847453458178","0.0397225282833552","3"
"3 on Scale 1 to 10","1984","indirect migration background","4","","","","3"
"4 on Scale 1 to 10","1984","no migration background","312","0.0344623725364943","0.0306149125840085","0.0383098324889801","4"
"4 on Scale 1 to 10","1984","indirect migration background","8","","","","4"
"4 on Scale 1 to 10","1984","direct migration background","140","0.0348056721631277","0.0286411893887269","0.0409701549375286","4"
"5 on Scale 1 to 10","1984","no migration background","847","0.0947540215495534","0.0885767165072825","0.100931326591824","5"
"5 on Scale 1 to 10","1984","direct migration background","371","0.115121850030265","0.104387274750182","0.125856425310347","5"
"5 on Scale 1 to 10","1984","indirect migration background","12","","","","5"
"6 on Scale 1 to 10","1984","no migration background","575","0.0642636394640202","0.0590914272974807","0.0694358516305596","6"
"6 on Scale 1 to 10","1984","direct migration background","305","0.084180597123663","0.0748421390896689","0.0935190551576571","6"
"6 on Scale 1 to 10","1984","indirect migration background","10","","","","6"
"7 on Scale 1 to 10","1984","indirect migration background","14","","","","7"
"7 on Scale 1 to 10","1984","no migration background","1058","0.118366836565587","0.111553248090558","0.125180425040616","7"
"7 on Scale 1 to 10","1984","direct migration background","410","0.128494542521055","0.117239642355742","0.139749442686369","7"
"8 on Scale 1 to 10","1984","indirect migration background","27","","","","8"
"8 on Scale 1 to 10","1984","direct migration background","619","0.171163777516702","0.158495879952438","0.183831675080966","8"
"8 on Scale 1 to 10","1984","no migration background","1707","0.199039132441426","0.190617586847292","0.20746067803556","8"
"9 on Scale 1 to 10","1984","indirect migration background","17","","","","9"
"9 on Scale 1 to 10","1984","direct migration background","326","0.111013912944681","0.100448160337548","0.121579665551814","9"
"9 on Scale 1 to 10","1984","no migration background","988","0.114189801119195","0.107481679675137","0.120897922563253","9"
"0 Completely dissatisfied","1985","no migration background","83","0.0102542095891748","0.00803802734863553","0.012470391829714","0"
"0 Completely dissatisfied","1985","direct migration background","55","0.0138962121968487","0.00965252645603005","0.0181398979376674","0"
"0 Completely dissatisfied","1985","indirect migration background","3","","","","0"
"1 on Scale 1 to 10","1985","indirect migration background","2","","","","1"
"1 on Scale 1 to 10","1985","direct migration background","39","0.0105532984712769","0.00684884626137407","0.0142577506811797","1"
"1 on Scale 1 to 10","1985","no migration background","74","0.0086988288716924","0.00665602935241715","0.0107416283909677","1"
"10 Completely satisfied","1985","no migration background","1748","0.236499105570869","0.227151248355297","0.245846962786441","10"
"10 Completely satisfied","1985","direct migration background","548","0.225705515998717","0.21055044928548","0.240860582711953","10"
"10 Completely satisfied","1985","indirect migration background","42","0.320644857935619","0.243879639128953","0.397410076742285","10"
"2 on Scale 1 to 10","1985","direct migration background","129","0.0352045021224393","0.0285233644526889","0.0418856397921898","2"
"2 on Scale 1 to 10","1985","indirect migration background","3","","","","2"
"2 on Scale 1 to 10","1985","no migration background","217","0.0257062395464186","0.022224816664004","0.0291876624288332","2"
"3 on Scale 1 to 10","1985","direct migration background","154","0.0499659369273899","0.0420675157297697","0.05786435812501","3"
"3 on Scale 1 to 10","1985","no migration background","318","0.0371821551105577","0.0330198693974445","0.0413444408236708","3"
"3 on Scale 1 to 10","1985","indirect migration background","3","","","","3"
"4 on Scale 1 to 10","1985","no migration background","334","0.0396846687010909","0.0353901860319185","0.0439791513702633","4"
"4 on Scale 1 to 10","1985","indirect migration background","5","","","","4"
"4 on Scale 1 to 10","1985","direct migration background","160","0.0500224444181268","0.0421197932733321","0.0579250955629215","4"
"5 on Scale 1 to 10","1985","no migration background","849","0.101956051895537","0.0952995226590962","0.108612581131978","5"
"5 on Scale 1 to 10","1985","direct migration background","348","0.120037891818276","0.10825573364316","0.131820049993391","5"
"5 on Scale 1 to 10","1985","indirect migration background","17","","","","5"
"6 on Scale 1 to 10","1985","no migration background","630","0.0765646908872532","0.0707153080199168","0.0824140737545896","6"
"6 on Scale 1 to 10","1985","direct migration background","276","0.0813651981694558","0.0714540384757375","0.0912763578631741","6"
"6 on Scale 1 to 10","1985","indirect migration background","7","","","","6"
"7 on Scale 1 to 10","1985","no migration background","1118","0.13731836491769","0.129746861339916","0.144889868495464","7"
"7 on Scale 1 to 10","1985","indirect migration background","19","","","","7"
"7 on Scale 1 to 10","1985","direct migration background","358","0.120927484945623","0.10910772804455","0.132747241846696","7"
"8 on Scale 1 to 10","1985","indirect migration background","23","","","","8"
"8 on Scale 1 to 10","1985","direct migration background","558","0.188517646439135","0.17433852807317","0.2026967648051","8"
"8 on Scale 1 to 10","1985","no migration background","1671","0.210959591863575","0.201984440028315","0.219934743698835","8"
"9 on Scale 1 to 10","1985","indirect migration background","18","","","","9"
"9 on Scale 1 to 10","1985","no migration background","896","0.115176093046142","0.10815342501873","0.122198761073553","9"
"9 on Scale 1 to 10","1985","direct migration background","298","0.103803868492712","0.092746749452457","0.114860987532967","9"
"0 Completely dissatisfied","1986","no migration background","88","0.0105025603261704","0.00820975213596027","0.0127953685163806","0"
"0 Completely dissatisfied","1986","direct migration background","60","0.0198216776428632","0.0146979927542628","0.0249453625314636","0"
"0 Completely dissatisfied","1986","indirect migration background","2","","","","0"
"1 on Scale 1 to 10","1986","no migration background","78","0.00982980345288845","0.00761089115670674","0.0120487157490702","1"
"1 on Scale 1 to 10","1986","direct migration background","49","0.015582082792991","0.0110294547440422","0.0201347108419398","1"
"1 on Scale 1 to 10","1986","indirect migration background","","","","","1"
"10 Completely satisfied","1986","direct migration background","450","0.187802650927952","0.173446391288809","0.202158910567096","10"
"10 Completely satisfied","1986","no migration background","1472","0.212817856921839","0.203612207233245","0.222023506610433","10"
"10 Completely satisfied","1986","indirect migration background","33","0.273868844493774","0.203664968215507","0.344072720772041","10"
"2 on Scale 1 to 10","1986","no migration background","189","0.0232833128388715","0.0198915967994656","0.0266750288782774","2"
"2 on Scale 1 to 10","1986","direct migration background","110","0.0303704213336613","0.0240624748913898","0.0366783677759327","2"
"2 on Scale 1 to 10","1986","indirect migration background","8","","","","2"
"3 on Scale 1 to 10","1986","direct migration background","160","0.0473820764747572","0.0395725252102745","0.0551916277392398","3"
"3 on Scale 1 to 10","1986","no migration background","333","0.0402242339366396","0.035805055116003","0.0446434127572762","3"
"3 on Scale 1 to 10","1986","indirect migration background","4","","","","3"
"4 on Scale 1 to 10","1986","no migration background","397","0.0485180316815561","0.043685611797597","0.0533504515655152","4"
"4 on Scale 1 to 10","1986","indirect migration background","9","","","","4"
"4 on Scale 1 to 10","1986","direct migration background","164","0.0456027091732653","0.0379340474259278","0.0532713709206028","4"
"5 on Scale 1 to 10","1986","no migration background","822","0.104703461777272","0.0978173071945471","0.111589616359997","5"
"5 on Scale 1 to 10","1986","direct migration background","375","0.126052571710401","0.113852056497024","0.138253086923779","5"
"5 on Scale 1 to 10","1986","indirect migration background","18","","","","5"
"6 on Scale 1 to 10","1986","no migration background","633","0.0809116702615178","0.0747783307799931","0.0870450097430424","6"
"6 on Scale 1 to 10","1986","direct migration background","242","0.0967166019151551","0.0858517905631302","0.10758141326718","6"
"6 on Scale 1 to 10","1986","indirect migration background","14","","","","6"
"7 on Scale 1 to 10","1986","no migration background","1049","0.13356761383354","0.125916393352182","0.141218834314897","7"
"7 on Scale 1 to 10","1986","indirect migration background","20","","","","7"
"7 on Scale 1 to 10","1986","direct migration background","421","0.157179444674157","0.143800400253262","0.170558489095053","7"
"8 on Scale 1 to 10","1986","indirect migration background","29","","","","8"
"8 on Scale 1 to 10","1986","direct migration background","528","0.177446696917019","0.163403187613588","0.191490206220449","8"
"8 on Scale 1 to 10","1986","no migration background","1679","0.219473626987592","0.210164740041012","0.228782513934172","8"
"9 on Scale 1 to 10","1986","indirect migration background","18","","","","9"
"9 on Scale 1 to 10","1986","no migration background","854","0.116167827982114","0.108961058474807","0.123374597489421","9"
"9 on Scale 1 to 10","1986","direct migration background","284","0.0960430664377769","0.0852121167080566","0.106874016167497","9"
"0 Completely dissatisfied","1987","no migration background","82","0.010280605233229","0.0079925343205895","0.0125686761458685","0"
"0 Completely dissatisfied","1987","direct migration background","42","0.0118538048388858","0.00785504306145477","0.0158525666163167","0"
"0 Completely dissatisfied","1987","indirect migration background","2","","","","0"
"1 on Scale 1 to 10","1987","no migration background","66","0.00848094825503906","0.00640088358922011","0.010561012920858","1"
"1 on Scale 1 to 10","1987","indirect migration background","3","","","","1"
"1 on Scale 1 to 10","1987","direct migration background","37","0.0141293896289363","0.00976867461443388","0.0184901046434388","1"
"10 Completely satisfied","1987","no migration background","1450","0.211846456961882","0.202577729403822","0.221115184519942","10"
"10 Completely satisfied","1987","direct migration background","414","0.16279538454955","0.149155116797652","0.176435652301448","10"
"10 Completely satisfied","1987","indirect migration background","29","","","","10"
"2 on Scale 1 to 10","1987","no migration background","201","0.0245526929923844","0.0210423013495287","0.0280630846352401","2"
"2 on Scale 1 to 10","1987","indirect migration background","2","","","","2"
"2 on Scale 1 to 10","1987","direct migration background","85","0.0256324570317628","0.0197934020068637","0.0314715120566618","2"
"3 on Scale 1 to 10","1987","direct migration background","158","0.047155573989346","0.0393237384141371","0.054987409564555","3"
"3 on Scale 1 to 10","1987","no migration background","311","0.039360003614867","0.0349492581592196","0.0437707490705145","3"
"3 on Scale 1 to 10","1987","indirect migration background","7","","","","3"
"4 on Scale 1 to 10","1987","no migration background","322","0.0408164095987785","0.036328207875833","0.0453046113217241","4"
"4 on Scale 1 to 10","1987","direct migration background","142","0.0473597298366459","0.0395117998365857","0.0552076598367061","4"
"4 on Scale 1 to 10","1987","indirect migration background","2","","","","4"
"5 on Scale 1 to 10","1987","direct migration background","351","0.112392712323415","0.100722854898727","0.124062569748104","5"
"5 on Scale 1 to 10","1987","no migration background","793","0.10226017091515","0.0953873883849248","0.109132953445376","5"
"5 on Scale 1 to 10","1987","indirect migration background","19","","","","5"
"6 on Scale 1 to 10","1987","direct migration background","301","0.104073192899275","0.0927910460180392","0.11535533978051","6"
"6 on Scale 1 to 10","1987","no migration background","648","0.0818259023502871","0.0756084564036262","0.088043348296948","6"
"6 on Scale 1 to 10","1987","indirect migration background","23","","","","6"
"7 on Scale 1 to 10","1987","no migration background","1023","0.134073411969719","0.126344542611704","0.141802281327734","7"
"7 on Scale 1 to 10","1987","direct migration background","458","0.166560578699943","0.152794534036216","0.180326623363669","7"
"7 on Scale 1 to 10","1987","indirect migration background","21","","","","7"
"8 on Scale 1 to 10","1987","direct migration background","557","0.201742860254558","0.186915749309744","0.216569971199373","8"
"8 on Scale 1 to 10","1987","indirect migration background","50","0.195826857148525","0.137199182854521","0.25445453144253","8"
"8 on Scale 1 to 10","1987","no migration background","1677","0.225726241376427","0.216243314677583","0.235209168075271","8"
"9 on Scale 1 to 10","1987","indirect migration background","18","","","","9"
"9 on Scale 1 to 10","1987","no migration background","893","0.120777156732236","0.113385428679374","0.128168884785098","9"
"9 on Scale 1 to 10","1987","direct migration background","269","0.106304315947682","0.0949160834914822","0.117692548403882","9"
"0 Completely dissatisfied","1988","no migration background","61","0.00831333275951618","0.0061980538888624","0.01042861163017","0"
"0 Completely dissatisfied","1988","direct migration background","54","0.0157258749881754","0.0110164798872799","0.0204352700890709","0"
"0 Completely dissatisfied","1988","indirect migration background","3","","","","0"
"1 on Scale 1 to 10","1988","no migration background","72","0.0100575151655593","0.00773294242091847","0.0123820879102001","1"
"1 on Scale 1 to 10","1988","direct migration background","49","0.0173203643001128","0.0123819880735064","0.0222587405267192","1"
"1 on Scale 1 to 10","1988","indirect migration background","1","","","","1"
"10 Completely satisfied","1988","no migration background","1200","0.186021853291241","0.176956574434722","0.19508713214776","10"
"10 Completely satisfied","1988","direct migration background","357","0.146135695183664","0.132764437195653","0.159506953171674","10"
"10 Completely satisfied","1988","indirect migration background","39","0.215505952126316","0.161049355617652","0.269962548634981","10"
"2 on Scale 1 to 10","1988","no migration background","194","0.0260207644617771","0.0223120133739604","0.0297295155495939","2"
"2 on Scale 1 to 10","1988","direct migration background","82","0.0240329166217979","0.018235686913737","0.0298301463298588","2"
"2 on Scale 1 to 10","1988","indirect migration background","6","","","","2"
"3 on Scale 1 to 10","1988","direct migration background","136","0.0439979658052969","0.0362346832866753","0.0517612483239185","3"
"3 on Scale 1 to 10","1988","no migration background","307","0.0402987672760363","0.0357172775297914","0.0448802570222811","3"
"3 on Scale 1 to 10","1988","indirect migration background","15","","","","3"
"4 on Scale 1 to 10","1988","no migration background","357","0.0467435219567642","0.0418258629590446","0.0516611809544837","4"
"4 on Scale 1 to 10","1988","indirect migration background","7","","","","4"
"4 on Scale 1 to 10","1988","direct migration background","172","0.0604170473088551","0.0513982838476488","0.0694358107700614","4"
"5 on Scale 1 to 10","1988","direct migration background","333","0.127314470542127","0.114697140728829","0.139931800355424","5"
"5 on Scale 1 to 10","1988","indirect migration background","26","","","","5"
"5 on Scale 1 to 10","1988","no migration background","908","0.1260285759462","0.118296859063381","0.133760292829019","5"
"6 on Scale 1 to 10","1988","no migration background","616","0.0846276662403531","0.0781435933956354","0.0911117390850708","6"
"6 on Scale 1 to 10","1988","direct migration background","288","0.107441211755551","0.0957191623320348","0.119163261179068","6"
"6 on Scale 1 to 10","1988","indirect migration background","19","","","","6"
"7 on Scale 1 to 10","1988","direct migration background","422","0.144811061341729","0.131490222021128","0.15813190066233","7"
"7 on Scale 1 to 10","1988","no migration background","997","0.136780777303449","0.128775693237662","0.144785861369235","7"
"7 on Scale 1 to 10","1988","indirect migration background","43","0.181975046321448","0.13087571361023","0.233074379032666","7"
"8 on Scale 1 to 10","1988","no migration background","1577","0.220795712981334","0.211132672545261","0.230458753417407","8"
"8 on Scale 1 to 10","1988","indirect migration background","40","0.195669691934187","0.1431278817566","0.248211502111774","8"
"8 on Scale 1 to 10","1988","direct migration background","548","0.204571118529158","0.189301699200988","0.219840537857329","8"
"9 on Scale 1 to 10","1988","indirect migration background","20","","","","9"
"9 on Scale 1 to 10","1988","direct migration background","240","0.108232273623533","0.0964723649151691","0.119992182331897","9"
"9 on Scale 1 to 10","1988","no migration background","789","0.11431151261777","0.106898780643388","0.121724244592152","9"
"0 Completely dissatisfied","1989","no migration background","69","0.00894856842545462","0.00671158278797271","0.0111855540629365","0"
"0 Completely dissatisfied","1989","direct migration background","32","0.0082243648898149","0.00474211655842312","0.0117066132212067","0"
"0 Completely dissatisfied","1989","indirect migration background","","","","","0"
