"year","age_gr","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","16-34 y.","Rural Area","5.13","5","1872","2","4","7","8","10","5.03","5.23","0","10","5","5"
"2004","16-34 y.","Urban Area","5.05","5","3733","2","4","7","8","10","4.98","5.12","0","10","5","5"
"2004","35-65 y.","Rural Area","4.35","5","3995","1","3","6","7","10","4.28","4.42","0","10","5","5"
"2004","35-65 y.","Urban Area","4.35","5","8219","1","3","6","7","9","4.3","4.4","0","10","5","5"
"2004","66 and older","Rural Area","3.12","3","1276","0","1","5","6","9","2.99","3.25","0","10","3","3"
"2004","66 and older","Urban Area","3.19","3","2501","0","1","5","6","9","3.1","3.28","0","10","3","3"
"2005","16-34 y.","Rural Area","","","","","","","","","","","","","",""
"2005","16-34 y.","Urban Area","","","","","","","","","","","","","",""
"2005","35-65 y.","Rural Area","","","","","","","","","","","","","",""
"2005","35-65 y.","Urban Area","","","","","","","","","","","","","",""
"2005","66 and older","Rural Area","","","","","","","","","","","","","",""
"2005","66 and older","Urban Area","","","","","","","","","","","","","",""
"2006","16-34 y.","Rural Area","5.31","5","1724","2","4","7","8","10","5.21","5.41","0","10","5","5"
"2006","16-34 y.","Urban Area","5.46","5","3386","3","4","7","8","10","5.39","5.53","0","10","5","6"
"2006","35-65 y.","Rural Area","4.72","5","4129","2","3","6","8","10","4.65","4.79","0","10","5","5"
"2006","35-65 y.","Urban Area","4.75","5","8239","2","3","6","8","10","4.7","4.8","0","10","5","5"
"2006","66 and older","Rural Area","3.75","4","1528","0","2","5","7","9","3.63","3.87","0","10","4","4"
"2006","66 and older","Urban Area","3.86","4","2928","0","2","5","7","10","3.77","3.95","0","10","4","4"
"2007","16-34 y.","Rural Area","","","","","","","","","","","","","",""
"2007","16-34 y.","Urban Area","","","","","","","","","","","","","",""
"2007","35-65 y.","Rural Area","","","","","","","","","","","","","",""
"2007","35-65 y.","Urban Area","","","","","","","","","","","","","",""
"2007","66 and older","Rural Area","","","","","","","","","","","","","",""
"2007","66 and older","Urban Area","","","","","","","","","","","","","",""
"2008","16-34 y.","Rural Area","4.97","5","1466","2","3","7","8","10","4.86","5.08","0","10","5","5"
"2008","16-34 y.","Urban Area","5.05","5","2903","2","3","7","8","10","4.97","5.13","0","10","5","5"
"2008","35-65 y.","Rural Area","4.46","5","3614","2","3","6","8","10","4.39","4.53","0","10","4","5"
"2008","35-65 y.","Urban Area","4.42","5","7061","2","3","6","7","10","4.37","4.47","0","10","4","5"
"2008","66 and older","Rural Area","3.75","4","1477","1","2","5","7","10","3.63","3.87","0","10","3","4"
