"year","e11102","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","Employed","4.74","5","13446","2","3","6","8","10","4.7","4.78","0","10","5","5"
"2004","Not Employed","3.59","4","8150","0","2","5","7","9","3.54","3.64","0","10","4","4"
"2005","Employed","","","","","","","","","","","","","",""
"2005","Not Employed","","","","","","","","","","","","","",""
"2006","Employed","5.05","5","13401","2","4","7","8","10","5.01","5.09","0","10","5","5"
"2006","Not Employed","4.17","5","8533","1","2","6","7","10","4.12","4.22","0","10","5","5"
"2007","Employed","","","","","","","","","","","","","",""
"2007","Not Employed","","","","","","","","","","","","","",""
"2008","Employed","4.71","5","11913","2","3","6","8","10","4.67","4.75","0","10","5","5"
"2008","Not Employed","3.96","4","7476","1","2","5","7","10","3.91","4.01","0","10","4","4"
"2009","Employed","4.13","4","11221","1","3","6","7","9","4.09","4.17","0","10","4","4"
"2009","Not Employed","3.14","3","6828","0","1","5","6","9","3.09","3.19","0","10","3","3"
"2010","Employed","4.59","5","15577","2","3","6","8","10","4.55","4.63","0","10","5","5"
"2010","Not Employed","3.76","4","8410","0","2","5","7","10","3.71","3.81","0","10","4","4"
"2011","Employed","4.88","5","12684","2","3","7","8","10","4.84","4.92","0","10","5","5"
"2011","Not Employed","3.95","4","8118","1","2","5","7","9","3.9","4","0","10","4","4"
"2012","Employed","5.12","5","17871","2","3","7","8","10","5.09","5.15","0","10","5","5"
"2012","Not Employed","4.32","5","9793","1","3","6","7","10","4.27","4.37","0","10","5","5"
"2013","Employed","4.75","5","11584","2","3","7","8","10","4.71","4.79","0","10","5","5"
"2013","Not Employed","4.21","4","12297","1","2","6","8","10","4.16","4.26","0","10","5","5"
"2014","Employed","5.05","5","17701","2","3","7","8","10","5.02","5.08","0","10","5","5"
"2014","Not Employed","4.23","5","9325","1","2","6","8","10","4.18","4.28","0","10","5","5"
"2015","Employed","5.13","5","16639","2","3","7","8","10","5.09","5.17","0","10","5","5"
"2015","Not Employed","4.37","5","10253","1","2","6","8","10","4.32","4.42","0","10","5","5"
"2016","Employed","5.15","5","16151","2","3","7","8","10","5.11","5.19","0","10","5","5"
"2016","Not Employed","4.38","5","12374","1","2","6","8","10","4.33","4.43","0","10","5","5"
"2017","Employed","5","5","18299","2","3","7","8","10","4.97","5.03","0","10","5","5"
"2017","Not Employed","4.27","4","13742","1","2","6","8","10","4.22","4.32","0","10","5","5"
"2018","Employed","4.66","5","17979","2","3","7","8","10","4.62","4.7","0","10","5","5"
"2018","Not Employed","3.98","4","11966","1","2","6","7","10","3.93","4.03","0","10","4","4"
"2019","Employed","5.24","5","18600","2","3","7","8","10","5.21","5.27","0","10","5","5"
"2019","Not Employed","4.53","5","11018","1","3","6","8","10","4.48","4.58","0","10","5","5"
