"year","sampreg","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","East Germany","Female","4.11","4","2727","1","2","5","7","9","4.03","4.19","0","10","4","5"
"2004","East Germany","Male","4.91","5","2501","2","3","7","8","10","4.82","5","0","10","5","5"
"2004","West Germany","Female","3.72","4","8489","0","2","5","7","9","3.67","3.77","0","10","4","4"
"2004","West Germany","Male","4.72","5","7879","1","3","7","8","10","4.67","4.77","0","10","5","5"
"2005","East Germany","Female","","","","","","","","","","","","","",""
"2005","East Germany","Male","","","","","","","","","","","","","",""
"2005","West Germany","Female","","","","","","","","","","","","","",""
"2005","West Germany","Male","","","","","","","","","","","","","",""
"2006","East Germany","Female","4.49","5","2747","1","3","6","7","10","4.41","4.57","0","10","5","5"
"2006","East Germany","Male","5.19","5","2528","2","4","7","8","10","5.11","5.27","0","10","5","5"
"2006","West Germany","Female","4.23","5","8731","1","2","6","7","10","4.18","4.28","0","10","5","5"
"2006","West Germany","Male","5.12","5","7928","2","4","7","8","10","5.07","5.17","0","10","5","5"
"2007","East Germany","Female","","","","","","","","","","","","","",""
"2007","East Germany","Male","","","","","","","","","","","","","",""
"2007","West Germany","Female","","","","","","","","","","","","","",""
"2007","West Germany","Male","","","","","","","","","","","","","",""
"2008","East Germany","Female","4.1","4","2478","1","2","5","7","9","4.01","4.19","0","10","4","4"
"2008","East Germany","Male","4.91","5","2308","2","3","7","8","10","4.82","5","0","10","5","5"
"2008","West Germany","Female","3.97","4","7676","1","2","5","7","10","3.92","4.02","0","10","4","4"
"2008","West Germany","Male","4.85","5","6927","2","3","7","8","10","4.8","4.9","0","10","5","5"
"2009","East Germany","Female","3.5","3","2359","1","2","5","6","8","3.42","3.58","0","10","3","4"
"2009","East Germany","Male","4.23","4","2187","1","3","6","7","8","4.14","4.32","0","10","4","5"
"2009","West Germany","Female","3.3","3","7079","0","2","5","6","8","3.25","3.35","0","10","3","3"
"2009","West Germany","Male","4.19","4","6424","1","3","6","7","9","4.14","4.24","0","10","4","4"
"2010","East Germany","Female","4","4","2964","1","2","5","7","9","3.92","4.08","0","10","4","5"
"2010","East Germany","Male","4.87","5","2508","2","3","6","8","10","4.78","4.96","0","10","5","5"
"2010","West Germany","Female","3.74","4","10103","1","2","5","7","9","3.7","3.78","0","10","4","4"
"2010","West Germany","Male","4.77","5","8412","2","3","7","8","10","4.72","4.82","0","10","5","5"
"2011","East Germany","Female","4.24","4","2573","1","3","6","7","9","4.16","4.32","0","10","4","5"
"2011","East Germany","Male","5.09","5","2340","2","4","7","8","9","5","5.18","0","10","5","5"
"2011","West Germany","Female","4.02","4","8402","1","2","6","7","9","3.97","4.07","0","10","4","4"
"2011","West Germany","Male","4.98","5","7487","2","3","7","8","10","4.93","5.03","0","10","5","5"
"2012","East Germany","Female","4.48","5","3367","2","3","6","7","9","4.41","4.55","0","10","5","5"
"2012","East Germany","Male","5.39","5","2829","3","4","7","8","10","5.31","5.47","0","10","5","5"
"2012","West Germany","Female","4.35","5","11724","1","3","6","7","10","4.31","4.39","0","10","5","5"
"2012","West Germany","Male","5.26","5","9744","2","4","7","8","10","5.22","5.3","0","10","5","5"
"2013","East Germany","Female","4.2","4","2564","1","3","6","7","9","4.11","4.29","0","10","4","4"
"2013","East Germany","Male","5.1","5","2285","2","3","7","8","10","5.01","5.19","0","10","5","5"
"2013","West Germany","Female","4.03","4","10095","1","2","6","7","10","3.98","4.08","0","10","4","4"
"2013","West Germany","Male","4.95","5","8937","2","3","7","8","10","4.9","5","0","10","5","5"
"2014","East Germany","Female","4.53","5","3045","1","3","6","8","10","4.45","4.61","0","10","5","5"
"2014","East Germany","Male","5.29","5","2545","2","4","7","8","10","5.2","5.38","0","10","5","5"
"2014","West Germany","Female","4.26","5","11578","1","2","6","7","10","4.22","4.3","0","10","5","5"
"2014","West Germany","Male","5.18","5","9858","2","3","7","8","10","5.13","5.23","0","10","5","5"
"2015","East Germany","Female","4.46","5","2946","2","3","6","8","10","4.38","4.54","0","10","5","5"
"2015","East Germany","Male","5.44","5","2490","2","4","7","8","10","5.35","5.53","0","10","5","6"
"2015","West Germany","Female","4.39","5","11577","1","3","6","8","10","4.35","4.43","0","10","5","5"
"2015","West Germany","Male","5.25","5","9879","2","4","7","8","10","5.2","5.3","0","10","5","5"
"2016","East Germany","Female","4.64","5","3030","2","3","6","8","10","4.55","4.73","0","10","5","5"
"2016","East Germany","Male","5.39","5","2757","2","4","7","8","10","5.3","5.48","0","10","5","6"
