"year","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","Female","3.79","4","11216","0","2","5","7","9","3.75","3.83","0","10","4","4"
"2004","Male","4.76","5","10380","1","3","7","8","10","4.72","4.8","0","10","5","5"
"2005","Female","","","","","","","","","","","","","",""
"2005","Male","","","","","","","","","","","","","",""
"2006","Female","4.28","5","11478","1","3","6","7","10","4.24","4.32","0","10","5","5"
"2006","Male","5.14","5","10456","2","4","7","8","10","5.1","5.18","0","10","5","5"
"2007","Female","","","","","","","","","","","","","",""
"2007","Male","","","","","","","","","","","","","",""
"2008","Female","3.99","4","10154","1","2","5","7","10","3.95","4.03","0","10","4","4"
"2008","Male","4.86","5","9235","2","3","7","8","10","4.81","4.91","0","10","5","5"
"2009","Female","3.33","3","9438","0","2","5","6","8","3.29","3.37","0","10","3","3"
"2009","Male","4.2","4","8611","1","3","6","7","9","4.15","4.25","0","10","4","4"
"2010","Female","3.79","4","13067","1","2","5","7","9","3.75","3.83","0","10","4","4"
"2010","Male","4.79","5","10920","2","3","7","8","10","4.75","4.83","0","10","5","5"
"2011","Female","4.06","4","10975","1","2","6","7","9","4.02","4.1","0","10","4","4"
"2011","Male","5","5","9827","2","3","7","8","10","4.96","5.04","0","10","5","5"
"2012","Female","4.37","5","15091","1","3","6","7","9","4.33","4.41","0","10","5","5"
"2012","Male","5.29","5","12573","2","4","7","8","10","5.25","5.33","0","10","5","5"
"2013","Female","4.06","4","12659","1","2","6","7","10","4.02","4.1","0","10","4","4"
"2013","Male","4.98","5","11222","2","3","7","8","10","4.93","5.03","0","10","5","5"
"2014","Female","4.31","5","14623","1","2","6","7","10","4.27","4.35","0","10","5","5"
"2014","Male","5.2","5","12403","2","3","7","8","10","5.16","5.24","0","10","5","5"
"2015","Female","4.4","5","14523","1","3","6","8","10","4.36","4.44","0","10","5","5"
"2015","Male","5.29","5","12369","2","4","7","8","10","5.25","5.33","0","10","5","5"
"2016","Female","4.47","5","14768","1","3","6","8","10","4.43","4.51","0","10","5","5"
"2016","Male","5.28","5","13778","2","4","7","8","10","5.24","5.32","0","10","5","5"
"2017","Female","4.28","4","16498","1","2","6","7","10","4.24","4.32","0","10","4","5"
"2017","Male","5.2","5","15543","2","3","7","8","10","5.16","5.24","0","10","5","5"
"2018","Female","3.98","4","15547","1","2","6","7","10","3.94","4.02","0","10","4","4"
"2018","Male","4.88","5","14398","2","3","7","8","10","4.84","4.92","0","10","5","5"
"2019","Female","4.59","5","14982","1","3","6","8","10","4.55","4.63","0","10","5","5"
"2019","Male","5.39","5","14627","2","4","7","8","10","5.35","5.43","0","10","5","6"
