"year","education","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","college entrance qualification","(Married) couple without C.","5","5","1731","2","3","7","8","10","4.9","5.1","0","10","5","5"
"2004","college entrance qualification","1-pers.-HH","4.77","5","772","2","3","7","7","9","4.61","4.93","0","10","5","5"
"2004","college entrance qualification","Couple + C. GT 16 ","5.2","5","1004","2","4","7","8","9","5.07","5.33","0","10","5","5"
"2004","college entrance qualification","Couple + C. LE 16","4.87","5","1226","2","3","6","8","10","4.75","4.99","0","10","5","5"
"2004","college entrance qualification","Couple + C. LE and GT 16","4.94","5","336","2","3","6","8","10","4.71","5.17","0","10","5","5"
"2004","college entrance qualification","Single parent","4.92","5","182","2","3","7","8","10","4.6","5.24","0","10","5","5"
"2004","lower secondary degree","(Married) couple without C.","3.71","4","3180","0","2","5","7","9","3.63","3.79","0","10","4","4"
"2004","lower secondary degree","1-pers.-HH","3.36","3","1238","0","1","5","7","9","3.22","3.5","0","10","3","4"
"2004","lower secondary degree","Couple + C. GT 16 ","4.02","4","1064","1","2","6","7","9","3.88","4.16","0","10","4","5"
"2004","lower secondary degree","Couple + C. LE 16","4.52","5","1036","1","3","6","7","9","4.38","4.66","0","10","5","5"
"2004","lower secondary degree","Couple + C. LE and GT 16","4.47","5","425","1","3","6","7","10","4.24","4.7","0","10","5","5"
"2004","lower secondary degree","Single parent","4.03","5","366","0","1","6","8","10","3.75","4.31","0","10","4","5"
"2004","no degree/no degree yet","(Married) couple without C.","2.52","2","83","0","0","4","6","10","1.99","3.05","0","10","2","3"
"2004","no degree/no degree yet","1-pers.-HH","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","Couple + C. GT 16 ","4.76","5","329","0","3","7","8","10","4.49","5.03","0","10","5","5"
"2004","no degree/no degree yet","Couple + C. LE 16","3.66","3","40","0","2","6","7","8","2.81","4.51","0","8","3","5"
"2004","no degree/no degree yet","Couple + C. LE and GT 16","5.04","5","292","2","3","7","8","10","4.75","5.33","0","10","5","6"
"2004","no degree/no degree yet","Single parent","5.17","5","93","2","4","7","8","9","4.7","5.64","0","9","5","6"
"2004","Other degree","(Married) couple without C.","3.03","3","360","0","1","5","7","9","2.77","3.29","0","10","2","3"
"2004","Other degree","1-pers.-HH","3.05","3","97","1","1","5","6","8","2.58","3.52","0","10","2","4"
"2004","Other degree","Couple + C. GT 16 ","3.3","3","207","0","1","5","7","8","2.95","3.65","0","10","3","4"
"2004","Other degree","Couple + C. LE 16","3.99","4","250","1","2","5","7","10","3.66","4.32","0","10","4","5"
"2004","Other degree","Couple + C. LE and GT 16","3.86","4","139","0","2","5","8","10","3.42","4.3","0","10","3","5"
"2004","Other degree","Single parent","3.58","4","59","0","2","5","6","10","2.96","4.2","0","10","3","5"
"2004","secondary school degree","(Married) couple without C.","4.5","5","1855","2","3","6","7","9","4.4","4.6","0","10","5","5"
"2004","secondary school degree","1-pers.-HH","4.49","5","741","1","3","6","7","9","4.32","4.66","0","10","5","5"
"2004","secondary school degree","Couple + C. GT 16 ","4.57","5","1189","1","3","6","8","10","4.44","4.7","0","10","5","5"
"2004","secondary school degree","Couple + C. LE 16","4.65","5","1483","2","3","6","7","9","4.54","4.76","0","10","5","5"
"2004","secondary school degree","Couple + C. LE and GT 16","4.82","5","518","2","3","6","8","10","4.62","5.02","0","10","5","5"
"2004","secondary school degree","Single parent","4.94","5","355","2","3","7","8","9","4.71","5.17","0","10","5","5"
"2005","college entrance qualification","(Married) couple without C.","","","","","","","","","","","","","",""
"2005","college entrance qualification","1-pers.-HH","","","","","","","","","","","","","",""
"2005","college entrance qualification","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2005","college entrance qualification","Couple + C. LE 16","","","","","","","","","","","","","",""
"2005","college entrance qualification","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2005","college entrance qualification","Single parent","","","","","","","","","","","","","",""
"2005","lower secondary degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2005","lower secondary degree","1-pers.-HH","","","","","","","","","","","","","",""
"2005","lower secondary degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2005","lower secondary degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2005","lower secondary degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2005","lower secondary degree","Single parent","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","(Married) couple without C.","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","1-pers.-HH","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","Couple + C. LE 16","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","Single parent","","","","","","","","","","","","","",""
"2005","Other degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2005","Other degree","1-pers.-HH","","","","","","","","","","","","","",""
"2005","Other degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2005","Other degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2005","Other degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2005","Other degree","Single parent","","","","","","","","","","","","","",""
"2005","secondary school degree","(Married) couple without C.","","","","","","","","","","","","","",""
"2005","secondary school degree","1-pers.-HH","","","","","","","","","","","","","",""
"2005","secondary school degree","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2005","secondary school degree","Couple + C. LE 16","","","","","","","","","","","","","",""
"2005","secondary school degree","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2005","secondary school degree","Single parent","","","","","","","","","","","","","",""
"2006","college entrance qualification","(Married) couple without C.","5.17","5","1887","2","4","7","8","9","5.08","5.26","0","10","5","5"
"2006","college entrance qualification","1-pers.-HH","5.07","5","880","2","4","7","8","10","4.93","5.21","0","10","5","5"
"2006","college entrance qualification","Couple + C. GT 16 ","5.37","5","926","3","4","7","8","10","5.24","5.5","0","10","5","6"
"2006","college entrance qualification","Couple + C. LE 16","5.04","5","1276","2","3","7","8","10","4.92","5.16","0","10","5","5"
"2006","college entrance qualification","Couple + C. LE and GT 16","5.21","5","310","2","3","7","8","10","4.97","5.45","0","10","5","5"
"2006","college entrance qualification","Single parent","5.47","5","229","3","4","7","8","10","5.21","5.73","0","10","5","6"
"2006","lower secondary degree","(Married) couple without C.","4.17","5","3324","1","2","6","7","9","4.09","4.25","0","10","4","5"
"2006","lower secondary degree","1-pers.-HH","3.89","4","1369","0","2","5","7","10","3.76","4.02","0","10","4","4"
"2006","lower secondary degree","Couple + C. GT 16 ","4.67","5","1017","2","3","6","8","10","4.53","4.81","0","10","5","5"
"2006","lower secondary degree","Couple + C. LE 16","4.81","5","936","2","3","6","8","10","4.66","4.96","0","10","5","5"
"2006","lower secondary degree","Couple + C. LE and GT 16","4.7","5","363","1","3","6","8","10","4.46","4.94","0","10","5","5"
"2006","lower secondary degree","Single parent","4.57","5","354","1","3","6","8","10","4.31","4.83","0","10","4","5"
"2006","no degree/no degree yet","(Married) couple without C.","3.54","3","107","0","2","6","7","8","3.08","4","0","9","2","4"
"2006","no degree/no degree yet","1-pers.-HH","3.76","3","39","0","2","6","7","10","2.92","4.6","0","10","2","5"
"2006","no degree/no degree yet","Couple + C. GT 16 ","5.65","6","211","2","4","7","8","10","5.34","5.96","0","10","6","7"
"2006","no degree/no degree yet","Couple + C. LE 16","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","Couple + C. LE and GT 16","5.01","5","162","1","3","7","8","10","4.65","5.37","0","10","5","6"
"2006","no degree/no degree yet","Single parent","5.64","6","75","2","4","8","8","10","5.08","6.2","0","10","5","7"
"2006","Other degree","(Married) couple without C.","3.92","4","410","0","2","6","7","10","3.67","4.17","0","10","4","5"
"2006","Other degree","1-pers.-HH","3.78","4","110","0","1","6","8","10","3.27","4.29","0","10","3","5"
"2006","Other degree","Couple + C. GT 16 ","4.73","5","200","1","3","7","8","10","4.36","5.1","0","10","4","5"
"2006","Other degree","Couple + C. LE 16","4.81","5","240","2","3","6","8","10","4.49","5.13","0","10","5","5"
