"year","pgcasmin","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","(0) in school","Female","5.13","5","326","2","4","7","8","10","4.9","5.36","0","10","5","5"
"2004","(0) in school","Male","5.62","6","307","2","4","7","8","10","5.37","5.87","0","10","6","6"
"2004","(1a) inadequately completed","Female","2.17","2","151","0","0","3","5","8","1.78","2.56","0","9","1","2"
"2004","(1a) inadequately completed","Male","3.95","4","110","0","2","6","7","10","3.43","4.47","0","10","3","5"
"2004","(1b) general elementary school","Female","2.74","2","1390","0","1","5","6","9","2.61","2.87","0","10","2","3"
"2004","(1b) general elementary school","Male","4.12","4","615","0","2","6","8","10","3.91","4.33","0","10","4","5"
"2004","(1c) basic vocational qualification","Female","3.52","4","2784","0","2","5","7","9","3.43","3.61","0","10","3","4"
"2004","(1c) basic vocational qualification","Male","4.24","5","3284","0","2","6","7","9","4.16","4.32","0","10","5","5"
"2004","(2a) intermediate vocational","Female","4.1","4","2862","1","3","6","7","9","4.02","4.18","0","10","4","5"
"2004","(2a) intermediate vocational","Male","5.15","5","2144","2","4","7","8","10","5.06","5.24","0","10","5","5"
"2004","(2b) intermediate general qualification","Female","4.53","5","365","1","3","7","8","9","4.29","4.77","0","10","5","5"
"2004","(2b) intermediate general qualification","Male","5.58","6","244","2","4","8","8","10","5.3","5.86","0","10","5","6"
"2004","(2c_gen) general maturity certificate","Female","4.75","5","449","2","3","7","8","9","4.55","4.95","0","10","5","5"
"2004","(2c_gen) general maturity certificate","Male","5.77","6","398","3","5","7","8","10","5.57","5.97","0","10","6","6"
"2004","(2c_voc) vocational maturity certificate","Female","4.17","5","860","1","3","6","7","9","4.02","4.32","0","9","4","5"
"2004","(2c_voc) vocational maturity certificate","Male","5.22","5","700","2","4","7","8","10","5.06","5.38","0","10","5","6"
"2004","(3a) lower tertiary education","Female","4.44","5","785","2","3","6","7","10","4.29","4.59","0","10","4","5"
"2004","(3a) lower tertiary education","Male","5.01","5","918","2","3","7","8","9","4.87","5.15","0","10","5","5"
"2004","(3b) higher tertiary education","Female","4.38","5","1092","2","3","6","7","9","4.26","4.5","0","10","4","5"
"2004","(3b) higher tertiary education","Male","5.07","5","1501","2","3","7","8","10","4.96","5.18","0","10","5","5"
"2005","(0) in school","Female","","","","","","","","","","","","","",""
"2005","(0) in school","Male","","","","","","","","","","","","","",""
"2005","(1a) inadequately completed","Female","","","","","","","","","","","","","",""
"2005","(1a) inadequately completed","Male","","","","","","","","","","","","","",""
"2005","(1b) general elementary school","Female","","","","","","","","","","","","","",""
"2005","(1b) general elementary school","Male","","","","","","","","","","","","","",""
"2005","(1c) basic vocational qualification","Female","","","","","","","","","","","","","",""
"2005","(1c) basic vocational qualification","Male","","","","","","","","","","","","","",""
"2005","(2a) intermediate vocational","Female","","","","","","","","","","","","","",""
"2005","(2a) intermediate vocational","Male","","","","","","","","","","","","","",""
"2005","(2b) intermediate general qualification","Female","","","","","","","","","","","","","",""
