"year","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","(0) in school","5.39","5","633","2","4","7","8","10","5.22","5.56","0","10","5","6"
"2004","(1a) inadequately completed","2.98","3","261","0","0","5","7","10","2.65","3.31","0","10","2","3"
"2004","(1b) general elementary school","3.15","3","2005","0","1","5","7","10","3.04","3.26","0","10","3","3"
"2004","(1c) basic vocational qualification","3.91","4","6068","0","2","5","7","9","3.85","3.97","0","10","4","4"
"2004","(2a) intermediate vocational","4.57","5","5006","2","3","6","7","9","4.51","4.63","0","10","5","5"
"2004","(2b) intermediate general qualification","4.95","5","609","1","3","7","8","9","4.76","5.14","0","10","5","5"
"2004","(2c_gen) general maturity certificate","5.26","5","847","2","4","7","8","10","5.11","5.41","0","10","5","6"
"2004","(2c_voc) vocational maturity certificate","4.67","5","1560","1","3","6","7","9","4.56","4.78","0","10","5","5"
"2004","(3a) lower tertiary education","4.77","5","1703","2","3","6","8","9","4.67","4.87","0","10","5","5"
"2004","(3b) higher tertiary education","4.78","5","2593","2","3","6","8","9","4.7","4.86","0","10","5","5"
"2005","(0) in school","","","","","","","","","","","","","",""
"2005","(1a) inadequately completed","","","","","","","","","","","","","",""
"2005","(1b) general elementary school","","","","","","","","","","","","","",""
"2005","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2005","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2005","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2005","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2005","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2005","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2005","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2006","(0) in school","5.66","6","404","2","4","7","8","10","5.46","5.86","0","10","6","6"
"2006","(1a) inadequately completed","3.77","3","238","0","2","6","7","10","3.44","4.1","0","10","3","4"
"2006","(1b) general elementary school","3.78","4","1939","0","2","5","7","10","3.67","3.89","0","10","4","4"
