"year","pgisced97","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","general elemantary","Female","3.02","3","1740","0","1","5","7","9","2.9","3.14","0","10","3","3"
"2004","general elemantary","Male","4.46","5","839","0","3","6","8","10","4.29","4.63","0","10","5","5"
"2004","higher education","Female","4.41","5","1877","2","3","6","7","9","4.31","4.51","0","10","5","5"
"2004","higher education","Male","5.05","5","2419","2","3","7","8","9","4.97","5.13","0","10","5","5"
"2004","higher vocational","Female","4.04","4","704","1","2","5","7","9","3.88","4.2","0","10","4","5"
"2004","higher vocational","Male","5.09","5","938","2","4","7","8","9","4.95","5.23","0","10","5","5"
"2004","in school","Female","5.13","5","325","2","4","7","8","10","4.9","5.36","0","10","5","5"
"2004","in school","Male","5.62","6","306","2","4","7","8","10","5.37","5.87","0","10","6","6"
"2004","inadequately","Female","2.18","2","144","0","0","4","5","8","1.78","2.58","0","9","1","2"
"2004","inadequately","Male","3.91","4","100","0","1","6","7","10","3.34","4.48","0","10","2","5"
"2004","middle vocational","Female","3.83","4","5630","0","2","5","7","9","3.77","3.89","0","10","4","4"
"2004","middle vocational","Male","4.57","5","5158","1","3","6","8","10","4.51","4.63","0","10","5","5"
"2004","vocational + Abi","Female","4.12","5","672","1","3","5","7","9","3.96","4.28","0","9","4","5"
"2004","vocational + Abi","Male","5.18","5","485","2","3","7","8","10","4.98","5.38","0","10","5","6"
"2005","general elemantary","Female","","","","","","","","","","","","","",""
"2005","general elemantary","Male","","","","","","","","","","","","","",""
"2005","higher education","Female","","","","","","","","","","","","","",""
"2005","higher education","Male","","","","","","","","","","","","","",""
"2005","higher vocational","Female","","","","","","","","","","","","","",""
"2005","higher vocational","Male","","","","","","","","","","","","","",""
"2005","in school","Female","","","","","","","","","","","","","",""
"2005","in school","Male","","","","","","","","","","","","","",""
"2005","inadequately","Female","","","","","","","","","","","","","",""
"2005","inadequately","Male","","","","","","","","","","","","","",""
"2005","middle vocational","Female","","","","","","","","","","","","","",""
"2005","middle vocational","Male","","","","","","","","","","","","","",""
"2005","vocational + Abi","Female","","","","","","","","","","","","","",""
"2005","vocational + Abi","Male","","","","","","","","","","","","","",""
"2006","general elemantary","Female","3.62","4","1707","0","2","5","7","9","3.5","3.74","0","10","3","4"
"2006","general elemantary","Male","5.03","5","768","1","3","7","8","10","4.85","5.21","0","10","5","5"
"2006","higher education","Female","4.79","5","2024","2","3","6","7","10","4.7","4.88","0","10","5","5"
"2006","higher education","Male","5.4","6","2549","3","4","7","8","9","5.32","5.48","0","10","5","6"
