"year","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","Rural Area","4.26","5","7143","1","2","6","7","10","4.21","4.31","0","10","5","5"
"2004","Urban Area","4.26","5","14453","1","2","6","7","9","4.22","4.3","0","10","5","5"
"2005","Rural Area","","","","","","","","","","","","","",""
"2005","Urban Area","","","","","","","","","","","","","",""
"2006","Rural Area","4.64","5","7381","1","3","6","8","10","4.59","4.69","0","10","5","5"
"2006","Urban Area","4.72","5","14553","1","3","6","8","10","4.68","4.76","0","10","5","5"
"2007","Rural Area","","","","","","","","","","","","","",""
"2007","Urban Area","","","","","","","","","","","","","",""
"2008","Rural Area","4.42","5","6557","1","3","6","8","10","4.36","4.48","0","10","5","5"
"2008","Urban Area","4.42","5","12832","1","3","6","8","10","4.38","4.46","0","10","5","5"
"2009","Rural Area","3.71","4","6230","1","2","5","7","8","3.66","3.76","0","10","4","4"
"2009","Urban Area","3.77","4","11819","1","2","5","7","9","3.73","3.81","0","10","4","4"
"2010","Rural Area","4.28","5","8223","1","3","6","7","10","4.23","4.33","0","10","5","5"
"2010","Urban Area","4.27","4","15764","1","2","6","7","10","4.23","4.31","0","10","5","5"
"2011","Rural Area","4.5","5","7242","1","3","6","7","10","4.45","4.55","0","10","5","5"
"2011","Urban Area","4.53","5","13560","1","3","6","8","10","4.49","4.57","0","10","5","5"
"2012","Rural Area","4.83","5","9961","2","3","7","8","10","4.79","4.87","0","10","5","5"
"2012","Urban Area","4.81","5","17703","2","3","7","8","10","4.78","4.84","0","10","5","5"
"2013","Rural Area","4.53","5","7777","1","3","6","8","10","4.48","4.58","0","10","5","5"
"2013","Urban Area","4.5","5","16104","1","3","6","8","10","4.46","4.54","0","10","5","5"
"2014","Rural Area","4.78","5","9261","2","3","7","8","10","4.73","4.83","0","10","5","5"
"2014","Urban Area","4.73","5","17765","1","3","7","8","10","4.69","4.77","0","10","5","5"
"2015","Rural Area","4.85","5","9172","2","3","7","8","10","4.8","4.9","0","10","5","5"
"2015","Urban Area","4.83","5","17720","2","3","7","8","10","4.79","4.87","0","10","5","5"
"2016","Rural Area","4.93","5","9704","2","3","7","8","10","4.88","4.98","0","10","5","5"
"2016","Urban Area","4.84","5","18842","1","3","7","8","10","4.8","4.88","0","10","5","5"
"2017","Rural Area","4.7","5","10948","2","3","7","8","10","4.65","4.75","0","10","5","5"
"2017","Urban Area","4.75","5","21093","2","3","7","8","10","4.71","4.79","0","10","5","5"
"2018","Rural Area","4.38","5","10182","1","2","6","8","10","4.33","4.43","0","10","4","5"
"2018","Urban Area","4.44","5","19763","1","3","6","8","10","4.4","4.48","0","10","4","5"
"2019","Rural Area","4.94","5","9901","2","3","7","8","10","4.89","4.99","0","10","5","5"
"2019","Urban Area","4.99","5","18066","2","3","7","8","10","4.95","5.03","0","10","5","5"
