"year","bula_h","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","Baden-W?rttemberg","4.32","5","2608","1","3","6","8","10","4.23","4.41","0","10","5","5"
"2004","Bavaria","4.16","5","3032","0","2","6","7","9","4.08","4.24","0","10","5","5"
"2004","Berlin","4.34","5","806","1","3","6","8","10","4.17","4.51","0","10","5","5"
"2004","Brandenburg","4.51","5","913","1","3","6","8","10","4.36","4.66","0","10","5","5"
"2004","Bremen","4.44","5","168","0","2","7","8","10","4.02","4.86","0","10","4","5"
"2004","Hamburg","4.48","5","296","2","3","6","7","9","4.24","4.72","0","9","5","5"
"2004","Hesse","4.29","5","1439","0","2","6","7","10","4.16","4.42","0","10","5","5"
"2004","Lower Saxony","4.29","5","1883","0","2","6","7","9","4.18","4.4","0","10","5","5"
"2004","Mecklenburg-Western Pomerania","4.5","5","511","1","3","6","8","10","4.3","4.7","0","10","5","5"
"2004","North Rhine-Westphalia","4.15","4","4541","1","2","6","7","9","4.08","4.22","0","10","4","5"
"2004","Rhineland-Palatinate,Saarland","3.83","4","1298","0","2","6","7","9","3.69","3.97","0","10","4","5"
"2004","Saxony","4.6","5","1571","2","3","6","8","9","4.49","4.71","0","10","5","5"
"2004","Saxony-Anhalt","4.26","5","921","1","3","6","7","9","4.12","4.4","0","10","5","5"
"2004","Schleswig-Holstein","4.42","5","666","2","3","6","7","10","4.25","4.59","0","10","4","5"
"2004","Thuringia","4.42","5","943","1","3","6","8","9","4.28","4.56","0","10","5","5"
"2005","Baden-W?rttemberg","","","","","","","","","","","","","",""
"2005","Bavaria","","","","","","","","","","","","","",""
"2005","Berlin","","","","","","","","","","","","","",""
"2005","Brandenburg","","","","","","","","","","","","","",""
"2005","Bremen","","","","","","","","","","","","","",""
"2005","Hamburg","","","","","","","","","","","","","",""
"2005","Hesse","","","","","","","","","","","","","",""
"2005","Lower Saxony","","","","","","","","","","","","","",""
"2005","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"2005","North Rhine-Westphalia","","","","","","","","","","","","","",""
"2005","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"2005","Saxony","","","","","","","","","","","","","",""
"2005","Saxony-Anhalt","","","","","","","","","","","","","",""
"2005","Schleswig-Holstein","","","","","","","","","","","","","",""
"2005","Thuringia","","","","","","","","","","","","","",""
"2006","Baden-W?rttemberg","4.65","5","2709","1","3","6","8","9","4.56","4.74","0","10","5","5"
"2006","Bavaria","4.55","5","3129","1","3","6","8","10","4.47","4.63","0","10","5","5"
"2006","Berlin","4.53","5","784","1","3","6","8","9","4.36","4.7","0","10","5","5"
"2006","Brandenburg","4.75","5","939","2","3","6","8","10","4.61","4.89","0","10","5","5"
"2006","Bremen","5.15","5","145","2","4","7","8","10","4.79","5.51","0","10","5","6"
"2006","Hamburg","4.84","5","306","1","3","7","8","10","4.59","5.09","0","10","5","5"
"2006","Hesse","4.66","5","1473","1","3","6","8","10","4.54","4.78","0","10","5","5"
"2006","Lower Saxony","4.79","5","1964","2","3","6","8","10","4.69","4.89","0","10","5","5"
"2006","Mecklenburg-Western Pomerania","4.81","5","550","1","3","7","8","10","4.62","5","0","10","5","5"
"2006","North Rhine-Westphalia","4.71","5","4535","1","3","7","8","10","4.64","4.78","0","10","5","5"
"2006","Rhineland-Palatinate,Saarland","4.49","5","1286","1","2","6","8","10","4.36","4.62","0","10","5","5"
"2006","Saxony","4.97","5","1573","2","4","6","8","10","4.87","5.07","0","10","5","5"
"2006","Saxony-Anhalt","4.91","5","915","2","3","6","8","9","4.77","5.05","0","10","5","5"
"2006","Schleswig-Holstein","4.75","5","674","2","3","7","8","9","4.58","4.92","0","10","5","5"
"2006","Thuringia","4.72","5","952","2","3","6","8","10","4.58","4.86","0","10","5","5"
"2007","Baden-W?rttemberg","","","","","","","","","","","","","",""
"2007","Bavaria","","","","","","","","","","","","","",""
"2007","Berlin","","","","","","","","","","","","","",""
"2007","Brandenburg","","","","","","","","","","","","","",""
"2007","Bremen","","","","","","","","","","","","","",""
"2007","Hamburg","","","","","","","","","","","","","",""
"2007","Hesse","","","","","","","","","","","","","",""
"2007","Lower Saxony","","","","","","","","","","","","","",""
"2007","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"2007","North Rhine-Westphalia","","","","","","","","","","","","","",""
"2007","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"2007","Saxony","","","","","","","","","","","","","",""
"2007","Saxony-Anhalt","","","","","","","","","","","","","",""
"2007","Schleswig-Holstein","","","","","","","","","","","","","",""
"2007","Thuringia","","","","","","","","","","","","","",""
"2008","Baden-W?rttemberg","4.43","5","2372","1","3","6","8","10","4.34","4.52","0","10","4","5"
"2008","Bavaria","4.41","5","2763","1","3","6","8","10","4.32","4.5","0","10","4","5"
"2008","Berlin","4.4","5","722","2","3","6","7","9","4.24","4.56","0","10","4","5"
"2008","Brandenburg","4.37","4","825","1","3","6","7","9","4.21","4.53","0","10","4","5"
"2008","Bremen","4.33","5","138","1","2","5","8","10","3.93","4.73","0","10","4","5"
"2008","Hamburg","4.64","5","282","1","3","6","8","10","4.37","4.91","0","10","4","5"
"2008","Hesse","4.54","5","1319","1","3","6","8","10","4.41","4.67","0","10","5","5"
"2008","Lower Saxony","4.6","5","1751","2","3","6","8","10","4.49","4.71","0","10","5","5"
"2008","Mecklenburg-Western Pomerania","4.56","5","494","1","3","7","8","9","4.35","4.77","0","10","5","5"
"2008","North Rhine-Westphalia","4.32","4","3941","1","3","6","8","10","4.25","4.39","0","10","4","5"
"2008","Rhineland-Palatinate,Saarland","4.02","4","1096","1","2","6","8","10","3.87","4.17","0","10","4","4"
"2008","Saxony","4.66","5","1433","2","3","6","8","10","4.55","4.77","0","10","5","5"
"2008","Saxony-Anhalt","4.46","4","818","2","3","6","7","9","4.31","4.61","0","10","4","5"
"2008","Schleswig-Holstein","4.32","5","554","2","3","6","7","10","4.13","4.51","0","10","4","5"
"2008","Thuringia","4.42","4","881","2","3","6","7","10","4.27","4.57","0","10","4","5"
"2009","Baden-W?rttemberg","4","4","2109","1","2","5","7","8","3.91","4.09","0","10","4","4"
"2009","Bavaria","3.61","3","2619","1","2","5","6","9","3.53","3.69","0","10","3","4"
"2009","Berlin","3.9","4","684","1","2","5","7","9","3.73","4.07","0","10","4","4"
"2009","Brandenburg","3.89","4","792","1","2","5","7","8","3.74","4.04","0","10","4","4"
"2009","Bremen","4.08","4","119","0","2","5","8","10","3.66","4.5","0","10","3","5"
"2009","Hamburg","3.87","4","269","1","2","6","7","8","3.62","4.12","0","8","4","5"
"2009","Hesse","3.85","4","1220","1","2","5","7","9","3.72","3.98","0","10","4","4"
"2009","Lower Saxony","3.72","4","1638","0","2","5","7","8","3.61","3.83","0","10","3","4"
"2009","Mecklenburg-Western Pomerania","3.61","4","474","0","2","5","6","8","3.42","3.8","0","10","3","4"
"2009","North Rhine-Westphalia","3.64","4","3632","0","2","5","7","9","3.57","3.71","0","10","3","4"
"2009","Rhineland-Palatinate,Saarland","3.58","3.57","1023","0","2","5","7","9","3.44","3.72","0","10","3","4"
"2009","Saxony","4.12","4","1364","1","2","6","7","8","4.01","4.23","0","10","4","4"
"2009","Saxony-Anhalt","3.49","3","771","0","2","5","6","8","3.34","3.64","0","9","3","4"
"2009","Schleswig-Holstein","3.63","3","511","0","2","5","7","9","3.44","3.82","0","10","3","3"
"2009","Thuringia","3.78","4","824","1","2","5","6","8","3.64","3.92","0","10","4","4"
"2010","Baden-W?rttemberg","4.33","4","2895","1","3","6","7","10","4.25","4.41","0","10","4","5"
"2010","Bavaria","4.1","4","3589","1","2","6","7","10","4.02","4.18","0","10","4","5"
"2010","Berlin","4.09","4","921","0","2","6","7","9","3.93","4.25","0","10","4","5"
"2010","Brandenburg","4.13","4","959","1","3","6","7","9","3.98","4.28","0","10","4","5"
"2010","Bremen","4.27","4","172","1","2","6","8","10","3.88","4.66","0","10","4","5"
"2010","Hamburg","4.27","4","389","1","2","6","7","10","4.03","4.51","0","10","4","5"
"2010","Hesse","4.35","5","1679","1","2","6","8","10","4.24","4.46","0","10","5","5"
"2010","Lower Saxony","4.42","5","2196","1","3","6","8","10","4.32","4.52","0","10","5","5"
"2010","Mecklenburg-Western Pomerania","4.23","4","595","1","3","6","7","9","4.05","4.41","0","10","4","5"
"2010","North Rhine-Westphalia","4.28","4","4980","1","2","6","7","9","4.21","4.35","0","10","5","5"
"2010","Rhineland-Palatinate,Saarland","4.08","4","1339","1","2","6","7","10","3.95","4.21","0","10","4","5"
"2010","Saxony","4.64","5","1680","2","3","6","8","10","4.54","4.74","0","10","5","5"
"2010","Saxony-Anhalt","4.46","5","907","2","3","6","8","9","4.31","4.61","0","10","4","5"
"2010","Schleswig-Holstein","4.16","4","733","1","2","6","7","10","3.99","4.33","0","10","4","5"
"2010","Thuringia","4.38","5","953","1","3","6","7","9","4.24","4.52","0","10","5","5"
"2011","Baden-W?rttemberg","4.56","5","2489","2","3","6","8","9","4.47","4.65","0","10","5","5"
"2011","Bavaria","4.33","5","3191","1","2","6","7","10","4.25","4.41","0","10","4","5"
"2011","Berlin","4.54","5","780","1","3","6","7","10","4.38","4.7","0","10","5","5"
"2011","Brandenburg","4.43","5","885","1","3","6","7","10","4.28","4.58","0","10","4","5"
"2011","Bremen","4.91","5","127","2","3","7","8","9","4.49","5.33","0","10","5","6"
"2011","Hamburg","4.61","5","314","1","3","6","8","10","4.37","4.85","0","10","5","5"
"2011","Hesse","4.6","5","1415","1","3","7","8","10","4.48","4.72","0","10","5","5"
"2011","Lower Saxony","4.58","5","1912","1","3","6","7","9","4.48","4.68","0","10","5","5"
"2011","Mecklenburg-Western Pomerania","4.73","5","515","2","3","7","8","9","4.54","4.92","0","10","5","5"
"2011","North Rhine-Westphalia","4.44","5","4149","1","3","6","7","9","4.37","4.51","0","10","5","5"
"2011","Rhineland-Palatinate,Saarland","4.44","5","1210","1","3","6","8","10","4.31","4.57","0","10","5","5"
"2011","Saxony","4.83","5","1403","2","3","6","8","9","4.72","4.94","0","10","5","5"
"2011","Saxony-Anhalt","4.69","5","870","2","3","6","8","10","4.55","4.83","0","10","5","5"
"2011","Schleswig-Holstein","4.59","5","653","2","3","6","7","10","4.42","4.76","0","10","4","5"
"2011","Thuringia","4.54","5","889","2","3","6","7","9","4.41","4.67","0","10","5","5"
"2012","Baden-W?rttemberg","4.89","5","3342","2","3","7","8","10","4.81","4.97","0","10","5","5"
"2012","Bavaria","4.66","5","4359","2","3","7","8","10","4.59","4.73","0","10","5","5"
