"year","hgtyp1hh","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","(Married) couple without C.","Rural Area","3.99","4","2318","0","2","6","7","10","3.9","4.08","0","10","4","5"
"2004","(Married) couple without C.","Urban Area","4.11","4","4937","0","2","6","7","9","4.04","4.18","0","10","4","5"
"2004","1-pers.-HH","Rural Area","4.01","4","861","0","2","6","7","10","3.85","4.17","0","10","4","5"
"2004","1-pers.-HH","Urban Area","4.01","4","2046","0","2","6","7","9","3.9","4.12","0","10","4","5"
"2004","Couple + C. GT 16 ","Rural Area","4.5","5","1479","1","3","6","7","10","4.38","4.62","0","10","5","5"
"2004","Couple + C. GT 16 ","Urban Area","4.44","5","2423","1","3","6","7","9","4.35","4.53","0","10","5","5"
"2004","Couple + C. LE 16","Rural Area","4.63","5","1254","2","3","6","7","9","4.51","4.75","0","10","5","5"
"2004","Couple + C. LE 16","Urban Area","4.59","5","2800","2","3","6","7","10","4.51","4.67","0","10","5","5"
"2004","Couple + C. LE and GT 16","Rural Area","4.79","5","640","1","3","7","8","10","4.61","4.97","0","10","5","5"
"2004","Couple + C. LE and GT 16","Urban Area","4.59","5","1145","1","3","6","8","10","4.45","4.73","0","10","5","5"
"2004","Single parent","Rural Area","4.28","5","373","0","2","6","7","10","4.03","4.53","0","10","5","5"
"2004","Single parent","Urban Area","4.63","5","717","1","3","7","8","10","4.45","4.81","0","10","5","5"
"2005","(Married) couple without C.","Rural Area","","","","","","","","","","","","","",""
"2005","(Married) couple without C.","Urban Area","","","","","","","","","","","","","",""
"2005","1-pers.-HH","Rural Area","","","","","","","","","","","","","",""
"2005","1-pers.-HH","Urban Area","","","","","","","","","","","","","",""
"2005","Couple + C. GT 16 ","Rural Area","","","","","","","","","","","","","",""
"2005","Couple + C. GT 16 ","Urban Area","","","","","","","","","","","","","",""
"2005","Couple + C. LE 16","Rural Area","","","","","","","","","","","","","",""
"2005","Couple + C. LE 16","Urban Area","","","","","","","","","","","","","",""
"2005","Couple + C. LE and GT 16","Rural Area","","","","","","","","","","","","","",""
"2005","Couple + C. LE and GT 16","Urban Area","","","","","","","","","","","","","",""
"2005","Single parent","Rural Area","","","","","","","","","","","","","",""
"2005","Single parent","Urban Area","","","","","","","","","","","","","",""
"2006","(Married) couple without C.","Rural Area","4.43","5","2540","1","3","6","7","10","4.34","4.52","0","10","5","5"
"2006","(Married) couple without C.","Urban Area","4.56","5","5307","1","3","6","8","10","4.5","4.62","0","10","5","5"
"2006","1-pers.-HH","Rural Area","4.36","5","1044","1","3","6","8","10","4.21","4.51","0","10","5","5"
"2006","1-pers.-HH","Urban Area","4.5","5","2289","1","3","6","8","10","4.4","4.6","0","10","5","5"
"2006","Couple + C. GT 16 ","Rural Area","4.93","5","1441","2","4","6","8","10","4.82","5.04","0","10","5","5"
"2006","Couple + C. GT 16 ","Urban Area","5.01","5","2212","2","3","7","8","10","4.92","5.1","0","10","5","5"
"2006","Couple + C. LE 16","Rural Area","4.85","5","1216","2","3","7","8","10","4.73","4.97","0","10","5","5"
"2006","Couple + C. LE 16","Urban Area","4.94","5","2689","2","3","7","8","10","4.85","5.03","0","10","5","5"
"2006","Couple + C. LE and GT 16","Rural Area","5.15","5","507","1","3","7","8","10","4.95","5.35","0","10","5","5"
"2006","Couple + C. LE and GT 16","Urban Area","5.11","5","977","2","4","7","8","10","4.97","5.25","0","10","5","5"
"2006","Single parent","Rural Area","5.06","5","427","2","4","7","8","9","4.85","5.27","0","10","5","5"
"2006","Single parent","Urban Area","4.97","5","737","2","3","7","8","10","4.8","5.14","0","10","5","5"
"2007","(Married) couple without C.","Rural Area","","","","","","","","","","","","","",""
"2007","(Married) couple without C.","Urban Area","","","","","","","","","","","","","",""
"2007","1-pers.-HH","Rural Area","","","","","","","","","","","","","",""
"2007","1-pers.-HH","Urban Area","","","","","","","","","","","","","",""
"2007","Couple + C. GT 16 ","Rural Area","","","","","","","","","","","","","",""
"2007","Couple + C. GT 16 ","Urban Area","","","","","","","","","","","","","",""
