"year","education","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","college entrance qualification","general elemantary","","","","","","","","","","","","","",""
"2004","college entrance qualification","higher education","4.87","5","3259","2","3","7","8","9","4.8","4.94","0","10","5","5"
"2004","college entrance qualification","higher vocational","4.93","5","366","2","4","7","7","8","4.72","5.14","0","10","5","5"
"2004","college entrance qualification","in school","","","","","","","","","","","","","",""
"2004","college entrance qualification","inadequately","","","","","","","","","","","","","",""
"2004","college entrance qualification","middle vocational","5.4","5","773","3","4","7","8","10","5.25","5.55","0","10","5","6"
"2004","college entrance qualification","vocational + Abi","4.78","5","970","2","3","6","8","10","4.64","4.92","0","10","5","5"
"2004","lower secondary degree","general elemantary","3.26","3","1620","0","1","5","7","10","3.14","3.38","0","10","3","3"
"2004","lower secondary degree","higher education","4.86","5","189","2","4","6","7","10","4.56","5.16","0","10","5","5"
"2004","lower secondary degree","higher vocational","4.23","5","479","1","2","6","7","9","4.02","4.44","0","10","4","5"
"2004","lower secondary degree","in school","","","","","","","","","","","","","",""
"2004","lower secondary degree","inadequately","","","","","","","","","","","","","",""
"2004","lower secondary degree","middle vocational","3.92","4","5234","0","2","5","7","9","3.85","3.99","0","10","4","4"
"2004","lower secondary degree","vocational + Abi","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","general elemantary","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","higher education","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","higher vocational","","","","","","","","","","","","","",""
"2004","no degree/no degree yet","in school","5.39","5","631","2","4","7","8","10","5.22","5.56","0","10","5","6"
"2004","no degree/no degree yet","inadequately","2.73","2","209","0","0","5","7","8","2.38","3.08","0","10","1","2"
"2004","no degree/no degree yet","middle vocational","3.91","3","49","0","2","6","7","10","3.11","4.71","0","10","3","5"
"2004","no degree/no degree yet","vocational + Abi","","","","","","","","","","","","","",""
"2004","Other degree","general elemantary","2.4","2","353","0","0","4","6","10","2.15","2.65","0","10","2","2"
"2004","Other degree","higher education","4.19","4","190","1","3","6","7","9","3.85","4.53","0","10","4","5"
"2004","Other degree","higher vocational","4.19","5","58","0","3","6","8","9","3.5","4.88","0","9","3","5"
"2004","Other degree","in school","","","","","","","","","","","","","",""
"2004","Other degree","inadequately","4.57","4.37","35","0","3","6","8","10","3.56","5.58","0","10","4","6"
"2004","Other degree","middle vocational","3.57","3","423","0","1","5","7","10","3.32","3.82","0","10","3","4"
"2004","Other degree","vocational + Abi","3.84","4.66","121","0","2","5","7","8","3.41","4.27","0","10","3","5"
"2004","secondary school degree","general elemantary","4.94","5","606","1","3","7","8","9","4.75","5.13","0","10","5","5"
"2004","secondary school degree","higher education","4.57","5","645","2","3","6","7","9","4.4","4.74","0","10","5","5"
"2004","secondary school degree","higher vocational","4.94","5","730","2","3","7","8","10","4.78","5.1","0","10","5","5"
"2004","secondary school degree","in school","","","","","","","","","","","","","",""
"2004","secondary school degree","inadequately","","","","","","","","","","","","","",""
"2004","secondary school degree","middle vocational","4.5","5","4261","1","3","6","7","9","4.43","4.57","0","10","5","5"
"2004","secondary school degree","vocational + Abi","3.41","3","39","0","1","6","7","8","2.6","4.22","0","8","2","5"
"2005","college entrance qualification","general elemantary","","","","","","","","","","","","","",""
"2005","college entrance qualification","higher education","","","","","","","","","","","","","",""
"2005","college entrance qualification","higher vocational","","","","","","","","","","","","","",""
"2005","college entrance qualification","in school","","","","","","","","","","","","","",""
"2005","college entrance qualification","inadequately","","","","","","","","","","","","","",""
"2005","college entrance qualification","middle vocational","","","","","","","","","","","","","",""
"2005","college entrance qualification","vocational + Abi","","","","","","","","","","","","","",""
"2005","lower secondary degree","general elemantary","","","","","","","","","","","","","",""
"2005","lower secondary degree","higher education","","","","","","","","","","","","","",""
"2005","lower secondary degree","higher vocational","","","","","","","","","","","","","",""
"2005","lower secondary degree","in school","","","","","","","","","","","","","",""
"2005","lower secondary degree","inadequately","","","","","","","","","","","","","",""
"2005","lower secondary degree","middle vocational","","","","","","","","","","","","","",""
"2005","lower secondary degree","vocational + Abi","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","general elemantary","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","higher education","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","higher vocational","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","in school","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","inadequately","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","middle vocational","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","vocational + Abi","","","","","","","","","","","","","",""
"2005","Other degree","general elemantary","","","","","","","","","","","","","",""
"2005","Other degree","higher education","","","","","","","","","","","","","",""
"2005","Other degree","higher vocational","","","","","","","","","","","","","",""
"2005","Other degree","in school","","","","","","","","","","","","","",""
"2005","Other degree","inadequately","","","","","","","","","","","","","",""
"2005","Other degree","middle vocational","","","","","","","","","","","","","",""
"2005","Other degree","vocational + Abi","","","","","","","","","","","","","",""
"2005","secondary school degree","general elemantary","","","","","","","","","","","","","",""
"2005","secondary school degree","higher education","","","","","","","","","","","","","",""
"2005","secondary school degree","higher vocational","","","","","","","","","","","","","",""
"2005","secondary school degree","in school","","","","","","","","","","","","","",""
"2005","secondary school degree","inadequately","","","","","","","","","","","","","",""
"2005","secondary school degree","middle vocational","","","","","","","","","","","","","",""
"2005","secondary school degree","vocational + Abi","","","","","","","","","","","","","",""
"2006","college entrance qualification","general elemantary","","","","","","","","","","","","","",""
"2006","college entrance qualification","higher education","5.12","5","3448","2","4","7","8","9","5.05","5.19","0","10","5","5"
"2006","college entrance qualification","higher vocational","4.93","5","373","2","4","7","8","10","4.71","5.15","0","10","5","5"
"2006","college entrance qualification","in school","","","","","","","","","","","","","",""
"2006","college entrance qualification","inadequately","","","","","","","","","","","","","",""
"2006","college entrance qualification","middle vocational","5.41","6","758","2","4","7","8","10","5.26","5.56","0","10","5","6"
"2006","college entrance qualification","vocational + Abi","5.18","5","1025","2","4","7","8","10","5.05","5.31","0","10","5","5"
"2006","lower secondary degree","general elemantary","3.83","4","1574","0","2","5","7","10","3.71","3.95","0","10","4","4"
"2006","lower secondary degree","higher education","5.08","5","196","2","4","7","7","10","4.79","5.37","0","10","5","5"
"2006","lower secondary degree","higher vocational","4.76","5","479","2","3","6","8","10","4.56","4.96","0","10","5","5"
"2006","lower secondary degree","in school","","","","","","","","","","","","","",""
"2006","lower secondary degree","inadequately","","","","","","","","","","","","","",""
"2006","lower secondary degree","middle vocational","4.36","5","5312","1","3","6","7","10","4.3","4.42","0","10","5","5"
"2006","lower secondary degree","vocational + Abi","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","general elemantary","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","higher education","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","higher vocational","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","in school","5.68","6","393","3","4","7","8","10","5.47","5.89","0","10","6","6"
"2006","no degree/no degree yet","inadequately","3.7","3.01","189","0","1","6","7","9","3.33","4.07","0","10","2","4"
"2006","no degree/no degree yet","middle vocational","4.21","3.36","55","0","3","6","7","10","3.57","4.85","0","10","3","6"
"2006","no degree/no degree yet","vocational + Abi","","","","","","","","","","","","","",""
"2006","Other degree","general elemantary","3.3","3","322","0","1","5","6","9","3.04","3.56","0","10","3","4"
"2006","Other degree","higher education","5.31","5","208","2","4","7","8","10","5","5.62","0","10","5","6"
"2006","Other degree","higher vocational","4.39","5","60","1","2","6","7","10","3.78","5","0","10","5","5"
"2006","Other degree","in school","","","","","","","","","","","","","",""
"2006","Other degree","inadequately","5.42","6","45","0","2","8","10","10","4.43","6.41","0","10","4","7"
"2006","Other degree","middle vocational","4.23","4","424","0","2","6","8","10","3.99","4.47","0","10","4","5"
"2006","Other degree","vocational + Abi","4.81","5","131","1","3","6","8","10","4.39","5.23","0","10","5","5"
"2006","secondary school degree","general elemantary","5.27","5","579","2","4","7","8","10","5.09","5.45","0","10","5","6"
"2006","secondary school degree","higher education","5.14","5","694","3","4","7","8","10","4.99","5.29","0","10","5","5"
"2006","secondary school degree","higher vocational","5","5","727","2","4","6","8","10","4.85","5.15","0","10","5","5"
"2006","secondary school degree","in school","","","","","","","","","","","","","",""
"2006","secondary school degree","inadequately","","","","","","","","","","","","","",""
"2006","secondary school degree","middle vocational","4.86","5","4424","2","3","6","8","10","4.8","4.92","0","10","5","5"
"2006","secondary school degree","vocational + Abi","4.15","4.67","35","1","2","5","7","8","3.36","4.94","0","8","3","5"
"2007","college entrance qualification","general elemantary","","","","","","","","","","","","","",""
"2007","college entrance qualification","higher education","","","","","","","","","","","","","",""
"2007","college entrance qualification","higher vocational","","","","","","","","","","","","","",""
"2007","college entrance qualification","in school","","","","","","","","","","","","","",""
"2007","college entrance qualification","inadequately","","","","","","","","","","","","","",""
"2007","college entrance qualification","middle vocational","","","","","","","","","","","","","",""
"2007","college entrance qualification","vocational + Abi","","","","","","","","","","","","","",""
"2007","lower secondary degree","general elemantary","","","","","","","","","","","","","",""
"2007","lower secondary degree","higher education","","","","","","","","","","","","","",""
"2007","lower secondary degree","higher vocational","","","","","","","","","","","","","",""
"2007","lower secondary degree","in school","","","","","","","","","","","","","",""
"2007","lower secondary degree","inadequately","","","","","","","","","","","","","",""
"2007","lower secondary degree","middle vocational","","","","","","","","","","","","","",""
"2007","lower secondary degree","vocational + Abi","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","general elemantary","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","higher education","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","higher vocational","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","in school","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","inadequately","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","middle vocational","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","vocational + Abi","","","","","","","","","","","","","",""
"2007","Other degree","general elemantary","","","","","","","","","","","","","",""
"2007","Other degree","higher education","","","","","","","","","","","","","",""
"2007","Other degree","higher vocational","","","","","","","","","","","","","",""
"2007","Other degree","in school","","","","","","","","","","","","","",""
"2007","Other degree","inadequately","","","","","","","","","","","","","",""
"2007","Other degree","middle vocational","","","","","","","","","","","","","",""
"2007","Other degree","vocational + Abi","","","","","","","","","","","","","",""
"2007","secondary school degree","general elemantary","","","","","","","","","","","","","",""
"2007","secondary school degree","higher education","","","","","","","","","","","","","",""
"2007","secondary school degree","higher vocational","","","","","","","","","","","","","",""
"2007","secondary school degree","in school","","","","","","","","","","","","","",""
"2007","secondary school degree","inadequately","","","","","","","","","","","","","",""
"2007","secondary school degree","middle vocational","","","","","","","","","","","","","",""
"2007","secondary school degree","vocational + Abi","","","","","","","","","","","","","",""
"2008","college entrance qualification","general elemantary","","","","","","","","","","","","","",""
"2008","college entrance qualification","higher education","4.76","5","3201","2","3","7","8","9","4.69","4.83","0","10","5","5"
"2008","college entrance qualification","higher vocational","4.59","5","317","2","3","6","7","9","4.37","4.81","0","10","5","5"
"2008","college entrance qualification","in school","","","","","","","","","","","","","",""
"2008","college entrance qualification","inadequately","","","","","","","","","","","","","",""
"2008","college entrance qualification","middle vocational","5.01","5","681","2","3","7","8","9","4.85","5.17","0","10","5","5"
"2008","college entrance qualification","vocational + Abi","4.53","4","939","2","3","6","7","10","4.39","4.67","0","10","4","5"
"2008","lower secondary degree","general elemantary","3.84","4","1301","0","2","6","7","10","3.7","3.98","0","10","3","4"
"2008","lower secondary degree","higher education","4.84","5","177","3","3","6","7","9","4.52","5.16","0","10","5","5"
"2008","lower secondary degree","higher vocational","4.35","5","418","1","2","6","8","9","4.13","4.57","0","10","4","5"
"2008","lower secondary degree","in school","","","","","","","","","","","","","",""
"2008","lower secondary degree","inadequately","","","","","","","","","","","","","",""
"2008","lower secondary degree","middle vocational","4.15","4","4578","1","2","6","7","10","4.08","4.22","0","10","4","4"
"2008","lower secondary degree","vocational + Abi","","","","","","","","","","","","","",""
"2008","no degree/no degree yet","general elemantary","","","","","","","","","","","","","",""
"2008","no degree/no degree yet","higher education","","","","","","","","","","","","","",""
"2008","no degree/no degree yet","higher vocational","","","","","","","","","","","","","",""
"2008","no degree/no degree yet","in school","5.21","5","353","3","4","7","8","9","4.99","5.43","0","10","5","6"
"2008","no degree/no degree yet","inadequately","3.24","3","149","0","1","5","7","9","2.85","3.63","0","10","2","4"
"2008","no degree/no degree yet","middle vocational","4.49","4.63","42","1","3","7","8","10","3.69","5.29","0","10","3","5"
"2008","no degree/no degree yet","vocational + Abi","","","","","","","","","","","","","",""
"2008","Other degree","general elemantary","3.55","3","250","0","2","5","7","10","3.24","3.86","0","10","2","4"
"2008","Other degree","higher education","5.15","5","179","2","4","7","8","10","4.8","5.5","0","10","5","6"
"2008","Other degree","higher vocational","4.37","4","49","2","2","5","8","10","3.66","5.08","0","10","3","5"
"2008","Other degree","in school","","","","","","","","","","","","","",""
"2008","Other degree","inadequately","3.98","5","38","0","2","5","7","10","3.05","4.91","0","10","2","5"
"2008","Other degree","middle vocational","4.23","5","321","1","2","6","8","10","3.95","4.51","0","10","4","5"
"2008","Other degree","vocational + Abi","4.26","4","111","1","2","6","8","10","3.78","4.74","0","10","3","5"
"2008","secondary school degree","general elemantary","4.88","5","482","2","3","7","8","10","4.68","5.08","0","10","5","5"
"2008","secondary school degree","higher education","4.56","5","609","2","3","6","8","9","4.39","4.73","0","10","5","5"
"2008","secondary school degree","higher vocational","4.57","5","625","2","3","6","7","10","4.4","4.74","0","10","4","5"
"2008","secondary school degree","in school","","","","","","","","","","","","","",""
"2008","secondary school degree","inadequately","","","","","","","","","","","","","",""
