"year","age_gr","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2004","16-34 y.","(0) in school","5.39","5","633","2","4","7","8","10","5.22","5.56","0","10","5","6"
"2004","16-34 y.","(1a) inadequately completed","5.23","6","43","0","3","7","8","10","4.34","6.12","0","10","4","7"
"2004","16-34 y.","(1b) general elementary school","4.52","5","449","1","3","6","8","10","4.28","4.76","0","10","5","5"
"2004","16-34 y.","(1c) basic vocational qualification","5.1","5","683","2","4","7","8","10","4.92","5.28","0","10","5","5"
"2004","16-34 y.","(2a) intermediate vocational","5","5","1264","2","3","7","8","9","4.88","5.12","0","10","5","5"
"2004","16-34 y.","(2b) intermediate general qualification","5.51","6","475","3","4","7","8","9","5.31","5.71","0","10","5","6"
"2004","16-34 y.","(2c_gen) general maturity certificate","5.44","6","708","3","4","7","8","10","5.29","5.59","0","10","5","6"
"2004","16-34 y.","(2c_voc) vocational maturity certificate","5.04","5","535","3","4","7","7","9","4.87","5.21","0","10","5","5"
"2004","16-34 y.","(3a) lower tertiary education","4.77","5","218","2","4","6","7","9","4.47","5.07","0","10","5","5"
"2004","16-34 y.","(3b) higher tertiary education","4.96","5","326","3","4","6","7","8","4.75","5.17","0","9","5","5"
"2004","35-65 y.","(0) in school","","","","","","","","","","","","","",""
"2004","35-65 y.","(1a) inadequately completed","2.79","3","153","0","0","5","6","8","2.39","3.19","0","10","2","3"
"2004","35-65 y.","(1b) general elementary school","3.22","3","819","0","1","5","7","9","3.05","3.39","0","10","3","3"
"2004","35-65 y.","(1c) basic vocational qualification","4.18","5","3647","1","2","6","7","9","4.1","4.26","0","10","4","5"
"2004","35-65 y.","(2a) intermediate vocational","4.53","5","3337","2","3","6","7","9","4.46","4.6","0","10","5","5"
"2004","35-65 y.","(2b) intermediate general qualification","3.22","3","97","0","1","5","7","8","2.76","3.68","0","8","3","5"
"2004","35-65 y.","(2c_gen) general maturity certificate","4.61","5","125","0","3","7","8","10","4.16","5.06","0","10","5","5"
"2004","35-65 y.","(2c_voc) vocational maturity certificate","4.73","5","878","2","3","6","8","10","4.58","4.88","0","10","5","5"
"2004","35-65 y.","(3a) lower tertiary education","4.94","5","1208","2","3","7","8","9","4.82","5.06","0","10","5","5"
"2004","35-65 y.","(3b) higher tertiary education","4.85","5","1919","2","3","7","8","9","4.75","4.95","0","10","5","5"
