"hlf0001_h","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Main Tenant","1984","66 and older","North Rhine-Westphalia","178","0.642775048242321","0.587433380188062","0.698116716296581"
"Main Tenant","1984","66 and older","Hesse","46","0.456637402016844","0.360904321924105","0.552370482109584"
"Main Tenant","1984","66 and older","Rhineland-Palatinate,Saarland","42","0.39298357497475","0.302529840769741","0.483437309179759"
"Main Tenant","1984","66 and older","Baden-Württemberg","76","0.385171361849669","0.320123518857767","0.450219204841571"
"Main Tenant","1984","66 and older","Bavaria","130","0.565194929072612","0.50221443822475","0.628175419920475"
"Main Tenant","1984","66 and older","Berlin","39","0.847884925016743","0.745212517224629","0.950557332808857"
"Main Tenant","1984","66 and older","Brandenburg","","","",""
"Main Tenant","1984","66 and older","Mecklenburg-Western Pomerania","","","",""
"Main Tenant","1984","66 and older","Saxony","","","",""
"Main Tenant","1984","66 and older","Saxony-Anhalt","","","",""
"Main Tenant","1984","66 and older","Thuringia","","","",""
"Sub-Tenant","1984","16-34 y.","Schleswig-Holstein","","","",""
"Sub-Tenant","1984","16-34 y.","Hamburg","","","",""
"Sub-Tenant","1984","16-34 y.","Lower Saxony","7","","",""
"Sub-Tenant","1984","16-34 y.","Bremen","","","",""
"Sub-Tenant","1984","16-34 y.","North Rhine-Westphalia","19","","",""
"Sub-Tenant","1984","16-34 y.","Hesse","6","","",""
"Sub-Tenant","1984","16-34 y.","Rhineland-Palatinate,Saarland","7","","",""
"Sub-Tenant","1984","16-34 y.","Baden-Württemberg","16","","",""
"Sub-Tenant","1984","16-34 y.","Bavaria","19","","",""
"Sub-Tenant","1984","16-34 y.","Berlin","","","",""
"Sub-Tenant","1984","16-34 y.","Brandenburg","","","",""
"Sub-Tenant","1984","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Sub-Tenant","1984","16-34 y.","Saxony","","","",""
"Sub-Tenant","1984","16-34 y.","Saxony-Anhalt","","","",""
"Sub-Tenant","1984","16-34 y.","Thuringia","","","",""
"Sub-Tenant","1984","35-65 y.","Schleswig-Holstein","","","",""
"Sub-Tenant","1984","35-65 y.","Hamburg","2","","",""
"Sub-Tenant","1984","35-65 y.","Lower Saxony","6","","",""
"Sub-Tenant","1984","35-65 y.","Bremen","","","",""
"Sub-Tenant","1984","35-65 y.","North Rhine-Westphalia","15","","",""
"Sub-Tenant","1984","35-65 y.","Hesse","5","","",""
"Sub-Tenant","1984","35-65 y.","Rhineland-Palatinate,Saarland","5","","",""
"Sub-Tenant","1984","35-65 y.","Baden-Württemberg","16","","",""
"Sub-Tenant","1984","35-65 y.","Bavaria","13","","",""
"Sub-Tenant","1984","35-65 y.","Berlin","","","",""
"Sub-Tenant","1984","35-65 y.","Brandenburg","","","",""
"Sub-Tenant","1984","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Sub-Tenant","1984","35-65 y.","Saxony","","","",""
"Sub-Tenant","1984","35-65 y.","Saxony-Anhalt","","","",""
"Sub-Tenant","1984","35-65 y.","Thuringia","","","",""
"Sub-Tenant","1984","66 and older","Schleswig-Holstein","","","",""
"Sub-Tenant","1984","66 and older","Hamburg","","","",""
"Sub-Tenant","1984","66 and older","Lower Saxony","4","","",""
"Sub-Tenant","1984","66 and older","Bremen","","","",""
"Sub-Tenant","1984","66 and older","North Rhine-Westphalia","3","","",""
"Sub-Tenant","1984","66 and older","Hesse","1","","",""
"Sub-Tenant","1984","66 and older","Rhineland-Palatinate,Saarland","2","","",""
"Sub-Tenant","1984","66 and older","Baden-Württemberg","4","","",""
"Sub-Tenant","1984","66 and older","Bavaria","3","","",""
"Sub-Tenant","1984","66 and older","Berlin","","","",""
"Sub-Tenant","1984","66 and older","Brandenburg","","","",""
"Sub-Tenant","1984","66 and older","Mecklenburg-Western Pomerania","","","",""
"Sub-Tenant","1984","66 and older","Saxony","","","",""
"Sub-Tenant","1984","66 and older","Saxony-Anhalt","","","",""
"Sub-Tenant","1984","66 and older","Thuringia","","","",""
"Owner","1984","16-34 y.","Schleswig-Holstein","59","0.437945450929522","0.354867256205737","0.521023645653307"
"Owner","1984","16-34 y.","Hamburg","19","","",""
"Owner","1984","16-34 y.","Lower Saxony","169","0.447539496619947","0.401392125712284","0.49368686752761"
"Owner","1984","16-34 y.","Bremen","9","","",""
"Owner","1984","16-34 y.","North Rhine-Westphalia","310","0.299935703320638","0.274920462981567","0.324950943659709"
"Owner","1984","16-34 y.","Hesse","117","0.344340249302894","0.303223140857641","0.385457357748146"
"Owner","1984","16-34 y.","Rhineland-Palatinate,Saarland","137","0.512127646307125","0.457015571079026","0.567239721535224"
"Owner","1984","16-34 y.","Baden-Württemberg","257","0.44433256072356","0.411006751799965","0.477658369647155"
"Owner","1984","16-34 y.","Bavaria","304","0.470664579563104","0.435386400759019","0.505942758367188"
"Owner","1984","16-34 y.","Berlin","8","","",""
"Owner","1984","16-34 y.","Brandenburg","","","",""
"Owner","1984","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Owner","1984","16-34 y.","Saxony","","","",""
"Owner","1984","16-34 y.","Saxony-Anhalt","","","",""
"Owner","1984","16-34 y.","Thuringia","","","",""
"Owner","1984","35-65 y.","Schleswig-Holstein","132","0.669886729716686","0.605670225553384","0.734103233879987"
"Owner","1984","35-65 y.","Hamburg","28","","",""
"Owner","1984","35-65 y.","Lower Saxony","360","0.636715813684386","0.599367203993689","0.674064423375083"
"Owner","1984","35-65 y.","Bremen","19","","",""
"Owner","1984","35-65 y.","North Rhine-Westphalia","614","0.448291453452157","0.42460201874463","0.471980888159685"
"Owner","1984","35-65 y.","Hesse","220","0.478173537053212","0.439321209011048","0.517025865095376"
"Owner","1984","35-65 y.","Rhineland-Palatinate,Saarland","269","0.714390750597044","0.671496672624806","0.757284828569282"
"Owner","1984","35-65 y.","Baden-Württemberg","502","0.602263332722458","0.574583235318683","0.629943430126234"
"Owner","1984","35-65 y.","Bavaria","537","0.591173373406516","0.562134387178713","0.62021235963432"
"Owner","1984","35-65 y.","Berlin","16","","",""
"Owner","1984","35-65 y.","Brandenburg","","","",""
"Owner","1984","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Owner","1984","35-65 y.","Saxony","","","",""
"Owner","1984","35-65 y.","Saxony-Anhalt","","","",""
"Owner","1984","35-65 y.","Thuringia","","","",""
"Owner","1984","66 and older","Schleswig-Holstein","27","","",""
"Owner","1984","66 and older","Hamburg","3","","",""
"Owner","1984","66 and older","Lower Saxony","83","0.503130269694259","0.423904973992166","0.582355565396351"
"Owner","1984","66 and older","Bremen","10","","",""
"Owner","1984","66 and older","North Rhine-Westphalia","106","0.345494968472368","0.290575135793521","0.400414801151215"
"Owner","1984","66 and older","Hesse","55","0.511767939733519","0.415699418362641","0.607836461104396"
"Owner","1984","66 and older","Rhineland-Palatinate,Saarland","68","0.585839985809815","0.494615238633859","0.677064732985772"
"Owner","1984","66 and older","Baden-Württemberg","135","0.589506846659145","0.523752230530889","0.655261462787402"
"Owner","1984","66 and older","Bavaria","102","0.411491799355509","0.34897215998282","0.474011438728197"
"Owner","1984","66 and older","Berlin","8","","",""
"Owner","1984","66 and older","Brandenburg","","","",""
"Owner","1984","66 and older","Mecklenburg-Western Pomerania","","","",""
"Owner","1984","66 and older","Saxony","","","",""
"Owner","1984","66 and older","Saxony-Anhalt","","","",""
"Owner","1984","66 and older","Thuringia","","","",""
"Nursing Home/Retirement Community","1984","16-34 y.","Schleswig-Holstein","","","",""
"Nursing Home/Retirement Community","1984","16-34 y.","Hamburg","","","",""
"Nursing Home/Retirement Community","1984","16-34 y.","Lower Saxony","","","",""
"Nursing Home/Retirement Community","1984","16-34 y.","Bremen","","","",""
"Nursing Home/Retirement Community","1984","16-34 y.","North Rhine-Westphalia","","","",""
"Nursing Home/Retirement Community","1984","16-34 y.","Hesse","","","",""
"Nursing Home/Retirement Community","1984","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Nursing Home/Retirement Community","1984","16-34 y.","Baden-Württemberg","","","",""
"Nursing Home/Retirement Community","1984","16-34 y.","Bavaria","","","",""
"Nursing Home/Retirement Community","1984","16-34 y.","Berlin","","","",""
"Nursing Home/Retirement Community","1984","16-34 y.","Brandenburg","","","",""
"Nursing Home/Retirement Community","1984","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Nursing Home/Retirement Community","1984","16-34 y.","Saxony","","","",""
"Nursing Home/Retirement Community","1984","16-34 y.","Saxony-Anhalt","","","",""
"Nursing Home/Retirement Community","1984","16-34 y.","Thuringia","","","",""
"Nursing Home/Retirement Community","1984","35-65 y.","Schleswig-Holstein","","","",""
"Nursing Home/Retirement Community","1984","35-65 y.","Hamburg","","","",""
"Nursing Home/Retirement Community","1984","35-65 y.","Lower Saxony","","","",""
"Nursing Home/Retirement Community","1984","35-65 y.","Bremen","","","",""
"Nursing Home/Retirement Community","1984","35-65 y.","North Rhine-Westphalia","","","",""
"Nursing Home/Retirement Community","1984","35-65 y.","Hesse","","","",""
"Nursing Home/Retirement Community","1984","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Nursing Home/Retirement Community","1984","35-65 y.","Baden-Württemberg","","","",""
"Nursing Home/Retirement Community","1984","35-65 y.","Bavaria","","","",""
"Nursing Home/Retirement Community","1984","35-65 y.","Berlin","","","",""
"Nursing Home/Retirement Community","1984","35-65 y.","Brandenburg","","","",""
"Nursing Home/Retirement Community","1984","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Nursing Home/Retirement Community","1984","35-65 y.","Saxony","","","",""
"Nursing Home/Retirement Community","1984","35-65 y.","Saxony-Anhalt","","","",""
"Nursing Home/Retirement Community","1984","35-65 y.","Thuringia","","","",""
"Nursing Home/Retirement Community","1984","66 and older","Schleswig-Holstein","","","",""
"Nursing Home/Retirement Community","1984","66 and older","Hamburg","","","",""
"Nursing Home/Retirement Community","1984","66 and older","Lower Saxony","","","",""
"Nursing Home/Retirement Community","1984","66 and older","Bremen","","","",""
"Nursing Home/Retirement Community","1984","66 and older","North Rhine-Westphalia","","","",""
"Nursing Home/Retirement Community","1984","66 and older","Hesse","","","",""
"Nursing Home/Retirement Community","1984","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Nursing Home/Retirement Community","1984","66 and older","Baden-Württemberg","","","",""
"Nursing Home/Retirement Community","1984","66 and older","Bavaria","","","",""
"Nursing Home/Retirement Community","1984","66 and older","Berlin","","","",""
"Nursing Home/Retirement Community","1984","66 and older","Brandenburg","","","",""
"Nursing Home/Retirement Community","1984","66 and older","Mecklenburg-Western Pomerania","","","",""
"Nursing Home/Retirement Community","1984","66 and older","Saxony","","","",""
"Nursing Home/Retirement Community","1984","66 and older","Saxony-Anhalt","","","",""
"Nursing Home/Retirement Community","1984","66 and older","Thuringia","","","",""
"Tenant","1984","16-34 y.","Schleswig-Holstein","","","",""
"Tenant","1984","16-34 y.","Hamburg","","","",""
"Tenant","1984","16-34 y.","Lower Saxony","2","","",""
"Tenant","1984","16-34 y.","Bremen","","","",""
"Tenant","1984","16-34 y.","North Rhine-Westphalia","4","","",""
"Tenant","1984","16-34 y.","Hesse","","","",""
"Tenant","1984","16-34 y.","Rhineland-Palatinate,Saarland","2","","",""
"Tenant","1984","16-34 y.","Baden-Württemberg","2","","",""
"Tenant","1984","16-34 y.","Bavaria","1","","",""
"Tenant","1984","16-34 y.","Berlin","","","",""
"Tenant","1984","16-34 y.","Brandenburg","","","",""
"Tenant","1984","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Tenant","1984","16-34 y.","Saxony","","","",""
"Tenant","1984","16-34 y.","Saxony-Anhalt","","","",""
"Tenant","1984","16-34 y.","Thuringia","","","",""
"Tenant","1984","35-65 y.","Schleswig-Holstein","","","",""
"Tenant","1984","35-65 y.","Hamburg","","","",""
"Tenant","1984","35-65 y.","Lower Saxony","","","",""
"Tenant","1984","35-65 y.","Bremen","","","",""
"Tenant","1984","35-65 y.","North Rhine-Westphalia","6","","",""
"Tenant","1984","35-65 y.","Hesse","2","","",""
"Tenant","1984","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Tenant","1984","35-65 y.","Baden-Württemberg","3","","",""
"Tenant","1984","35-65 y.","Bavaria","3","","",""
"Tenant","1984","35-65 y.","Berlin","1","","",""
"Tenant","1984","35-65 y.","Brandenburg","","","",""
"Tenant","1984","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Tenant","1984","35-65 y.","Saxony","","","",""
"Tenant","1984","35-65 y.","Saxony-Anhalt","","","",""
"Tenant","1984","35-65 y.","Thuringia","","","",""
"Tenant","1984","66 and older","Schleswig-Holstein","","","",""
"Tenant","1984","66 and older","Hamburg","","","",""
"Tenant","1984","66 and older","Lower Saxony","","","",""
"Tenant","1984","66 and older","Bremen","","","",""
"Tenant","1984","66 and older","North Rhine-Westphalia","1","","",""
"Tenant","1984","66 and older","Hesse","2","","",""
"Tenant","1984","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Tenant","1984","66 and older","Baden-Württemberg","","","",""
"Tenant","1984","66 and older","Bavaria","3","","",""
"Tenant","1984","66 and older","Berlin","","","",""
"Tenant","1984","66 and older","Brandenburg","","","",""
"Tenant","1984","66 and older","Mecklenburg-Western Pomerania","","","",""
"Tenant","1984","66 and older","Saxony","","","",""
"Tenant","1984","66 and older","Saxony-Anhalt","","","",""
"Tenant","1984","66 and older","Thuringia","","","",""
"Main Tenant","1985","16-34 y.","Schleswig-Holstein","71","0.579651315851081","0.493802464304734","0.665500167397429"
"Main Tenant","1985","16-34 y.","Hamburg","72","0.814934313725689","0.734252186322875","0.895616441128503"
"Main Tenant","1985","16-34 y.","Lower Saxony","230","0.536318500007559","0.487264535673097","0.585372464342022"
"Main Tenant","1985","16-34 y.","Bremen","19","","",""
"Main Tenant","1985","16-34 y.","North Rhine-Westphalia","822","0.65334973702049","0.626010258392873","0.680689215648107"
"Main Tenant","1985","16-34 y.","Hesse","340","0.65688891911766","0.612976409242439","0.700801428992882"
"Main Tenant","1985","16-34 y.","Rhineland-Palatinate,Saarland","162","0.494056004559576","0.436612502291309","0.551499506827843"
"Main Tenant","1985","16-34 y.","Baden-Württemberg","524","0.546301303083201","0.5115849233943","0.581017682772102"
"Main Tenant","1985","16-34 y.","Bavaria","390","0.478346678537405","0.441525239789754","0.515168117285056"
"Main Tenant","1985","16-34 y.","Berlin","115","0.907237435880516","0.856783728487586","0.957691143273447"
"Main Tenant","1985","16-34 y.","Brandenburg","","","",""
"Main Tenant","1985","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Main Tenant","1985","16-34 y.","Saxony","","","",""
"Main Tenant","1985","16-34 y.","Saxony-Anhalt","","","",""
"Main Tenant","1985","16-34 y.","Thuringia","","","",""
"Main Tenant","1985","35-65 y.","Schleswig-Holstein","63","0.308084201871442","0.242086243011481","0.374082160731403"
"Main Tenant","1985","35-65 y.","Hamburg","122","0.784430884581541","0.71818058517851","0.850681183984572"
"Main Tenant","1985","35-65 y.","Lower Saxony","227","0.354050343175482","0.315197890112237","0.392902796238728"
"Main Tenant","1985","35-65 y.","Bremen","39","0.634872618488703","0.509882360962484","0.759862876014922"
"Main Tenant","1985","35-65 y.","North Rhine-Westphalia","953","0.54373045819216","0.518902219251714","0.568558697132605"
"Main Tenant","1985","35-65 y.","Hesse","362","0.478719734244105","0.438547019965774","0.518892448522436"
"Main Tenant","1985","35-65 y.","Rhineland-Palatinate,Saarland","131","0.273372765343182","0.228795241844529","0.317950288841834"
"Main Tenant","1985","35-65 y.","Baden-Württemberg","598","0.392632650929758","0.363481370359251","0.421783931500265"
"Main Tenant","1985","35-65 y.","Bavaria","484","0.402903714690259","0.372458199161543","0.433349230218974"
"Main Tenant","1985","35-65 y.","Berlin","186","0.904668317194592","0.864269989080494","0.945066645308689"
"Main Tenant","1985","35-65 y.","Brandenburg","","","",""
"Main Tenant","1985","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Main Tenant","1985","35-65 y.","Saxony","","","",""
"Main Tenant","1985","35-65 y.","Saxony-Anhalt","","","",""
"Main Tenant","1985","35-65 y.","Thuringia","","","",""
"Main Tenant","1985","66 and older","Schleswig-Holstein","20","","",""
"Main Tenant","1985","66 and older","Hamburg","38","0.879604387380508","0.783449629931075","0.975759144829941"
"Main Tenant","1985","66 and older","Lower Saxony","58","0.525139259575809","0.437597864982576","0.612680654169041"
"Main Tenant","1985","66 and older","Bremen","24","","",""
"Main Tenant","1985","66 and older","North Rhine-Westphalia","159","0.675214941440962","0.617165622400269","0.733264260481655"
"Main Tenant","1985","66 and older","Hesse","41","0.457038398966966","0.357389299631565","0.556687498302368"
"Main Tenant","1985","66 and older","Rhineland-Palatinate,Saarland","34","0.376116549572951","0.280210057229222","0.472023041916679"
"Main Tenant","1985","66 and older","Baden-Württemberg","71","0.434630061862991","0.362809502503015","0.506450621222966"
"Main Tenant","1985","66 and older","Bavaria","118","0.601284012266351","0.53474320323101","0.667824821301692"
"Main Tenant","1985","66 and older","Berlin","32","0.852640804279747","0.73993975220583","0.965341856353664"
"Main Tenant","1985","66 and older","Brandenburg","","","",""
"Main Tenant","1985","66 and older","Mecklenburg-Western Pomerania","","","",""
"Main Tenant","1985","66 and older","Saxony","","","",""
"Main Tenant","1985","66 and older","Saxony-Anhalt","","","",""
"Main Tenant","1985","66 and older","Thuringia","","","",""
"Sub-Tenant","1985","16-34 y.","Schleswig-Holstein","2","","",""
"Sub-Tenant","1985","16-34 y.","Hamburg","1","","",""
"Sub-Tenant","1985","16-34 y.","Lower Saxony","4","","",""
"Sub-Tenant","1985","16-34 y.","Bremen","1","","",""
"Sub-Tenant","1985","16-34 y.","North Rhine-Westphalia","28","","",""
"Sub-Tenant","1985","16-34 y.","Hesse","7","","",""
"Sub-Tenant","1985","16-34 y.","Rhineland-Palatinate,Saarland","2","","",""
"Sub-Tenant","1985","16-34 y.","Baden-Württemberg","13","","",""
"Sub-Tenant","1985","16-34 y.","Bavaria","9","","",""
"Sub-Tenant","1985","16-34 y.","Berlin","5","","",""
"Sub-Tenant","1985","16-34 y.","Brandenburg","","","",""
"Sub-Tenant","1985","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Sub-Tenant","1985","16-34 y.","Saxony","","","",""
"Sub-Tenant","1985","16-34 y.","Saxony-Anhalt","","","",""
"Sub-Tenant","1985","16-34 y.","Thuringia","","","",""
"Sub-Tenant","1985","35-65 y.","Schleswig-Holstein","5","","",""
"Sub-Tenant","1985","35-65 y.","Hamburg","3","","",""
"Sub-Tenant","1985","35-65 y.","Lower Saxony","6","","",""
"Sub-Tenant","1985","35-65 y.","Bremen","","","",""
"Sub-Tenant","1985","35-65 y.","North Rhine-Westphalia","19","","",""
"Sub-Tenant","1985","35-65 y.","Hesse","10","","",""
"Sub-Tenant","1985","35-65 y.","Rhineland-Palatinate,Saarland","1","","",""
"Sub-Tenant","1985","35-65 y.","Baden-Württemberg","14","","",""
"Sub-Tenant","1985","35-65 y.","Bavaria","11","","",""
"Sub-Tenant","1985","35-65 y.","Berlin","","","",""
"Sub-Tenant","1985","35-65 y.","Brandenburg","","","",""
"Sub-Tenant","1985","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Sub-Tenant","1985","35-65 y.","Saxony","","","",""
"Sub-Tenant","1985","35-65 y.","Saxony-Anhalt","","","",""
"Sub-Tenant","1985","35-65 y.","Thuringia","","","",""
"Sub-Tenant","1985","66 and older","Schleswig-Holstein","1","","",""
"Sub-Tenant","1985","66 and older","Hamburg","2","","",""
"Sub-Tenant","1985","66 and older","Lower Saxony","2","","",""
"Sub-Tenant","1985","66 and older","Bremen","","","",""
"Sub-Tenant","1985","66 and older","North Rhine-Westphalia","4","","",""
"Sub-Tenant","1985","66 and older","Hesse","1","","",""
"Sub-Tenant","1985","66 and older","Rhineland-Palatinate,Saarland","3","","",""
"Sub-Tenant","1985","66 and older","Baden-Württemberg","","","",""
"Sub-Tenant","1985","66 and older","Bavaria","2","","",""
"Sub-Tenant","1985","66 and older","Berlin","","","",""
"Sub-Tenant","1985","66 and older","Brandenburg","","","",""
"Sub-Tenant","1985","66 and older","Mecklenburg-Western Pomerania","","","",""
"Sub-Tenant","1985","66 and older","Saxony","","","",""
"Sub-Tenant","1985","66 and older","Saxony-Anhalt","","","",""
"Sub-Tenant","1985","66 and older","Thuringia","","","",""
"Owner","1985","16-34 y.","Schleswig-Holstein","54","0.406708568773637","0.32127630197782","0.492140835569454"
"Owner","1985","16-34 y.","Hamburg","16","","",""
"Owner","1985","16-34 y.","Lower Saxony","163","0.451464014742194","0.402512405989118","0.500415623495271"
"Owner","1985","16-34 y.","Bremen","5","","",""
"Owner","1985","16-34 y.","North Rhine-Westphalia","314","0.321922336612826","0.295082066894454","0.348762606331199"
"Owner","1985","16-34 y.","Hesse","102","0.328814309487194","0.285361123991142","0.372267494983245"
"Owner","1985","16-34 y.","Rhineland-Palatinate,Saarland","127","0.494640293978197","0.437196032821173","0.552084555135221"
"Owner","1985","16-34 y.","Baden-Württemberg","253","0.436124593661603","0.401544082325827","0.47070510499738"
"Owner","1985","16-34 y.","Bavaria","308","0.506274275288968","0.469421161132767","0.54312738944517"
"Owner","1985","16-34 y.","Berlin","7","","",""
"Owner","1985","16-34 y.","Brandenburg","","","",""
"Owner","1985","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Owner","1985","16-34 y.","Saxony","","","",""
"Owner","1985","16-34 y.","Saxony-Anhalt","","","",""
"Owner","1985","16-34 y.","Thuringia","","","",""
"Owner","1985","35-65 y.","Schleswig-Holstein","120","0.662397808028911","0.594800213998986","0.729995402058836"
"Owner","1985","35-65 y.","Hamburg","23","","",""
"Owner","1985","35-65 y.","Lower Saxony","349","0.64047206042052","0.601486568712855","0.679457552128186"
"Owner","1985","35-65 y.","Bremen","18","","",""
"Owner","1985","35-65 y.","North Rhine-Westphalia","574","0.44588527299657","0.421107928633594","0.470662617359546"
"Owner","1985","35-65 y.","Hesse","222","0.505862085079767","0.465655700485273","0.546068469674261"
"Owner","1985","35-65 y.","Rhineland-Palatinate,Saarland","252","0.720754581331906","0.675883223367398","0.765625939296414"
"Owner","1985","35-65 y.","Baden-Württemberg","466","0.598730972814956","0.569471102785228","0.627990842844684"
"Owner","1985","35-65 y.","Bavaria","502","0.59090747102772","0.560388419921129","0.621426522134311"
"Owner","1985","35-65 y.","Berlin","17","","",""
"Owner","1985","35-65 y.","Brandenburg","","","",""
"Owner","1985","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Owner","1985","35-65 y.","Saxony","","","",""
"Owner","1985","35-65 y.","Saxony-Anhalt","","","",""
"Owner","1985","35-65 y.","Thuringia","","","",""
"Owner","1985","66 and older","Schleswig-Holstein","18","","",""
"Owner","1985","66 and older","Hamburg","4","","",""
"Owner","1985","66 and older","Lower Saxony","65","0.460612260097061","0.37323239565231","0.547992124541812"
"Owner","1985","66 and older","Bremen","9","","",""
"Owner","1985","66 and older","North Rhine-Westphalia","87","0.306707538070198","0.249546704852734","0.363868371287662"
"Owner","1985","66 and older","Hesse","54","0.532517887997812","0.432710641657025","0.632325134338599"
"Owner","1985","66 and older","Rhineland-Palatinate,Saarland","61","0.590886274486602","0.493542310087819","0.688230238885386"
"Owner","1985","66 and older","Baden-Württemberg","112","0.565369938137009","0.493549378777034","0.637190497496985"
"Owner","1985","66 and older","Bavaria","88","0.385721574203006","0.319570634162842","0.45187251424317"
"Owner","1985","66 and older","Berlin","6","","",""
"Owner","1985","66 and older","Brandenburg","","","",""
"Owner","1985","66 and older","Mecklenburg-Western Pomerania","","","",""
"Owner","1985","66 and older","Saxony","","","",""
"Owner","1985","66 and older","Saxony-Anhalt","","","",""
"Owner","1985","66 and older","Thuringia","","","",""
"Nursing Home/Retirement Community","1985","16-34 y.","Schleswig-Holstein","","","",""
"Nursing Home/Retirement Community","1985","16-34 y.","Hamburg","","","",""
"Nursing Home/Retirement Community","1985","16-34 y.","Lower Saxony","","","",""
"Nursing Home/Retirement Community","1985","16-34 y.","Bremen","","","",""
"Nursing Home/Retirement Community","1985","16-34 y.","North Rhine-Westphalia","","","",""
"Nursing Home/Retirement Community","1985","16-34 y.","Hesse","","","",""
"Nursing Home/Retirement Community","1985","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Nursing Home/Retirement Community","1985","16-34 y.","Baden-Württemberg","","","",""
"Nursing Home/Retirement Community","1985","16-34 y.","Bavaria","","","",""
"Nursing Home/Retirement Community","1985","16-34 y.","Berlin","","","",""
"Nursing Home/Retirement Community","1985","16-34 y.","Brandenburg","","","",""
"Nursing Home/Retirement Community","1985","16-34 y.","Mecklenburg-Western Pomerania","","","",""
