"hlf0001_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Nursing Home/Retirement Community","2014","Thuringia","Urban Area","4","","","","4"
"Nursing Home/Retirement Community","2014","North Rhine-Westphalia","Urban Area","6","","","","4"
"Nursing Home/Retirement Community","2014","Berlin","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2014","Berlin","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2014","Brandenburg","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2014","Brandenburg","Rural Area","3","","","","4"
"Nursing Home/Retirement Community","2014","Schleswig-Holstein","Urban Area","2","","","","4"
"Nursing Home/Retirement Community","2014","Schleswig-Holstein","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2014","Hamburg","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2014","Lower Saxony","Rural Area","2","","","","4"
"Nursing Home/Retirement Community","2014","Bremen","Urban Area","2","","","","4"
"Nursing Home/Retirement Community","2014","Hamburg","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2014","Lower Saxony","Urban Area","2","","","","4"
"Nursing Home/Retirement Community","2014","Bremen","Rural Area","","","","","4"
"Owner","2014","Mecklenburg-Western Pomerania","Urban Area","4","","","","3"
"Owner","2014","Mecklenburg-Western Pomerania","Rural Area","202","0.40501588999463","0.362327974352005","0.447703805637256","3"
"Owner","2014","Saxony","Urban Area","262","0.309123537905198","0.27809262662731","0.340154449183086","3"
"Owner","2014","Saxony","Rural Area","394","0.458200433349253","0.423565719715862","0.492835146982645","3"
"Owner","2014","North Rhine-Westphalia","Rural Area","74","0.62732312185313","0.54081251870164","0.713833725004621","3"
"Owner","2014","Hesse","Urban Area","745","0.474405087723445","0.449891652397621","0.498918523049269","3"
"Owner","2014","Hesse","Rural Area","195","0.593390153188801","0.541782087398389","0.644998218979214","3"
"Owner","2014","Rhineland-Palatinate,Saarland","Urban Area","656","0.520264855356269","0.492311186111709","0.548218524600829","3"
"Owner","2014","Rhineland-Palatinate,Saarland","Rural Area","268","0.610723091356671","0.563059522625462","0.658386660087879","3"
"Owner","2014","Baden-Württemberg","Urban Area","1647","0.579415997341916","0.561590020601714","0.597241974082117","3"
"Owner","2014","Baden-Württemberg","Rural Area","238","0.551571567184415","0.500689755652387","0.602453378716443","3"
"Owner","2014","Bavaria","Urban Area","955","0.485966928392173","0.464257014925117","0.507676841859229","3"
"Owner","2014","Bavaria","Rural Area","1431","0.582864905844323","0.563446775767265","0.602283035921382","3"
"Owner","2014","Berlin","Urban Area","191","0.190478140710573","0.166320643854974","0.214635637566173","3"
"Owner","2014","Berlin","Rural Area","","","","","3"
"Owner","2014","Brandenburg","Urban Area","14","","","","3"
"Owner","2014","Brandenburg","Rural Area","455","0.493410507137489","0.46185015358135","0.524970860693629","3"
"Owner","2014","Schleswig-Holstein","Urban Area","125","0.404125766415942","0.347053582069335","0.461197950762549","3"
"Owner","2014","Schleswig-Holstein","Rural Area","364","0.579068045824859","0.541767833251624","0.616368258398094","3"
"Owner","2014","Hamburg","Urban Area","141","0.313204949196695","0.270635938611257","0.355773959782134","3"
"Owner","2014","Hamburg","Rural Area","","","","","3"
"Owner","2014","North Rhine-Westphalia","Urban Area","2621","0.486009265128637","0.473001035733311","0.499017494523962","3"
"Owner","2014","Thuringia","Urban Area","108","0.300717099143421","0.250395056020407","0.351039142266436","3"
"Owner","2014","Thuringia","Rural Area","419","0.541131127714662","0.504374022801968","0.577888232627356","3"
"Owner","2014","Lower Saxony","Urban Area","603","0.527967301460725","0.499591592646172","0.556343010275279","3"
"Owner","2014","Lower Saxony","Rural Area","893","0.604107746058996","0.57923460867755","0.628980883440442","3"
"Owner","2014","Bremen","Urban Area","81","0.398893332889001","0.334334433861031","0.46345223191697","3"
"Owner","2014","Bremen","Rural Area","","","","","3"
"Owner","2014","Saxony-Anhalt","Urban Area","82","0.262633781047783","0.21426652579203","0.311001036303537","3"
"Owner","2014","Saxony-Anhalt","Rural Area","366","0.532607748712678","0.494629422445409","0.570586074979948","3"
"Sub-Tenant","2014","North Rhine-Westphalia","Rural Area","","","","","2"
"Sub-Tenant","2014","Hesse","Urban Area","13","","","","2"
"Sub-Tenant","2014","Hesse","Rural Area","8","","","","2"
"Sub-Tenant","2014","Rhineland-Palatinate,Saarland","Urban Area","23","","","","2"
"Sub-Tenant","2014","Baden-Württemberg","Rural Area","","","","","2"
"Sub-Tenant","2014","Bavaria","Urban Area","23","","","","2"
"Sub-Tenant","2014","Bavaria","Rural Area","32","0.0162271953840444","0.0112514949345803","0.0212028958335084","2"
"Sub-Tenant","2014","Berlin","Urban Area","21","","","","2"
"Sub-Tenant","2014","Mecklenburg-Western Pomerania","Rural Area","19","","","","2"
"Sub-Tenant","2014","Saxony","Urban Area","16","","","","2"
"Sub-Tenant","2014","Saxony","Rural Area","16","","","","2"
"Sub-Tenant","2014","North Rhine-Westphalia","Urban Area","52","0.0135760265791944","0.0105641552354792","0.0165878979229095","2"
"Sub-Tenant","2014","Rhineland-Palatinate,Saarland","Rural Area","1","","","","2"
"Sub-Tenant","2014","Baden-Württemberg","Urban Area","24","","","","2"
"Sub-Tenant","2014","Berlin","Rural Area","","","","","2"
"Sub-Tenant","2014","Brandenburg","Urban Area","4","","","","2"
"Sub-Tenant","2014","Brandenburg","Rural Area","14","","","","2"
"Sub-Tenant","2014","Mecklenburg-Western Pomerania","Urban Area","1","","","","2"
"Sub-Tenant","2014","Saxony-Anhalt","Urban Area","5","","","","2"
"Sub-Tenant","2014","Saxony-Anhalt","Rural Area","8","","","","2"
"Sub-Tenant","2014","Thuringia","Urban Area","7","","","","2"
"Sub-Tenant","2014","Thuringia","Rural Area","10","","","","2"
"Sub-Tenant","2014","Schleswig-Holstein","Rural Area","5","","","","2"
"Sub-Tenant","2014","Hamburg","Urban Area","7","","","","2"
"Sub-Tenant","2014","Hamburg","Rural Area","","","","","2"
"Sub-Tenant","2014","Lower Saxony","Urban Area","12","","","","2"
"Sub-Tenant","2014","Lower Saxony","Rural Area","25","","","","2"
"Sub-Tenant","2014","Bremen","Rural Area","","","","","2"
"Sub-Tenant","2014","Schleswig-Holstein","Urban Area","3","","","","2"
"Sub-Tenant","2014","Bremen","Urban Area","3","","","","2"
"Tenant","2014","Schleswig-Holstein","Rural Area","","","","","5"
"Tenant","2014","Hamburg","Urban Area","","","","","5"
"Tenant","2014","Hamburg","Rural Area","","","","","5"
"Tenant","2014","Lower Saxony","Urban Area","","","","","5"
"Tenant","2014","Lower Saxony","Rural Area","","","","","5"
"Tenant","2014","Bremen","Urban Area","","","","","5"
"Tenant","2014","Bremen","Rural Area","","","","","5"
"Tenant","2014","North Rhine-Westphalia","Urban Area","","","","","5"
"Tenant","2014","Mecklenburg-Western Pomerania","Urban Area","","","","","5"
"Tenant","2014","Mecklenburg-Western Pomerania","Rural Area","","","","","5"
"Tenant","2014","Saxony","Urban Area","","","","","5"
"Tenant","2014","Saxony","Rural Area","","","","","5"
"Tenant","2014","Saxony-Anhalt","Urban Area","","","","","5"
"Tenant","2014","Saxony-Anhalt","Rural Area","","","","","5"
"Tenant","2014","Thuringia","Urban Area","","","","","5"
"Tenant","2014","Thuringia","Rural Area","","","","","5"
"Tenant","2014","Schleswig-Holstein","Urban Area","","","","","5"
"Tenant","2014","North Rhine-Westphalia","Rural Area","","","","","5"
"Tenant","2014","Hesse","Urban Area","","","","","5"
"Tenant","2014","Hesse","Rural Area","","","","","5"
"Tenant","2014","Rhineland-Palatinate,Saarland","Urban Area","","","","","5"
"Tenant","2014","Rhineland-Palatinate,Saarland","Rural Area","","","","","5"
"Tenant","2014","Baden-Württemberg","Urban Area","","","","","5"
"Tenant","2014","Baden-Württemberg","Rural Area","","","","","5"
"Tenant","2014","Bavaria","Urban Area","","","","","5"
"Tenant","2014","Bavaria","Rural Area","","","","","5"
"Tenant","2014","Berlin","Urban Area","","","","","5"
"Tenant","2014","Berlin","Rural Area","","","","","5"
"Tenant","2014","Brandenburg","Urban Area","","","","","5"
"Tenant","2014","Brandenburg","Rural Area","","","","","5"
"Main Tenant","2015","North Rhine-Westphalia","Rural Area","43","0.397101079672646","0.30688547667506","0.487316682670232","1"
"Main Tenant","2015","Hesse","Urban Area","848","0.495666093869295","0.470895032839057","0.520437154899532","1"
"Main Tenant","2015","Hesse","Rural Area","161","0.405811095578327","0.355296252758839","0.456325938397816","1"
"Main Tenant","2015","Rhineland-Palatinate,Saarland","Urban Area","549","0.426424086448667","0.398523664419082","0.454324508478252","1"
"Main Tenant","2015","Rhineland-Palatinate,Saarland","Rural Area","176","0.387965431577379","0.342893163562315","0.433037699592443","1"
"Main Tenant","2015","Baden-Württemberg","Urban Area","1332","0.409109454572992","0.391373147750011","0.426845761395973","1"
"Main Tenant","2015","Baden-Württemberg","Rural Area","119","0.436765253604696","0.384504122904817","0.489026384304574","1"
"Main Tenant","2015","Bavaria","Urban Area","1127","0.505408224611586","0.483875318877907","0.526941130345264","1"
"Main Tenant","2015","Bavaria","Rural Area","1020","0.404591339640565","0.385116717378278","0.424065961902853","1"
"Main Tenant","2015","Berlin","Urban Area","790","0.754230603926516","0.727704478967076","0.780756728885955","1"
"Main Tenant","2015","Berlin","Rural Area","","","","","1"
"Main Tenant","2015","Brandenburg","Urban Area","65","0.778150580333401","0.686529477145456","0.869771683521346","1"
"Main Tenant","2015","Brandenburg","Rural Area","474","0.465014575812572","0.43343039666525","0.496598754959895","1"
"Main Tenant","2015","North Rhine-Westphalia","Urban Area","3094","0.503650062796798","0.490593265939145","0.516706859654452","1"
"Main Tenant","2015","Mecklenburg-Western Pomerania","Rural Area","282","0.576981863132432","0.533721535622845","0.620242190642019","1"
"Main Tenant","2015","Saxony","Urban Area","586","0.636567277775177","0.604289194021819","0.668845361528536","1"
"Main Tenant","2015","Saxony","Rural Area","338","0.539867137044079","0.50366222696152","0.576072047126638","1"
"Main Tenant","2015","Saxony-Anhalt","Urban Area","230","0.758518981374583","0.710089235541088","0.806948727208077","1"
"Main Tenant","2015","Saxony-Anhalt","Rural Area","265","0.432881774444461","0.393722738988311","0.472040809900611","1"
"Main Tenant","2015","Thuringia","Rural Area","300","0.474946221001856","0.437467909525753","0.512424532477959","1"
"Main Tenant","2015","Hamburg","Urban Area","323","0.652084279725515","0.609114217444791","0.695054342006238","1"
"Main Tenant","2015","Hamburg","Rural Area","","","","","1"
"Main Tenant","2015","Lower Saxony","Urban Area","554","0.413029797076753","0.384756018801408","0.441303575352098","1"
"Main Tenant","2015","Lower Saxony","Rural Area","620","0.396826746588443","0.372191138845993","0.421462354330893","1"
"Main Tenant","2015","Mecklenburg-Western Pomerania","Urban Area","62","0.924546034604847","0.861302520397117","0.987789548812577","1"
"Main Tenant","2015","Thuringia","Urban Area","207","0.654857936513074","0.602357210710117","0.707358662316031","1"
"Main Tenant","2015","Schleswig-Holstein","Urban Area","135","0.568836426333696","0.507075422599002","0.630597430068389","1"
"Main Tenant","2015","Bremen","Urban Area","118","0.590364588295458","0.520985540864247","0.659743635726668","1"
"Main Tenant","2015","Bremen","Rural Area","","","","","1"
"Main Tenant","2015","Schleswig-Holstein","Rural Area","312","0.350940192857501","0.314828674913292","0.38705171080171","1"
"Nursing Home/Retirement Community","2015","North Rhine-Westphalia","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2015","Hesse","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2015","Hesse","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2015","Rhineland-Palatinate,Saarland","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2015","Rhineland-Palatinate,Saarland","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2015","Baden-Württemberg","Urban Area","12","","","","4"
"Nursing Home/Retirement Community","2015","Baden-Württemberg","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2015","Bavaria","Urban Area","3","","","","4"
"Nursing Home/Retirement Community","2015","Bavaria","Rural Area","2","","","","4"
"Nursing Home/Retirement Community","2015","Mecklenburg-Western Pomerania","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2015","Mecklenburg-Western Pomerania","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2015","Saxony","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2015","Thuringia","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2015","Saxony","Rural Area","4","","","","4"
"Nursing Home/Retirement Community","2015","Saxony-Anhalt","Urban Area","2","","","","4"
"Nursing Home/Retirement Community","2015","Saxony-Anhalt","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2015","Thuringia","Urban Area","3","","","","4"
"Nursing Home/Retirement Community","2015","North Rhine-Westphalia","Urban Area","11","","","","4"
"Nursing Home/Retirement Community","2015","Berlin","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2015","Berlin","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2015","Brandenburg","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2015","Brandenburg","Rural Area","2","","","","4"
"Nursing Home/Retirement Community","2015","Hamburg","Urban Area","2","","","","4"
"Nursing Home/Retirement Community","2015","Hamburg","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2015","Lower Saxony","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2015","Schleswig-Holstein","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2015","Schleswig-Holstein","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2015","Lower Saxony","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2015","Bremen","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2015","Bremen","Rural Area","","","","","4"
"Owner","2015","North Rhine-Westphalia","Rural Area","66","0.561767532912236","0.470284730067214","0.653250335757258","3"
"Owner","2015","Hesse","Urban Area","687","0.480834725213365","0.456080938172305","0.505588512254424","3"
"Owner","2015","Hesse","Rural Area","190","0.548557382331163","0.497364794005191","0.599749970657135","3"
"Owner","2015","Rhineland-Palatinate,Saarland","Urban Area","635","0.543831566681212","0.515732669396725","0.5719304639657","3"
"Owner","2015","Rhineland-Palatinate,Saarland","Rural Area","264","0.557446580719102","0.511504633476031","0.603388527962174","3"
"Owner","2015","Baden-Württemberg","Urban Area","1578","0.570884805731292","0.553030165533732","0.588739445928852","3"
"Owner","2015","Baden-Württemberg","Rural Area","224","0.555666924134714","0.503310299988414","0.608023548281013","3"
"Owner","2015","Bavaria","Urban Area","902","0.481261967826136","0.459742929555303","0.502781006096969","3"
"Owner","2015","Bavaria","Rural Area","1396","0.581260676486501","0.561685281994934","0.600836070978067","3"
"Owner","2015","Berlin","Urban Area","197","0.208605213995393","0.183571977244531","0.233638450746255","3"
"Owner","2015","Berlin","Rural Area","","","","","3"
"Owner","2015","Brandenburg","Urban Area","13","","","","3"
"Owner","2015","Brandenburg","Rural Area","463","0.513794335325442","0.482144606045525","0.54544406460536","3"
"Owner","2015","Mecklenburg-Western Pomerania","Urban Area","4","","","","3"
"Owner","2015","Mecklenburg-Western Pomerania","Rural Area","214","0.418103175812018","0.374912106656487","0.46129424496755","3"
"Owner","2015","Saxony","Urban Area","255","0.331190426838544","0.2996066761157","0.362774177561387","3"
"Owner","2015","Saxony","Rural Area","373","0.441318741930679","0.405249199058451","0.477388284802907","3"
"Owner","2015","Schleswig-Holstein","Urban Area","111","0.426981064637327","0.365294809047544","0.488667320227111","3"
"Owner","2015","Schleswig-Holstein","Rural Area","349","0.626129020645373","0.589520715274222","0.662737326016525","3"
"Owner","2015","Hamburg","Urban Area","146","0.340403507779838","0.297655756510072","0.383151259049605","3"
"Owner","2015","Hamburg","Rural Area","","","","","3"
"Owner","2015","Thuringia","Rural Area","368","0.49173874545867","0.454218417985928","0.529259072931411","3"
"Owner","2015","Saxony-Anhalt","Rural Area","338","0.543451791639017","0.504084606109437","0.582818977168598","3"
"Owner","2015","Thuringia","Urban Area","98","0.322306168657352","0.270694976699884","0.373917360614819","3"
"Owner","2015","Lower Saxony","Rural Area","870","0.589471993913593","0.564700924417651","0.614243063409535","3"
"Owner","2015","North Rhine-Westphalia","Urban Area","2471","0.478760581091076","0.46571522212163","0.491805940060523","3"
"Owner","2015","Saxony-Anhalt","Urban Area","67","0.229718041952669","0.18211772117558","0.277318362729758","3"
"Owner","2015","Bremen","Rural Area","","","","","3"
"Owner","2015","Bremen","Urban Area","69","0.403419717510904","0.334207550877432","0.472631884144376","3"
"Owner","2015","Lower Saxony","Urban Area","593","0.564100059868387","0.535625527142316","0.592574592594457","3"
"Sub-Tenant","2015","North Rhine-Westphalia","Rural Area","3","","","","2"
"Sub-Tenant","2015","Hesse","Urban Area","29","","","","2"
"Sub-Tenant","2015","Hesse","Rural Area","12","","","","2"
"Sub-Tenant","2015","Rhineland-Palatinate,Saarland","Urban Area","22","","","","2"
"Sub-Tenant","2015","North Rhine-Westphalia","Urban Area","57","0.0142881111792761","0.011188975262715","0.0173872470958371","2"
"Sub-Tenant","2015","Mecklenburg-Western Pomerania","Urban Area","1","","","","2"
"Sub-Tenant","2015","Mecklenburg-Western Pomerania","Rural Area","5","","","","2"
"Sub-Tenant","2015","Saxony","Urban Area","11","","","","2"
"Sub-Tenant","2015","Hamburg","Urban Area","1","","","","2"
"Sub-Tenant","2015","Hamburg","Rural Area","","","","","2"
"Sub-Tenant","2015","Lower Saxony","Urban Area","17","","","","2"
"Sub-Tenant","2015","Baden-Württemberg","Rural Area","3","","","","2"
"Sub-Tenant","2015","Bavaria","Urban Area","39","0.0111839339677783","0.00665482159958252","0.0157130463359741","2"
"Sub-Tenant","2015","Bavaria","Rural Area","22","","","","2"
"Sub-Tenant","2015","Berlin","Urban Area","24","","","","2"
"Sub-Tenant","2015","Saxony","Rural Area","13","","","","2"
"Sub-Tenant","2015","Thuringia","Rural Area","14","","","","2"
"Sub-Tenant","2015","Schleswig-Holstein","Urban Area","1","","","","2"
"Sub-Tenant","2015","Schleswig-Holstein","Rural Area","10","","","","2"
"Sub-Tenant","2015","Lower Saxony","Rural Area","24","","","","2"
"Sub-Tenant","2015","Bremen","Urban Area","6","","","","2"
"Sub-Tenant","2015","Bremen","Rural Area","","","","","2"
"Sub-Tenant","2015","Rhineland-Palatinate,Saarland","Rural Area","9","","","","2"
"Sub-Tenant","2015","Baden-Württemberg","Urban Area","30","0.015644659416978","0.011168052907349","0.020121265926607","2"
"Sub-Tenant","2015","Berlin","Rural Area","","","","","2"
"Sub-Tenant","2015","Brandenburg","Urban Area","1","","","","2"
"Sub-Tenant","2015","Brandenburg","Rural Area","19","","","","2"
"Sub-Tenant","2015","Saxony-Anhalt","Urban Area","1","","","","2"
"Sub-Tenant","2015","Saxony-Anhalt","Rural Area","12","","","","2"
"Sub-Tenant","2015","Thuringia","Urban Area","7","","","","2"
"Tenant","2015","Schleswig-Holstein","Urban Area","","","","","5"
"Tenant","2015","Schleswig-Holstein","Rural Area","","","","","5"
"Tenant","2015","Hamburg","Urban Area","","","","","5"
"Tenant","2015","Hamburg","Rural Area","","","","","5"
"Tenant","2015","Lower Saxony","Urban Area","","","","","5"
"Tenant","2015","Lower Saxony","Rural Area","","","","","5"
"Tenant","2015","Bremen","Urban Area","","","","","5"
"Tenant","2015","Bremen","Rural Area","","","","","5"
"Tenant","2015","North Rhine-Westphalia","Urban Area","","","","","5"
"Tenant","2015","Mecklenburg-Western Pomerania","Urban Area","","","","","5"
"Tenant","2015","Mecklenburg-Western Pomerania","Rural Area","","","","","5"
"Tenant","2015","Saxony","Urban Area","","","","","5"
"Tenant","2015","Saxony","Rural Area","","","","","5"
"Tenant","2015","Saxony-Anhalt","Urban Area","","","","","5"
"Tenant","2015","Saxony-Anhalt","Rural Area","","","","","5"
"Tenant","2015","Thuringia","Urban Area","","","","","5"
"Tenant","2015","Thuringia","Rural Area","","","","","5"
"Tenant","2015","North Rhine-Westphalia","Rural Area","","","","","5"
"Tenant","2015","Hesse","Urban Area","","","","","5"
"Tenant","2015","Hesse","Rural Area","","","","","5"
"Tenant","2015","Rhineland-Palatinate,Saarland","Urban Area","","","","","5"
"Tenant","2015","Rhineland-Palatinate,Saarland","Rural Area","","","","","5"
"Tenant","2015","Baden-Württemberg","Urban Area","","","","","5"
"Tenant","2015","Baden-Württemberg","Rural Area","","","","","5"
"Tenant","2015","Bavaria","Urban Area","","","","","5"
"Tenant","2015","Bavaria","Rural Area","","","","","5"
"Tenant","2015","Berlin","Urban Area","","","","","5"
"Tenant","2015","Berlin","Rural Area","","","","","5"
"Tenant","2015","Brandenburg","Urban Area","","","","","5"
"Tenant","2015","Brandenburg","Rural Area","","","","","5"
"Main Tenant","2016","North Rhine-Westphalia","Rural Area","38","0.417371583004546","0.32259769638654","0.512145469622551","1"
"Main Tenant","2016","Hesse","Urban Area","730","0.511400298716502","0.484940505194121","0.537860092238883","1"
"Main Tenant","2016","Hesse","Rural Area","130","0.431311331729096","0.375454365893519","0.487168297564673","1"
"Main Tenant","2016","Rhineland-Palatinate,Saarland","Urban Area","486","0.425290216320535","0.396074351952245","0.454506080688825","1"
"Main Tenant","2016","Rhineland-Palatinate,Saarland","Rural Area","167","0.402883030479397","0.356086779671236","0.449679281287558","1"
"Main Tenant","2016","Baden-Württemberg","Urban Area","1111","0.402353191229828","0.383522326885971","0.421184055573686","1"
"Main Tenant","2016","Baden-Württemberg","Rural Area","101","0.351240872539815","0.2995807498394","0.40290099524023","1"
"Main Tenant","2016","Bavaria","Urban Area","980","0.505177762732403","0.482270707496505","0.528084817968302","1"
"Main Tenant","2016","Bavaria","Rural Area","874","0.375939523141199","0.355555465092261","0.396323581190137","1"
"Main Tenant","2016","Berlin","Urban Area","721","0.772847261074689","0.745860645495512","0.799833876653866","1"
"Main Tenant","2016","Berlin","Rural Area","","","","","1"
"Main Tenant","2016","Brandenburg","Urban Area","63","0.815074646518873","0.727789927983685","0.902359365054061","1"
"Main Tenant","2016","Brandenburg","Rural Area","424","0.42727982002983","0.3947982754428","0.459761364616861","1"
"Main Tenant","2016","Schleswig-Holstein","Rural Area","270","0.354257023962709","0.316239364014748","0.392274683910671","1"
"Main Tenant","2016","Hamburg","Urban Area","286","0.629083470606969","0.58374184598063","0.674425095233309","1"
"Main Tenant","2016","Hamburg","Rural Area","","","","","1"
"Main Tenant","2016","Lower Saxony","Urban Area","509","0.412689496382473","0.38310781406642","0.442271178698527","1"
"Main Tenant","2016","North Rhine-Westphalia","Urban Area","2744","0.509832339803832","0.496141997051565","0.5235226825561","1"
"Main Tenant","2016","Mecklenburg-Western Pomerania","Urban Area","64","0.955823608181818","0.906620256571614","1.00502695979202","1"
"Main Tenant","2016","Mecklenburg-Western Pomerania","Rural Area","256","0.548135248206858","0.503189797973349","0.593080698440367","1"
"Main Tenant","2016","Saxony","Urban Area","527","0.610874147511708","0.576702522647044","0.645045772376373","1"
"Main Tenant","2016","Saxony","Rural Area","330","0.530659511255249","0.493924772097257","0.567394250413242","1"
"Main Tenant","2016","Schleswig-Holstein","Urban Area","126","0.588064990884315","0.524457071917562","0.651672909851068","1"
"Main Tenant","2016","Lower Saxony","Rural Area","548","0.390100054203589","0.364448465321816","0.415751643085362","1"
"Main Tenant","2016","Bremen","Urban Area","117","0.610695368063887","0.53985684538132","0.681533890746455","1"
"Main Tenant","2016","Bremen","Rural Area","","","","","1"
"Main Tenant","2016","Saxony-Anhalt","Rural Area","242","0.432466669850858","0.391867039111707","0.473066300590009","1"
"Main Tenant","2016","Saxony-Anhalt","Urban Area","203","0.731844210481466","0.67995560667622","0.783732814286713","1"
"Main Tenant","2016","Thuringia","Rural Area","255","0.455772783175101","0.416974674226765","0.494570892123438","1"
"Main Tenant","2016","Thuringia","Urban Area","180","0.614587949892374","0.558281025278879","0.670894874505869","1"
"Nursing Home/Retirement Community","2016","North Rhine-Westphalia","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2016","Hesse","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2016","Hesse","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2016","Rhineland-Palatinate,Saarland","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2016","Rhineland-Palatinate,Saarland","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2016","Baden-Württemberg","Urban Area","13","","","","4"
"Nursing Home/Retirement Community","2016","Baden-Württemberg","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2016","Bavaria","Urban Area","2","","","","4"
"Nursing Home/Retirement Community","2016","Bavaria","Rural Area","2","","","","4"
"Nursing Home/Retirement Community","2016","Mecklenburg-Western Pomerania","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2016","Mecklenburg-Western Pomerania","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2016","Saxony","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2016","Saxony","Rural Area","3","","","","4"
"Nursing Home/Retirement Community","2016","Saxony-Anhalt","Urban Area","2","","","","4"
"Nursing Home/Retirement Community","2016","Saxony-Anhalt","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2016","Thuringia","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2016","Thuringia","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2016","North Rhine-Westphalia","Urban Area","9","","","","4"
"Nursing Home/Retirement Community","2016","Berlin","Urban Area","2","","","","4"
"Nursing Home/Retirement Community","2016","Berlin","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2016","Brandenburg","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2016","Brandenburg","Rural Area","3","","","","4"
"Nursing Home/Retirement Community","2016","Schleswig-Holstein","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2016","Schleswig-Holstein","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2016","Hamburg","Urban Area","1","","","","4"
"Nursing Home/Retirement Community","2016","Hamburg","Rural Area","","","","","4"
"Nursing Home/Retirement Community","2016","Lower Saxony","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2016","Lower Saxony","Rural Area","1","","","","4"
"Nursing Home/Retirement Community","2016","Bremen","Urban Area","","","","","4"
"Nursing Home/Retirement Community","2016","Bremen","Rural Area","","","","","4"
"Owner","2016","North Rhine-Westphalia","Rural Area","65","0.564073003146642","0.468770137077027","0.659375869216257","3"
"Owner","2016","Hesse","Urban Area","619","0.462654434684396","0.436261689618687","0.489047179750105","3"
"Owner","2016","Hesse","Rural Area","165","0.527270459429581","0.470962769456725","0.583578149402437","3"
"Owner","2016","Rhineland-Palatinate,Saarland","Urban Area","591","0.545567781164277","0.516143174687368","0.574992387641186","3"
"Owner","2016","Rhineland-Palatinate,Saarland","Rural Area","249","0.577885964674201","0.530763517607014","0.625008411741389","3"
"Owner","2016","Baden-Württemberg","Urban Area","1455","0.57315668068118","0.554162736783367","0.592150624578994","3"
"Owner","2016","Baden-Württemberg","Rural Area","223","0.637006648178246","0.584967223430954","0.689046072925538","3"
"Owner","2016","Bavaria","Urban Area","826","0.486953099539321","0.464052616261651","0.509853582816991","3"
"Owner","2016","Bavaria","Rural Area","1269","0.603996226611843","0.583414344334638","0.624578108889049","3"
"Owner","2016","Berlin","Urban Area","182","0.197909305178832","0.172247485806934","0.22357112455073","3"
"Owner","2016","Berlin","Rural Area","","","","","3"
"Owner","2016","Brandenburg","Urban Area","12","","","","3"
"Owner","2016","Brandenburg","Rural Area","442","0.517305159511092","0.484494196869651","0.550116122152533","3"
"Owner","2016","Mecklenburg-Western Pomerania","Urban Area","2","","","","3"
"Owner","2016","Mecklenburg-Western Pomerania","Rural Area","205","0.42541000121694","0.380760098542249","0.470059903891631","3"
"Owner","2016","Saxony","Urban Area","245","0.346259470750685","0.312913124904215","0.379605816597155","3"
"Owner","2016","Saxony","Rural Area","364","0.441165831729756","0.404617514663279","0.477714148796233","3"
