"hlf0001_h","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Owner","2012","Schleswig-Holstein","West Germany","534","0.533580968000647","0.502738199292906","0.564423736708388","3"
"Owner","2012","Schleswig-Holstein","East Germany","","","","","3"
"Owner","2012","Hamburg","West Germany","141","0.284069025917918","0.242215873137739","0.325922178698096","3"
"Owner","2012","Hamburg","East Germany","","","","","3"
"Owner","2012","North Rhine-Westphalia","West Germany","2827","0.480681194512721","0.467682170419664","0.493680218605778","3"
"Owner","2012","Lower Saxony","West Germany","1567","0.573955191937966","0.555074217065742","0.592836166810189","3"
"Owner","2012","Lower Saxony","East Germany","","","","","3"
"Owner","2012","Bremen","West Germany","79","0.410151133125767","0.341983937793829","0.478318328457705","3"
"Owner","2012","Bremen","East Germany","","","","","3"
"Owner","2012","Thuringia","West Germany","","","","","3"
"Owner","2012","Thuringia","East Germany","542","0.457334991572205","0.427921917353378","0.486748065791031","3"
"Owner","2012","Saxony-Anhalt","East Germany","499","0.449089554536236","0.419075211519144","0.479103897553328","3"
"Owner","2012","Saxony-Anhalt","West Germany","","","","","3"
"Sub-Tenant","2012","Hesse","East Germany","","","","","2"
"Sub-Tenant","2012","Rhineland-Palatinate,Saarland","West Germany","22","","","","2"
"Sub-Tenant","2012","North Rhine-Westphalia","East Germany","","","","","2"
"Sub-Tenant","2012","Hesse","West Germany","19","","","","2"
"Sub-Tenant","2012","Mecklenburg-Western Pomerania","East Germany","15","","","","2"
"Sub-Tenant","2012","Saxony","West Germany","","","","","2"
"Sub-Tenant","2012","Saxony","East Germany","33","0.0252428208057577","0.0181483915810289","0.0323372500304864","2"
"Sub-Tenant","2012","North Rhine-Westphalia","West Germany","32","0.00890704630544866","0.00646255100100047","0.0113515416098969","2"
"Sub-Tenant","2012","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Sub-Tenant","2012","Baden-Württemberg","West Germany","29","","","","2"
"Sub-Tenant","2012","Baden-Württemberg","East Germany","","","","","2"
"Sub-Tenant","2012","Bavaria","West Germany","74","0.0241323980832237","0.0196346732315887","0.0286301229348586","2"
"Sub-Tenant","2012","Bavaria","East Germany","","","","","2"
"Sub-Tenant","2012","Berlin","West Germany","12","","","","2"
"Sub-Tenant","2012","Berlin","East Germany","2","","","","2"
"Sub-Tenant","2012","Brandenburg","West Germany","","","","","2"
"Sub-Tenant","2012","Brandenburg","East Germany","23","","","","2"
"Sub-Tenant","2012","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Sub-Tenant","2012","Saxony-Anhalt","West Germany","","","","","2"
"Sub-Tenant","2012","Saxony-Anhalt","East Germany","9","","","","2"
"Sub-Tenant","2012","Thuringia","West Germany","","","","","2"
"Sub-Tenant","2012","Thuringia","East Germany","46","0.0432585415082394","0.031247227327256","0.0552698556892227","2"
"Sub-Tenant","2012","Schleswig-Holstein","East Germany","","","","","2"
"Sub-Tenant","2012","Hamburg","West Germany","","","","","2"
"Sub-Tenant","2012","Hamburg","East Germany","","","","","2"
"Sub-Tenant","2012","Lower Saxony","West Germany","28","","","","2"
"Sub-Tenant","2012","Lower Saxony","East Germany","","","","","2"
"Sub-Tenant","2012","Schleswig-Holstein","West Germany","12","","","","2"
"Sub-Tenant","2012","Bremen","West Germany","1","","","","2"
"Sub-Tenant","2012","Bremen","East Germany","","","","","2"
"Tenant","2012","Schleswig-Holstein","East Germany","","","","","5"
"Tenant","2012","Hamburg","West Germany","","","","","5"
"Tenant","2012","Bremen","East Germany","","","","","5"
"Tenant","2012","North Rhine-Westphalia","West Germany","","","","","5"
"Tenant","2012","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Tenant","2012","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Tenant","2012","Thuringia","West Germany","","","","","5"
"Tenant","2012","Thuringia","East Germany","","","","","5"
"Tenant","2012","Hamburg","East Germany","","","","","5"
"Tenant","2012","Lower Saxony","West Germany","","","","","5"
"Tenant","2012","Lower Saxony","East Germany","","","","","5"
"Tenant","2012","Bremen","West Germany","","","","","5"
"Tenant","2012","Saxony","West Germany","","","","","5"
"Tenant","2012","Saxony","East Germany","","","","","5"
"Tenant","2012","Saxony-Anhalt","West Germany","","","","","5"
"Tenant","2012","Saxony-Anhalt","East Germany","","","","","5"
"Tenant","2012","Schleswig-Holstein","West Germany","","","","","5"
"Tenant","2012","North Rhine-Westphalia","East Germany","","","","","5"
"Tenant","2012","Hesse","West Germany","","","","","5"
"Tenant","2012","Hesse","East Germany","","","","","5"
"Tenant","2012","Rhineland-Palatinate,Saarland","West Germany","","","","","5"
"Tenant","2012","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Tenant","2012","Baden-Württemberg","West Germany","","","","","5"
"Tenant","2012","Baden-Württemberg","East Germany","","","","","5"
"Tenant","2012","Bavaria","West Germany","","","","","5"
"Tenant","2012","Bavaria","East Germany","","","","","5"
"Tenant","2012","Berlin","West Germany","","","","","5"
"Tenant","2012","Berlin","East Germany","","","","","5"
"Tenant","2012","Brandenburg","West Germany","","","","","5"
"Tenant","2012","Brandenburg","East Germany","","","","","5"
"Main Tenant","2013","North Rhine-Westphalia","East Germany","","","","","1"
"Main Tenant","2013","Hesse","West Germany","1174","0.487871203767213","0.467226622024472","0.508515785509954","1"
"Main Tenant","2013","Hesse","East Germany","","","","","1"
"Main Tenant","2013","Rhineland-Palatinate,Saarland","West Germany","753","0.407023041285103","0.384396546880021","0.429649535690184","1"
"Main Tenant","2013","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Main Tenant","2013","Baden-Württemberg","West Germany","1694","0.411351789838548","0.39582630000017","0.426877279676927","1"
"Main Tenant","2013","Baden-Württemberg","East Germany","","","","","1"
"Main Tenant","2013","Bavaria","West Germany","2343","0.438807127636462","0.425061891500158","0.452552363772765","1"
"Main Tenant","2013","Bavaria","East Germany","","","","","1"
"Main Tenant","2013","Berlin","West Germany","544","0.750757438075958","0.718826295594994","0.782688580556922","1"
"Main Tenant","2013","Berlin","East Germany","407","0.822720627555406","0.788871384805511","0.856569870305301","1"
"Main Tenant","2013","Brandenburg","West Germany","","","","","1"
"Main Tenant","2013","Mecklenburg-Western Pomerania","East Germany","373","0.582538409360775","0.543721335777114","0.621355482944437","1"
"Main Tenant","2013","Saxony","West Germany","","","","","1"
"Main Tenant","2013","Saxony","East Germany","1051","0.563961576491161","0.541160373251777","0.586762779730545","1"
"Main Tenant","2013","Saxony-Anhalt","West Germany","","","","","1"
"Main Tenant","2013","Saxony-Anhalt","East Germany","586","0.485242205459301","0.455626629732263","0.51485778118634","1"
"Main Tenant","2013","Schleswig-Holstein","West Germany","552","0.422508954802917","0.393291827886769","0.451726081719064","1"
"Main Tenant","2013","Schleswig-Holstein","East Germany","","","","","1"
"Main Tenant","2013","Hamburg","West Germany","419","0.705629809643926","0.668377814063248","0.742881805224605","1"
"Main Tenant","2013","Hamburg","East Germany","","","","","1"
"Main Tenant","2013","Bremen","East Germany","","","","","1"
"Main Tenant","2013","North Rhine-Westphalia","West Germany","3546","0.502143967145677","0.490030756283406","0.514257178007947","1"
"Main Tenant","2013","Brandenburg","East Germany","614","0.483211134282307","0.454354419164778","0.512067849399837","1"
"Main Tenant","2013","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Main Tenant","2013","Thuringia","West Germany","","","","","1"
"Main Tenant","2013","Thuringia","East Germany","480","0.475095399268167","0.445145658564316","0.505045139972018","1"
"Main Tenant","2013","Lower Saxony","East Germany","","","","","1"
"Main Tenant","2013","Bremen","West Germany","159","0.565091248197236","0.503267123178953","0.626915373215519","1"
"Main Tenant","2013","Lower Saxony","West Germany","1311","0.409144130621632","0.391482222817338","0.426806038425927","1"
"Nursing Home/Retirement Community","2013","North Rhine-Westphalia","East Germany","","","","","4"
"Nursing Home/Retirement Community","2013","Hesse","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2013","Baden-Württemberg","East Germany","","","","","4"
"Nursing Home/Retirement Community","2013","Bavaria","West Germany","3","","","","4"
"Nursing Home/Retirement Community","2013","Bavaria","East Germany","","","","","4"
"Nursing Home/Retirement Community","2013","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Nursing Home/Retirement Community","2013","Mecklenburg-Western Pomerania","East Germany","1","","","","4"
"Nursing Home/Retirement Community","2013","Hesse","East Germany","","","","","4"
"Nursing Home/Retirement Community","2013","Rhineland-Palatinate,Saarland","West Germany","3","","","","4"
"Nursing Home/Retirement Community","2013","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Nursing Home/Retirement Community","2013","Baden-Württemberg","West Germany","5","","","","4"
"Nursing Home/Retirement Community","2013","Saxony","West Germany","","","","","4"
"Nursing Home/Retirement Community","2013","Saxony","East Germany","5","","","","4"
"Nursing Home/Retirement Community","2013","Saxony-Anhalt","West Germany","","","","","4"
"Nursing Home/Retirement Community","2013","Saxony-Anhalt","East Germany","3","","","","4"
"Nursing Home/Retirement Community","2013","Thuringia","West Germany","","","","","4"
"Nursing Home/Retirement Community","2013","Thuringia","East Germany","3","","","","4"
"Nursing Home/Retirement Community","2013","North Rhine-Westphalia","West Germany","8","","","","4"
"Nursing Home/Retirement Community","2013","Schleswig-Holstein","East Germany","","","","","4"
"Nursing Home/Retirement Community","2013","Berlin","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2013","Berlin","East Germany","","","","","4"
"Nursing Home/Retirement Community","2013","Brandenburg","West Germany","","","","","4"
"Nursing Home/Retirement Community","2013","Brandenburg","East Germany","5","","","","4"
"Nursing Home/Retirement Community","2013","Schleswig-Holstein","West Germany","","","","","4"
"Nursing Home/Retirement Community","2013","Hamburg","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2013","Hamburg","East Germany","","","","","4"
"Nursing Home/Retirement Community","2013","Lower Saxony","West Germany","4","","","","4"
"Nursing Home/Retirement Community","2013","Lower Saxony","East Germany","","","","","4"
"Nursing Home/Retirement Community","2013","Bremen","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2013","Bremen","East Germany","","","","","4"
"Owner","2013","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Owner","2013","Mecklenburg-Western Pomerania","East Germany","233","0.394140957843384","0.355676126983841","0.432605788702926","3"
"Owner","2013","Saxony","West Germany","","","","","3"
"Owner","2013","Saxony","East Germany","730","0.407510667168325","0.384917329871147","0.430104004465503","3"
"Owner","2013","North Rhine-Westphalia","East Germany","","","","","3"
"Owner","2013","Hesse","West Germany","1052","0.497217995698966","0.476567656976534","0.517868334421398","3"
"Owner","2013","Hesse","East Germany","","","","","3"
"Owner","2013","Rhineland-Palatinate,Saarland","West Germany","1032","0.571225095674042","0.548431796821789","0.594018394526295","3"
"Owner","2013","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Owner","2013","Baden-Württemberg","West Germany","2132","0.572740548754723","0.557132971023138","0.588348126486308","3"
"Owner","2013","Baden-Württemberg","East Germany","","","","","3"
"Owner","2013","Bavaria","West Germany","2598","0.545571554853383","0.531779851447535","0.559363258259232","3"
"Owner","2013","Bavaria","East Germany","","","","","3"
"Owner","2013","Berlin","West Germany","144","0.213950513132163","0.183678929381414","0.244222096882913","3"
"Owner","2013","Berlin","East Germany","79","0.16499691262082","0.132098449421224","0.197895375820416","3"
"Owner","2013","Brandenburg","West Germany","","","","","3"
"Owner","2013","Brandenburg","East Germany","506","0.47984689560788","0.450997362197846","0.508696429017913","3"
"Owner","2013","Schleswig-Holstein","West Germany","532","0.553258958579558","0.523852747211434","0.582665169947682","3"
"Owner","2013","Schleswig-Holstein","East Germany","","","","","3"
"Owner","2013","Hamburg","West Germany","146","0.275480288204604","0.238964175750138","0.31199640065907","3"
"Owner","2013","Hamburg","East Germany","","","","","3"
"Owner","2013","North Rhine-Westphalia","West Germany","2946","0.487831316798944","0.475721582512671","0.499941051085217","3"
"Owner","2013","Bremen","West Germany","83","0.376642475766927","0.316215220888136","0.437069730645718","3"
"Owner","2013","Bremen","East Germany","","","","","3"
"Owner","2013","Saxony-Anhalt","East Germany","488","0.472583081839251","0.442999173826236","0.502166989852267","3"
"Owner","2013","Thuringia","West Germany","","","","","3"
"Owner","2013","Thuringia","East Germany","562","0.493861917012787","0.463877214700094","0.52384661932548","3"
"Owner","2013","Lower Saxony","East Germany","","","","","3"
"Owner","2013","Lower Saxony","West Germany","1610","0.56747846786812","0.549681859895333","0.585275075840907","3"
"Owner","2013","Saxony-Anhalt","West Germany","","","","","3"
"Sub-Tenant","2013","North Rhine-Westphalia","East Germany","","","","","2"
"Sub-Tenant","2013","Hesse","West Germany","24","","","","2"
"Sub-Tenant","2013","Hesse","East Germany","","","","","2"
"Sub-Tenant","2013","Rhineland-Palatinate,Saarland","West Germany","23","","","","2"
"Sub-Tenant","2013","Baden-Württemberg","East Germany","","","","","2"
"Sub-Tenant","2013","Bavaria","West Germany","63","0.0139465529444406","0.0106983514407194","0.0171947544481617","2"
"Sub-Tenant","2013","Bavaria","East Germany","","","","","2"
"Sub-Tenant","2013","Berlin","West Germany","15","","","","2"
"Sub-Tenant","2013","Mecklenburg-Western Pomerania","East Germany","13","","","","2"
"Sub-Tenant","2013","Saxony","West Germany","","","","","2"
"Sub-Tenant","2013","Saxony","East Germany","31","0.0250712397311627","0.0178826288937382","0.0322598505685872","2"
"Sub-Tenant","2013","North Rhine-Westphalia","West Germany","45","0.00733874414826918","0.00527096250840287","0.00940652578813549","2"
"Sub-Tenant","2013","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Sub-Tenant","2013","Baden-Württemberg","West Germany","28","","","","2"
"Sub-Tenant","2013","Berlin","East Germany","3","","","","2"
"Sub-Tenant","2013","Brandenburg","West Germany","","","","","2"
"Sub-Tenant","2013","Brandenburg","East Germany","27","","","","2"
"Sub-Tenant","2013","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Sub-Tenant","2013","Saxony-Anhalt","West Germany","","","","","2"
"Sub-Tenant","2013","Saxony-Anhalt","East Germany","17","","","","2"
"Sub-Tenant","2013","Thuringia","West Germany","","","","","2"
"Sub-Tenant","2013","Thuringia","East Germany","23","","","","2"
"Sub-Tenant","2013","Schleswig-Holstein","East Germany","","","","","2"
"Sub-Tenant","2013","Hamburg","West Germany","8","","","","2"
"Sub-Tenant","2013","Hamburg","East Germany","","","","","2"
"Sub-Tenant","2013","Lower Saxony","West Germany","52","0.021546569665154","0.0163308069830291","0.0267623323472789","2"
"Sub-Tenant","2013","Lower Saxony","East Germany","","","","","2"
"Sub-Tenant","2013","Bremen","East Germany","","","","","2"
"Sub-Tenant","2013","Schleswig-Holstein","West Germany","14","","","","2"
"Sub-Tenant","2013","Bremen","West Germany","3","","","","2"
"Tenant","2013","Bremen","East Germany","","","","","5"
"Tenant","2013","North Rhine-Westphalia","West Germany","","","","","5"
"Tenant","2013","Thuringia","West Germany","","","","","5"
"Tenant","2013","Thuringia","East Germany","","","","","5"
"Tenant","2013","Schleswig-Holstein","East Germany","","","","","5"
"Tenant","2013","Hamburg","West Germany","","","","","5"
"Tenant","2013","Hamburg","East Germany","","","","","5"
"Tenant","2013","Lower Saxony","West Germany","","","","","5"
"Tenant","2013","Lower Saxony","East Germany","","","","","5"
"Tenant","2013","Bremen","West Germany","","","","","5"
"Tenant","2013","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Tenant","2013","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Tenant","2013","Saxony","West Germany","","","","","5"
"Tenant","2013","Saxony","East Germany","","","","","5"
"Tenant","2013","Saxony-Anhalt","West Germany","","","","","5"
"Tenant","2013","Saxony-Anhalt","East Germany","","","","","5"
"Tenant","2013","Schleswig-Holstein","West Germany","","","","","5"
"Tenant","2013","North Rhine-Westphalia","East Germany","","","","","5"
"Tenant","2013","Hesse","West Germany","","","","","5"
"Tenant","2013","Hesse","East Germany","","","","","5"
"Tenant","2013","Rhineland-Palatinate,Saarland","West Germany","","","","","5"
"Tenant","2013","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Tenant","2013","Baden-Württemberg","West Germany","","","","","5"
"Tenant","2013","Baden-Württemberg","East Germany","","","","","5"
"Tenant","2013","Bavaria","West Germany","","","","","5"
"Tenant","2013","Bavaria","East Germany","","","","","5"
"Tenant","2013","Berlin","West Germany","","","","","5"
"Tenant","2013","Berlin","East Germany","","","","","5"
"Tenant","2013","Brandenburg","West Germany","","","","","5"
"Tenant","2013","Brandenburg","East Germany","","","","","5"
"Main Tenant","2014","North Rhine-Westphalia","East Germany","","","","","1"
"Main Tenant","2014","Hesse","West Germany","980","0.492320521346028","0.470085259301141","0.514555783390914","1"
"Main Tenant","2014","Hesse","East Germany","","","","","1"
"Main Tenant","2014","Rhineland-Palatinate,Saarland","West Germany","680","0.439777934404696","0.415674197869282","0.463881670940109","1"
"Main Tenant","2014","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Main Tenant","2014","Baden-Württemberg","West Germany","1398","0.412912018789143","0.396146471690892","0.429677565887393","1"
"Main Tenant","2014","Baden-Württemberg","East Germany","","","","","1"
"Main Tenant","2014","Bavaria","West Germany","2067","0.444980696202339","0.430481629293269","0.459479763111409","1"
"Main Tenant","2014","Bavaria","East Germany","","","","","1"
"Main Tenant","2014","Berlin","West Germany","449","0.759088506357387","0.724464744584235","0.793712268130538","1"
"Main Tenant","2014","Berlin","East Germany","353","0.786960638753655","0.748214727801205","0.825706549706104","1"
"Main Tenant","2014","Brandenburg","West Germany","","","","","1"
"Main Tenant","2014","Brandenburg","East Germany","559","0.4996287592028","0.469371455004717","0.529886063400882","1"
"Main Tenant","2014","North Rhine-Westphalia","West Germany","3037","0.495258413359067","0.482381203191232","0.508135623526902","1"
"Main Tenant","2014","Mecklenburg-Western Pomerania","East Germany","346","0.585220991068069","0.544880692104842","0.625561290031296","1"
"Main Tenant","2014","Saxony","West Germany","","","","","1"
"Main Tenant","2014","Saxony","East Germany","954","0.573637642288175","0.54975350603481","0.597521778541541","1"
"Main Tenant","2014","Saxony-Anhalt","West Germany","","","","","1"
"Main Tenant","2014","Saxony-Anhalt","East Germany","519","0.515510779419062","0.484237421003941","0.546784137834183","1"
"Main Tenant","2014","Hamburg","West Germany","307","0.678288655791246","0.635413458234119","0.721163853348373","1"
"Main Tenant","2014","Hamburg","East Germany","","","","","1"
"Main Tenant","2014","Lower Saxony","West Germany","1137","0.411955151321373","0.393300051233943","0.430610251408802","1"
"Main Tenant","2014","Lower Saxony","East Germany","","","","","1"
"Main Tenant","2014","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Main Tenant","2014","Thuringia","West Germany","","","","","1"
"Main Tenant","2014","Thuringia","East Germany","477","0.509086301908789","0.478481861756775","0.539690742060803","1"
"Main Tenant","2014","Schleswig-Holstein","West Germany","457","0.448061490554293","0.41655454663149","0.479568434477097","1"
"Main Tenant","2014","Bremen","East Germany","","","","","1"
"Main Tenant","2014","Schleswig-Holstein","East Germany","","","","","1"
"Main Tenant","2014","Bremen","West Germany","135","0.558820278846449","0.493357293929469","0.624283263763429","1"
"Nursing Home/Retirement Community","2014","North Rhine-Westphalia","East Germany","","","","","4"
"Nursing Home/Retirement Community","2014","Hesse","West Germany","1","","","","4"
"Nursing Home/Retirement Community","2014","Hesse","East Germany","","","","","4"
"Nursing Home/Retirement Community","2014","Rhineland-Palatinate,Saarland","West Germany","1","","","","4"
"Nursing Home/Retirement Community","2014","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Nursing Home/Retirement Community","2014","Baden-Württemberg","West Germany","6","","","","4"
"Nursing Home/Retirement Community","2014","Baden-Württemberg","East Germany","","","","","4"
"Nursing Home/Retirement Community","2014","Bavaria","West Germany","5","","","","4"
"Nursing Home/Retirement Community","2014","Bavaria","East Germany","","","","","4"
"Nursing Home/Retirement Community","2014","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Nursing Home/Retirement Community","2014","Mecklenburg-Western Pomerania","East Germany","1","","","","4"
"Nursing Home/Retirement Community","2014","Saxony","West Germany","","","","","4"
"Nursing Home/Retirement Community","2014","Thuringia","East Germany","4","","","","4"
"Nursing Home/Retirement Community","2014","Saxony","East Germany","5","","","","4"
"Nursing Home/Retirement Community","2014","Saxony-Anhalt","West Germany","","","","","4"
"Nursing Home/Retirement Community","2014","Saxony-Anhalt","East Germany","1","","","","4"
"Nursing Home/Retirement Community","2014","Thuringia","West Germany","","","","","4"
"Nursing Home/Retirement Community","2014","North Rhine-Westphalia","West Germany","7","","","","4"
"Nursing Home/Retirement Community","2014","Berlin","West Germany","1","","","","4"
"Nursing Home/Retirement Community","2014","Berlin","East Germany","","","","","4"
"Nursing Home/Retirement Community","2014","Brandenburg","West Germany","","","","","4"
"Nursing Home/Retirement Community","2014","Brandenburg","East Germany","3","","","","4"
"Nursing Home/Retirement Community","2014","Schleswig-Holstein","East Germany","","","","","4"
"Nursing Home/Retirement Community","2014","Schleswig-Holstein","West Germany","3","","","","4"
"Nursing Home/Retirement Community","2014","Hamburg","East Germany","","","","","4"
"Nursing Home/Retirement Community","2014","Lower Saxony","East Germany","","","","","4"
"Nursing Home/Retirement Community","2014","Hamburg","West Germany","1","","","","4"
"Nursing Home/Retirement Community","2014","Bremen","East Germany","","","","","4"
"Nursing Home/Retirement Community","2014","Bremen","West Germany","2","","","","4"
"Nursing Home/Retirement Community","2014","Lower Saxony","West Germany","4","","","","4"
"Owner","2014","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Owner","2014","Mecklenburg-Western Pomerania","East Germany","206","0.372529224584316","0.332942669880679","0.412115779287953","3"
"Owner","2014","Saxony","West Germany","","","","","3"
"Owner","2014","Saxony","East Germany","656","0.387189237619926","0.363664427759109","0.410714047480743","3"
"Owner","2014","North Rhine-Westphalia","East Germany","","","","","3"
"Owner","2014","Hesse","West Germany","940","0.497855959776399","0.475618279097266","0.520093640455531","3"
"Owner","2014","Hesse","East Germany","","","","","3"
"Owner","2014","Rhineland-Palatinate,Saarland","West Germany","924","0.541656114271428","0.517460029637027","0.565852198905829","3"
"Owner","2014","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Owner","2014","Baden-Württemberg","West Germany","1885","0.57605069166618","0.559222994421238","0.592878388911122","3"
"Owner","2014","Baden-Württemberg","East Germany","","","","","3"
"Owner","2014","Bavaria","West Germany","2386","0.535353214933556","0.520802072223126","0.549904357643986","3"
"Owner","2014","Bavaria","East Germany","","","","","3"
"Owner","2014","Berlin","West Germany","123","0.200515083510759","0.168097701112606","0.232932465908912","3"
"Owner","2014","Berlin","East Germany","68","0.176455816567762","0.140382930810877","0.212528702324648","3"
"Owner","2014","Brandenburg","West Germany","","","","","3"
"Owner","2014","Brandenburg","East Germany","469","0.468267398721134","0.438071083351366","0.498463714090902","3"
"Owner","2014","Schleswig-Holstein","West Germany","489","0.531476004408833","0.499860517702939","0.563091491114727","3"
"Owner","2014","Schleswig-Holstein","East Germany","","","","","3"
"Owner","2014","Hamburg","West Germany","141","0.313204949196695","0.270635938611257","0.355773959782134","3"
"Owner","2014","Hamburg","East Germany","","","","","3"
"Owner","2014","North Rhine-Westphalia","West Germany","2695","0.489668024828371","0.476792985288135","0.502543064368607","3"
"Owner","2014","Saxony-Anhalt","West Germany","","","","","3"
"Owner","2014","Saxony-Anhalt","East Germany","448","0.443253776340879","0.412167518172805","0.474340034508954","3"
"Owner","2014","Thuringia","West Germany","","","","","3"
"Owner","2014","Thuringia","East Germany","527","0.467864146756152","0.437317938968434","0.49841035454387","3"
"Owner","2014","Lower Saxony","West Germany","1496","0.568077827422836","0.549303081934038","0.586852572911634","3"
"Owner","2014","Lower Saxony","East Germany","","","","","3"
"Owner","2014","Bremen","West Germany","81","0.398893332889001","0.334334433861031","0.46345223191697","3"
"Owner","2014","Bremen","East Germany","","","","","3"
"Sub-Tenant","2014","North Rhine-Westphalia","East Germany","","","","","2"
"Sub-Tenant","2014","Hesse","West Germany","21","","","","2"
"Sub-Tenant","2014","Hesse","East Germany","","","","","2"
"Sub-Tenant","2014","Rhineland-Palatinate,Saarland","West Germany","24","","","","2"
"Sub-Tenant","2014","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Sub-Tenant","2014","Mecklenburg-Western Pomerania","East Germany","20","","","","2"
"Sub-Tenant","2014","Saxony","West Germany","","","","","2"
"Sub-Tenant","2014","Baden-Württemberg","East Germany","","","","","2"
"Sub-Tenant","2014","Bavaria","West Germany","55","0.0173225795039856","0.0135160675809306","0.0211290914270407","2"
"Sub-Tenant","2014","Bavaria","East Germany","","","","","2"
"Sub-Tenant","2014","Berlin","West Germany","13","","","","2"
"Sub-Tenant","2014","Saxony","East Germany","32","0.0322276628818795","0.0236985806919309","0.0407567450718282","2"
"Sub-Tenant","2014","North Rhine-Westphalia","West Germany","52","0.013224529421861","0.0102823402370266","0.0161667186066954","2"
"Sub-Tenant","2014","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Sub-Tenant","2014","Baden-Württemberg","West Germany","24","","","","2"
"Sub-Tenant","2014","Berlin","East Germany","8","","","","2"
"Sub-Tenant","2014","Brandenburg","West Germany","","","","","2"
"Sub-Tenant","2014","Brandenburg","East Germany","18","","","","2"
"Sub-Tenant","2014","Saxony-Anhalt","West Germany","","","","","2"
"Sub-Tenant","2014","Saxony-Anhalt","East Germany","13","","","","2"
"Sub-Tenant","2014","Thuringia","West Germany","","","","","2"
"Sub-Tenant","2014","Thuringia","East Germany","17","","","","2"
"Sub-Tenant","2014","Schleswig-Holstein","East Germany","","","","","2"
"Sub-Tenant","2014","Hamburg","West Germany","7","","","","2"
"Sub-Tenant","2014","Hamburg","East Germany","","","","","2"
"Sub-Tenant","2014","Lower Saxony","West Germany","37","0.0182622889341595","0.0131872108195687","0.0233373670487502","2"
"Sub-Tenant","2014","Bremen","East Germany","","","","","2"
"Sub-Tenant","2014","Lower Saxony","East Germany","","","","","2"
"Sub-Tenant","2014","Bremen","West Germany","3","","","","2"
"Sub-Tenant","2014","Schleswig-Holstein","West Germany","8","","","","2"
"Tenant","2014","Schleswig-Holstein","East Germany","","","","","5"
"Tenant","2014","Hamburg","West Germany","","","","","5"
"Tenant","2014","Hamburg","East Germany","","","","","5"
"Tenant","2014","Lower Saxony","West Germany","","","","","5"
"Tenant","2014","Lower Saxony","East Germany","","","","","5"
"Tenant","2014","Bremen","West Germany","","","","","5"
"Tenant","2014","Bremen","East Germany","","","","","5"
"Tenant","2014","North Rhine-Westphalia","West Germany","","","","","5"
"Tenant","2014","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Tenant","2014","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Tenant","2014","Saxony","West Germany","","","","","5"
"Tenant","2014","Saxony","East Germany","","","","","5"
"Tenant","2014","Saxony-Anhalt","West Germany","","","","","5"
"Tenant","2014","Saxony-Anhalt","East Germany","","","","","5"
"Tenant","2014","Thuringia","West Germany","","","","","5"
"Tenant","2014","Thuringia","East Germany","","","","","5"
"Tenant","2014","Schleswig-Holstein","West Germany","","","","","5"
"Tenant","2014","North Rhine-Westphalia","East Germany","","","","","5"
"Tenant","2014","Hesse","West Germany","","","","","5"
"Tenant","2014","Hesse","East Germany","","","","","5"
"Tenant","2014","Rhineland-Palatinate,Saarland","West Germany","","","","","5"
"Tenant","2014","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Tenant","2014","Baden-Württemberg","West Germany","","","","","5"
"Tenant","2014","Baden-Württemberg","East Germany","","","","","5"
"Tenant","2014","Bavaria","West Germany","","","","","5"
"Tenant","2014","Bavaria","East Germany","","","","","5"
"Tenant","2014","Berlin","West Germany","","","","","5"
"Tenant","2014","Berlin","East Germany","","","","","5"
"Tenant","2014","Brandenburg","West Germany","","","","","5"
"Tenant","2014","Brandenburg","East Germany","","","","","5"
