"hlf0001_h","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Nursing Home/Retirement Community","1990","Thuringia","East Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Saxony","West Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Saxony","East Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Saxony-Anhalt","West Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Saxony-Anhalt","East Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Thuringia","West Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Schleswig-Holstein","West Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Schleswig-Holstein","East Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Hamburg","West Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Hamburg","East Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Bremen","East Germany","","","","","4"
"Nursing Home/Retirement Community","1990","North Rhine-Westphalia","West Germany","","","","","4"
"Nursing Home/Retirement Community","1990","North Rhine-Westphalia","East Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Hesse","West Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Baden-Württemberg","East Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Bavaria","West Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Brandenburg","East Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Lower Saxony","West Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Lower Saxony","East Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Bremen","West Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Hesse","East Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Rhineland-Palatinate,Saarland","West Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Baden-Württemberg","West Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Bavaria","East Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Berlin","West Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Berlin","East Germany","","","","","4"
"Nursing Home/Retirement Community","1990","Brandenburg","West Germany","","","","","4"
"Owner","1990","Hamburg","East Germany","","","","","3"
"Owner","1990","Saxony","East Germany","347","0.240511505324623","0.217627912074046","0.2633950985752","3"
"Owner","1990","Saxony","West Germany","","","","","3"
"Owner","1990","Schleswig-Holstein","West Germany","150","0.557028434288933","0.49925668360672","0.614800184971147","3"
"Owner","1990","Schleswig-Holstein","East Germany","","","","","3"
"Owner","1990","Hamburg","West Germany","26","","","","3"
"Owner","1990","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Owner","1990","Mecklenburg-Western Pomerania","East Germany","151","0.26536812005795","0.226820987068088","0.303915253047812","3"
"Owner","1990","Brandenburg","East Germany","282","0.373640207563397","0.338666380392228","0.408614034734565","3"
"Owner","1990","Saxony-Anhalt","West Germany","","","","","3"
"Owner","1990","Saxony-Anhalt","East Germany","301","0.365723680367666","0.332778468712519","0.398668892022812","3"
"Owner","1990","Thuringia","West Germany","","","","","3"
"Owner","1990","Thuringia","East Germany","338","0.411933583935734","0.376495863624872","0.447371304246596","3"
"Owner","1990","North Rhine-Westphalia","West Germany","953","0.394423897254216","0.375547224425653","0.413300570082778","3"
"Owner","1990","North Rhine-Westphalia","East Germany","","","","","3"
"Owner","1990","Hesse","West Germany","364","0.457582581840662","0.426517594960704","0.48864756872062","3"
"Owner","1990","Hesse","East Germany","","","","","3"
"Owner","1990","Rhineland-Palatinate,Saarland","West Germany","363","0.584941189114825","0.547714751405256","0.622167626824394","3"
"Owner","1990","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Owner","1990","Baden-Württemberg","West Germany","798","0.544405768759063","0.521424167145718","0.567387370372407","3"
"Owner","1990","Baden-Württemberg","East Germany","","","","","3"
"Owner","1990","Bavaria","West Germany","762","0.521095719356418","0.496678951109705","0.545512487603131","3"
"Owner","1990","Bavaria","East Germany","","","","","3"
"Owner","1990","Berlin","West Germany","23","","","","3"
"Owner","1990","Berlin","East Germany","16","","","","3"
"Owner","1990","Brandenburg","West Germany","","","","","3"
"Owner","1990","Lower Saxony","West Germany","499","0.537432352145075","0.506231739777016","0.568632964513135","3"
"Owner","1990","Lower Saxony","East Germany","","","","","3"
"Owner","1990","Bremen","West Germany","33","0.259997911427147","0.175288652756605","0.344707170097689","3"
"Owner","1990","Bremen","East Germany","","","","","3"
"Sub-Tenant","1990","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Sub-Tenant","1990","Mecklenburg-Western Pomerania","East Germany","9","","","","2"
"Sub-Tenant","1990","Saxony","West Germany","","","","","2"
"Sub-Tenant","1990","Saxony","East Germany","58","0.0439709151920587","0.0329931484968218","0.0549486818872956","2"
"Sub-Tenant","1990","Saxony-Anhalt","West Germany","","","","","2"
"Sub-Tenant","1990","Saxony-Anhalt","East Germany","34","0.0423025913448278","0.0285344868149278","0.0560706958747277","2"
"Sub-Tenant","1990","Thuringia","East Germany","39","0.0553453569604507","0.0388820864119004","0.071808627509001","2"
"Sub-Tenant","1990","North Rhine-Westphalia","West Germany","42","0.0192663398375242","0.0139570721425257","0.0245756075325227","2"
"Sub-Tenant","1990","North Rhine-Westphalia","East Germany","","","","","2"
"Sub-Tenant","1990","Hesse","West Germany","14","","","","2"
"Sub-Tenant","1990","Hesse","East Germany","","","","","2"
"Sub-Tenant","1990","Thuringia","West Germany","","","","","2"
"Sub-Tenant","1990","Brandenburg","East Germany","13","","","","2"
"Sub-Tenant","1990","Schleswig-Holstein","West Germany","4","","","","2"
"Sub-Tenant","1990","Schleswig-Holstein","East Germany","","","","","2"
"Sub-Tenant","1990","Hamburg","West Germany","6","","","","2"
"Sub-Tenant","1990","Hamburg","East Germany","","","","","2"
"Sub-Tenant","1990","Lower Saxony","West Germany","27","","","","2"
"Sub-Tenant","1990","Lower Saxony","East Germany","","","","","2"
"Sub-Tenant","1990","Baden-Württemberg","East Germany","","","","","2"
"Sub-Tenant","1990","Bavaria","West Germany","43","0.0301376169600509","0.021781306231363","0.0384939276887388","2"
"Sub-Tenant","1990","Bavaria","East Germany","","","","","2"
"Sub-Tenant","1990","Berlin","West Germany","15","","","","2"
"Sub-Tenant","1990","Bremen","West Germany","3","","","","2"
"Sub-Tenant","1990","Bremen","East Germany","","","","","2"
"Sub-Tenant","1990","Rhineland-Palatinate,Saarland","West Germany","12","","","","2"
"Sub-Tenant","1990","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Sub-Tenant","1990","Baden-Württemberg","West Germany","41","0.0351805325846177","0.0266788662107412","0.0436821989584942","2"
"Sub-Tenant","1990","Berlin","East Germany","","","","","2"
"Sub-Tenant","1990","Brandenburg","West Germany","","","","","2"
"Tenant","1990","Saxony","East Germany","1","","","","5"
"Tenant","1990","Mecklenburg-Western Pomerania","East Germany","3","","","","5"
"Tenant","1990","Saxony","West Germany","","","","","5"
"Tenant","1990","Schleswig-Holstein","West Germany","","","","","5"
"Tenant","1990","Schleswig-Holstein","East Germany","","","","","5"
"Tenant","1990","Bremen","East Germany","","","","","5"
"Tenant","1990","North Rhine-Westphalia","West Germany","","","","","5"
"Tenant","1990","Brandenburg","East Germany","","","","","5"
"Tenant","1990","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Tenant","1990","Saxony-Anhalt","West Germany","","","","","5"
"Tenant","1990","Saxony-Anhalt","East Germany","","","","","5"
"Tenant","1990","Thuringia","West Germany","","","","","5"
"Tenant","1990","Thuringia","East Germany","2","","","","5"
"Tenant","1990","Hamburg","West Germany","","","","","5"
"Tenant","1990","Hamburg","East Germany","","","","","5"
"Tenant","1990","Lower Saxony","West Germany","2","","","","5"
"Tenant","1990","Lower Saxony","East Germany","","","","","5"
"Tenant","1990","Bremen","West Germany","","","","","5"
"Tenant","1990","North Rhine-Westphalia","East Germany","","","","","5"
"Tenant","1990","Hesse","West Germany","2","","","","5"
"Tenant","1990","Hesse","East Germany","","","","","5"
"Tenant","1990","Rhineland-Palatinate,Saarland","West Germany","","","","","5"
"Tenant","1990","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Tenant","1990","Baden-Württemberg","West Germany","1","","","","5"
"Tenant","1990","Baden-Württemberg","East Germany","","","","","5"
"Tenant","1990","Bavaria","West Germany","","","","","5"
"Tenant","1990","Bavaria","East Germany","","","","","5"
"Tenant","1990","Berlin","West Germany","","","","","5"
"Tenant","1990","Berlin","East Germany","","","","","5"
"Tenant","1990","Brandenburg","West Germany","","","","","5"
"Main Tenant","1991","North Rhine-Westphalia","West Germany","1576","0.581678459921441","0.562577502650638","0.600779417192244","1"
"Main Tenant","1991","North Rhine-Westphalia","East Germany","","","","","1"
"Main Tenant","1991","Hesse","West Germany","594","0.515836311382056","0.484354299751801","0.54731832301231","1"
"Main Tenant","1991","Hesse","East Germany","","","","","1"
"Main Tenant","1991","Rhineland-Palatinate,Saarland","West Germany","307","0.415794828086448","0.378447694735103","0.453141961437793","1"
"Main Tenant","1991","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Main Tenant","1991","Baden-Württemberg","West Germany","958","0.430319187286451","0.407503163586969","0.453135210985933","1"
"Main Tenant","1991","Baden-Württemberg","East Germany","","","","","1"
"Main Tenant","1991","Bavaria","West Germany","826","0.45024624416612","0.42596672625489","0.47452576207735","1"
"Main Tenant","1991","Bavaria","East Germany","","","","","1"
"Main Tenant","1991","Berlin","West Germany","299","0.878844171219867","0.844057102459646","0.913631239980087","1"
"Main Tenant","1991","Berlin","East Germany","250","0.926757005667012","0.895680499019729","0.957833512314295","1"
"Main Tenant","1991","Brandenburg","West Germany","","","","","1"
"Main Tenant","1991","Thuringia","East Germany","327","0.528066998414989","0.490979447226431","0.565154549603547","1"
"Main Tenant","1991","Hamburg","West Germany","132","0.851915826536318","0.796880599075934","0.906951053996703","1"
"Main Tenant","1991","Hamburg","East Germany","","","","","1"
"Main Tenant","1991","Lower Saxony","West Germany","455","0.433660644868939","0.402553571050877","0.464767718687002","1"
"Main Tenant","1991","Lower Saxony","East Germany","","","","","1"
"Main Tenant","1991","Mecklenburg-Western Pomerania","East Germany","319","0.694878022858674","0.653381801305056","0.736374244412291","1"
"Main Tenant","1991","Saxony","West Germany","","","","","1"
"Main Tenant","1991","Saxony","East Germany","864","0.718163011161015","0.6931121333016","0.743213889020431","1"
"Main Tenant","1991","Saxony-Anhalt","West Germany","","","","","1"
"Main Tenant","1991","Schleswig-Holstein","West Germany","138","0.443422803071852","0.387112973490292","0.499732632653412","1"
"Main Tenant","1991","Schleswig-Holstein","East Germany","","","","","1"
"Main Tenant","1991","Bremen","West Germany","57","0.692875200478702","0.601074250477512","0.784676150479892","1"
"Main Tenant","1991","Bremen","East Germany","","","","","1"
"Main Tenant","1991","Brandenburg","East Germany","379","0.569276805742643","0.532140507288076","0.60641310419721","1"
"Main Tenant","1991","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Main Tenant","1991","Saxony-Anhalt","East Germany","449","0.560933965629285","0.526587528183841","0.59528040307473","1"
"Main Tenant","1991","Thuringia","West Germany","","","","","1"
"Nursing Home/Retirement Community","1991","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Thuringia","East Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Saxony","West Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Saxony","East Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Saxony-Anhalt","West Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Saxony-Anhalt","East Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Thuringia","West Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Schleswig-Holstein","West Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Schleswig-Holstein","East Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Hamburg","West Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Hamburg","East Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Bremen","East Germany","","","","","4"
"Nursing Home/Retirement Community","1991","North Rhine-Westphalia","West Germany","","","","","4"
"Nursing Home/Retirement Community","1991","North Rhine-Westphalia","East Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Hesse","West Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Hesse","East Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Rhineland-Palatinate,Saarland","West Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Baden-Württemberg","West Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Baden-Württemberg","East Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Bavaria","West Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Brandenburg","East Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Lower Saxony","West Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Lower Saxony","East Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Bremen","West Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Berlin","East Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Brandenburg","West Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Bavaria","East Germany","","","","","4"
"Nursing Home/Retirement Community","1991","Berlin","West Germany","","","","","4"
"Owner","1991","Hamburg","East Germany","","","","","3"
"Owner","1991","Hamburg","West Germany","27","","","","3"
"Owner","1991","Schleswig-Holstein","West Germany","152","0.522578526463484","0.465962517511383","0.579194535415585","3"
"Owner","1991","Schleswig-Holstein","East Germany","","","","","3"
"Owner","1991","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Owner","1991","Mecklenburg-Western Pomerania","East Germany","138","0.260669318342133","0.221106989953401","0.300231646730865","3"
"Owner","1991","Saxony","West Germany","","","","","3"
"Owner","1991","Saxony","East Germany","326","0.240365904496231","0.216572800961314","0.264159008031148","3"
"Owner","1991","Brandenburg","East Germany","270","0.37599404455965","0.339667625426414","0.412320463692886","3"
"Owner","1991","Saxony-Anhalt","West Germany","","","","","3"
"Owner","1991","Saxony-Anhalt","East Germany","296","0.355201403991194","0.322079881987073","0.388322925995315","3"
"Owner","1991","Thuringia","West Germany","","","","","3"
"Owner","1991","Thuringia","East Germany","323","0.402558698338877","0.366124795147231","0.438992601530523","3"
"Owner","1991","North Rhine-Westphalia","West Germany","943","0.398417485257285","0.379460235768528","0.417374734746042","3"
"Owner","1991","North Rhine-Westphalia","East Germany","","","","","3"
"Owner","1991","Hesse","West Germany","353","0.455247223326916","0.4238758311845","0.486618615469332","3"
"Owner","1991","Hesse","East Germany","","","","","3"
"Owner","1991","Rhineland-Palatinate,Saarland","West Germany","357","0.578130285289014","0.540707417354098","0.615553153223929","3"
"Owner","1991","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Owner","1991","Baden-Württemberg","West Germany","796","0.534294136381994","0.511307529706945","0.557280743057042","3"
"Owner","1991","Baden-Württemberg","East Germany","","","","","3"
"Owner","1991","Bavaria","West Germany","760","0.522621957921341","0.498246322082447","0.546997593760235","3"
"Owner","1991","Bavaria","East Germany","","","","","3"
"Owner","1991","Berlin","West Germany","25","","","","3"
"Owner","1991","Berlin","East Germany","16","","","","3"
"Owner","1991","Brandenburg","West Germany","","","","","3"
"Owner","1991","Lower Saxony","West Germany","489","0.530622981559856","0.499297358200824","0.561948604918887","3"
"Owner","1991","Lower Saxony","East Germany","","","","","3"
"Owner","1991","Bremen","West Germany","35","0.288618444561999","0.198445642532354","0.378791246591644","3"
"Owner","1991","Bremen","East Germany","","","","","3"
"Sub-Tenant","1991","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Sub-Tenant","1991","Mecklenburg-Western Pomerania","East Germany","16","","","","2"
"Sub-Tenant","1991","Saxony","West Germany","","","","","2"
"Sub-Tenant","1991","Saxony","East Germany","49","0.0414710843427531","0.0303694289395102","0.0525727397459959","2"
"Sub-Tenant","1991","Saxony-Anhalt","West Germany","","","","","2"
"Sub-Tenant","1991","Saxony-Anhalt","East Germany","54","0.0769565083485582","0.0585108285028902","0.0954021881942263","2"
"Sub-Tenant","1991","Thuringia","West Germany","","","","","2"
"Sub-Tenant","1991","Thuringia","East Germany","43","0.0649413470530359","0.0466340788365751","0.0832486152694967","2"
"Sub-Tenant","1991","North Rhine-Westphalia","West Germany","43","0.019904054821274","0.0144957195779053","0.0253123900646426","2"
"Sub-Tenant","1991","North Rhine-Westphalia","East Germany","","","","","2"
"Sub-Tenant","1991","Hesse","West Germany","21","","","","2"
"Sub-Tenant","1991","Hesse","East Germany","","","","","2"
"Sub-Tenant","1991","Brandenburg","East Germany","34","0.0547291496977068","0.0376712631198798","0.0717870362755339","2"
"Sub-Tenant","1991","Schleswig-Holstein","West Germany","9","","","","2"
"Sub-Tenant","1991","Schleswig-Holstein","East Germany","","","","","2"
"Sub-Tenant","1991","Hamburg","West Germany","1","","","","2"
"Sub-Tenant","1991","Hamburg","East Germany","","","","","2"
"Sub-Tenant","1991","Baden-Württemberg","West Germany","53","0.0351677137999024","0.0266792951728137","0.0436561324269912","2"
"Sub-Tenant","1991","Baden-Württemberg","East Germany","","","","","2"
"Sub-Tenant","1991","Bavaria","West Germany","26","","","","2"
"Sub-Tenant","1991","Lower Saxony","West Germany","31","0.0357163735712049","0.0240675556287377","0.0473651915136722","2"
"Sub-Tenant","1991","Lower Saxony","East Germany","","","","","2"
"Sub-Tenant","1991","Bremen","East Germany","","","","","2"
"Sub-Tenant","1991","Bavaria","East Germany","","","","","2"
"Sub-Tenant","1991","Berlin","West Germany","13","","","","2"
"Sub-Tenant","1991","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Sub-Tenant","1991","Berlin","East Germany","4","","","","2"
"Sub-Tenant","1991","Brandenburg","West Germany","","","","","2"
"Sub-Tenant","1991","Bremen","West Germany","5","","","","2"
"Sub-Tenant","1991","Rhineland-Palatinate,Saarland","West Germany","5","","","","2"
"Tenant","1991","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Tenant","1991","Bremen","East Germany","","","","","5"
"Tenant","1991","North Rhine-Westphalia","West Germany","","","","","5"
"Tenant","1991","Saxony","West Germany","","","","","5"
"Tenant","1991","Saxony","East Germany","","","","","5"
"Tenant","1991","Saxony-Anhalt","West Germany","","","","","5"
"Tenant","1991","Saxony-Anhalt","East Germany","3","","","","5"
"Tenant","1991","Thuringia","West Germany","","","","","5"
"Tenant","1991","Thuringia","East Germany","3","","","","5"
"Tenant","1991","Schleswig-Holstein","West Germany","","","","","5"
"Tenant","1991","Schleswig-Holstein","East Germany","","","","","5"
"Tenant","1991","Hamburg","West Germany","","","","","5"
"Tenant","1991","Hamburg","East Germany","","","","","5"
"Tenant","1991","Lower Saxony","West Germany","","","","","5"
"Tenant","1991","Lower Saxony","East Germany","","","","","5"
"Tenant","1991","Bremen","West Germany","","","","","5"
"Tenant","1991","Brandenburg","East Germany","","","","","5"
"Tenant","1991","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Tenant","1991","North Rhine-Westphalia","East Germany","","","","","5"
"Tenant","1991","Hesse","West Germany","","","","","5"
"Tenant","1991","Hesse","East Germany","","","","","5"
"Tenant","1991","Rhineland-Palatinate,Saarland","West Germany","","","","","5"
"Tenant","1991","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Tenant","1991","Baden-Württemberg","West Germany","2","","","","5"
"Tenant","1991","Baden-Württemberg","East Germany","","","","","5"
"Tenant","1991","Bavaria","West Germany","1","","","","5"
"Tenant","1991","Bavaria","East Germany","","","","","5"
"Tenant","1991","Berlin","West Germany","1","","","","5"
"Tenant","1991","Berlin","East Germany","","","","","5"
"Tenant","1991","Brandenburg","West Germany","","","","","5"
"Main Tenant","1992","Schleswig-Holstein","West Germany","128","0.426470214538728","0.367696115565012","0.485244313512444","1"
"Main Tenant","1992","Schleswig-Holstein","East Germany","","","","","1"
"Main Tenant","1992","Hamburg","West Germany","120","0.809650632889573","0.74744539947406","0.871855866305086","1"
"Main Tenant","1992","Hamburg","East Germany","","","","","1"
"Main Tenant","1992","Lower Saxony","West Germany","460","0.442241547231257","0.41106710916144","0.473415985301075","1"
"Main Tenant","1992","Lower Saxony","East Germany","","","","","1"
"Main Tenant","1992","Bremen","West Germany","56","0.681632878402897","0.586955551560232","0.776310205245562","1"
"Main Tenant","1992","Bremen","East Germany","","","","","1"
"Main Tenant","1992","North Rhine-Westphalia","West Germany","1563","0.575534738920916","0.556313203321544","0.594756274520288","1"
"Main Tenant","1992","North Rhine-Westphalia","East Germany","","","","","1"
"Main Tenant","1992","Hesse","West Germany","577","0.511374768839887","0.479754171705374","0.5429953659744","1"
"Main Tenant","1992","Hesse","East Germany","","","","","1"
"Main Tenant","1992","Rhineland-Palatinate,Saarland","West Germany","295","0.411258462584142","0.373718322759919","0.448798602408366","1"
"Main Tenant","1992","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Main Tenant","1992","Baden-Württemberg","West Germany","947","0.434294523919327","0.411222744482375","0.457366303356279","1"
"Main Tenant","1992","Baden-Württemberg","East Germany","","","","","1"
"Main Tenant","1992","Bavaria","West Germany","839","0.440703430398106","0.416740934224926","0.464665926571285","1"
"Main Tenant","1992","Bavaria","East Germany","","","","","1"
"Main Tenant","1992","Berlin","West Germany","277","0.858782360171684","0.820804292685241","0.896760427658127","1"
"Main Tenant","1992","Berlin","East Germany","258","0.926698227684035","0.896060814266976","0.957335641101095","1"
"Main Tenant","1992","Brandenburg","West Germany","","","","","1"
"Main Tenant","1992","Brandenburg","East Germany","419","0.645700383036837","0.609429283329042","0.681971482744633","1"
"Main Tenant","1992","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Main Tenant","1992","Mecklenburg-Western Pomerania","East Germany","285","0.697366076349955","0.653325888479772","0.741406264220138","1"
"Main Tenant","1992","Saxony","West Germany","","","","","1"
"Main Tenant","1992","Saxony","East Germany","810","0.712054089772237","0.686052669070923","0.738055510473551","1"
"Main Tenant","1992","Saxony-Anhalt","West Germany","","","","","1"
"Main Tenant","1992","Saxony-Anhalt","East Germany","487","0.651818248005057","0.618364435185548","0.685272060824565","1"
"Main Tenant","1992","Thuringia","West Germany","","","","","1"
"Main Tenant","1992","Thuringia","East Germany","333","0.544549240311935","0.507200407619779","0.58189807300409","1"
"Nursing Home/Retirement Community","1992","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Nursing Home/Retirement Community","1992","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"Nursing Home/Retirement Community","1992","Thuringia","West Germany","","","","","4"
"Nursing Home/Retirement Community","1992","Thuringia","East Germany","","","","","4"
"Nursing Home/Retirement Community","1992","Saxony","West Germany","","","","","4"
"Nursing Home/Retirement Community","1992","Saxony","East Germany","","","","","4"
"Nursing Home/Retirement Community","1992","Saxony-Anhalt","West Germany","","","","","4"
"Nursing Home/Retirement Community","1992","Saxony-Anhalt","East Germany","","","","","4"
"Nursing Home/Retirement Community","1992","Schleswig-Holstein","West Germany","","","","","4"
"Nursing Home/Retirement Community","1992","Schleswig-Holstein","East Germany","","","","","4"
"Nursing Home/Retirement Community","1992","Hamburg","West Germany","","","","","4"
"Nursing Home/Retirement Community","1992","Hamburg","East Germany","","","","","4"
"Nursing Home/Retirement Community","1992","Lower Saxony","West Germany","","","","","4"
"Nursing Home/Retirement Community","1992","Lower Saxony","East Germany","","","","","4"
"Nursing Home/Retirement Community","1992","Bremen","West Germany","","","","","4"
"Nursing Home/Retirement Community","1992","Bremen","East Germany","","","","","4"
"Nursing Home/Retirement Community","1992","North Rhine-Westphalia","West Germany","","","","","4"
"Nursing Home/Retirement Community","1992","North Rhine-Westphalia","East Germany","","","","","4"
"Nursing Home/Retirement Community","1992","Hesse","West Germany","","","","","4"
"Nursing Home/Retirement Community","1992","Hesse","East Germany","","","","","4"
"Nursing Home/Retirement Community","1992","Rhineland-Palatinate,Saarland","West Germany","","","","","4"
"Nursing Home/Retirement Community","1992","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Nursing Home/Retirement Community","1992","Baden-Württemberg","West Germany","","","","","4"
"Nursing Home/Retirement Community","1992","Baden-Württemberg","East Germany","","","","","4"
"Nursing Home/Retirement Community","1992","Bavaria","West Germany","","","","","4"
"Nursing Home/Retirement Community","1992","Brandenburg","East Germany","","","","","4"
"Nursing Home/Retirement Community","1992","Berlin","West Germany","","","","","4"
"Nursing Home/Retirement Community","1992","Bavaria","East Germany","","","","","4"
"Nursing Home/Retirement Community","1992","Berlin","East Germany","","","","","4"
"Nursing Home/Retirement Community","1992","Brandenburg","West Germany","","","","","4"
"Owner","1992","Schleswig-Holstein","West Germany","137","0.536061164760638","0.476795770790172","0.595326558731103","3"
"Owner","1992","Schleswig-Holstein","East Germany","","","","","3"
"Owner","1992","Hamburg","West Germany","31","0.179965200083936","0.119093871067765","0.240836529100107","3"
"Owner","1992","Hamburg","East Germany","","","","","3"
"Owner","1992","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Owner","1992","Mecklenburg-Western Pomerania","East Germany","130","0.287588590880471","0.244196436842592","0.330980744918349","3"
"Owner","1992","Saxony","West Germany","","","","","3"
"Owner","1992","Saxony","East Germany","315","0.253968676399742","0.228973642079552","0.278963710719932","3"
"Owner","1992","Brandenburg","East Germany","235","0.334488727014715","0.298709717735044","0.370267736294386","3"
"Owner","1992","Saxony-Anhalt","West Germany","","","","","3"
"Owner","1992","Saxony-Anhalt","East Germany","264","0.31672649366087","0.284058771792101","0.349394215529638","3"
"Owner","1992","Thuringia","West Germany","","","","","3"
"Owner","1992","Thuringia","East Germany","322","0.415786014071679","0.378823742602854","0.452748285540503","3"
"Owner","1992","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Owner","1992","Baden-Württemberg","West Germany","776","0.529629475235107","0.506396766581728","0.552862183888486","3"
"Owner","1992","Baden-Württemberg","East Germany","","","","","3"
"Owner","1992","North Rhine-Westphalia","West Germany","941","0.405846691336672","0.386749851860049","0.424943530813294","3"
"Owner","1992","North Rhine-Westphalia","East Germany","","","","","3"
"Owner","1992","Hesse","West Germany","358","0.452103834821014","0.420620502014136","0.483587167627891","3"
"Owner","1992","Hesse","East Germany","","","","","3"
"Owner","1992","Rhineland-Palatinate,Saarland","West Germany","350","0.564259188516309","0.526429779020636","0.602088598011982","3"
"Owner","1992","Bavaria","West Germany","772","0.526332924078768","0.502233612803583","0.550432235353953","3"
"Owner","1992","Bavaria","East Germany","","","","","3"
"Owner","1992","Berlin","West Germany","25","","","","3"
"Owner","1992","Berlin","East Germany","16","","","","3"
"Owner","1992","Brandenburg","West Germany","","","","","3"
"Owner","1992","Lower Saxony","West Germany","487","0.529403515818044","0.49807328944233","0.560733742193757","3"
"Owner","1992","Lower Saxony","East Germany","","","","","3"
"Owner","1992","Bremen","West Germany","35","0.309028000257321","0.215112828538474","0.402943171976167","3"
"Owner","1992","Bremen","East Germany","","","","","3"
"Sub-Tenant","1992","Thuringia","West Germany","","","","","2"
"Sub-Tenant","1992","Thuringia","East Germany","28","","","","2"
"Sub-Tenant","1992","Schleswig-Holstein","West Germany","7","","","","2"
"Sub-Tenant","1992","Schleswig-Holstein","East Germany","","","","","2"
"Sub-Tenant","1992","Hamburg","West Germany","2","","","","2"
"Sub-Tenant","1992","Hamburg","East Germany","","","","","2"
"Sub-Tenant","1992","Lower Saxony","West Germany","26","","","","2"
"Sub-Tenant","1992","Lower Saxony","East Germany","","","","","2"
"Sub-Tenant","1992","Bremen","West Germany","2","","","","2"
