"hlf0001_h","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"Tenant","2018","Employed","West Germany","","","",""
"Tenant","2018","Employed","East Germany","","","",""
"Main Tenant","2019","Not Employed","West Germany","5068","0.432815959650592","0.422459932300692","0.443171987000492"
"Main Tenant","2019","Not Employed","East Germany","1560","0.573867473227669","0.554156952851609","0.593577993603728"
"Main Tenant","2019","Employed","West Germany","6950","0.48365672593543","0.475589258385653","0.491724193485207"
"Main Tenant","2019","Employed","East Germany","1795","0.506217347727557","0.49013384884138","0.522300846613734"
"Sub-Tenant","2019","Not Employed","West Germany","246","0.0181515500427333","0.0153612002915242","0.0209418997939423"
"Sub-Tenant","2019","Not Employed","East Germany","35","0.0224301631355704","0.0165280156818947","0.0283323105892462"
"Sub-Tenant","2019","Employed","West Germany","221","0.0179432270956283","0.0158002480537053","0.0200862061375512"
"Sub-Tenant","2019","Employed","East Germany","80","0.0310114736448264","0.025434936149529","0.0365880111401238"
"Owner","2019","Not Employed","West Germany","3438","0.538506983992592","0.528087222190602","0.548926745794582"
"Owner","2019","Not Employed","East Germany","804","0.391084615864742","0.371633980952331","0.410535250777153"
"Owner","2019","Employed","West Germany","7568","0.498294660406609","0.490222926665709","0.506366394147508"
"Owner","2019","Employed","East Germany","1837","0.462771178627616","0.446731084564751","0.478811272690482"
"Nursing Home/Retirement Community","2019","Not Employed","West Germany","41","0.0105255063140834","0.00839244492618408","0.0126585677019827"
"Nursing Home/Retirement Community","2019","Not Employed","East Germany","19","","",""
"Nursing Home/Retirement Community","2019","Employed","West Germany","1","","",""
"Nursing Home/Retirement Community","2019","Employed","East Germany","","","",""
"Tenant","2019","Not Employed","West Germany","","","",""
"Tenant","2019","Not Employed","East Germany","","","",""
"Tenant","2019","Employed","West Germany","","","",""
"Tenant","2019","Employed","East Germany","","","",""
