"hlf0001_h","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Owner","1985","Employed","middle vocational","1450","0.466036974124824","0.44942725642577","0.482646691823878","3"
"Sub-Tenant","1985","Not Employed","in school","","","","","2"
"Sub-Tenant","1985","Not Employed","inadequately","5","","","","2"
"Sub-Tenant","1985","Not Employed","general elemantary","18","","","","2"
"Sub-Tenant","1985","Not Employed","middle vocational","28","","","","2"
"Sub-Tenant","1985","Not Employed","vocational + Abi","2","","","","2"
"Sub-Tenant","1985","Not Employed","higher vocational","1","","","","2"
"Sub-Tenant","1985","Not Employed","higher education","1","","","","2"
"Sub-Tenant","1985","Employed","in school","","","","","2"
"Sub-Tenant","1985","Employed","inadequately","16","","","","2"
"Sub-Tenant","1985","Employed","general elemantary","20","","","","2"
"Sub-Tenant","1985","Employed","middle vocational","47","0.0126588391572975","0.00893640492261663","0.0163812733919784","2"
"Sub-Tenant","1985","Employed","vocational + Abi","6","","","","2"
"Sub-Tenant","1985","Employed","higher vocational","6","","","","2"
"Sub-Tenant","1985","Employed","higher education","5","","","","2"
"Tenant","1985","Employed","inadequately","","","","","5"
"Tenant","1985","Employed","higher vocational","","","","","5"
"Tenant","1985","Employed","vocational + Abi","","","","","5"
"Tenant","1985","Employed","higher education","","","","","5"
"Tenant","1985","Employed","middle vocational","","","","","5"
"Tenant","1985","Not Employed","higher vocational","","","","","5"
"Tenant","1985","Not Employed","higher education","","","","","5"
"Tenant","1985","Employed","in school","","","","","5"
"Tenant","1985","Employed","general elemantary","","","","","5"
"Tenant","1985","Not Employed","in school","","","","","5"
"Tenant","1985","Not Employed","inadequately","","","","","5"
"Tenant","1985","Not Employed","general elemantary","","","","","5"
"Tenant","1985","Not Employed","middle vocational","","","","","5"
"Tenant","1985","Not Employed","vocational + Abi","","","","","5"
"Main Tenant","1986","Not Employed","in school","79","0.359092647010675","0.289586465617325","0.428598828404025","1"
"Main Tenant","1986","Not Employed","inadequately","286","0.716507508793771","0.667432912105931","0.76558210548161","1"
"Main Tenant","1986","Not Employed","general elemantary","696","0.493823031206245","0.467435253384536","0.520210809027955","1"
"Main Tenant","1986","Not Employed","middle vocational","820","0.52531896794814","0.50111415712566","0.549523778770619","1"
"Main Tenant","1986","Not Employed","vocational + Abi","45","0.560299732680589","0.446438669843797","0.674160795517381","1"
"Main Tenant","1986","Not Employed","higher vocational","66","0.445222254832153","0.369389983034456","0.521054526629851","1"
"Main Tenant","1986","Not Employed","higher education","66","0.437236064203219","0.356216862015162","0.518255266391276","1"
"Main Tenant","1986","Employed","in school","","","","","1"
"Main Tenant","1986","Employed","inadequately","411","0.824372110439157","0.789750482304744","0.858993738573569","1"
"Main Tenant","1986","Employed","general elemantary","997","0.520378133658841","0.495426629149914","0.545329638167768","1"
"Main Tenant","1986","Employed","middle vocational","1876","0.520378404084681","0.503523736181827","0.537233071987534","1"
"Main Tenant","1986","Employed","vocational + Abi","139","0.619862688392014","0.553413580039249","0.686311796744778","1"
"Main Tenant","1986","Employed","higher vocational","193","0.462618103475603","0.41481976746406","0.510416439487147","1"
"Main Tenant","1986","Employed","higher education","308","0.501282969729072","0.461506858619849","0.541059080838296","1"
"Nursing Home/Retirement Community","1986","Not Employed","in school","","","","","4"
"Nursing Home/Retirement Community","1986","Not Employed","middle vocational","","","","","4"
"Nursing Home/Retirement Community","1986","Not Employed","higher education","","","","","4"
"Nursing Home/Retirement Community","1986","Employed","in school","","","","","4"
"Nursing Home/Retirement Community","1986","Employed","vocational + Abi","","","","","4"
"Nursing Home/Retirement Community","1986","Employed","higher vocational","","","","","4"
"Nursing Home/Retirement Community","1986","Employed","higher education","","","","","4"
"Nursing Home/Retirement Community","1986","Not Employed","inadequately","","","","","4"
"Nursing Home/Retirement Community","1986","Not Employed","general elemantary","","","","","4"
"Nursing Home/Retirement Community","1986","Not Employed","vocational + Abi","","","","","4"
"Nursing Home/Retirement Community","1986","Not Employed","higher vocational","","","","","4"
"Nursing Home/Retirement Community","1986","Employed","inadequately","","","","","4"
"Nursing Home/Retirement Community","1986","Employed","general elemantary","","","","","4"
"Nursing Home/Retirement Community","1986","Employed","middle vocational","","","","","4"
"Owner","1986","Employed","vocational + Abi","62","0.367626580101618","0.301623923501405","0.433629236701831","3"
"Owner","1986","Employed","higher vocational","220","0.526395896360137","0.47853025020266","0.574261542517615","3"
"Owner","1986","Employed","higher education","297","0.496611532954636","0.456836204309861","0.536386861599411","3"
"Owner","1986","Not Employed","higher education","77","0.551679072883382","0.470451288783074","0.632906856983689","3"
"Owner","1986","Employed","in school","5","","","","3"
"Owner","1986","Employed","inadequately","36","0.139207430671098","0.107710403554243","0.170704457787953","3"
"Owner","1986","Employed","general elemantary","511","0.457834492736891","0.432951195513602","0.482717789960179","3"
"Owner","1986","Employed","middle vocational","1428","0.462052435513949","0.445232403923118","0.47887246710478","3"
"Owner","1986","Not Employed","in school","102","0.631533083261324","0.561642309362646","0.701423857160002","3"
"Owner","1986","Not Employed","inadequately","31","0.21826960597921","0.17329154622625","0.263247665732169","3"
"Owner","1986","Not Employed","general elemantary","661","0.491567928592257","0.465181889777845","0.517953967406668","3"
"Owner","1986","Not Employed","middle vocational","788","0.456954787172107","0.43280886352294","0.481100710821274","3"
"Owner","1986","Not Employed","vocational + Abi","26","","","","3"
"Owner","1986","Not Employed","higher vocational","96","0.529168781056765","0.453007217392061","0.60533034472147","3"
"Sub-Tenant","1986","Not Employed","in school","2","","","","2"
"Sub-Tenant","1986","Not Employed","inadequately","7","","","","2"
"Sub-Tenant","1986","Not Employed","general elemantary","22","","","","2"
"Sub-Tenant","1986","Not Employed","middle vocational","27","","","","2"
"Sub-Tenant","1986","Not Employed","vocational + Abi","2","","","","2"
"Sub-Tenant","1986","Not Employed","higher vocational","3","","","","2"
"Sub-Tenant","1986","Not Employed","higher education","1","","","","2"
"Sub-Tenant","1986","Employed","in school","","","","","2"
"Sub-Tenant","1986","Employed","inadequately","17","","","","2"
"Sub-Tenant","1986","Employed","general elemantary","32","0.0217873736042684","0.0144960427896481","0.0290787044188887","2"
"Sub-Tenant","1986","Employed","middle vocational","71","0.0175691604013697","0.0131367731215699","0.0220015476811695","2"
"Sub-Tenant","1986","Employed","vocational + Abi","4","","","","2"
"Sub-Tenant","1986","Employed","higher vocational","5","","","","2"
"Sub-Tenant","1986","Employed","higher education","2","","","","2"
"Tenant","1986","Employed","inadequately","","","","","5"
"Tenant","1986","Employed","vocational + Abi","","","","","5"
"Tenant","1986","Employed","higher vocational","","","","","5"
"Tenant","1986","Employed","higher education","","","","","5"
"Tenant","1986","Employed","general elemantary","","","","","5"
"Tenant","1986","Employed","middle vocational","","","","","5"
"Tenant","1986","Not Employed","higher vocational","","","","","5"
"Tenant","1986","Not Employed","higher education","","","","","5"
"Tenant","1986","Employed","in school","","","","","5"
"Tenant","1986","Not Employed","in school","","","","","5"
"Tenant","1986","Not Employed","inadequately","","","","","5"
"Tenant","1986","Not Employed","general elemantary","","","","","5"
"Tenant","1986","Not Employed","middle vocational","","","","","5"
"Tenant","1986","Not Employed","vocational + Abi","","","","","5"
"Main Tenant","1987","Not Employed","in school","90","0.435845617627361","0.363203766898644","0.508487468356078","1"
"Main Tenant","1987","Not Employed","inadequately","252","0.781978277891083","0.734373954468928","0.829582601313239","1"
"Main Tenant","1987","Not Employed","general elemantary","672","0.483050669933257","0.456021291376353","0.51008004849016","1"
"Main Tenant","1987","Not Employed","middle vocational","822","0.543597510185038","0.519176004556154","0.568019015813922","1"
"Main Tenant","1987","Not Employed","vocational + Abi","39","0.557458923518282","0.441926962101129","0.672990884935434","1"
"Main Tenant","1987","Not Employed","higher vocational","72","0.459085797617537","0.382111404406827","0.536060190828247","1"
"Main Tenant","1987","Not Employed","higher education","66","0.441849111320646","0.360455020675301","0.523243201965991","1"
"Main Tenant","1987","Employed","in school","2","","","","1"
"Main Tenant","1987","Employed","inadequately","409","0.790022450338165","0.753239735043701","0.82680516563263","1"
"Main Tenant","1987","Employed","general elemantary","989","0.528898439278118","0.503984103205383","0.553812775350853","1"
"Main Tenant","1987","Employed","middle vocational","1840","0.502727101319778","0.485888576663901","0.519565625975656","1"
"Main Tenant","1987","Employed","vocational + Abi","140","0.626895374278644","0.560691407839534","0.693099340717754","1"
"Main Tenant","1987","Employed","higher vocational","183","0.449384587950367","0.401058220136022","0.497710955764711","1"
"Main Tenant","1987","Employed","higher education","294","0.480260326301436","0.440317191542824","0.520203461060047","1"
"Nursing Home/Retirement Community","1987","Not Employed","middle vocational","","","","","4"
"Nursing Home/Retirement Community","1987","Not Employed","vocational + Abi","","","","","4"
"Nursing Home/Retirement Community","1987","Not Employed","inadequately","","","","","4"
"Nursing Home/Retirement Community","1987","Employed","general elemantary","","","","","4"
"Nursing Home/Retirement Community","1987","Not Employed","general elemantary","","","","","4"
"Nursing Home/Retirement Community","1987","Not Employed","in school","","","","","4"
"Nursing Home/Retirement Community","1987","Not Employed","higher vocational","","","","","4"
"Nursing Home/Retirement Community","1987","Not Employed","higher education","","","","","4"
"Nursing Home/Retirement Community","1987","Employed","in school","","","","","4"
"Nursing Home/Retirement Community","1987","Employed","inadequately","","","","","4"
"Nursing Home/Retirement Community","1987","Employed","middle vocational","","","","","4"
"Nursing Home/Retirement Community","1987","Employed","vocational + Abi","","","","","4"
"Nursing Home/Retirement Community","1987","Employed","higher vocational","","","","","4"
"Nursing Home/Retirement Community","1987","Employed","higher education","","","","","4"
"Owner","1987","Not Employed","in school","88","0.558221751629053","0.485472736614104","0.630970766644001","3"
"Owner","1987","Not Employed","inadequately","30","0.182299394802384","0.137786181850272","0.226812607754497","3"
"Owner","1987","Not Employed","general elemantary","621","0.49863478886352","0.471589967733973","0.525679609993067","3"
"Owner","1987","Not Employed","middle vocational","749","0.438264896532206","0.413937601116789","0.462592191947623","3"
"Owner","1987","Not Employed","vocational + Abi","29","","","","3"
"Owner","1987","Not Employed","higher vocational","88","0.522893972322551","0.445741575495715","0.600046369149387","3"
"Owner","1987","Not Employed","higher education","75","0.535588013357078","0.453845646811147","0.617330379903009","3"
"Owner","1987","Employed","in school","10","","","","3"
"Owner","1987","Employed","inadequately","38","0.139527413609229","0.108235225752227","0.170819601466231","3"
"Owner","1987","Employed","general elemantary","522","0.449725471140306","0.424895892352127","0.474555049928484","3"
"Owner","1987","Employed","middle vocational","1478","0.474822588747825","0.458005175445001","0.491640002050649","3"
"Owner","1987","Employed","vocational + Abi","62","0.360003001182089","0.29429576653753","0.425710235826648","3"
"Owner","1987","Employed","higher vocational","218","0.535700247641554","0.487248322675478","0.58415217260763","3"
"Owner","1987","Employed","higher education","295","0.498567229978077","0.458593094843965","0.538541365112189","3"
"Sub-Tenant","1987","Not Employed","in school","1","","","","2"
"Sub-Tenant","1987","Not Employed","inadequately","7","","","","2"
"Sub-Tenant","1987","Not Employed","general elemantary","20","","","","2"
"Sub-Tenant","1987","Not Employed","middle vocational","27","","","","2"
"Sub-Tenant","1987","Not Employed","vocational + Abi","3","","","","2"
"Sub-Tenant","1987","Not Employed","higher vocational","1","","","","2"
"Sub-Tenant","1987","Not Employed","higher education","2","","","","2"
"Sub-Tenant","1987","Employed","in school","","","","","2"
"Sub-Tenant","1987","Employed","inadequately","24","","","","2"
"Sub-Tenant","1987","Employed","general elemantary","31","0.0213760895815763","0.0141570745545327","0.02859510460862","2"
"Sub-Tenant","1987","Employed","middle vocational","69","0.0224503099323965","0.0174612228510275","0.0274393970137655","2"
"Sub-Tenant","1987","Employed","vocational + Abi","3","","","","2"
"Sub-Tenant","1987","Employed","higher vocational","6","","","","2"
"Sub-Tenant","1987","Employed","higher education","12","","","","2"
"Tenant","1987","Not Employed","in school","","","","","5"
"Tenant","1987","Not Employed","inadequately","","","","","5"
"Tenant","1987","Not Employed","general elemantary","","","","","5"
"Tenant","1987","Not Employed","middle vocational","","","","","5"
"Tenant","1987","Not Employed","vocational + Abi","","","","","5"
"Tenant","1987","Not Employed","higher vocational","","","","","5"
"Tenant","1987","Not Employed","higher education","","","","","5"
"Tenant","1987","Employed","in school","","","","","5"
"Tenant","1987","Employed","inadequately","","","","","5"
"Tenant","1987","Employed","general elemantary","","","","","5"
"Tenant","1987","Employed","middle vocational","","","","","5"
"Tenant","1987","Employed","vocational + Abi","","","","","5"
"Tenant","1987","Employed","higher vocational","","","","","5"
"Tenant","1987","Employed","higher education","","","","","5"
"Main Tenant","1988","Not Employed","in school","69","0.392927680026187","0.316039643673159","0.469815716379215","1"
"Main Tenant","1988","Not Employed","inadequately","264","0.774040691517837","0.726716361063498","0.821365021972175","1"
"Main Tenant","1988","Not Employed","general elemantary","654","0.511874205767981","0.483732897560054","0.540015513975907","1"
"Main Tenant","1988","Not Employed","middle vocational","757","0.526828681423019","0.501620856368691","0.552036506477347","1"
"Main Tenant","1988","Not Employed","vocational + Abi","43","0.576793596123746","0.461871047953356","0.691716144294137","1"
"Main Tenant","1988","Not Employed","higher vocational","66","0.466374826166072","0.386805565617403","0.54594408671474","1"
"Main Tenant","1988","Not Employed","higher education","66","0.478884894812489","0.393011463812595","0.564758325812382","1"
"Main Tenant","1988","Employed","in school","5","","","","1"
"Main Tenant","1988","Employed","inadequately","361","0.842852171913107","0.807275529293675","0.878428814532539","1"
"Main Tenant","1988","Employed","general elemantary","982","0.513690372237755","0.488605013503751","0.538775730971759","1"
"Main Tenant","1988","Employed","middle vocational","1761","0.49627540131786","0.479080565431391","0.513470237204329","1"
"Main Tenant","1988","Employed","vocational + Abi","129","0.574861141495348","0.506347039365879","0.643375243624817","1"
"Main Tenant","1988","Employed","higher vocational","175","0.442163664935008","0.392873449923145","0.491453879946872","1"
"Main Tenant","1988","Employed","higher education","280","0.477781069857904","0.436846441551705","0.518715698164102","1"
"Nursing Home/Retirement Community","1988","Not Employed","middle vocational","","","","","4"
"Nursing Home/Retirement Community","1988","Not Employed","vocational + Abi","","","","","4"
"Nursing Home/Retirement Community","1988","Not Employed","higher vocational","","","","","4"
"Nursing Home/Retirement Community","1988","Not Employed","higher education","","","","","4"
"Nursing Home/Retirement Community","1988","Employed","in school","","","","","4"
"Nursing Home/Retirement Community","1988","Employed","inadequately","","","","","4"
"Nursing Home/Retirement Community","1988","Employed","general elemantary","","","","","4"
"Nursing Home/Retirement Community","1988","Not Employed","in school","","","","","4"
"Nursing Home/Retirement Community","1988","Not Employed","inadequately","","","","","4"
"Nursing Home/Retirement Community","1988","Not Employed","general elemantary","","","","","4"
"Nursing Home/Retirement Community","1988","Employed","middle vocational","","","","","4"
"Nursing Home/Retirement Community","1988","Employed","vocational + Abi","","","","","4"
"Nursing Home/Retirement Community","1988","Employed","higher vocational","","","","","4"
"Nursing Home/Retirement Community","1988","Employed","higher education","","","","","4"
"Owner","1988","Not Employed","middle vocational","727","0.454467181381372","0.429327882030031","0.479606480732713","3"
"Owner","1988","Not Employed","vocational + Abi","27","","","","3"
"Owner","1988","Not Employed","in school","85","0.603677686659902","0.526674434805333","0.68068093851447","3"
"Owner","1988","Not Employed","inadequately","32","0.202826364573424","0.157324820924985","0.248327908221862","3"
"Owner","1988","Not Employed","general elemantary","529","0.45772180695714","0.429673370738279","0.485770243176002","3"
"Owner","1988","Not Employed","higher vocational","84","0.5255477263994","0.445902094135908","0.605193358662893","3"
"Owner","1988","Not Employed","higher education","63","0.500593599234799","0.414643553295898","0.5865436451737","3"
"Owner","1988","Employed","in school","3","","","","3"
"Owner","1988","Employed","inadequately","29","","","","3"
"Owner","1988","Employed","general elemantary","511","0.457572023687169","0.43256776742373","0.482576279950609","3"
"Owner","1988","Employed","middle vocational","1422","0.478761673388355","0.461581879870004","0.495941466906705","3"
"Owner","1988","Employed","vocational + Abi","65","0.392371433986319","0.324700701806322","0.460042166166317","3"
"Owner","1988","Employed","higher vocational","209","0.539595982067756","0.490128512687723","0.58906345144779","3"
"Owner","1988","Employed","higher education","281","0.501572027673973","0.460597124646322","0.542546930701624","3"
"Sub-Tenant","1988","Not Employed","in school","1","","","","2"
"Sub-Tenant","1988","Not Employed","inadequately","4","","","","2"
"Sub-Tenant","1988","Not Employed","general elemantary","29","","","","2"
"Sub-Tenant","1988","Not Employed","middle vocational","23","","","","2"
"Sub-Tenant","1988","Not Employed","vocational + Abi","1","","","","2"
"Sub-Tenant","1988","Not Employed","higher vocational","1","","","","2"
"Sub-Tenant","1988","Not Employed","higher education","1","","","","2"
"Sub-Tenant","1988","Employed","in school","","","","","2"
"Sub-Tenant","1988","Employed","inadequately","12","","","","2"
"Sub-Tenant","1988","Employed","general elemantary","32","0.0287376040750755","0.0203525332542135","0.0371226748959376","2"
"Sub-Tenant","1988","Employed","middle vocational","65","0.0249629252937856","0.0195975712625213","0.03032827932505","2"
"Sub-Tenant","1988","Employed","vocational + Abi","6","","","","2"
"Sub-Tenant","1988","Employed","higher vocational","6","","","","2"
"Sub-Tenant","1988","Employed","higher education","11","","","","2"
"Tenant","1988","Not Employed","inadequately","","","","","5"
"Tenant","1988","Not Employed","general elemantary","","","","","5"
"Tenant","1988","Not Employed","middle vocational","","","","","5"
"Tenant","1988","Not Employed","higher education","","","","","5"
"Tenant","1988","Employed","in school","","","","","5"
"Tenant","1988","Employed","inadequately","","","","","5"
"Tenant","1988","Employed","general elemantary","","","","","5"
"Tenant","1988","Employed","middle vocational","","","","","5"
"Tenant","1988","Employed","vocational + Abi","","","","","5"
"Tenant","1988","Employed","higher vocational","","","","","5"
"Tenant","1988","Not Employed","in school","","","","","5"
"Tenant","1988","Not Employed","vocational + Abi","","","","","5"
"Tenant","1988","Not Employed","higher vocational","","","","","5"
"Tenant","1988","Employed","higher education","","","","","5"
"Main Tenant","1989","Not Employed","in school","70","0.355449173139364","0.280338244589746","0.430560101688983","1"
"Main Tenant","1989","Not Employed","inadequately","259","0.825530052298673","0.781699332129095","0.869360772468251","1"
"Main Tenant","1989","Not Employed","general elemantary","609","0.493837851531172","0.464891568655214","0.52278413440713","1"
"Main Tenant","1989","Not Employed","middle vocational","719","0.513999220241558","0.488300292872153","0.539698147610962","1"
"Main Tenant","1989","Not Employed","vocational + Abi","44","0.537723333375599","0.427078480085026","0.648368186666171","1"
"Main Tenant","1989","Not Employed","higher vocational","62","0.468256636268425","0.38618427497977","0.55032899755708","1"
"Main Tenant","1989","Not Employed","higher education","64","0.508185198159932","0.420544689847595","0.595825706472269","1"
"Main Tenant","1989","Employed","in school","6","","","","1"
"Main Tenant","1989","Employed","inadequately","324","0.798993751137173","0.758269501411922","0.839718000862425","1"
"Main Tenant","1989","Employed","general elemantary","954","0.54937801948868","0.523688384933619","0.575067654043742","1"
"Main Tenant","1989","Employed","middle vocational","1708","0.488859346564712","0.471493660521337","0.506225032608087","1"
"Main Tenant","1989","Employed","vocational + Abi","144","0.606546595946594","0.540787035902364","0.672306155990824","1"
"Main Tenant","1989","Employed","higher vocational","159","0.414919590465477","0.364918045474047","0.464921135456906","1"
