"hlf0001_h","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"Owner","2002","Rural Area","West Germany","2742","0.627306456461075","0.612431545366142","0.642181367556007"
"Owner","2002","Rural Area","East Germany","1926","0.473076179870534","0.456791703314663","0.489360656426404"
"Nursing Home/Retirement Community","2002","Urban Area","West Germany","23","","",""
"Nursing Home/Retirement Community","2002","Urban Area","East Germany","2","","",""
"Nursing Home/Retirement Community","2002","Rural Area","West Germany","4","","",""
"Nursing Home/Retirement Community","2002","Rural Area","East Germany","5","","",""
"Tenant","2002","Urban Area","West Germany","","","",""
"Tenant","2002","Urban Area","East Germany","","","",""
"Tenant","2002","Rural Area","West Germany","","","",""
"Tenant","2002","Rural Area","East Germany","","","",""
"Main Tenant","2003","Urban Area","West Germany","6062","0.524270031759966","0.515720918295135","0.532819145224797"
"Main Tenant","2003","Urban Area","East Germany","1217","0.755009102199037","0.73534716041849","0.774671043979584"
"Main Tenant","2003","Rural Area","West Germany","1156","0.333673559846941","0.318712983365933","0.348634136327949"
"Main Tenant","2003","Rural Area","East Germany","1520","0.490453949634845","0.47397211105711","0.506935788212581"
"Sub-Tenant","2003","Urban Area","West Germany","203","0.0198274260824925","0.0174410012900806","0.0222138508749043"
"Sub-Tenant","2003","Urban Area","East Germany","35","0.0225530896328024","0.0157653535252154","0.0293408257403895"
"Sub-Tenant","2003","Rural Area","West Germany","68","0.028236491127148","0.0229808032585606","0.0334921789957355"
"Sub-Tenant","2003","Rural Area","East Germany","94","0.0296227921875591","0.0240329685219795","0.0352126158531387"
"Owner","2003","Urban Area","West Germany","6820","0.45275887852425","0.444237964973813","0.461279792074686"
"Owner","2003","Urban Area","East Germany","585","0.221836042179933","0.202841582347984","0.240830502011882"
"Owner","2003","Rural Area","West Germany","2587","0.635443280600031","0.620172372711958","0.650714188488103"
"Owner","2003","Rural Area","East Germany","1916","0.477040319250019","0.460572865008071","0.493507773491968"
"Nursing Home/Retirement Community","2003","Urban Area","West Germany","24","","",""
"Nursing Home/Retirement Community","2003","Urban Area","East Germany","1","","",""
"Nursing Home/Retirement Community","2003","Rural Area","West Germany","5","","",""
"Nursing Home/Retirement Community","2003","Rural Area","East Germany","4","","",""
"Tenant","2003","Urban Area","West Germany","","","",""
"Tenant","2003","Urban Area","East Germany","","","",""
"Tenant","2003","Rural Area","West Germany","","","",""
"Tenant","2003","Rural Area","East Germany","","","",""
"Main Tenant","2004","Urban Area","West Germany","5868","0.526506798074257","0.51782445956864","0.535189136579875"
"Main Tenant","2004","Urban Area","East Germany","1208","0.767319889933044","0.747986949407101","0.786652830458986"
"Main Tenant","2004","Rural Area","West Germany","1160","0.353409091122323","0.338158004115119","0.368660178129528"
"Main Tenant","2004","Rural Area","East Germany","1447","0.489713946435221","0.472960154268715","0.506467738601727"
"Sub-Tenant","2004","Urban Area","West Germany","175","0.0200321111596559","0.0175957193448797","0.0224685029744321"
"Sub-Tenant","2004","Urban Area","East Germany","38","0.0183381528488815","0.0121992776139989","0.024477028083764"
"Sub-Tenant","2004","Rural Area","West Germany","66","0.0213062616339411","0.0166991983718371","0.0259133248960452"
"Sub-Tenant","2004","Rural Area","East Germany","84","0.0309062336092776","0.0251060601798616","0.0367064070386936"
"Owner","2004","Urban Area","West Germany","6636","0.450078196371017","0.44142707698607","0.458729315755963"
"Owner","2004","Urban Area","East Germany","588","0.213719672060902","0.194963638060409","0.232475706061395"
"Owner","2004","Rural Area","West Germany","2541","0.621237576513393","0.605761550720372","0.636713602306414"
"Owner","2004","Rural Area","East Germany","1882","0.47452103778301","0.457785470408553","0.491256605157466"
"Nursing Home/Retirement Community","2004","Urban Area","West Germany","25","","",""
"Nursing Home/Retirement Community","2004","Urban Area","East Germany","1","","",""
"Nursing Home/Retirement Community","2004","Rural Area","West Germany","7","","",""
"Nursing Home/Retirement Community","2004","Rural Area","East Germany","7","","",""
"Tenant","2004","Urban Area","West Germany","","","",""
"Tenant","2004","Urban Area","East Germany","","","",""
"Tenant","2004","Rural Area","West Germany","","","",""
"Tenant","2004","Rural Area","East Germany","","","",""
"Main Tenant","2005","Urban Area","West Germany","5668","0.539249224998695","0.530390455667157","0.548107994330232"
"Main Tenant","2005","Urban Area","East Germany","1132","0.760578601900521","0.740693047325527","0.780464156475515"
"Main Tenant","2005","Rural Area","West Germany","1075","0.352093237082873","0.336460751145806","0.36772572301994"
"Main Tenant","2005","Rural Area","East Germany","1377","0.494759917692218","0.47768602897399","0.511833806410446"
"Sub-Tenant","2005","Urban Area","West Germany","216","0.0270019407918402","0.024121233918778","0.0298826476649025"
"Sub-Tenant","2005","Urban Area","East Germany","32","0.0163810613605559","0.010465872244104","0.0222962504770077"
"Sub-Tenant","2005","Rural Area","West Germany","71","0.0188602745295516","0.0144079954047531","0.0233125536543501"
"Sub-Tenant","2005","Rural Area","East Germany","72","0.0298507912750667","0.0240393549405799","0.0356622276095534"
"Owner","2005","Urban Area","West Germany","6263","0.431320336361696","0.422518376008608","0.440122296714785"
"Owner","2005","Urban Area","East Germany","602","0.220034555537932","0.200729666894051","0.239339444181813"
"Owner","2005","Rural Area","West Germany","2428","0.623104659128989","0.607243539814049","0.63896577844393"
"Owner","2005","Rural Area","East Germany","1836","0.470400152984004","0.453355273054342","0.487445032913666"
"Nursing Home/Retirement Community","2005","Urban Area","West Germany","15","","",""
"Nursing Home/Retirement Community","2005","Urban Area","East Germany","3","","",""
"Nursing Home/Retirement Community","2005","Rural Area","West Germany","12","","",""
"Nursing Home/Retirement Community","2005","Rural Area","East Germany","9","","",""
"Tenant","2005","Urban Area","West Germany","","","",""
"Tenant","2005","Urban Area","East Germany","","","",""
"Tenant","2005","Rural Area","West Germany","","","",""
"Tenant","2005","Rural Area","East Germany","","","",""
"Main Tenant","2006","Urban Area","West Germany","5917","0.542681130440633","0.534113536555753","0.551248724325512"
"Main Tenant","2006","Urban Area","East Germany","1178","0.750259199534003","0.730545051460924","0.769973347607081"
"Main Tenant","2006","Rural Area","West Germany","1234","0.361885966131851","0.346992101312072","0.37677983095163"
"Main Tenant","2006","Rural Area","East Germany","1477","0.501099509027766","0.484628681699755","0.517570336355776"
"Sub-Tenant","2006","Urban Area","West Germany","178","0.0202890721550684","0.0178643776932634","0.0227137666168733"
"Sub-Tenant","2006","Urban Area","East Germany","42","0.0213451000788962","0.0147625907242328","0.0279276094335596"
"Sub-Tenant","2006","Rural Area","West Germany","65","0.0220955039608541","0.0175396209215372","0.026651387000171"
"Sub-Tenant","2006","Rural Area","East Germany","84","0.0305484940444176","0.0248795207955869","0.0362174672932482"
"Owner","2006","Urban Area","West Germany","6872","0.434754121932334","0.426228668094592","0.443279575770076"
"Owner","2006","Urban Area","East Germany","628","0.225086949622388","0.206066129209745","0.24410777003503"
"Owner","2006","Rural Area","West Germany","2688","0.610784983910423","0.595673352286018","0.625896615534828"
"Owner","2006","Rural Area","East Germany","1968","0.463506654727452","0.447079716780987","0.479933592673917"
"Nursing Home/Retirement Community","2006","Urban Area","West Germany","21","","",""
"Nursing Home/Retirement Community","2006","Urban Area","East Germany","4","","",""
"Nursing Home/Retirement Community","2006","Rural Area","West Germany","12","","",""
"Nursing Home/Retirement Community","2006","Rural Area","East Germany","11","","",""
"Tenant","2006","Urban Area","West Germany","","","",""
"Tenant","2006","Urban Area","East Germany","","","",""
"Tenant","2006","Rural Area","West Germany","","","",""
"Tenant","2006","Rural Area","East Germany","","","",""
"Main Tenant","2007","Urban Area","West Germany","5444","0.530693263147258","0.52180040259081","0.539586123703705"
"Main Tenant","2007","Urban Area","East Germany","1132","0.736474406701007","0.715910190347775","0.757038623054239"
"Main Tenant","2007","Rural Area","West Germany","1176","0.362857925963641","0.347474776552565","0.378241075374717"
"Main Tenant","2007","Rural Area","East Germany","1405","0.500623273728066","0.483694303391094","0.517552244065039"
"Sub-Tenant","2007","Urban Area","West Germany","184","0.0216122466970329","0.0190210715889859","0.02420342180508"
"Sub-Tenant","2007","Urban Area","East Germany","36","0.0240550664067996","0.0169028956949925","0.0312072371186067"
"Sub-Tenant","2007","Rural Area","West Germany","60","0.0233475324564447","0.0185163957313365","0.0281786691815528"
"Sub-Tenant","2007","Rural Area","East Germany","69","0.0318540783219324","0.0259082302348075","0.0377999264090573"
"Owner","2007","Urban Area","West Germany","6448","0.445084685968711","0.436228923038093","0.453940448899329"
"Owner","2007","Urban Area","East Germany","591","0.235093594682183","0.215299005992151","0.254888183372214"
"Owner","2007","Rural Area","West Germany","2502","0.606301531132002","0.590670594437267","0.621932467826737"
"Owner","2007","Rural Area","East Germany","1866","0.4626655294007","0.445783805233093","0.479547253568307"
"Nursing Home/Retirement Community","2007","Urban Area","West Germany","22","","",""
"Nursing Home/Retirement Community","2007","Urban Area","East Germany","4","","",""
"Nursing Home/Retirement Community","2007","Rural Area","West Germany","15","","",""
"Nursing Home/Retirement Community","2007","Rural Area","East Germany","11","","",""
"Tenant","2007","Urban Area","West Germany","","","",""
"Tenant","2007","Urban Area","East Germany","","","",""
"Tenant","2007","Rural Area","West Germany","","","",""
"Tenant","2007","Rural Area","East Germany","","","",""
"Main Tenant","2008","Urban Area","West Germany","5020","0.522081253110503","0.51288517673432","0.531277329486685"
"Main Tenant","2008","Urban Area","East Germany","1106","0.732628097757357","0.711545735075476","0.753710460439238"
"Main Tenant","2008","Rural Area","West Germany","1044","0.358969753369333","0.343120578874209","0.374818927864456"
"Main Tenant","2008","Rural Area","East Germany","1290","0.476082121520531","0.458613613537917","0.493550629503145"
"Sub-Tenant","2008","Urban Area","West Germany","166","0.0197566742882392","0.0171946670412392","0.0223186815352391"
"Sub-Tenant","2008","Urban Area","East Germany","30","0.0322268819240322","0.0238145667956078","0.0406391970524565"
"Sub-Tenant","2008","Rural Area","West Germany","67","0.0255367205786599","0.0203247283559184","0.0307487128014014"
"Sub-Tenant","2008","Rural Area","East Germany","71","0.0356754803954923","0.029187944307037","0.0421630164839477"
"Owner","2008","Urban Area","West Germany","6124","0.4548258450961","0.445658434485336","0.463993255706864"
"Owner","2008","Urban Area","East Germany","554","0.231825744706121","0.211724159006998","0.251927330405245"
"Owner","2008","Rural Area","West Germany","2396","0.6094105122459","0.593290932925921","0.62553009156588"
"Owner","2008","Rural Area","East Germany","1769","0.483158406655345","0.465679801748368","0.500637011562322"
"Nursing Home/Retirement Community","2008","Urban Area","West Germany","24","","",""
"Nursing Home/Retirement Community","2008","Urban Area","East Germany","3","","",""
"Nursing Home/Retirement Community","2008","Rural Area","West Germany","12","","",""
"Nursing Home/Retirement Community","2008","Rural Area","East Germany","10","","",""
"Tenant","2008","Urban Area","West Germany","","","",""
"Tenant","2008","Urban Area","East Germany","","","",""
"Tenant","2008","Rural Area","West Germany","","","",""
"Tenant","2008","Rural Area","East Germany","","","",""
"Main Tenant","2009","Urban Area","West Germany","4578","0.512960516117061","0.503371273576439","0.522549758657683"
"Main Tenant","2009","Urban Area","East Germany","1013","0.718928631451949","0.696923066442389","0.740934196461508"
"Main Tenant","2009","Rural Area","West Germany","1038","0.368788602865235","0.352411334910687","0.385165870819783"
"Main Tenant","2009","Rural Area","East Germany","1204","0.47245071470982","0.454553110155596","0.490348319264045"
"Sub-Tenant","2009","Urban Area","West Germany","160","0.0211582857818295","0.0183973473433763","0.0239192242202827"
"Sub-Tenant","2009","Urban Area","East Germany","45","0.0361718604512069","0.027031431988471","0.0453122889139428"
"Sub-Tenant","2009","Rural Area","West Germany","63","0.0264480689364577","0.0210012637960821","0.0318948740768333"
"Sub-Tenant","2009","Rural Area","East Germany","79","0.029659551795012","0.0235777887831266","0.0357413148068974"
"Owner","2009","Urban Area","West Germany","5676","0.462586645983531","0.453021072289554","0.472152219677507"
"Owner","2009","Urban Area","East Germany","544","0.243400107578354","0.222392584449343","0.264407630707364"
"Owner","2009","Rural Area","West Germany","2222","0.599207798176104","0.582573148730821","0.615842447621388"
"Owner","2009","Rural Area","East Germany","1699","0.495146747375148","0.477222757988772","0.513070736761523"
"Nursing Home/Retirement Community","2009","Urban Area","West Germany","23","","",""
"Nursing Home/Retirement Community","2009","Urban Area","East Germany","1","","",""
"Nursing Home/Retirement Community","2009","Rural Area","West Germany","11","","",""
"Nursing Home/Retirement Community","2009","Rural Area","East Germany","7","","",""
"Tenant","2009","Urban Area","West Germany","","","",""
"Tenant","2009","Urban Area","East Germany","","","",""
"Tenant","2009","Rural Area","West Germany","","","",""
"Tenant","2009","Rural Area","East Germany","","","",""
"Main Tenant","2010","Urban Area","West Germany","6933","0.502455838488856","0.494200072768977","0.510711604208734"
"Main Tenant","2010","Urban Area","East Germany","1334","0.711611523315932","0.691596966333442","0.731626080298422"
"Main Tenant","2010","Rural Area","West Germany","1754","0.379736080676072","0.366013664506066","0.393458496846077"
"Main Tenant","2010","Rural Area","East Germany","1587","0.462801110276542","0.44644275762875","0.479159462924334"
"Sub-Tenant","2010","Urban Area","West Germany","178","0.020824578607262","0.018466756924035","0.023182400290489"
"Sub-Tenant","2010","Urban Area","East Germany","40","0.030872483683971","0.0232303999633125","0.0385145674046295"
"Sub-Tenant","2010","Rural Area","West Germany","68","0.0205863745682218","0.0165714776341677","0.024601271502276"
"Sub-Tenant","2010","Rural Area","East Germany","89","0.02540270460331","0.0202405929126538","0.0305648162939663"
"Owner","2010","Urban Area","West Germany","6954","0.473081320971356","0.46483742900094","0.481325212941771"
"Owner","2010","Urban Area","East Germany","591","0.255299401599613","0.236035187609976","0.274563615589251"
"Owner","2010","Rural Area","West Germany","2971","0.593813308982162","0.57992692393932","0.607699694025005"
"Owner","2010","Rural Area","East Germany","1885","0.50901880761431","0.492617662929237","0.525419952299382"
"Nursing Home/Retirement Community","2010","Urban Area","West Germany","25","","",""
"Nursing Home/Retirement Community","2010","Urban Area","East Germany","3","","",""
"Nursing Home/Retirement Community","2010","Rural Area","West Germany","12","","",""
"Nursing Home/Retirement Community","2010","Rural Area","East Germany","8","","",""
"Tenant","2010","Urban Area","West Germany","","","",""
"Tenant","2010","Urban Area","East Germany","","","",""
"Tenant","2010","Rural Area","West Germany","","","",""
"Tenant","2010","Rural Area","East Germany","","","",""
"Main Tenant","2011","Urban Area","West Germany","7872","0.494332103421318","0.48669325221381","0.501970954628827"
"Main Tenant","2011","Urban Area","East Germany","1621","0.727800351411656","0.709614246493908","0.745986456329403"
"Main Tenant","2011","Rural Area","West Germany","2227","0.368048652085322","0.355991458020696","0.380105846149948"
"Main Tenant","2011","Rural Area","East Germany","1880","0.480764686843762","0.465493600638032","0.496035773049493"
"Sub-Tenant","2011","Urban Area","West Germany","189","0.0175090686852742","0.015505142362304","0.0195129950082444"
"Sub-Tenant","2011","Urban Area","East Germany","31","0.0216035576075547","0.0156632374558178","0.0275438777592915"
"Sub-Tenant","2011","Rural Area","West Germany","75","0.021239473275823","0.0176348331965369","0.0248441133551091"
"Sub-Tenant","2011","Rural Area","East Germany","74","0.0226298107708096","0.0180842073471919","0.0271754141944274"
"Owner","2011","Urban Area","West Germany","8367","0.484901253634268","0.47726539549123","0.492537111777307"
"Owner","2011","Urban Area","East Germany","644","0.247227163767459","0.229600511191501","0.264853816343417"
"Owner","2011","Rural Area","West Germany","3829","0.606107013014114","0.593891390833651","0.618322635194576"
"Owner","2011","Rural Area","East Germany","2147","0.493821116476737","0.478539884157373","0.5091023487961"
"Nursing Home/Retirement Community","2011","Urban Area","West Germany","28","","",""
"Nursing Home/Retirement Community","2011","Urban Area","East Germany","5","","",""
"Nursing Home/Retirement Community","2011","Rural Area","West Germany","15","","",""
"Nursing Home/Retirement Community","2011","Rural Area","East Germany","11","","",""
"Tenant","2011","Urban Area","West Germany","","","",""
"Tenant","2011","Urban Area","East Germany","","","",""
"Tenant","2011","Rural Area","West Germany","","","",""
"Tenant","2011","Rural Area","East Germany","","","",""
"Main Tenant","2012","Urban Area","West Germany","7547","0.494275184302968","0.486498549081757","0.502051819524179"
"Main Tenant","2012","Urban Area","East Germany","1588","0.718576866022615","0.699950095788835","0.737203636256394"
"Main Tenant","2012","Rural Area","West Germany","2245","0.384313719050114","0.372124776307877","0.396502661792352"
"Main Tenant","2012","Rural Area","East Germany","1862","0.484555330626502","0.469146617137982","0.499964044115021"
"Sub-Tenant","2012","Urban Area","West Germany","148","0.0158205233588159","0.0138796474582232","0.0177613992594085"
"Sub-Tenant","2012","Urban Area","East Germany","46","0.0290414474551357","0.0220859127947301","0.0359969821155413"
"Sub-Tenant","2012","Rural Area","West Germany","81","0.0203097359707695","0.0167751390925965","0.0238443328489425"
"Sub-Tenant","2012","Rural Area","East Germany","82","0.0264999774750825","0.0215478205170236","0.0314521344331413"
"Owner","2012","Urban Area","West Germany","8165","0.487849065570547","0.480074217419421","0.495623913721673"
"Owner","2012","Urban Area","East Germany","600","0.24922497683912","0.231307711122554","0.267142242555686"
"Owner","2012","Rural Area","West Germany","3782","0.592218116345744","0.579904144314761","0.604532088376726"
"Owner","2012","Rural Area","East Germany","2087","0.48632984886828","0.470919541765954","0.501740155970606"
"Nursing Home/Retirement Community","2012","Urban Area","West Germany","18","","",""
"Nursing Home/Retirement Community","2012","Urban Area","East Germany","5","","",""
"Nursing Home/Retirement Community","2012","Rural Area","West Germany","10","","",""
"Nursing Home/Retirement Community","2012","Rural Area","East Germany","10","","",""
"Tenant","2012","Urban Area","West Germany","","","",""
"Tenant","2012","Urban Area","East Germany","","","",""
"Tenant","2012","Rural Area","West Germany","","","",""
"Tenant","2012","Rural Area","East Germany","","","",""
"Main Tenant","2013","Urban Area","West Germany","9801","0.494897593035949","0.487691828704027","0.502103357367871"
"Main Tenant","2013","Urban Area","East Germany","1636","0.70121497894351","0.682352151420023","0.720077806466996"
"Main Tenant","2013","Rural Area","West Germany","2694","0.382990311434192","0.371246500856007","0.394734122012378"
"Main Tenant","2013","Rural Area","East Germany","1875","0.465978480664642","0.450476827662933","0.481480133666351"
"Sub-Tenant","2013","Urban Area","West Germany","180","0.0138094097570894","0.0121275079014421","0.0154913116127366"
"Sub-Tenant","2013","Urban Area","East Germany","36","0.0320414615938759","0.0247839735750958","0.039298949612656"
"Sub-Tenant","2013","Rural Area","West Germany","95","0.0167238461602959","0.013625891999148","0.0198218003214438"
"Sub-Tenant","2013","Rural Area","East Germany","78","0.023805670471573","0.0190684450548685","0.0285428958882776"
"Owner","2013","Urban Area","West Germany","8487","0.488669330162458","0.481465041148259","0.495873619176658"
"Owner","2013","Urban Area","East Germany","586","0.263900764314679","0.24573765075984","0.282063877869519"
"Owner","2013","Rural Area","West Germany","3788","0.598301211309583","0.586457730677861","0.610144691941304"
"Owner","2013","Rural Area","East Germany","2012","0.506079120771101","0.490542605928691","0.521615635613511"
"Nursing Home/Retirement Community","2013","Urban Area","West Germany","26","","",""
"Nursing Home/Retirement Community","2013","Urban Area","East Germany","4","","",""
"Nursing Home/Retirement Community","2013","Rural Area","West Germany","5","","",""
"Nursing Home/Retirement Community","2013","Rural Area","East Germany","13","","",""
"Tenant","2013","Urban Area","West Germany","","","",""
"Tenant","2013","Urban Area","East Germany","","","",""
"Tenant","2013","Rural Area","West Germany","","","",""
"Tenant","2013","Rural Area","East Germany","","","",""
"Main Tenant","2014","Urban Area","West Germany","8318","0.495291197283388","0.487594448211262","0.502987946355513"
"Main Tenant","2014","Urban Area","East Germany","1482","0.7011801769485","0.681451755327669","0.72090859856933"
"Main Tenant","2014","Rural Area","West Germany","2329","0.393286740319748","0.380792741429677","0.405780739209818"
"Main Tenant","2014","Rural Area","East Germany","1726","0.483874110103275","0.467630589303002","0.500117630903547"
"Sub-Tenant","2014","Urban Area","West Germany","173","0.0144780918376073","0.0126392457134874","0.0163169379617273"
"Sub-Tenant","2014","Urban Area","East Germany","41","0.0393145197813815","0.0309384569812886","0.0476905825814744"
"Sub-Tenant","2014","Rural Area","West Germany","71","0.0141523172822297","0.0111311570751807","0.0171734774892787"
"Sub-Tenant","2014","Rural Area","East Germany","67","0.0283501029447334","0.0229553895311277","0.033744816358339"
"Owner","2014","Urban Area","West Germany","7697","0.488194111857854","0.480499167370301","0.495889056345407"
"Owner","2014","Urban Area","East Germany","538","0.254796338589941","0.236015849191942","0.27357682798794"
"Owner","2014","Rural Area","West Germany","3463","0.589207773989335","0.576624304227861","0.601791243750808"
"Owner","2014","Rural Area","East Germany","1836","0.484912285134001","0.46866771052313","0.501156859744872"
"Nursing Home/Retirement Community","2014","Urban Area","West Germany","22","","",""
"Nursing Home/Retirement Community","2014","Urban Area","East Germany","7","","",""
"Nursing Home/Retirement Community","2014","Rural Area","West Germany","9","","",""
"Nursing Home/Retirement Community","2014","Rural Area","East Germany","7","","",""
"Tenant","2014","Urban Area","West Germany","","","",""
"Tenant","2014","Urban Area","East Germany","","","",""
"Tenant","2014","Rural Area","West Germany","","","",""
"Tenant","2014","Rural Area","East Germany","","","",""
"Main Tenant","2015","Urban Area","West Germany","8514","0.489946826444952","0.482218805142699","0.497674847747205"
"Main Tenant","2015","Urban Area","East Germany","1506","0.699161254188754","0.679342036572462","0.718980471805046"
"Main Tenant","2015","Rural Area","West Germany","2451","0.396766681457752","0.384280122124482","0.409253240791022"
"Main Tenant","2015","Rural Area","East Germany","1659","0.498582818845586","0.481980174004392","0.51518546368678"
"Sub-Tenant","2015","Urban Area","West Germany","213","0.0161954424427643","0.0142440845355288","0.0181468003499998"
"Sub-Tenant","2015","Urban Area","East Germany","34","0.0282970586364664","0.0211311981060033","0.0354629191669294"
"Sub-Tenant","2015","Rural Area","West Germany","83","0.0185754610945743","0.0151293380107673","0.0220215841783813"
"Sub-Tenant","2015","Rural Area","East Germany","63","0.0171807725813969","0.0128659078580498","0.021495637304744"
"Owner","2015","Urban Area","West Germany","7315","0.491030578103564","0.483302238040809","0.498758918166319"
"Owner","2015","Urban Area","East Germany","511","0.268099535998866","0.248956756907525","0.287242315090206"
"Owner","2015","Rural Area","West Germany","3359","0.582678924675661","0.570093080773178","0.595264768578143"
"Owner","2015","Rural Area","East Germany","1756","0.480996312588592","0.464405597202242","0.497587027974942"
"Nursing Home/Retirement Community","2015","Urban Area","West Germany","32","0.00282715300871946","0.00200633667899876","0.00364796933844015"
"Nursing Home/Retirement Community","2015","Urban Area","East Germany","6","","",""
"Nursing Home/Retirement Community","2015","Rural Area","West Germany","4","","",""
"Nursing Home/Retirement Community","2015","Rural Area","East Germany","6","","",""
"Tenant","2015","Urban Area","West Germany","","","",""
"Tenant","2015","Urban Area","East Germany","","","",""
"Tenant","2015","Rural Area","West Germany","","","",""
"Tenant","2015","Rural Area","East Germany","","","",""
"Main Tenant","2016","Urban Area","West Germany","7484","0.49311418253748","0.484967089471567","0.501261275603393"
"Main Tenant","2016","Urban Area","East Germany","1363","0.69054978600127","0.669720210649001","0.71137936135354"
"Main Tenant","2016","Rural Area","West Germany","2128","0.382254231122698","0.369198785618594","0.395309676626802"
"Main Tenant","2016","Rural Area","East Germany","1507","0.479049835893834","0.461943201174276","0.496156470613391"
"Sub-Tenant","2016","Urban Area","West Germany","178","0.0175717657881558","0.0154306902915264","0.0197128412847852"
"Sub-Tenant","2016","Urban Area","East Germany","33","0.0300740782596853","0.0223782924674969","0.0377698640518737"
"Sub-Tenant","2016","Rural Area","West Germany","77","0.0199275132154952","0.0161728904628161","0.0236821359681742"
"Sub-Tenant","2016","Rural Area","East Germany","69","0.032292766427829","0.026239347033298","0.03834618582236"
"Owner","2016","Urban Area","West Germany","6774","0.485837888669711","0.477693291929138","0.493982485410284"
"Owner","2016","Urban Area","East Germany","492","0.276042825461908","0.255899452441148","0.296186198482667"
"Owner","2016","Rural Area","West Germany","3112","0.595126568832756","0.581938689502409","0.608314448163104"
"Owner","2016","Rural Area","East Germany","1693","0.48502993296018","0.467915937667285","0.502143928253075"
"Nursing Home/Retirement Community","2016","Urban Area","West Germany","30","0.00347616300465332","0.00251705443147307","0.00443527157783357"
"Nursing Home/Retirement Community","2016","Urban Area","East Germany","4","","",""
"Nursing Home/Retirement Community","2016","Rural Area","West Germany","5","","",""
"Nursing Home/Retirement Community","2016","Rural Area","East Germany","7","","",""
"Tenant","2016","Urban Area","West Germany","","","",""
"Tenant","2016","Urban Area","East Germany","","","",""
"Tenant","2016","Rural Area","West Germany","","","",""
"Tenant","2016","Rural Area","East Germany","","","",""
"Main Tenant","2017","Urban Area","West Germany","9541","0.490820083727347","0.483386769712416","0.498253397742278"
"Main Tenant","2017","Urban Area","East Germany","1588","0.694911512908427","0.675653583686675","0.714169442130178"
"Main Tenant","2017","Rural Area","West Germany","2872","0.389798860917669","0.377898566626665","0.401699155208673"
"Main Tenant","2017","Rural Area","East Germany","1983","0.47579016999778","0.460348173925131","0.49123216607043"
"Sub-Tenant","2017","Urban Area","West Germany","319","0.0196903201136641","0.0176244942126135","0.0217561460147146"
"Sub-Tenant","2017","Urban Area","East Germany","57","0.0362132177169741","0.0283995315513238","0.0440269038826244"
"Sub-Tenant","2017","Rural Area","West Germany","115","0.0218309575287168","0.0182652619624612","0.0253966530949724"
"Sub-Tenant","2017","Rural Area","East Germany","102","0.0334931782964459","0.0279299899021361","0.0390563666907558"
"Owner","2017","Urban Area","West Germany","7482","0.486113929974861","0.478682230482802","0.493545629466919"
"Owner","2017","Urban Area","East Germany","547","0.264831215636635","0.246376386045043","0.283286045228227"
"Owner","2017","Rural Area","West Germany","3457","0.584515704615775","0.572490947577641","0.596540461653909"
"Owner","2017","Rural Area","East Germany","1921","0.485709663828773","0.47025584989779","0.501163477759756"
"Nursing Home/Retirement Community","2017","Urban Area","West Germany","33","0.00337566618412817","0.002513221649497","0.00423811071875934"
"Nursing Home/Retirement Community","2017","Urban Area","East Germany","4","","",""
"Nursing Home/Retirement Community","2017","Rural Area","West Germany","8","","",""
"Nursing Home/Retirement Community","2017","Rural Area","East Germany","12","","",""
"Tenant","2017","Urban Area","West Germany","","","",""
"Tenant","2017","Urban Area","East Germany","","","",""
"Tenant","2017","Rural Area","West Germany","","","",""
"Tenant","2017","Rural Area","East Germany","","","",""
"Main Tenant","2018","Urban Area","West Germany","10103","0.493245025862935","0.485822662297148","0.500667389428723"
"Main Tenant","2018","Urban Area","East Germany","1668","0.696067109078291","0.67698975517571","0.715144462980873"
"Main Tenant","2018","Rural Area","West Germany","2921","0.388536020781174","0.376536247058689","0.400535794503659"
"Main Tenant","2018","Rural Area","East Germany","2008","0.476110826960236","0.460490454658763","0.491731199261709"
"Sub-Tenant","2018","Urban Area","West Germany","267","0.0159895075480387","0.0141272949305262","0.0178517201655512"
"Sub-Tenant","2018","Urban Area","East Germany","41","0.0267587612166457","0.0200653580788706","0.0334521643544208"
"Sub-Tenant","2018","Rural Area","West Germany","109","0.0195656075760564","0.016155815386583","0.0229753997655298"
"Sub-Tenant","2018","Rural Area","East Germany","80","0.0237105917596251","0.0189520035330538","0.0284691799861964"
"Owner","2018","Urban Area","West Germany","7028","0.487602175087619","0.48018141635268","0.495022933822558"
"Owner","2018","Urban Area","East Germany","519","0.270264036081981","0.251844413225729","0.288683658938232"
"Owner","2018","Rural Area","West Germany","3299","0.589275771288644","0.577164034409522","0.601387508167765"
"Owner","2018","Rural Area","East Germany","1830","0.495945669268","0.480307951640917","0.511583386895084"
"Nursing Home/Retirement Community","2018","Urban Area","West Germany","31","0.00316329150140671","0.0023296228429981","0.00399696015981531"
"Nursing Home/Retirement Community","2018","Urban Area","East Germany","5","","",""
"Nursing Home/Retirement Community","2018","Rural Area","West Germany","9","","",""
"Nursing Home/Retirement Community","2018","Rural Area","East Germany","9","","",""
"Tenant","2018","Urban Area","West Germany","","","",""
"Tenant","2018","Urban Area","East Germany","","","",""
"Tenant","2018","Rural Area","West Germany","","","",""
"Tenant","2018","Rural Area","East Germany","","","",""
"Main Tenant","2019","Urban Area","West Germany","8638","0.476516555782954","0.468867027603807","0.484166083962101"
