"hlf0001_h","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Main Tenant","2016","Couple + C. LE 16 ","West Germany","2384","0.467501204147511","0.453417068240482","0.48158534005454","1"
"Nursing Home/Retirement Community","2016","1-pers.-HH","West Germany","29","","","","4"
"Nursing Home/Retirement Community","2016","1-pers.-HH","East Germany","11","","","","4"
"Nursing Home/Retirement Community","2016","(Married) couple without C. ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2016","(Married) couple without C. ","West Germany","6","","","","4"
"Nursing Home/Retirement Community","2016","Single parent ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2016","Single parent ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2016","Couple + C. LE 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2016","Couple + C. LE and GT 16","East Germany","","","","","4"
"Nursing Home/Retirement Community","2016","Couple + C. LE 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2016","Couple + C. GT 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2016","Couple + C. GT 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2016","Couple + C. LE and GT 16","West Germany","","","","","4"
"Owner","2016","1-pers.-HH","West Germany","753","0.314929260360201","0.297116315620858","0.332742205099544","3"
"Owner","2016","1-pers.-HH","East Germany","183","0.19531180522744","0.169074069319776","0.221549541135105","3"
"Owner","2016","(Married) couple without C. ","West Germany","3177","0.586258076477033","0.573253941292374","0.599262211661691","3"
"Owner","2016","Single parent ","West Germany","526","0.328502761146531","0.307036873389727","0.349968648903335","3"
"Owner","2016","(Married) couple without C. ","East Germany","903","0.477125912082929","0.454643443970562","0.499608380195297","3"
"Owner","2016","Single parent ","East Germany","108","0.269821800003471","0.23007215236343","0.309571447643512","3"
"Owner","2016","Couple + C. LE 16 ","West Germany","2408","0.525574211514174","0.511478704792097","0.53966971823625","3"
"Owner","2016","Couple + C. LE 16 ","East Germany","439","0.456707574741701","0.426123388379091","0.48729176110431","3"
"Owner","2016","Couple + C. GT 16 ","East Germany","283","0.63277342839224","0.587369303580448","0.678177553204033","3"
"Owner","2016","Couple + C. LE and GT 16","East Germany","215","0.731524041731263","0.684895658612542","0.778152424849983","3"
"Owner","2016","Couple + C. LE and GT 16","West Germany","1160","0.582921357049763","0.56117540126913","0.604667312830396","3"
"Owner","2016","Couple + C. GT 16 ","West Germany","1658","0.724856541418549","0.707226827842323","0.742486254994776","3"
"Sub-Tenant","2016","1-pers.-HH","West Germany","111","0.0380937377155367","0.0307527470066993","0.0454347284243741","2"
"Sub-Tenant","2016","1-pers.-HH","East Germany","38","0.0396168842818538","0.0267073459645242","0.0525264225991834","2"
"Sub-Tenant","2016","(Married) couple without C. ","West Germany","63","0.0155661153924085","0.0122975611895833","0.0188346695952337","2"
"Sub-Tenant","2016","(Married) couple without C. ","East Germany","28","","","","2"
"Sub-Tenant","2016","Single parent ","West Germany","25","","","","2"
"Sub-Tenant","2016","Single parent ","East Germany","2","","","","2"
"Sub-Tenant","2016","Couple + C. LE 16 ","East Germany","20","","","","2"
"Sub-Tenant","2016","Couple + C. LE 16 ","West Germany","29","","","","2"
"Sub-Tenant","2016","Couple + C. GT 16 ","West Germany","9","","","","2"
"Sub-Tenant","2016","Couple + C. GT 16 ","East Germany","9","","","","2"
"Sub-Tenant","2016","Couple + C. LE and GT 16","West Germany","3","","","","2"
"Sub-Tenant","2016","Couple + C. LE and GT 16","East Germany","3","","","","2"
"Tenant","2016","1-pers.-HH","West Germany","","","","","5"
"Tenant","2016","1-pers.-HH","East Germany","","","","","5"
"Tenant","2016","(Married) couple without C. ","West Germany","","","","","5"
"Tenant","2016","(Married) couple without C. ","East Germany","","","","","5"
"Tenant","2016","Single parent ","West Germany","","","","","5"
"Tenant","2016","Single parent ","East Germany","","","","","5"
"Tenant","2016","Couple + C. LE 16 ","West Germany","","","","","5"
"Tenant","2016","Couple + C. LE 16 ","East Germany","","","","","5"
"Tenant","2016","Couple + C. GT 16 ","West Germany","","","","","5"
"Tenant","2016","Couple + C. GT 16 ","East Germany","","","","","5"
"Tenant","2016","Couple + C. LE and GT 16","West Germany","","","","","5"
"Tenant","2016","Couple + C. LE and GT 16","East Germany","","","","","5"
"Main Tenant","2017","1-pers.-HH","West Germany","2169","0.630817865091002","0.614089669278738","0.647546060903266","1"
"Main Tenant","2017","1-pers.-HH","East Germany","793","0.757961355401069","0.732201007699785","0.783721703102353","1"
"Main Tenant","2017","(Married) couple without C. ","West Germany","2608","0.392652295801201","0.380544485827001","0.404760105775401","1"
"Main Tenant","2017","(Married) couple without C. ","East Germany","1060","0.485189804650607","0.46386999233591","0.506509616965304","1"
"Main Tenant","2017","Couple + C. GT 16 ","West Germany","965","0.283015793141384","0.266721699955189","0.299309886327578","1"
"Main Tenant","2017","Single parent ","West Germany","1475","0.654826242156124","0.634385001913242","0.675267482399006","1"
"Main Tenant","2017","Couple + C. LE and GT 16","West Germany","1238","0.378155791834369","0.359147011073663","0.397164572595075","1"
"Main Tenant","2017","Couple + C. GT 16 ","East Germany","157","0.28289353731876","0.243841744889633","0.321945329747888","1"
"Main Tenant","2017","Couple + C. LE and GT 16","East Germany","225","0.314024495542274","0.272845642387804","0.355203348696744","1"
"Main Tenant","2017","Couple + C. LE 16 ","West Germany","3367","0.474787710291327","0.462095045433202","0.487480375149452","1"
"Main Tenant","2017","Single parent ","East Germany","395","0.695881541293651","0.656111542275082","0.735651540312221","1"
"Main Tenant","2017","Couple + C. LE 16 ","East Germany","844","0.504041358717242","0.477488251150186","0.530594466284299","1"
"Nursing Home/Retirement Community","2017","1-pers.-HH","West Germany","29","","","","4"
"Nursing Home/Retirement Community","2017","1-pers.-HH","East Germany","16","","","","4"
"Nursing Home/Retirement Community","2017","(Married) couple without C. ","West Germany","12","","","","4"
"Nursing Home/Retirement Community","2017","Single parent ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2017","(Married) couple without C. ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2017","Single parent ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2017","Couple + C. LE 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2017","Couple + C. LE 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2017","Couple + C. GT 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2017","Couple + C. GT 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2017","Couple + C. LE and GT 16","West Germany","","","","","4"
"Nursing Home/Retirement Community","2017","Couple + C. LE and GT 16","East Germany","","","","","4"
"Owner","2017","1-pers.-HH","West Germany","831","0.315135567716656","0.299031789149253","0.331239346284059","3"
"Owner","2017","1-pers.-HH","East Germany","191","0.175082057391407","0.15222543632481","0.197938678458005","3"
"Owner","2017","(Married) couple without C. ","West Germany","3549","0.593376083841813","0.581197289212658","0.605554878470969","3"
"Owner","2017","(Married) couple without C. ","East Germany","1012","0.48182988728983","0.460514804593017","0.503144969986643","3"
"Owner","2017","Single parent ","East Germany","114","0.296268537682696","0.256794388109031","0.335742687256361","3"
"Owner","2017","Single parent ","West Germany","586","0.335414456781576","0.315114661743883","0.355714251819269","3"
"Owner","2017","Couple + C. LE 16 ","West Germany","2495","0.509924424208433","0.497218095824844","0.522630752592022","3"
"Owner","2017","Couple + C. LE 16 ","East Germany","486","0.474197003231923","0.447678410822599","0.500715595641246","3"
"Owner","2017","Couple + C. GT 16 ","West Germany","1958","0.706897014140227","0.690432145872773","0.723361882407681","3"
"Owner","2017","Couple + C. LE and GT 16","East Germany","254","0.671605581475216","0.629938487516637","0.713272675433795","3"
"Owner","2017","Couple + C. GT 16 ","East Germany","349","0.685819263613348","0.645572380039257","0.72606614718744","3"
"Owner","2017","Couple + C. LE and GT 16","West Germany","1241","0.620825886516079","0.60180712050174","0.639844652530417","3"
"Sub-Tenant","2017","(Married) couple without C. ","West Germany","80","0.0120650912615837","0.00935819071300649","0.0147719918101609","2"
"Sub-Tenant","2017","1-pers.-HH","East Germany","62","0.0515742567565478","0.0382726535508196","0.0648758599622759","2"
"Sub-Tenant","2017","(Married) couple without C. ","East Germany","39","0.0329803080595633","0.0253621673964629","0.0405984487226637","2"
"Sub-Tenant","2017","Single parent ","West Germany","17","","","","2"
"Sub-Tenant","2017","Single parent ","East Germany","5","","","","2"
"Sub-Tenant","2017","Couple + C. LE 16 ","West Germany","84","0.0152878655002402","0.0121692365218127","0.0184064944786676","2"
"Sub-Tenant","2017","1-pers.-HH","West Germany","168","0.0424945283420243","0.0355023272204613","0.0494867294635873","2"
"Sub-Tenant","2017","Couple + C. LE 16 ","East Germany","32","0.0217616380508348","0.014012958989","0.0295103171126695","2"
"Sub-Tenant","2017","Couple + C. GT 16 ","West Germany","13","","","","2"
"Sub-Tenant","2017","Couple + C. LE and GT 16","West Germany","21","","","","2"
"Sub-Tenant","2017","Couple + C. LE and GT 16","East Germany","9","","","","2"
"Sub-Tenant","2017","Couple + C. GT 16 ","East Germany","5","","","","2"
"Tenant","2017","1-pers.-HH","West Germany","","","","","5"
"Tenant","2017","1-pers.-HH","East Germany","","","","","5"
"Tenant","2017","(Married) couple without C. ","West Germany","","","","","5"
"Tenant","2017","(Married) couple without C. ","East Germany","","","","","5"
"Tenant","2017","Single parent ","West Germany","","","","","5"
"Tenant","2017","Single parent ","East Germany","","","","","5"
"Tenant","2017","Couple + C. LE 16 ","West Germany","","","","","5"
"Tenant","2017","Couple + C. LE 16 ","East Germany","","","","","5"
"Tenant","2017","Couple + C. GT 16 ","West Germany","","","","","5"
"Tenant","2017","Couple + C. GT 16 ","East Germany","","","","","5"
"Tenant","2017","Couple + C. LE and GT 16","West Germany","","","","","5"
"Tenant","2017","Couple + C. LE and GT 16","East Germany","","","","","5"
"Main Tenant","2018","1-pers.-HH","West Germany","2452","0.643744032403434","0.627757100270756","0.659730964536112","1"
"Main Tenant","2018","1-pers.-HH","East Germany","885","0.759781048340088","0.734761069296473","0.784801027383703","1"
"Main Tenant","2018","(Married) couple without C. ","West Germany","2591","0.398159697818413","0.385855152110722","0.410464243526104","1"
"Main Tenant","2018","(Married) couple without C. ","East Germany","1056","0.489050022153389","0.467531409219116","0.510568635087662","1"
"Main Tenant","2018","Couple + C. GT 16 ","West Germany","918","0.266041734989588","0.249502137579576","0.2825813323996","1"
"Main Tenant","2018","Single parent ","West Germany","1534","0.635087051675809","0.614604376994346","0.655569726357272","1"
"Main Tenant","2018","Couple + C. GT 16 ","East Germany","178","0.318214868198819","0.276973406643086","0.359456329754552","1"
"Main Tenant","2018","Couple + C. LE and GT 16","West Germany","1369","0.366597645999472","0.348010845197289","0.385184446801656","1"
"Main Tenant","2018","Couple + C. LE and GT 16","East Germany","218","0.294859336797932","0.253939468846261","0.335779204749603","1"
"Main Tenant","2018","Couple + C. LE 16 ","East Germany","837","0.471219439940469","0.444331753297374","0.498107126583564","1"
"Main Tenant","2018","Single parent ","East Germany","408","0.692835731067554","0.653635126873923","0.732036335261186","1"
"Main Tenant","2018","Couple + C. LE 16 ","West Germany","3479","0.474029970516691","0.461185080841908","0.486874860191475","1"
"Nursing Home/Retirement Community","2018","1-pers.-HH","West Germany","23","","","","4"
"Nursing Home/Retirement Community","2018","1-pers.-HH","East Germany","14","","","","4"
"Nursing Home/Retirement Community","2018","(Married) couple without C. ","West Germany","16","","","","4"
"Nursing Home/Retirement Community","2018","(Married) couple without C. ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2018","Single parent ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2018","Single parent ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2018","Couple + C. LE 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2018","Couple + C. GT 16 ","West Germany","","","","","4"
"Nursing Home/Retirement Community","2018","Couple + C. LE and GT 16","West Germany","","","","","4"
"Nursing Home/Retirement Community","2018","Couple + C. LE and GT 16","East Germany","","","","","4"
"Nursing Home/Retirement Community","2018","Couple + C. LE 16 ","East Germany","","","","","4"
"Nursing Home/Retirement Community","2018","Couple + C. GT 16 ","East Germany","","","","","4"
"Owner","2018","1-pers.-HH","East Germany","176","0.17065086365057","0.148618452708121","0.192683274593019","3"
"Owner","2018","1-pers.-HH","West Germany","835","0.318692103890185","0.303136573914029","0.33424763386634","3"
"Owner","2018","(Married) couple without C. ","West Germany","3392","0.583579462061427","0.571188290458426","0.595970633664427","3"
"Owner","2018","(Married) couple without C. ","East Germany","989","0.500469816101068","0.478946050561551","0.521993581640585","3"
"Owner","2018","Single parent ","West Germany","564","0.345148703645845","0.324920846852609","0.365376560439081","3"
