"hlf0001_h","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Owner","1993","Hesse","343","0.432086793847789","0.400419522416862","0.463754065278716"
"Owner","1993","Rhineland-Palatinate,Saarland","354","0.591691960264771","0.553671061673792","0.62971285885575"
"Owner","1993","Baden-Württemberg","770","0.535927517104732","0.512843898862665","0.5590111353468"
"Owner","1993","Bavaria","752","0.51202796765258","0.487747044290305","0.536308891014855"
"Owner","1993","Berlin","37","0.0690479102251283","0.0484144041927066","0.08968141625755"
"Owner","1993","Brandenburg","237","0.367434940767115","0.32984839826424","0.40502148326999"
"Owner","1993","Mecklenburg-Western Pomerania","136","0.329025994517994","0.283322119110972","0.374729869925017"
"Owner","1993","Saxony","307","0.263546151003947","0.23775644497049","0.289335857037404"
"Owner","1993","Saxony-Anhalt","266","0.353504609608497","0.319153412202294","0.387855807014699"
"Owner","1993","Thuringia","305","0.408285655294975","0.370872060651321","0.445699249938629"
"Nursing Home/Retirement Community","1993","Schleswig-Holstein","","","",""
"Nursing Home/Retirement Community","1993","Hamburg","","","",""
"Nursing Home/Retirement Community","1993","Lower Saxony","","","",""
"Nursing Home/Retirement Community","1993","Bremen","","","",""
"Nursing Home/Retirement Community","1993","North Rhine-Westphalia","","","",""
"Nursing Home/Retirement Community","1993","Hesse","","","",""
"Nursing Home/Retirement Community","1993","Rhineland-Palatinate,Saarland","","","",""
"Nursing Home/Retirement Community","1993","Baden-Württemberg","","","",""
"Nursing Home/Retirement Community","1993","Bavaria","","","",""
"Nursing Home/Retirement Community","1993","Berlin","","","",""
"Nursing Home/Retirement Community","1993","Brandenburg","","","",""
"Nursing Home/Retirement Community","1993","Mecklenburg-Western Pomerania","","","",""
"Nursing Home/Retirement Community","1993","Saxony","","","",""
"Nursing Home/Retirement Community","1993","Saxony-Anhalt","","","",""
"Nursing Home/Retirement Community","1993","Thuringia","","","",""
"Tenant","1993","Schleswig-Holstein","","","",""
"Tenant","1993","Hamburg","","","",""
"Tenant","1993","Lower Saxony","","","",""
"Tenant","1993","Bremen","","","",""
"Tenant","1993","North Rhine-Westphalia","","","",""
"Tenant","1993","Hesse","","","",""
"Tenant","1993","Rhineland-Palatinate,Saarland","","","",""
"Tenant","1993","Baden-Württemberg","","","",""
"Tenant","1993","Bavaria","","","",""
"Tenant","1993","Berlin","","","",""
"Tenant","1993","Brandenburg","","","",""
"Tenant","1993","Mecklenburg-Western Pomerania","","","",""
"Tenant","1993","Saxony","","","",""
"Tenant","1993","Saxony-Anhalt","","","",""
"Tenant","1993","Thuringia","","","",""
"Main Tenant","1994","Schleswig-Holstein","135","0.432934831188814","0.375710648685005","0.490159013692624"
"Main Tenant","1994","Hamburg","117","0.854157382864167","0.796308996871709","0.912005768856626"
"Main Tenant","1994","Lower Saxony","445","0.424859561390666","0.393751576865659","0.455967545915673"
"Main Tenant","1994","Bremen","53","0.677927568923462","0.580849414520661","0.775005723326262"
"Main Tenant","1994","North Rhine-Westphalia","1492","0.556103159017646","0.536489512797958","0.575716805237334"
"Main Tenant","1994","Hesse","568","0.519525791146561","0.487346150198827","0.551705432094295"
"Main Tenant","1994","Rhineland-Palatinate,Saarland","264","0.385977334457023","0.34814243050496","0.423812238409086"
"Main Tenant","1994","Baden-Württemberg","952","0.430902325805973","0.407654506471877","0.454150145140069"
"Main Tenant","1994","Bavaria","820","0.465240110735749","0.440769228046705","0.489710993424792"
"Main Tenant","1994","Berlin","500","0.889186083831926","0.863094275751879","0.915277891911973"
"Main Tenant","1994","Brandenburg","348","0.607999142371148","0.569225693168538","0.646772591573758"
"Main Tenant","1994","Mecklenburg-Western Pomerania","270","0.669398159165987","0.624028245194349","0.714768073137625"
"Main Tenant","1994","Saxony","778","0.703336944277259","0.676739091114263","0.729934797440256"
"Main Tenant","1994","Saxony-Anhalt","427","0.626511747166864","0.590855020924967","0.662168473408762"
"Main Tenant","1994","Thuringia","320","0.55346483010101","0.515680639967098","0.591249020234923"
"Sub-Tenant","1994","Schleswig-Holstein","9","","",""
"Sub-Tenant","1994","Hamburg","","","",""
"Sub-Tenant","1994","Lower Saxony","33","0.0458273498221336","0.0326678895482614","0.0589868100960058"
"Sub-Tenant","1994","Bremen","2","","",""
"Sub-Tenant","1994","North Rhine-Westphalia","46","0.0203416380784377","0.0147688835223435","0.0259143926345319"
"Sub-Tenant","1994","Hesse","23","","",""
"Sub-Tenant","1994","Rhineland-Palatinate,Saarland","20","","",""
"Sub-Tenant","1994","Baden-Württemberg","52","0.0372458427915746","0.0283559606831513","0.046135724899998"
"Sub-Tenant","1994","Bavaria","32","0.0176621055562943","0.0111998618194244","0.0241243492931642"
"Sub-Tenant","1994","Berlin","15","","",""
"Sub-Tenant","1994","Brandenburg","22","","",""
"Sub-Tenant","1994","Mecklenburg-Western Pomerania","9","","",""
"Sub-Tenant","1994","Saxony","14","","",""
"Sub-Tenant","1994","Saxony-Anhalt","24","","",""
"Sub-Tenant","1994","Thuringia","35","0.0621615935724131","0.0438104832909642","0.0805127038538621"
"Owner","1994","Schleswig-Holstein","144","0.535648852529406","0.478049818761467","0.593247886297345"
"Owner","1994","Hamburg","26","","",""
"Owner","1994","Lower Saxony","492","0.5293130887872","0.497901883482679","0.560724294091721"
"Owner","1994","Bremen","34","0.310654195562692","0.214512834137234","0.406795556988149"
"Owner","1994","North Rhine-Westphalia","927","0.423555202903916","0.404048965682099","0.443061440125734"
"Owner","1994","Hesse","335","0.438555603604512","0.406595490633723","0.470515716575302"
"Owner","1994","Rhineland-Palatinate,Saarland","352","0.576576888894671","0.538176517226305","0.614977260563036"
"Owner","1994","Baden-Württemberg","739","0.531851831402453","0.508426465062627","0.555277197742278"
"Owner","1994","Bavaria","744","0.517097783707957","0.492581898170113","0.541613669245802"
"Owner","1994","Berlin","41","0.0838402303295698","0.0608034099976932","0.106877050661447"
"Owner","1994","Brandenburg","239","0.360127475205506","0.322002084399676","0.398252866011336"
"Owner","1994","Mecklenburg-Western Pomerania","134","0.306052819837817","0.261606637305773","0.350499002369861"
"Owner","1994","Saxony","341","0.283349596638387","0.25711054644649","0.309588646830285"
"Owner","1994","Saxony-Anhalt","256","0.348680449986699","0.313552788408922","0.383808111564475"
"Owner","1994","Thuringia","310","0.384373576326576","0.347401600813222","0.421345551839931"
"Nursing Home/Retirement Community","1994","Schleswig-Holstein","","","",""
"Nursing Home/Retirement Community","1994","Hamburg","","","",""
"Nursing Home/Retirement Community","1994","Lower Saxony","","","",""
"Nursing Home/Retirement Community","1994","Bremen","","","",""
"Nursing Home/Retirement Community","1994","North Rhine-Westphalia","","","",""
"Nursing Home/Retirement Community","1994","Hesse","","","",""
"Nursing Home/Retirement Community","1994","Rhineland-Palatinate,Saarland","","","",""
"Nursing Home/Retirement Community","1994","Baden-Württemberg","","","",""
"Nursing Home/Retirement Community","1994","Bavaria","","","",""
"Nursing Home/Retirement Community","1994","Berlin","","","",""
"Nursing Home/Retirement Community","1994","Brandenburg","","","",""
"Nursing Home/Retirement Community","1994","Mecklenburg-Western Pomerania","","","",""
"Nursing Home/Retirement Community","1994","Saxony","","","",""
"Nursing Home/Retirement Community","1994","Saxony-Anhalt","","","",""
"Nursing Home/Retirement Community","1994","Thuringia","","","",""
"Tenant","1994","Schleswig-Holstein","","","",""
"Tenant","1994","Hamburg","","","",""
"Tenant","1994","Lower Saxony","","","",""
"Tenant","1994","Bremen","","","",""
"Tenant","1994","North Rhine-Westphalia","","","",""
"Tenant","1994","Hesse","","","",""
"Tenant","1994","Rhineland-Palatinate,Saarland","","","",""
"Tenant","1994","Baden-Württemberg","","","",""
"Tenant","1994","Bavaria","","","",""
"Tenant","1994","Berlin","","","",""
"Tenant","1994","Brandenburg","","","",""
"Tenant","1994","Mecklenburg-Western Pomerania","","","",""
"Tenant","1994","Saxony","","","",""
"Tenant","1994","Saxony-Anhalt","","","",""
"Tenant","1994","Thuringia","","","",""
"Main Tenant","1995","Schleswig-Holstein","133","0.394637554406856","0.337891900585405","0.451383208228307"
"Main Tenant","1995","Hamburg","107","0.831344000588682","0.76770643593253","0.894981565244834"
"Main Tenant","1995","Lower Saxony","517","0.429688495237107","0.399731843115989","0.459645147358225"
"Main Tenant","1995","Bremen","62","0.7146927037417","0.624363415580006","0.805021991903395"
"Main Tenant","1995","North Rhine-Westphalia","1593","0.528682467721371","0.509487704046943","0.547877231395799"
"Main Tenant","1995","Hesse","587","0.51933670171077","0.487665529793574","0.551007873627967"
"Main Tenant","1995","Rhineland-Palatinate,Saarland","343","0.441806196881913","0.405380540023938","0.478231853739888"
"Main Tenant","1995","Baden-Württemberg","1015","0.432096667690535","0.409281874682208","0.454911460698861"
"Main Tenant","1995","Bavaria","888","0.463813873407423","0.44010117075675","0.487526576058096"
"Main Tenant","1995","Berlin","500","0.861331510089221","0.833009495814069","0.889653524364373"
"Main Tenant","1995","Brandenburg","330","0.578976585567662","0.539171553746008","0.618781617389316"
"Main Tenant","1995","Mecklenburg-Western Pomerania","276","0.647847690694875","0.602003765901611","0.693691615488138"
"Main Tenant","1995","Saxony","754","0.698677380976059","0.671599508200988","0.725755253751129"
"Main Tenant","1995","Saxony-Anhalt","394","0.592102638871406","0.555513227752556","0.628692049990256"
"Main Tenant","1995","Thuringia","301","0.517180910257707","0.478853898498744","0.55550792201667"
"Sub-Tenant","1995","Schleswig-Holstein","5","","",""
"Sub-Tenant","1995","Hamburg","1","","",""
"Sub-Tenant","1995","Lower Saxony","28","","",""
"Sub-Tenant","1995","Bremen","2","","",""
"Sub-Tenant","1995","North Rhine-Westphalia","57","0.0306385122376085","0.0240116913152009","0.037265333160016"
"Sub-Tenant","1995","Hesse","36","0.0565555013580774","0.041913017584293","0.0711979851318618"
"Sub-Tenant","1995","Rhineland-Palatinate,Saarland","14","","",""
"Sub-Tenant","1995","Baden-Württemberg","49","0.0312315320512379","0.0232203701687969","0.0392426939336789"
"Sub-Tenant","1995","Bavaria","53","0.0276895584868223","0.0198874516697925","0.0354916653038522"
"Sub-Tenant","1995","Berlin","17","","",""
"Sub-Tenant","1995","Brandenburg","25","","",""
"Sub-Tenant","1995","Mecklenburg-Western Pomerania","9","","",""
"Sub-Tenant","1995","Saxony","16","","",""
"Sub-Tenant","1995","Saxony-Anhalt","35","0.0494105288507085","0.0332748320480521","0.0655462256533649"
"Sub-Tenant","1995","Thuringia","35","0.0769805781163399","0.0565355597878019","0.0974255964448778"
"Owner","1995","Schleswig-Holstein","147","0.570885625155665","0.513422830143798","0.628348420167533"
"Owner","1995","Hamburg","25","","",""
"Owner","1995","Lower Saxony","504","0.52730027362671","0.497088096602366","0.557512450651055"
"Owner","1995","Bremen","32","0.275451081241476","0.186085852449033","0.364816310033918"
"Owner","1995","North Rhine-Westphalia","948","0.44067902004102","0.421588390061352","0.459769650020689"
"Owner","1995","Hesse","333","0.424107796931153","0.39278014299985","0.455435450862455"
"Owner","1995","Rhineland-Palatinate,Saarland","357","0.535161492838509","0.49857738552677","0.571745600150249"
"Owner","1995","Baden-Württemberg","747","0.536671800258228","0.513705680745713","0.559637919770742"
"Owner","1995","Bavaria","758","0.508496568105755","0.484724952882627","0.532268183328883"
"Owner","1995","Berlin","55","0.107995081686519","0.0825598504779432","0.133430312895095"
"Owner","1995","Brandenburg","236","0.385741742006405","0.346497298852988","0.424986185159821"
"Owner","1995","Mecklenburg-Western Pomerania","132","0.340979098166771","0.295480969243632","0.386477227089909"
"Owner","1995","Saxony","333","0.286290826804243","0.259614582225805","0.312967071382681"
"Owner","1995","Saxony-Anhalt","264","0.358486832277885","0.322782504130672","0.394191160425098"
"Owner","1995","Thuringia","317","0.405838511625953","0.368175037440544","0.443501985811363"
"Nursing Home/Retirement Community","1995","Schleswig-Holstein","","","",""
"Nursing Home/Retirement Community","1995","Hamburg","","","",""
"Nursing Home/Retirement Community","1995","Lower Saxony","","","",""
"Nursing Home/Retirement Community","1995","Bremen","","","",""
"Nursing Home/Retirement Community","1995","North Rhine-Westphalia","","","",""
"Nursing Home/Retirement Community","1995","Hesse","","","",""
"Nursing Home/Retirement Community","1995","Rhineland-Palatinate,Saarland","","","",""
"Nursing Home/Retirement Community","1995","Baden-Württemberg","","","",""
"Nursing Home/Retirement Community","1995","Bavaria","","","",""
"Nursing Home/Retirement Community","1995","Berlin","","","",""
"Nursing Home/Retirement Community","1995","Brandenburg","","","",""
"Nursing Home/Retirement Community","1995","Mecklenburg-Western Pomerania","","","",""
"Nursing Home/Retirement Community","1995","Saxony","","","",""
"Nursing Home/Retirement Community","1995","Saxony-Anhalt","","","",""
"Nursing Home/Retirement Community","1995","Thuringia","","","",""
"Tenant","1995","Schleswig-Holstein","","","",""
"Tenant","1995","Hamburg","","","",""
"Tenant","1995","Lower Saxony","","","",""
"Tenant","1995","Bremen","","","",""
"Tenant","1995","North Rhine-Westphalia","","","",""
"Tenant","1995","Hesse","","","",""
"Tenant","1995","Rhineland-Palatinate,Saarland","","","",""
"Tenant","1995","Baden-Württemberg","","","",""
"Tenant","1995","Bavaria","","","",""
"Tenant","1995","Berlin","","","",""
"Tenant","1995","Brandenburg","","","",""
"Tenant","1995","Mecklenburg-Western Pomerania","","","",""
"Tenant","1995","Saxony","","","",""
"Tenant","1995","Saxony-Anhalt","","","",""
"Tenant","1995","Thuringia","","","",""
"Main Tenant","1996","Schleswig-Holstein","121","0.377838895745867","0.321842947021022","0.433834844470712"
"Main Tenant","1996","Hamburg","104","0.838530240324372","0.774784954857115","0.902275525791629"
"Main Tenant","1996","Lower Saxony","506","0.445403121631203","0.41534105866548","0.475465184596926"
"Main Tenant","1996","Bremen","59","0.68000648037296","0.586204197977274","0.773808762768646"
"Main Tenant","1996","North Rhine-Westphalia","1580","0.539079635257582","0.519792879693423","0.558366390821741"
"Main Tenant","1996","Hesse","550","0.510462624136114","0.478072512407042","0.542852735865185"
"Main Tenant","1996","Rhineland-Palatinate,Saarland","321","0.439621143967298","0.402746857321844","0.476495430612752"
"Main Tenant","1996","Baden-Württemberg","919","0.412876859012041","0.389608876019523","0.436144842004559"
"Main Tenant","1996","Bavaria","862","0.469276427640071","0.445319625301518","0.493233229978624"
"Main Tenant","1996","Berlin","472","0.858300408743826","0.829075148558202","0.887525668929449"
"Main Tenant","1996","Brandenburg","345","0.597054768270219","0.557808121026234","0.636301415514205"
"Main Tenant","1996","Mecklenburg-Western Pomerania","265","0.667161401906806","0.620981777780495","0.713341026033117"
"Main Tenant","1996","Saxony","702","0.660511775016177","0.632679523700554","0.6883440263318"
"Main Tenant","1996","Saxony-Anhalt","406","0.618400406183764","0.581861794760082","0.654939017607446"
"Main Tenant","1996","Thuringia","303","0.528408701567038","0.490353394271709","0.566464008862368"
"Sub-Tenant","1996","Schleswig-Holstein","12","","",""
"Sub-Tenant","1996","Hamburg","","","",""
"Sub-Tenant","1996","Lower Saxony","33","0.0429186427228755","0.030659760869566","0.055177524576185"
"Sub-Tenant","1996","Bremen","5","","",""
"Sub-Tenant","1996","North Rhine-Westphalia","51","0.020621465151513","0.0151228311286227","0.0261200991744033"
"Sub-Tenant","1996","Hesse","38","0.053560142632593","0.0389718348599963","0.0681484504051898"
"Sub-Tenant","1996","Rhineland-Palatinate,Saarland","11","","",""
"Sub-Tenant","1996","Baden-Württemberg","71","0.0335869571346117","0.0250726249732363","0.0421012892959872"
"Sub-Tenant","1996","Bavaria","53","0.0274250718601955","0.0195850781711599","0.0352650655492312"
"Sub-Tenant","1996","Berlin","18","","",""
"Sub-Tenant","1996","Brandenburg","13","","",""
"Sub-Tenant","1996","Mecklenburg-Western Pomerania","2","","",""
"Sub-Tenant","1996","Saxony","31","0.0245711484013304","0.015471885283442","0.0336704115192189"
"Sub-Tenant","1996","Saxony-Anhalt","22","","",""
"Sub-Tenant","1996","Thuringia","28","","",""
"Owner","1996","Schleswig-Holstein","155","0.58615300821008","0.529270695232541","0.64303532118762"
"Owner","1996","Hamburg","24","","",""
"Owner","1996","Lower Saxony","511","0.511678235645922","0.48144358503478","0.541912886257063"
"Owner","1996","Bremen","31","0.273538477561521","0.183898485510407","0.363178469612635"
"Owner","1996","North Rhine-Westphalia","935","0.440298899590905","0.421091364052381","0.45950643512943"
"Owner","1996","Hesse","327","0.435977233231293","0.403846712302295","0.468107754160292"
"Owner","1996","Rhineland-Palatinate,Saarland","364","0.533040127790014","0.495975196094255","0.570105059485773"
"Owner","1996","Baden-Württemberg","730","0.553536183853347","0.530042560129511","0.577029807577183"
"Owner","1996","Bavaria","752","0.503298500499734","0.479296864511501","0.527300136487967"
"Owner","1996","Berlin","57","0.11526976720331","0.0885078286037583","0.142031705802861"
"Owner","1996","Brandenburg","242","0.381225756010017","0.342363348888958","0.420088163131076"
"Owner","1996","Mecklenburg-Western Pomerania","133","0.329214488719058","0.283162392625973","0.375266584812142"
"Owner","1996","Saxony","379","0.314917076582493","0.287616905155289","0.342217248009696"
"Owner","1996","Saxony-Anhalt","251","0.330616688623974","0.295232191322195","0.366001185925753"
"Owner","1996","Thuringia","330","0.407628782821764","0.370168007945726","0.445089557697802"
"Nursing Home/Retirement Community","1996","Schleswig-Holstein","","","",""
"Nursing Home/Retirement Community","1996","Hamburg","","","",""
"Nursing Home/Retirement Community","1996","Lower Saxony","","","",""
"Nursing Home/Retirement Community","1996","Bremen","","","",""
"Nursing Home/Retirement Community","1996","North Rhine-Westphalia","","","",""
"Nursing Home/Retirement Community","1996","Hesse","","","",""
"Nursing Home/Retirement Community","1996","Rhineland-Palatinate,Saarland","","","",""
"Nursing Home/Retirement Community","1996","Baden-Württemberg","","","",""
"Nursing Home/Retirement Community","1996","Bavaria","","","",""
"Nursing Home/Retirement Community","1996","Berlin","","","",""
"Nursing Home/Retirement Community","1996","Brandenburg","","","",""
"Nursing Home/Retirement Community","1996","Mecklenburg-Western Pomerania","","","",""
"Nursing Home/Retirement Community","1996","Saxony","","","",""
"Nursing Home/Retirement Community","1996","Saxony-Anhalt","","","",""
"Nursing Home/Retirement Community","1996","Thuringia","","","",""
"Tenant","1996","Schleswig-Holstein","","","",""
"Tenant","1996","Hamburg","","","",""
"Tenant","1996","Lower Saxony","","","",""
"Tenant","1996","Bremen","","","",""
"Tenant","1996","North Rhine-Westphalia","","","",""
"Tenant","1996","Hesse","","","",""
"Tenant","1996","Rhineland-Palatinate,Saarland","","","",""
"Tenant","1996","Baden-Württemberg","","","",""
"Tenant","1996","Bavaria","","","",""
"Tenant","1996","Berlin","","","",""
"Tenant","1996","Brandenburg","","","",""
"Tenant","1996","Mecklenburg-Western Pomerania","","","",""
"Tenant","1996","Saxony","","","",""
"Tenant","1996","Saxony-Anhalt","","","",""
"Tenant","1996","Thuringia","","","",""
"Main Tenant","1997","Schleswig-Holstein","107","0.339833030196772","0.283544056710534","0.396122003683011"
"Main Tenant","1997","Hamburg","97","0.810869094129748","0.742217644875778","0.879520543383717"
"Main Tenant","1997","Lower Saxony","497","0.433975730487987","0.403926026815599","0.464025434160375"
"Main Tenant","1997","Bremen","56","0.65791978926576","0.562016254490302","0.753823324041217"
"Main Tenant","1997","North Rhine-Westphalia","1515","0.538907768798029","0.519452973095725","0.558362564500333"
"Main Tenant","1997","Hesse","504","0.530225117120514","0.496791277603526","0.563658956637502"
"Main Tenant","1997","Rhineland-Palatinate,Saarland","346","0.440299681158783","0.403912615640804","0.476686746676762"
"Main Tenant","1997","Baden-Württemberg","938","0.422316912720878","0.399008236729474","0.445625588712283"
"Main Tenant","1997","Bavaria","807","0.460826994398935","0.436643389453333","0.485010599344537"
"Main Tenant","1997","Berlin","446","0.862950237045601","0.833191024925732","0.89270944916547"
"Main Tenant","1997","Brandenburg","338","0.592762607271961","0.553449561703025","0.632075652840896"
"Main Tenant","1997","Mecklenburg-Western Pomerania","244","0.619070049918069","0.570936026039052","0.667204073797087"
"Main Tenant","1997","Saxony","674","0.637247998218122","0.608744565969907","0.665751430466338"
"Main Tenant","1997","Saxony-Anhalt","362","0.573802973947502","0.536329700084496","0.611276247810509"
"Main Tenant","1997","Thuringia","309","0.536910999867156","0.49892684397354","0.574895155760773"
"Sub-Tenant","1997","Schleswig-Holstein","8","","",""
"Sub-Tenant","1997","Hamburg","","","",""
"Sub-Tenant","1997","Lower Saxony","25","","",""
"Sub-Tenant","1997","Bremen","3","","",""
"Sub-Tenant","1997","North Rhine-Westphalia","43","0.0168304964800061","0.0118100977270455","0.0218508952329666"
"Sub-Tenant","1997","Hesse","33","0.0412273583752849","0.0279086601305195","0.0545460566200504"
"Sub-Tenant","1997","Rhineland-Palatinate,Saarland","8","","",""
"Sub-Tenant","1997","Baden-Württemberg","58","0.038819888138147","0.0297043341169105","0.0479354421593836"
"Sub-Tenant","1997","Bavaria","37","0.0184556172149094","0.0119257060684848","0.0249855283613339"
"Sub-Tenant","1997","Berlin","13","","",""
"Sub-Tenant","1997","Brandenburg","20","","",""
"Sub-Tenant","1997","Mecklenburg-Western Pomerania","7","","",""
"Sub-Tenant","1997","Saxony","44","0.0450677370257953","0.0327690947655767","0.0573663792860139"
"Sub-Tenant","1997","Saxony-Anhalt","26","","",""
"Sub-Tenant","1997","Thuringia","20","","",""
"Owner","1997","Schleswig-Holstein","157","0.625394063953702","0.567872876378359","0.682915251529045"
"Owner","1997","Hamburg","28","","",""
"Owner","1997","Lower Saxony","523","0.523123317567738","0.492840587258615","0.553406047876862"
"Owner","1997","Bremen","35","0.283771683788754","0.192634745140369","0.374908622437138"
"Owner","1997","North Rhine-Westphalia","964","0.444261734721965","0.424869397509043","0.463654071934887"
"Owner","1997","Hesse","319","0.428547524504201","0.395396209261071","0.461698839747332"
"Owner","1997","Rhineland-Palatinate,Saarland","361","0.534601302505116","0.498039915902253","0.571162689107979"
"Owner","1997","Baden-Württemberg","729","0.538863199140974","0.51533938740489","0.562387010877059"
"Owner","1997","Bavaria","788","0.520717388386156","0.496480051992674","0.544954724779637"
"Owner","1997","Berlin","54","0.116605081103235","0.0888319020138587","0.144378260192611"
"Owner","1997","Brandenburg","242","0.371791051106862","0.333121067204939","0.410461035008785"
"Owner","1997","Mecklenburg-Western Pomerania","140","0.371283155247476","0.323393701473001","0.41917260902195"
"Owner","1997","Saxony","375","0.317684264756082","0.290083027156814","0.345285502355351"
"Owner","1997","Saxony-Anhalt","281","0.373589554479741","0.336932134930203","0.410246974029278"
"Owner","1997","Thuringia","333","0.41778874265952","0.380219039611826","0.455358445707214"
"Nursing Home/Retirement Community","1997","Schleswig-Holstein","","","",""
"Nursing Home/Retirement Community","1997","Hamburg","","","",""
"Nursing Home/Retirement Community","1997","Lower Saxony","","","",""
"Nursing Home/Retirement Community","1997","Bremen","","","",""
"Nursing Home/Retirement Community","1997","North Rhine-Westphalia","","","",""
"Nursing Home/Retirement Community","1997","Hesse","","","",""
"Nursing Home/Retirement Community","1997","Rhineland-Palatinate,Saarland","","","",""
"Nursing Home/Retirement Community","1997","Baden-Württemberg","","","",""
"Nursing Home/Retirement Community","1997","Bavaria","","","",""
"Nursing Home/Retirement Community","1997","Berlin","","","",""
"Nursing Home/Retirement Community","1997","Brandenburg","","","",""
"Nursing Home/Retirement Community","1997","Mecklenburg-Western Pomerania","","","",""
"Nursing Home/Retirement Community","1997","Saxony","","","",""
"Nursing Home/Retirement Community","1997","Saxony-Anhalt","","","",""
"Nursing Home/Retirement Community","1997","Thuringia","","","",""
"Tenant","1997","Schleswig-Holstein","","","",""
"Tenant","1997","Hamburg","","","",""
"Tenant","1997","Lower Saxony","","","",""
"Tenant","1997","Bremen","","","",""
"Tenant","1997","North Rhine-Westphalia","","","",""
"Tenant","1997","Hesse","","","",""
"Tenant","1997","Rhineland-Palatinate,Saarland","","","",""
"Tenant","1997","Baden-Württemberg","","","",""
"Tenant","1997","Bavaria","","","",""
"Tenant","1997","Berlin","","","",""
"Tenant","1997","Brandenburg","","","",""
"Tenant","1997","Mecklenburg-Western Pomerania","","","",""
"Tenant","1997","Saxony","","","",""
"Tenant","1997","Saxony-Anhalt","","","",""
"Tenant","1997","Thuringia","","","",""
"Main Tenant","1998","Schleswig-Holstein","133","0.321557015602564","0.273038359321121","0.370075671884008"
"Main Tenant","1998","Hamburg","123","0.844557096195299","0.787331847520517","0.901782344870081"
"Main Tenant","1998","Lower Saxony","545","0.432620431032318","0.404647052195558","0.460593809869077"
"Main Tenant","1998","Bremen","60","0.625876930838367","0.531505808411292","0.720248053265442"
"Main Tenant","1998","North Rhine-Westphalia","1675","0.53638107143656","0.518098626250657","0.554663516622464"
"Main Tenant","1998","Hesse","543","0.507075988363302","0.47533443687152","0.538817539855084"
"Main Tenant","1998","Rhineland-Palatinate,Saarland","352","0.426993795240825","0.392866507975722","0.461121082505928"
"Main Tenant","1998","Baden-Württemberg","939","0.41842632769673","0.39583114853751","0.44102150685595"
"Main Tenant","1998","Bavaria","855","0.425232190221217","0.402878769806264","0.447585610636169"
"Main Tenant","1998","Berlin","459","0.852094704928966","0.82192798653086","0.882261423327072"
"Main Tenant","1998","Brandenburg","344","0.592113156538228","0.553553957831304","0.630672355245152"
"Main Tenant","1998","Mecklenburg-Western Pomerania","236","0.547799999878231","0.499682453558206","0.595917546198257"
"Main Tenant","1998","Saxony","729","0.61675187631457","0.589105696459077","0.644398056170064"
"Main Tenant","1998","Saxony-Anhalt","380","0.57420093790437","0.537386703543261","0.61101517226548"
"Main Tenant","1998","Thuringia","295","0.475699731438099","0.439595266377674","0.511804196498524"
"Sub-Tenant","1998","Schleswig-Holstein","12","","",""
"Sub-Tenant","1998","Hamburg","2","","",""
"Sub-Tenant","1998","Lower Saxony","35","0.041879030213523","0.0305690186649961","0.0531890417620498"
"Sub-Tenant","1998","Bremen","1","","",""
"Sub-Tenant","1998","North Rhine-Westphalia","63","0.0239868114580778","0.0183772219435446","0.0295964009726109"
"Sub-Tenant","1998","Hesse","26","","",""
"Sub-Tenant","1998","Rhineland-Palatinate,Saarland","27","","",""
"Sub-Tenant","1998","Baden-Württemberg","74","0.0479889408673246","0.038198652179743","0.0577792295549063"
"Sub-Tenant","1998","Bavaria","47","0.0210364207753818","0.0145477775860555","0.0275250639647081"
"Sub-Tenant","1998","Berlin","11","","",""
"Sub-Tenant","1998","Brandenburg","24","","",""
"Sub-Tenant","1998","Mecklenburg-Western Pomerania","5","","",""
"Sub-Tenant","1998","Saxony","41","0.0384525593882286","0.0275183382095917","0.0493867805668656"
"Sub-Tenant","1998","Saxony-Anhalt","19","","",""
"Sub-Tenant","1998","Thuringia","31","0.0500218936782246","0.0342624354259146","0.0657813519305346"
"Owner","1998","Schleswig-Holstein","211","0.653492259057809","0.604061214675277","0.70292330344034"
"Owner","1998","Hamburg","29","","",""
"Owner","1998","Lower Saxony","623","0.52123721291298","0.493031799621271","0.549442626204689"
"Owner","1998","Bremen","40","0.350039141764014","0.257016362467923","0.443061921060104"
"Owner","1998","North Rhine-Westphalia","1117","0.437550290240831","0.419362798235625","0.455737782246037"
"Owner","1998","Hesse","383","0.452877835554355","0.421274397696323","0.484481273412387"
"Owner","1998","Rhineland-Palatinate,Saarland","428","0.537340021521481","0.502939352838725","0.571740690204237"
"Owner","1998","Baden-Württemberg","815","0.529637404489777","0.506775646016232","0.552499162963322"
"Owner","1998","Bavaria","974","0.549397926933121","0.526900916907516","0.571894936958725"
"Owner","1998","Berlin","62","0.118974362790924","0.0914629279244855","0.146485797657363"
"Owner","1998","Brandenburg","256","0.370081844071689","0.332198636034624","0.407965052108755"
"Owner","1998","Mecklenburg-Western Pomerania","169","0.438584756128308","0.390611847939032","0.486557664317584"
"Owner","1998","Saxony","415","0.339184355433539","0.312262937193764","0.366105773673314"
"Owner","1998","Saxony-Anhalt","293","0.382956711319366","0.346764582194801","0.419148840443931"
"Owner","1998","Thuringia","407","0.469117173579834","0.433039009799598","0.50519533736007"
