"hlf0001_h","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Sub-Tenant","1984","66 and older","(Married) couple without C. ","7","","",""
"Sub-Tenant","1984","66 and older","Single parent ","2","","",""
"Sub-Tenant","1984","66 and older","Couple + C. LE 16 ","","","",""
"Sub-Tenant","1984","66 and older","Couple + C. GT 16 ","","","",""
"Sub-Tenant","1984","66 and older","Couple + C. LE and GT 16","","","",""
"Owner","1984","16-34 y.","1-pers.-HH","18","","",""
"Owner","1984","16-34 y.","(Married) couple without C. ","95","0.172701949229835","0.143576302948376","0.201827595511293"
"Owner","1984","16-34 y.","Single parent ","82","0.350315965098776","0.295122430777063","0.405509499420489"
"Owner","1984","16-34 y.","Couple + C. LE 16 ","347","0.300758572896573","0.277635878367361","0.323881267425785"
"Owner","1984","16-34 y.","Couple + C. GT 16 ","428","0.652283425080969","0.619178287681094","0.685388562480845"
"Owner","1984","16-34 y.","Couple + C. LE and GT 16","321","0.678922369486559","0.644506918269443","0.713337820703675"
"Owner","1984","35-65 y.","1-pers.-HH","100","0.243625351750262","0.206586888282411","0.280663815218114"
"Owner","1984","35-65 y.","(Married) couple without C. ","644","0.507564104097982","0.482102200852135","0.53302600734383"
"Owner","1984","35-65 y.","Single parent ","85","0.399423476789862","0.340342577511706","0.458504376068018"
"Owner","1984","35-65 y.","Couple + C. LE 16 ","616","0.526120156255816","0.501405666402799","0.550834646108832"
"Owner","1984","35-65 y.","Couple + C. GT 16 ","602","0.637645323187274","0.60986382287358","0.665426823500969"
"Owner","1984","35-65 y.","Couple + C. LE and GT 16","462","0.664490748129981","0.635414384741953","0.693567111518009"
"Owner","1984","66 and older","1-pers.-HH","138","0.295087956926412","0.253589465561329","0.336586448291496"
"Owner","1984","66 and older","(Married) couple without C. ","280","0.472943185019167","0.432205777555831","0.513680592482503"
"Owner","1984","66 and older","Single parent ","18","","",""
"Owner","1984","66 and older","Couple + C. LE 16 ","3","","",""
"Owner","1984","66 and older","Couple + C. GT 16 ","38","0.792162117848538","0.677374019397798","0.906950216299278"
"Owner","1984","66 and older","Couple + C. LE and GT 16","","","",""
"Nursing Home/Retirement Community","1984","16-34 y.","1-pers.-HH","","","",""
"Nursing Home/Retirement Community","1984","16-34 y.","(Married) couple without C. ","","","",""
"Nursing Home/Retirement Community","1984","16-34 y.","Single parent ","","","",""
"Nursing Home/Retirement Community","1984","16-34 y.","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1984","16-34 y.","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","1984","16-34 y.","Couple + C. LE and GT 16","","","",""
"Nursing Home/Retirement Community","1984","35-65 y.","1-pers.-HH","","","",""
"Nursing Home/Retirement Community","1984","35-65 y.","(Married) couple without C. ","","","",""
"Nursing Home/Retirement Community","1984","35-65 y.","Single parent ","","","",""
"Nursing Home/Retirement Community","1984","35-65 y.","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1984","35-65 y.","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","1984","35-65 y.","Couple + C. LE and GT 16","","","",""
"Nursing Home/Retirement Community","1984","66 and older","1-pers.-HH","","","",""
"Nursing Home/Retirement Community","1984","66 and older","(Married) couple without C. ","","","",""
"Nursing Home/Retirement Community","1984","66 and older","Single parent ","","","",""
"Nursing Home/Retirement Community","1984","66 and older","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1984","66 and older","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","1984","66 and older","Couple + C. LE and GT 16","","","",""
"Tenant","1984","16-34 y.","1-pers.-HH","","","",""
"Tenant","1984","16-34 y.","(Married) couple without C. ","","","",""
"Tenant","1984","16-34 y.","Single parent ","","","",""
"Tenant","1984","16-34 y.","Couple + C. LE 16 ","7","","",""
"Tenant","1984","16-34 y.","Couple + C. GT 16 ","2","","",""
"Tenant","1984","16-34 y.","Couple + C. LE and GT 16","2","","",""
"Tenant","1984","35-65 y.","1-pers.-HH","5","","",""
"Tenant","1984","35-65 y.","(Married) couple without C. ","3","","",""
"Tenant","1984","35-65 y.","Single parent ","","","",""
"Tenant","1984","35-65 y.","Couple + C. LE 16 ","3","","",""
"Tenant","1984","35-65 y.","Couple + C. GT 16 ","2","","",""
"Tenant","1984","35-65 y.","Couple + C. LE and GT 16","2","","",""
"Tenant","1984","66 and older","1-pers.-HH","1","","",""
"Tenant","1984","66 and older","(Married) couple without C. ","5","","",""
"Tenant","1984","66 and older","Single parent ","","","",""
"Tenant","1984","66 and older","Couple + C. LE 16 ","","","",""
"Tenant","1984","66 and older","Couple + C. GT 16 ","","","",""
"Tenant","1984","66 and older","Couple + C. LE and GT 16","","","",""
"Main Tenant","1985","16-34 y.","1-pers.-HH","286","0.879478299246626","0.844190920044627","0.914765678448625"
"Main Tenant","1985","16-34 y.","(Married) couple without C. ","497","0.827844339486941","0.797408215412897","0.858280463560984"
"Main Tenant","1985","16-34 y.","Single parent ","186","0.602997854106447","0.545483002516167","0.660512705696726"
"Main Tenant","1985","16-34 y.","Couple + C. LE 16 ","902","0.657281354519948","0.630885737665355","0.683676971374541"
"Main Tenant","1985","16-34 y.","Couple + C. GT 16 ","376","0.34791699661946","0.315610183736484","0.380223809502437"
"Main Tenant","1985","16-34 y.","Couple + C. LE and GT 16","334","0.303972308485683","0.267940074051822","0.340004542919545"
"Main Tenant","1985","35-65 y.","1-pers.-HH","324","0.711309502858928","0.669441004615908","0.753178001101948"
"Main Tenant","1985","35-65 y.","(Married) couple without C. ","741","0.488611334459904","0.461857192956877","0.515365475962931"
"Main Tenant","1985","35-65 y.","Single parent ","154","0.593232797916658","0.530692570090074","0.655773025743242"
"Main Tenant","1985","35-65 y.","Couple + C. LE 16 ","834","0.458083577355043","0.432268894645006","0.48389826006508"
"Main Tenant","1985","35-65 y.","Couple + C. GT 16 ","521","0.358131349989805","0.33032401996577","0.38593868001384"
"Main Tenant","1985","35-65 y.","Couple + C. LE and GT 16","457","0.296804321056164","0.266341899337401","0.327266742774926"
"Main Tenant","1985","66 and older","1-pers.-HH","288","0.723086695054121","0.679398644641681","0.76677474546656"
"Main Tenant","1985","66 and older","(Married) couple without C. ","254","0.523332269030521","0.479333338027639","0.567331200033403"
"Main Tenant","1985","66 and older","Single parent ","11","","",""
"Main Tenant","1985","66 and older","Couple + C. LE 16 ","","","",""
"Main Tenant","1985","66 and older","Couple + C. GT 16 ","9","","",""
"Main Tenant","1985","66 and older","Couple + C. LE and GT 16","","","",""
"Sub-Tenant","1985","16-34 y.","1-pers.-HH","22","","",""
"Sub-Tenant","1985","16-34 y.","(Married) couple without C. ","11","","",""
"Sub-Tenant","1985","16-34 y.","Single parent ","5","","",""
"Sub-Tenant","1985","16-34 y.","Couple + C. LE 16 ","26","","",""
"Sub-Tenant","1985","16-34 y.","Couple + C. GT 16 ","3","","",""
"Sub-Tenant","1985","16-34 y.","Couple + C. LE and GT 16","","","",""
"Sub-Tenant","1985","35-65 y.","1-pers.-HH","36","0.0455711635239347","0.0263021860568751","0.0648401409909942"
"Sub-Tenant","1985","35-65 y.","(Married) couple without C. ","15","","",""
"Sub-Tenant","1985","35-65 y.","Single parent ","3","","",""
"Sub-Tenant","1985","35-65 y.","Couple + C. LE 16 ","10","","",""
"Sub-Tenant","1985","35-65 y.","Couple + C. GT 16 ","5","","",""
"Sub-Tenant","1985","35-65 y.","Couple + C. LE and GT 16","","","",""
"Sub-Tenant","1985","66 and older","1-pers.-HH","8","","",""
"Sub-Tenant","1985","66 and older","(Married) couple without C. ","6","","",""
"Sub-Tenant","1985","66 and older","Single parent ","","","",""
"Sub-Tenant","1985","66 and older","Couple + C. LE 16 ","","","",""
"Sub-Tenant","1985","66 and older","Couple + C. GT 16 ","1","","",""
"Sub-Tenant","1985","66 and older","Couple + C. LE and GT 16","","","",""
"Owner","1985","16-34 y.","1-pers.-HH","19","","",""
"Owner","1985","16-34 y.","(Married) couple without C. ","83","0.156881293765713","0.12755992133674","0.186202666194686"
"Owner","1985","16-34 y.","Single parent ","87","0.384194352343901","0.327017135074042","0.441371569613761"
"Owner","1985","16-34 y.","Couple + C. LE 16 ","314","0.320136844666388","0.294191115766772","0.346082573566003"
"Owner","1985","16-34 y.","Couple + C. GT 16 ","456","0.650461298719318","0.61811957086231","0.682803026576326"
"Owner","1985","16-34 y.","Couple + C. LE and GT 16","292","0.696027691514317","0.659995457080455","0.732059925948178"
"Owner","1985","35-65 y.","1-pers.-HH","90","0.243119333617137","0.203485572413344","0.282753094820931"
"Owner","1985","35-65 y.","(Married) couple without C. ","585","0.503226546380129","0.476466019263853","0.529987073496405"
"Owner","1985","35-65 y.","Single parent ","80","0.396355360548115","0.334081332163325","0.458629388932905"
"Owner","1985","35-65 y.","Couple + C. LE 16 ","587","0.53672701144716","0.510891117698763","0.562562905195557"
"Owner","1985","35-65 y.","Couple + C. GT 16 ","616","0.638324524973097","0.610457196626959","0.666191853319235"
"Owner","1985","35-65 y.","Couple + C. LE and GT 16","407","0.703195678943836","0.672733257225074","0.733658100662599"
"Owner","1985","66 and older","1-pers.-HH","107","0.257996965434751","0.215279477291166","0.300714453578336"
"Owner","1985","66 and older","(Married) couple without C. ","235","0.464635479994853","0.420698877654438","0.508572082335267"
"Owner","1985","66 and older","Single parent ","17","","",""
"Owner","1985","66 and older","Couple + C. LE 16 ","2","","",""
"Owner","1985","66 and older","Couple + C. GT 16 ","38","0.793651617706537","0.679168101562744","0.90813513385033"
"Owner","1985","66 and older","Couple + C. LE and GT 16","","","",""
"Nursing Home/Retirement Community","1985","16-34 y.","1-pers.-HH","","","",""
"Nursing Home/Retirement Community","1985","16-34 y.","(Married) couple without C. ","","","",""
"Nursing Home/Retirement Community","1985","16-34 y.","Single parent ","","","",""
"Nursing Home/Retirement Community","1985","16-34 y.","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1985","16-34 y.","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","1985","16-34 y.","Couple + C. LE and GT 16","","","",""
"Nursing Home/Retirement Community","1985","35-65 y.","1-pers.-HH","","","",""
"Nursing Home/Retirement Community","1985","35-65 y.","(Married) couple without C. ","","","",""
"Nursing Home/Retirement Community","1985","35-65 y.","Single parent ","","","",""
"Nursing Home/Retirement Community","1985","35-65 y.","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1985","35-65 y.","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","1985","35-65 y.","Couple + C. LE and GT 16","","","",""
"Nursing Home/Retirement Community","1985","66 and older","1-pers.-HH","","","",""
"Nursing Home/Retirement Community","1985","66 and older","(Married) couple without C. ","","","",""
"Nursing Home/Retirement Community","1985","66 and older","Single parent ","","","",""
"Nursing Home/Retirement Community","1985","66 and older","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1985","66 and older","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","1985","66 and older","Couple + C. LE and GT 16","","","",""
"Tenant","1985","16-34 y.","1-pers.-HH","","","",""
"Tenant","1985","16-34 y.","(Married) couple without C. ","","","",""
"Tenant","1985","16-34 y.","Single parent ","","","",""
"Tenant","1985","16-34 y.","Couple + C. LE 16 ","","","",""
"Tenant","1985","16-34 y.","Couple + C. GT 16 ","","","",""
"Tenant","1985","16-34 y.","Couple + C. LE and GT 16","","","",""
"Tenant","1985","35-65 y.","1-pers.-HH","","","",""
"Tenant","1985","35-65 y.","(Married) couple without C. ","","","",""
"Tenant","1985","35-65 y.","Single parent ","","","",""
"Tenant","1985","35-65 y.","Couple + C. LE 16 ","","","",""
"Tenant","1985","35-65 y.","Couple + C. GT 16 ","","","",""
"Tenant","1985","35-65 y.","Couple + C. LE and GT 16","","","",""
"Tenant","1985","66 and older","1-pers.-HH","","","",""
"Tenant","1985","66 and older","(Married) couple without C. ","","","",""
"Tenant","1985","66 and older","Single parent ","","","",""
"Tenant","1985","66 and older","Couple + C. LE 16 ","","","",""
"Tenant","1985","66 and older","Couple + C. GT 16 ","","","",""
"Tenant","1985","66 and older","Couple + C. LE and GT 16","","","",""
"Main Tenant","1986","16-34 y.","1-pers.-HH","269","0.835634067353892","0.795217371834982","0.876050762872801"
"Main Tenant","1986","16-34 y.","(Married) couple without C. ","527","0.810112211268094","0.779773181727182","0.840451240809005"
"Main Tenant","1986","16-34 y.","Single parent ","155","0.580150359878985","0.519575115285832","0.640725604472138"
"Main Tenant","1986","16-34 y.","Couple + C. LE 16 ","835","0.682315730077453","0.655336743860094","0.709294716294813"
"Main Tenant","1986","16-34 y.","Couple + C. GT 16 ","373","0.322480683351247","0.291491861285321","0.353469505417172"
"Main Tenant","1986","16-34 y.","Couple + C. LE and GT 16","305","0.29004998895191","0.253340414322235","0.326759563581585"
"Main Tenant","1986","35-65 y.","1-pers.-HH","310","0.739615877780105","0.697991810438305","0.781239945121905"
"Main Tenant","1986","35-65 y.","(Married) couple without C. ","694","0.493270891118511","0.465785242757891","0.520756539479131"
"Main Tenant","1986","35-65 y.","Single parent ","142","0.574064535079159","0.509879626411197","0.638249443747121"
"Main Tenant","1986","35-65 y.","Couple + C. LE 16 ","714","0.447619379806284","0.420185194309068","0.475053565303501"
"Main Tenant","1986","35-65 y.","Couple + C. GT 16 ","510","0.343031372721195","0.315991074571194","0.370071670871196"
"Main Tenant","1986","35-65 y.","Couple + C. LE and GT 16","411","0.298344175475762","0.26693256988111","0.329755781070415"
"Main Tenant","1986","66 and older","1-pers.-HH","249","0.692931923478266","0.645803078005007","0.740060768951525"
"Main Tenant","1986","66 and older","(Married) couple without C. ","221","0.499771429481957","0.454759370514539","0.544783488449375"
"Main Tenant","1986","66 and older","Single parent ","7","","",""
"Main Tenant","1986","66 and older","Couple + C. LE 16 ","","","",""
"Main Tenant","1986","66 and older","Couple + C. GT 16 ","12","","",""
"Main Tenant","1986","66 and older","Couple + C. LE and GT 16","","","",""
"Sub-Tenant","1986","16-34 y.","1-pers.-HH","29","","",""
"Sub-Tenant","1986","16-34 y.","(Married) couple without C. ","22","","",""
"Sub-Tenant","1986","16-34 y.","Single parent ","6","","",""
"Sub-Tenant","1986","16-34 y.","Couple + C. LE 16 ","27","","",""
"Sub-Tenant","1986","16-34 y.","Couple + C. GT 16 ","4","","",""
"Sub-Tenant","1986","16-34 y.","Couple + C. LE and GT 16","2","","",""
"Sub-Tenant","1986","35-65 y.","1-pers.-HH","30","0.0311111198248608","0.0146435709502785","0.0475786686994432"
"Sub-Tenant","1986","35-65 y.","(Married) couple without C. ","15","","",""
"Sub-Tenant","1986","35-65 y.","Single parent ","6","","",""
"Sub-Tenant","1986","35-65 y.","Couple + C. LE 16 ","18","","",""
"Sub-Tenant","1986","35-65 y.","Couple + C. GT 16 ","6","","",""
"Sub-Tenant","1986","35-65 y.","Couple + C. LE and GT 16","4","","",""
"Sub-Tenant","1986","66 and older","1-pers.-HH","11","","",""
"Sub-Tenant","1986","66 and older","(Married) couple without C. ","8","","",""
"Sub-Tenant","1986","66 and older","Single parent ","","","",""
"Sub-Tenant","1986","66 and older","Couple + C. LE 16 ","","","",""
"Sub-Tenant","1986","66 and older","Couple + C. GT 16 ","","","",""
"Sub-Tenant","1986","66 and older","Couple + C. LE and GT 16","","","",""
"Owner","1986","16-34 y.","1-pers.-HH","25","","",""
"Owner","1986","16-34 y.","(Married) couple without C. ","93","0.157336141105223","0.129170346493939","0.185501935716507"
"Owner","1986","16-34 y.","Single parent ","94","0.403735901394219","0.343515171325407","0.46395663146303"
"Owner","1986","16-34 y.","Couple + C. LE 16 ","282","0.294358021699815","0.267948215093571","0.32076782830606"
"Owner","1986","16-34 y.","Couple + C. GT 16 ","497","0.675554031441565","0.644516039874871","0.706592023008259"
"Owner","1986","16-34 y.","Couple + C. LE and GT 16","280","0.707609455249259","0.670812870116518","0.744406040381999"
"Owner","1986","35-65 y.","1-pers.-HH","87","0.229273002395034","0.189401656251139","0.269144348538929"
"Owner","1986","35-65 y.","(Married) couple without C. ","562","0.496717367359417","0.469229821923451","0.524204912795384"
"Owner","1986","35-65 y.","Single parent ","80","0.402534304437677","0.338878413127369","0.466190195747985"
"Owner","1986","35-65 y.","Couple + C. LE 16 ","530","0.547095898938417","0.519632564232798","0.574559233644036"
"Owner","1986","35-65 y.","Couple + C. GT 16 ","668","0.654622330258735","0.627538207398732","0.681706453118737"
"Owner","1986","35-65 y.","Couple + C. LE and GT 16","400","0.696711430841255","0.665152391430113","0.728270470252396"
"Owner","1986","66 and older","1-pers.-HH","108","0.272730280802188","0.227227429188105","0.31823313241627"
"Owner","1986","66 and older","(Married) couple without C. ","245","0.483840394570283","0.438851845298316","0.528828943842249"
"Owner","1986","66 and older","Single parent ","17","","",""
"Owner","1986","66 and older","Couple + C. LE 16 ","1","","",""
"Owner","1986","66 and older","Couple + C. GT 16 ","37","0.737173603286342","0.613928569185229","0.860418637387455"
"Owner","1986","66 and older","Couple + C. LE and GT 16","","","",""
"Nursing Home/Retirement Community","1986","16-34 y.","1-pers.-HH","","","",""
"Nursing Home/Retirement Community","1986","16-34 y.","(Married) couple without C. ","","","",""
"Nursing Home/Retirement Community","1986","16-34 y.","Single parent ","","","",""
"Nursing Home/Retirement Community","1986","16-34 y.","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1986","16-34 y.","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","1986","16-34 y.","Couple + C. LE and GT 16","","","",""
"Nursing Home/Retirement Community","1986","35-65 y.","1-pers.-HH","","","",""
"Nursing Home/Retirement Community","1986","35-65 y.","(Married) couple without C. ","","","",""
"Nursing Home/Retirement Community","1986","35-65 y.","Single parent ","","","",""
"Nursing Home/Retirement Community","1986","35-65 y.","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1986","35-65 y.","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","1986","35-65 y.","Couple + C. LE and GT 16","","","",""
"Nursing Home/Retirement Community","1986","66 and older","1-pers.-HH","","","",""
"Nursing Home/Retirement Community","1986","66 and older","(Married) couple without C. ","","","",""
"Nursing Home/Retirement Community","1986","66 and older","Single parent ","","","",""
"Nursing Home/Retirement Community","1986","66 and older","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1986","66 and older","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","1986","66 and older","Couple + C. LE and GT 16","","","",""
"Tenant","1986","16-34 y.","1-pers.-HH","","","",""
"Tenant","1986","16-34 y.","(Married) couple without C. ","","","",""
"Tenant","1986","16-34 y.","Single parent ","","","",""
"Tenant","1986","16-34 y.","Couple + C. LE 16 ","","","",""
"Tenant","1986","16-34 y.","Couple + C. GT 16 ","","","",""
"Tenant","1986","16-34 y.","Couple + C. LE and GT 16","","","",""
"Tenant","1986","35-65 y.","1-pers.-HH","","","",""
"Tenant","1986","35-65 y.","(Married) couple without C. ","","","",""
"Tenant","1986","35-65 y.","Single parent ","","","",""
"Tenant","1986","35-65 y.","Couple + C. LE 16 ","","","",""
"Tenant","1986","35-65 y.","Couple + C. GT 16 ","","","",""
"Tenant","1986","35-65 y.","Couple + C. LE and GT 16","","","",""
"Tenant","1986","66 and older","1-pers.-HH","","","",""
"Tenant","1986","66 and older","(Married) couple without C. ","","","",""
"Tenant","1986","66 and older","Single parent ","","","",""
"Tenant","1986","66 and older","Couple + C. LE 16 ","","","",""
"Tenant","1986","66 and older","Couple + C. GT 16 ","","","",""
"Tenant","1986","66 and older","Couple + C. LE and GT 16","","","",""
"Main Tenant","1987","16-34 y.","1-pers.-HH","249","0.811381192905261","0.767620532375782","0.855141853434739"
"Main Tenant","1987","16-34 y.","(Married) couple without C. ","476","0.770963486656047","0.737312023906525","0.804614949405569"
"Main Tenant","1987","16-34 y.","Single parent ","165","0.558517088928733","0.498843459314615","0.618190718542852"
"Main Tenant","1987","16-34 y.","Couple + C. LE 16 ","827","0.657330138290102","0.629983047109071","0.684677229471134"
"Main Tenant","1987","16-34 y.","Couple + C. GT 16 ","370","0.315739920690863","0.285185605105279","0.346294236276447"
"Main Tenant","1987","16-34 y.","Couple + C. LE and GT 16","288","0.314663564453907","0.275165485809719","0.354161643098095"
"Main Tenant","1987","35-65 y.","1-pers.-HH","301","0.716528257437272","0.673980075881595","0.759076438992948"
"Main Tenant","1987","35-65 y.","(Married) couple without C. ","671","0.482105419905548","0.454371800313793","0.509839039497303"
"Main Tenant","1987","35-65 y.","Single parent ","142","0.538838023376461","0.474693443983688","0.602982602769234"
"Main Tenant","1987","35-65 y.","Couple + C. LE 16 ","706","0.468105682801104","0.439967292082921","0.496244073519288"
"Main Tenant","1987","35-65 y.","Couple + C. GT 16 ","519","0.341517840034134","0.314972911521542","0.368062768546726"
"Main Tenant","1987","35-65 y.","Couple + C. LE and GT 16","375","0.308792507450439","0.275186464641296","0.342398550259581"
"Main Tenant","1987","66 and older","1-pers.-HH","257","0.704796986863716","0.658935439353331","0.750658534374101"
"Main Tenant","1987","66 and older","(Married) couple without C. ","232","0.481367161876725","0.437960395333713","0.524773928419736"
"Main Tenant","1987","66 and older","Single parent ","9","","",""
"Main Tenant","1987","66 and older","Couple + C. LE 16 ","","","",""
"Main Tenant","1987","66 and older","Couple + C. GT 16 ","9","","",""
"Main Tenant","1987","66 and older","Couple + C. LE and GT 16","","","",""
"Sub-Tenant","1987","16-34 y.","1-pers.-HH","39","0.118937142131146","0.0827260936841029","0.155148190578189"
"Sub-Tenant","1987","16-34 y.","(Married) couple without C. ","18","","",""
"Sub-Tenant","1987","16-34 y.","Single parent ","2","","",""
"Sub-Tenant","1987","16-34 y.","Couple + C. LE 16 ","35","0.0310896647167412","0.0210889457079403","0.0410903837255422"
"Sub-Tenant","1987","16-34 y.","Couple + C. GT 16 ","3","","",""
"Sub-Tenant","1987","16-34 y.","Couple + C. LE and GT 16","5","","",""
"Sub-Tenant","1987","35-65 y.","1-pers.-HH","37","0.0474831336063848","0.0274053634038774","0.0675609038088922"
"Sub-Tenant","1987","35-65 y.","(Married) couple without C. ","14","","",""
"Sub-Tenant","1987","35-65 y.","Single parent ","4","","",""
"Sub-Tenant","1987","35-65 y.","Couple + C. LE 16 ","8","","",""
"Sub-Tenant","1987","35-65 y.","Couple + C. GT 16 ","4","","",""
"Sub-Tenant","1987","35-65 y.","Couple + C. LE and GT 16","9","","",""
"Sub-Tenant","1987","66 and older","1-pers.-HH","9","","",""
"Sub-Tenant","1987","66 and older","(Married) couple without C. ","8","","",""
"Sub-Tenant","1987","66 and older","Single parent ","","","",""
"Sub-Tenant","1987","66 and older","Couple + C. LE 16 ","","","",""
"Sub-Tenant","1987","66 and older","Couple + C. GT 16 ","","","",""
"Sub-Tenant","1987","66 and older","Couple + C. LE and GT 16","","","",""
"Owner","1987","16-34 y.","1-pers.-HH","19","","",""
"Owner","1987","16-34 y.","(Married) couple without C. ","105","0.190081284373883","0.15865991731291","0.221502651434856"
"Owner","1987","16-34 y.","Single parent ","99","0.429835011205493","0.37034302903546","0.489326993375527"
"Owner","1987","16-34 y.","Couple + C. LE 16 ","295","0.311580196993156","0.28489361133836","0.338266782647953"
"Owner","1987","16-34 y.","Couple + C. GT 16 ","516","0.683611580095491","0.65304039984132","0.714182760349663"
"Owner","1987","16-34 y.","Couple + C. LE and GT 16","238","0.676107519392608","0.636305129801564","0.715909908983652"
"Owner","1987","35-65 y.","1-pers.-HH","93","0.235988608956344","0.19590148555538","0.276075732357307"
"Owner","1987","35-65 y.","(Married) couple without C. ","562","0.511028246203865","0.483283599228235","0.538772893179495"
"Owner","1987","35-65 y.","Single parent ","86","0.440870690500331","0.376983198206633","0.504758182794028"
"Owner","1987","35-65 y.","Couple + C. LE 16 ","494","0.525017281970817","0.496856784168451","0.553177779773184"
"Owner","1987","35-65 y.","Couple + C. GT 16 ","703","0.657649918806001","0.631089466961407","0.684210370650595"
"Owner","1987","35-65 y.","Couple + C. LE and GT 16","342","0.67794679428432","0.643957558526812","0.711936030041828"
"Owner","1987","66 and older","1-pers.-HH","114","0.268211881499631","0.223668008433064","0.312755754566198"
"Owner","1987","66 and older","(Married) couple without C. ","269","0.497219921356983","0.453783654671384","0.540656188042582"
"Owner","1987","66 and older","Single parent ","16","","",""
"Owner","1987","66 and older","Couple + C. LE 16 ","1","","",""
"Owner","1987","66 and older","Couple + C. GT 16 ","35","0.803352453512735","0.685911631848657","0.920793275176813"
"Owner","1987","66 and older","Couple + C. LE and GT 16","1","","",""
"Nursing Home/Retirement Community","1987","16-34 y.","1-pers.-HH","","","",""
"Nursing Home/Retirement Community","1987","16-34 y.","(Married) couple without C. ","","","",""
"Nursing Home/Retirement Community","1987","16-34 y.","Single parent ","","","",""
"Nursing Home/Retirement Community","1987","16-34 y.","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1987","16-34 y.","Couple + C. GT 16 ","","","",""
