"hlf0001_h","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"Sub-Tenant","2000","Part Time","direct migration background","14","","",""
"Sub-Tenant","2000","Part Time","indirect migration background","6","","",""
"Sub-Tenant","2000","Not Working","no migration background","75","0.012254823667385","0.00975735378775562","0.0147522935470143"
"Sub-Tenant","2000","Not Working","direct migration background","25","","",""
"Sub-Tenant","2000","Not Working","indirect migration background","3","","",""
"Owner","2000","Full Time","no migration background","4491","0.487976856404357","0.477354281305505","0.498599431503208"
"Owner","2000","Full Time","direct migration background","360","0.287372479086747","0.262315631116589","0.312429327056905"
"Owner","2000","Full Time","indirect migration background","94","0.270546821980648","0.223326541622852","0.317767102338443"
"Owner","2000","Part Time","no migration background","2238","0.509342917774318","0.494092827358072","0.524593008190564"
"Owner","2000","Part Time","direct migration background","190","0.218356580278308","0.18826352464305","0.248449635913567"
"Owner","2000","Part Time","indirect migration background","65","0.291595540694519","0.234568050292668","0.34862303109637"
"Owner","2000","Not Working","no migration background","4152","0.52400431770308","0.51266744666088","0.53534118874528"
"Owner","2000","Not Working","direct migration background","364","0.276257057297429","0.252553545410869","0.299960569183989"
"Owner","2000","Not Working","indirect migration background","94","0.43839956149398","0.376519834490658","0.500279288497302"
"Nursing Home/Retirement Community","2000","Full Time","no migration background","1","","",""
"Nursing Home/Retirement Community","2000","Full Time","direct migration background","","","",""
"Nursing Home/Retirement Community","2000","Full Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","2000","Part Time","no migration background","","","",""
"Nursing Home/Retirement Community","2000","Part Time","direct migration background","","","",""
"Nursing Home/Retirement Community","2000","Part Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","2000","Not Working","no migration background","28","","",""
"Nursing Home/Retirement Community","2000","Not Working","direct migration background","3","","",""
"Nursing Home/Retirement Community","2000","Not Working","indirect migration background","1","","",""
"Tenant","2000","Full Time","no migration background","","","",""
"Tenant","2000","Full Time","direct migration background","","","",""
"Tenant","2000","Full Time","indirect migration background","","","",""
"Tenant","2000","Part Time","no migration background","","","",""
"Tenant","2000","Part Time","direct migration background","","","",""
"Tenant","2000","Part Time","indirect migration background","","","",""
"Tenant","2000","Not Working","no migration background","","","",""
"Tenant","2000","Not Working","direct migration background","","","",""
"Tenant","2000","Not Working","indirect migration background","","","",""
"Main Tenant","2001","Full Time","no migration background","3479","0.491753736697412","0.480558937928692","0.502948535466132"
"Main Tenant","2001","Full Time","direct migration background","755","0.683984055167197","0.656571820641235","0.711396289693159"
"Main Tenant","2001","Full Time","indirect migration background","232","0.699746870891068","0.649446984621788","0.750046757160349"
"Main Tenant","2001","Part Time","no migration background","1714","0.472427140317056","0.456806737321638","0.488047543312474"
"Main Tenant","2001","Part Time","direct migration background","491","0.724336672261244","0.690995314649397","0.75767802987309"
"Main Tenant","2001","Part Time","indirect migration background","147","0.661163564251705","0.599318315532661","0.723008812970749"
"Main Tenant","2001","Not Working","no migration background","2892","0.451398833562596","0.439532628474087","0.463265038651104"
"Main Tenant","2001","Not Working","direct migration background","820","0.715098049729949","0.689010716921192","0.741185382538707"
"Main Tenant","2001","Not Working","indirect migration background","146","0.515842889294162","0.451674370881092","0.580011407707232"
"Sub-Tenant","2001","Full Time","no migration background","121","0.0175372638981151","0.0145979611415248","0.0204765666547053"
"Sub-Tenant","2001","Full Time","direct migration background","13","","",""
"Sub-Tenant","2001","Full Time","indirect migration background","9","","",""
"Sub-Tenant","2001","Part Time","no migration background","73","0.021694791112086","0.0171365372243307","0.0262530449998413"
"Sub-Tenant","2001","Part Time","direct migration background","13","","",""
"Sub-Tenant","2001","Part Time","indirect migration background","7","","",""
"Sub-Tenant","2001","Not Working","no migration background","70","0.0127555993366144","0.0100797229641892","0.0154314757090397"
"Sub-Tenant","2001","Not Working","direct migration background","22","","",""
"Sub-Tenant","2001","Not Working","indirect migration background","1","","",""
"Owner","2001","Full Time","no migration background","4059","0.490663899534535","0.4794695299183","0.50185826915077"
"Owner","2001","Full Time","direct migration background","337","0.295682589291294","0.268775666007917","0.322589512574672"
"Owner","2001","Full Time","indirect migration background","78","0.266676864809705","0.218148784342245","0.315204945277165"
"Owner","2001","Part Time","no migration background","2135","0.505142877521274","0.489499496575765","0.520786258466784"
"Owner","2001","Part Time","direct migration background","186","0.246410631902029","0.214257695003427","0.278563568800631"
"Owner","2001","Part Time","indirect migration background","71","0.300365173319386","0.240466482575438","0.360263864063334"
"Owner","2001","Not Working","no migration background","3765","0.528134136734598","0.516230362806935","0.540037910662261"
"Owner","2001","Not Working","direct migration background","304","0.248811534010935","0.2238248352637","0.27379823275817"
"Owner","2001","Not Working","indirect migration background","85","0.452827601252523","0.388913208541722","0.516741993963324"
"Nursing Home/Retirement Community","2001","Full Time","no migration background","2","","",""
"Nursing Home/Retirement Community","2001","Full Time","direct migration background","","","",""
"Nursing Home/Retirement Community","2001","Full Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","2001","Part Time","no migration background","2","","",""
"Nursing Home/Retirement Community","2001","Part Time","direct migration background","","","",""
"Nursing Home/Retirement Community","2001","Part Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","2001","Not Working","no migration background","29","","",""
"Nursing Home/Retirement Community","2001","Not Working","direct migration background","4","","",""
"Nursing Home/Retirement Community","2001","Not Working","indirect migration background","1","","",""
"Tenant","2001","Full Time","no migration background","","","",""
"Tenant","2001","Full Time","direct migration background","","","",""
"Tenant","2001","Full Time","indirect migration background","","","",""
"Tenant","2001","Part Time","no migration background","","","",""
"Tenant","2001","Part Time","direct migration background","","","",""
"Tenant","2001","Part Time","indirect migration background","","","",""
"Tenant","2001","Not Working","no migration background","","","",""
"Tenant","2001","Not Working","direct migration background","","","",""
"Tenant","2001","Not Working","indirect migration background","","","",""
"Main Tenant","2002","Full Time","no migration background","3441","0.485172935853923","0.474359559893444","0.495986311814403"
"Main Tenant","2002","Full Time","direct migration background","689","0.694474977481697","0.666705846374752","0.722244108588642"
"Main Tenant","2002","Full Time","indirect migration background","218","0.66918751743681","0.61857663506417","0.719798399809449"
"Main Tenant","2002","Part Time","no migration background","1798","0.478294688355094","0.463514662637857","0.493074714072332"
"Main Tenant","2002","Part Time","direct migration background","449","0.723162032820223","0.68881771239359","0.757506353246856"
"Main Tenant","2002","Part Time","indirect migration background","130","0.593681135612207","0.527722994579605","0.659639276644809"
"Main Tenant","2002","Not Working","no migration background","2851","0.447191919172076","0.435510144154794","0.458873694189358"
"Main Tenant","2002","Not Working","direct migration background","764","0.700252634573927","0.673312725561309","0.727192543586546"
"Main Tenant","2002","Not Working","indirect migration background","145","0.543207707893342","0.480055071432735","0.60636034435395"
"Sub-Tenant","2002","Full Time","no migration background","115","0.0168569868754951","0.0140716312165108","0.0196423425344795"
"Sub-Tenant","2002","Full Time","direct migration background","14","","",""
"Sub-Tenant","2002","Full Time","indirect migration background","10","","",""
"Sub-Tenant","2002","Part Time","no migration background","77","0.0208809816224994","0.0166503230254494","0.0251116402195493"
"Sub-Tenant","2002","Part Time","direct migration background","13","","",""
"Sub-Tenant","2002","Part Time","indirect migration background","7","","",""
"Sub-Tenant","2002","Not Working","no migration background","90","0.0141659030597975","0.0113893963776614","0.0169424097419337"
"Sub-Tenant","2002","Not Working","direct migration background","21","","",""
"Sub-Tenant","2002","Not Working","indirect migration background","3","","",""
"Owner","2002","Full Time","no migration background","4647","0.497641848363796","0.486823835117917","0.508459861609676"
"Owner","2002","Full Time","direct migration background","354","0.284778770584654","0.25757152347025","0.311986017699058"
"Owner","2002","Full Time","indirect migration background","104","0.303200858168234","0.253758626432117","0.352643089904352"
"Owner","2002","Part Time","no migration background","2512","0.500191177675913","0.485397206978358","0.514985148373467"
"Owner","2002","Part Time","direct migration background","190","0.25329146629857","0.21990963718872","0.286673295408421"
"Owner","2002","Part Time","indirect migration background","76","0.354894976843269","0.290637535671737","0.419152418014802"
"Owner","2002","Not Working","no migration background","3991","0.531884561236751","0.520160992142692","0.54360813033081"
"Owner","2002","Not Working","direct migration background","324","0.272716255114133","0.246528485332242","0.298904024896025"
"Owner","2002","Not Working","indirect migration background","90","0.405423959569298","0.343178518565382","0.467669400573215"
"Nursing Home/Retirement Community","2002","Full Time","no migration background","3","","",""
"Nursing Home/Retirement Community","2002","Full Time","direct migration background","","","",""
"Nursing Home/Retirement Community","2002","Full Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","2002","Part Time","no migration background","1","","",""
"Nursing Home/Retirement Community","2002","Part Time","direct migration background","","","",""
"Nursing Home/Retirement Community","2002","Part Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","2002","Not Working","no migration background","27","","",""
"Nursing Home/Retirement Community","2002","Not Working","direct migration background","2","","",""
"Nursing Home/Retirement Community","2002","Not Working","indirect migration background","1","","",""
"Tenant","2002","Full Time","no migration background","","","",""
"Tenant","2002","Full Time","direct migration background","","","",""
"Tenant","2002","Full Time","indirect migration background","","","",""
"Tenant","2002","Part Time","no migration background","","","",""
"Tenant","2002","Part Time","direct migration background","","","",""
"Tenant","2002","Part Time","indirect migration background","","","",""
"Tenant","2002","Not Working","no migration background","","","",""
"Tenant","2002","Not Working","direct migration background","","","",""
"Tenant","2002","Not Working","indirect migration background","","","",""
"Main Tenant","2003","Full Time","no migration background","3201","0.493594522208765","0.482420249035227","0.504768795382304"
"Main Tenant","2003","Full Time","direct migration background","596","0.66960870742859","0.639379172935854","0.699838241921325"
"Main Tenant","2003","Full Time","indirect migration background","197","0.675151857254802","0.623269840495698","0.727033874013907"
"Main Tenant","2003","Part Time","no migration background","1754","0.468495118074776","0.453529678797364","0.483460557352187"
"Main Tenant","2003","Part Time","direct migration background","412","0.644388033842829","0.607502347630422","0.681273720055236"
"Main Tenant","2003","Part Time","indirect migration background","128","0.514754174277737","0.449738809279796","0.579769539275677"
"Main Tenant","2003","Not Working","no migration background","2795","0.444494844855209","0.432771015503552","0.456218674206865"
"Main Tenant","2003","Not Working","direct migration background","717","0.694632814086495","0.667011057373111","0.72225457079988"
"Main Tenant","2003","Not Working","indirect migration background","155","0.628863877305329","0.568978191921664","0.688749562688994"
"Sub-Tenant","2003","Full Time","no migration background","136","0.0215064412136377","0.0182641786460368","0.0247487037812386"
"Sub-Tenant","2003","Full Time","direct migration background","17","","",""
"Sub-Tenant","2003","Full Time","indirect migration background","14","","",""
"Sub-Tenant","2003","Part Time","no migration background","72","0.0200490688275561","0.0158453605137758","0.0242527771413363"
"Sub-Tenant","2003","Part Time","direct migration background","19","","",""
"Sub-Tenant","2003","Part Time","indirect migration background","7","","",""
"Sub-Tenant","2003","Not Working","no migration background","103","0.0182622152979769","0.0151030921215076","0.0214213384744462"
"Sub-Tenant","2003","Not Working","direct migration background","29","","",""
"Sub-Tenant","2003","Not Working","indirect migration background","3","","",""
"Owner","2003","Full Time","no migration background","4352","0.484886128523143","0.473716044916927","0.496056212129358"
"Owner","2003","Full Time","direct migration background","317","0.298766932584923","0.269349546888994","0.328184318280853"
"Owner","2003","Full Time","indirect migration background","102","0.289031423952852","0.238811776865929","0.339251071039776"
"Owner","2003","Part Time","no migration background","2445","0.511455813097668","0.496464513280855","0.526447112914482"
"Owner","2003","Part Time","direct migration background","216","0.305747880377109","0.270247231972287","0.341248528781931"
"Owner","2003","Part Time","indirect migration background","92","0.431559032257346","0.36712757517824","0.495990489336452"
"Owner","2003","Not Working","no migration background","3972","0.529803279675897","0.518027512883591","0.541579046468202"
"Owner","2003","Not Working","direct migration background","321","0.265749465010637","0.239257095740041","0.292241834281234"
"Owner","2003","Not Working","indirect migration background","91","0.334482214969584","0.275997222965754","0.392967206973415"
"Nursing Home/Retirement Community","2003","Full Time","no migration background","1","","",""
"Nursing Home/Retirement Community","2003","Full Time","direct migration background","","","",""
"Nursing Home/Retirement Community","2003","Full Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","2003","Part Time","no migration background","","","",""
"Nursing Home/Retirement Community","2003","Part Time","direct migration background","","","",""
"Nursing Home/Retirement Community","2003","Part Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","2003","Not Working","no migration background","31","0.00743966017091762","0.00541222448989864","0.0094670958519366"
"Nursing Home/Retirement Community","2003","Not Working","direct migration background","1","","",""
"Nursing Home/Retirement Community","2003","Not Working","indirect migration background","1","","",""
"Tenant","2003","Full Time","no migration background","","","",""
"Tenant","2003","Full Time","direct migration background","","","",""
"Tenant","2003","Full Time","indirect migration background","","","",""
"Tenant","2003","Part Time","no migration background","","","",""
"Tenant","2003","Part Time","direct migration background","","","",""
"Tenant","2003","Part Time","indirect migration background","","","",""
"Tenant","2003","Not Working","no migration background","","","",""
"Tenant","2003","Not Working","direct migration background","","","",""
"Tenant","2003","Not Working","indirect migration background","","","",""
"Main Tenant","2004","Full Time","no migration background","3036","0.490567353459032","0.479091710307444","0.50204299661062"
"Main Tenant","2004","Full Time","direct migration background","533","0.637277238924492","0.60542091398563","0.669133563863354"
"Main Tenant","2004","Full Time","indirect migration background","198","0.667736211443226","0.615637469329735","0.719834953556717"
"Main Tenant","2004","Part Time","no migration background","1703","0.483599795801287","0.468481081387116","0.498718510215459"
"Main Tenant","2004","Part Time","direct migration background","390","0.709512111051168","0.673186210672206","0.745838011430131"
"Main Tenant","2004","Part Time","indirect migration background","140","0.598462528158057","0.535787334945158","0.661137721370956"
"Main Tenant","2004","Not Working","no migration background","2801","0.451496823958047","0.439740375900794","0.463253272015301"
"Main Tenant","2004","Not Working","direct migration background","730","0.706997299336637","0.679815079002413","0.73417951967086"
"Main Tenant","2004","Not Working","indirect migration background","152","0.544970382067562","0.48467226810158","0.605268496033545"
"Sub-Tenant","2004","Full Time","no migration background","133","0.0247716297985285","0.0212037124872702","0.0283395471097867"
"Sub-Tenant","2004","Full Time","direct migration background","11","","",""
"Sub-Tenant","2004","Full Time","indirect migration background","9","","",""
"Sub-Tenant","2004","Part Time","no migration background","84","0.020320388272332","0.0160517766512414","0.0245889998934226"
"Sub-Tenant","2004","Part Time","direct migration background","12","","",""
"Sub-Tenant","2004","Part Time","indirect migration background","9","","",""
"Sub-Tenant","2004","Not Working","no migration background","83","0.0159016222518553","0.0129463385383717","0.0188569059653389"
"Sub-Tenant","2004","Not Working","direct migration background","18","","",""
"Sub-Tenant","2004","Not Working","indirect migration background","4","","",""
"Owner","2004","Full Time","no migration background","4120","0.484646729406581","0.473174456006455","0.496119002806708"
"Owner","2004","Full Time","direct migration background","331","0.336898465847032","0.305581217411742","0.368215714282323"
"Owner","2004","Full Time","indirect migration background","107","0.290183658270884","0.239984927154295","0.340382389387473"
"Owner","2004","Part Time","no migration background","2409","0.496021213322574","0.480894838424992","0.511147588220155"
"Owner","2004","Part Time","direct migration background","197","0.27007449847846","0.234547908522397","0.305601088434523"
"Owner","2004","Part Time","indirect migration background","86","0.341825613033218","0.281181737271463","0.402469488794972"
"Owner","2004","Not Working","no migration background","3963","0.523149714400456","0.511350224685174","0.534949204115738"
"Owner","2004","Not Working","direct migration background","329","0.26367634076427","0.23736092726772","0.289991754260821"
"Owner","2004","Not Working","indirect migration background","105","0.425446735224018","0.36558005286965","0.485313417578387"
"Nursing Home/Retirement Community","2004","Full Time","no migration background","1","","",""
"Nursing Home/Retirement Community","2004","Full Time","direct migration background","","","",""
"Nursing Home/Retirement Community","2004","Full Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","2004","Part Time","no migration background","1","","",""
"Nursing Home/Retirement Community","2004","Part Time","direct migration background","1","","",""
"Nursing Home/Retirement Community","2004","Part Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","2004","Not Working","no migration background","36","0.00945183938964124","0.0071659502156791","0.0117377285636034"
"Nursing Home/Retirement Community","2004","Not Working","direct migration background","","","",""
"Nursing Home/Retirement Community","2004","Not Working","indirect migration background","1","","",""
"Tenant","2004","Full Time","no migration background","","","",""
"Tenant","2004","Full Time","direct migration background","","","",""
"Tenant","2004","Full Time","indirect migration background","","","",""
"Tenant","2004","Part Time","no migration background","","","",""
"Tenant","2004","Part Time","direct migration background","","","",""
"Tenant","2004","Part Time","indirect migration background","","","",""
"Tenant","2004","Not Working","no migration background","","","",""
"Tenant","2004","Not Working","direct migration background","","","",""
"Tenant","2004","Not Working","indirect migration background","","","",""
"Main Tenant","2005","Full Time","no migration background","2881","0.49952920967191","0.487741863500465","0.511316555843356"
"Main Tenant","2005","Full Time","direct migration background","468","0.635729149527667","0.602568570700954","0.668889728354381"
"Main Tenant","2005","Full Time","indirect migration background","194","0.630478523386695","0.578480230589402","0.682476816183989"
"Main Tenant","2005","Part Time","no migration background","1644","0.488202056446589","0.472809312683079","0.503594800210099"
"Main Tenant","2005","Part Time","direct migration background","358","0.700133993735864","0.662184299806937","0.738083687664791"
"Main Tenant","2005","Part Time","indirect migration background","139","0.638605855235271","0.574980087222452","0.70223162324809"
"Main Tenant","2005","Not Working","no migration background","2698","0.454200994301899","0.442215264255336","0.466186724348462"
"Main Tenant","2005","Not Working","direct migration background","696","0.728045545462718","0.700671282629536","0.755419808295899"
"Main Tenant","2005","Not Working","indirect migration background","174","0.647656995822926","0.592196848614416","0.703117143031436"
"Sub-Tenant","2005","Full Time","no migration background","137","0.0238636661214082","0.0202655924815201","0.0274617397612963"
"Sub-Tenant","2005","Full Time","direct migration background","19","","",""
"Sub-Tenant","2005","Full Time","indirect migration background","14","","",""
"Sub-Tenant","2005","Part Time","no migration background","66","0.023608351816432","0.0189330265379087","0.0282836770949553"
"Sub-Tenant","2005","Part Time","direct migration background","11","","",""
"Sub-Tenant","2005","Part Time","indirect migration background","7","","",""
"Sub-Tenant","2005","Not Working","no migration background","116","0.0210367354332216","0.0175821459091132","0.02449132495733"
"Sub-Tenant","2005","Not Working","direct migration background","12","","",""
"Sub-Tenant","2005","Not Working","indirect migration background","9","","",""
"Owner","2005","Full Time","no migration background","3893","0.476568962911127","0.464794561458172","0.488343364364083"
"Owner","2005","Full Time","direct migration background","322","0.316665051946721","0.284610425914114","0.348719677979327"
"Owner","2005","Full Time","indirect migration background","123","0.313713177627937","0.26372661133252","0.363699743923355"
"Owner","2005","Part Time","no migration background","2340","0.488129315802802","0.472736625071398","0.503522006534207"
"Owner","2005","Part Time","direct migration background","191","0.280186906602574","0.242991623649393","0.317382189555755"
"Owner","2005","Part Time","indirect migration background","73","0.281840737781268","0.222255551677283","0.341425923885253"
"Owner","2005","Not Working","no migration background","3780","0.515229954336826","0.503199209334397","0.527260699339254"
"Owner","2005","Not Working","direct migration background","305","0.247137728311129","0.220601306497064","0.273674150125194"
"Owner","2005","Not Working","indirect migration background","102","0.297944970877038","0.244846835798648","0.351043105955428"
"Nursing Home/Retirement Community","2005","Full Time","no migration background","1","","",""
"Nursing Home/Retirement Community","2005","Full Time","direct migration background","","","",""
"Nursing Home/Retirement Community","2005","Full Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","2005","Part Time","no migration background","1","","",""
"Nursing Home/Retirement Community","2005","Part Time","direct migration background","","","",""
"Nursing Home/Retirement Community","2005","Part Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","2005","Not Working","no migration background","35","0.00953231592805345","0.00719324468033369","0.0118713871757732"
"Nursing Home/Retirement Community","2005","Not Working","direct migration background","2","","",""
"Nursing Home/Retirement Community","2005","Not Working","indirect migration background","","","",""
"Tenant","2005","Full Time","no migration background","","","",""
"Tenant","2005","Full Time","direct migration background","","","",""
"Tenant","2005","Full Time","indirect migration background","","","",""
"Tenant","2005","Part Time","no migration background","","","",""
"Tenant","2005","Part Time","direct migration background","","","",""
"Tenant","2005","Part Time","indirect migration background","","","",""
"Tenant","2005","Not Working","no migration background","","","",""
"Tenant","2005","Not Working","direct migration background","","","",""
"Tenant","2005","Not Working","indirect migration background","","","",""
"Main Tenant","2006","Full Time","no migration background","3028","0.502866859233962","0.49140742518005","0.514326293287873"
"Main Tenant","2006","Full Time","direct migration background","453","0.626336880549989","0.592813546278187","0.659860214821791"
"Main Tenant","2006","Full Time","indirect migration background","204","0.673865487647898","0.623589588722921","0.724141386572876"
"Main Tenant","2006","Part Time","no migration background","1713","0.482162391003581","0.467116693727234","0.497208088279928"
"Main Tenant","2006","Part Time","direct migration background","329","0.662311676616697","0.62324710003444","0.701376253198953"
"Main Tenant","2006","Part Time","indirect migration background","145","0.636367845707316","0.574601005651878","0.698134685762753"
"Main Tenant","2006","Not Working","no migration background","3036","0.463301652095009","0.452066388198694","0.474536915991325"
"Main Tenant","2006","Not Working","direct migration background","725","0.753426758447858","0.727180844183169","0.779672672712548"
"Main Tenant","2006","Not Working","indirect migration background","173","0.643905981914412","0.589355850089893","0.698456113738931"
"Sub-Tenant","2006","Full Time","no migration background","129","0.0217848632795055","0.0184391022908605","0.0251306242681506"
"Sub-Tenant","2006","Full Time","direct migration background","25","","",""
"Sub-Tenant","2006","Full Time","indirect migration background","8","","",""
"Sub-Tenant","2006","Part Time","no migration background","71","0.0247933379469934","0.020111302592037","0.0294753733019498"
"Sub-Tenant","2006","Part Time","direct migration background","12","","",""
"Sub-Tenant","2006","Part Time","indirect migration background","4","","",""
"Sub-Tenant","2006","Not Working","no migration background","108","0.0180132044909194","0.0150165647298942","0.0210098442519446"
"Sub-Tenant","2006","Not Working","direct migration background","8","","",""
"Sub-Tenant","2006","Not Working","indirect migration background","4","","",""
"Owner","2006","Full Time","no migration background","4153","0.474786969939464","0.463341926479696","0.486232013399232"
"Owner","2006","Full Time","direct migration background","322","0.333673437904091","0.300999048648162","0.366347827160021"
"Owner","2006","Full Time","indirect migration background","122","0.287136547859563","0.238616382793597","0.335656712925528"
"Owner","2006","Part Time","no migration background","2453","0.493044271049425","0.477990447020015","0.508098095078836"
"Owner","2006","Part Time","direct migration background","222","0.311096395138114","0.272856154934647","0.349336635341582"
"Owner","2006","Part Time","indirect migration background","84","0.347419776630936","0.286281336651474","0.408558216610398"
"Owner","2006","Not Working","no migration background","4381","0.510362594019872","0.499099364443795","0.521625823595949"
"Owner","2006","Not Working","direct migration background","300","0.229470672663447","0.203865577500042","0.255075767826852"
"Owner","2006","Not Working","indirect migration background","119","0.316405171314185","0.263423774212015","0.369386568416355"
"Nursing Home/Retirement Community","2006","Full Time","no migration background","3","","",""
"Nursing Home/Retirement Community","2006","Full Time","direct migration background","","","",""
"Nursing Home/Retirement Community","2006","Full Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","2006","Part Time","no migration background","","","",""
"Nursing Home/Retirement Community","2006","Part Time","direct migration background","","","",""
"Nursing Home/Retirement Community","2006","Part Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","2006","Not Working","no migration background","42","0.00832254939419927","0.00627563521808788","0.0103694635703107"
"Nursing Home/Retirement Community","2006","Not Working","direct migration background","3","","",""
"Nursing Home/Retirement Community","2006","Not Working","indirect migration background","","","",""
"Tenant","2006","Full Time","no migration background","","","",""
"Tenant","2006","Full Time","direct migration background","","","",""
"Tenant","2006","Full Time","indirect migration background","","","",""
"Tenant","2006","Part Time","no migration background","","","",""
"Tenant","2006","Part Time","direct migration background","","","",""
"Tenant","2006","Part Time","indirect migration background","","","",""
"Tenant","2006","Not Working","no migration background","","","",""
"Tenant","2006","Not Working","direct migration background","","","",""
"Tenant","2006","Not Working","indirect migration background","","","",""
"Main Tenant","2007","Full Time","no migration background","2802","0.487174776048031","0.475336368102664","0.499013183993397"
"Main Tenant","2007","Full Time","direct migration background","398","0.635168838072237","0.599634838953121","0.670702837191353"
"Main Tenant","2007","Full Time","indirect migration background","195","0.631903419313049","0.579868202867329","0.68393863575877"
"Main Tenant","2007","Part Time","no migration background","1617","0.479443134821081","0.463883366027623","0.495002903614539"
"Main Tenant","2007","Part Time","direct migration background","337","0.693808643351835","0.655077086195578","0.732540200508093"
"Main Tenant","2007","Part Time","indirect migration background","146","0.661947809153435","0.600137547227598","0.723758071079272"
"Main Tenant","2007","Not Working","no migration background","2891","0.452786792403277","0.441259540706896","0.464314044099657"
"Main Tenant","2007","Not Working","direct migration background","608","0.743356645244302","0.714820818324926","0.771892472163677"
"Main Tenant","2007","Not Working","indirect migration background","163","0.650357304962928","0.595474369370179","0.705240240555677"
"Sub-Tenant","2007","Full Time","no migration background","116","0.0257164267316771","0.0219674372911713","0.0294654161721828"
"Sub-Tenant","2007","Full Time","direct migration background","11","","",""
"Sub-Tenant","2007","Full Time","indirect migration background","12","","",""
"Sub-Tenant","2007","Part Time","no migration background","63","0.0237876624332971","0.0190414351935326","0.0285338896730616"
"Sub-Tenant","2007","Part Time","direct migration background","12","","",""
"Sub-Tenant","2007","Part Time","indirect migration background","9","","",""
"Sub-Tenant","2007","Not Working","no migration background","107","0.0191701815576971","0.0159946929523767","0.0223456701630176"
"Sub-Tenant","2007","Not Working","direct migration background","13","","",""
"Sub-Tenant","2007","Not Working","indirect migration background","6","","",""
"Owner","2007","Full Time","no migration background","3928","0.486296868846154","0.474459012696331","0.498134724995976"
"Owner","2007","Full Time","direct migration background","295","0.340951813526086","0.305960631009884","0.375942996042289"
"Owner","2007","Full Time","indirect migration background","123","0.318111024236656","0.267860879655599","0.368361168817713"
"Owner","2007","Part Time","no migration background","2279","0.49671386171002","0.481141261919337","0.512286461500703"
"Owner","2007","Part Time","direct migration background","194","0.277156746472374","0.239544139627382","0.314769353317366"
"Owner","2007","Part Time","indirect migration background","70","0.272876513587957","0.214673697620683","0.33107932955523"
"Owner","2007","Not Working","no migration background","4122","0.51884694051347","0.507276180892028","0.530417700134912"
"Owner","2007","Not Working","direct migration background","275","0.230739808161292","0.203214972837342","0.258264643485241"
"Owner","2007","Not Working","indirect migration background","121","0.339014367451711","0.284532227951687","0.393496506951735"
"Nursing Home/Retirement Community","2007","Full Time","no migration background","2","","",""
"Nursing Home/Retirement Community","2007","Full Time","direct migration background","1","","",""
"Nursing Home/Retirement Community","2007","Full Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","2007","Part Time","no migration background","1","","",""
"Nursing Home/Retirement Community","2007","Part Time","direct migration background","1","","",""
"Nursing Home/Retirement Community","2007","Part Time","indirect migration background","","","",""
"Nursing Home/Retirement Community","2007","Not Working","no migration background","43","0.00919608552555637","0.00698555776583252","0.0114066132852802"
"Nursing Home/Retirement Community","2007","Not Working","direct migration background","4","","",""
"Nursing Home/Retirement Community","2007","Not Working","indirect migration background","","","",""
"Tenant","2007","Full Time","no migration background","","","",""
"Tenant","2007","Full Time","direct migration background","","","",""
"Tenant","2007","Full Time","indirect migration background","","","",""
"Tenant","2007","Part Time","no migration background","","","",""
"Tenant","2007","Part Time","direct migration background","","","",""
"Tenant","2007","Part Time","indirect migration background","","","",""
"Tenant","2007","Not Working","no migration background","","","",""
"Tenant","2007","Not Working","direct migration background","","","",""
"Tenant","2007","Not Working","indirect migration background","","","",""
"Main Tenant","2008","Full Time","no migration background","2648","0.475444522396206","0.463332856379845","0.487556188412568"
"Main Tenant","2008","Full Time","direct migration background","347","0.642634284146774","0.605272471323032","0.679996096970515"
"Main Tenant","2008","Full Time","indirect migration background","202","0.613968957526984","0.562296963283885","0.665640951770083"
"Main Tenant","2008","Part Time","no migration background","1507","0.480623493321238","0.464570282677922","0.496676703964554"
"Main Tenant","2008","Part Time","direct migration background","301","0.652329960345093","0.609682062372577","0.69497785831761"
"Main Tenant","2008","Part Time","indirect migration background","134","0.660166011399009","0.598276533521496","0.722055489276522"
"Main Tenant","2008","Not Working","no migration background","2641","0.436913097571087","0.425022186936325","0.448804008205849"
"Main Tenant","2008","Not Working","direct migration background","531","0.744637668265478","0.714589033243804","0.774686303287152"
"Main Tenant","2008","Not Working","indirect migration background","149","0.647694508556605","0.590072161829758","0.705316855283452"
"Sub-Tenant","2008","Full Time","no migration background","125","0.0265322078650552","0.0226345318350335","0.0304298838950769"
"Sub-Tenant","2008","Full Time","direct migration background","5","","",""
