"hlf0001_h","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Sub-Tenant","1993","Couple + C. GT 16 ","Male","21","","",""
"Sub-Tenant","1993","Couple + C. GT 16 ","Female","17","","",""
"Sub-Tenant","1993","Couple + C. LE and GT 16","Male","2","","",""
"Sub-Tenant","1993","Couple + C. LE and GT 16","Female","2","","",""
"Owner","1993","1-pers.-HH","Male","79","0.157595542431764","0.126368594479519","0.188822490384009"
"Owner","1993","1-pers.-HH","Female","199","0.232502896680131","0.204781301299412","0.26022449206085"
"Owner","1993","(Married) couple without C. ","Male","625","0.443883000452388","0.419996643211462","0.467769357693314"
"Owner","1993","(Married) couple without C. ","Female","636","0.460911516075014","0.437032899001997","0.484790133148031"
"Owner","1993","Single parent ","Male","77","0.497343479348379","0.425488727572833","0.569198231123925"
"Owner","1993","Single parent ","Female","105","0.287029610914692","0.243868664087513","0.330190557741872"
"Owner","1993","Couple + C. LE 16 ","Male","552","0.436717509431719","0.412018143172455","0.461416875690982"
"Owner","1993","Couple + C. LE 16 ","Female","561","0.43068249250218","0.40621217477962","0.45515281022474"
"Owner","1993","Couple + C. GT 16 ","Male","756","0.643247831477279","0.618479760521421","0.668015902433137"
"Owner","1993","Couple + C. GT 16 ","Female","593","0.637123121586637","0.609441106270372","0.664805136902902"
"Owner","1993","Couple + C. LE and GT 16","Male","235","0.470361158431809","0.431262076182641","0.509460240680978"
"Owner","1993","Couple + C. LE and GT 16","Female","237","0.516895896700873","0.475691290058488","0.558100503343257"
"Nursing Home/Retirement Community","1993","1-pers.-HH","Male","","","",""
"Nursing Home/Retirement Community","1993","1-pers.-HH","Female","","","",""
"Nursing Home/Retirement Community","1993","(Married) couple without C. ","Male","","","",""
"Nursing Home/Retirement Community","1993","(Married) couple without C. ","Female","","","",""
"Nursing Home/Retirement Community","1993","Single parent ","Male","","","",""
"Nursing Home/Retirement Community","1993","Single parent ","Female","","","",""
"Nursing Home/Retirement Community","1993","Couple + C. LE 16 ","Male","","","",""
"Nursing Home/Retirement Community","1993","Couple + C. LE 16 ","Female","","","",""
"Nursing Home/Retirement Community","1993","Couple + C. GT 16 ","Male","","","",""
"Nursing Home/Retirement Community","1993","Couple + C. GT 16 ","Female","","","",""
"Nursing Home/Retirement Community","1993","Couple + C. LE and GT 16","Male","","","",""
"Nursing Home/Retirement Community","1993","Couple + C. LE and GT 16","Female","","","",""
"Tenant","1993","1-pers.-HH","Male","","","",""
"Tenant","1993","1-pers.-HH","Female","","","",""
"Tenant","1993","(Married) couple without C. ","Male","","","",""
"Tenant","1993","(Married) couple without C. ","Female","","","",""
"Tenant","1993","Single parent ","Male","","","",""
"Tenant","1993","Single parent ","Female","","","",""
"Tenant","1993","Couple + C. LE 16 ","Male","","","",""
"Tenant","1993","Couple + C. LE 16 ","Female","","","",""
"Tenant","1993","Couple + C. GT 16 ","Male","","","",""
"Tenant","1993","Couple + C. GT 16 ","Female","","","",""
"Tenant","1993","Couple + C. LE and GT 16","Male","","","",""
"Tenant","1993","Couple + C. LE and GT 16","Female","","","",""
"Main Tenant","1994","1-pers.-HH","Male","374","0.723422441768149","0.684790286832288","0.762054596704011"
"Main Tenant","1994","1-pers.-HH","Female","653","0.711062118737068","0.681399609756904","0.740724627717232"
"Main Tenant","1994","(Married) couple without C. ","Male","1009","0.525886156607602","0.50212200280486","0.549650310410344"
"Main Tenant","1994","(Married) couple without C. ","Female","1018","0.522918820846411","0.499238349732931","0.546599291959891"
"Main Tenant","1994","Single parent ","Male","99","0.498999703408354","0.425547094615999","0.572452312200708"
"Main Tenant","1994","Single parent ","Female","290","0.672166877499333","0.626278781995692","0.718054973002974"
"Main Tenant","1994","Couple + C. LE 16 ","Male","905","0.526011727742427","0.50069227561918","0.551331179865673"
"Main Tenant","1994","Couple + C. LE 16 ","Female","924","0.531052307434931","0.506055108445519","0.556049506424344"
"Main Tenant","1994","Couple + C. GT 16 ","Male","634","0.344040452531609","0.318829794018885","0.369251111044334"
"Main Tenant","1994","Couple + C. GT 16 ","Female","529","0.361026677562016","0.332669153822357","0.389384201301674"
"Main Tenant","1994","Couple + C. LE and GT 16","Male","345","0.48118256361315","0.441236583861115","0.521128543365185"
"Main Tenant","1994","Couple + C. LE and GT 16","Female","318","0.45936129584246","0.418839303354102","0.499883288330817"
"Sub-Tenant","1994","1-pers.-HH","Male","48","0.0856902440673437","0.0615157806403839","0.109864707494304"
"Sub-Tenant","1994","1-pers.-HH","Female","49","0.057051519569943","0.0418729984181675","0.0722300407217185"
"Sub-Tenant","1994","(Married) couple without C. ","Male","50","0.0246643838865757","0.0172828376491628","0.0320459301239886"
"Sub-Tenant","1994","(Married) couple without C. ","Female","49","0.0230829257374886","0.0159633955320318","0.0302024559429453"
"Sub-Tenant","1994","Single parent ","Male","3","","",""
"Sub-Tenant","1994","Single parent ","Female","10","","",""
"Sub-Tenant","1994","Couple + C. LE 16 ","Male","33","0.0164325229881664","0.00998597831736272","0.0228790676589702"
"Sub-Tenant","1994","Couple + C. LE 16 ","Female","36","0.018986132507051","0.0121499079076393","0.0258223571064628"
"Sub-Tenant","1994","Couple + C. GT 16 ","Male","11","","",""
"Sub-Tenant","1994","Couple + C. GT 16 ","Female","11","","",""
"Sub-Tenant","1994","Couple + C. LE and GT 16","Male","5","","",""
"Sub-Tenant","1994","Couple + C. LE and GT 16","Female","6","","",""
"Owner","1994","1-pers.-HH","Male","93","0.190887314164507","0.156945307423321","0.224829320905693"
"Owner","1994","1-pers.-HH","Female","195","0.231886361692989","0.204267726670312","0.259504996715666"
"Owner","1994","(Married) couple without C. ","Male","637","0.449449459505822","0.425775320408739","0.473123598602905"
"Owner","1994","(Married) couple without C. ","Female","642","0.4539982534161","0.430393407672973","0.477603099159228"
"Owner","1994","Single parent ","Male","76","0.480503420359811","0.407106527043147","0.553900313676474"
"Owner","1994","Single parent ","Female","102","0.292480419221974","0.248011897274379","0.336948941169569"
"Owner","1994","Couple + C. LE 16 ","Male","556","0.457555749269407","0.432293480235207","0.482818018303607"
"Owner","1994","Couple + C. LE 16 ","Female","571","0.449961560058018","0.425041750249324","0.474881369866711"
"Owner","1994","Couple + C. GT 16 ","Male","719","0.647811724441259","0.622463195852186","0.673160253030332"
"Owner","1994","Couple + C. GT 16 ","Female","562","0.626107817556674","0.597541448060377","0.65467418705297"
"Owner","1994","Couple + C. LE and GT 16","Male","251","0.514511577796025","0.474554118134409","0.55446903745764"
"Owner","1994","Couple + C. LE and GT 16","Female","257","0.535223740913112","0.494668248631139","0.575779233195085"
"Nursing Home/Retirement Community","1994","1-pers.-HH","Male","","","",""
"Nursing Home/Retirement Community","1994","1-pers.-HH","Female","","","",""
"Nursing Home/Retirement Community","1994","(Married) couple without C. ","Male","","","",""
"Nursing Home/Retirement Community","1994","(Married) couple without C. ","Female","","","",""
"Nursing Home/Retirement Community","1994","Single parent ","Male","","","",""
"Nursing Home/Retirement Community","1994","Single parent ","Female","","","",""
"Nursing Home/Retirement Community","1994","Couple + C. LE 16 ","Male","","","",""
"Nursing Home/Retirement Community","1994","Couple + C. LE 16 ","Female","","","",""
"Nursing Home/Retirement Community","1994","Couple + C. GT 16 ","Male","","","",""
"Nursing Home/Retirement Community","1994","Couple + C. GT 16 ","Female","","","",""
"Nursing Home/Retirement Community","1994","Couple + C. LE and GT 16","Male","","","",""
"Nursing Home/Retirement Community","1994","Couple + C. LE and GT 16","Female","","","",""
"Tenant","1994","1-pers.-HH","Male","","","",""
"Tenant","1994","1-pers.-HH","Female","","","",""
"Tenant","1994","(Married) couple without C. ","Male","","","",""
"Tenant","1994","(Married) couple without C. ","Female","","","",""
"Tenant","1994","Single parent ","Male","","","",""
"Tenant","1994","Single parent ","Female","","","",""
"Tenant","1994","Couple + C. LE 16 ","Male","","","",""
"Tenant","1994","Couple + C. LE 16 ","Female","","","",""
"Tenant","1994","Couple + C. GT 16 ","Male","","","",""
"Tenant","1994","Couple + C. GT 16 ","Female","","","",""
"Tenant","1994","Couple + C. LE and GT 16","Male","","","",""
"Tenant","1994","Couple + C. LE and GT 16","Female","","","",""
"Main Tenant","1995","1-pers.-HH","Male","399","0.720355800363662","0.682394823064274","0.758316777663049"
"Main Tenant","1995","1-pers.-HH","Female","664","0.697411742355657","0.667775857176809","0.727047627534504"
"Main Tenant","1995","(Married) couple without C. ","Male","1058","0.524758910223361","0.501394951360162","0.548122869086561"
"Main Tenant","1995","(Married) couple without C. ","Female","1054","0.50646602501702","0.483187796979799","0.52974425305424"
"Main Tenant","1995","Single parent ","Male","105","0.471196924459332","0.400590261463206","0.541803587455459"
"Main Tenant","1995","Single parent ","Female","309","0.644505521867396","0.598944347093335","0.690066696641457"
"Main Tenant","1995","Couple + C. LE 16 ","Male","948","0.503072251401779","0.478245141303763","0.527899361499795"
"Main Tenant","1995","Couple + C. LE 16 ","Female","964","0.506809889945128","0.482312612557462","0.531307167332794"
"Main Tenant","1995","Couple + C. GT 16 ","Male","654","0.349281173116959","0.324036364535678","0.37452598169824"
"Main Tenant","1995","Couple + C. GT 16 ","Female","546","0.344174689361458","0.31655928479415","0.371790093928767"
"Main Tenant","1995","Couple + C. LE and GT 16","Male","364","0.479155628196889","0.440482316723091","0.517828939670687"
"Main Tenant","1995","Couple + C. LE and GT 16","Female","345","0.480051144440654","0.440371889141493","0.519730399739815"
"Sub-Tenant","1995","1-pers.-HH","Male","45","0.0881619073391974","0.064181293126191","0.112142521552204"
"Sub-Tenant","1995","1-pers.-HH","Female","60","0.0556674989516402","0.0408760552854217","0.0704589426178587"
"Sub-Tenant","1995","(Married) couple without C. ","Male","50","0.0266275032219652","0.0190954342370961","0.0341595722068343"
"Sub-Tenant","1995","(Married) couple without C. ","Female","57","0.0378779300085834","0.0289895126399164","0.0467663473772504"
"Sub-Tenant","1995","Single parent ","Male","3","","",""
"Sub-Tenant","1995","Single parent ","Female","11","","",""
"Sub-Tenant","1995","Couple + C. LE 16 ","Male","36","0.0196746779897889","0.0127785821069974","0.0265707738725805"
"Sub-Tenant","1995","Couple + C. LE 16 ","Female","42","0.0255810891558234","0.0178450177937793","0.0333171605178675"
"Sub-Tenant","1995","Couple + C. GT 16 ","Male","17","","",""
"Sub-Tenant","1995","Couple + C. GT 16 ","Female","18","","",""
"Sub-Tenant","1995","Couple + C. LE and GT 16","Male","6","","",""
"Sub-Tenant","1995","Couple + C. LE and GT 16","Female","9","","",""
"Owner","1995","1-pers.-HH","Male","93","0.191482292297141","0.158203310884444","0.224761273709838"
"Owner","1995","1-pers.-HH","Female","199","0.246920758692703","0.219101447024238","0.274740070361168"
"Owner","1995","(Married) couple without C. ","Male","647","0.448613586554673","0.425344798057938","0.471882375051408"
"Owner","1995","(Married) couple without C. ","Female","661","0.455656044974397","0.432467606572794","0.478844483376"
"Owner","1995","Single parent ","Male","84","0.519741510423974","0.449072549767412","0.590410471080535"
"Owner","1995","Single parent ","Female","104","0.312767551599463","0.268638170524759","0.356896932674168"
"Owner","1995","Couple + C. LE 16 ","Male","574","0.477253070608432","0.452451197842703","0.50205494337416"
"Owner","1995","Couple + C. LE 16 ","Female","594","0.467609020899048","0.443160933798643","0.492057107999454"
"Owner","1995","Couple + C. GT 16 ","Male","699","0.639975720291143","0.61455806699873","0.665393373583556"
"Owner","1995","Couple + C. GT 16 ","Female","573","0.639275791031937","0.611363233406438","0.667188348657437"
"Owner","1995","Couple + C. LE and GT 16","Male","271","0.516387187448821","0.477701020253973","0.55507335464367"
"Owner","1995","Couple + C. LE and GT 16","Female","255","0.513319112313861","0.473622329818191","0.553015894809531"
"Nursing Home/Retirement Community","1995","1-pers.-HH","Male","","","",""
"Nursing Home/Retirement Community","1995","1-pers.-HH","Female","","","",""
"Nursing Home/Retirement Community","1995","(Married) couple without C. ","Male","","","",""
"Nursing Home/Retirement Community","1995","(Married) couple without C. ","Female","","","",""
"Nursing Home/Retirement Community","1995","Single parent ","Male","","","",""
"Nursing Home/Retirement Community","1995","Single parent ","Female","","","",""
"Nursing Home/Retirement Community","1995","Couple + C. LE 16 ","Male","","","",""
"Nursing Home/Retirement Community","1995","Couple + C. LE 16 ","Female","","","",""
"Nursing Home/Retirement Community","1995","Couple + C. GT 16 ","Male","","","",""
"Nursing Home/Retirement Community","1995","Couple + C. GT 16 ","Female","","","",""
"Nursing Home/Retirement Community","1995","Couple + C. LE and GT 16","Male","","","",""
"Nursing Home/Retirement Community","1995","Couple + C. LE and GT 16","Female","","","",""
"Tenant","1995","1-pers.-HH","Male","","","",""
"Tenant","1995","1-pers.-HH","Female","","","",""
"Tenant","1995","(Married) couple without C. ","Male","","","",""
"Tenant","1995","(Married) couple without C. ","Female","","","",""
"Tenant","1995","Single parent ","Male","","","",""
"Tenant","1995","Single parent ","Female","","","",""
"Tenant","1995","Couple + C. LE 16 ","Male","","","",""
"Tenant","1995","Couple + C. LE 16 ","Female","","","",""
"Tenant","1995","Couple + C. GT 16 ","Male","","","",""
"Tenant","1995","Couple + C. GT 16 ","Female","","","",""
"Tenant","1995","Couple + C. LE and GT 16","Male","","","",""
"Tenant","1995","Couple + C. LE and GT 16","Female","","","",""
"Main Tenant","1996","1-pers.-HH","Male","399","0.708813186971168","0.670845119536251","0.746781254406084"
"Main Tenant","1996","1-pers.-HH","Female","697","0.71378793788427","0.684893600939962","0.742682274828577"
"Main Tenant","1996","(Married) couple without C. ","Male","1054","0.513102123191535","0.489829942593339","0.53637430378973"
"Main Tenant","1996","(Married) couple without C. ","Female","1067","0.505684462285052","0.482581139541725","0.52878778502838"
"Main Tenant","1996","Single parent ","Male","128","0.521141334011342","0.45601219945129","0.586270468571395"
"Main Tenant","1996","Single parent ","Female","309","0.665784334624933","0.621094742201807","0.710473927048059"
"Main Tenant","1996","Couple + C. LE 16 ","Male","863","0.50317682270469","0.477712519316256","0.528641126093124"
"Main Tenant","1996","Couple + C. LE 16 ","Female","882","0.501090255317521","0.476020194600196","0.526160316034846"
"Main Tenant","1996","Couple + C. GT 16 ","Male","596","0.360667259949557","0.33445294788515","0.386881572013965"
"Main Tenant","1996","Couple + C. GT 16 ","Female","511","0.357208246870391","0.328735489330001","0.385681004410782"
"Main Tenant","1996","Couple + C. LE and GT 16","Male","347","0.431824660716273","0.393774849448711","0.469874471983834"
"Main Tenant","1996","Couple + C. LE and GT 16","Female","329","0.452139840053784","0.41241513484114","0.491864545266428"
"Sub-Tenant","1996","1-pers.-HH","Male","47","0.0857582981433596","0.0623572485598714","0.109159347726848"
"Sub-Tenant","1996","1-pers.-HH","Female","54","0.0565005219185039","0.0417406963119642","0.0712603475250436"
"Sub-Tenant","1996","(Married) couple without C. ","Male","51","0.0230525522502803","0.0160652208610019","0.0300398836395587"
"Sub-Tenant","1996","(Married) couple without C. ","Female","49","0.0205381166949061","0.0139841144205935","0.0270921189692187"
"Sub-Tenant","1996","Single parent ","Male","7","","",""
"Sub-Tenant","1996","Single parent ","Female","14","","",""
"Sub-Tenant","1996","Couple + C. LE 16 ","Male","38","0.0230997177349617","0.0154490557307097","0.0307503797392138"
"Sub-Tenant","1996","Couple + C. LE 16 ","Female","39","0.02114357642537","0.0139302574640488","0.0283568953866912"
"Sub-Tenant","1996","Couple + C. GT 16 ","Male","23","","",""
"Sub-Tenant","1996","Couple + C. GT 16 ","Female","17","","",""
"Sub-Tenant","1996","Couple + C. LE and GT 16","Male","9","","",""
"Sub-Tenant","1996","Couple + C. LE and GT 16","Female","7","","",""
"Owner","1996","1-pers.-HH","Male","104","0.205428514885473","0.171663760317653","0.239193269453293"
"Owner","1996","1-pers.-HH","Female","189","0.229711540197226","0.202820830340243","0.25660225005421"
"Owner","1996","(Married) couple without C. ","Male","667","0.463845324558185","0.440626091392907","0.487064557723463"
"Owner","1996","(Married) couple without C. ","Female","683","0.473777421020042","0.450704401766404","0.496850440273679"
"Owner","1996","Single parent ","Male","91","0.457936162272134","0.392979820336237","0.522892504208031"
"Owner","1996","Single parent ","Female","105","0.295144482184246","0.251933554254506","0.338355410113987"
"Owner","1996","Couple + C. LE 16 ","Male","580","0.473723459560348","0.448293831189141","0.499153087931555"
"Owner","1996","Couple + C. LE 16 ","Female","607","0.477766168257109","0.452720846696059","0.502811489818159"
"Owner","1996","Couple + C. GT 16 ","Male","670","0.62653871477352","0.600131756329645","0.652945673217395"
"Owner","1996","Couple + C. GT 16 ","Female","560","0.632940548090661","0.604299869168824","0.661581227012498"
"Owner","1996","Couple + C. LE and GT 16","Male","295","0.556031065478088","0.517864470500566","0.594197660455611"
"Owner","1996","Couple + C. LE and GT 16","Female","267","0.540144786734958","0.500365674505893","0.579923898964024"
"Nursing Home/Retirement Community","1996","1-pers.-HH","Male","","","",""
"Nursing Home/Retirement Community","1996","1-pers.-HH","Female","","","",""
"Nursing Home/Retirement Community","1996","(Married) couple without C. ","Male","","","",""
"Nursing Home/Retirement Community","1996","(Married) couple without C. ","Female","","","",""
"Nursing Home/Retirement Community","1996","Single parent ","Male","","","",""
"Nursing Home/Retirement Community","1996","Single parent ","Female","","","",""
"Nursing Home/Retirement Community","1996","Couple + C. LE 16 ","Male","","","",""
"Nursing Home/Retirement Community","1996","Couple + C. LE 16 ","Female","","","",""
"Nursing Home/Retirement Community","1996","Couple + C. GT 16 ","Male","","","",""
"Nursing Home/Retirement Community","1996","Couple + C. GT 16 ","Female","","","",""
"Nursing Home/Retirement Community","1996","Couple + C. LE and GT 16","Male","","","",""
"Nursing Home/Retirement Community","1996","Couple + C. LE and GT 16","Female","","","",""
"Tenant","1996","1-pers.-HH","Male","","","",""
"Tenant","1996","1-pers.-HH","Female","","","",""
"Tenant","1996","(Married) couple without C. ","Male","","","",""
"Tenant","1996","(Married) couple without C. ","Female","","","",""
"Tenant","1996","Single parent ","Male","","","",""
"Tenant","1996","Single parent ","Female","","","",""
"Tenant","1996","Couple + C. LE 16 ","Male","","","",""
"Tenant","1996","Couple + C. LE 16 ","Female","","","",""
"Tenant","1996","Couple + C. GT 16 ","Male","","","",""
"Tenant","1996","Couple + C. GT 16 ","Female","","","",""
"Tenant","1996","Couple + C. LE and GT 16","Male","","","",""
"Tenant","1996","Couple + C. LE and GT 16","Female","","","",""
"Main Tenant","1997","1-pers.-HH","Male","402","0.730967568149248","0.693564900004226","0.76837023629427"
"Main Tenant","1997","1-pers.-HH","Female","679","0.705412041731394","0.676003318497286","0.734820764965502"
"Main Tenant","1997","(Married) couple without C. ","Male","1055","0.505117560477567","0.482045994152036","0.528189126803098"
"Main Tenant","1997","(Married) couple without C. ","Female","1052","0.495043626695727","0.47202932220018","0.518057931191275"
"Main Tenant","1997","Single parent ","Male","141","0.597598930400569","0.533236841859142","0.661961018941995"
"Main Tenant","1997","Single parent ","Female","304","0.679374482112973","0.634471239930971","0.724277724294974"
"Main Tenant","1997","Couple + C. LE 16 ","Male","807","0.491336244107151","0.46513033061803","0.517542157596272"
"Main Tenant","1997","Couple + C. LE 16 ","Female","834","0.505063387139511","0.479329118851307","0.530797655427715"
"Main Tenant","1997","Couple + C. GT 16 ","Male","589","0.355311706468958","0.329314765427965","0.381308647509951"
"Main Tenant","1997","Couple + C. GT 16 ","Female","489","0.339029807716268","0.310771341266694","0.367288274165842"
"Main Tenant","1997","Couple + C. LE and GT 16","Male","289","0.358527032778496","0.320808705550463","0.396245360006529"
"Main Tenant","1997","Couple + C. LE and GT 16","Female","263","0.329041376094692","0.291191857187266","0.366890895002118"
"Sub-Tenant","1997","1-pers.-HH","Male","41","0.069118248960831","0.0477241089840498","0.0905123889376122"
"Sub-Tenant","1997","1-pers.-HH","Female","51","0.0571111141433242","0.0421405621088999","0.0720816661777484"
"Sub-Tenant","1997","(Married) couple without C. ","Male","45","0.0206794598151994","0.0141125379171314","0.0272463817132674"
"Sub-Tenant","1997","(Married) couple without C. ","Female","51","0.0277783396301869","0.020213756898176","0.0353429223621977"
"Sub-Tenant","1997","Single parent ","Male","3","","",""
"Sub-Tenant","1997","Single parent ","Female","13","","",""
"Sub-Tenant","1997","Couple + C. LE 16 ","Male","28","","",""
"Sub-Tenant","1997","Couple + C. LE 16 ","Female","29","","",""
"Sub-Tenant","1997","Couple + C. GT 16 ","Male","24","","",""
"Sub-Tenant","1997","Couple + C. GT 16 ","Female","17","","",""
"Sub-Tenant","1997","Couple + C. LE and GT 16","Male","11","","",""
"Sub-Tenant","1997","Couple + C. LE and GT 16","Female","17","","",""
"Owner","1997","1-pers.-HH","Male","97","0.199914182889921","0.166182244367932","0.233646121411909"
"Owner","1997","1-pers.-HH","Female","193","0.237476844125282","0.21002418653543","0.264929501715134"
"Owner","1997","(Married) couple without C. ","Male","704","0.474202979707234","0.451160934517584","0.497245024896883"
"Owner","1997","(Married) couple without C. ","Female","710","0.477178033674086","0.454186585690724","0.500169481657448"
"Owner","1997","Single parent ","Male","79","0.392786356842109","0.328688336413472","0.456884377270745"
"Owner","1997","Single parent ","Female","98","0.283401571635792","0.240044185173058","0.326758958098526"
"Owner","1997","Couple + C. LE 16 ","Male","563","0.491360218861973","0.465154283623387","0.51756615410056"
"Owner","1997","Couple + C. LE 16 ","Female","587","0.476994719119443","0.451286386374228","0.502703051864658"
"Owner","1997","Couple + C. GT 16 ","Male","689","0.627005530406109","0.600737380809709","0.653273680002509"
"Owner","1997","Couple + C. GT 16 ","Female","572","0.638382631955565","0.609700998419726","0.667064265491405"
"Owner","1997","Couple + C. LE and GT 16","Male","321","0.626141508377431","0.588088222550042","0.66419479420482"
"Owner","1997","Couple + C. LE and GT 16","Female","312","0.641097429906251","0.602457392360376","0.679737467452126"
"Nursing Home/Retirement Community","1997","1-pers.-HH","Male","","","",""
"Nursing Home/Retirement Community","1997","1-pers.-HH","Female","","","",""
"Nursing Home/Retirement Community","1997","(Married) couple without C. ","Male","","","",""
"Nursing Home/Retirement Community","1997","(Married) couple without C. ","Female","","","",""
"Nursing Home/Retirement Community","1997","Single parent ","Male","","","",""
"Nursing Home/Retirement Community","1997","Single parent ","Female","","","",""
"Nursing Home/Retirement Community","1997","Couple + C. LE 16 ","Male","","","",""
"Nursing Home/Retirement Community","1997","Couple + C. LE 16 ","Female","","","",""
"Nursing Home/Retirement Community","1997","Couple + C. GT 16 ","Male","","","",""
"Nursing Home/Retirement Community","1997","Couple + C. GT 16 ","Female","","","",""
"Nursing Home/Retirement Community","1997","Couple + C. LE and GT 16","Male","","","",""
"Nursing Home/Retirement Community","1997","Couple + C. LE and GT 16","Female","","","",""
"Tenant","1997","1-pers.-HH","Male","","","",""
"Tenant","1997","1-pers.-HH","Female","","","",""
"Tenant","1997","(Married) couple without C. ","Male","","","",""
"Tenant","1997","(Married) couple without C. ","Female","","","",""
"Tenant","1997","Single parent ","Male","","","",""
"Tenant","1997","Single parent ","Female","","","",""
"Tenant","1997","Couple + C. LE 16 ","Male","","","",""
"Tenant","1997","Couple + C. LE 16 ","Female","","","",""
"Tenant","1997","Couple + C. GT 16 ","Male","","","",""
"Tenant","1997","Couple + C. GT 16 ","Female","","","",""
"Tenant","1997","Couple + C. LE and GT 16","Male","","","",""
"Tenant","1997","Couple + C. LE and GT 16","Female","","","",""
"Main Tenant","1998","1-pers.-HH","Male","483","0.700980861788746","0.6662362272985","0.735725496278991"
"Main Tenant","1998","1-pers.-HH","Female","774","0.669136512654782","0.641305519356489","0.696967505953075"
"Main Tenant","1998","(Married) couple without C. ","Male","1146","0.482267790548365","0.460798941033229","0.503736640063501"
"Main Tenant","1998","(Married) couple without C. ","Female","1163","0.4796312845015","0.458299599397914","0.500962969605086"
"Main Tenant","1998","Single parent ","Male","144","0.564732624104175","0.502395831707088","0.627069416501261"
"Main Tenant","1998","Single parent ","Female","345","0.697731954084474","0.656257749742472","0.739206158426475"
"Main Tenant","1998","Couple + C. LE 16 ","Male","829","0.476313015024867","0.451303756095029","0.501322273954705"
"Main Tenant","1998","Couple + C. LE 16 ","Female","854","0.48683643715868","0.462198655642943","0.511474218674416"
"Main Tenant","1998","Couple + C. GT 16 ","Male","593","0.35643061304712","0.331404913289306","0.381456312804934"
"Main Tenant","1998","Couple + C. GT 16 ","Female","486","0.342955948168248","0.315674045985664","0.370237850350832"
"Main Tenant","1998","Couple + C. LE and GT 16","Male","272","0.345196979123364","0.308562942007585","0.381831016239143"
"Main Tenant","1998","Couple + C. LE and GT 16","Female","255","0.348309649995229","0.310501400340511","0.386117899649947"
"Sub-Tenant","1998","1-pers.-HH","Male","56","0.0875153164576839","0.066069627662636","0.108961005252732"
"Sub-Tenant","1998","1-pers.-HH","Female","64","0.0577973370001789","0.0439943525388506","0.0716003214615072"
"Sub-Tenant","1998","(Married) couple without C. ","Male","46","0.0185165889274611","0.0127245159473505","0.0243086619075717"
"Sub-Tenant","1998","(Married) couple without C. ","Female","52","0.0231966628081104","0.0167693099169586","0.0296240156992621"
"Sub-Tenant","1998","Single parent ","Male","5","","",""
"Sub-Tenant","1998","Single parent ","Female","17","","",""
"Sub-Tenant","1998","Couple + C. LE 16 ","Male","36","0.0209591855292301","0.01378609506612","0.0281322759923401"
"Sub-Tenant","1998","Couple + C. LE 16 ","Female","41","0.0243588560207996","0.0167598698589244","0.0319578421826747"
"Sub-Tenant","1998","Couple + C. GT 16 ","Male","26","","",""
"Sub-Tenant","1998","Couple + C. GT 16 ","Female","23","","",""
"Sub-Tenant","1998","Couple + C. LE and GT 16","Male","18","","",""
"Sub-Tenant","1998","Couple + C. LE and GT 16","Female","17","","",""
"Owner","1998","1-pers.-HH","Male","125","0.20527542339612","0.17462320055797","0.23592764623427"
"Owner","1998","1-pers.-HH","Female","246","0.255923427235934","0.230112074970176","0.281734779501692"
"Owner","1998","(Married) couple without C. ","Male","888","0.49873122508189","0.477248931027849","0.520213519135931"
"Owner","1998","(Married) couple without C. ","Female","891","0.496638313199766","0.475289388202905","0.517987238196627"
"Owner","1998","Single parent ","Male","94","0.422598364111264","0.360490318254199","0.48470640996833"
"Owner","1998","Single parent ","Female","109","0.254577133629646","0.215235835228412","0.293918432030879"
"Owner","1998","Couple + C. LE 16 ","Male","667","0.502727799445903","0.47769080174024","0.527764797151566"
"Owner","1998","Couple + C. LE 16 ","Female","686","0.488804706820521","0.464164561272688","0.513444852368353"
"Owner","1998","Couple + C. GT 16 ","Male","788","0.62241475272338","0.597083976981809","0.647745528464952"
"Owner","1998","Couple + C. GT 16 ","Female","654","0.638110975928318","0.610492860095417","0.665729091761219"
"Owner","1998","Couple + C. LE and GT 16","Male","357","0.625976458351246","0.588692293448915","0.663260623253577"
"Owner","1998","Couple + C. LE and GT 16","Female","338","0.624032094459217","0.585593984643548","0.662470204274885"
"Nursing Home/Retirement Community","1998","1-pers.-HH","Male","","","",""
"Nursing Home/Retirement Community","1998","1-pers.-HH","Female","","","",""
"Nursing Home/Retirement Community","1998","(Married) couple without C. ","Male","","","",""
"Nursing Home/Retirement Community","1998","(Married) couple without C. ","Female","","","",""
"Nursing Home/Retirement Community","1998","Single parent ","Male","","","",""
"Nursing Home/Retirement Community","1998","Single parent ","Female","","","",""
"Nursing Home/Retirement Community","1998","Couple + C. LE 16 ","Male","","","",""
"Nursing Home/Retirement Community","1998","Couple + C. LE 16 ","Female","","","",""
"Nursing Home/Retirement Community","1998","Couple + C. GT 16 ","Male","","","",""
"Nursing Home/Retirement Community","1998","Couple + C. GT 16 ","Female","","","",""
"Nursing Home/Retirement Community","1998","Couple + C. LE and GT 16","Male","","","",""
"Nursing Home/Retirement Community","1998","Couple + C. LE and GT 16","Female","","","",""
"Tenant","1998","1-pers.-HH","Male","3","","",""
"Tenant","1998","1-pers.-HH","Female","14","","",""
"Tenant","1998","(Married) couple without C. ","Male","1","","",""
"Tenant","1998","(Married) couple without C. ","Female","1","","",""
"Tenant","1998","Single parent ","Male","","","",""
"Tenant","1998","Single parent ","Female","","","",""
