"hlf0001_h","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Sub-Tenant","1992","in school","Male","","","","","2"
"Sub-Tenant","1992","in school","Female","1","","","","2"
"Sub-Tenant","1992","inadequately","Male","14","","","","2"
"Sub-Tenant","1992","inadequately","Female","9","","","","2"
"Sub-Tenant","1992","middle vocational","Female","86","0.0281495684333698","0.0225089153444648","0.0337902215222749","2"
"Sub-Tenant","1992","vocational + Abi","Male","6","","","","2"
"Tenant","1992","in school","Male","","","","","5"
"Tenant","1992","in school","Female","","","","","5"
"Tenant","1992","inadequately","Male","","","","","5"
"Tenant","1992","inadequately","Female","","","","","5"
"Tenant","1992","general elemantary","Male","","","","","5"
"Tenant","1992","general elemantary","Female","3","","","","5"
"Tenant","1992","middle vocational","Male","2","","","","5"
"Tenant","1992","middle vocational","Female","2","","","","5"
"Tenant","1992","vocational + Abi","Male","","","","","5"
"Tenant","1992","vocational + Abi","Female","","","","","5"
"Tenant","1992","higher vocational","Male","1","","","","5"
"Tenant","1992","higher vocational","Female","","","","","5"
"Tenant","1992","higher education","Male","","","","","5"
"Tenant","1992","higher education","Female","","","","","5"
"Main Tenant","1993","in school","Male","58","0.549820906164023","0.445874365431204","0.653767446896843","1"
"Main Tenant","1993","in school","Female","46","0.358012833099568","0.263095063668882","0.452930602530254","1"
"Main Tenant","1993","inadequately","Male","201","0.696957631518831","0.640102967812503","0.75381229522516","1"
"Main Tenant","1993","inadequately","Female","305","0.822981253968876","0.783716816490107","0.862245691447645","1"
"Main Tenant","1993","general elemantary","Male","645","0.576823627574005","0.54538980400743","0.608257451140581","1"
"Main Tenant","1993","general elemantary","Female","997","0.531827221669973","0.508501933586803","0.555152509753143","1"
"Main Tenant","1993","middle vocational","Male","1862","0.509960561634703","0.49317707797522","0.526744045294186","1"
"Main Tenant","1993","middle vocational","Female","1882","0.540109916541862","0.523069413563045","0.557150419520679","1"
"Main Tenant","1993","vocational + Abi","Male","131","0.570357566505613","0.504795411360031","0.635919721651196","1"
"Main Tenant","1993","vocational + Abi","Female","106","0.618397142533954","0.54494017491199","0.691854110155919","1"
"Main Tenant","1993","higher vocational","Male","217","0.433959836276212","0.389342122569236","0.478577549983187","1"
"Main Tenant","1993","higher vocational","Female","140","0.523815646748604","0.464571757487457","0.583059536009751","1"
"Main Tenant","1993","higher education","Male","516","0.515031232245886","0.482541972382698","0.547520492109074","1"
"Main Tenant","1993","higher education","Female","455","0.57897176471218","0.543156269193855","0.614787260230506","1"
"Nursing Home/Retirement Community","1993","in school","Male","","","","","4"
"Nursing Home/Retirement Community","1993","in school","Female","","","","","4"
"Nursing Home/Retirement Community","1993","inadequately","Male","","","","","4"
"Nursing Home/Retirement Community","1993","inadequately","Female","","","","","4"
"Nursing Home/Retirement Community","1993","general elemantary","Male","","","","","4"
"Nursing Home/Retirement Community","1993","general elemantary","Female","","","","","4"
"Nursing Home/Retirement Community","1993","middle vocational","Male","","","","","4"
"Nursing Home/Retirement Community","1993","middle vocational","Female","","","","","4"
"Nursing Home/Retirement Community","1993","vocational + Abi","Male","","","","","4"
"Nursing Home/Retirement Community","1993","vocational + Abi","Female","","","","","4"
"Nursing Home/Retirement Community","1993","higher vocational","Male","","","","","4"
"Nursing Home/Retirement Community","1993","higher vocational","Female","","","","","4"
"Nursing Home/Retirement Community","1993","higher education","Male","","","","","4"
"Nursing Home/Retirement Community","1993","higher education","Female","","","","","4"
"Owner","1993","in school","Male","30","0.450179093835977","0.346232553103157","0.554125634568796","3"
"Owner","1993","in school","Female","51","0.60316603912023","0.506303040500551","0.700029037739908","3"
"Owner","1993","inadequately","Male","37","0.19667860957946","0.147504731443427","0.245852487715493","3"
"Owner","1993","inadequately","Female","48","0.134565992204437","0.0994601484146379","0.169671835994237","3"
"Owner","1993","vocational + Abi","Female","58","0.366575659981235","0.293710044688597","0.439441275273873","3"
"Owner","1993","higher vocational","Male","249","0.548184258565811","0.503381693493968","0.592986823637654","3"
"Owner","1993","higher vocational","Female","127","0.448886466513633","0.389885984253997","0.507886948773268","3"
"Owner","1993","higher education","Male","380","0.463096252001878","0.430680955360539","0.495511548643217","3"
"Owner","1993","higher education","Female","262","0.402937617548512","0.367356840952956","0.438518394144069","3"
"Owner","1993","general elemantary","Male","267","0.359518348794089","0.328988204195872","0.390048493392306","3"
"Owner","1993","general elemantary","Female","706","0.429663731022482","0.40652345694807","0.452804005096894","3"
"Owner","1993","middle vocational","Male","1453","0.463282683753807","0.446541192685707","0.480024174821907","3"
"Owner","1993","middle vocational","Female","1324","0.435628664181145","0.418675334417167","0.452581993945124","3"
"Owner","1993","vocational + Abi","Male","78","0.38515144684759","0.320701008105653","0.449601885589526","3"
"Sub-Tenant","1993","vocational + Abi","Female","4","","","","2"
"Sub-Tenant","1993","higher vocational","Male","8","","","","2"
"Sub-Tenant","1993","higher vocational","Female","6","","","","2"
"Sub-Tenant","1993","higher education","Male","13","","","","2"
"Sub-Tenant","1993","higher education","Female","13","","","","2"
"Sub-Tenant","1993","in school","Male","","","","","2"
"Sub-Tenant","1993","in school","Female","1","","","","2"
"Sub-Tenant","1993","inadequately","Male","13","","","","2"
"Sub-Tenant","1993","inadequately","Female","10","","","","2"
"Sub-Tenant","1993","general elemantary","Male","37","0.063658023631906","0.0481248997101901","0.079191147553622","2"
"Sub-Tenant","1993","general elemantary","Female","55","0.0385090473075454","0.0295142238474217","0.047503870767669","2"
"Sub-Tenant","1993","middle vocational","Male","93","0.0267567546114905","0.0213389203539365","0.0321745888690446","2"
"Sub-Tenant","1993","middle vocational","Female","80","0.0242614192769927","0.0190007723859214","0.0295220661680639","2"
"Sub-Tenant","1993","vocational + Abi","Male","10","","","","2"
"Tenant","1993","in school","Male","","","","","5"
"Tenant","1993","in school","Female","","","","","5"
"Tenant","1993","inadequately","Male","","","","","5"
"Tenant","1993","inadequately","Female","","","","","5"
"Tenant","1993","general elemantary","Male","","","","","5"
"Tenant","1993","general elemantary","Female","","","","","5"
"Tenant","1993","middle vocational","Male","","","","","5"
"Tenant","1993","middle vocational","Female","","","","","5"
"Tenant","1993","vocational + Abi","Male","","","","","5"
"Tenant","1993","vocational + Abi","Female","","","","","5"
"Tenant","1993","higher vocational","Male","","","","","5"
"Tenant","1993","higher vocational","Female","","","","","5"
"Tenant","1993","higher education","Male","","","","","5"
"Tenant","1993","higher education","Female","","","","","5"
"Main Tenant","1994","in school","Male","62","0.441205599430356","0.347560998369777","0.534850200490934","1"
"Main Tenant","1994","in school","Female","71","0.43113761325852","0.346653958810096","0.515621267706943","1"
"Main Tenant","1994","inadequately","Male","189","0.786702586873913","0.733414117535081","0.839991056212745","1"
"Main Tenant","1994","inadequately","Female","279","0.840305545385953","0.800901339305868","0.879709751466038","1"
"Main Tenant","1994","general elemantary","Male","597","0.618858482152967","0.586399292838747","0.651317671467187","1"
"Main Tenant","1994","general elemantary","Female","953","0.55192425952493","0.527965487815841","0.575883031234019","1"
"Main Tenant","1994","middle vocational","Male","1782","0.498725944812878","0.481751365155886","0.51570052446987","1"
"Main Tenant","1994","middle vocational","Female","1844","0.533066252802404","0.515942816685533","0.550189688919275","1"
"Main Tenant","1994","vocational + Abi","Male","138","0.617001979240491","0.552173959027605","0.681829999453376","1"
"Main Tenant","1994","vocational + Abi","Female","107","0.581979108758685","0.509315970820745","0.654642246696625","1"
"Main Tenant","1994","higher vocational","Male","212","0.412586498087057","0.368407244958609","0.456765751215504","1"
"Main Tenant","1994","higher vocational","Female","151","0.52735090706015","0.468977614010781","0.585724200109518","1"
"Main Tenant","1994","higher education","Male","496","0.49619318659624","0.463761456372365","0.528624916820116","1"
"Main Tenant","1994","higher education","Female","446","0.565979232697469","0.530317565594397","0.601640899800541","1"
"Nursing Home/Retirement Community","1994","in school","Male","","","","","4"
"Nursing Home/Retirement Community","1994","in school","Female","","","","","4"
"Nursing Home/Retirement Community","1994","inadequately","Male","","","","","4"
"Nursing Home/Retirement Community","1994","inadequately","Female","","","","","4"
"Nursing Home/Retirement Community","1994","general elemantary","Male","","","","","4"
"Nursing Home/Retirement Community","1994","general elemantary","Female","","","","","4"
"Nursing Home/Retirement Community","1994","middle vocational","Male","","","","","4"
"Nursing Home/Retirement Community","1994","middle vocational","Female","","","","","4"
"Nursing Home/Retirement Community","1994","vocational + Abi","Male","","","","","4"
"Nursing Home/Retirement Community","1994","vocational + Abi","Female","","","","","4"
"Nursing Home/Retirement Community","1994","higher vocational","Male","","","","","4"
"Nursing Home/Retirement Community","1994","higher vocational","Female","","","","","4"
"Nursing Home/Retirement Community","1994","higher education","Male","","","","","4"
"Nursing Home/Retirement Community","1994","higher education","Female","","","","","4"
"Owner","1994","in school","Male","46","0.558794400569644","0.465149799509066","0.652439001630223","3"
"Owner","1994","in school","Female","59","0.55022284023405","0.465357739427604","0.635087941040496","3"
"Owner","1994","inadequately","Male","31","0.174684898873945","0.125291064669917","0.224078733077973","3"
"Owner","1994","inadequately","Female","42","0.132948437756557","0.0964273982117656","0.169469477301349","3"
"Owner","1994","vocational + Abi","Female","68","0.40505433378256","0.332734611106571","0.477374056458548","3"
"Owner","1994","higher vocational","Male","260","0.581709626658497","0.537442537853619","0.625976715463375","3"
"Owner","1994","higher vocational","Female","124","0.455187685121282","0.396962129580617","0.513413240661947","3"
"Owner","1994","higher education","Male","397","0.48023093406699","0.447823624138044","0.512638243995937","3"
"Owner","1994","higher education","Female","285","0.411335327235687","0.375929224090029","0.446741430381345","3"
"Owner","1994","general elemantary","Male","240","0.343430434060054","0.311693963360425","0.375166904759684","3"
"Owner","1994","general elemantary","Female","652","0.408222007954005","0.384542280242774","0.431901735665236","3"
"Owner","1994","middle vocational","Male","1456","0.471491942678273","0.454544921262235","0.48843896409431","3"
"Owner","1994","middle vocational","Female","1329","0.438455289489001","0.421424784774681","0.455485794203321","3"
"Owner","1994","vocational + Abi","Male","71","0.331119352155765","0.268358647244959","0.393880057066572","3"
"Sub-Tenant","1994","vocational + Abi","Female","2","","","","2"
"Sub-Tenant","1994","higher vocational","Male","5","","","","2"
"Sub-Tenant","1994","higher vocational","Female","6","","","","2"
"Sub-Tenant","1994","higher education","Male","20","","","","2"
"Sub-Tenant","1994","higher education","Female","11","","","","2"
"Sub-Tenant","1994","in school","Male","","","","","2"
"Sub-Tenant","1994","in school","Female","2","","","","2"
"Sub-Tenant","1994","inadequately","Male","7","","","","2"
"Sub-Tenant","1994","inadequately","Female","11","","","","2"
"Sub-Tenant","1994","general elemantary","Male","23","","","","2"
"Sub-Tenant","1994","general elemantary","Female","50","0.0398537325210649","0.0304293633098833","0.0492781017322465","2"
"Sub-Tenant","1994","middle vocational","Male","95","0.0297821125088496","0.0240112221557339","0.0355530028619653","2"
"Sub-Tenant","1994","middle vocational","Female","88","0.0284784577085951","0.0227694958436149","0.0341874195735752","2"
"Sub-Tenant","1994","vocational + Abi","Male","7","","","","2"
"Tenant","1994","in school","Male","","","","","5"
"Tenant","1994","in school","Female","","","","","5"
"Tenant","1994","inadequately","Male","","","","","5"
"Tenant","1994","inadequately","Female","","","","","5"
"Tenant","1994","general elemantary","Male","","","","","5"
"Tenant","1994","general elemantary","Female","","","","","5"
"Tenant","1994","middle vocational","Male","","","","","5"
"Tenant","1994","middle vocational","Female","","","","","5"
"Tenant","1994","vocational + Abi","Male","","","","","5"
"Tenant","1994","vocational + Abi","Female","","","","","5"
"Tenant","1994","higher vocational","Male","","","","","5"
"Tenant","1994","higher vocational","Female","","","","","5"
"Tenant","1994","higher education","Male","","","","","5"
"Tenant","1994","higher education","Female","","","","","5"
"Main Tenant","1995","in school","Male","82","0.492434071332768","0.410493242968436","0.574374899697101","1"
"Main Tenant","1995","in school","Female","78","0.480037821304624","0.398437766510354","0.561637876098893","1"
"Main Tenant","1995","inadequately","Male","174","0.752412204203059","0.694312664337246","0.810511744068872","1"
"Main Tenant","1995","inadequately","Female","267","0.79790647177258","0.754181676697267","0.841631266847894","1"
"Main Tenant","1995","general elemantary","Male","601","0.60617269212589","0.573743140379424","0.638602243872356","1"
"Main Tenant","1995","general elemantary","Female","977","0.551873138609441","0.527834088599687","0.575912188619195","1"
"Main Tenant","1995","middle vocational","Male","1879","0.503426005273938","0.486637121087401","0.520214889460474","1"
"Main Tenant","1995","middle vocational","Female","1900","0.511338408964227","0.494411252922364","0.528265565006091","1"
"Main Tenant","1995","vocational + Abi","Male","165","0.627655209398079","0.567968033523494","0.687342385272663","1"
"Main Tenant","1995","vocational + Abi","Female","141","0.588581860432999","0.524567071614866","0.652596649251132","1"
"Main Tenant","1995","higher vocational","Male","208","0.383086297628944","0.33941409140724","0.426758503850648","1"
"Main Tenant","1995","higher vocational","Female","146","0.460201109414072","0.402738017002214","0.51766420182593","1"
"Main Tenant","1995","higher education","Male","524","0.484237544522787","0.452624482291198","0.515850606754376","1"
"Main Tenant","1995","higher education","Female","472","0.572284815041253","0.538065306795965","0.60650432328654","1"
"Nursing Home/Retirement Community","1995","vocational + Abi","Female","","","","","4"
"Nursing Home/Retirement Community","1995","higher vocational","Male","","","","","4"
"Nursing Home/Retirement Community","1995","higher vocational","Female","","","","","4"
"Nursing Home/Retirement Community","1995","higher education","Male","","","","","4"
"Nursing Home/Retirement Community","1995","higher education","Female","","","","","4"
"Nursing Home/Retirement Community","1995","in school","Male","","","","","4"
"Nursing Home/Retirement Community","1995","in school","Female","","","","","4"
"Nursing Home/Retirement Community","1995","inadequately","Male","","","","","4"
"Nursing Home/Retirement Community","1995","inadequately","Female","","","","","4"
"Nursing Home/Retirement Community","1995","general elemantary","Male","","","","","4"
"Nursing Home/Retirement Community","1995","general elemantary","Female","","","","","4"
"Nursing Home/Retirement Community","1995","middle vocational","Male","","","","","4"
"Nursing Home/Retirement Community","1995","middle vocational","Female","","","","","4"
"Nursing Home/Retirement Community","1995","vocational + Abi","Male","","","","","4"
"Owner","1995","in school","Male","60","0.496505381395101","0.41455717193171","0.578453590858492","3"
"Owner","1995","in school","Female","64","0.497097340610931","0.415433550728552","0.578761130493309","3"
"Owner","1995","inadequately","Male","29","","","","3"
"Owner","1995","inadequately","Female","43","0.162907420840836","0.122697541874698","0.203117299806975","3"
"Owner","1995","vocational + Abi","Female","77","0.354518175342023","0.29228865921128","0.416747691472765","3"
"Owner","1995","higher vocational","Male","261","0.60166852273802","0.557689500088901","0.64564754538714","3"
"Owner","1995","higher vocational","Female","130","0.497776402367093","0.440130972872812","0.555421831861374","3"
"Owner","1995","higher education","Male","416","0.490793692630355","0.459170271752071","0.52241711350864","3"
"Owner","1995","higher education","Female","310","0.401961302570825","0.368049796010043","0.435872809131607","3"
"Owner","1995","middle vocational","Male","1436","0.468476056135413","0.451720180036448","0.485231932234378","3"
"Owner","1995","middle vocational","Female","1341","0.4522215189271","0.435367488120781","0.469075549733418","3"
"Owner","1995","vocational + Abi","Male","79","0.317318851348059","0.259853679119146","0.374784023576972","3"
"Owner","1995","general elemantary","Male","244","0.345781443426217","0.314213076252314","0.37734981060012","3"
"Owner","1995","general elemantary","Female","627","0.408685521568952","0.384922532566211","0.432448510571694","3"
"Sub-Tenant","1995","in school","Male","1","","","","2"
"Sub-Tenant","1995","in school","Female","2","","","","2"
"Sub-Tenant","1995","inadequately","Male","9","","","","2"
"Sub-Tenant","1995","inadequately","Female","14","","","","2"
"Sub-Tenant","1995","general elemantary","Male","27","","","","2"
"Sub-Tenant","1995","general elemantary","Female","40","0.0394413398216064","0.0300325241553134","0.0488501554878995","2"
"Sub-Tenant","1995","middle vocational","Male","92","0.0280979385906492","0.0225489925024413","0.033646884678857","2"
"Sub-Tenant","1995","middle vocational","Female","109","0.0364400721086729","0.0300947354854642","0.0427854087318816","2"
"Sub-Tenant","1995","vocational + Abi","Male","8","","","","2"
"Sub-Tenant","1995","vocational + Abi","Female","9","","","","2"
"Sub-Tenant","1995","higher vocational","Male","7","","","","2"
"Sub-Tenant","1995","higher vocational","Female","13","","","","2"
"Sub-Tenant","1995","higher education","Male","20","","","","2"
"Sub-Tenant","1995","higher education","Female","21","","","","2"
"Tenant","1995","in school","Male","","","","","5"
"Tenant","1995","in school","Female","","","","","5"
"Tenant","1995","inadequately","Male","","","","","5"
"Tenant","1995","inadequately","Female","","","","","5"
"Tenant","1995","general elemantary","Male","","","","","5"
"Tenant","1995","general elemantary","Female","","","","","5"
"Tenant","1995","middle vocational","Male","","","","","5"
"Tenant","1995","middle vocational","Female","","","","","5"
"Tenant","1995","vocational + Abi","Male","","","","","5"
"Tenant","1995","vocational + Abi","Female","","","","","5"
"Tenant","1995","higher vocational","Male","","","","","5"
"Tenant","1995","higher vocational","Female","","","","","5"
"Tenant","1995","higher education","Male","","","","","5"
"Tenant","1995","higher education","Female","","","","","5"
"Main Tenant","1996","in school","Male","75","0.468584743620585","0.385327959981033","0.551841527260138","1"
"Main Tenant","1996","in school","Female","78","0.426438290290213","0.348830741981497","0.504045838598929","1"
"Main Tenant","1996","inadequately","Male","163","0.701654813795602","0.638559997779364","0.76474962981184","1"
"Main Tenant","1996","inadequately","Female","248","0.834542960155243","0.792067176521265","0.877018743789222","1"
"Main Tenant","1996","general elemantary","Male","547","0.606226899571374","0.572866971217111","0.639586827925637","1"
"Main Tenant","1996","general elemantary","Female","925","0.537931196218694","0.513386924652094","0.562475467785294","1"
"Main Tenant","1996","middle vocational","Male","1805","0.495462834664333","0.478524435706686","0.512401233621979","1"
"Main Tenant","1996","middle vocational","Female","1870","0.525297395401425","0.508259947057413","0.542334843745437","1"
"Main Tenant","1996","vocational + Abi","Male","160","0.639012017041163","0.578374633318533","0.699649400763793","1"
"Main Tenant","1996","vocational + Abi","Female","142","0.570001090889868","0.506971362110761","0.633030819668975","1"
"Main Tenant","1996","higher vocational","Male","201","0.364928721731927","0.321590191470709","0.408267251993144","1"
"Main Tenant","1996","higher vocational","Female","153","0.505872162977778","0.448915795050643","0.562828530904914","1"
"Main Tenant","1996","higher education","Male","510","0.486389523555065","0.454935857847188","0.517843189262942","1"
"Main Tenant","1996","higher education","Female","460","0.577074797487406","0.542841326561865","0.611308268412948","1"
"Nursing Home/Retirement Community","1996","vocational + Abi","Female","","","","","4"
"Nursing Home/Retirement Community","1996","higher vocational","Male","","","","","4"
"Nursing Home/Retirement Community","1996","higher vocational","Female","","","","","4"
"Nursing Home/Retirement Community","1996","higher education","Male","","","","","4"
"Nursing Home/Retirement Community","1996","higher education","Female","","","","","4"
"Nursing Home/Retirement Community","1996","in school","Male","","","","","4"
"Nursing Home/Retirement Community","1996","in school","Female","","","","","4"
"Nursing Home/Retirement Community","1996","inadequately","Male","","","","","4"
"Nursing Home/Retirement Community","1996","inadequately","Female","","","","","4"
"Nursing Home/Retirement Community","1996","general elemantary","Male","","","","","4"
"Nursing Home/Retirement Community","1996","general elemantary","Female","","","","","4"
"Nursing Home/Retirement Community","1996","middle vocational","Male","","","","","4"
"Nursing Home/Retirement Community","1996","middle vocational","Female","","","","","4"
"Nursing Home/Retirement Community","1996","vocational + Abi","Male","","","","","4"
"Owner","1996","vocational + Abi","Female","90","0.40747392721636","0.344916689581299","0.470031164851422","3"
"Owner","1996","in school","Male","61","0.526532297238506","0.443228224357644","0.609836370119368","3"
"Owner","1996","in school","Female","76","0.549193846247618","0.471113174525586","0.627274517969651","3"
"Owner","1996","inadequately","Male","31","0.242231475987759","0.183149368980168","0.30131358299535","3"
"Owner","1996","inadequately","Female","36","0.136700849233246","0.0974326768402414","0.17596902162625","3"
"Owner","1996","general elemantary","Female","605","0.421347334597938","0.397038588237512","0.445656080958364","3"
"Owner","1996","middle vocational","Male","1427","0.468558370247379","0.451652798208576","0.485463942286183","3"
"Owner","1996","higher vocational","Male","267","0.625892433296774","0.582330512912661","0.669454353680888","3"
"Owner","1996","higher vocational","Female","130","0.44628401377726","0.389653378733786","0.502914648820735","3"
"Owner","1996","higher education","Male","439","0.488006363357044","0.456550091604094","0.519462635109994","3"
"Owner","1996","higher education","Female","326","0.410471254212811","0.376383611835585","0.444558896590038","3"
"Owner","1996","general elemantary","Male","247","0.356084792505908","0.323390229316632","0.388779355695183","3"
"Owner","1996","middle vocational","Female","1340","0.446479770399216","0.42951848495447","0.463441055843961","3"
"Owner","1996","vocational + Abi","Male","75","0.323472131418198","0.264411124002321","0.382533138834074","3"
"Sub-Tenant","1996","in school","Male","2","","","","2"
"Sub-Tenant","1996","in school","Female","2","","","","2"
"Sub-Tenant","1996","inadequately","Male","8","","","","2"
"Sub-Tenant","1996","inadequately","Female","10","","","","2"
"Sub-Tenant","1996","general elemantary","Male","30","0.0376883079227185","0.0246852443396329","0.0506913715058042","2"
"Sub-Tenant","1996","general elemantary","Female","55","0.0407214691833675","0.0309913639030999","0.0504515744636351","2"
"Sub-Tenant","1996","middle vocational","Male","115","0.0359787950882877","0.0296694128950263","0.042288177281549","2"
"Sub-Tenant","1996","middle vocational","Female","90","0.0282228341993591","0.0225724916394486","0.0338731767592695","2"
"Sub-Tenant","1996","vocational + Abi","Male","6","","","","2"
"Sub-Tenant","1996","vocational + Abi","Female","5","","","","2"
"Sub-Tenant","1996","higher vocational","Male","6","","","","2"
"Sub-Tenant","1996","higher vocational","Female","13","","","","2"
"Sub-Tenant","1996","higher education","Male","21","","","","2"
"Sub-Tenant","1996","higher education","Female","14","","","","2"
"Tenant","1996","in school","Male","","","","","5"
"Tenant","1996","in school","Female","","","","","5"
"Tenant","1996","inadequately","Male","","","","","5"
"Tenant","1996","inadequately","Female","","","","","5"
"Tenant","1996","general elemantary","Male","","","","","5"
"Tenant","1996","general elemantary","Female","","","","","5"
"Tenant","1996","middle vocational","Male","","","","","5"
"Tenant","1996","middle vocational","Female","","","","","5"
"Tenant","1996","vocational + Abi","Male","","","","","5"
"Tenant","1996","vocational + Abi","Female","","","","","5"
"Tenant","1996","higher vocational","Male","","","","","5"
"Tenant","1996","higher vocational","Female","","","","","5"
"Tenant","1996","higher education","Male","","","","","5"
"Tenant","1996","higher education","Female","","","","","5"
"Main Tenant","1997","in school","Male","86","0.476425179006998","0.398051087215273","0.554799270798724","1"
"Main Tenant","1997","in school","Female","76","0.427528332306203","0.350872086002296","0.50418457861011","1"
"Main Tenant","1997","inadequately","Male","160","0.743746312338345","0.682155361158263","0.805337263518427","1"
"Main Tenant","1997","inadequately","Female","231","0.798852583175016","0.751475066202994","0.846230100147038","1"
"Main Tenant","1997","general elemantary","Male","542","0.613642969037582","0.580537490466952","0.646748447608212","1"
"Main Tenant","1997","general elemantary","Female","873","0.529104987001579","0.504003342358729","0.554206631644429","1"
"Main Tenant","1997","middle vocational","Male","1734","0.495858406045925","0.478674261084133","0.513042551007718","1"
"Main Tenant","1997","middle vocational","Female","1791","0.515241665323328","0.498096520969055","0.532386809677602","1"
"Main Tenant","1997","vocational + Abi","Male","147","0.611858638462384","0.549684095716481","0.674033181208288","1"
"Main Tenant","1997","vocational + Abi","Female","131","0.594352410662707","0.529761996729662","0.658942824595752","1"
"Main Tenant","1997","higher vocational","Male","191","0.358824624560876","0.315689523174734","0.401959725947018","1"
"Main Tenant","1997","higher vocational","Female","149","0.503359632319849","0.445614943226301","0.561104321413397","1"
"Main Tenant","1997","higher education","Male","503","0.475479553702838","0.444100574949885","0.506858532455791","1"
"Main Tenant","1997","higher education","Female","449","0.561423396963028","0.527081135497493","0.595765658428563","1"
"Nursing Home/Retirement Community","1997","in school","Male","","","","","4"
"Nursing Home/Retirement Community","1997","in school","Female","","","","","4"
"Nursing Home/Retirement Community","1997","inadequately","Male","","","","","4"
"Nursing Home/Retirement Community","1997","inadequately","Female","","","","","4"
"Nursing Home/Retirement Community","1997","vocational + Abi","Female","","","","","4"
"Nursing Home/Retirement Community","1997","higher vocational","Male","","","","","4"
"Nursing Home/Retirement Community","1997","higher vocational","Female","","","","","4"
"Nursing Home/Retirement Community","1997","higher education","Male","","","","","4"
"Nursing Home/Retirement Community","1997","higher education","Female","","","","","4"
"Nursing Home/Retirement Community","1997","general elemantary","Male","","","","","4"
"Nursing Home/Retirement Community","1997","general elemantary","Female","","","","","4"
"Nursing Home/Retirement Community","1997","middle vocational","Male","","","","","4"
"Nursing Home/Retirement Community","1997","middle vocational","Female","","","","","4"
"Nursing Home/Retirement Community","1997","vocational + Abi","Male","","","","","4"
"Owner","1997","vocational + Abi","Female","86","0.382140771685067","0.318222052964954","0.446059490405181","3"
"Owner","1997","higher vocational","Male","274","0.619607610994563","0.575948431703414","0.663266790285712","3"
"Owner","1997","higher vocational","Female","127","0.431792890267864","0.374586713665753","0.488999066869976","3"
"Owner","1997","higher education","Male","455","0.512378808710977","0.480971658164602","0.543785959257351","3"
"Owner","1997","higher education","Female","338","0.424388689008766","0.390182281381609","0.458595096635924","3"
"Owner","1997","in school","Male","69","0.519361797728561","0.440959293266639","0.597764302190482","3"
"Owner","1997","in school","Female","80","0.558666695310259","0.481727464230641","0.635605926389877","3"
"Owner","1997","inadequately","Male","27","","","","3"
"Owner","1997","inadequately","Female","37","0.184756896230595","0.138887223675055","0.230626568786134","3"
"Owner","1997","general elemantary","Male","264","0.359314435533605","0.326692676059776","0.391936195007433","3"
"Owner","1997","general elemantary","Female","602","0.432205039500822","0.407292965567747","0.457117113433897","3"
"Owner","1997","middle vocational","Male","1425","0.472735784823188","0.455576617450529","0.489894952195847","3"
"Owner","1997","middle vocational","Female","1380","0.451790020680197","0.434716825650892","0.468863215709501","3"
"Owner","1997","vocational + Abi","Male","82","0.352737940310875","0.291776074264376","0.413699806357373","3"
"Sub-Tenant","1997","in school","Male","1","","","","2"
"Sub-Tenant","1997","in school","Female","4","","","","2"
"Sub-Tenant","1997","inadequately","Male","6","","","","2"
"Sub-Tenant","1997","inadequately","Female","7","","","","2"
"Sub-Tenant","1997","general elemantary","Male","25","","","","2"
"Sub-Tenant","1997","general elemantary","Female","44","0.0386899734975992","0.0289915720667612","0.0483883749284372","2"
"Sub-Tenant","1997","middle vocational","Male","93","0.0314058091308868","0.025411367357728","0.0374002509040457","2"
"Sub-Tenant","1997","middle vocational","Female","93","0.0329683139964749","0.0268428112749056","0.0390938167180441","2"
"Sub-Tenant","1997","vocational + Abi","Male","7","","","","2"
"Sub-Tenant","1997","vocational + Abi","Female","5","","","","2"
"Sub-Tenant","1997","higher vocational","Male","10","","","","2"
"Sub-Tenant","1997","higher vocational","Female","12","","","","2"
"Sub-Tenant","1997","higher education","Male","15","","","","2"
"Sub-Tenant","1997","higher education","Female","15","","","","2"
"Tenant","1997","in school","Male","","","","","5"
"Tenant","1997","in school","Female","","","","","5"
"Tenant","1997","inadequately","Male","","","","","5"
"Tenant","1997","inadequately","Female","","","","","5"
"Tenant","1997","general elemantary","Male","","","","","5"
"Tenant","1997","general elemantary","Female","","","","","5"
"Tenant","1997","middle vocational","Male","","","","","5"
"Tenant","1997","middle vocational","Female","","","","","5"
"Tenant","1997","vocational + Abi","Male","","","","","5"
"Tenant","1997","vocational + Abi","Female","","","","","5"
"Tenant","1997","higher vocational","Male","","","","","5"
"Tenant","1997","higher vocational","Female","","","","","5"
"Tenant","1997","higher education","Male","","","","","5"
"Tenant","1997","higher education","Female","","","","","5"
"Main Tenant","1998","in school","Male","82","0.437665545446567","0.361506267993232","0.513824822899901","1"
"Main Tenant","1998","in school","Female","84","0.472312238300149","0.397486132050617","0.547138344549682","1"
"Main Tenant","1998","inadequately","Male","147","0.71274179687783","0.647714761834684","0.777768831920976","1"
"Main Tenant","1998","inadequately","Female","213","0.766869755341207","0.715671217295178","0.818068293387236","1"
"Main Tenant","1998","general elemantary","Male","574","0.588579745241881","0.556833473366871","0.620326017116892","1"
"Main Tenant","1998","general elemantary","Female","928","0.534220089374335","0.510063165720936","0.558377013027734","1"
"Main Tenant","1998","middle vocational","Male","1785","0.481099386711373","0.464609986651888","0.497588786770859","1"
