"hlf0001_h","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"Tenant","1996","Full Time","East Germany","","","",""
"Tenant","1996","Part Time","West Germany","","","",""
"Tenant","1996","Part Time","East Germany","","","",""
"Tenant","1996","Not Working","West Germany","","","",""
"Tenant","1996","Not Working","East Germany","","","",""
"Main Tenant","1997","Full Time","West Germany","2187","0.506646047195748","0.490941062244684","0.522351032146812"
"Main Tenant","1997","Full Time","East Germany","946","0.582506172881664","0.559153063965861","0.605859281797467"
"Main Tenant","1997","Part Time","West Germany","1090","0.506554255378453","0.484375310967343","0.528733199789562"
"Main Tenant","1997","Part Time","East Germany","343","0.618012631749647","0.579296355457756","0.656728908041537"
"Main Tenant","1997","Not Working","West Germany","1823","0.476752735688086","0.460011071719424","0.493494399656749"
"Main Tenant","1997","Not Working","East Germany","852","0.664976266382196","0.639638176287159","0.690314356477233"
"Sub-Tenant","1997","Full Time","West Germany","105","0.0289137477557847","0.0236500979698131","0.0341773975417563"
"Sub-Tenant","1997","Full Time","East Germany","60","0.0412319688496861","0.0318164725201833","0.0506474651791888"
"Sub-Tenant","1997","Part Time","West Germany","47","0.022991582527082","0.0163428054863813","0.0296403595677827"
"Sub-Tenant","1997","Part Time","East Germany","27","","",""
"Sub-Tenant","1997","Not Working","West Germany","69","0.0286342709088548","0.0230439982078524","0.0342245436098572"
"Sub-Tenant","1997","Not Working","East Germany","37","0.0305335001151565","0.0212974194943533","0.0397695807359597"
"Owner","1997","Full Time","West Germany","1601","0.464440205048468","0.448773604277228","0.480106805819707"
"Owner","1997","Full Time","East Germany","707","0.37626185826865","0.353320683227171","0.399203033310129"
"Owner","1997","Part Time","West Germany","815","0.470454162094465","0.44831207160136","0.492596252587571"
"Owner","1997","Part Time","East Germany","235","0.325509379872811","0.288172320121312","0.362846439624309"
"Owner","1997","Not Working","West Germany","1527","0.494612993403059","0.477854177231694","0.511371809574424"
"Owner","1997","Not Working","East Germany","444","0.304490233502648","0.279786003825482","0.329194463179814"
"Nursing Home/Retirement Community","1997","Full Time","West Germany","","","",""
"Nursing Home/Retirement Community","1997","Full Time","East Germany","","","",""
"Nursing Home/Retirement Community","1997","Part Time","West Germany","","","",""
"Nursing Home/Retirement Community","1997","Part Time","East Germany","","","",""
"Nursing Home/Retirement Community","1997","Not Working","West Germany","","","",""
"Nursing Home/Retirement Community","1997","Not Working","East Germany","","","",""
"Tenant","1997","Full Time","West Germany","","","",""
"Tenant","1997","Full Time","East Germany","","","",""
"Tenant","1997","Part Time","West Germany","","","",""
"Tenant","1997","Part Time","East Germany","","","",""
"Tenant","1997","Not Working","West Germany","","","",""
"Tenant","1997","Not Working","East Germany","","","",""
"Main Tenant","1998","Full Time","West Germany","2298","0.508119892455385","0.493077244092745","0.523162540818024"
"Main Tenant","1998","Full Time","East Germany","935","0.564689214442702","0.541552416126113","0.587826012759291"
"Main Tenant","1998","Part Time","West Germany","1177","0.491786589549609","0.470843699554226","0.512729479544992"
"Main Tenant","1998","Part Time","East Germany","375","0.56329362205584","0.52633998167535","0.60024726243633"
"Main Tenant","1998","Not Working","West Germany","1995","0.454077263285668","0.438667130746723","0.469487395824614"
"Main Tenant","1998","Not Working","East Germany","888","0.644351518771287","0.619531398359909","0.669171639182665"
"Sub-Tenant","1998","Full Time","West Germany","129","0.0321188030640919","0.0268135967498792","0.0374240093783045"
"Sub-Tenant","1998","Full Time","East Germany","51","0.0312658651061187","0.023144363639551","0.0393873665726864"
"Sub-Tenant","1998","Part Time","West Germany","74","0.0445445652292244","0.0359022960316966","0.0531868344267522"
"Sub-Tenant","1998","Part Time","East Germany","27","","",""
"Sub-Tenant","1998","Not Working","West Germany","90","0.0253825438575482","0.0205144317595632","0.0302506559555333"
"Sub-Tenant","1998","Not Working","East Germany","47","0.0349347360554794","0.0254146899457393","0.0444547821652195"
"Owner","1998","Full Time","West Germany","1816","0.459761304480523","0.44476547037388","0.474757138587167"
"Owner","1998","Full Time","East Germany","778","0.404044920451179","0.38114571628853","0.426944124613829"
"Owner","1998","Part Time","West Germany","938","0.463668845221166","0.44277849692793","0.484559193514402"
"Owner","1998","Part Time","East Germany","290","0.39110220777372","0.354743170337586","0.427461245209854"
"Owner","1998","Not Working","West Germany","1913","0.514473140897904","0.499004082183199","0.529942199612609"
"Owner","1998","Not Working","East Germany","487","0.311626589337989","0.287612768106211","0.335640410569767"
"Nursing Home/Retirement Community","1998","Full Time","West Germany","","","",""
"Nursing Home/Retirement Community","1998","Full Time","East Germany","","","",""
"Nursing Home/Retirement Community","1998","Part Time","West Germany","","","",""
"Nursing Home/Retirement Community","1998","Part Time","East Germany","","","",""
"Nursing Home/Retirement Community","1998","Not Working","West Germany","","","",""
"Nursing Home/Retirement Community","1998","Not Working","East Germany","","","",""
"Tenant","1998","Full Time","West Germany","","","",""
"Tenant","1998","Full Time","East Germany","","","",""
"Tenant","1998","Part Time","West Germany","","","",""
"Tenant","1998","Part Time","East Germany","","","",""
"Tenant","1998","Not Working","West Germany","12","","",""
"Tenant","1998","Not Working","East Germany","7","","",""
"Main Tenant","1999","Full Time","West Germany","2232","0.50873620509028","0.493517085630393","0.523955324550166"
"Main Tenant","1999","Full Time","East Germany","896","0.562328996934467","0.538787845330068","0.585870148538867"
"Main Tenant","1999","Part Time","West Germany","1146","0.477165203755261","0.456457785666823","0.497872621843698"
"Main Tenant","1999","Part Time","East Germany","399","0.60210221402409","0.56620011350519","0.638004314542991"
"Main Tenant","1999","Not Working","West Germany","1782","0.457366366674704","0.441058806953217","0.473673926396192"
"Main Tenant","1999","Not Working","East Germany","858","0.657957327421829","0.632955254905228","0.68295939993843"
"Sub-Tenant","1999","Full Time","West Germany","100","0.0261903348194689","0.0213285762411226","0.0310520933978153"
"Sub-Tenant","1999","Full Time","East Germany","37","0.0229215010789432","0.0158200870546302","0.0300229151032562"
"Sub-Tenant","1999","Part Time","West Germany","65","0.033446359331589","0.0259922332644671","0.040900485398711"
"Sub-Tenant","1999","Part Time","East Germany","17","","",""
"Sub-Tenant","1999","Not Working","West Germany","79","0.0243598151692309","0.019313372482131","0.0294062578563308"
"Sub-Tenant","1999","Not Working","East Germany","31","0.0229205971245905","0.0150335416783133","0.0308076525708677"
"Owner","1999","Full Time","West Germany","1813","0.465073460090251","0.4498891985811","0.480257721599402"
"Owner","1999","Full Time","East Germany","773","0.414749501986589","0.391370691517114","0.438128312456064"
"Owner","1999","Part Time","West Germany","1023","0.489246090207422","0.468521838468976","0.509970341945867"
"Owner","1999","Part Time","East Germany","297","0.379338166378949","0.343747200392714","0.414929132365185"
"Owner","1999","Not Working","West Germany","1706","0.508735077890857","0.492370408700635","0.525099747081079"
"Owner","1999","Not Working","East Germany","488","0.311498162811568","0.287091000039494","0.335905325583642"
"Nursing Home/Retirement Community","1999","Full Time","West Germany","","","",""
"Nursing Home/Retirement Community","1999","Full Time","East Germany","","","",""
"Nursing Home/Retirement Community","1999","Part Time","West Germany","1","","",""
"Nursing Home/Retirement Community","1999","Part Time","East Germany","1","","",""
"Nursing Home/Retirement Community","1999","Not Working","West Germany","18","","",""
"Nursing Home/Retirement Community","1999","Not Working","East Germany","6","","",""
"Tenant","1999","Full Time","West Germany","","","",""
"Tenant","1999","Full Time","East Germany","","","",""
"Tenant","1999","Part Time","West Germany","","","",""
"Tenant","1999","Part Time","East Germany","","","",""
"Tenant","1999","Not Working","West Germany","","","",""
"Tenant","1999","Not Working","East Germany","","","",""
"Main Tenant","2000","Full Time","West Germany","3714","0.518229233154707","0.506944946466918","0.529513519842496"
"Main Tenant","2000","Full Time","East Germany","1279","0.546590428984447","0.527332414466787","0.565848443502107"
"Main Tenant","2000","Part Time","West Germany","1959","0.50845888986063","0.49301250147989","0.523905278241371"
"Main Tenant","2000","Part Time","East Germany","557","0.575815421848495","0.546230543896935","0.605400299800055"
"Main Tenant","2000","Not Working","West Germany","2987","0.449976222598968","0.438179545902413","0.461772899295522"
"Main Tenant","2000","Not Working","East Germany","1337","0.64945024482106","0.629677686032917","0.669222803609202"
"Sub-Tenant","2000","Full Time","West Germany","116","0.01901556862613","0.0159311121159445","0.0221000251363155"
"Sub-Tenant","2000","Full Time","East Germany","44","0.0164633721649141","0.011540825706716","0.0213859186231123"
"Sub-Tenant","2000","Part Time","West Germany","64","0.0198856077937592","0.0155721363920514","0.0241990791954671"
"Sub-Tenant","2000","Part Time","East Germany","23","","",""
"Sub-Tenant","2000","Not Working","West Germany","70","0.0138804471261338","0.0111062285508536","0.0166546657014141"
"Sub-Tenant","2000","Not Working","East Germany","33","0.0142046324602357","0.00930093705540096","0.0191083278650705"
"Owner","2000","Full Time","West Germany","3702","0.462755198219163","0.451494775369741","0.474015621068585"
"Owner","2000","Full Time","East Germany","1243","0.435509929620664","0.416329322892485","0.454690536348842"
"Owner","2000","Part Time","West Germany","2001","0.47165550234561","0.456231746135586","0.487079258555634"
"Owner","2000","Part Time","East Germany","492","0.403634585909235","0.374264777811519","0.433004394006951"
"Owner","2000","Not Working","West Germany","3750","0.52966812198806","0.51783284878159","0.54150339519453"
"Owner","2000","Not Working","East Germany","860","0.330931684955651","0.311432363179788","0.350431006731513"
"Nursing Home/Retirement Community","2000","Full Time","West Germany","","","",""
"Nursing Home/Retirement Community","2000","Full Time","East Germany","1","","",""
"Nursing Home/Retirement Community","2000","Part Time","West Germany","","","",""
"Nursing Home/Retirement Community","2000","Part Time","East Germany","","","",""
"Nursing Home/Retirement Community","2000","Not Working","West Germany","25","","",""
"Nursing Home/Retirement Community","2000","Not Working","East Germany","7","","",""
"Tenant","2000","Full Time","West Germany","","","",""
"Tenant","2000","Full Time","East Germany","","","",""
"Tenant","2000","Part Time","West Germany","","","",""
"Tenant","2000","Part Time","East Germany","","","",""
"Tenant","2000","Not Working","West Germany","","","",""
"Tenant","2000","Not Working","East Germany","","","",""
"Main Tenant","2001","Full Time","West Germany","3344","0.517233909822022","0.505310386394481","0.529157433249562"
"Main Tenant","2001","Full Time","East Germany","1122","0.531658279910165","0.511431648897126","0.551884910923203"
"Main Tenant","2001","Part Time","West Germany","1819","0.500655994085787","0.48482511720352","0.516486870968055"
"Main Tenant","2001","Part Time","East Germany","533","0.595919827761396","0.56561156498887","0.626228090533922"
"Main Tenant","2001","Not Working","West Germany","2622","0.4477646935866","0.435202284635683","0.460327102537518"
"Main Tenant","2001","Not Working","East Germany","1236","0.636195383745348","0.615716347245536","0.65667442024516"
"Sub-Tenant","2001","Full Time","West Germany","101","0.0189413452875595","0.0156886331283566","0.0221940574467623"
"Sub-Tenant","2001","Full Time","East Germany","42","0.015539077328498","0.0105256157327219","0.020552538924274"
"Sub-Tenant","2001","Part Time","West Germany","66","0.0229794035626205","0.0182352736137173","0.0277235335115237"
"Sub-Tenant","2001","Part Time","East Germany","27","","",""
"Sub-Tenant","2001","Not Working","West Germany","60","0.0143299866797296","0.0113275449682173","0.0173324283912419"
"Sub-Tenant","2001","Not Working","East Germany","33","0.0165501692055479","0.0111194482941532","0.0219808901169426"
"Owner","2001","Full Time","West Germany","3300","0.46377732917864","0.451878065746301","0.475676592610979"
"Owner","2001","Full Time","East Germany","1174","0.452802642761337","0.43262584180617","0.472979443716504"
"Owner","2001","Part Time","West Germany","1946","0.476304061079606","0.46049095857747","0.492117163581743"
"Owner","2001","Part Time","East Germany","446","0.374911695614428","0.34501187817103","0.404811513057826"
"Owner","2001","Not Working","West Germany","3309","0.529466490961525","0.516856916293042","0.542076065630007"
"Owner","2001","Not Working","East Germany","845","0.341372348736022","0.321188020010207","0.361556677461837"
"Nursing Home/Retirement Community","2001","Full Time","West Germany","2","","",""
"Nursing Home/Retirement Community","2001","Full Time","East Germany","","","",""
"Nursing Home/Retirement Community","2001","Part Time","West Germany","1","","",""
"Nursing Home/Retirement Community","2001","Part Time","East Germany","1","","",""
"Nursing Home/Retirement Community","2001","Not Working","West Germany","28","","",""
"Nursing Home/Retirement Community","2001","Not Working","East Germany","6","","",""
"Tenant","2001","Full Time","West Germany","","","",""
"Tenant","2001","Full Time","East Germany","","","",""
"Tenant","2001","Part Time","West Germany","","","",""
"Tenant","2001","Part Time","East Germany","","","",""
"Tenant","2001","Not Working","West Germany","","","",""
"Tenant","2001","Not Working","East Germany","","","",""
"Main Tenant","2002","Full Time","West Germany","3283","0.513193665592011","0.501713675647146","0.524673655536877"
"Main Tenant","2002","Full Time","East Germany","1065","0.531607729528678","0.511271952196368","0.551943506860987"
"Main Tenant","2002","Part Time","West Germany","1833","0.49850533057254","0.483426967374048","0.513583693771032"
"Main Tenant","2002","Part Time","East Germany","544","0.608208846995349","0.57838291092189","0.638034783068808"
"Main Tenant","2002","Not Working","West Germany","2527","0.441120526991552","0.428754355520162","0.453486698462941"
"Main Tenant","2002","Not Working","East Germany","1233","0.63842541242999","0.617954165733765","0.658896659126214"
"Sub-Tenant","2002","Full Time","West Germany","97","0.0178298237907447","0.0147904112534017","0.0208692363280877"
"Sub-Tenant","2002","Full Time","East Germany","42","0.0169565813746772","0.011695006271795","0.0222181564775594"
"Sub-Tenant","2002","Part Time","West Germany","70","0.0217123029203628","0.0173171663253103","0.0261074395154154"
"Sub-Tenant","2002","Part Time","East Germany","27","","",""
"Sub-Tenant","2002","Not Working","West Germany","71","0.0143939025789407","0.0114274424106625","0.0173603627472188"
"Sub-Tenant","2002","Not Working","East Germany","43","0.0202418409468138","0.0142415168626692","0.0262421650309585"
"Owner","2002","Full Time","West Germany","3899","0.468636636637308","0.457175262856815","0.480098010417802"
"Owner","2002","Full Time","East Germany","1206","0.451435689096645","0.431155500269553","0.471715877923738"
"Owner","2002","Part Time","West Germany","2321","0.479782366507097","0.464716267678152","0.494848465336043"
"Owner","2002","Part Time","East Germany","457","0.363314190461756","0.333927940436391","0.392700440487121"
"Owner","2002","Not Working","West Germany","3571","0.537336988238441","0.52491894093894","0.549755035537941"
"Owner","2002","Not Working","East Germany","834","0.336036317586583","0.315910407401929","0.356162227771237"
"Nursing Home/Retirement Community","2002","Full Time","West Germany","3","","",""
"Nursing Home/Retirement Community","2002","Full Time","East Germany","","","",""
"Nursing Home/Retirement Community","2002","Part Time","West Germany","","","",""
"Nursing Home/Retirement Community","2002","Part Time","East Germany","1","","",""
"Nursing Home/Retirement Community","2002","Not Working","West Germany","24","","",""
"Nursing Home/Retirement Community","2002","Not Working","East Germany","6","","",""
"Tenant","2002","Full Time","West Germany","","","",""
"Tenant","2002","Full Time","East Germany","","","",""
"Tenant","2002","Part Time","West Germany","","","",""
"Tenant","2002","Part Time","East Germany","","","",""
"Tenant","2002","Not Working","West Germany","","","",""
"Tenant","2002","Not Working","East Germany","","","",""
"Main Tenant","2003","Full Time","West Germany","3015","0.521089422113834","0.509153494665914","0.533025349561754"
"Main Tenant","2003","Full Time","East Germany","979","0.515754028325239","0.494890074225813","0.536617982424665"
"Main Tenant","2003","Part Time","West Germany","1749","0.478160536133515","0.462894578217622","0.493426494049408"
"Main Tenant","2003","Part Time","East Germany","545","0.587286839376926","0.557249771516886","0.617323907236966"
"Main Tenant","2003","Not Working","West Germany","2454","0.44434986286457","0.431863026486349","0.456836699242791"
"Main Tenant","2003","Not Working","East Germany","1213","0.626542308723935","0.606028638365343","0.647055979082526"
"Sub-Tenant","2003","Full Time","West Germany","116","0.0228575927662918","0.019286780621121","0.0264284049114626"
"Sub-Tenant","2003","Full Time","East Germany","51","0.0245375442725695","0.0180785764147321","0.030996512130407"
"Sub-Tenant","2003","Part Time","West Germany","70","0.0257305207259256","0.0208917775390175","0.0305692639128337"
"Sub-Tenant","2003","Part Time","East Germany","28","","",""
"Sub-Tenant","2003","Not Working","West Germany","85","0.0184839550639619","0.0150991369495091","0.0218687731784146"
"Sub-Tenant","2003","Not Working","East Germany","50","0.0299832964108396","0.022750990920166","0.0372156019015131"
"Owner","2003","Full Time","West Germany","3597","0.45603962153307","0.444139325946345","0.467939917119794"
"Owner","2003","Full Time","East Germany","1174","0.459708427402192","0.43890199473442","0.480514860069964"
"Owner","2003","Part Time","West Germany","2294","0.496108943140559","0.480828864496587","0.511389021784532"
"Owner","2003","Part Time","East Germany","459","0.3870492903881","0.357332345678258","0.416766235097942"
"Owner","2003","Not Working","West Germany","3516","0.529614832344367","0.517071987155777","0.542157677532957"
"Owner","2003","Not Working","East Germany","868","0.338846797299867","0.318774355264816","0.358919239334918"
"Nursing Home/Retirement Community","2003","Full Time","West Germany","1","","",""
"Nursing Home/Retirement Community","2003","Full Time","East Germany","","","",""
"Nursing Home/Retirement Community","2003","Part Time","West Germany","","","",""
"Nursing Home/Retirement Community","2003","Part Time","East Germany","","","",""
"Nursing Home/Retirement Community","2003","Not Working","West Germany","28","","",""
"Nursing Home/Retirement Community","2003","Not Working","East Germany","5","","",""
"Tenant","2003","Full Time","West Germany","","","",""
"Tenant","2003","Full Time","East Germany","","","",""
"Tenant","2003","Part Time","West Germany","","","",""
"Tenant","2003","Part Time","East Germany","","","",""
"Tenant","2003","Not Working","West Germany","","","",""
"Tenant","2003","Not Working","East Germany","","","",""
"Main Tenant","2004","Full Time","West Germany","2866","0.515496217385909","0.503266650176819","0.527725784594999"
"Main Tenant","2004","Full Time","East Germany","901","0.508273163112908","0.486705465299342","0.529840860926473"
"Main Tenant","2004","Part Time","West Germany","1715","0.504963550395979","0.489490698661029","0.520436402130929"
"Main Tenant","2004","Part Time","East Germany","518","0.603707046160342","0.573704610185612","0.633709482135073"
"Main Tenant","2004","Not Working","West Germany","2447","0.448620822136842","0.436090462800416","0.461151181473267"
"Main Tenant","2004","Not Working","East Germany","1236","0.639864489827613","0.619667102151063","0.660061877504163"
"Sub-Tenant","2004","Full Time","West Germany","102","0.0247043360858855","0.0209059028191762","0.0285027693525947"
"Sub-Tenant","2004","Full Time","East Germany","51","0.0292732242775086","0.0220008364855089","0.0365456120695082"
"Sub-Tenant","2004","Part Time","West Germany","73","0.0207972069310878","0.0163808863804678","0.0252135274817078"
"Sub-Tenant","2004","Part Time","East Germany","32","0.0283635619562373","0.0181807552157196","0.0385463686967551"
"Sub-Tenant","2004","Not Working","West Germany","66","0.0160792933759076","0.0129103669133486","0.0192482198384666"
"Sub-Tenant","2004","Not Working","East Germany","39","0.0236480275157086","0.0172548187078387","0.0300412363235785"
"Owner","2004","Full Time","West Germany","3446","0.459784792455011","0.447588987647052","0.47198059726297"
"Owner","2004","Full Time","East Germany","1112","0.462453612609584","0.440943865395996","0.483963359823171"
"Owner","2004","Part Time","West Germany","2221","0.474125745114255","0.458672863267634","0.489578626960876"
"Owner","2004","Part Time","East Germany","471","0.36792939188342","0.33834924956726","0.397509534199581"
"Owner","2004","Not Working","West Germany","3510","0.526636926885807","0.514057771752115","0.5392160820195"
"Owner","2004","Not Working","East Germany","887","0.329334060514868","0.309560281610719","0.349107839419017"
"Nursing Home/Retirement Community","2004","Full Time","West Germany","1","","",""
"Nursing Home/Retirement Community","2004","Full Time","East Germany","","","",""
"Nursing Home/Retirement Community","2004","Part Time","West Germany","2","","",""
"Nursing Home/Retirement Community","2004","Part Time","East Germany","","","",""
"Nursing Home/Retirement Community","2004","Not Working","West Germany","29","","",""
"Nursing Home/Retirement Community","2004","Not Working","East Germany","8","","",""
"Tenant","2004","Full Time","West Germany","","","",""
"Tenant","2004","Full Time","East Germany","","","",""
"Tenant","2004","Part Time","West Germany","","","",""
"Tenant","2004","Part Time","East Germany","","","",""
"Tenant","2004","Not Working","West Germany","","","",""
"Tenant","2004","Not Working","East Germany","","","",""
"Main Tenant","2005","Full Time","West Germany","2725","0.522424484492726","0.509903061667326","0.534945907318125"
"Main Tenant","2005","Full Time","East Germany","818","0.512994904154538","0.490747340154917","0.53524246815416"
"Main Tenant","2005","Part Time","West Germany","1647","0.511442986061023","0.495591402683114","0.527294569438932"
"Main Tenant","2005","Part Time","East Germany","494","0.605099159589455","0.574952117450371","0.635246201728539"
"Main Tenant","2005","Not Working","West Germany","2371","0.458937686675726","0.446129910331787","0.471745463019665"
"Main Tenant","2005","Not Working","East Germany","1197","0.641482871722214","0.621039944316126","0.661925799128303"
"Sub-Tenant","2005","Full Time","West Germany","129","0.0278178511103436","0.023695390606755","0.0319403116139322"
"Sub-Tenant","2005","Full Time","East Germany","41","0.0285173811085464","0.0211088599809616","0.0359259022361312"
"Sub-Tenant","2005","Part Time","West Germany","67","0.0269978335441557","0.0218581335377213","0.0321375335505901"
"Sub-Tenant","2005","Part Time","East Germany","17","","",""
"Sub-Tenant","2005","Not Working","West Germany","91","0.0213113187052551","0.0175993810247768","0.0250232563857334"
"Sub-Tenant","2005","Not Working","East Germany","46","0.0246992705297981","0.0180830962365303","0.031315444823066"
"Owner","2005","Full Time","West Germany","3259","0.449757664396931","0.437287069240849","0.462228259553013"
"Owner","2005","Full Time","East Germany","1079","0.458301015316317","0.43612346327823","0.480478567354403"
"Owner","2005","Part Time","West Germany","2106","0.461559180394821","0.445750373497374","0.477367987292268"
"Owner","2005","Part Time","East Germany","498","0.374964619915619","0.345108397974102","0.404820841857136"
"Owner","2005","Not Working","West Germany","3326","0.511440653988395","0.498592831791899","0.524288476184892"
"Owner","2005","Not Working","East Germany","861","0.324769026628295","0.304806795524813","0.344731257731777"
"Nursing Home/Retirement Community","2005","Full Time","West Germany","","","",""
"Nursing Home/Retirement Community","2005","Full Time","East Germany","1","","",""
"Nursing Home/Retirement Community","2005","Part Time","West Germany","","","",""
"Nursing Home/Retirement Community","2005","Part Time","East Germany","1","","",""
"Nursing Home/Retirement Community","2005","Not Working","West Germany","27","","",""
"Nursing Home/Retirement Community","2005","Not Working","East Germany","10","","",""
"Tenant","2005","Full Time","West Germany","","","",""
"Tenant","2005","Full Time","East Germany","","","",""
"Tenant","2005","Part Time","West Germany","","","",""
"Tenant","2005","Part Time","East Germany","","","",""
"Tenant","2005","Not Working","West Germany","","","",""
"Tenant","2005","Not Working","East Germany","","","",""
"Main Tenant","2006","Full Time","West Germany","2834","0.525226792302272","0.51302498674199","0.537428597862554"
"Main Tenant","2006","Full Time","East Germany","851","0.524239291579203","0.502422781768454","0.546055801389952"
"Main Tenant","2006","Part Time","West Germany","1662","0.500301784386163","0.484764123920721","0.515839444851606"
"Main Tenant","2006","Part Time","East Germany","525","0.592263953223888","0.56261092399259","0.621916982455185"
"Main Tenant","2006","Not Working","West Germany","2655","0.475471765365723","0.463400660742916","0.48754286998853"
"Main Tenant","2006","Not Working","East Germany","1279","0.635005812804168","0.615432611910727","0.654579013697609"
"Sub-Tenant","2006","Full Time","West Germany","117","0.0233067714852126","0.0196201571274333","0.0269933858429918"
"Sub-Tenant","2006","Full Time","East Germany","45","0.0313032299467818","0.0236962073709455","0.0389102525226181"
"Sub-Tenant","2006","Part Time","West Germany","59","0.0246859868638255","0.019864142588191","0.0295078311394601"
"Sub-Tenant","2006","Part Time","East Germany","28","","",""
"Sub-Tenant","2006","Not Working","West Germany","67","0.0161451111068332","0.0130987158151327","0.0191915063985338"
"Sub-Tenant","2006","Not Working","East Germany","53","0.0257264589661126","0.0192898001413037","0.0321631177909214"
"Owner","2006","Full Time","West Germany","3482","0.450965313457577","0.4388068407678","0.463123786147354"
"Owner","2006","Full Time","East Germany","1115","0.444134496533481","0.422429070308596","0.465839922758366"
"Owner","2006","Part Time","West Germany","2257","0.475012228750011","0.459493980667785","0.490530476832237"
"Owner","2006","Part Time","East Germany","502","0.383648784092604","0.354305892927503","0.412991675257705"
"Owner","2006","Not Working","West Germany","3821","0.501469400897192","0.489383797414193","0.513555004380192"
"Owner","2006","Not Working","East Germany","979","0.330268982307447","0.311147826961313","0.349390137653581"
"Nursing Home/Retirement Community","2006","Full Time","West Germany","1","","",""
"Nursing Home/Retirement Community","2006","Full Time","East Germany","2","","",""
"Nursing Home/Retirement Community","2006","Part Time","West Germany","","","",""
"Nursing Home/Retirement Community","2006","Part Time","East Germany","","","",""
"Nursing Home/Retirement Community","2006","Not Working","West Germany","32","0.00691372263025144","0.00491086684638579","0.00891657841411709"
"Nursing Home/Retirement Community","2006","Not Working","East Germany","13","","",""
"Tenant","2006","Full Time","West Germany","","","",""
"Tenant","2006","Full Time","East Germany","","","",""
"Tenant","2006","Part Time","West Germany","","","",""
"Tenant","2006","Part Time","East Germany","","","",""
"Tenant","2006","Not Working","West Germany","","","",""
"Tenant","2006","Not Working","East Germany","","","",""
"Main Tenant","2007","Full Time","West Germany","2578","0.509930625228329","0.497231772714535","0.522629477742122"
"Main Tenant","2007","Full Time","East Germany","817","0.509069575449919","0.486766334235486","0.531372816664351"
"Main Tenant","2007","Part Time","West Germany","1614","0.511611660500985","0.495587278006308","0.527636042995663"
"Main Tenant","2007","Part Time","East Germany","486","0.583479197107585","0.55278598783165","0.61417240638352"
"Main Tenant","2007","Not Working","West Germany","2428","0.460371779130828","0.447924930483918","0.472818627777738"
"Main Tenant","2007","Not Working","East Germany","1234","0.641519537054372","0.621448654733764","0.661590419374981"
"Sub-Tenant","2007","Full Time","West Germany","100","0.0244025155414356","0.0204829964454685","0.0283220346374027"
"Sub-Tenant","2007","Full Time","East Germany","39","0.0347601260308536","0.0265881377555673","0.0429321143061399"
"Sub-Tenant","2007","Part Time","West Germany","60","0.0239544306902521","0.0190526213329413","0.0288562400475628"
"Sub-Tenant","2007","Part Time","East Germany","24","","",""
"Sub-Tenant","2007","Not Working","West Germany","84","0.0187632558016293","0.0153748241019462","0.0221516875013123"
"Sub-Tenant","2007","Not Working","East Germany","42","0.0200917588997371","0.0142191583795571","0.025964359419917"
"Owner","2007","Full Time","West Germany","3273","0.464477765238038","0.451808501766006","0.477147028710069"
"Owner","2007","Full Time","East Germany","1073","0.456009076823503","0.433788669956397","0.478229483690608"
"Owner","2007","Part Time","West Germany","2063","0.463798324487891","0.447811687496393","0.479784961479388"
"Owner","2007","Part Time","East Germany","480","0.375652362278556","0.345500262449696","0.405804462107416"
"Owner","2007","Not Working","West Germany","3614","0.512926851345429","0.500444898243086","0.525408804447772"
"Owner","2007","Not Working","East Germany","904","0.328397474175445","0.308741940516686","0.348053007834204"
"Nursing Home/Retirement Community","2007","Full Time","West Germany","2","","",""
"Nursing Home/Retirement Community","2007","Full Time","East Germany","1","","",""
"Nursing Home/Retirement Community","2007","Part Time","West Germany","1","","",""
"Nursing Home/Retirement Community","2007","Part Time","East Germany","1","","",""
"Nursing Home/Retirement Community","2007","Not Working","West Germany","34","0.00793811372211402","0.00572203198053102","0.010154195463697"
"Nursing Home/Retirement Community","2007","Not Working","East Germany","13","","",""
"Tenant","2007","Full Time","West Germany","","","",""
"Tenant","2007","Full Time","East Germany","","","",""
"Tenant","2007","Part Time","West Germany","","","",""
"Tenant","2007","Part Time","East Germany","","","",""
"Tenant","2007","Not Working","West Germany","","","",""
"Tenant","2007","Not Working","East Germany","","","",""
"Main Tenant","2008","Full Time","West Germany","2425","0.503380536306484","0.490329480909246","0.516431591703723"
"Main Tenant","2008","Full Time","East Germany","772","0.489172185898194","0.466491278939022","0.511853092857367"
"Main Tenant","2008","Part Time","West Germany","1459","0.498055859909841","0.481458037214932","0.514653682604751"
"Main Tenant","2008","Part Time","East Germany","483","0.620206156838198","0.589163613826303","0.651248699850093"
"Main Tenant","2008","Not Working","West Germany","2180","0.453542665306522","0.440651389990427","0.466433940622616"
"Main Tenant","2008","Not Working","East Germany","1141","0.612952928610217","0.591754211922214","0.63415164529822"
"Sub-Tenant","2008","Full Time","West Germany","96","0.0208135240185958","0.0170871103190161","0.0245399377181755"
"Sub-Tenant","2008","Full Time","East Germany","41","0.0412338886508493","0.032212450921815","0.0502553263798837"
"Sub-Tenant","2008","Part Time","West Germany","48","0.0144141167050251","0.01045748475296","0.0183707486570902"
"Sub-Tenant","2008","Part Time","East Germany","14","","",""
"Sub-Tenant","2008","Not Working","West Germany","89","0.0253488955099671","0.021278723249208","0.0294190677707261"
